" article_number"," item_code",description,Group,Category,Class,Class Key,ABC_Indicator,Brand,Supply Chain Ind,classifiction,replenishment_cycle,location," supplier_code"," supplier",stock_on_hand,customer_orders,allocated_stock,available_stock,on_order,purchase_cost,orders_Sep 21,orders_Oct 21,orders_Nov 21,orders_Dec 21,orders_Jan 22,orders_Feb 22,orders_Mar 22,orders_Apr 22,orders_May 22,orders_Jun 22,orders_Jul 22,orders_Aug 22
"11357014","HSHD205","HAIRSTYLA HAIR DRYER MARBLE","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS","061PERHAR020","Z","HAIRSTYLA","Unknown","Non-stocked",0,"RETAIL",625530,"CDB GOLDAIR AUSTRALIA PTY LTD",3,0,1,2,0,57.5,0,0,1,0,0,1,0,0,0,1,0,0
"11228618","IT2110","TEFAL INSTANT STEAM GARMENT STEAMER","SMALL APPLIANCES","IRONS","UPRIGHT GARMENT STEAMERS","061SMAIROUGS","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",0,0,0,0,0,94.51,0,0,1,0,0,1,0,0,0,1,0,0
"11218437","KB3SS","KITCHENAID 2.8L S/S MIXING BOWL 3 QTR","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",3,0,0,3,0,50.09,0,0,1,0,0,1,0,0,0,1,0,0
"11292764","KSM35CDH","KITCHENAID ARTISAN MINI DOUGH HOOK","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",5,0,0,5,0,52.97,0,0,1,0,0,0,0,0,0,1,0,0
"11292763","KSM35WW","KITCHENAID ARTISAN MINI WIRE WHISK","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",3,0,0,3,0,52.97,0,0,1,0,0,1,0,0,0,1,0,0
"11294139","KVL6300S","KENWOOD CHEF ELITE XL - SILVER","SMALL APPLIANCES","FOOD PREPARATION","STAND MIXERS","061SMAMIX050","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",0,0,0,0,0,517.49,0,0,1,0,0,0,1,0,0,1,0,0
"11028511","POLOFEET","POLO 1 PAIR W/ CASTORS-SUITS POLO PANELS","HEATERS","HEATER ACCESSORIES","ELECTRIC HEATER ACCESSORIES","061HEAACC040","Z","POLO","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",3,0,0,3,0,22.9,0,0,0,0,0,0,1,0,0,1,0,0
"11011414","SP-6211AU","SP-6211AU FOILS & CUTTERS","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",2,0,0,2,0,20.69,0,0,0,0,0,1,0,0,0,1,0,0
"11552437","SPN1304BL","VENTAIR SPINIKA 1300MM BL","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",1,0,0,1,0,157.6,0,0,1,0,0,1,0,0,0,1,0,0
"11588921","SPY1253NWN","VENTAIR SPYDA 1250MM CEILING FAN WAL","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",3,0,0,3,0,194,0,0,1,0,0,1,0,0,0,1,0,0
"11532180","00850","BRITEX 1 LITRE GROUT & TILE CLEANER","FLOORCARE","ACCESSORIES","CHEMICALS","061VACACC040","S","BRITEX","Unknown","Non-stocked",0,"RETAIL",300601,"BRITEX CARPET CARE PTY LTD",20,0,0,20,0,9.23,0,0,0,1,0,0,0,0,0,0,0,0
"11538176","1016511614","SODASTREAM CRYSTAL SPARKLING WATER MAKER","SMALL APPLIANCES","WATER & BEVERAGES","SODASTREAM","061SMAWATSOD","Z","SODASTREAM","Unknown","Non-stocked",0,"RETAIL",604596,"SODASTREAM AUSTRALIA PTY LTD",3,0,1,2,0,158.45,0,0,1,1,0,0,0,0,0,0,0,0
"11530428","76013","BAMIX CLASSIC BLACK","SMALL APPLIANCES","FOOD PREPARATION","STICK MIXERS","061SMAMIX010","Z","BAMIX","Unknown","Non-stocked",0,"RETAIL",616748,"DKSH AUSTRALIA PTY LTD",0,0,0,0,0,166,0,0,0,1,0,0,0,0,0,1,0,0
"11530423","76032","BAMIX MONO BLACK","SMALL APPLIANCES","FOOD PREPARATION","STICK MIXERS","061SMAMIX010","Z","BAMIX","Unknown","Non-stocked",0,"RETAIL",616748,"DKSH AUSTRALIA PTY LTD",0,0,0,0,0,215,0,0,0,1,0,0,0,0,0,1,0,0
"11082281","BMO735CRN","BREVILLE 34L MWO - CRANBERRY","MICROWAVE OVENS","ELECTRONIC MWO","ELECTRONIC MWO OVER 30L","061M/OELE030","Z","BREVILLE","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",0,0,0,0,0,249.01,0,0,0,1,0,0,0,0,0,1,0,0
"11064144","CTO4003RT2","DEL ICONA 4 SLICE TOA RED","SMALL APPLIANCES","BREAKFAST","TOASTERS / 4 SLICE","061SMAKETT4S","Z","DELONGHI","Unknown","Non-stocked",0,"RETAIL",300046,"DE LONGHI AUST P/L *T2 STOCK ONLY*",0,0,0,0,0,105,0,0,0,1,0,0,0,0,0,1,0,0
"11335082","CY8511","TEFAL COOK4ME + WHITE","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER","061SMACOOMUC","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",0,0,0,0,0,218.15,0,0,0,1,0,0,0,0,0,1,0,0
"11599880","DLSC018","DELONGHI MILK CARAFE DINAMICA PLUS","COFFEE","COFFEE ACCESSORIES","ACCESSORIES","061COFACCACC","Z","DELONGHI","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",0,0,0,0,0,42.58,0,0,0,1,0,0,0,0,0,1,0,0
"11064320","DOUBLEWALL190T2","DELONGHI 5513214601 GLAS 190ML","COFFEE","COFFEE ACCESSORIES","COFFEE CUPSETS/MUGS","061COFACCCUP","Z","DELONGHI","Unknown","Non-stocked",0,"RETAIL",300046,"DE LONGHI AUST P/L *T2 STOCK ONLY*",0,0,0,0,0,19.17,0,0,0,1,0,0,0,0,0,1,0,0
"11283746","EP34MWS","34LT MICROWAVE OVEN BENCH TOP","MICROWAVE OVENS","ELECTRONIC MWO","ELECTRONIC MWO OVER 30L","061M/OELE030","Z","EURO","Unknown","Non-stocked",0,"RETAIL",619505,"EUROSTYLE GROUP PTY LTD",0,0,0,0,0,226.2,0,0,0,1,0,0,0,0,0,1,0,0
"11064541","ESEPODCONN25T2","DELONGHI E.S.E COFFEE PODS 25PK","COFFEE","COFFEE ACCESSORIES","COFFEE BEANS/CAPSULES","061COFACCBEA","Z","DELONGHI","Unknown","Non-stocked",0,"RETAIL",300046,"DE LONGHI AUST P/L *T2 STOCK ONLY*",0,0,0,0,0,9.6,0,0,0,1,0,0,0,0,0,1,0,0
"11535812","FH2394BK","DELONGHI IDEAL FRY DIGITAL BLACK","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS","061SMAFRYAIR","Z","DELONGHI","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",0,0,0,0,0,206.58,0,0,0,1,0,0,0,0,0,1,0,0
"10199947","HP865600","PHILIPS AIRSTYLER INC. 5 ACC.","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR VOLUMISERS","061PERHAR050","Z","PHILIPS","Unknown","Non-stocked",0,"RETAIL",616189,"PHILIPS SAECO AUSTRALIA PTY LTD",9,0,3,6,0,72.19,0,0,0,1,0,1,0,0,0,0,1,0
"11772357","MRMP18G","MORPHY RICHARDS ROUND MULTIFUNCTION POT","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER","061SMACOOMUC","Z","MORPHY RIC","Unknown","Non-stocked",0,"RETAIL",611079,"GLEN DIMPLEX AUSTRALIA PTY LTD",0,0,0,0,0,143.15,0,0,0,1,0,0,0,0,0,1,0,0
"11302845","RK103","TEFAL CLASSIC SPARKLING BLK RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS","061SMACOO040","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",2,0,2,0,0,68.15,0,0,0,1,0,0,0,0,0,1,0,0
"11030793","SFBRPBA","CONAIR BODY BRUSH REPLACEMENT HEAD","PERSONAL CARE","WELL BEING","BEAUTY","061PERWELBEA","Z","CONAIR","Unknown","Non-stocked",0,"RETAIL",501633,"CONAIR AUSTRALIA PTY LTD",16,0,0,16,0,11.33,0,0,0,1,0,0,1,0,0,1,0,0
"11691837","SPNEXTR60TI","SPINIKA EXTENSION ROD 600MM TITANIUM","FANS","FAN ACCESSORY","FAN ACCESSORY","061FANACC010","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",0,0,0,0,0,22.65,0,0,1,1,0,0,1,0,0,1,0,0
"11489007","SPYEXTR90TI","VENTAIR SPYDA DOWNROD 900MM TITANIUM","FANS","FAN ACCESSORY","DOWNRODS","061FANACC040","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",2,0,0,2,0,23.65,0,0,0,1,0,0,1,0,0,1,0,0
"11489004","SPYJHWH","VENTAIR SPYDA J-HOOK WHITE","FANS","FAN ACCESSORY","FAN ACCESSORY","061FANACC010","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",0,0,0,0,0,12.35,0,0,1,1,0,0,1,0,0,1,0,0
"11163271","TCM400TT","KENWOOD KSENSE 2 SLICE WHT & SIL","SMALL APPLIANCES","BREAKFAST","TOASTERS / 2 SLICE AUTOMATIC","061SMAKETT2S","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",4,0,2,2,0,95,0,0,0,1,0,0,0,0,0,1,0,0
"11405914","VXSEK002","VAX COMMERCIAL BACKPACK SERVICE KIT","FLOORCARE","ACCESSORIES","FILTERS","061VACACC020","Z","VAX","Unknown","Non-stocked",0,"RETAIL",506842,"TECHTRONIC INDUSTRIES (AUST) PTY LT",0,0,0,0,0,31.68,0,0,0,1,0,0,0,0,0,1,0,0
"11157334","XA8005","TEFAL WAFERS PLATES","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES","061SMACOOGRI","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",4,0,0,4,0,19.06,0,0,0,1,0,0,0,0,0,0,0,0
"11157332","XA8008","TEFAL TURNOVER PLATES","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES","061SMACOOGRI","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",5,0,0,5,0,19.06,0,0,0,1,0,0,0,0,0,0,0,0
"11157338","XA8009","TEFAL FRENCH TOAST PLATES","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES","061SMACOOGRI","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",3,0,0,3,0,19.06,0,0,0,1,0,0,0,0,0,0,0,0
"11217565","1005FTL","RINNAI ENERGYSAVER 1005FT LPG","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS","061HEAGAS020","S","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,2732.1,0,0,0,0,0,0,1,0,1,0,1,0
"11335198","25576","KITCHENAID EXTRA DRUM SET","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",2,0,0,2,0,61.5,0,0,0,1,0,0,0,0,1,0,0,0
"10197420","50004","TAVOLA SWISS CAPSTORE BOX 2X40","SMALL APPLIANCES","NON ELECTRIC COOKING","KITCHENWARE","061SMAPOT050","Z","TAVOLA SWI","Unknown","Non-stocked",0,"RETAIL",616748,"DKSH AUSTRALIA PTY LTD",3,0,0,3,0,13.65,0,0,0,0,0,0,0,0,1,0,0,0
"10218239","530115","1500 WATT HEATER WITH OPTION","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W","061HEAPAN050","Z","ATLANTIC","Unknown","Non-stocked",0,"RETAIL",610534,"ATLANTIC AUSTRALASIA PTY LTD",0,0,0,0,0,245,0,0,0,0,0,0,0,0,1,0,1,0
"11703117","559FTSN","RINNAI E/SAVER 559FT 23MJ NG W","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS","061HEAGAS020","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,2269.83,0,0,0,0,0,0,0,0,1,0,0,0
"11504595","566210","ATLANTIC TATOU SMART 1000W RADIANT PH","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 750-1200W","061HEAPAN040","Z","ATLANTIC","Unknown","Non-stocked",0,"RETAIL",610534,"ATLANTIC AUSTRALASIA PTY LTD",31,0,5,26,0,405,0,0,0,0,0,1,0,0,1,2,1,0
"11504594","566215","ATLANTIC TATOU SMART 1500W RADIANT PH","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W","061HEAPAN050","Z","ATLANTIC","Unknown","Non-stocked",0,"RETAIL",610534,"ATLANTIC AUSTRALASIA PTY LTD",5,0,3,2,0,435,0,0,0,0,0,0,1,0,1,1,1,0
"10176060","572001","ATLANTIC FEET & CASTOR SET","HEATERS","HEATER ACCESSORIES","ELECTRIC HEATER ACCESSORIES","061HEAACC040","Z","ATLANTIC","Unknown","Non-stocked",0,"RETAIL",610534,"ATLANTIC AUSTRALASIA PTY LTD",0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0
"10218235","592150","1500 WATT HEATER WITH DIGITAL","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W","061HEAPAN050","Z","ATLANTIC","Unknown","Non-stocked",0,"RETAIL",610534,"ATLANTIC AUSTRALASIA PTY LTD",0,0,0,0,0,269,0,0,0,0,0,0,1,0,1,1,1,0
"11198891","6.295-775.0","KARCHER FP303 BASIC CLNR - 62957750","FLOORCARE","ACCESSORIES","ACCESSORIES","061VACACC010","S","KARCHER","Unknown","Non-stocked",0,"RETAIL",503668,"KARCHER PTY LTD",0,0,0,0,0,11.01,0,0,1,0,0,0,0,0,1,0,0,0
"11427364","750ENGN","RINNAI 750 GAS FIRE ENGINE NAT GAS","HEATERS","GAS HEATERS","LOG FIRE FLUED GAS","061HEAGAS050","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,3977.75,0,0,0,0,0,0,0,0,1,0,0,0
"11309135","A6368244","TEFAL HARD ANODISED 30CM SAUTE PAN","SMALL APPLIANCES","NON ELECTRIC COOKING","SAUCEPAN","061SMAPOT010","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",0,0,0,0,0,74.98,0,0,0,1,0,0,0,0,1,0,0,0
"11220119","ACHCBC15","EVERDURE GAS HEATER COVER","HEATERS","HEATER ACCESSORIES","UNFLUED GAS ACCESSORIES","061HEAACC020","Z","EVERDURE","Unknown","Non-stocked",0,"RETAIL",505798,"SHRIRO AUSTRALIA PTY LIMITED",1,0,0,1,0,12.6,0,0,0,1,0,0,0,0,1,1,1,0
"10092785","AT910006","KENWOOD SPAGHETTI QUADRI","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",0,0,0,0,0,20.07,0,0,0,1,0,0,0,0,1,0,0,0
"11527444","BEC630CRO","NESPRESSO CITIZ BY BREVILLE-CHROME","COFFEE","COFFEE MAKERS","COFFEE MAKERS - CAPSULE","061COFCOF080","Z","NESPRESSO","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",5,0,2,3,0,226.2,0,0,0,1,0,0,1,0,1,0,1,0
"11771948","CALDORAD7","OLIMPIA 7 FIN 1500W OIL COLUMN HEATER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W","061HEACOL030","Z","OLIMPIA","Unknown","Non-stocked",0,"RETAIL",300701,"OLIMPIA SPLENDID AUSTRALIA PTY LTD",0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,1,0
"11510606","CHP550","CROCKPOT LIFT AND SERVE 4.7L","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS","061SMACOO020","Z","CROCKPOT","Unknown","Non-stocked",0,"RETAIL",506183,"NEWELL AUSTRALIA PTY LTD",5,0,2,3,0,56.69,0,0,0,0,0,1,0,0,1,1,1,0
"11173649","CLI-AP10-RF","CLIMATE REPLACEMENT FILTERS FOR CLI-AP10","AIR TREATMENT","AIR PURIFIERS","FILTER REPLACEMENT PARTS","061AIRAIRPAR","Z","CLI-MATE","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",213,0,0,213,0,26.93,0,0,1,1,0,0,0,0,1,0,1,0
"11604241","E8000DR","PROFESSIONAL COLD PRESS JUICER RED","SMALL APPLIANCES","FOOD PREPARATION","JUICER","061SMAMIXJUI","Z","KUVINGS","Unknown","Non-stocked",0,"RETAIL",500149,"ACTON SALES AUSTRALIA PTY LTD",1,0,1,0,0,609.4,0,0,1,0,0,0,0,0,1,0,0,0
"11706190","EVO820RD","KUVINGS WHOLE FRUIT/VEG JUICER-RED","SMALL APPLIANCES","FOOD PREPARATION","JUICER","061SMAMIXJUI","Z","KUVINGS","Unknown","Non-stocked",0,"RETAIL",500149,"ACTON SALES AUSTRALIA PTY LTD",0,0,0,0,0,690,0,0,1,0,0,0,0,0,1,0,0,0
"11706191","EVO820RS","KUVINGS WHOLE FRUIT/VEG JUICER-ROSE","SMALL APPLIANCES","FOOD PREPARATION","JUICER","061SMAMIXJUI","Z","KUVINGS","Unknown","Non-stocked",0,"RETAIL",500149,"ACTON SALES AUSTRALIA PTY LTD",0,0,0,0,0,690,0,0,1,0,0,0,0,0,1,0,0,0
"11296457","FVSFGA","KITCHENAID FRUIT/VEG STRAINER W/MINCER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",0,0,0,0,0,129.85,0,0,0,1,0,0,0,0,1,0,0,0
"11754385","K309FTSL","RINNAI ENERGYSAVER 309FT WHITE LPG","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS","061HEAGAS020","S","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",1,0,0,1,0,1321.32,0,0,0,0,0,0,1,0,1,1,1,0
"11405498","K952SCN","RINNAI KIT 952 NG SS + C-STONES","HEATERS","GAS HEATERS","LOG FIRE FLUED GAS","061HEAGAS050","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,7395.35,0,0,0,0,0,0,0,0,1,0,0,0
"10195378","MX0500","SUNBEAM S/S MIXING BOWL","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","SUNBEAM","Unknown","Non-stocked",0,"RETAIL",506183,"NEWELL AUSTRALIA PTY LTD",1,0,0,1,0,44.51,0,0,0,1,0,0,0,0,1,0,0,0
"11538824","NCU100WHT","NESCAFE DOLCE GUSTO PICCOLO XS WHITE","COFFEE","COFFEE MAKERS","COFFEE MAKERS - CAPSULE","061COFCOF080","Z","NES DOLCE","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",2,0,1,1,0,70.87,0,0,0,1,0,0,0,0,1,0,0,0
"11518898","NDQ_GN","NICER DICER COMPACT HAND HELD SLICER","SMALL APPLIANCES","APPLIANCE ACCESSORIES","FOOD SLICERS","061SMAACCSLI","Z","GENIUS","Unknown","Non-stocked",0,"RETAIL",623271,"BRAND DEVELOPERS AUST PTY LTD",19,0,0,19,0,28.36,0,0,1,1,0,1,0,0,2,1,0,0
"11753810","OV100","OVATION ELECTRIC HEATED THROW","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS","061HEABKT055","Z","OVATION","Unknown","Non-stocked",0,"RETAIL",500343,"AIRFLO DISTRIBUTORS PTY LTD",79,0,42,37,0,49.9,0,0,0,0,0,0,0,0,1,0,0,0
"11488994","ROY1304TI","VENTAIR NEW GEN ROYALE 1320MM TI","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",0,0,0,0,0,166.85,0,0,0,1,0,0,0,0,1,0,0,0
"11405479","SAP12N","RINNAI LF SAPPHIRE INB 30MJ NG","HEATERS","GAS HEATERS","LOG FIRE FLUED GAS","061HEAGAS050","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,3370.1,0,0,0,0,0,0,0,0,1,1,0,0
"11588906","SPY1423NTK","VENTAIR SPYDA 1420MM CEILING FAN TK","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",1,0,0,1,0,233.9,0,0,0,1,0,0,0,0,1,0,0,0
"11691823","SPY1573NBL","VENTAIR SPYDA 1570MM FAN BL","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",3,0,0,3,0,239.65,0,0,0,1,0,0,0,0,1,0,0,0
"11064282","SSTCT2","KENWOOD CHEF CLASSIC TOOLS S/S","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",300046,"DE LONGHI AUST P/L *T2 STOCK ONLY*",0,0,0,0,0,133.33,0,0,0,1,0,0,0,0,1,0,0,0
"11517936","STM-1000XA","CUISINART FRESH DIGITAL GLASS STEAMER","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS","061SMACOO045","Z","CUISINART","Unknown","Non-stocked",0,"RETAIL",501633,"CONAIR AUSTRALIA PTY LTD",9,0,2,7,0,176.69,0,0,0,1,0,0,1,0,1,0,1,0
"11763655","STRATOS5NG","BROMIC STRATOS BRAHMA 5 NG HEATER","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS","061HEAGAS020","S","BROMIC","Unknown","Non-stocked",0,"RETAIL",605531,"BROMIC PTY LIMITED",20,0,0,20,0,1599.27,0,0,0,0,0,0,0,0,1,1,1,0
"11598595","SV7020","TEFAL LIBERTY SV7020","SMALL APPLIANCES","IRONS","STEAM STATION IRONS","061SMAIRO085","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",0,0,0,0,0,145.42,0,0,1,0,0,0,0,0,1,0,0,0
"10096159","ULT2IGL","RINNAI ULTIMA 2FLUED INBUILT GUNM LPG","HEATERS","GAS HEATERS","FLUED RADIANT GAS","061HEAGAS010","S","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",0,0,0,0,0,2422.99,0,0,0,0,0,0,0,0,1,0,0,0
"11202036","WC100","LENOXX WATER COOLER","SMALL APPLIANCES","WATER & BEVERAGES","WATER PURIFIERS","061SMAWATWAT","Z","LENOXX","Unknown","Non-stocked",0,"RETAIL",503924,"LENOXX ELECTRONICS AUSTRALIA PTY LT",18,0,2,16,0,80,0,0,0,1,0,0,0,0,1,0,0,0
"10123642","WES035K","PANA CARTRIDGE FOR SHAVER","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","PANASONIC","Unknown","Non-stocked",0,"RETAIL",504930,"PANASONIC AUSTRALIA P/L NSW",1,0,0,1,0,13.06,0,0,1,0,0,0,0,0,1,0,0,0
"11687461","1024259610","SODASTREAM ZERO LEMONADE 400ML","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES","061SMAWATACC","S","SODASTREAM","Unknown","Non-stocked",0,"RETAIL",604596,"SODASTREAM AUSTRALIA PTY LTD",0,0,0,0,0,4.8,0,0,0,0,1,0,0,0,0,0,0,0
"11511763","42302","STANLEY ROGERS MATRIX 26CM FRYPAN","SMALL APPLIANCES","NON ELECTRIC COOKING","KITCHENWARE","061SMAPOT050","F","STANLEYROG","Unknown","Non-stocked",0,"RETAIL",504281,"FACKELMANN HOUSEWARES",15,0,0,15,0,54.5,0,0,2,1,1,0,1,0,1,0,1,0
"11077369","C9629412","TEFAL 32CM HARD ANODISED WOK W LID","SMALL APPLIANCES","NON ELECTRIC COOKING","WOK","061SMAPOT030","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",1,0,1,0,0,74.98,0,0,0,0,1,0,0,0,0,0,0,0
"11079644","CI63E1AU","REMINGTON PERFECT CURLS 2 IN 1","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS","061PERHAR070","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",0,0,0,0,0,35.55,0,0,0,0,1,0,0,0,0,0,0,0
"11593641","CL25AE","HONEYWELL 25LT EVAPORATIVE COOLER","FANS","EVAPORATIVE COOLERS","EVAPORATIVE COOLERS","061FANEVP010","F","HONEYWELL","Unknown","Non-stocked",0,"RETAIL",505857,"SITRO GROUP AUSTRALIA PTY LTD",159,0,17,142,0,326,0,0,4,3,2,0,1,0,0,0,0,0
"11695738","DCMIST25","DIMPLEX 2.5L MISTING FAN - GREY/WHITE","FANS","MISTING FAN","MISTING FAN","061FANMSTMST","S","DIMPLEX","Unknown","Non-stocked",0,"RETAIL",611079,"GLEN DIMPLEX AUSTRALIA PTY LTD",24,0,1,23,0,133.54,0,0,1,1,1,1,0,0,0,0,0,0
"11196733","DR8085","TEFAL ACCESS HANDHELD/TRAVEL STEAMER","SMALL APPLIANCES","IRONS","HANDHELD GARMENT STEAMERS","061SMAIROGAR","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",2,0,2,0,0,88.6,0,0,1,0,1,0,0,0,0,1,0,0
