TimeKey,Hour,Minute,PartOfDay,Sort_order
"1254",12,54,"Afternoon",2
"1255",12,55,"Afternoon",2
"1256",12,56,"Afternoon",2
"1257",12,57,"Afternoon",2
"1258",12,58,"Afternoon",2
"1259",12,59,"Afternoon",2
"1300",13,0,"Afternoon",2
"1301",13,1,"Afternoon",2
"1302",13,2,"Afternoon",2
"1303",13,3,"Afternoon",2
"1304",13,4,"Afternoon",2
"1305",13,5,"Afternoon",2
"1306",13,6,"Afternoon",2
"1307",13,7,"Afternoon",2
"1308",13,8,"Afternoon",2
"1309",13,9,"Afternoon",2
"1310",13,10,"Afternoon",2
"1311",13,11,"Afternoon",2
"1312",13,12,"Afternoon",2
"1313",13,13,"Afternoon",2
"1314",13,14,"Afternoon",2
"1315",13,15,"Afternoon",2
"1316",13,16,"Afternoon",2
"1317",13,17,"Afternoon",2
"1318",13,18,"Afternoon",2
"1319",13,19,"Afternoon",2
"1320",13,20,"Afternoon",2
"1321",13,21,"Afternoon",2
"1322",13,22,"Afternoon",2
"1323",13,23,"Afternoon",2
"1324",13,24,"Afternoon",2
"1325",13,25,"Afternoon",2
"1326",13,26,"Afternoon",2
"1327",13,27,"Afternoon",2
"1328",13,28,"Afternoon",2
"1329",13,29,"Afternoon",2
"1330",13,30,"Afternoon",2
"1331",13,31,"Afternoon",2
"1332",13,32,"Afternoon",2
"1333",13,33,"Afternoon",2
"1334",13,34,"Afternoon",2
"1335",13,35,"Afternoon",2
"1336",13,36,"Afternoon",2
"1337",13,37,"Afternoon",2
"1338",13,38,"Afternoon",2
"1339",13,39,"Afternoon",2
"1340",13,40,"Afternoon",2
"1341",13,41,"Afternoon",2
"1342",13,42,"Afternoon",2
"1343",13,43,"Afternoon",2
"1344",13,44,"Afternoon",2
"1345",13,45,"Afternoon",2
"1346",13,46,"Afternoon",2
"1347",13,47,"Afternoon",2
"1348",13,48,"Afternoon",2
"1349",13,49,"Afternoon",2
"1350",13,50,"Afternoon",2
"1351",13,51,"Afternoon",2
"1352",13,52,"Afternoon",2
"1353",13,53,"Afternoon",2
"1354",13,54,"Afternoon",2
"1355",13,55,"Afternoon",2
"1356",13,56,"Afternoon",2
"1357",13,57,"Afternoon",2
"1358",13,58,"Afternoon",2
"1359",13,59,"Afternoon",2
"1400",14,0,"Afternoon",2
"1401",14,1,"Afternoon",2
"1402",14,2,"Afternoon",2
"1403",14,3,"Afternoon",2
"1404",14,4,"Afternoon",2
"1405",14,5,"Afternoon",2
"1406",14,6,"Afternoon",2
"1407",14,7,"Afternoon",2
"1408",14,8,"Afternoon",2
"1409",14,9,"Afternoon",2
"1410",14,10,"Afternoon",2
"1411",14,11,"Afternoon",2
"1412",14,12,"Afternoon",2
"1413",14,13,"Afternoon",2
"1414",14,14,"Afternoon",2
"1415",14,15,"Afternoon",2
"1416",14,16,"Afternoon",2
"1417",14,17,"Afternoon",2
"1418",14,18,"Afternoon",2
"1419",14,19,"Afternoon",2
"1420",14,20,"Afternoon",2
"1421",14,21,"Afternoon",2
"1422",14,22,"Afternoon",2
"1423",14,23,"Afternoon",2
"1424",14,24,"Afternoon",2
"1425",14,25,"Afternoon",2
"1426",14,26,"Afternoon",2
"1427",14,27,"Afternoon",2
"1428",14,28,"Afternoon",2
"1429",14,29,"Afternoon",2
"1430",14,30,"Afternoon",2
"1431",14,31,"Afternoon",2
"1432",14,32,"Afternoon",2
"1433",14,33,"Afternoon",2
"1434",14,34,"Afternoon",2
"1435",14,35,"Afternoon",2
"1436",14,36,"Afternoon",2
"1437",14,37,"Afternoon",2
"1438",14,38,"Afternoon",2
"1439",14,39,"Afternoon",2
"1440",14,40,"Afternoon",2
"1441",14,41,"Afternoon",2
"1442",14,42,"Afternoon",2
"1443",14,43,"Afternoon",2
"1444",14,44,"Afternoon",2
"1445",14,45,"Afternoon",2
"1446",14,46,"Afternoon",2
"1447",14,47,"Afternoon",2
"1448",14,48,"Afternoon",2
"1449",14,49,"Afternoon",2
"1450",14,50,"Afternoon",2
"1451",14,51,"Afternoon",2
"1452",14,52,"Afternoon",2
"1453",14,53,"Afternoon",2
"1454",14,54,"Afternoon",2
"1455",14,55,"Afternoon",2
"1456",14,56,"Afternoon",2
"1457",14,57,"Afternoon",2
"1458",14,58,"Afternoon",2
"1459",14,59,"Afternoon",2
"1500",15,0,"Afternoon",2
"1501",15,1,"Afternoon",2
"1502",15,2,"Afternoon",2
"1503",15,3,"Afternoon",2
"1504",15,4,"Afternoon",2
"1505",15,5,"Afternoon",2
"1506",15,6,"Afternoon",2
"1507",15,7,"Afternoon",2
"1508",15,8,"Afternoon",2
"1509",15,9,"Afternoon",2
"1510",15,10,"Afternoon",2
"1511",15,11,"Afternoon",2
"1512",15,12,"Afternoon",2
"1513",15,13,"Afternoon",2
"1514",15,14,"Afternoon",2
"1515",15,15,"Afternoon",2
"1516",15,16,"Afternoon",2
"1517",15,17,"Afternoon",2
"1518",15,18,"Afternoon",2
"1519",15,19,"Afternoon",2
"1520",15,20,"Afternoon",2
"1521",15,21,"Afternoon",2
"1522",15,22,"Afternoon",2
"1523",15,23,"Afternoon",2
"1524",15,24,"Afternoon",2
"1525",15,25,"Afternoon",2
"1526",15,26,"Afternoon",2
"1527",15,27,"Afternoon",2
"1528",15,28,"Afternoon",2
"1529",15,29,"Afternoon",2
"1530",15,30,"Afternoon",2
"1531",15,31,"Afternoon",2
"1532",15,32,"Afternoon",2
"1533",15,33,"Afternoon",2
"1534",15,34,"Afternoon",2
"1535",15,35,"Afternoon",2
"1536",15,36,"Afternoon",2
"1537",15,37,"Afternoon",2
"1538",15,38,"Afternoon",2
"1539",15,39,"Afternoon",2
"1540",15,40,"Afternoon",2
"1541",15,41,"Afternoon",2
"1542",15,42,"Afternoon",2
"1543",15,43,"Afternoon",2
"1544",15,44,"Afternoon",2
"1545",15,45,"Afternoon",2
"1546",15,46,"Afternoon",2
"1547",15,47,"Afternoon",2
"1548",15,48,"Afternoon",2
"1549",15,49,"Afternoon",2
"1550",15,50,"Afternoon",2
"1551",15,51,"Afternoon",2
"1552",15,52,"Afternoon",2
"1553",15,53,"Afternoon",2
"1554",15,54,"Afternoon",2
"1555",15,55,"Afternoon",2
"1556",15,56,"Afternoon",2
"1557",15,57,"Afternoon",2
"1558",15,58,"Afternoon",2
"1559",15,59,"Afternoon",2
"1600",16,0,"Afternoon",2
"1601",16,1,"Afternoon",2
"1602",16,2,"Afternoon",2
"1603",16,3,"Afternoon",2
"1604",16,4,"Afternoon",2
"1605",16,5,"Afternoon",2
"1606",16,6,"Afternoon",2
"1607",16,7,"Afternoon",2
"1608",16,8,"Afternoon",2
"1609",16,9,"Afternoon",2
"1610",16,10,"Afternoon",2
"1611",16,11,"Afternoon",2
"1612",16,12,"Afternoon",2
"1613",16,13,"Afternoon",2
"1614",16,14,"Afternoon",2
"1615",16,15,"Afternoon",2
"1616",16,16,"Afternoon",2
"1617",16,17,"Afternoon",2
"1618",16,18,"Afternoon",2
"1619",16,19,"Afternoon",2
"1620",16,20,"Afternoon",2
"1621",16,21,"Afternoon",2
"1622",16,22,"Afternoon",2
"1623",16,23,"Afternoon",2
"1624",16,24,"Afternoon",2
"1625",16,25,"Afternoon",2
"1626",16,26,"Afternoon",2
"1627",16,27,"Afternoon",2
"1628",16,28,"Afternoon",2
"1629",16,29,"Afternoon",2
"1630",16,30,"Afternoon",2
"1631",16,31,"Afternoon",2
"1632",16,32,"Afternoon",2
"1633",16,33,"Afternoon",2
"1634",16,34,"Afternoon",2
"1635",16,35,"Afternoon",2
"1636",16,36,"Afternoon",2
"1637",16,37,"Afternoon",2
"1638",16,38,"Afternoon",2
"1639",16,39,"Afternoon",2
"1640",16,40,"Afternoon",2
"1641",16,41,"Afternoon",2
"1642",16,42,"Afternoon",2
"1643",16,43,"Afternoon",2
"1644",16,44,"Afternoon",2
"1645",16,45,"Afternoon",2
"1646",16,46,"Afternoon",2
"1647",16,47,"Afternoon",2
"1648",16,48,"Afternoon",2
"1649",16,49,"Afternoon",2
"1650",16,50,"Afternoon",2
"1651",16,51,"Afternoon",2
"1652",16,52,"Afternoon",2
"1653",16,53,"Afternoon",2
"1654",16,54,"Afternoon",2
"1655",16,55,"Afternoon",2
"1656",16,56,"Afternoon",2
"1657",16,57,"Afternoon",2
"1658",16,58,"Afternoon",2
"1659",16,59,"Afternoon",2
"1700",17,0,"Evening",3
"1701",17,1,"Evening",3
"1702",17,2,"Evening",3
"1703",17,3,"Evening",3
"1704",17,4,"Evening",3
"1705",17,5,"Evening",3
"1706",17,6,"Evening",3
"1707",17,7,"Evening",3
"1708",17,8,"Evening",3
"1709",17,9,"Evening",3
"1710",17,10,"Evening",3
"1711",17,11,"Evening",3
"1712",17,12,"Evening",3
"1713",17,13,"Evening",3
"1714",17,14,"Evening",3
"1715",17,15,"Evening",3
"1716",17,16,"Evening",3
"1717",17,17,"Evening",3
"1718",17,18,"Evening",3
"1719",17,19,"Evening",3
"1720",17,20,"Evening",3
"1721",17,21,"Evening",3
"1722",17,22,"Evening",3
"1723",17,23,"Evening",3
"1724",17,24,"Evening",3
"1725",17,25,"Evening",3
"1726",17,26,"Evening",3
"1727",17,27,"Evening",3
"1728",17,28,"Evening",3
"1729",17,29,"Evening",3
"1730",17,30,"Evening",3
"1731",17,31,"Evening",3
"1732",17,32,"Evening",3
"1733",17,33,"Evening",3
"1734",17,34,"Evening",3
"1735",17,35,"Evening",3
"1736",17,36,"Evening",3
"1737",17,37,"Evening",3
"1738",17,38,"Evening",3
"1739",17,39,"Evening",3
"1740",17,40,"Evening",3
"1741",17,41,"Evening",3
"1742",17,42,"Evening",3
"1743",17,43,"Evening",3
"1744",17,44,"Evening",3
"1745",17,45,"Evening",3
"1746",17,46,"Evening",3
"1747",17,47,"Evening",3
"1748",17,48,"Evening",3
"1749",17,49,"Evening",3
"1750",17,50,"Evening",3
"1751",17,51,"Evening",3
"1752",17,52,"Evening",3
"1753",17,53,"Evening",3
"1754",17,54,"Evening",3
"1755",17,55,"Evening",3
"1756",17,56,"Evening",3
"1757",17,57,"Evening",3
"1758",17,58,"Evening",3
"1759",17,59,"Evening",3
"1800",18,0,"Evening",3
"1801",18,1,"Evening",3
"1802",18,2,"Evening",3
"1803",18,3,"Evening",3
"1804",18,4,"Evening",3
"1805",18,5,"Evening",3
"1806",18,6,"Evening",3
"1807",18,7,"Evening",3
"1808",18,8,"Evening",3
"1809",18,9,"Evening",3
"1810",18,10,"Evening",3
"1811",18,11,"Evening",3
"1812",18,12,"Evening",3
"1813",18,13,"Evening",3
"1814",18,14,"Evening",3
"1815",18,15,"Evening",3
"1816",18,16,"Evening",3
"1817",18,17,"Evening",3
"1818",18,18,"Evening",3
"1819",18,19,"Evening",3
"1820",18,20,"Evening",3
"1821",18,21,"Evening",3
"1822",18,22,"Evening",3
"1823",18,23,"Evening",3
"1824",18,24,"Evening",3
"1825",18,25,"Evening",3
"1826",18,26,"Evening",3
"1827",18,27,"Evening",3
"1828",18,28,"Evening",3
"1829",18,29,"Evening",3
"1830",18,30,"Evening",3
"1831",18,31,"Evening",3
"1832",18,32,"Evening",3
"1833",18,33,"Evening",3
"1834",18,34,"Evening",3
"1835",18,35,"Evening",3
"1836",18,36,"Evening",3
"1837",18,37,"Evening",3
"1838",18,38,"Evening",3
"1839",18,39,"Evening",3
"1840",18,40,"Evening",3
"1841",18,41,"Evening",3
"1842",18,42,"Evening",3
"1843",18,43,"Evening",3
"1844",18,44,"Evening",3
"1845",18,45,"Evening",3
"1846",18,46,"Evening",3
"1847",18,47,"Evening",3
"1848",18,48,"Evening",3
"1849",18,49,"Evening",3
"1850",18,50,"Evening",3
"1851",18,51,"Evening",3
"1852",18,52,"Evening",3
"1853",18,53,"Evening",3
"1854",18,54,"Evening",3
"1855",18,55,"Evening",3
"1856",18,56,"Evening",3
"1857",18,57,"Evening",3
"1858",18,58,"Evening",3
"1859",18,59,"Evening",3
"1900",19,0,"Evening",3
"1901",19,1,"Evening",3
"1902",19,2,"Evening",3
"1903",19,3,"Evening",3
"1904",19,4,"Evening",3
"1905",19,5,"Evening",3
"1906",19,6,"Evening",3
"1907",19,7,"Evening",3
"1908",19,8,"Evening",3
"1909",19,9,"Evening",3
"1910",19,10,"Evening",3
"1911",19,11,"Evening",3
"1912",19,12,"Evening",3
"1913",19,13,"Evening",3
"1914",19,14,"Evening",3
"1915",19,15,"Evening",3
"1916",19,16,"Evening",3
"1917",19,17,"Evening",3
"1918",19,18,"Evening",3
"1919",19,19,"Evening",3
"1920",19,20,"Evening",3
"1921",19,21,"Evening",3
"1922",19,22,"Evening",3
"1923",19,23,"Evening",3
"1924",19,24,"Evening",3
"1925",19,25,"Evening",3
"1926",19,26,"Evening",3
"1927",19,27,"Evening",3
"1928",19,28,"Evening",3
"1929",19,29,"Evening",3
"1930",19,30,"Evening",3
"1931",19,31,"Evening",3
"1932",19,32,"Evening",3
"1933",19,33,"Evening",3
"1934",19,34,"Evening",3
"1935",19,35,"Evening",3
"1936",19,36,"Evening",3
"1937",19,37,"Evening",3
"1938",19,38,"Evening",3
"1939",19,39,"Evening",3
"1940",19,40,"Evening",3
"1941",19,41,"Evening",3
"1942",19,42,"Evening",3
"1943",19,43,"Evening",3
"1944",19,44,"Evening",3
"1945",19,45,"Evening",3
"1946",19,46,"Evening",3
"1947",19,47,"Evening",3
"1948",19,48,"Evening",3
"1949",19,49,"Evening",3
"1950",19,50,"Evening",3
"1951",19,51,"Evening",3
"1952",19,52,"Evening",3
"1953",19,53,"Evening",3
"1954",19,54,"Evening",3
"1955",19,55,"Evening",3
"1956",19,56,"Evening",3
"1957",19,57,"Evening",3
"1958",19,58,"Evening",3
"1959",19,59,"Evening",3
"2000",20,0,"Evening",3
"2001",20,1,"Evening",3
"2002",20,2,"Evening",3
"2003",20,3,"Evening",3
"2004",20,4,"Evening",3
"2005",20,5,"Evening",3
"2006",20,6,"Evening",3
"2007",20,7,"Evening",3
"2008",20,8,"Evening",3
"2009",20,9,"Evening",3
"2010",20,10,"Evening",3
"2011",20,11,"Evening",3
"2012",20,12,"Evening",3
"2013",20,13,"Evening",3
"2014",20,14,"Evening",3
"2015",20,15,"Evening",3
"2016",20,16,"Evening",3
"2017",20,17,"Evening",3
"2018",20,18,"Evening",3
"2019",20,19,"Evening",3
"2020",20,20,"Evening",3
"2021",20,21,"Evening",3
"2022",20,22,"Evening",3
"2023",20,23,"Evening",3
"2024",20,24,"Evening",3
"2025",20,25,"Evening",3
"2026",20,26,"Evening",3
"2027",20,27,"Evening",3
"2028",20,28,"Evening",3
"2029",20,29,"Evening",3
"2030",20,30,"Evening",3
"2031",20,31,"Evening",3
"2032",20,32,"Evening",3
"2033",20,33,"Evening",3
"2034",20,34,"Evening",3
"2035",20,35,"Evening",3
"2036",20,36,"Evening",3
"2037",20,37,"Evening",3
"2038",20,38,"Evening",3
"2039",20,39,"Evening",3
"2040",20,40,"Evening",3
"2041",20,41,"Evening",3
"2042",20,42,"Evening",3
"2043",20,43,"Evening",3
"2044",20,44,"Evening",3
"2045",20,45,"Evening",3
"2046",20,46,"Evening",3
"2047",20,47,"Evening",3
"2048",20,48,"Evening",3
"2049",20,49,"Evening",3
"2050",20,50,"Evening",3
"2051",20,51,"Evening",3
"2052",20,52,"Evening",3
"2053",20,53,"Evening",3
"2054",20,54,"Evening",3
"2055",20,55,"Evening",3
"2056",20,56,"Evening",3
"2057",20,57,"Evening",3
"2058",20,58,"Evening",3
"2059",20,59,"Evening",3
