DateKey,Date,Day,DayName,Week,ISOWeek,DayOfWeek,Month,MonthName,Quarter,Year,FirstOfMonth,LastOfYear,DayOfYear,Quarter name
20121221,2012-12-21 00:00:00.000,21,"Friday",51,51,6,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,356,"Quarter 4"
20121222,2012-12-22 00:00:00.000,22,"Saturday",51,51,7,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,357,"Quarter 4"
20121223,2012-12-23 00:00:00.000,23,"Sunday",52,51,1,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,358,"Quarter 4"
20121224,2012-12-24 00:00:00.000,24,"Monday",52,52,2,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,359,"Quarter 4"
20121225,2012-12-25 00:00:00.000,25,"Tuesday",52,52,3,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,360,"Quarter 4"
20121226,2012-12-26 00:00:00.000,26,"Wednesday",52,52,4,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,361,"Quarter 4"
20121227,2012-12-27 00:00:00.000,27,"Thursday",52,52,5,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,362,"Quarter 4"
20121228,2012-12-28 00:00:00.000,28,"Friday",52,52,6,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,363,"Quarter 4"
20121229,2012-12-29 00:00:00.000,29,"Saturday",52,52,7,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,364,"Quarter 4"
20121230,2012-12-30 00:00:00.000,30,"Sunday",53,52,1,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,365,"Quarter 4"
20121231,2012-12-31 00:00:00.000,31,"Monday",53,1,2,12,"December",4,2012,2012-12-01 00:00:00.000,2012-12-31 00:00:00.000,366,"Quarter 4"
20110101,2011-01-01 00:00:00.000,1,"Saturday",1,52,7,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,1,"Quarter 1"
20110102,2011-01-02 00:00:00.000,2,"Sunday",2,52,1,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,2,"Quarter 1"
20110103,2011-01-03 00:00:00.000,3,"Monday",2,1,2,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,"Quarter 1"
20110104,2011-01-04 00:00:00.000,4,"Tuesday",2,1,3,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,4,"Quarter 1"
20110105,2011-01-05 00:00:00.000,5,"Wednesday",2,1,4,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,5,"Quarter 1"
20110106,2011-01-06 00:00:00.000,6,"Thursday",2,1,5,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,6,"Quarter 1"
20110107,2011-01-07 00:00:00.000,7,"Friday",2,1,6,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,7,"Quarter 1"
20110108,2011-01-08 00:00:00.000,8,"Saturday",2,1,7,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,8,"Quarter 1"
20110109,2011-01-09 00:00:00.000,9,"Sunday",3,1,1,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,9,"Quarter 1"
20110110,2011-01-10 00:00:00.000,10,"Monday",3,2,2,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,10,"Quarter 1"
20110111,2011-01-11 00:00:00.000,11,"Tuesday",3,2,3,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,11,"Quarter 1"
20110112,2011-01-12 00:00:00.000,12,"Wednesday",3,2,4,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,12,"Quarter 1"
20110113,2011-01-13 00:00:00.000,13,"Thursday",3,2,5,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,13,"Quarter 1"
20110114,2011-01-14 00:00:00.000,14,"Friday",3,2,6,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,14,"Quarter 1"
20110115,2011-01-15 00:00:00.000,15,"Saturday",3,2,7,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,15,"Quarter 1"
20110116,2011-01-16 00:00:00.000,16,"Sunday",4,2,1,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,16,"Quarter 1"
20110117,2011-01-17 00:00:00.000,17,"Monday",4,3,2,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,17,"Quarter 1"
20110118,2011-01-18 00:00:00.000,18,"Tuesday",4,3,3,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,18,"Quarter 1"
20110119,2011-01-19 00:00:00.000,19,"Wednesday",4,3,4,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,19,"Quarter 1"
20110120,2011-01-20 00:00:00.000,20,"Thursday",4,3,5,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,20,"Quarter 1"
20110121,2011-01-21 00:00:00.000,21,"Friday",4,3,6,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,21,"Quarter 1"
20110122,2011-01-22 00:00:00.000,22,"Saturday",4,3,7,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,22,"Quarter 1"
20110123,2011-01-23 00:00:00.000,23,"Sunday",5,3,1,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,23,"Quarter 1"
20110124,2011-01-24 00:00:00.000,24,"Monday",5,4,2,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,24,"Quarter 1"
20110125,2011-01-25 00:00:00.000,25,"Tuesday",5,4,3,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,25,"Quarter 1"
20110126,2011-01-26 00:00:00.000,26,"Wednesday",5,4,4,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,26,"Quarter 1"
20110127,2011-01-27 00:00:00.000,27,"Thursday",5,4,5,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,27,"Quarter 1"
20110128,2011-01-28 00:00:00.000,28,"Friday",5,4,6,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,28,"Quarter 1"
20110129,2011-01-29 00:00:00.000,29,"Saturday",5,4,7,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,29,"Quarter 1"
20110130,2011-01-30 00:00:00.000,30,"Sunday",6,4,1,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,30,"Quarter 1"
20110131,2011-01-31 00:00:00.000,31,"Monday",6,5,2,1,"January",1,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,31,"Quarter 1"
20110201,2011-02-01 00:00:00.000,1,"Tuesday",6,5,3,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,32,"Quarter 1"
20110202,2011-02-02 00:00:00.000,2,"Wednesday",6,5,4,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,33,"Quarter 1"
20110203,2011-02-03 00:00:00.000,3,"Thursday",6,5,5,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,34,"Quarter 1"
20110204,2011-02-04 00:00:00.000,4,"Friday",6,5,6,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,35,"Quarter 1"
20110205,2011-02-05 00:00:00.000,5,"Saturday",6,5,7,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,36,"Quarter 1"
20110206,2011-02-06 00:00:00.000,6,"Sunday",7,5,1,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,37,"Quarter 1"
20110207,2011-02-07 00:00:00.000,7,"Monday",7,6,2,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,38,"Quarter 1"
20110208,2011-02-08 00:00:00.000,8,"Tuesday",7,6,3,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,39,"Quarter 1"
20110209,2011-02-09 00:00:00.000,9,"Wednesday",7,6,4,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,40,"Quarter 1"
20110210,2011-02-10 00:00:00.000,10,"Thursday",7,6,5,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,41,"Quarter 1"
20110211,2011-02-11 00:00:00.000,11,"Friday",7,6,6,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,42,"Quarter 1"
20110212,2011-02-12 00:00:00.000,12,"Saturday",7,6,7,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,43,"Quarter 1"
20110213,2011-02-13 00:00:00.000,13,"Sunday",8,6,1,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,44,"Quarter 1"
20110214,2011-02-14 00:00:00.000,14,"Monday",8,7,2,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,45,"Quarter 1"
20110215,2011-02-15 00:00:00.000,15,"Tuesday",8,7,3,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,46,"Quarter 1"
20110216,2011-02-16 00:00:00.000,16,"Wednesday",8,7,4,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,47,"Quarter 1"
20110217,2011-02-17 00:00:00.000,17,"Thursday",8,7,5,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,48,"Quarter 1"
20110218,2011-02-18 00:00:00.000,18,"Friday",8,7,6,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,49,"Quarter 1"
20110219,2011-02-19 00:00:00.000,19,"Saturday",8,7,7,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,50,"Quarter 1"
20110220,2011-02-20 00:00:00.000,20,"Sunday",9,7,1,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,51,"Quarter 1"
20110221,2011-02-21 00:00:00.000,21,"Monday",9,8,2,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,52,"Quarter 1"
20110222,2011-02-22 00:00:00.000,22,"Tuesday",9,8,3,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,53,"Quarter 1"
20110223,2011-02-23 00:00:00.000,23,"Wednesday",9,8,4,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,54,"Quarter 1"
20110224,2011-02-24 00:00:00.000,24,"Thursday",9,8,5,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,55,"Quarter 1"
20110225,2011-02-25 00:00:00.000,25,"Friday",9,8,6,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,56,"Quarter 1"
20110226,2011-02-26 00:00:00.000,26,"Saturday",9,8,7,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,57,"Quarter 1"
20110227,2011-02-27 00:00:00.000,27,"Sunday",10,8,1,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,58,"Quarter 1"
20110228,2011-02-28 00:00:00.000,28,"Monday",10,9,2,2,"February",1,2011,2011-02-01 00:00:00.000,2011-12-31 00:00:00.000,59,"Quarter 1"
20110301,2011-03-01 00:00:00.000,1,"Tuesday",10,9,3,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,60,"Quarter 1"
20110302,2011-03-02 00:00:00.000,2,"Wednesday",10,9,4,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,61,"Quarter 1"
20110303,2011-03-03 00:00:00.000,3,"Thursday",10,9,5,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,62,"Quarter 1"
20110304,2011-03-04 00:00:00.000,4,"Friday",10,9,6,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,63,"Quarter 1"
20110305,2011-03-05 00:00:00.000,5,"Saturday",10,9,7,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,64,"Quarter 1"
20110306,2011-03-06 00:00:00.000,6,"Sunday",11,9,1,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,65,"Quarter 1"
20110307,2011-03-07 00:00:00.000,7,"Monday",11,10,2,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,66,"Quarter 1"
20110308,2011-03-08 00:00:00.000,8,"Tuesday",11,10,3,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,67,"Quarter 1"
20110309,2011-03-09 00:00:00.000,9,"Wednesday",11,10,4,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,68,"Quarter 1"
20110310,2011-03-10 00:00:00.000,10,"Thursday",11,10,5,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,69,"Quarter 1"
20110311,2011-03-11 00:00:00.000,11,"Friday",11,10,6,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,70,"Quarter 1"
20110312,2011-03-12 00:00:00.000,12,"Saturday",11,10,7,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,71,"Quarter 1"
20110313,2011-03-13 00:00:00.000,13,"Sunday",12,10,1,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,72,"Quarter 1"
20110314,2011-03-14 00:00:00.000,14,"Monday",12,11,2,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,73,"Quarter 1"
20110315,2011-03-15 00:00:00.000,15,"Tuesday",12,11,3,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,74,"Quarter 1"
20110316,2011-03-16 00:00:00.000,16,"Wednesday",12,11,4,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,75,"Quarter 1"
20110317,2011-03-17 00:00:00.000,17,"Thursday",12,11,5,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,76,"Quarter 1"
20110318,2011-03-18 00:00:00.000,18,"Friday",12,11,6,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,77,"Quarter 1"
20110319,2011-03-19 00:00:00.000,19,"Saturday",12,11,7,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,78,"Quarter 1"
20110320,2011-03-20 00:00:00.000,20,"Sunday",13,11,1,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,79,"Quarter 1"
20110321,2011-03-21 00:00:00.000,21,"Monday",13,12,2,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,80,"Quarter 1"
20110322,2011-03-22 00:00:00.000,22,"Tuesday",13,12,3,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,81,"Quarter 1"
20110323,2011-03-23 00:00:00.000,23,"Wednesday",13,12,4,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,82,"Quarter 1"
20110324,2011-03-24 00:00:00.000,24,"Thursday",13,12,5,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,83,"Quarter 1"
20110325,2011-03-25 00:00:00.000,25,"Friday",13,12,6,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,84,"Quarter 1"
20110326,2011-03-26 00:00:00.000,26,"Saturday",13,12,7,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,85,"Quarter 1"
20110327,2011-03-27 00:00:00.000,27,"Sunday",14,12,1,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,86,"Quarter 1"
20110328,2011-03-28 00:00:00.000,28,"Monday",14,13,2,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,87,"Quarter 1"
20110329,2011-03-29 00:00:00.000,29,"Tuesday",14,13,3,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,88,"Quarter 1"
20110330,2011-03-30 00:00:00.000,30,"Wednesday",14,13,4,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,89,"Quarter 1"
20110331,2011-03-31 00:00:00.000,31,"Thursday",14,13,5,3,"March",1,2011,2011-03-01 00:00:00.000,2011-12-31 00:00:00.000,90,"Quarter 1"
20110401,2011-04-01 00:00:00.000,1,"Friday",14,13,6,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,91,"Quarter 2"
20110402,2011-04-02 00:00:00.000,2,"Saturday",14,13,7,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,92,"Quarter 2"
20110403,2011-04-03 00:00:00.000,3,"Sunday",15,13,1,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,93,"Quarter 2"
20110404,2011-04-04 00:00:00.000,4,"Monday",15,14,2,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,94,"Quarter 2"
20110405,2011-04-05 00:00:00.000,5,"Tuesday",15,14,3,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,95,"Quarter 2"
20110406,2011-04-06 00:00:00.000,6,"Wednesday",15,14,4,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,96,"Quarter 2"
20110407,2011-04-07 00:00:00.000,7,"Thursday",15,14,5,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,97,"Quarter 2"
20110408,2011-04-08 00:00:00.000,8,"Friday",15,14,6,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,98,"Quarter 2"
20110409,2011-04-09 00:00:00.000,9,"Saturday",15,14,7,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,99,"Quarter 2"
20110410,2011-04-10 00:00:00.000,10,"Sunday",16,14,1,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,100,"Quarter 2"
20110411,2011-04-11 00:00:00.000,11,"Monday",16,15,2,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,101,"Quarter 2"
20110412,2011-04-12 00:00:00.000,12,"Tuesday",16,15,3,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,102,"Quarter 2"
20110413,2011-04-13 00:00:00.000,13,"Wednesday",16,15,4,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,103,"Quarter 2"
20110414,2011-04-14 00:00:00.000,14,"Thursday",16,15,5,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,104,"Quarter 2"
20110415,2011-04-15 00:00:00.000,15,"Friday",16,15,6,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,105,"Quarter 2"
20110416,2011-04-16 00:00:00.000,16,"Saturday",16,15,7,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,106,"Quarter 2"
20110417,2011-04-17 00:00:00.000,17,"Sunday",17,15,1,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,107,"Quarter 2"
20110418,2011-04-18 00:00:00.000,18,"Monday",17,16,2,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,108,"Quarter 2"
20110419,2011-04-19 00:00:00.000,19,"Tuesday",17,16,3,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,109,"Quarter 2"
20110420,2011-04-20 00:00:00.000,20,"Wednesday",17,16,4,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,110,"Quarter 2"
20110421,2011-04-21 00:00:00.000,21,"Thursday",17,16,5,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,111,"Quarter 2"
20110422,2011-04-22 00:00:00.000,22,"Friday",17,16,6,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,112,"Quarter 2"
20110423,2011-04-23 00:00:00.000,23,"Saturday",17,16,7,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,113,"Quarter 2"
20110424,2011-04-24 00:00:00.000,24,"Sunday",18,16,1,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,114,"Quarter 2"
20110425,2011-04-25 00:00:00.000,25,"Monday",18,17,2,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,115,"Quarter 2"
20110426,2011-04-26 00:00:00.000,26,"Tuesday",18,17,3,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,116,"Quarter 2"
20110427,2011-04-27 00:00:00.000,27,"Wednesday",18,17,4,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,117,"Quarter 2"
20110428,2011-04-28 00:00:00.000,28,"Thursday",18,17,5,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,118,"Quarter 2"
20110429,2011-04-29 00:00:00.000,29,"Friday",18,17,6,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,119,"Quarter 2"
20110430,2011-04-30 00:00:00.000,30,"Saturday",18,17,7,4,"April",2,2011,2011-04-01 00:00:00.000,2011-12-31 00:00:00.000,120,"Quarter 2"
20110501,2011-05-01 00:00:00.000,1,"Sunday",19,17,1,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,121,"Quarter 2"
20110502,2011-05-02 00:00:00.000,2,"Monday",19,18,2,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,122,"Quarter 2"
20110503,2011-05-03 00:00:00.000,3,"Tuesday",19,18,3,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,123,"Quarter 2"
20110504,2011-05-04 00:00:00.000,4,"Wednesday",19,18,4,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,124,"Quarter 2"
20110505,2011-05-05 00:00:00.000,5,"Thursday",19,18,5,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,125,"Quarter 2"
20110506,2011-05-06 00:00:00.000,6,"Friday",19,18,6,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,126,"Quarter 2"
20110507,2011-05-07 00:00:00.000,7,"Saturday",19,18,7,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,127,"Quarter 2"
20110508,2011-05-08 00:00:00.000,8,"Sunday",20,18,1,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,128,"Quarter 2"
20110509,2011-05-09 00:00:00.000,9,"Monday",20,19,2,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,129,"Quarter 2"
20110510,2011-05-10 00:00:00.000,10,"Tuesday",20,19,3,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,130,"Quarter 2"
20110511,2011-05-11 00:00:00.000,11,"Wednesday",20,19,4,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,131,"Quarter 2"
20110512,2011-05-12 00:00:00.000,12,"Thursday",20,19,5,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,132,"Quarter 2"
20110513,2011-05-13 00:00:00.000,13,"Friday",20,19,6,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,133,"Quarter 2"
20110514,2011-05-14 00:00:00.000,14,"Saturday",20,19,7,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,134,"Quarter 2"
20110515,2011-05-15 00:00:00.000,15,"Sunday",21,19,1,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,135,"Quarter 2"
20110516,2011-05-16 00:00:00.000,16,"Monday",21,20,2,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,136,"Quarter 2"
20110517,2011-05-17 00:00:00.000,17,"Tuesday",21,20,3,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,137,"Quarter 2"
20110518,2011-05-18 00:00:00.000,18,"Wednesday",21,20,4,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,138,"Quarter 2"
20110519,2011-05-19 00:00:00.000,19,"Thursday",21,20,5,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,139,"Quarter 2"
20110520,2011-05-20 00:00:00.000,20,"Friday",21,20,6,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,140,"Quarter 2"
20110521,2011-05-21 00:00:00.000,21,"Saturday",21,20,7,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,141,"Quarter 2"
20110522,2011-05-22 00:00:00.000,22,"Sunday",22,20,1,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,142,"Quarter 2"
20110523,2011-05-23 00:00:00.000,23,"Monday",22,21,2,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,143,"Quarter 2"
20110524,2011-05-24 00:00:00.000,24,"Tuesday",22,21,3,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,144,"Quarter 2"
20110525,2011-05-25 00:00:00.000,25,"Wednesday",22,21,4,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,145,"Quarter 2"
20110526,2011-05-26 00:00:00.000,26,"Thursday",22,21,5,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,146,"Quarter 2"
20110527,2011-05-27 00:00:00.000,27,"Friday",22,21,6,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,147,"Quarter 2"
20110528,2011-05-28 00:00:00.000,28,"Saturday",22,21,7,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,148,"Quarter 2"
20110529,2011-05-29 00:00:00.000,29,"Sunday",23,21,1,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,149,"Quarter 2"
20110530,2011-05-30 00:00:00.000,30,"Monday",23,22,2,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,150,"Quarter 2"
20110531,2011-05-31 00:00:00.000,31,"Tuesday",23,22,3,5,"May",2,2011,2011-05-01 00:00:00.000,2011-12-31 00:00:00.000,151,"Quarter 2"
20110601,2011-06-01 00:00:00.000,1,"Wednesday",23,22,4,6,"June",2,2011,2011-06-01 00:00:00.000,2011-12-31 00:00:00.000,152,"Quarter 2"
20110602,2011-06-02 00:00:00.000,2,"Thursday",23,22,5,6,"June",2,2011,2011-06-01 00:00:00.000,2011-12-31 00:00:00.000,153,"Quarter 2"
20110603,2011-06-03 00:00:00.000,3,"Friday",23,22,6,6,"June",2,2011,2011-06-01 00:00:00.000,2011-12-31 00:00:00.000,154,"Quarter 2"
