_ownerid_value,_createdby_value,versionnumber,_owningbusinessunit_value,nadb_creditriskstatusid,modifiedon,_owningteam_value,nadb_indicatorname_status,_nadb_riskindicator_value,nadb_statusname,_modifiedonbehalfby_value,_createdonbehalfby_value,nadb_statuscode,statuscode,overriddencreatedon,importsequencenumber,nadb_statuspoints,timezoneruleversionnumber,statecode,nadb_statuspoints2,_modifiedby_value,_nadb_statusmethodology_value,_owninguser_value,nadb_variablerange,createdon,nadb_name2,utcconversiontimezonecode
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034800,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","27f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:14.000,"","Debt Service Reserve Fund","7f9a30ab-c154-ea11-a813-000d3a4ed0f6","8.18.4","","","Regular bank account controlled by Borrower or inexistent",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034457,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","2ff2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:12.000,"","Full compliance with contractual conditions and covenants","819a30ab-c154-ea11-a813-000d3a4ed0f6","8.19.2","","","No",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034672,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","35f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:13.000,"","Complexity of Lifecycle Obligation","839a30ab-c154-ea11-a813-000d3a4ed0f6","8.2.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034741,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","41f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:13.000,"","Nature of Performance Regime","879a30ab-c154-ea11-a813-000d3a4ed0f6","8.3.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034502,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","47f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:12.000,"","Concession/Sub-Contract Interface","899a30ab-c154-ea11-a813-000d3a4ed0f6","8.4.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034512,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","4df2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:12.000,"","Robustness of FM Sub-Contract Package Terms","8b9a30ab-c154-ea11-a813-000d3a4ed0f6","8.5.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034917,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","53f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:15.000,"","Robustness of Lifecycle Contract Arrangements","8d9a30ab-c154-ea11-a813-000d3a4ed0f6","8.6.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12034826,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","59f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:14.000,"","Adequacy of Lifecycle Plan","8f9a30ab-c154-ea11-a813-000d3a4ed0f6","8.7.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:11.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035149,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","5ff2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Performance and Quality of Sub-Contractor","919a30ab-c154-ea11-a813-000d3a4ed0f6","8.8.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035033,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","65f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:16.000,"","Minimum Annual Debt Service Coverage Ratio (DSCR)","939a30ab-c154-ea11-a813-000d3a4ed0f6","8.9.3","","","High",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035138,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","6bf2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Borrower's Rol in Group","a99a30ab-c154-ea11-a813-000d3a4ed0f6","9.1.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035057,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","71f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:16.000,"","Competitive Position","ab9a30ab-c154-ea11-a813-000d3a4ed0f6","9.10.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035076,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","77f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:16.000,"","Business Model","ad9a30ab-c154-ea11-a813-000d3a4ed0f6","9.11.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035083,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","7df2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:16.000,"","Organizational Structure","af9a30ab-c154-ea11-a813-000d3a4ed0f6","9.12.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:12.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035098,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","b7f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:16.000,"","Guaranty Type","bd9a30ab-c154-ea11-a813-000d3a4ed0f6","9.19.3","","","Unsecured",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035106,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","bdf2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Implications of Default","bf9a30ab-c154-ea11-a813-000d3a4ed0f6","9.2.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035104,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","c3f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Debt Service Reserve Fund","c19a30ab-c154-ea11-a813-000d3a4ed0f6","9.20.3","","","Regular bank account controlled by Borrower or inexistent",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035110,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","c9f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Additional Reserves in Place","c39a30ab-c154-ea11-a813-000d3a4ed0f6","9.21.3","","","Regular bank account controlled by Borrower or inexistent",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035105,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","cff2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Residual Value (Gap of Present Value of Expected Cashflow to Outstanding Balance of Loan)","c59a30ab-c154-ea11-a813-000d3a4ed0f6","9.22.3","","","< 1.0x",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035118,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","d3f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Full compliance with contractual conditions and covenants","c79a30ab-c154-ea11-a813-000d3a4ed0f6","9.23.2","","","No",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:14.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035114,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","dff2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","Level of Integration","cb9a30ab-c154-ea11-a813-000d3a4ed0f6","9.3.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035115,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","e5f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:17.000,"","History of Support","cd9a30ab-c154-ea11-a813-000d3a4ed0f6","9.4.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035174,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ebf2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:18.000,"","Performance and Prospects","cf9a30ab-c154-ea11-a813-000d3a4ed0f6","9.5.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035169,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","f1f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:18.000,"","Quality of Management","d19a30ab-c154-ea11-a813-000d3a4ed0f6","9.6.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035170,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","f7f2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:18.000,"","Corporate Governance","d39a30ab-c154-ea11-a813-000d3a4ed0f6","9.7.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035167,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","fdf2917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:18.000,"","Strategic Objectives","d59a30ab-c154-ea11-a813-000d3a4ed0f6","9.8.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12035172,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","03f3917f-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:18.000,"","Execution","d79a30ab-c154-ea11-a813-000d3a4ed0f6","9.9.3","","","Weak",1,,107,,,0,0,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:15.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032054,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ba7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:57.000,"","Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses","e19930ab-c154-ea11-a813-000d3a4ed0f6","1.1.1","","","Between 0.85x and 1.15x",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:51.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032059,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","bc7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:57.000,"","Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses","e19930ab-c154-ea11-a813-000d3a4ed0f6","1.1.2","","","More than 1.15x",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032385,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","be7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","There is a 100% funded Debt Service Reserve Fund in place","e39930ab-c154-ea11-a813-000d3a4ed0f6","1.10.1","","","Cash reserve",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032372,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","c07f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","There is a 100% funded Debt Service Reserve Fund in place","e39930ab-c154-ea11-a813-000d3a4ed0f6","1.10.2","","","Letter of Credit or Parent Guaranty supported on a rating of at least BBB",1,,107,,,0,8,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032386,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","c47f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","There is a 100% funded Debt Service Reserve Fund in place","e39930ab-c154-ea11-a813-000d3a4ed0f6","1.10.4","","","Without Guaranty or Unfunded",1,,107,,,0,-5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032390,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","c67f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Sector Outlook","e59930ab-c154-ea11-a813-000d3a4ed0f6","1.11.1","","","Level 1: Positive",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032402,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ca7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Sector Outlook","e59930ab-c154-ea11-a813-000d3a4ed0f6","1.11.3","","","Level 3: Negative",1,,107,,,0,-5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032403,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","cc7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Project Outlook","e79930ab-c154-ea11-a813-000d3a4ed0f6","1.12.1","","","Level 1: Positive",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032607,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","d07f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:00.000,"","Project Outlook","e79930ab-c154-ea11-a813-000d3a4ed0f6","1.12.3","","","Level 3: Negative",1,,107,,,0,-5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032423,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","d27f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Number of times that the ratio of 6-month rolling actual production to (seasonalized) 6-month rolling P99 probability of exceedance production has fallen below 1.0x in the past 12 months","e99930ab-c154-ea11-a813-000d3a4ed0f6","1.2.1","","","2 or more consecutive times in the last 12 months",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032394,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","d67f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Historical Debt Service Coverage Ratio","eb9930ab-c154-ea11-a813-000d3a4ed0f6","1.3.1","","","At 1.2x or higher",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032434,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","da7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Historical Debt Service Coverage Ratio","eb9930ab-c154-ea11-a813-000d3a4ed0f6","1.3.3","","","Lower that 1.0x",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032426,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","dc7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Historical payment experience with NADB within the last 24 months","ed9930ab-c154-ea11-a813-000d3a4ed0f6","1.4.1","","","History shows no more than 30 days past due",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:52.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032442,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","de7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Historical payment experience with NADB within the last 24 months","ed9930ab-c154-ea11-a813-000d3a4ed0f6","1.4.2","","","History shows past due amounts between 30 and 90 days",1,,107,,,0,-25,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032472,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","e07f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Historical payment experience with NADB within the last 24 months","ed9930ab-c154-ea11-a813-000d3a4ed0f6","1.4.3","","","History shows more than 90 days past due",1,,107,,,0,-50,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032528,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","e27f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:00.000,"","Level of support at the sponsor's corporate level","ef9930ab-c154-ea11-a813-000d3a4ed0f6","1.5.1","","","Level 1: Evident, based on historical precedents",1,,107,,,0,15,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032470,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","e47f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Level of support at the sponsor's corporate level","ef9930ab-c154-ea11-a813-000d3a4ed0f6","1.5.2","","","Level 2: Apparent, based on commitments",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032475,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","e87f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:06:59.000,"","Full compliance with contractual conditions and covenants","f19930ab-c154-ea11-a813-000d3a4ed0f6","1.6.1","","","Yes",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032577,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ea7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:00.000,"","Full compliance with contractual conditions and covenants","f19930ab-c154-ea11-a813-000d3a4ed0f6","1.6.2","","","No",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032593,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ec7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:00.000,"","Experience of O&M Contractor","f39930ab-c154-ea11-a813-000d3a4ed0f6","1.7.1","","","External ISP/OEM Operator with 5+ YoE & 1,500 MW wind or 500 MW solar",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032582,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","ee7f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:00.000,"","Experience of O&M Contractor","f39930ab-c154-ea11-a813-000d3a4ed0f6","1.7.2","","","Self performing with 3+ YoE & 1,500 MW wind or 500 MW solar",1,,107,,,0,8,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12032724,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","f07f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:01.000,"","Experience of O&M Contractor","f39930ab-c154-ea11-a813-000d3a4ed0f6","1.7.3","","","External ISP/OEM or Self Performing Operator with 3+ YoE & 500-1,500 MW wind or 100-500 MW solar",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033070,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","f47f9979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:03.000,"","Term of O&M Agreement","f59930ab-c154-ea11-a813-000d3a4ed0f6","1.8.1","","","O&M Agreement with a term of 10Y+",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:53.000,"",
