last_update,device_id,device_name,host_id,virtual_host_hostname,hardware_type,virtual_subtype,os_name,os_version_no,volume_capacity_in_mb,free_space_in_mb,used_space_in_mb
2021-04-02 23:40:56.993,"6144","Sam - MA (2)","","","virtual","VMWare","CentOS","7",91772,90379,1393
2021-04-02 23:40:57.946,"6176","D42BrokerBox","","","virtual","VMWare","CentOS","7",180099,148913,31186
2021-04-02 23:40:58.186,"6212","DF-Node2","","","virtual","VMWare","CentOS","7",15629,14586,1043
2021-04-02 23:40:58.416,"6232","debian.device42.pvt","","","virtual","VMWare","Debian GNU/Linux","8",14503,13551,952
2021-04-02 23:40:59.380,"6353","ubuntu1404","","","virtual","VMWare","Ubuntu","14.04",48271.62,46875.18,1396
2021-04-02 23:40:59.620,"6354","demo-db-1","","","virtual","VMWare","CentOS","7 (Core)",18572.6,15229.42,3343
2021-04-02 23:40:59.856,"6355","demo-tomcat-1","","","virtual","VMWare","CentOS","7 (Core)",18572.64,16984.52,1588
2021-04-02 23:41:00.100,"6356","demo-tomcat-2","","","virtual","VMWare","CentOS","7 (Core)",18572.61,16987.61,1585
2021-04-02 23:41:00.340,"6357","demo-web-1","","","virtual","VMWare","CentOS","7 (Core)",18570.15,17251.71,1318
2021-04-02 23:41:00.590,"6358","demo-web-2","","","virtual","VMWare","CentOS","7 (Core)",18570.15,17251.59,1319
2021-04-02 23:41:00.823,"6365","localhost","","","virtual","VMWare","CentOS","7 (Core)",85795.22,81130.57,4665
2021-04-02 23:41:01.283,"6376","sol11-2-228.device42.pvt","","","virtual","VMWare","SunOS","5.11",245801,234048,11753
2021-04-02 23:41:03.456,"6466","VMWARE-56 4D F2 9E 6D 87 E6 9F-91 1B 44 73 2F BD BA 9D","","","virtual","VMWare","Oracle Linux Server","7.2",15548,14406,1142
2021-11-12 13:36:12.050,"6559","w08-mssql-2-216","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",43975,21070,19886
2021-02-19 05:06:47.776,"6567","photon-machine","","","virtual","VMWare","VMware Photon OS","2",31318,30438,880
2021-02-19 05:06:47.920,"7337","NTNX-3fe24e3a-A.greg","","","virtual","VMWare","Nutanix CE","7",14525,10000,4525
2021-04-02 23:41:07.303,"7562","Roman-RC-001","","","virtual","VMWare","CentOS","7",33957,31808,2149
2021-04-02 23:41:07.540,"7563","websphere-test-ubuntu-14.04","","","virtual","VMWare","Ubuntu","14.04",28383,16380,12003
2021-10-06 18:57:49.816,"8146","anatolii-psql-001","","","virtual","VMWare","Ubuntu","16.04",9362,476,0
2021-04-02 23:41:09.923,"8319","D42-Docs","","","virtual","VMWare","Ubuntu","16.04",15734,3107,12627
2021-04-02 23:41:11.086,"9107","W2K8R2-DC-002.device42.pvt","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Enterprise","Service Pack 1",511643,240004,271639
2021-04-02 23:41:12.280,"9115","jira-6-dev","","","virtual","VMWare","Ubuntu","16.04",26383,5363,20557
2021-04-02 23:41:20.530,"9565","oracle12c","","","virtual","VMWare","SLES","12.1",39309,3558,35751
2021-04-02 23:41:57.093,"10260","w2k8-min-250101","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",10237,2427,7810
2021-04-02 23:42:01.560,"10383","win7-90233.WORKGROUP","","","virtual","VMWare","Windows 7","Service Pack 1",35799,13297,19467
2021-02-19 05:07:06.613,"10385","qa-ubujen-90-4-21","","","virtual","VMWare","Ubuntu","16.04",41174,38690,2484
2021-04-02 23:42:02.076,"10386","qa-ubujen-90-4-19","","","virtual","VMWare","Ubuntu","16.04",53269,48051,5218
2021-02-24 12:52:13.046,"10387","VMWARE-56 4D 5A 4B FF 5C 1A 97-2C B3 95 16 72 23 66 7E","","","virtual","VMWare","CentOS","7.6.1810",30714,18434,12280
2021-04-02 23:42:02.336,"10388","qa-ubujen-90-4-20","","","virtual","VMWare","Ubuntu","16.04",41174,38935,2239
2021-02-24 12:52:21.050,"10389","qa-ubujen-90-4-18","","","virtual","VMWare","Ubuntu","16.04",53269,23510,29759
2021-02-24 12:52:21.246,"10392","docker-90214.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",38982,31012,7970
2021-04-02 23:42:03.083,"10393","VMWARE-56 4D 43 9D A3 8F 8A 46-0B 3F A8 58 D5 FE 6F 0B","","","virtual","VMWare","Ubuntu","18.04",38006,35254,2752
2021-04-02 23:42:03.323,"10394","chef-90-2-5","","","virtual","VMWare","Ubuntu","18.04",40950,31443,9507
2021-04-02 23:42:03.566,"10395","terraform-9027","","","virtual","VMWare","Ubuntu","18.04",1119843,132419,987424
2021-04-02 23:42:03.810,"10396","VMWARE-56 4D 7D FC 82 2F 63 22-7F 0E 83 FE F0 3F DD AE","","","virtual","VMWare","Ubuntu","18.04",38006,30410,7596
2021-04-02 23:42:04.053,"10397","ubu-90-10-13.d42-laps.local","","","virtual","VMWare","Ubuntu","18.04",37502,30854,6648
2021-08-25 18:59:01.130,"10398","VMWARE-56 4D 86 CF 2E 24 C1 58-8A 2B 28 3A FF 80 FE F4","","","virtual","VMWare","Ubuntu","18.04",38006,31340,6666
2021-11-12 13:26:12.060,"10399","peter-ubu1604-90615.device42.pvt","","","virtual","VMWare","Ubuntu","16.04",37426,34520,2906
2021-04-02 23:42:04.776,"10400","QAreport-9072.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",133149,123251,9898
2021-04-02 23:42:05.016,"10401","VMWARE-56 4D 78 5E 40 07 11 29-8E 89 61 88 84 04 27 7B","","","virtual","VMWare","Ubuntu","18.04",38006,30322,7684
2021-11-12 13:26:20.070,"10402","s7-firefox-90610.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,24291,12959
2021-11-12 13:26:12.063,"10403","peter-ubu1804-90614.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",115078,81910,33168
2021-11-12 13:26:20.060,"10404","s8-firefox-9065.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,23628,13622
2021-11-12 13:26:12.060,"10406","s5-apache-9064.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,8941,28309
2021-11-12 13:26:20.413,"10409","s3-tomcat-9066.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,20884,16366
2021-11-12 13:26:20.056,"10410","s4-tomcat-9067.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,20429,16821
2021-11-12 13:26:20.070,"10411","s9-firefox-9069.device42.pvt","","","virtual","VMWare","Ubuntu","18.04",37250,19079,18171
2021-04-02 23:42:09.213,"10418","win7_90235.WORKGROUP","","","virtual","VMWare","Windows 7","Service Pack 1",13271,1068,9168
2021-04-02 23:42:13.130,"10434","win7_90237.WORKGROUP","","","virtual","VMWare","Windows 7","Service Pack 1",13271,1069,9167
2021-04-02 23:42:19.183,"10458","win7_90236.WORKGROUP","","","virtual","VMWare","Windows 7","Service Pack 1",13271,1071,9165
2021-04-02 23:42:20.646,"10464","win7_90234.WORKGROUP","","","virtual","VMWare","Windows 7","Service Pack 1",13271,1071,9165
2021-04-02 23:42:20.893,"10465","WIN-D78TDT0RBPF","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Enterprise","Service Pack 1",22429,8980,11496
2021-11-12 13:30:12.043,"12134","oracle-901110","","","virtual","VMWare","CentOS","7.6.1810",63318,47367,15951
2021-11-12 13:30:12.030,"13807","oracle-90119","","","virtual","VMWare","CentOS","7.6.1810",63822,40846,22976
2021-11-12 13:30:12.036,"13808","oracle-90118","","","virtual","VMWare","CentOS","7.6.1810",63318,58617,4701
2021-11-12 13:30:12.063,"13809","jenkins-90-11-11.device42.com","","","virtual","VMWare","Ubuntu","18.04",85568,77572,7996
2021-02-19 05:07:38.870,"13842","SA-MySQL1","","","virtual","VMWare","CentOS","8.0.1905",39501,36705,2796
2021-02-19 05:07:38.940,"13844","SA-Apache1","","","virtual","VMWare","CentOS","8.0.1905",39097,36787,2310
2021-02-19 05:07:38.976,"13845","SA-Tomcat1","","","virtual","VMWare","CentOS","8.0.1905",38996,36499,2497
2021-02-19 05:07:52.743,"14482","ubu-integration-002-2-234.device42.pvt","","","virtual","VMWare","Ubuntu","16.04",28587,25453,3134
2021-02-19 05:07:56.473,"14603","ubutest","","","virtual","VMWare","Ubuntu","18.04",52692,46276,6416
2021-09-16 01:05:06.930,"16899","obsd-6.device42-cloudsouth.com","","","virtual","VMWare","OpenBSD","6.7",11394,9462,1932
2021-11-12 05:13:14.780,"912","Hadoop","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",86922.49,19528.48,67394
2021-11-12 05:13:22.403,"937","app-test","906","esxi-003.device42.pvt","virtual","VMWare","Debian GNU/Linux","8",15692.31,7645.76,8047
2021-11-12 05:13:22.956,"965","xen","906","esxi-003.device42.pvt","virtual","VMWare","Debian GNU/Linux","8",18509.63,17323.06,1187
2021-11-12 05:13:20.146,"1079","oracle12c.device42.pvt","906","esxi-003.device42.pvt","virtual","VMWare","SLES","12.1",43666.14,7479.84,36186
2021-11-11 18:25:12.793,"5553","debian-711-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Debian GNU/Linux","7",7303,6253,1050
2021-11-12 13:24:20.063,"5555","debian-85-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Debian GNU/Linux","8",7159,6276,883
2021-11-11 18:25:12.413,"5560","ansible-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","16.04",8814,2417,5931
2021-11-11 18:25:12.520,"5561","atlassian-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","16.04",20908.08,13566.36,7342
2021-11-11 18:25:12.736,"5562","jira-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","16.04",15009.58,9018.8,5991
2021-11-12 05:13:21.510,"5563","BIG-IP F5 12.1.1.2.0.204","906","esxi-003.device42.pvt","virtual","VMWare","CentOS","6.7",34800,33814,986
2021-11-11 18:25:12.680,"5564","zabbix-01","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","16.04",9999.06,3662.92,6336
2021-11-11 18:25:12.896,"5566","centos-7-001","5610","xenserver-001","virtual","Citrix/Xen","CentOS","7.2.1511",13175.16,11657.41,1518
2021-11-11 18:25:13.666,"5567","rundeck-001","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","14.04",7391,4975,2416
2021-11-11 18:25:12.626,"5568","oracle-7-001","5610","xenserver-001","virtual","Citrix/Xen","Oracle Linux Server","7.2",12966.57,10543.85,2423
2021-11-11 18:25:13.723,"5571","chef-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","14.04",18063,11719,6344
2021-11-12 13:24:20.066,"5573","openvz-001.device42.pvt","8155","esxi-005.device42.pvt","virtual","VMWare","Virtuozzo","7",166979.76,155984.85,10995
2021-11-12 12:41:14.003,"5574","vztest-centos7","5573","openvz-001.device42.pvt","virtual","Internal VM","CentOS","7",11396,9719,1677
2021-11-12 12:37:13.073,"5577","test-container","13660","oracle-lxc","virtual","LXC Container","CentOS","7",51175,43052,8123
2021-11-11 18:25:12.306,"5588","centos-68-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","CentOS","6.8",6743,5755,988
2021-11-11 18:25:13.380,"5589","ubuntu-1204-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","12.04",7220,5974,1246
2021-11-12 13:24:20.043,"5590","freebsd-93-001","5610","xenserver-001","virtual","VMWare","FreeBSD","9.3-RELEASE",8659,-49,8708
2021-11-11 18:25:13.180,"5596","docker-001","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","14.04",293605.91,200952,92654
2021-11-11 18:25:12.363,"5616","redhat-72-001","5610","xenserver-001","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.2",10063,8951,1112
2021-11-11 18:25:12.466,"5618","hadoop-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","14.04",8365,5904,2461
2021-11-11 18:25:13.490,"5627","racktables-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","CentOS","7.2.1511",10063,7958,2105
2021-11-12 05:13:14.330,"5775","ws2016-oracle-001","8155","esxi-005.device42.pvt","virtual","VMWare","Microsoft Windows Server 2016 Standard","",409596,375796,33800
2021-04-02 23:40:53.870,"5778","Prod AD and WDS Server","8158","esxi-prod3.device42.pvt","virtual","VMWare","Microsoft Windows Server 2016 Standard","",2097148,2026234,70914
2021-04-02 23:40:54.106,"5781","Win2008r2 Fibre HBA Passthrough","9449","esxi-002","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",204796,194548,10248
2021-11-11 18:25:12.616,"5977","B2796E93-2A8D-AC8C-3C16-DDD8BC083CE3","5606","xen-003","virtual","Citrix/Xen","CentOS","7",98170,93837,4333
2021-11-11 18:25:12.510,"5985","BB6E3FD6-1165-C93C-3C78-A5DC8E3CB0D1","5606","xen-003","virtual","Citrix/Xen","CentOS","7",91832,89272,2560
2021-11-12 05:13:21.716,"6170","jira-demo-01","13377","esxi-017.device42.pvt","virtual","VMWare","Ubuntu","16.04",53582.48,30525.27,23057
2021-04-28 18:44:09.393,"6171","stackstorm-demo-01","6143","esxi-prod2.device42.pvt","virtual","VMWare","CentOS","7.4.1708",62460.93,57841.94,4619
2021-11-12 13:25:12.053,"6377","ansible-002.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","16.04",7380,4517,2863
2021-11-12 05:13:14.826,"6427","iis6-w2k3-3-76","1027","esxi-004.device42.pvt","virtual","VMWare","Microsoft(R) Windows(R) Server 2003, Enterprise Edition R2","Service Pack 1",10802,6614,3614
2021-11-12 13:26:12.046,"6459","freebsd-103-001.device42.pvt","5610","xenserver-001","virtual","VMWare","FreeBSD","10.3-RELEASE",6922,14,6908
2021-11-11 18:25:12.846,"7340","stackstorm-001.device42.pvt","5610","xenserver-001","virtual","Citrix/Xen","Ubuntu","14.04",6885,1126,5759
2021-11-12 05:13:23.116,"7556","logstash-2","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","14.04",29538,26250,3288
2021-11-12 05:13:16.783,"7557","logstash","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",46760,26458,19841
2021-11-12 05:13:22.246,"7558","puppet","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",16148,10063,6085
2021-11-12 05:13:21.000,"7559","splunk","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",71731,24578,47153
2021-11-12 05:13:23.956,"7561","SAP-Hana","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",18064,9462,8136
2021-11-12 05:13:15.520,"7564","jira-7-dev.device42.pvt","1027","esxi-004.device42.pvt","virtual","VMWare","Ubuntu","16.04",10391,4213,6178
2021-11-12 12:41:14.913,"9255","vztest-ubuntu16","5573","openvz-001.device42.pvt","virtual","Internal VM","Ubuntu","16.04",11396,10809,587
2021-11-11 18:25:12.456,"9265","django-saml-test-001","5606","xen-003","virtual","Citrix/Xen","Ubuntu","14.04",27957,25968,1989
2021-11-12 05:13:15.480,"9287","D42-EXCH01.d42-root.local","13335","esxi-014.device42.pvt","virtual","VMWare","Microsoft Windows Server 2016 Standard","",56307,10126,40571
2021-04-02 23:41:17.116,"9475","zone1","5145","solaris-001","virtual","Internal VM","SunOS","11.3",905502,904797,705
2021-04-02 23:41:17.350,"9476","zone2","5145","solaris-001","virtual","Internal VM","SunOS","11.3",1006057,1005330,727
2021-11-12 05:13:23.630,"9558","elasticsearch-2","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu","16.04",27160,23589,3571
2021-11-12 08:10:14.940,"10043","sol11-90640","13801","esxi-90-0-6","virtual","VMWare","SunOS","5.11",103605,97790,5815
2021-11-12 05:13:14.246,"10084","SCCM.d42test.pvt","1027","esxi-004.device42.pvt","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",81916,19903,62013
2021-04-02 23:41:44.493,"10104","w2k8-min-250100","10100","win-1k-1.device42.pvt","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",10237,2425,7812
2021-05-14 19:57:51.646,"10262","dlasecki-win10-test","10042","dlasecki-MacBook-Pro","virtual","Internal VM","Microsoft Windows 10 Pro","",66280,38560,27711
2021-11-12 05:13:18.733,"10269","Solaris-RBAC","13377","esxi-017.device42.pvt","virtual","VMWare","SunOS","Generic_147148-26",15976,6502,7325
2021-04-02 23:41:58.323,"10270","testzone","10269","Solaris-RBAC","virtual","Internal VM","SunOS","Generic_147148-26",18930,9579,9351
2021-04-02 23:41:58.580,"10271","testzoneN","10269","Solaris-RBAC","virtual","Internal VM","SunOS","Generic_147148-26",18930,9579,9351
2021-11-12 05:13:17.966,"10376","win2k12-laps-dc-104-1.d42-laps.local","13313","esxi-020.device42.pvt","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",46103,28661,12295
2021-11-12 05:13:13.770,"10381","autodisc-tomcat","1027","esxi-004.device42.pvt","virtual","VMWare","CentOS","7.2.1511",15596,12901,2695
2021-11-12 05:13:13.343,"10382","autodisc-httpd","1027","esxi-004.device42.pvt","virtual","VMWare","CentOS","7.8.2003",15593,12912,2681
2021-11-12 08:10:12.763,"10384","peter-centos7-90616.device42.pvt","13801","esxi-90-0-6","virtual","VMWare","CentOS","7.6.1810",30114,28455,1659
2021-11-12 08:10:13.703,"10390","localhost.localdomain","13801","esxi-90-0-6","virtual","VMWare","CentOS","7.6.1810",15000,13641,1359
2021-11-12 08:10:12.896,"10391","qa-centos-90618.device42.pvt","13801","esxi-90-0-6","virtual","VMWare","CentOS","7.6.1810",15000,13348,1652
2021-11-12 13:26:16.006,"10405","s1-mysql-9062.device42.pvt","13801","esxi-90-0-6","virtual","VMWare","Ubuntu","18.04",40003,33112,6891
2021-11-12 13:26:12.076,"10407","s2-tomcat-9063.device42.pvt","13801","esxi-90-0-6","virtual","VMWare","Ubuntu","18.04",37250,24081,13169
2021-11-12 13:26:20.056,"10408","s6-apache-9068.device42.pvt","13801","esxi-90-0-6","virtual","VMWare","Ubuntu","18.04",37250,18209,19041
2021-11-12 08:10:12.870,"10414","WINDOWS-S5H7MOG","10491","esxi-90-0-3","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,24574,16382
2021-11-12 08:10:12.773,"10417","win-90317","10491","esxi-90-0-3","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",20476,7223,13253
2021-11-12 08:10:12.373,"10421","WINDOWS-DDRLG6H","10491","esxi-90-0-3","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",20476,10659,9817
2021-11-12 08:10:12.380,"10443","WINDOWS-L4OHEEV","13801","esxi-90-0-6","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,28586,12370
2021-11-12 08:10:12.483,"10444","win-90313","10491","esxi-90-0-3","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",20476,10692,9784
2021-11-12 08:10:13.093,"10451","WINDOWS-0HTVJ53","13801","esxi-90-0-6","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,28458,12498
2021-11-12 08:10:16.093,"10459","s10-win-90611","13801","esxi-90-0-6","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,4824,36132
2021-11-12 08:10:15.996,"10461","WINDOWS-HBQPU94","13801","esxi-90-0-6","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,22007,18949
2021-11-12 05:13:18.776,"13321","win-104-73.d42-laps.local","13313","esxi-020.device42.pvt","virtual","VMWare","Microsoft Windows Server 2012 (64-bit)","",64463,42698,18730
2021-11-12 05:13:13.846,"13342","ubu-f5web1-3-26.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",8930,6222,2708
2021-11-12 05:13:14.000,"13343","ubu-f5web2-3-25.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",10656,1885,7045
2021-11-12 05:13:14.136,"13344","ubu-f5mw1-13-3.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",8930,7512,1418
2021-11-12 05:13:14.280,"13345","ubu-f5mw2-13-4.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",8930,7511,1419
2021-11-12 05:13:14.426,"13346","ubu-f5db-14-3.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",8930,7255,1675
2021-11-12 05:13:14.736,"13348","ubu-f5db-14-4.device42.pvt","13335","esxi-014.device42.pvt","virtual","VMWare","Ubuntu","16.04",8930,7255,1675
2021-11-12 05:13:23.233,"13648","w12-wjump-3-90","13313","esxi-020.device42.pvt","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,18321,22635
2021-11-12 05:13:14.206,"13869","SA-RHEL8-1.device42.pvt","906","esxi-003.device42.pvt","virtual","VMWare","Red Hat Enterprise Linux","8.0",15115,13189,1926
2021-11-12 05:13:14.376,"13871","SA-RHEL5-1.device42.pvt","906","esxi-003.device42.pvt","virtual","VMWare","RedHatEnterpriseServer","5",7560,5483,2077
2021-04-16 20:25:39.766,"14752","dlasecki-lm19","10042","dlasecki-MacBook-Pro","virtual","Internal VM","Linux Mint","20.1",62875,29605,33270
2021-11-12 05:13:17.183,"16051","kvmct01wh4219","906","esxi-003.device42.pvt","virtual","VMWare","CentOS","7.8.2003",43393,19596,19238
2021-11-12 05:13:16.986,"16632","sa-ubu2004","906","esxi-003.device42.pvt","virtual","VMWare","Ubuntu Linux (64-bit)","20.04",22188,11519,10303
