Date,DayOfMonth,MonthNumberOfYear,Year,QuarterOfYear,DayOfWeekNumber,MonthName,DayName,IsThisWeek,IsToday,IsThisYear,IsThisMonth,IsThisQuarter,IsLast30Days,Week Ending
2015-06-20 00:00:00.000,20,6,2015,"2",7,"June","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-21 00:00:00.000,21,6,2015,"2",1,"June","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-22 00:00:00.000,22,6,2015,"2",2,"June","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-23 00:00:00.000,23,6,2015,"2",3,"June","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-24 00:00:00.000,24,6,2015,"2",4,"June","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-25 00:00:00.000,25,6,2015,"2",5,"June","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-26 00:00:00.000,26,6,2015,"2",6,"June","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-27 00:00:00.000,27,6,2015,"2",7,"June","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-27 00:00:00.000
2015-06-28 00:00:00.000,28,6,2015,"2",1,"June","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-04 00:00:00.000
2015-06-29 00:00:00.000,29,6,2015,"2",2,"June","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-04 00:00:00.000
2015-06-30 00:00:00.000,30,6,2015,"2",3,"June","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-04 00:00:00.000
2015-10-01 00:00:00.000,1,10,2015,"4",5,"October","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-10-02 00:00:00.000,2,10,2015,"4",6,"October","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-10-03 00:00:00.000,3,10,2015,"4",7,"October","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-10-04 00:00:00.000,4,10,2015,"4",1,"October","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-05 00:00:00.000,5,10,2015,"4",2,"October","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-06 00:00:00.000,6,10,2015,"4",3,"October","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-07 00:00:00.000,7,10,2015,"4",4,"October","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-08 00:00:00.000,8,10,2015,"4",5,"October","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-09 00:00:00.000,9,10,2015,"4",6,"October","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-10 00:00:00.000,10,10,2015,"4",7,"October","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-10 00:00:00.000
2015-10-11 00:00:00.000,11,10,2015,"4",1,"October","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-12 00:00:00.000,12,10,2015,"4",2,"October","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-13 00:00:00.000,13,10,2015,"4",3,"October","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-14 00:00:00.000,14,10,2015,"4",4,"October","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-15 00:00:00.000,15,10,2015,"4",5,"October","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-16 00:00:00.000,16,10,2015,"4",6,"October","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-17 00:00:00.000,17,10,2015,"4",7,"October","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-17 00:00:00.000
2015-10-18 00:00:00.000,18,10,2015,"4",1,"October","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-19 00:00:00.000,19,10,2015,"4",2,"October","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-20 00:00:00.000,20,10,2015,"4",3,"October","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-21 00:00:00.000,21,10,2015,"4",4,"October","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-22 00:00:00.000,22,10,2015,"4",5,"October","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-23 00:00:00.000,23,10,2015,"4",6,"October","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-24 00:00:00.000,24,10,2015,"4",7,"October","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-24 00:00:00.000
2015-10-25 00:00:00.000,25,10,2015,"4",1,"October","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-26 00:00:00.000,26,10,2015,"4",2,"October","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-27 00:00:00.000,27,10,2015,"4",3,"October","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-28 00:00:00.000,28,10,2015,"4",4,"October","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-29 00:00:00.000,29,10,2015,"4",5,"October","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-30 00:00:00.000,30,10,2015,"4",6,"October","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-10-31 00:00:00.000,31,10,2015,"4",7,"October","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-31 00:00:00.000
2015-11-01 00:00:00.000,1,11,2015,"4",1,"November","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-02 00:00:00.000,2,11,2015,"4",2,"November","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-03 00:00:00.000,3,11,2015,"4",3,"November","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-04 00:00:00.000,4,11,2015,"4",4,"November","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-05 00:00:00.000,5,11,2015,"4",5,"November","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-06 00:00:00.000,6,11,2015,"4",6,"November","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-07 00:00:00.000,7,11,2015,"4",7,"November","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-07 00:00:00.000
2015-11-08 00:00:00.000,8,11,2015,"4",1,"November","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-09 00:00:00.000,9,11,2015,"4",2,"November","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-10 00:00:00.000,10,11,2015,"4",3,"November","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-11 00:00:00.000,11,11,2015,"4",4,"November","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-12 00:00:00.000,12,11,2015,"4",5,"November","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-13 00:00:00.000,13,11,2015,"4",6,"November","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-14 00:00:00.000,14,11,2015,"4",7,"November","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-14 00:00:00.000
2015-11-15 00:00:00.000,15,11,2015,"4",1,"November","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-16 00:00:00.000,16,11,2015,"4",2,"November","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-17 00:00:00.000,17,11,2015,"4",3,"November","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-18 00:00:00.000,18,11,2015,"4",4,"November","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-19 00:00:00.000,19,11,2015,"4",5,"November","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-20 00:00:00.000,20,11,2015,"4",6,"November","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-21 00:00:00.000,21,11,2015,"4",7,"November","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-21 00:00:00.000
2015-11-22 00:00:00.000,22,11,2015,"4",1,"November","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-23 00:00:00.000,23,11,2015,"4",2,"November","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-24 00:00:00.000,24,11,2015,"4",3,"November","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-25 00:00:00.000,25,11,2015,"4",4,"November","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-26 00:00:00.000,26,11,2015,"4",5,"November","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-27 00:00:00.000,27,11,2015,"4",6,"November","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-28 00:00:00.000,28,11,2015,"4",7,"November","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-11-28 00:00:00.000
2015-11-29 00:00:00.000,29,11,2015,"4",1,"November","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-11-30 00:00:00.000,30,11,2015,"4",2,"November","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-01 00:00:00.000,1,12,2015,"4",3,"December","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-02 00:00:00.000,2,12,2015,"4",4,"December","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-03 00:00:00.000,3,12,2015,"4",5,"December","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-04 00:00:00.000,4,12,2015,"4",6,"December","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-05 00:00:00.000,5,12,2015,"4",7,"December","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-05 00:00:00.000
2015-12-06 00:00:00.000,6,12,2015,"4",1,"December","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-07 00:00:00.000,7,12,2015,"4",2,"December","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-08 00:00:00.000,8,12,2015,"4",3,"December","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-09 00:00:00.000,9,12,2015,"4",4,"December","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-10 00:00:00.000,10,12,2015,"4",5,"December","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-11 00:00:00.000,11,12,2015,"4",6,"December","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-12 00:00:00.000,12,12,2015,"4",7,"December","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-12 00:00:00.000
2015-12-13 00:00:00.000,13,12,2015,"4",1,"December","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-14 00:00:00.000,14,12,2015,"4",2,"December","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-15 00:00:00.000,15,12,2015,"4",3,"December","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-16 00:00:00.000,16,12,2015,"4",4,"December","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-17 00:00:00.000,17,12,2015,"4",5,"December","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-18 00:00:00.000,18,12,2015,"4",6,"December","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-19 00:00:00.000,19,12,2015,"4",7,"December","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-19 00:00:00.000
2015-12-20 00:00:00.000,20,12,2015,"4",1,"December","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-21 00:00:00.000,21,12,2015,"4",2,"December","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-22 00:00:00.000,22,12,2015,"4",3,"December","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-23 00:00:00.000,23,12,2015,"4",4,"December","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-24 00:00:00.000,24,12,2015,"4",5,"December","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-25 00:00:00.000,25,12,2015,"4",6,"December","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-26 00:00:00.000,26,12,2015,"4",7,"December","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-12-26 00:00:00.000
2015-12-27 00:00:00.000,27,12,2015,"4",1,"December","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2016-01-02 00:00:00.000
2015-12-28 00:00:00.000,28,12,2015,"4",2,"December","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2016-01-02 00:00:00.000
2015-12-29 00:00:00.000,29,12,2015,"4",3,"December","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2016-01-02 00:00:00.000
2015-12-30 00:00:00.000,30,12,2015,"4",4,"December","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2016-01-02 00:00:00.000
2015-12-31 00:00:00.000,31,12,2015,"4",5,"December","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2016-01-02 00:00:00.000
2015-01-01 00:00:00.000,1,1,2015,"1",5,"January","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-03 00:00:00.000
2015-01-02 00:00:00.000,2,1,2015,"1",6,"January","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-03 00:00:00.000
2015-01-03 00:00:00.000,3,1,2015,"1",7,"January","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-03 00:00:00.000
2015-01-04 00:00:00.000,4,1,2015,"1",1,"January","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-05 00:00:00.000,5,1,2015,"1",2,"January","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-06 00:00:00.000,6,1,2015,"1",3,"January","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-07 00:00:00.000,7,1,2015,"1",4,"January","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-08 00:00:00.000,8,1,2015,"1",5,"January","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-09 00:00:00.000,9,1,2015,"1",6,"January","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-10 00:00:00.000,10,1,2015,"1",7,"January","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-10 00:00:00.000
2015-01-11 00:00:00.000,11,1,2015,"1",1,"January","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-12 00:00:00.000,12,1,2015,"1",2,"January","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-13 00:00:00.000,13,1,2015,"1",3,"January","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-14 00:00:00.000,14,1,2015,"1",4,"January","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-15 00:00:00.000,15,1,2015,"1",5,"January","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-16 00:00:00.000,16,1,2015,"1",6,"January","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-17 00:00:00.000,17,1,2015,"1",7,"January","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-17 00:00:00.000
2015-01-18 00:00:00.000,18,1,2015,"1",1,"January","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-19 00:00:00.000,19,1,2015,"1",2,"January","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-20 00:00:00.000,20,1,2015,"1",3,"January","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-21 00:00:00.000,21,1,2015,"1",4,"January","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-22 00:00:00.000,22,1,2015,"1",5,"January","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-23 00:00:00.000,23,1,2015,"1",6,"January","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-24 00:00:00.000,24,1,2015,"1",7,"January","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-24 00:00:00.000
2015-01-25 00:00:00.000,25,1,2015,"1",1,"January","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-26 00:00:00.000,26,1,2015,"1",2,"January","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-27 00:00:00.000,27,1,2015,"1",3,"January","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-28 00:00:00.000,28,1,2015,"1",4,"January","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-29 00:00:00.000,29,1,2015,"1",5,"January","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-30 00:00:00.000,30,1,2015,"1",6,"January","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-01-31 00:00:00.000,31,1,2015,"1",7,"January","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-01-31 00:00:00.000
2015-02-01 00:00:00.000,1,2,2015,"1",1,"February","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-02 00:00:00.000,2,2,2015,"1",2,"February","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-03 00:00:00.000,3,2,2015,"1",3,"February","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-04 00:00:00.000,4,2,2015,"1",4,"February","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-05 00:00:00.000,5,2,2015,"1",5,"February","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-06 00:00:00.000,6,2,2015,"1",6,"February","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-07 00:00:00.000,7,2,2015,"1",7,"February","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-07 00:00:00.000
2015-02-08 00:00:00.000,8,2,2015,"1",1,"February","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-09 00:00:00.000,9,2,2015,"1",2,"February","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-10 00:00:00.000,10,2,2015,"1",3,"February","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-11 00:00:00.000,11,2,2015,"1",4,"February","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-12 00:00:00.000,12,2,2015,"1",5,"February","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-13 00:00:00.000,13,2,2015,"1",6,"February","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-14 00:00:00.000,14,2,2015,"1",7,"February","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-14 00:00:00.000
2015-02-15 00:00:00.000,15,2,2015,"1",1,"February","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-16 00:00:00.000,16,2,2015,"1",2,"February","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-17 00:00:00.000,17,2,2015,"1",3,"February","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-18 00:00:00.000,18,2,2015,"1",4,"February","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-19 00:00:00.000,19,2,2015,"1",5,"February","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-20 00:00:00.000,20,2,2015,"1",6,"February","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-21 00:00:00.000,21,2,2015,"1",7,"February","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-21 00:00:00.000
2015-02-22 00:00:00.000,22,2,2015,"1",1,"February","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-23 00:00:00.000,23,2,2015,"1",2,"February","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-24 00:00:00.000,24,2,2015,"1",3,"February","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-25 00:00:00.000,25,2,2015,"1",4,"February","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-26 00:00:00.000,26,2,2015,"1",5,"February","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-27 00:00:00.000,27,2,2015,"1",6,"February","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-02-28 00:00:00.000,28,2,2015,"1",7,"February","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-02-28 00:00:00.000
2015-03-01 00:00:00.000,1,3,2015,"1",1,"March","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-02 00:00:00.000,2,3,2015,"1",2,"March","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-03 00:00:00.000,3,3,2015,"1",3,"March","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-04 00:00:00.000,4,3,2015,"1",4,"March","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-05 00:00:00.000,5,3,2015,"1",5,"March","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-06 00:00:00.000,6,3,2015,"1",6,"March","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-07 00:00:00.000,7,3,2015,"1",7,"March","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-07 00:00:00.000
2015-03-08 00:00:00.000,8,3,2015,"1",1,"March","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-14 00:00:00.000
2015-03-09 00:00:00.000,9,3,2015,"1",2,"March","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-14 00:00:00.000
2015-03-10 00:00:00.000,10,3,2015,"1",3,"March","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-14 00:00:00.000
2015-03-11 00:00:00.000,11,3,2015,"1",4,"March","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-03-14 00:00:00.000
