item,description,product_code,u_m,unit_cost,p_m_t_code,p_m_t
"AOW-AA-DC-013077","426779","FF-AA-RF","PC",0.159246,"M","Manufactured"
"AOW-AA-DC-015001","88393","FF-AA-RF","PC",0.040458,"M","Manufactured"
"AOW-AA-DC-016001","77466TA0 A000","FF-AA-RF","PC",1.723075,"M","Manufactured"
"AOW-AA-DC-018005","0084116","FF-AA-RF","PC",0.085635,"M","Manufactured"
"AOW-AA-DC-018006","00079264","FF-AA-RF","PC",0.405134,"M","Manufactured"
"AOW-AA-DC-018007","00121065","FF-AA-RF","PC",0.651155,"M","Manufactured"
"AOW-AA-DC-018008","00121066","FF-AA-RF","PC",0.026985,"M","Manufactured"
"AOW-AA-DC-018009","00126570","FF-AA-RF","PC",0.010081,"M","Manufactured"
"AOW-AA-DC-018010","00121067","FF-AA-RF","PC",0.652915,"M","Manufactured"
"AOW-AA-DC-018011","00148552","FF-AA-RF","PC",0.42557,"M","Manufactured"
"AOW-AA-DC-018012","00148553","FF-AA-RF","PC",0.424519,"M","Manufactured"
"AOW-AA-DC-018013","00179792","FF-AA-RF","PC",0.42765,"M","Manufactured"
"AOW-AA-DC-018016","00079261","FF-AA-RF","PC",0.508822,"M","Manufactured"
"AOW-AA-DC-018017","00186706","FF-AA-RF","PC",1.269167,"M","Manufactured"
"AOW-AA-DC-018018","00186818","FF-AA-RF","PC",1.269054,"M","Manufactured"
"AOW-AA-DC-018019","00193833","FF-AA-RF","PC",0.089287,"M","Manufactured"
"AOW-AA-DC-018020","00187443","FF-AA-RF","PC",0.610677,"M","Manufactured"
"AOW-AA-DC-018021","00187442","FF-AA-RF","PC",0.622788,"M","Manufactured"
"AOW-AA-DC-018022","00216180","FF-AA-RF","PC",0.011143,"M","Manufactured"
"AOW-AA-DC-018023","00209297","FF-AA-RF","PC",0.801747,"M","Manufactured"
"AOW-AA-DC-018024","00209298","FF-AA-RF","PC",0.85021,"M","Manufactured"
"AOW-AA-DC-018025","00247413","FF-AA-RF","PC",0.140366,"M","Manufactured"
"AOW-AA-DC-018026","00247414","FF-AA-RF","PC",0.124734,"M","Manufactured"
"AOW-AA-DC-018027","00247415","FF-AA-RF","PC",0.166956,"M","Manufactured"
"AOW-AA-DC-018028","00247421","FF-AA-RF","PC",0.030404,"M","Manufactured"
"AOW-AA-DC-018029","00263768","FF-AA-RF","PC",0.037002,"M","Manufactured"
"AOW-AA-DC-018030","00263982","FF-AA-RF","PC",0.307993,"M","Manufactured"
"AOW-AA-DC-018031","00263983","FF-AA-RF","PC",0.28551,"M","Manufactured"
"AOW-AA-DC-018032","00263985","FF-AA-RF","PC",0.065811,"M","Manufactured"
"AOW-AA-DC-018033","00270768","FF-AA-RF","PC",0.879567,"M","Manufactured"
"AOW-AA-DC-018034","00270769","FF-AA-RF","PC",0.890626,"M","Manufactured"
"AOW-AA-DC-018035","00270770","FF-AA-RF","PC",0.147053,"M","Manufactured"
"AOW-AA-DC-018036","00294559","FF-AA-RF","PC",0.386293,"M","Manufactured"
"AOW-AA-DC-018037","00294560","FF-AA-RF","PC",0.397532,"M","Manufactured"
"AOW-AA-DC-018038","00310314","FF-AA-RF","PC",0.027865,"M","Manufactured"
"AOW-AA-DC-018039","00310280","FF-AA-RF","PC",0.0504,"M","Manufactured"
"AOW-AA-DC-018040","310281","FF-AA-RF","PC",0.885151,"M","Manufactured"
"AOW-AA-DC-018041","315374","FF-AA-RF","PC",0.848913,"M","Manufactured"
"AOW-AA-DC-018042","318715","FF-AA-RF","PC",0.346782,"M","Manufactured"
"AOW-AA-DC-018043","306740","FF-AA-RF","PC",0.072348,"M","Manufactured"
"AOW-AA-DC-019002","8101451C010001","FF-AA-RF","PC",0.253235,"M","Manufactured"
"AOW-AA-DC-019003","8103451C010001","FF-AA-RF","PC",0.321269,"M","Manufactured"
"AOW-AA-DC-019004","8103453C010101","FF-AA-RF","PC",0.426633,"M","Manufactured"
"AOW-AA-DC-019010","8103452SL01001","FF-AA-RF","PC",1.566423,"M","Manufactured"
"AOW-AA-DC-019011","8103454SL01001","FF-AA-RF","PC",2.388469,"M","Manufactured"
"AOW-AA-DC-019027","8101710DA00101","FF-AA-RF","PC",3.00429,"M","Manufactured"
"AOW-AA-DC-019028","8101710DA00301","FF-AA-RF","PC",1.36452,"M","Manufactured"
"AOW-AA-DC-019048","8101410SL01201","FF-AA-RF","PC",1.901563,"M","Manufactured"
"AOW-AA-DC-019061","8103454C010201","FF-AA-RF","PC",0.392137,"M","Manufactured"
"AOW-AA-DC-019076","8101416SL01401","FF-AA-RF","PC",7.910909,"M","Manufactured"
"AOW-AA-DC-019094","KN578001","FF-AA-RF","PC",0.384483,"M","Manufactured"
"AOW-AA-DC-019098","HY542001","FF-AA-RF","PC",0.420235,"M","Manufactured"
"AOW-AA-DC-019099","KN584001","FF-AA-RF","PC",0.598882,"M","Manufactured"
"AOW-AA-DC-019100","HY545001","FF-AA-RF","PC",0.583734,"M","Manufactured"
"AOW-AA-DC-019106","KX797001","FF-AA-RF","PC",0.44316,"M","Manufactured"
"AOW-AA-DC-019109","105*48*1.5","FF-AA-RF","PC",0.806745,"M","Manufactured"
"AOW-AA-DC-019110","105*48*4","FF-AA-RF","PC",0.88319,"M","Manufactured"
"AOW-AA-DC-019111","KW851001","FF-AA-RF","PC",3.488905,"M","Manufactured"
"AOW-AA-DC-019112","KW944001","FF-AA-RF","PC",1.971727,"M","Manufactured"
"AOW-AA-DC-019113","KW972001","FF-AA-RF","PC",1.865956,"M","Manufactured"
"AOW-AA-DC-019114","KW854001","FF-AA-RF","PC",0.185084,"M","Manufactured"
"AOW-AA-DC-019124","LU719001","FF-AA-RF","PC",1.054574,"M","Manufactured"
"AOW-AA-DC-019125","LU721001","FF-AA-RF","PC",1.458058,"M","Manufactured"
"AOW-AA-DC-019140","NF162001","FF-AA-RF","PC",0.84635,"M","Manufactured"
"AOW-AA-DC-019142","NH349001","FF-AA-RF","PC",0.527194,"M","Manufactured"
"AOW-AA-DC-019144","MD867001","FF-AA-RF","PC",0.866514,"M","Manufactured"
"AOW-AA-DC-019146","MD876001","FF-AA-RF","PC",0.88594,"M","Manufactured"
"AOW-AA-DC-019147","MD888001","FF-AA-RF","PC",1.108795,"M","Manufactured"
"AOW-AA-DC-019156","NH717001","FF-AA-RF","PC",1.074247,"M","Manufactured"
"AOW-AA-DC-019159","NK050001","FF-AA-RF","PC",0.739327,"M","Manufactured"
"AOW-AA-DC-019161","PA272001","FF-AA-RF","PC",0.721161,"M","Manufactured"
"AOW-AA-DC-019163","NH978001","FF-AA-RF","PC",0.743948,"M","Manufactured"
"AOW-AA-DC-022003","90081749","FF-AA-RF","PC",0.033541,"M","Manufactured"
"AOW-AA-DC-022004","90081747","FF-AA-RF","PC",0.50422,"M","Manufactured"
"AOW-AA-DC-022005","90047423","FF-AA-RF","PC",0.041019,"M","Manufactured"
"AOW-AA-DC-022006","90047393","FF-AA-RF","PC",1.585035,"M","Manufactured"
"AOW-AA-DC-022007","90047415","FF-AA-RF","PC",1.526898,"M","Manufactured"
"AOW-AA-DC-022008","90084238","FF-AA-RF","PC",1.118669,"M","Manufactured"
"AOW-AA-DC-022009","90086059","FF-AA-RF","PC",1.010573,"M","Manufactured"
"AOW-AA-DC-022010","90105628","FF-AA-RF","PC",0.073062,"M","Manufactured"
"AOW-AA-DC-022011","90105629","FF-AA-RF","PC",0.115227,"M","Manufactured"
"AOW-AA-DC-022012","90103681","FF-AA-RF","PC",0.063784,"M","Manufactured"
"AOW-AA-DC-022015","90177020","FF-AA-RF","PC",0.013942,"M","Manufactured"
"AOW-AA-DC-022016","90166174","FF-AA-RF","PC",0.253032,"M","Manufactured"
"AOW-AA-DC-022017","90156201","FF-AA-RF","PC",0.053846,"M","Manufactured"
"AOW-AA-DC-022018","90166155","FF-AA-RF","PC",0.108211,"M","Manufactured"
"AOW-AA-DC-023001","89393134","FF-AA-RF","PC",0.140844,"M","Manufactured"
"AOW-AA-DC-023002","89393167","FF-AA-RF","PC",0.824387,"M","Manufactured"
"AOW-AA-DC-023003","89393168","FF-AA-RF","PC",0.833985,"M","Manufactured"
"AOW-AA-DC-024001","77466 SYJ 0000","FF-AA-RF","PC",2.040143,"M","Manufactured"
"AOW-AA-DC-025001","CN15-N434A20-E_PIA06","FF-AA-RF","PC",0.067618,"M","Manufactured"
"AOW-AA-DC-028039","3148235003300","FF-AA-RF","PC",0.493142,"M","Manufactured"
"AOW-AA-DC-028053","FH14833(265MM*8MM*7MM)","FF-AA-RF","PC",0.277459,"M","Manufactured"
"AOW-AA-DC-028054","FH14833(225MM*8MM*7MM)","FF-AA-RF","PC",0.226133,"M","Manufactured"
"AOW-AA-DC-028055","FH14835(265MM*8MM*7MM)","FF-AA-RF","PC",0.35818,"M","Manufactured"
"AOW-AA-DC-028056","FH14836(665MM*8MM*7MM)","FF-AA-RF","PC",0.646034,"M","Manufactured"
"AOW-AA-DC-028057","FH14836(300MM*8MM*7MM)","FF-AA-RF","PC",0.343931,"M","Manufactured"
"AOW-AA-DC-031003","13982894","FF-AA-RF","PC",0.297545,"M","Manufactured"
"AOW-AA-DC-033001","0.02.02.006517（2101201X1100)","FF-AA-RF","PC",13.592482,"M","Manufactured"
"AOW-AA-DC-033002","0.02.02.006518（2101202X1100)","FF-AA-RF","PC",0.507076,"M","Manufactured"
"AOW-AA-DC-033003","0.02.02.006519(2101203X1100)","FF-AA-RF","PC",11.881129,"M","Manufactured"
"AOW-AA-DC-033004","0.02.02.006520(2101204X1100)","FF-AA-RF","PC",0.821159,"M","Manufactured"
"AOW-AA-DC-033008","0.09.01.006213(2101912X1100)","FF-AA-RF","PC",0.445406,"M","Manufactured"
"AOW-AA-DC-033018","0.02.242261","FF-AA-RF","PC",0.008623,"M","Manufactured"
"AOW-AA-DC-033032","2101912X0010","FF-AA-RF","PC",0.968926,"M","Manufactured"
"AOW-AA-DC-033033","2101805X0010","FF-AA-RF","PC",1.461056,"M","Manufactured"
"AOW-AA-DC-033036","0.02.241858(2101912X0040)","FF-AA-RF","PC",2.70345,"M","Manufactured"
"AOW-AA-DC-033037","0.02.241859(2101805X0040)","FF-AA-RF","PC",11.356948,"M","Manufactured"
"AOW-AA-DC-033040","2101805X0040","FF-AA-RF","PC",11.429846,"M","Manufactured"
"AOW-AA-DC-033041","2101805X1104","FF-AA-RF","PC",11.581741,"M","Manufactured"
"AOW-AA-DC-033043","0.02.242378(停用）","FF-AA-RF","PC",6.81,"M","Manufactured"
"AOW-AA-DC-033044","0.02.242379","FF-AA-RF","PC",8.693667,"M","Manufactured"
"AOW-AA-DC-033045","0.02.242389","FF-AA-RF","PC",3.952053,"M","Manufactured"
"AOW-AA-DC-033046","2101227X4153(0.02.242381)","FF-AA-RF","PC",109.092679,"M","Manufactured"
"AOW-AA-DC-033047","2101805X4153(KJ)","FF-AA-RF","PC",8.965088,"M","Manufactured"
"AOW-AA-DC-033048","0.02.242639","FF-AA-RF","PC",2.26939,"M","Manufactured"
"AOW-AA-DC-033049","2101805X3011","FF-AA-RF","PC",10.595,"M","Manufactured"
"AOW-AA-DC-033059","74x43x6","FF-AA-RF","PC",1.132025,"M","Manufactured"
"AOW-AA-DC-033061","115x41x10","FF-AA-RF","PC",1.864759,"M","Manufactured"
"AOW-AA-DC-034001","R220731J-F0300","FF-AA-RF","PC",2.353404,"M","Manufactured"
"AOW-AA-DC-034002","R220732J-F0300","FF-AA-RF","PC",2.332597,"M","Manufactured"
"AOW-AA-DC-034003","R220731J-G0101","FF-AA-RF","PC",2.973475,"M","Manufactured"
"AOW-AA-DC-034004","R220732J-G0101","FF-AA-RF","PC",2.97438,"M","Manufactured"
"AOW-AA-DC-034005","W340013J-G0101","FF-AA-RF","PC",1.431118,"M","Manufactured"
"AOW-AA-DC-034006","X630300J-D0500","FF-AA-RF","PC",1.038406,"M","Manufactured"
"AOW-AA-DC-034007","W340013J-G0102","FF-AA-RF","PC",1.319674,"M","Manufactured"
"AOW-AA-DC-034008","320X80X4","FF-AA-RF","PC",1.325466,"M","Manufactured"
"AOW-AA-DC-034009","200X80X4","FF-AA-RF","PC",0.776615,"M","Manufactured"
"AOW-AA-DC-034010","500X95X4","FF-AA-RF","PC",2.284199,"M","Manufactured"
"AOW-AA-DC-034011","KS731121211614","FF-AA-RF","PC",0.145203,"M","Manufactured"
"AOW-AA-DC-035001","1005091","FF-AA-RF","PC",0.044824,"M","Manufactured"
"AOW-AA-DC-038001","DNCP-E2SC-QT-01-01","FF-AA-RF","PC",0.079814,"M","Manufactured"
"AOW-AA-DC-039001","1040410178200","FF-AA-RF","PC",0.181919,"M","Manufactured"
"AOW-AA-DC-039002","1040410178300","FF-AA-RF","PC",0.230341,"M","Manufactured"
"AOW-AA-DC-039003","1040410178400","FF-AA-RF","PC",0.374769,"M","Manufactured"
"AOW-AA-DC-039004","1040410178500","FF-AA-RF","PC",0.603389,"M","Manufactured"
"AOW-AA-DC-039005","1040410178700","FF-AA-RF","PC",0.365073,"M","Manufactured"
"AOW-AA-DC-039006","1040410178600","FF-AA-RF","PC",0.310653,"M","Manufactured"
"AOW-AA-DC-039007","1040410187700","FF-AA-RF","PC",0.723669,"M","Manufactured"
"AOW-AA-DC-039008","1040410178800","FF-AA-RF","PC",4.287333,"M","Manufactured"
"AOW-AA-DC-039009","1040410178900","FF-AA-RF","PC",4.198886,"M","Manufactured"
"AOW-AA-DC-039010","1040410179001","FF-AA-RF","PC",2.456088,"M","Manufactured"
"AOW-AA-DC-039011","1040410179101","FF-AA-RF","PC",1.609281,"M","Manufactured"
"AOW-AA-DC-039012","1040410175800","FF-AA-RF","PC",1.288862,"M","Manufactured"
"AOW-AA-DC-039013","1040410175900","FF-AA-RF","PC",1.338971,"M","Manufactured"
"AOW-AA-DC-039014","1040410485000","FF-AA-RF","PC",0.034833,"M","Manufactured"
"AOW-AA-DC-039015","1040410175500","FF-AA-RF","PC",2.903661,"M","Manufactured"
"AOW-AA-DC-039016","1040410175600","FF-AA-RF","PC",2.866573,"M","Manufactured"
"AOW-AA-DC-039017","1040410176300","FF-AA-RF","PC",0.713369,"M","Manufactured"
"AOW-AA-DC-039018","1040410176400","FF-AA-RF","PC",1.082953,"M","Manufactured"
"AOW-AA-DC-039019","1040410176500","FF-AA-RF","PC",1.184716,"M","Manufactured"
"AOW-AA-DC-039020","1040410176600","FF-AA-RF","PC",1.188797,"M","Manufactured"
"AOW-AA-DC-039021","1040410179600","FF-AA-RF","PC",0.092842,"M","Manufactured"
"AOW-AA-DC-039027","1040420303300","FF-AA-RF","PC",2.404798,"M","Manufactured"
"AOW-AA-DC-039028","1040420303400","FF-AA-RF","PC",2.416755,"M","Manufactured"
"AOW-AA-DC-039029","1040420304700","FF-AA-RF","PC",1.636477,"M","Manufactured"
"AOW-AA-DC-039030","1040420304800","FF-AA-RF","PC",1.614296,"M","Manufactured"
"AOW-AA-DC-039034","1040418900100","FF-AA-RF","PC",1.504066,"M","Manufactured"
"AOW-AA-DC-039035","1040418900200","FF-AA-RF","PC",1.537042,"M","Manufactured"
"AOW-AA-DC-039036","1040418900300","FF-AA-RF","PC",0.546918,"M","Manufactured"
"AOW-AA-DC-039037","1040418900400","FF-AA-RF","PC",0.561942,"M","Manufactured"
"AOW-AA-DC-039038","1040420043000","FF-AA-RF","PC",4.980058,"M","Manufactured"
"AOW-AA-DC-039039","1040420053100","FF-AA-RF","PC",5.486667,"M","Manufactured"
"AOW-AA-DC-039042","1040441590100","FF-AA-RF","PC",1.188174,"M","Manufactured"
"AOW-AA-DC-039043","1040458020000","FF-AA-RF","PC",0.038343,"M","Manufactured"
"AOW-AA-DC-039045","1040430300700","FF-AA-RF","PC",0.327737,"M","Manufactured"
"AOW-AA-DC-039046","1040430300800","FF-AA-RF","PC",0.183066,"M","Manufactured"
"AOW-AA-DC-039048","1040448321300","FF-AA-RF","PC",0.804813,"M","Manufactured"
"AOW-AA-DC-039049","1040448321400","FF-AA-RF","PC",0.729956,"M","Manufactured"
"AOW-AA-DC-039050","1040448311500","FF-AA-RF","PC",0.683535,"M","Manufactured"
"AOW-AA-DC-039051","1040448311600","FF-AA-RF","PC",0.671663,"M","Manufactured"
"AOW-AA-DC-039052","1040433363100","FF-AA-RF","PC",0.93977,"M","Manufactured"
"AOW-AA-DC-039053","1040433363200","FF-AA-RF","PC",0.934559,"M","Manufactured"
"AOW-AA-DC-039054","1040433363300","FF-AA-RF","PC",1.695782,"M","Manufactured"
"AOW-AA-DC-039055","1040433363400","FF-AA-RF","PC",1.775908,"M","Manufactured"
"AOW-AA-DC-039056","1040433333100","FF-AA-RF","PC",1.281983,"M","Manufactured"
"AOW-AA-DC-039057","1040433333200","FF-AA-RF","PC",1.593635,"M","Manufactured"
"AOW-AA-DC-039058","1040433334100","FF-AA-RF","PC",2.112377,"M","Manufactured"
"AOW-AA-DC-039059","1040433334200","FF-AA-RF","PC",2.111827,"M","Manufactured"
"AOW-AA-DC-039060","1040420141000","FF-AA-RF","PC",1.587393,"M","Manufactured"
"AOW-AA-DC-039061","1040420142000","FF-AA-RF","PC",1.392328,"M","Manufactured"
"AOW-AA-DC-039062","1040420143000","FF-AA-RF","PC",2.438795,"M","Manufactured"
"AOW-AA-DC-039066","1040432113110","FF-AA-RF","PC",3.346179,"M","Manufactured"
"AOW-AA-DC-039067","1040432113210","FF-AA-RF","PC",3.337437,"M","Manufactured"
"AOW-AA-DC-039070","1040433100500","FF-AA-RF","PC",0.237904,"M","Manufactured"
"AOW-AA-DC-039071","1040432567100","FF-AA-RF","PC",1.762141,"M","Manufactured"
"AOW-AA-DC-039072","1040432567200","FF-AA-RF","PC",1.68808,"M","Manufactured"
"AOW-AA-DC-039073","1040432565100","FF-AA-RF","PC",1.501269,"M","Manufactured"
"AOW-AA-DC-039074","1040432565200","FF-AA-RF","PC",1.416953,"M","Manufactured"
"AOW-AA-DC-039075","1040441880100","FF-AA-RF","PC",1.074313,"M","Manufactured"
"AOW-AA-DC-039079","1040432641900","FF-AA-RF","PC",1.122964,"M","Manufactured"
"AOW-AA-DC-039080","1040432642000","FF-AA-RF","PC",1.074231,"M","Manufactured"
"AOW-AA-DC-039082","1040418900500","FF-AA-RF","PC",1.355135,"M","Manufactured"
"AOW-AA-DC-039083","1040418900600","FF-AA-RF","PC",1.426997,"M","Manufactured"
"AOW-AA-DC-039084","1040441211113","FF-AA-RF","PC",3.609226,"M","Manufactured"
"AOW-AA-DC-039085","1040441211213","FF-AA-RF","PC",3.658985,"M","Manufactured"
"AOW-AA-DC-039086","1040432639500","FF-AA-RF","PC",0.028462,"M","Manufactured"
"AOW-AA-DC-039087","1040458811100","FF-AA-RF","PC",0.705949,"M","Manufactured"
"AOW-AA-DC-039090","1040435687100","FF-AA-RF","PC",1.06879,"M","Manufactured"
"AOW-AA-DC-039091","1040435687200","FF-AA-RF","PC",0.487922,"M","Manufactured"
"AOW-AA-DC-039093","1040442650100","FF-AA-RF","PC",0.608105,"M","Manufactured"
"AOW-AA-DC-039094","1040458104900","FF-AA-RF","PC",0.251101,"M","Manufactured"
"AOW-AA-DC-039095","1040435703100","FF-AA-RF","PC",0.330958,"M","Manufactured"
"AOW-AA-DC-039096","1040435703200","FF-AA-RF","PC",0.327873,"M","Manufactured"
"AOW-AA-DC-039097","1040435711500","FF-AA-RF","PC",1.60534,"M","Manufactured"
"AOW-AA-DC-039098","1040435711600","FF-AA-RF","PC",1.605461,"M","Manufactured"
"AOW-AA-DC-039099","1040441948100","FF-AA-RF","PC",2.942574,"M","Manufactured"
"AOW-AA-DC-039100","1040441948200","FF-AA-RF","PC",2.929808,"M","Manufactured"
"AOW-AA-DC-039101","1040455500400","FF-AA-RF","PC",0.16159,"M","Manufactured"
"AOW-AA-DC-039102","1040414875100","FF-AA-RF","PC",1.52779,"M","Manufactured"
"AOW-AA-DC-039103","1040414875000","FF-AA-RF","PC",1.482144,"M","Manufactured"
"AOW-AA-DC-039104","1040443050100","FF-AA-RF","PC",1.859581,"M","Manufactured"
"AOW-AA-DC-039105","1040456060100","FF-AA-RF","PC",2.102022,"M","Manufactured"
"AOW-AA-DC-039106","1040456061100","FF-AA-RF","PC",0.464301,"M","Manufactured"
"AOW-AA-DC-039107","1040456061200","FF-AA-RF","PC",0.37004,"M","Manufactured"
"AOW-AA-DC-039108","1040456061300","FF-AA-RF","PC",0.40778,"M","Manufactured"
"AOW-AA-DC-039109","1040456061400","FF-AA-RF","PC",0.451237,"M","Manufactured"
"AOW-AA-DC-039110","1040331628300","FF-AA-RF","PC",0.092706,"M","Manufactured"
"AOW-AA-DC-039111","1040422930100","FF-AA-RF","PC",1.161238,"M","Manufactured"
"AOW-AA-DC-039112","1040422930200","FF-AA-RF","PC",1.194253,"M","Manufactured"
"AOW-AA-DC-039113","1040430566500","FF-AA-RF","PC",0.09427,"M","Manufactured"
"AOW-AA-DC-039114","1040432508000","FF-AA-RF","PC",0.131227,"M","Manufactured"
"AOW-AA-DC-039115","1040341110100","FF-AA-RF","PC",0.733608,"M","Manufactured"
"AOW-AA-DC-039116","1040341111100","FF-AA-RF","PC",0.378551,"M","Manufactured"
"AOW-AA-DC-039117","1040341115000","FF-AA-RF","PC",0.826492,"M","Manufactured"
"AOW-AA-DC-039118","1040441112100","FF-AA-RF","PC",0.483036,"M","Manufactured"
"AOW-AA-DC-039119","1040441113000","FF-AA-RF","PC",1.119066,"M","Manufactured"
"AOW-AA-DC-039120","1040441113100","FF-AA-RF","PC",1.119017,"M","Manufactured"
"AOW-AA-DC-039121","1040459068100","FF-AA-RF","PC",0.771525,"M","Manufactured"
"AOW-AA-DC-039122","1040410648300","FF-AA-RF","PC",0.148587,"M","Manufactured"
"AOW-AA-DC-039123","1040410648400","FF-AA-RF","PC",0.167871,"M","Manufactured"
"AOW-AA-DC-039124","1040415023600","FF-AA-RF","PC",0.476088,"M","Manufactured"
"AOW-AA-DC-039125","1040415023700","FF-AA-RF","PC",0.469919,"M","Manufactured"
"AOW-AA-DC-039126","1040310523600","FF-AA-RF","PC",0.262969,"M","Manufactured"
"AOW-AA-DC-039127","1040452508100","FF-AA-RF","PC",0.300215,"M","Manufactured"
"AOW-AA-DC-039128","1040452508700","FF-AA-RF","PC",0.301351,"M","Manufactured"
"AOW-AA-DC-039129","1040452508300","FF-AA-RF","PC",0.131929,"M","Manufactured"
"AOW-AA-DC-039130","1040452508500","FF-AA-RF","PC",0.33559,"M","Manufactured"
"AOW-AA-DC-039131","1040452508900","FF-AA-RF","PC",0.316046,"M","Manufactured"
"AOW-AA-DC-039133","1040310697200","FF-AA-RF","PC",0.041893,"M","Manufactured"
"AOW-AA-DC-039134","1040411302800","FF-AA-RF","PC",0.72037,"M","Manufactured"
"AOW-AA-DC-039135","1040512002500","FF-AA-RF","PC",0.112618,"M","Manufactured"
"AOW-AA-DC-039136","1040412001900","FF-AA-RF","PC",0.085988,"M","Manufactured"
"AOW-AA-DC-039137","1040412002400","FF-AA-RF","PC",0.11623,"M","Manufactured"
"AOW-AA-DC-039138","1040320003300","FF-AA-RF","PC",3.616277,"M","Manufactured"
"AOW-AA-DC-039139","1041320003400","FF-AA-RF","PC",0.016114,"M","Manufactured"
"AOW-AA-DC-039140","1040417103400","FF-AA-RF","PC",1.214108,"M","Manufactured"
"AOW-AA-DC-039141","1040417103300","FF-AA-RF","PC",1.625916,"M","Manufactured"
"AOW-AA-DC-039142","1040410789400","FF-AA-RF","PC",0.143431,"M","Manufactured"
"AOW-AA-DC-039144","1040410964700","FF-AA-RF","PC",2.498137,"M","Manufactured"
"AOW-AA-DC-039145","1040410964800","FF-AA-RF","PC",0.279805,"M","Manufactured"
"AOW-AA-DC-039146","1040400622700","FF-AA-RF","PC",0.046807,"M","Manufactured"
"AOW-AA-DC-039147","1040410993700","FF-AA-RF","PC",0.345014,"M","Manufactured"
"AOW-AA-DC-039148","1070310956600","FF-AA-RF","PC",0.068966,"M","Manufactured"
"AOW-AA-DC-039149","1040425405000","FF-AA-RF","PC",0.257844,"M","Manufactured"
"AOW-AA-DC-039150","1040425406400","FF-AA-RF","PC",3.982646,"M","Manufactured"
"AOW-AA-DC-039151","1040425408500","FF-AA-RF","PC",4.049992,"M","Manufactured"
"AOW-AA-DC-039152","1040525406500","FF-AA-RF","PC",0.168077,"M","Manufactured"
"AOW-AA-DC-039153","1040410960900","FF-AA-RF","PC",0.14129,"M","Manufactured"
"AOW-AA-DC-039154","1040410960800","FF-AA-RF","PC",0.418294,"M","Manufactured"
"AOW-AA-DC-039155","1040410983900","FF-AA-RF","PC",1.760289,"M","Manufactured"
"AOW-AA-DC-039156","1040411807700","FF-AA-RF","PC",3.245317,"M","Manufactured"
"AOW-AA-DC-039157","1040418008000","FF-AA-RF","PC",3.242502,"M","Manufactured"
"AOW-AA-DC-039158","1040424704400","FF-AA-RF","PC",1.571531,"M","Manufactured"
"AOW-AA-DC-039159","1040424705700","FF-AA-RF","PC",1.516675,"M","Manufactured"
"AOW-AA-DC-039160","1040411034800","FF-AA-RF","PC",0.134423,"M","Manufactured"
"AOW-AA-DC-039161","1040441311600","FF-AA-RF","PC",0.28288,"M","Manufactured"
"AOW-AA-DC-039162","1040433604500","FF-AA-RF","PC",0.931727,"M","Manufactured"
"AOW-AA-DC-039163","1040433610400","FF-AA-RF","PC",0.972557,"M","Manufactured"
"AOW-AA-DC-039164","1040433610100","FF-AA-RF","PC",0.043992,"M","Manufactured"
"AOW-AA-DC-039165","1040424305900","FF-AA-RF","PC",2.040386,"M","Manufactured"
"AOW-AA-DC-039166","1040424306000","FF-AA-RF","PC",1.952436,"M","Manufactured"
"AOW-AA-DC-039167","1040424306300","FF-AA-RF","PC",0.110451,"M","Manufactured"
"AOW-AA-DC-039168","1040441102000","FF-AA-RF","PC",1.25212,"M","Manufactured"
"AOW-AA-DC-039169","1040422001600","FF-AA-RF","PC",0.65703,"M","Manufactured"
"AOW-AA-DC-039172","1079923307000","FF-AA-RF","PC",0.926982,"M","Manufactured"
"AOW-AA-DC-040001","0.09.740146","FF-AA-RF","PC",3.086146,"M","Manufactured"
"AOW-AA-DC-040002","0.02.240934","FF-AA-RF","PC",115.83,"M","Manufactured"
"AOW-AA-DC-040003","0.02.240935","FF-AA-RF","PC",8.43517,"M","Manufactured"
"AOW-AA-DC-040004","0.02.240936","FF-AA-RF","PC",0.75,"M","Manufactured"
"AOW-AA-DC-040005","0.02.241289","FF-AA-RF","PC",9.03,"M","Manufactured"
"AOW-AA-DC-040006","0.02.241105","FF-AA-RF","PC",285.010877,"M","Manufactured"
"AOW-AA-DC-040007","0.02.242578(2101914X1520)","FF-AA-RF","PC",1.291345,"M","Manufactured"
"AOW-AA-DC-040008","0.02.241531","FF-AA-RF","PC",0.161653,"M","Manufactured"
"AOW-AA-DC-040010","0.02.241614","FF-AA-RF","PC",53.147976,"M","Manufactured"
"AOW-AA-DC-040011","0.02.241956","FF-AA-RF","PC",30.39,"M","Manufactured"
"AOW-AA-DC-040012","0.02.241957","FF-AA-RF","PC",5.319,"M","Manufactured"
"AOW-AA-DC-040013","0.02.241958","FF-AA-RF","PC",3.391,"M","Manufactured"
"AOW-AA-DC-040014","0.02.241959","FF-AA-RF","PC",2.221,"M","Manufactured"
"AOW-AA-DC-040015","0.02.241960","FF-AA-RF","PC",0.8,"M","Manufactured"
"AOW-AA-DC-040016","0.02.241978","FF-AA-RF","PC",88.825,"M","Manufactured"
"AOW-AA-DC-040017","0.02.241979","FF-AA-RF","PC",6.604,"M","Manufactured"
"AOW-AA-DC-040018","0.02.241852","FF-AA-RF","PC",2.028862,"M","Manufactured"
"AOW-AA-DC-040019","0.02.241855","FF-AA-RF","PC",2.86208,"M","Manufactured"
