PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate,Anio
1446,4,4,261,1510,5,2013-12-17 00:00:00.000,2013-12-26 00:00:00.000,143.0415,11.4433,3.576,158.0608,2013-12-26 00:00:00.000,2013
1466,4,4,261,1614,5,2013-12-18 00:00:00.000,2013-12-27 00:00:00.000,564.8265,45.1861,14.1207,624.1333,2013-12-27 00:00:00.000,2013
1496,4,4,261,1566,5,2013-12-20 00:00:00.000,2013-12-29 00:00:00.000,102.564,8.2051,2.5641,113.3332,2013-12-29 00:00:00.000,2013
1546,4,4,261,1588,5,2013-12-26 00:00:00.000,2014-01-04 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2014-01-04 00:00:00.000,2013
1616,4,4,261,1656,5,2014-01-02 00:00:00.000,2014-01-11 00:00:00.000,558.117,44.6494,13.9529,616.7193,2014-01-11 00:00:00.000,2014
1636,4,4,261,1538,5,2014-01-06 00:00:00.000,2014-01-15 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2014-01-15 00:00:00.000,2014
1656,4,4,261,1560,5,2014-01-08 00:00:00.000,2014-01-17 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2014-01-17 00:00:00.000,2014
1686,4,4,261,1680,5,2014-01-10 00:00:00.000,2014-01-19 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2014-01-19 00:00:00.000,2014
1706,4,4,261,1632,5,2014-01-15 00:00:00.000,2014-01-24 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2014-01-24 00:00:00.000,2014
1726,4,4,261,1616,5,2014-01-16 00:00:00.000,2014-01-25 00:00:00.000,563.5665,45.0853,14.0892,622.741,2014-01-25 00:00:00.000,2014
1736,4,4,261,1692,5,2014-01-17 00:00:00.000,2014-01-26 00:00:00.000,13458.69,1076.6952,336.4673,14871.8525,2014-01-26 00:00:00.000,2014
1766,4,4,261,1584,5,2014-01-21 00:00:00.000,2014-01-30 00:00:00.000,13361.04,1068.8832,334.026,14763.9492,2014-01-30 00:00:00.000,2014
1786,4,4,261,1608,5,2014-01-22 00:00:00.000,2014-01-31 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-01-31 00:00:00.000,2014
1826,4,4,261,1536,5,2014-01-27 00:00:00.000,2014-02-05 00:00:00.000,544.7295,43.5784,13.6182,601.9261,2014-02-05 00:00:00.000,2014
1846,4,4,261,1620,5,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2014-02-07 00:00:00.000,2014
1866,4,4,261,1576,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-02-12 00:00:00.000,2014
1886,4,4,261,1602,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-02-14 00:00:00.000,2014
1986,4,4,261,1648,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2014-02-22 00:00:00.000,2014
2026,4,4,261,1514,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2014-02-28 00:00:00.000,2014
2096,4,4,261,1684,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288,2014-03-06 00:00:00.000,2014
2156,4,4,261,1582,5,2014-03-01 00:00:00.000,2014-03-10 00:00:00.000,564.1965,45.1357,14.1049,623.4371,2014-03-10 00:00:00.000,2014
2196,4,4,261,1650,5,2014-03-04 00:00:00.000,2014-03-13 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-03-13 00:00:00.000,2014
2206,4,4,261,1690,5,2014-03-05 00:00:00.000,2014-03-14 00:00:00.000,146.286,11.7029,3.6572,161.6461,2014-03-14 00:00:00.000,2014
2236,4,4,261,1510,5,2014-03-07 00:00:00.000,2014-03-16 00:00:00.000,143.0415,11.4433,3.576,158.0608,2014-03-16 00:00:00.000,2014
2286,4,4,261,1566,5,2014-03-13 00:00:00.000,2014-03-22 00:00:00.000,102.564,8.2051,2.5641,113.3332,2014-03-22 00:00:00.000,2014
2336,4,4,261,1588,5,2014-03-19 00:00:00.000,2014-03-28 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2014-03-28 00:00:00.000,2014
2426,4,4,261,1538,5,2014-03-27 00:00:00.000,2014-04-05 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2014-04-05 00:00:00.000,2014
2446,4,4,261,1560,5,2014-03-31 00:00:00.000,2014-04-09 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2014-04-09 00:00:00.000,2014
2476,4,4,261,1680,5,2014-04-02 00:00:00.000,2014-04-11 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2014-04-11 00:00:00.000,2014
2496,4,4,261,1632,5,2014-04-04 00:00:00.000,2014-04-13 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2014-04-13 00:00:00.000,2014
2526,4,4,261,1692,5,2014-04-08 00:00:00.000,2014-04-17 00:00:00.000,13458.69,1076.6952,336.4673,14871.8525,2014-04-17 00:00:00.000,2014
2556,4,4,261,1584,5,2014-04-09 00:00:00.000,2014-04-18 00:00:00.000,13361.04,1068.8832,334.026,14763.9492,2014-04-18 00:00:00.000,2014
2576,4,4,261,1608,5,2014-04-11 00:00:00.000,2014-04-20 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-04-20 00:00:00.000,2014
2616,4,4,261,1536,5,2014-04-15 00:00:00.000,2014-04-24 00:00:00.000,544.7295,43.5784,13.6182,601.9261,2014-04-24 00:00:00.000,2014
2636,4,4,261,1620,5,2014-04-16 00:00:00.000,2014-04-25 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2014-04-25 00:00:00.000,2014
2656,4,4,261,1576,5,2014-04-18 00:00:00.000,2014-04-27 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-04-27 00:00:00.000,2014
2676,4,4,261,1602,5,2014-04-21 00:00:00.000,2014-04-30 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-04-30 00:00:00.000,2014
2776,4,4,261,1648,5,2014-04-29 00:00:00.000,2014-05-08 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2014-05-08 00:00:00.000,2014
2816,4,4,261,1514,5,2014-05-02 00:00:00.000,2014-05-11 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2014-05-11 00:00:00.000,2014
2886,4,4,261,1684,5,2014-05-12 00:00:00.000,2014-05-21 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288,2014-05-21 00:00:00.000,2014
2946,4,4,261,1582,5,2014-05-15 00:00:00.000,2014-05-24 00:00:00.000,564.1965,45.1357,14.1049,623.4371,2014-05-24 00:00:00.000,2014
2986,4,4,261,1650,5,2014-05-20 00:00:00.000,2014-05-29 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-05-29 00:00:00.000,2014
2996,4,4,261,1690,5,2014-05-20 00:00:00.000,2014-05-29 00:00:00.000,146.286,11.7029,3.6572,161.6461,2014-05-29 00:00:00.000,2014
3026,4,4,261,1510,5,2014-05-22 00:00:00.000,2014-05-31 00:00:00.000,143.0415,11.4433,3.576,158.0608,2014-05-31 00:00:00.000,2014
3076,4,4,261,1566,5,2014-05-26 00:00:00.000,2014-06-04 00:00:00.000,102.564,8.2051,2.5641,113.3332,2014-06-04 00:00:00.000,2014
3126,4,4,261,1588,5,2014-05-30 00:00:00.000,2014-06-08 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2014-06-08 00:00:00.000,2014
3216,4,4,261,1538,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2014-06-15 00:00:00.000,2014
3236,4,4,261,1560,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2014-06-18 00:00:00.000,2014
3266,4,4,261,1680,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2014-06-20 00:00:00.000,2014
3286,4,4,261,1632,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2014-06-21 00:00:00.000,2014
3316,4,4,261,1692,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,13458.69,1076.6952,336.4673,14871.8525,2014-06-25 00:00:00.000,2014
3346,4,4,261,1584,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,13361.04,1068.8832,334.026,14763.9492,2014-06-27 00:00:00.000,2014
3366,4,4,261,1608,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-06-28 00:00:00.000,2014
3406,4,4,261,1536,5,2014-06-21 00:00:00.000,2014-06-30 00:00:00.000,544.7295,43.5784,13.6182,601.9261,2014-06-30 00:00:00.000,2014
3426,4,4,261,1620,5,2014-06-23 00:00:00.000,2014-07-02 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2014-07-02 00:00:00.000,2014
3446,4,4,261,1576,5,2014-06-25 00:00:00.000,2014-07-04 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-07-04 00:00:00.000,2014
3466,4,4,261,1602,5,2014-06-26 00:00:00.000,2014-07-05 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-07-05 00:00:00.000,2014
3566,4,4,261,1648,5,2014-07-03 00:00:00.000,2014-07-12 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2014-07-12 00:00:00.000,2014
3606,4,4,261,1514,5,2014-07-08 00:00:00.000,2014-07-17 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2014-07-17 00:00:00.000,2014
3676,4,4,261,1684,5,2014-07-12 00:00:00.000,2014-07-21 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288,2014-07-21 00:00:00.000,2014
3736,4,4,261,1582,5,2014-07-17 00:00:00.000,2014-07-26 00:00:00.000,564.1965,45.1357,14.1049,623.4371,2014-07-26 00:00:00.000,2014
3776,4,4,261,1650,5,2014-07-19 00:00:00.000,2014-07-28 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-07-28 00:00:00.000,2014
17,4,4,255,1560,5,2011-12-15 00:00:00.000,2011-12-24 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2011-12-24 00:00:00.000,2011
47,4,4,255,1680,5,2012-01-16 00:00:00.000,2012-01-25 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2012-01-25 00:00:00.000,2012
67,4,4,255,1632,5,2012-01-24 00:00:00.000,2012-02-02 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2012-02-02 00:00:00.000,2012
87,4,4,255,1616,5,2012-02-09 00:00:00.000,2012-02-18 00:00:00.000,773.01,61.8408,19.3253,854.1761,2012-02-18 00:00:00.000,2012
127,4,4,255,1584,5,2012-03-09 00:00:00.000,2012-03-18 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426,2012-03-18 00:00:00.000,2012
147,4,4,255,1608,5,2012-04-11 00:00:00.000,2012-04-20 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2012-04-20 00:00:00.000,2012
157,4,4,255,1554,5,2012-05-30 00:00:00.000,2012-06-08 00:00:00.000,773.955,61.9164,19.3489,855.2203,2012-06-08 00:00:00.000,2012
207,4,4,255,1620,5,2012-07-27 00:00:00.000,2012-08-05 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2012-08-05 00:00:00.000,2012
247,4,4,255,1602,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2012-09-30 00:00:00.000,2012
267,4,4,255,1568,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,5757.675,460.614,143.9419,6362.2309,2012-10-26 00:00:00.000,2012
347,4,4,255,1648,5,2013-05-14 00:00:00.000,2013-05-23 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2013-05-23 00:00:00.000,2013
387,4,4,255,1514,5,2013-05-29 00:00:00.000,2013-06-07 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2013-06-07 00:00:00.000,2013
397,4,4,255,1496,5,2013-06-25 00:00:00.000,2013-07-04 00:00:00.000,839.79,67.1832,20.9948,927.968,2013-07-04 00:00:00.000,2013
435,4,4,255,1602,5,2013-08-05 00:00:00.000,2013-08-14 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2013-08-14 00:00:00.000,2013
535,4,4,255,1648,5,2013-08-12 00:00:00.000,2013-08-21 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2013-08-21 00:00:00.000,2013
579,4,4,255,1514,5,2013-08-15 00:00:00.000,2013-08-24 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2013-08-24 00:00:00.000,2013
589,4,4,255,1496,5,2013-08-17 00:00:00.000,2013-08-26 00:00:00.000,696.528,55.7222,17.4132,769.6634,2013-08-26 00:00:00.000,2013
761,4,4,255,1650,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2013-09-10 00:00:00.000,2013
771,4,4,255,1690,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,146.286,11.7029,3.6572,161.6461,2013-09-10 00:00:00.000,2013
801,4,4,255,1510,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,143.0415,11.4433,3.576,158.0608,2013-09-12 00:00:00.000,2013
855,4,4,255,1566,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,102.564,8.2051,2.5641,113.3332,2013-09-17 00:00:00.000,2013
909,4,4,255,1588,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2013-09-24 00:00:00.000,2013
919,4,4,255,1578,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,26720.925,2137.674,668.0231,29526.6221,2013-09-24 00:00:00.000,2013
1007,4,4,255,1538,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2013-10-15 00:00:00.000,2013
1021,4,4,255,1684,5,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288,2013-10-19 00:00:00.000,2013
1039,4,4,255,1560,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2013-10-22 00:00:00.000,2013
1077,4,4,255,1680,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2013-10-29 00:00:00.000,2013
1169,4,4,255,1650,5,2013-11-13 00:00:00.000,2013-11-22 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2013-11-22 00:00:00.000,2013
1179,4,4,255,1690,5,2013-11-15 00:00:00.000,2013-11-24 00:00:00.000,146.286,11.7029,3.6572,161.6461,2013-11-24 00:00:00.000,2013
1209,4,4,255,1510,5,2013-11-20 00:00:00.000,2013-11-29 00:00:00.000,143.0415,11.4433,3.576,158.0608,2013-11-29 00:00:00.000,2013
1259,4,4,255,1566,5,2013-11-26 00:00:00.000,2013-12-05 00:00:00.000,102.564,8.2051,2.5641,113.3332,2013-12-05 00:00:00.000,2013
1309,4,4,255,1588,5,2013-11-29 00:00:00.000,2013-12-08 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2013-12-08 00:00:00.000,2013
1379,4,4,255,1656,5,2013-12-09 00:00:00.000,2013-12-18 00:00:00.000,690.4485,55.2359,17.2612,762.9456,2013-12-18 00:00:00.000,2013
1399,4,4,255,1538,5,2013-12-11 00:00:00.000,2013-12-20 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2013-12-20 00:00:00.000,2013
1419,4,4,255,1560,5,2013-12-13 00:00:00.000,2013-12-22 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2013-12-22 00:00:00.000,2013
1429,4,4,255,1598,5,2013-12-13 00:00:00.000,2013-12-22 00:00:00.000,222.0435,17.7635,5.5511,245.3581,2013-12-22 00:00:00.000,2013
1449,4,4,255,1680,5,2013-12-17 00:00:00.000,2013-12-26 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2013-12-26 00:00:00.000,2013
1469,4,4,255,1632,5,2013-12-19 00:00:00.000,2013-12-28 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2013-12-28 00:00:00.000,2013
1499,4,4,255,1692,5,2013-12-20 00:00:00.000,2013-12-29 00:00:00.000,6756.12,540.4896,168.903,7465.5126,2013-12-29 00:00:00.000,2013
1529,4,4,255,1584,5,2013-12-24 00:00:00.000,2014-01-02 00:00:00.000,6754.86,540.3888,168.8715,7464.1203,2014-01-02 00:00:00.000,2013
1549,4,4,255,1608,5,2013-12-26 00:00:00.000,2014-01-04 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-01-04 00:00:00.000,2013
1609,4,4,255,1620,5,2014-01-02 00:00:00.000,2014-01-11 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2014-01-11 00:00:00.000,2014
1629,4,4,255,1576,5,2014-01-03 00:00:00.000,2014-01-12 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-01-12 00:00:00.000,2014
1649,4,4,255,1602,5,2014-01-08 00:00:00.000,2014-01-17 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-01-17 00:00:00.000,2014
1729,4,4,255,1540,5,2014-01-17 00:00:00.000,2014-01-26 00:00:00.000,658.9485,52.7159,16.4737,728.1381,2014-01-26 00:00:00.000,2014
1749,4,4,255,1648,5,2014-01-20 00:00:00.000,2014-01-29 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2014-01-29 00:00:00.000,2014
1919,4,4,255,1582,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,694.1655,55.5332,17.3541,767.0528,2014-02-16 00:00:00.000,2014
1959,4,4,255,1650,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-02-20 00:00:00.000,2014
1969,4,4,255,1690,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,146.286,11.7029,3.6572,161.6461,2014-02-21 00:00:00.000,2014
1999,4,4,255,1510,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,143.0415,11.4433,3.576,158.0608,2014-02-23 00:00:00.000,2014
2049,4,4,255,1566,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,102.564,8.2051,2.5641,113.3332,2014-03-01 00:00:00.000,2014
2099,4,4,255,1588,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2014-03-06 00:00:00.000,2014
2209,4,4,255,1560,5,2014-03-05 00:00:00.000,2014-03-14 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2014-03-14 00:00:00.000,2014
2239,4,4,255,1680,5,2014-03-07 00:00:00.000,2014-03-16 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2014-03-16 00:00:00.000,2014
2259,4,4,255,1632,5,2014-03-10 00:00:00.000,2014-03-19 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2014-03-19 00:00:00.000,2014
2319,4,4,255,1584,5,2014-03-17 00:00:00.000,2014-03-26 00:00:00.000,6754.86,540.3888,168.8715,7464.1203,2014-03-26 00:00:00.000,2014
2339,4,4,255,1608,5,2014-03-19 00:00:00.000,2014-03-28 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-03-28 00:00:00.000,2014
2399,4,4,255,1620,5,2014-03-26 00:00:00.000,2014-04-04 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2014-04-04 00:00:00.000,2014
2419,4,4,255,1576,5,2014-03-27 00:00:00.000,2014-04-05 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-04-05 00:00:00.000,2014
2439,4,4,255,1602,5,2014-03-28 00:00:00.000,2014-04-06 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-04-06 00:00:00.000,2014
2519,4,4,255,1540,5,2014-04-07 00:00:00.000,2014-04-16 00:00:00.000,658.9485,52.7159,16.4737,728.1381,2014-04-16 00:00:00.000,2014
2579,4,4,255,1514,5,2014-04-11 00:00:00.000,2014-04-20 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2014-04-20 00:00:00.000,2014
2709,4,4,255,1582,5,2014-04-23 00:00:00.000,2014-05-02 00:00:00.000,694.1655,55.5332,17.3541,767.0528,2014-05-02 00:00:00.000,2014
2749,4,4,255,1650,5,2014-04-28 00:00:00.000,2014-05-07 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-05-07 00:00:00.000,2014
2759,4,4,255,1690,5,2014-04-28 00:00:00.000,2014-05-07 00:00:00.000,146.286,11.7029,3.6572,161.6461,2014-05-07 00:00:00.000,2014
2839,4,4,255,1566,5,2014-05-05 00:00:00.000,2014-05-14 00:00:00.000,102.564,8.2051,2.5641,113.3332,2014-05-14 00:00:00.000,2014
2979,4,4,255,1538,5,2014-05-19 00:00:00.000,2014-05-28 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2014-05-28 00:00:00.000,2014
2999,4,4,255,1560,5,2014-05-21 00:00:00.000,2014-05-30 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2014-05-30 00:00:00.000,2014
3029,4,4,255,1680,5,2014-05-23 00:00:00.000,2014-06-01 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379,2014-06-01 00:00:00.000,2014
3049,4,4,255,1632,5,2014-05-24 00:00:00.000,2014-06-02 00:00:00.000,62092.8,4967.424,1552.32,68612.544,2014-06-02 00:00:00.000,2014
3079,4,4,255,1692,5,2014-05-27 00:00:00.000,2014-06-05 00:00:00.000,6756.12,540.4896,168.903,7465.5126,2014-06-05 00:00:00.000,2014
3109,4,4,255,1584,5,2014-05-29 00:00:00.000,2014-06-07 00:00:00.000,6754.86,540.3888,168.8715,7464.1203,2014-06-07 00:00:00.000,2014
3129,4,4,255,1608,5,2014-05-30 00:00:00.000,2014-06-08 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2014-06-08 00:00:00.000,2014
3209,4,4,255,1576,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2014-06-15 00:00:00.000,2014
3229,4,4,255,1602,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192,2014-06-16 00:00:00.000,2014
3329,4,4,255,1648,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,142.4115,11.3929,3.5603,157.3647,2014-06-26 00:00:00.000,2014
3369,4,4,255,1514,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2014-06-28 00:00:00.000,2014
3499,4,4,255,1582,5,2014-06-28 00:00:00.000,2014-07-07 00:00:00.000,694.1655,55.5332,17.3541,767.0528,2014-07-07 00:00:00.000,2014
3539,4,4,255,1650,5,2014-07-02 00:00:00.000,2014-07-11 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2014-07-11 00:00:00.000,2014
3549,4,4,255,1690,5,2014-07-02 00:00:00.000,2014-07-11 00:00:00.000,146.286,11.7029,3.6572,161.6461,2014-07-11 00:00:00.000,2014
3579,4,4,255,1510,5,2014-07-04 00:00:00.000,2014-07-13 00:00:00.000,143.0415,11.4433,3.576,158.0608,2014-07-13 00:00:00.000,2014
3629,4,4,255,1566,5,2014-07-09 00:00:00.000,2014-07-18 00:00:00.000,102.564,8.2051,2.5641,113.3332,2014-07-18 00:00:00.000,2014
3769,4,4,255,1538,5,2014-07-19 00:00:00.000,2014-07-28 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2014-07-28 00:00:00.000,2014
43,4,4,257,1582,5,2012-01-16 00:00:00.000,2012-01-25 00:00:00.000,427.9275,34.2342,10.6982,472.8599,2012-01-25 00:00:00.000,2012
63,4,4,257,1534,5,2012-01-24 00:00:00.000,2012-02-02 00:00:00.000,429.345,34.3476,10.7336,474.4262,2012-02-02 00:00:00.000,2012
83,4,4,257,1650,5,2012-02-09 00:00:00.000,2012-02-18 00:00:00.000,171.0765,13.6861,4.2769,189.0395,2012-02-18 00:00:00.000,2012
93,4,4,257,1690,5,2012-02-27 00:00:00.000,2012-03-07 00:00:00.000,146.286,11.7029,3.6572,161.6461,2012-03-07 00:00:00.000,2012
143,4,4,257,1614,5,2012-04-11 00:00:00.000,2012-04-20 00:00:00.000,415.8,33.264,10.395,459.459,2012-04-20 00:00:00.000,2012
173,4,4,257,1566,5,2012-06-11 00:00:00.000,2012-06-20 00:00:00.000,102.564,8.2051,2.5641,113.3332,2012-06-20 00:00:00.000,2012
223,4,4,257,1588,5,2012-08-16 00:00:00.000,2012-08-25 00:00:00.000,40471.2,3237.696,1011.78,44720.676,2012-08-25 00:00:00.000,2012
233,4,4,257,1578,5,2012-08-28 00:00:00.000,2012-09-06 00:00:00.000,26720.925,2137.674,668.0231,29526.6221,2012-09-06 00:00:00.000,2012
313,4,4,257,1538,5,2013-04-24 00:00:00.000,2013-05-03 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2013-05-03 00:00:00.000,2013
333,4,4,257,1560,5,2013-04-25 00:00:00.000,2013-05-04 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2013-05-04 00:00:00.000,2013
403,4,4,257,1616,5,2013-06-25 00:00:00.000,2013-07-04 00:00:00.000,414.855,33.1884,10.3714,458.4148,2013-07-04 00:00:00.000,2013
413,4,4,257,1692,5,2013-07-30 00:00:00.000,2013-08-08 00:00:00.000,9948.33,795.8664,248.7083,10992.9047,2013-08-08 00:00:00.000,2013
501,4,4,257,1538,5,2013-08-10 00:00:00.000,2013-08-19 00:00:00.000,37843.575,3027.486,946.0894,41817.1504,2013-08-19 00:00:00.000,2013
521,4,4,257,1560,5,2013-08-12 00:00:00.000,2013-08-21 00:00:00.000,13669.425,1093.554,341.7356,15104.7146,2013-08-21 00:00:00.000,2013
605,4,4,257,1692,5,2013-08-18 00:00:00.000,2013-08-27 00:00:00.000,16393.23,1311.4584,409.8308,18114.5192,2013-08-27 00:00:00.000,2013
643,4,4,257,1584,5,2013-08-21 00:00:00.000,2013-08-30 00:00:00.000,2979.27,238.3416,74.4818,3292.0934,2013-08-30 00:00:00.000,2013
663,4,4,257,1608,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,5948.25,475.86,148.7063,6572.8163,2013-08-31 00:00:00.000,2013
723,4,4,257,1620,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,5711.475,456.918,142.7869,6311.1799,2013-09-06 00:00:00.000,2013
743,4,4,257,1576,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348,2013-09-07 00:00:00.000,2013
767,4,4,257,1602,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,1525.23,122.0184,38.1308,1685.3792,2013-09-10 00:00:00.000,2013
807,4,4,257,1666,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,814.59,65.1672,20.3648,900.122,2013-09-13 00:00:00.000,2013
915,4,4,257,1514,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703,2013-09-24 00:00:00.000,2013
925,4,4,257,1496,5,2013-09-17 00:00:00.000,2013-09-26 00:00:00.000,2069.2665,165.5413,51.7317,2286.5395,2013-09-26 00:00:00.000,2013
955,4,4,257,1646,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,19236.525,1538.922,480.9131,21256.3601,2013-10-01 00:00:00.000,2013
