responseID_primary key_cleaned,variable,value
839,Independence,4
84,Independence,4
840,Independence,4
841,Independence,4
842,Independence,4
843,Independence,4
844,Independence,3
845,Independence,4
846,Independence,3
85,Independence,4
86,Independence,4
87,Independence,3
88,Independence,3
89,Independence,4
9,Independence,4
90,Independence,2
91,Independence,4
92,Independence,3
93,Independence,5
94,Independence,4
95,Independence,5
96,Independence,4
97,Independence,5
98,Independence,4
99,Independence,1
1,Industry salary,4
10,Industry salary,3
100,Industry salary,3
101,Industry salary,4
102,Industry salary,4
103,Industry salary,3
104,Industry salary,4
105,Industry salary,4
106,Industry salary,5
107,Industry salary,4
108,Industry salary,3
109,Industry salary,4
11,Industry salary,3
110,Industry salary,3
111,Industry salary,4
112,Industry salary,3
113,Industry salary,2
114,Industry salary,4
115,Industry salary,4
116,Industry salary,3
117,Industry salary,4
118,Industry salary,2
119,Industry salary,3
12,Industry salary,3
120,Industry salary,3
121,Industry salary,2
122,Industry salary,3
123,Industry salary,3
124,Industry salary,4
125,Industry salary,3
126,Industry salary,4
127,Industry salary,4
128,Industry salary,5
129,Industry salary,5
13,Industry salary,2
130,Industry salary,3
131,Industry salary,3
132,Industry salary,3
133,Industry salary,5
134,Industry salary,4
135,Industry salary,4
136,Industry salary,4
137,Industry salary,4
138,Industry salary,2
139,Industry salary,4
14,Industry salary,3
140,Industry salary,4
141,Industry salary,3
142,Industry salary,4
143,Industry salary,5
144,Industry salary,3
145,Industry salary,4
146,Industry salary,4
147,Industry salary,3
148,Industry salary,3
149,Industry salary,4
15,Industry salary,3
150,Industry salary,4
151,Industry salary,4
152,Industry salary,5
153,Industry salary,4
154,Industry salary,3
155,Industry salary,2
156,Industry salary,4
157,Industry salary,4
158,Industry salary,4
159,Industry salary,4
16,Industry salary,4
160,Industry salary,4
161,Industry salary,4
162,Industry salary,5
163,Industry salary,4
164,Industry salary,5
165,Industry salary,3
166,Industry salary,4
167,Industry salary,3
168,Industry salary,4
169,Industry salary,4
17,Industry salary,3
170,Industry salary,2
171,Industry salary,4
172,Industry salary,3
173,Industry salary,4
174,Industry salary,4
175,Industry salary,3
176,Industry salary,4
177,Industry salary,4
178,Industry salary,3
179,Industry salary,4
18,Industry salary,3
180,Industry salary,3
181,Industry salary,3
182,Industry salary,5
183,Industry salary,5
184,Industry salary,4
185,Industry salary,5
186,Industry salary,4
187,Industry salary,4
188,Industry salary,3
189,Industry salary,4
19,Industry salary,3
190,Industry salary,2
191,Industry salary,3
192,Industry salary,5
193,Industry salary,3
194,Industry salary,5
195,Industry salary,3
196,Industry salary,4
197,Industry salary,3
198,Industry salary,3
199,Industry salary,5
2,Industry salary,3
20,Industry salary,3
200,Industry salary,4
201,Industry salary,3
202,Industry salary,3
203,Industry salary,5
204,Industry salary,3
205,Industry salary,3
206,Industry salary,3
207,Industry salary,3
208,Industry salary,4
209,Industry salary,3
21,Industry salary,3
210,Industry salary,2
211,Industry salary,1
212,Industry salary,4
213,Industry salary,4
214,Industry salary,4
215,Industry salary,3
216,Industry salary,4
217,Industry salary,4
218,Industry salary,3
219,Industry salary,3
22,Industry salary,4
220,Industry salary,4
221,Industry salary,2
222,Industry salary,3
223,Industry salary,4
224,Industry salary,5
225,Industry salary,4
226,Industry salary,5
227,Industry salary,5
228,Industry salary,5
229,Industry salary,4
23,Industry salary,3
230,Industry salary,3
231,Industry salary,4
232,Industry salary,5
233,Industry salary,2
234,Industry salary,3
235,Industry salary,4
236,Industry salary,3
237,Industry salary,4
238,Industry salary,3
239,Industry salary,4
24,Industry salary,5
240,Industry salary,4
241,Industry salary,4
242,Industry salary,3
243,Industry salary,4
244,Industry salary,3
245,Industry salary,4
246,Industry salary,3
247,Industry salary,4
248,Industry salary,4
249,Industry salary,3
25,Industry salary,4
250,Industry salary,2
251,Industry salary,4
252,Industry salary,4
253,Industry salary,3
254,Industry salary,5
255,Industry salary,5
256,Industry salary,4
257,Industry salary,5
258,Industry salary,3
259,Industry salary,3
26,Industry salary,5
260,Industry salary,4
261,Industry salary,3
262,Industry salary,3
263,Industry salary,2
264,Industry salary,5
265,Industry salary,4
266,Industry salary,3
267,Industry salary,5
268,Industry salary,3
269,Industry salary,3
27,Industry salary,4
270,Industry salary,4
271,Industry salary,4
272,Industry salary,3
273,Industry salary,3
274,Industry salary,5
275,Industry salary,4
276,Industry salary,4
277,Industry salary,4
278,Industry salary,4
279,Industry salary,3
28,Industry salary,2
280,Industry salary,2
281,Industry salary,3
282,Industry salary,3
283,Industry salary,3
284,Industry salary,4
285,Industry salary,4
286,Industry salary,3
287,Industry salary,4
288,Industry salary,3
289,Industry salary,3
29,Industry salary,4
290,Industry salary,4
291,Industry salary,4
292,Industry salary,4
293,Industry salary,5
294,Industry salary,5
295,Industry salary,3
296,Industry salary,3
297,Industry salary,4
298,Industry salary,4
299,Industry salary,5
3,Industry salary,3
30,Industry salary,3
300,Industry salary,5
301,Industry salary,3
302,Industry salary,4
303,Industry salary,4
304,Industry salary,4
305,Industry salary,4
306,Industry salary,4
307,Industry salary,3
308,Industry salary,4
309,Industry salary,3
31,Industry salary,3
310,Industry salary,4
311,Industry salary,4
312,Industry salary,4
313,Industry salary,3
314,Industry salary,3
315,Industry salary,5
316,Industry salary,5
317,Industry salary,4
318,Industry salary,3
319,Industry salary,4
32,Industry salary,3
320,Industry salary,3
321,Industry salary,4
322,Industry salary,3
323,Industry salary,4
324,Industry salary,3
325,Industry salary,3
326,Industry salary,4
327,Industry salary,5
328,Industry salary,3
329,Industry salary,3
33,Industry salary,5
330,Industry salary,4
331,Industry salary,4
332,Industry salary,3
333,Industry salary,3
334,Industry salary,3
335,Industry salary,5
336,Industry salary,3
337,Industry salary,3
338,Industry salary,3
339,Industry salary,4
34,Industry salary,3
340,Industry salary,3
341,Industry salary,4
342,Industry salary,3
343,Industry salary,5
344,Industry salary,4
345,Industry salary,5
346,Industry salary,4
347,Industry salary,4
348,Industry salary,4
349,Industry salary,3
35,Industry salary,4
350,Industry salary,4
351,Industry salary,1
352,Industry salary,3
353,Industry salary,3
354,Industry salary,3
355,Industry salary,4
356,Industry salary,4
357,Industry salary,2
358,Industry salary,4
359,Industry salary,3
36,Industry salary,4
360,Industry salary,3
361,Industry salary,4
362,Industry salary,4
363,Industry salary,5
364,Industry salary,4
365,Industry salary,4
366,Industry salary,3
367,Industry salary,3
368,Industry salary,4
369,Industry salary,4
37,Industry salary,4
370,Industry salary,3
371,Industry salary,3
372,Industry salary,2
373,Industry salary,3
374,Industry salary,2
375,Industry salary,3
376,Industry salary,3
377,Industry salary,3
378,Industry salary,4
379,Industry salary,3
38,Industry salary,3
380,Industry salary,3
381,Industry salary,5
382,Industry salary,3
383,Industry salary,3
384,Industry salary,1
385,Industry salary,3
386,Industry salary,4
387,Industry salary,3
388,Industry salary,3
389,Industry salary,4
39,Industry salary,5
390,Industry salary,4
391,Industry salary,4
392,Industry salary,2
393,Industry salary,5
394,Industry salary,5
395,Industry salary,4
396,Industry salary,2
397,Industry salary,4
398,Industry salary,2
399,Industry salary,3
4,Industry salary,4
40,Industry salary,4
400,Industry salary,3
401,Industry salary,4
402,Industry salary,4
403,Industry salary,3
404,Industry salary,4
405,Industry salary,4
406,Industry salary,3
407,Industry salary,4
408,Industry salary,3
409,Industry salary,3
41,Industry salary,3
410,Industry salary,3
411,Industry salary,5
412,Industry salary,3
413,Industry salary,5
414,Industry salary,4
415,Industry salary,4
416,Industry salary,2
417,Industry salary,3
418,Industry salary,3
419,Industry salary,3
42,Industry salary,4
420,Industry salary,2
421,Industry salary,3
422,Industry salary,4
423,Industry salary,5
424,Industry salary,5
425,Industry salary,5
426,Industry salary,4
427,Industry salary,2
428,Industry salary,5
429,Industry salary,3
43,Industry salary,4
430,Industry salary,3
431,Industry salary,2
432,Industry salary,4
433,Industry salary,4
434,Industry salary,4
435,Industry salary,3
436,Industry salary,3
437,Industry salary,4
438,Industry salary,3
439,Industry salary,3
44,Industry salary,4
440,Industry salary,4
441,Industry salary,4
442,Industry salary,4
443,Industry salary,3
444,Industry salary,3
445,Industry salary,4
446,Industry salary,1
447,Industry salary,4
448,Industry salary,3
449,Industry salary,5
45,Industry salary,3
450,Industry salary,4
451,Industry salary,5
452,Industry salary,3
453,Industry salary,3
454,Industry salary,3
455,Industry salary,4
456,Industry salary,4
457,Industry salary,4
458,Industry salary,4
459,Industry salary,3
46,Industry salary,4
460,Industry salary,4
461,Industry salary,4
462,Industry salary,5
463,Industry salary,4
464,Industry salary,5
465,Industry salary,4
466,Industry salary,2
467,Industry salary,4
468,Industry salary,3
469,Industry salary,4
47,Industry salary,4
470,Industry salary,5
471,Industry salary,4
472,Industry salary,4
473,Industry salary,4
474,Industry salary,3
475,Industry salary,3
476,Industry salary,3
477,Industry salary,4
478,Industry salary,4
479,Industry salary,4
48,Industry salary,3
480,Industry salary,4
481,Industry salary,5
482,Industry salary,5
483,Industry salary,3
484,Industry salary,3
485,Industry salary,3
486,Industry salary,3
487,Industry salary,3
488,Industry salary,3
489,Industry salary,4
49,Industry salary,4
490,Industry salary,3
491,Industry salary,4
492,Industry salary,3
493,Industry salary,5
494,Industry salary,4
495,Industry salary,4
496,Industry salary,3
497,Industry salary,4
498,Industry salary,4
499,Industry salary,3
5,Industry salary,4
50,Industry salary,2
500,Industry salary,4
501,Industry salary,4
502,Industry salary,4
503,Industry salary,4
504,Industry salary,4
505,Industry salary,2
506,Industry salary,5
507,Industry salary,4
508,Industry salary,4
509,Industry salary,4
51,Industry salary,1
510,Industry salary,4
511,Industry salary,3
512,Industry salary,4
513,Industry salary,4
514,Industry salary,4
515,Industry salary,5
516,Industry salary,4
517,Industry salary,4
518,Industry salary,4
519,Industry salary,4
52,Industry salary,3
520,Industry salary,4
521,Industry salary,4
522,Industry salary,4
523,Industry salary,4
524,Industry salary,5
525,Industry salary,3
526,Industry salary,4
527,Industry salary,4
528,Industry salary,4
529,Industry salary,4
53,Industry salary,3
530,Industry salary,4
531,Industry salary,3
532,Industry salary,3
533,Industry salary,4
534,Industry salary,4
535,Industry salary,4
536,Industry salary,3
537,Industry salary,3
538,Industry salary,5
539,Industry salary,3
54,Industry salary,3
540,Industry salary,4
541,Industry salary,3
542,Industry salary,3
543,Industry salary,4
544,Industry salary,5
545,Industry salary,5
546,Industry salary,4
547,Industry salary,5
548,Industry salary,4
549,Industry salary,5
55,Industry salary,3
550,Industry salary,4
551,Industry salary,3
552,Industry salary,3
553,Industry salary,4
554,Industry salary,3
555,Industry salary,5
556,Industry salary,4
557,Industry salary,4
558,Industry salary,4
559,Industry salary,4
56,Industry salary,3
560,Industry salary,2
561,Industry salary,4
562,Industry salary,3
563,Industry salary,4
564,Industry salary,3
565,Industry salary,4
566,Industry salary,2
567,Industry salary,4
568,Industry salary,3
569,Industry salary,4
57,Industry salary,3
570,Industry salary,4
571,Industry salary,4
572,Industry salary,4
573,Industry salary,4
574,Industry salary,4
575,Industry salary,4
576,Industry salary,3
577,Industry salary,4
578,Industry salary,3
579,Industry salary,5
58,Industry salary,4
580,Industry salary,5
581,Industry salary,4
582,Industry salary,3
583,Industry salary,4
584,Industry salary,3
585,Industry salary,4
586,Industry salary,4
587,Industry salary,3
588,Industry salary,3
589,Industry salary,3
59,Industry salary,3
590,Industry salary,4
591,Industry salary,3
592,Industry salary,4
593,Industry salary,3
594,Industry salary,4
595,Industry salary,3
596,Industry salary,4
597,Industry salary,2
598,Industry salary,2
599,Industry salary,3
6,Industry salary,3
60,Industry salary,3
600,Industry salary,5
601,Industry salary,4
602,Industry salary,4
603,Industry salary,4
604,Industry salary,4
605,Industry salary,1
606,Industry salary,5
607,Industry salary,4
608,Industry salary,3
609,Industry salary,4
61,Industry salary,3
610,Industry salary,4
611,Industry salary,4
612,Industry salary,4
613,Industry salary,4
614,Industry salary,4
615,Industry salary,4
616,Industry salary,4
617,Industry salary,4
618,Industry salary,4
619,Industry salary,4
62,Industry salary,3
620,Industry salary,4
621,Industry salary,3
622,Industry salary,4
623,Industry salary,5
624,Industry salary,4
625,Industry salary,4
626,Industry salary,4
627,Industry salary,2
628,Industry salary,4
629,Industry salary,5
63,Industry salary,5
630,Industry salary,4
631,Industry salary,4
632,Industry salary,4
633,Industry salary,5
634,Industry salary,4
635,Industry salary,1
636,Industry salary,3
637,Industry salary,4
638,Industry salary,3
639,Industry salary,5
64,Industry salary,4
640,Industry salary,3
641,Industry salary,3
642,Industry salary,3
643,Industry salary,3
644,Industry salary,3
645,Industry salary,4
646,Industry salary,5
647,Industry salary,4
648,Industry salary,5
649,Industry salary,4
65,Industry salary,4
650,Industry salary,3
651,Industry salary,4
652,Industry salary,3
653,Industry salary,3
654,Industry salary,4
655,Industry salary,4
656,Industry salary,4
657,Industry salary,4
658,Industry salary,4
659,Industry salary,4
66,Industry salary,2
660,Industry salary,4
661,Industry salary,3
662,Industry salary,4
663,Industry salary,4
664,Industry salary,3
665,Industry salary,4
666,Industry salary,4
667,Industry salary,4
668,Industry salary,4
669,Industry salary,2
67,Industry salary,4
670,Industry salary,3
671,Industry salary,5
672,Industry salary,2
673,Industry salary,4
674,Industry salary,4
675,Industry salary,4
676,Industry salary,4
677,Industry salary,3
678,Industry salary,3
679,Industry salary,4
68,Industry salary,3
680,Industry salary,3
681,Industry salary,4
682,Industry salary,4
683,Industry salary,3
684,Industry salary,5
685,Industry salary,4
686,Industry salary,3
687,Industry salary,4
688,Industry salary,4
689,Industry salary,4
69,Industry salary,3
690,Industry salary,4
691,Industry salary,4
692,Industry salary,2
693,Industry salary,3
694,Industry salary,3
695,Industry salary,4
696,Industry salary,4
697,Industry salary,4
698,Industry salary,3
699,Industry salary,5
7,Industry salary,4
70,Industry salary,5
700,Industry salary,4
701,Industry salary,3
702,Industry salary,4
703,Industry salary,4
704,Industry salary,3
705,Industry salary,4
706,Industry salary,4
707,Industry salary,3
708,Industry salary,3
709,Industry salary,3
71,Industry salary,3
710,Industry salary,3
711,Industry salary,4
712,Industry salary,5
713,Industry salary,4
714,Industry salary,4
715,Industry salary,3
716,Industry salary,4
717,Industry salary,3
718,Industry salary,2
719,Industry salary,4
72,Industry salary,5
720,Industry salary,3
721,Industry salary,3
722,Industry salary,4
723,Industry salary,3
724,Industry salary,5
725,Industry salary,4
726,Industry salary,3
727,Industry salary,3
728,Industry salary,4
729,Industry salary,4
73,Industry salary,3
730,Industry salary,4
731,Industry salary,5
732,Industry salary,1
733,Industry salary,3
734,Industry salary,5
735,Industry salary,4
736,Industry salary,4
737,Industry salary,5
738,Industry salary,4
739,Industry salary,3
74,Industry salary,4
740,Industry salary,4
741,Industry salary,4
742,Industry salary,4
743,Industry salary,4
744,Industry salary,4
745,Industry salary,5
746,Industry salary,4
747,Industry salary,4
748,Industry salary,3
749,Industry salary,4
75,Industry salary,3
750,Industry salary,2
751,Industry salary,1
752,Industry salary,4
753,Industry salary,5
754,Industry salary,3
755,Industry salary,5
756,Industry salary,4
757,Industry salary,4
758,Industry salary,3
759,Industry salary,4
76,Industry salary,3
760,Industry salary,4
761,Industry salary,3
762,Industry salary,1
763,Industry salary,4
764,Industry salary,5
765,Industry salary,3
766,Industry salary,4
767,Industry salary,3
768,Industry salary,4
769,Industry salary,4
77,Industry salary,5
770,Industry salary,4
771,Industry salary,4
772,Industry salary,4
773,Industry salary,3
774,Industry salary,4
775,Industry salary,4
776,Industry salary,5
777,Industry salary,5
778,Industry salary,3
779,Industry salary,5
78,Industry salary,4
780,Industry salary,4
781,Industry salary,3
782,Industry salary,5
783,Industry salary,5
784,Industry salary,5
785,Industry salary,1
786,Industry salary,4
787,Industry salary,3
788,Industry salary,5
789,Industry salary,4
79,Industry salary,4
790,Industry salary,3
791,Industry salary,4
792,Industry salary,3
793,Industry salary,4
794,Industry salary,3
795,Industry salary,4
796,Industry salary,3
797,Industry salary,4
798,Industry salary,4
799,Industry salary,3
8,Industry salary,3
80,Industry salary,4
800,Industry salary,2
801,Industry salary,5
802,Industry salary,3
803,Industry salary,4
804,Industry salary,4
805,Industry salary,4
806,Industry salary,4
807,Industry salary,4
808,Industry salary,4
809,Industry salary,3
81,Industry salary,3
810,Industry salary,1
811,Industry salary,2
812,Industry salary,3
813,Industry salary,3
814,Industry salary,4
815,Industry salary,5
816,Industry salary,3
817,Industry salary,4
818,Industry salary,3
819,Industry salary,4
82,Industry salary,4
820,Industry salary,2
821,Industry salary,2
822,Industry salary,2
823,Industry salary,4
824,Industry salary,4
825,Industry salary,2
826,Industry salary,5
827,Industry salary,5
828,Industry salary,5
829,Industry salary,4
83,Industry salary,4
830,Industry salary,4
831,Industry salary,5
832,Industry salary,3
833,Industry salary,2
834,Industry salary,4
835,Industry salary,4
836,Industry salary,5
837,Industry salary,3
838,Industry salary,3
839,Industry salary,4
84,Industry salary,4
840,Industry salary,3
841,Industry salary,3
842,Industry salary,4
843,Industry salary,4
844,Industry salary,3
845,Industry salary,4
846,Industry salary,3
85,Industry salary,3
86,Industry salary,4
87,Industry salary,3
88,Industry salary,3
89,Industry salary,4
9,Industry salary,4
90,Industry salary,3
91,Industry salary,4
92,Industry salary,3
93,Industry salary,4
94,Industry salary,4
95,Industry salary,3
96,Industry salary,3
97,Industry salary,4
98,Industry salary,3
99,Industry salary,1
1,Interesting,5
10,Interesting,4
100,Interesting,5
101,Interesting,5
102,Interesting,4
103,Interesting,4
104,Interesting,5
105,Interesting,5
106,Interesting,4
107,Interesting,5
108,Interesting,3
109,Interesting,4
11,Interesting,5
110,Interesting,4
111,Interesting,5
112,Interesting,3
113,Interesting,4
114,Interesting,4
115,Interesting,5
116,Interesting,5
117,Interesting,4
118,Interesting,5
119,Interesting,5
12,Interesting,4
120,Interesting,4
121,Interesting,5
122,Interesting,5
123,Interesting,5
124,Interesting,5
125,Interesting,5
126,Interesting,5
127,Interesting,5
128,Interesting,4
129,Interesting,4
13,Interesting,4
130,Interesting,4
131,Interesting,5
132,Interesting,5
133,Interesting,5
134,Interesting,4
135,Interesting,4
136,Interesting,5
137,Interesting,5
138,Interesting,4
139,Interesting,5
14,Interesting,4
140,Interesting,5
141,Interesting,4
142,Interesting,4
143,Interesting,4
144,Interesting,4
145,Interesting,5
146,Interesting,4
147,Interesting,5
148,Interesting,4
149,Interesting,4
15,Interesting,4
150,Interesting,4
151,Interesting,4
152,Interesting,5
153,Interesting,5
154,Interesting,5
155,Interesting,5
156,Interesting,5
157,Interesting,4
158,Interesting,5
159,Interesting,4
16,Interesting,3
160,Interesting,5
161,Interesting,5
162,Interesting,4
163,Interesting,4
164,Interesting,5
165,Interesting,5
166,Interesting,5
167,Interesting,5
168,Interesting,4
169,Interesting,5
17,Interesting,5
170,Interesting,3
171,Interesting,4
172,Interesting,5
173,Interesting,5
174,Interesting,4
175,Interesting,4
176,Interesting,4
177,Interesting,5
178,Interesting,5
179,Interesting,5
18,Interesting,5
180,Interesting,5
181,Interesting,4
182,Interesting,4
183,Interesting,4
184,Interesting,5
185,Interesting,3
186,Interesting,5
187,Interesting,5
188,Interesting,5
189,Interesting,5
19,Interesting,4
190,Interesting,5
191,Interesting,5
192,Interesting,4
193,Interesting,5
194,Interesting,5
195,Interesting,4
196,Interesting,4
197,Interesting,4
198,Interesting,5
199,Interesting,4
2,Interesting,5
20,Interesting,5
200,Interesting,4
201,Interesting,4
202,Interesting,5
203,Interesting,5
204,Interesting,4
205,Interesting,5
206,Interesting,4
207,Interesting,5
208,Interesting,5
209,Interesting,5
21,Interesting,4
210,Interesting,4
211,Interesting,5
212,Interesting,5
213,Interesting,3
214,Interesting,5
215,Interesting,3
216,Interesting,3
217,Interesting,5
218,Interesting,4
219,Interesting,5
22,Interesting,5
220,Interesting,5
221,Interesting,4
222,Interesting,5
223,Interesting,5
224,Interesting,5
225,Interesting,4
226,Interesting,5
227,Interesting,5
228,Interesting,4
229,Interesting,5
23,Interesting,5
230,Interesting,5
231,Interesting,5
232,Interesting,5
233,Interesting,4
234,Interesting,3
235,Interesting,4
236,Interesting,4
237,Interesting,5
238,Interesting,5
239,Interesting,5
24,Interesting,5
240,Interesting,5
241,Interesting,5
242,Interesting,4
243,Interesting,5
244,Interesting,4
245,Interesting,5
246,Interesting,5
247,Interesting,5
248,Interesting,4
249,Interesting,5
25,Interesting,4
250,Interesting,5
251,Interesting,4
252,Interesting,4
253,Interesting,4
254,Interesting,5
255,Interesting,5
256,Interesting,4
257,Interesting,4
258,Interesting,5
259,Interesting,4
26,Interesting,5
260,Interesting,5
261,Interesting,5
262,Interesting,4
263,Interesting,4
264,Interesting,5
265,Interesting,4
266,Interesting,3
267,Interesting,4
268,Interesting,5
269,Interesting,5
27,Interesting,4
270,Interesting,5
271,Interesting,5
272,Interesting,5
273,Interesting,4
274,Interesting,5
275,Interesting,5
276,Interesting,3
277,Interesting,5
278,Interesting,5
279,Interesting,3
28,Interesting,5
280,Interesting,5
281,Interesting,3
282,Interesting,3
283,Interesting,4
284,Interesting,5
285,Interesting,5
286,Interesting,4
287,Interesting,4
288,Interesting,4
289,Interesting,4
29,Interesting,5
290,Interesting,5
291,Interesting,6
292,Interesting,3
293,Interesting,4
294,Interesting,5
295,Interesting,5
296,Interesting,5
297,Interesting,5
298,Interesting,5
299,Interesting,5
3,Interesting,5
30,Interesting,4
300,Interesting,5
301,Interesting,5
302,Interesting,4
303,Interesting,5
304,Interesting,3
305,Interesting,5
306,Interesting,5
307,Interesting,5
308,Interesting,5
309,Interesting,4
31,Interesting,4
310,Interesting,4
311,Interesting,5
312,Interesting,5
313,Interesting,4
314,Interesting,4
315,Interesting,5
316,Interesting,5
317,Interesting,5
318,Interesting,4
319,Interesting,5
32,Interesting,5
320,Interesting,3
321,Interesting,5
322,Interesting,5
323,Interesting,4
324,Interesting,4
325,Interesting,2
326,Interesting,4
327,Interesting,5
328,Interesting,4
329,Interesting,4
33,Interesting,5
330,Interesting,4
331,Interesting,5
332,Interesting,5
333,Interesting,4
334,Interesting,3
335,Interesting,5
336,Interesting,4
337,Interesting,4
338,Interesting,5
339,Interesting,5
34,Interesting,5
340,Interesting,5
341,Interesting,5
342,Interesting,5
343,Interesting,5
344,Interesting,5
345,Interesting,5
346,Interesting,5
347,Interesting,5
348,Interesting,3
349,Interesting,3
35,Interesting,4
350,Interesting,5
351,Interesting,1
352,Interesting,5
353,Interesting,5
354,Interesting,5
355,Interesting,4
356,Interesting,4
357,Interesting,3
358,Interesting,4
359,Interesting,4
36,Interesting,5
360,Interesting,5
361,Interesting,5
362,Interesting,5
363,Interesting,5
364,Interesting,5
365,Interesting,4
366,Interesting,5
367,Interesting,4
368,Interesting,5
369,Interesting,5
37,Interesting,5
370,Interesting,4
371,Interesting,5
372,Interesting,5
373,Interesting,5
374,Interesting,5
375,Interesting,5
376,Interesting,5
377,Interesting,4
378,Interesting,4
379,Interesting,4
38,Interesting,5
380,Interesting,3
381,Interesting,5
382,Interesting,5
383,Interesting,5
384,Interesting,5
385,Interesting,5
386,Interesting,5
387,Interesting,5
388,Interesting,5
389,Interesting,5
39,Interesting,4
390,Interesting,4
391,Interesting,2
392,Interesting,4
393,Interesting,4
394,Interesting,4
395,Interesting,4
396,Interesting,4
397,Interesting,4
398,Interesting,5
399,Interesting,5
4,Interesting,5
40,Interesting,4
400,Interesting,4
401,Interesting,5
402,Interesting,4
403,Interesting,5
404,Interesting,5
405,Interesting,5
406,Interesting,5
407,Interesting,4
408,Interesting,5
409,Interesting,5
41,Interesting,5
410,Interesting,4
411,Interesting,4
412,Interesting,3
413,Interesting,5
414,Interesting,5
415,Interesting,4
416,Interesting,4
417,Interesting,3
418,Interesting,4
419,Interesting,4
42,Interesting,4
420,Interesting,5
421,Interesting,3
422,Interesting,3
423,Interesting,5
424,Interesting,5
425,Interesting,4
426,Interesting,5
427,Interesting,5
428,Interesting,5
429,Interesting,4
43,Interesting,5
430,Interesting,5
431,Interesting,4
432,Interesting,5
433,Interesting,4
434,Interesting,5
435,Interesting,3
436,Interesting,4
437,Interesting,5
438,Interesting,5
439,Interesting,5
44,Interesting,5
440,Interesting,5
441,Interesting,4
442,Interesting,4
443,Interesting,5
444,Interesting,3
445,Interesting,5
446,Interesting,5
447,Interesting,5
448,Interesting,5
449,Interesting,4
45,Interesting,5
450,Interesting,5
451,Interesting,4
452,Interesting,3
453,Interesting,5
454,Interesting,4
455,Interesting,5
456,Interesting,4
457,Interesting,4
458,Interesting,5
459,Interesting,3
46,Interesting,4
460,Interesting,5
461,Interesting,5
462,Interesting,5
463,Interesting,2
464,Interesting,5
465,Interesting,4
466,Interesting,5
467,Interesting,5
468,Interesting,4
469,Interesting,5
47,Interesting,4
470,Interesting,5
471,Interesting,4
472,Interesting,5
473,Interesting,4
474,Interesting,5
475,Interesting,5
476,Interesting,5
477,Interesting,5
478,Interesting,4
479,Interesting,5
48,Interesting,4
480,Interesting,5
481,Interesting,4
482,Interesting,5
483,Interesting,4
484,Interesting,4
485,Interesting,5
486,Interesting,5
487,Interesting,4
488,Interesting,5
489,Interesting,5
49,Interesting,5
490,Interesting,5
491,Interesting,5
492,Interesting,5
493,Interesting,5
494,Interesting,4
495,Interesting,4
496,Interesting,4
497,Interesting,4
498,Interesting,5
499,Interesting,5
5,Interesting,5
50,Interesting,4
500,Interesting,5
501,Interesting,4
502,Interesting,5
503,Interesting,4
504,Interesting,2
505,Interesting,4
506,Interesting,5
507,Interesting,5
508,Interesting,5
509,Interesting,4
51,Interesting,5
510,Interesting,4
511,Interesting,5
512,Interesting,5
513,Interesting,4
514,Interesting,4
515,Interesting,5
516,Interesting,5
517,Interesting,5
518,Interesting,5
519,Interesting,4
52,Interesting,4
520,Interesting,5
521,Interesting,4
522,Interesting,5
523,Interesting,4
524,Interesting,5
525,Interesting,5
526,Interesting,5
527,Interesting,5
528,Interesting,5
529,Interesting,4
53,Interesting,5
530,Interesting,4
531,Interesting,4
532,Interesting,5
533,Interesting,5
534,Interesting,4
535,Interesting,5
536,Interesting,5
537,Interesting,4
538,Interesting,4
539,Interesting,4
54,Interesting,4
540,Interesting,5
541,Interesting,5
542,Interesting,5
543,Interesting,5
544,Interesting,5
545,Interesting,4
546,Interesting,4
547,Interesting,5
548,Interesting,5
549,Interesting,5
55,Interesting,5
550,Interesting,5
551,Interesting,4
552,Interesting,4
553,Interesting,4
554,Interesting,4
555,Interesting,4
556,Interesting,4
557,Interesting,4
558,Interesting,5
559,Interesting,3
56,Interesting,5
560,Interesting,3
561,Interesting,4
562,Interesting,4
563,Interesting,5
564,Interesting,5
565,Interesting,4
566,Interesting,1
567,Interesting,4
568,Interesting,4
569,Interesting,5
57,Interesting,5
570,Interesting,4
571,Interesting,4
572,Interesting,4
573,Interesting,4
574,Interesting,5
575,Interesting,3
576,Interesting,5
577,Interesting,5
578,Interesting,5
579,Interesting,4
58,Interesting,5
580,Interesting,5
581,Interesting,4
582,Interesting,5
583,Interesting,5
584,Interesting,4
585,Interesting,5
586,Interesting,4
587,Interesting,4
588,Interesting,4
589,Interesting,5
59,Interesting,5
590,Interesting,5
591,Interesting,5
592,Interesting,4
593,Interesting,5
594,Interesting,5
595,Interesting,4
596,Interesting,5
597,Interesting,3
598,Interesting,5
599,Interesting,4
6,Interesting,4
60,Interesting,4
600,Interesting,5
601,Interesting,3
602,Interesting,5
603,Interesting,3
604,Interesting,5
605,Interesting,5
606,Interesting,4
607,Interesting,4
608,Interesting,5
609,Interesting,4
61,Interesting,5
610,Interesting,4
611,Interesting,5
612,Interesting,5
613,Interesting,5
614,Interesting,5
615,Interesting,5
616,Interesting,5
617,Interesting,5
618,Interesting,3
619,Interesting,5
62,Interesting,4
620,Interesting,4
621,Interesting,4
622,Interesting,5
623,Interesting,5
624,Interesting,4
625,Interesting,3
626,Interesting,4
627,Interesting,5
628,Interesting,5
629,Interesting,5
63,Interesting,2
630,Interesting,4
