responseID,responseID_primary key_cleaned,variable,value
714,513,Personal DV,4
727,523,Personal DV,5
745,537,Personal DV,5
769,552,Personal DV,4
771,553,Personal DV,5
779,556,Personal DV,4
780,557,Personal DV,5
800,568,Personal DV,4
807,570,Personal DV,3
809,571,Personal DV,5
810,572,Personal DV,4
821,579,Personal DV,5
828,584,Personal DV,4
842,595,Personal DV,5
885,620,Personal DV,3
959,665,Personal DV,4
962,666,Personal DV,4
983,680,Personal DV,5
1005,693,Personal DV,4
1013,698,Personal DV,5
1039,715,Personal DV,3
1040,716,Personal DV,3
1087,740,Personal DV,5
1097,746,Personal DV,5
1114,756,Personal DV,5
1163,788,Personal DV,4
1164,789,Personal DV,4
1177,798,Personal DV,4
1185,802,Personal DV,4
1201,809,Personal DV,3
1211,817,Personal DV,5
1222,823,Personal DV,5
1259,844,Personal DV,4
1260,845,Personal DV,4
8,7,Personal DV,5
18,16,Personal DV,4
75,63,Personal DV,4
83,69,Personal DV,4
84,70,Personal DV,4
91,75,Personal DV,4
99,82,Personal DV,4
122,99,Personal DV,4
133,108,Personal DV,4
137,112,Personal DV,5
228,170,Personal DV,4
254,185,Personal DV,3
289,213,Personal DV,4
294,215,Personal DV,3
296,216,Personal DV,5
327,234,Personal DV,5
366,266,Personal DV,4
379,276,Personal DV,5
385,279,Personal DV,5
387,281,Personal DV,5
388,282,Personal DV,5
398,291,Personal DV,4
400,292,Personal DV,5
414,304,Personal DV,5
437,320,Personal DV,5
446,325,Personal DV,4
457,334,Personal DV,4
476,348,Personal DV,3
477,349,Personal DV,4
479,351,Personal DV,1
487,357,Personal DV,4
518,380,Personal DV,3
533,391,Personal DV,5
561,412,Personal DV,6
568,417,Personal DV,5
573,421,Personal DV,4
576,422,Personal DV,4
597,435,Personal DV,5
611,444,Personal DV,4
624,452,Personal DV,4
634,459,Personal DV,5
638,463,Personal DV,4
700,504,Personal DV,4
783,559,Personal DV,5
785,560,Personal DV,4
797,566,Personal DV,4
814,575,Personal DV,4
846,597,Personal DV,5
856,601,Personal DV,5
859,603,Personal DV,5
883,618,Personal DV,4
894,625,Personal DV,3
905,632,Personal DV,3
908,635,Personal DV,3
915,638,Personal DV,4
925,646,Personal DV,4
947,658,Personal DV,4
966,670,Personal DV,4
981,678,Personal DV,4
990,684,Personal DV,5
1028,707,Personal DV,4
1032,711,Personal DV,4
1035,714,Personal DV,5
1069,729,Personal DV,4
1099,747,Personal DV,4
1179,799,Personal DV,4
1182,800,Personal DV,3
1187,804,Personal DV,4
1194,808,Personal DV,5
1202,810,Personal DV,3
1203,811,Personal DV,4
1218,821,Personal DV,2
1241,833,Personal DV,5
9,8,Professional DV,5
19,17,Professional DV,5
25,20,Professional DV,5
30,24,Professional DV,5
44,37,Professional DV,5
52,43,Professional DV,5
68,57,Professional DV,5
94,78,Professional DV,5
116,94,Professional DV,5
121,98,Professional DV,5
123,100,Professional DV,5
128,105,Professional DV,5
136,111,Professional DV,5
147,119,Professional DV,5
155,126,Professional DV,5
167,133,Professional DV,5
170,136,Professional DV,5
201,152,Professional DV,5
206,154,Professional DV,5
221,165,Professional DV,5
223,167,Professional DV,5
244,178,Professional DV,5
247,179,Professional DV,5
256,187,Professional DV,5
258,188,Professional DV,5
261,191,Professional DV,5
276,202,Professional DV,5
279,205,Professional DV,5
281,207,Professional DV,5
288,212,Professional DV,5
305,222,Professional DV,5
313,227,Professional DV,5
321,231,Professional DV,5
323,232,Professional DV,5
353,255,Professional DV,5
359,260,Professional DV,5
360,261,Professional DV,5
371,271,Professional DV,5
390,284,Professional DV,5
391,285,Professional DV,5
407,297,Professional DV,5
413,303,Professional DV,5
435,319,Professional DV,5
461,338,Professional DV,5
462,339,Professional DV,5
464,340,Professional DV,5
482,353,Professional DV,5
493,361,Professional DV,5
498,364,Professional DV,5
501,366,Professional DV,5
504,369,Professional DV,5
509,373,Professional DV,5
511,374,Professional DV,5
514,376,Professional DV,5
520,382,Professional DV,5
526,386,Professional DV,5
527,387,Professional DV,5
547,401,Professional DV,5
550,404,Professional DV,5
584,426,Professional DV,5
596,434,Professional DV,5
632,458,Professional DV,5
636,461,Professional DV,5
646,470,Professional DV,5
648,472,Professional DV,5
653,474,Professional DV,5
670,485,Professional DV,5
672,486,Professional DV,5
676,489,Professional DV,5
694,499,Professional DV,5
713,512,Professional DV,5
718,516,Professional DV,5
719,517,Professional DV,5
743,535,Professional DV,5
744,536,Professional DV,5
792,563,Professional DV,5
829,585,Professional DV,5
840,593,Professional DV,5
875,611,Professional DV,5
878,613,Professional DV,5
881,616,Professional DV,5
890,622,Professional DV,5
901,629,Professional DV,5
907,634,Professional DV,5
916,639,Professional DV,5
935,650,Professional DV,5
938,652,Professional DV,5
942,653,Professional DV,5
991,685,Professional DV,5
1001,690,Professional DV,5
1012,697,Professional DV,5
1057,723,Professional DV,5
1067,727,Professional DV,5
1078,734,Professional DV,5
1095,744,Professional DV,5
1126,765,Professional DV,5
1127,766,Professional DV,5
1150,782,Professional DV,5
1172,795,Professional DV,5
1188,805,Professional DV,5
1190,807,Professional DV,5
1219,822,Professional DV,5
1,1,Professional DV,5
4,4,Professional DV,5
40,33,Professional DV,5
50,41,Professional DV,5
73,61,Professional DV,5
96,80,Professional DV,5
98,81,Professional DV,5
101,83,Professional DV,5
118,95,Professional DV,5
124,101,Professional DV,5
177,140,Professional DV,5
215,160,Professional DV,5
216,161,Professional DV,5
242,177,Professional DV,5
259,189,Professional DV,5
308,224,Professional DV,5
331,237,Professional DV,5
337,243,Professional DV,5
409,299,Professional DV,5
410,300,Professional DV,5
411,301,Professional DV,5
417,306,Professional DV,5
427,312,Professional DV,5
430,315,Professional DV,5
448,327,Professional DV,5
471,345,Professional DV,5
519,381,Professional DV,5
531,389,Professional DV,5
541,398,Professional DV,5
549,403,Professional DV,5
555,409,Professional DV,5
562,413,Professional DV,5
564,414,Professional DV,5
579,424,Professional DV,5
610,443,Professional DV,5
615,446,Professional DV,5
616,447,Professional DV,5
637,462,Professional DV,5
642,467,Professional DV,5
660,477,Professional DV,5
677,490,Professional DV,5
702,506,Professional DV,5
717,515,Professional DV,5
728,524,Professional DV,5
749,541,Professional DV,5
753,544,Professional DV,5
765,549,Professional DV,5
766,550,Professional DV,5
802,569,Professional DV,5
817,577,Professional DV,5
823,580,Professional DV,5
882,617,Professional DV,5
896,627,Professional DV,5
898,628,Professional DV,5
912,637,Professional DV,5
924,645,Professional DV,5
933,649,Professional DV,5
945,656,Professional DV,5
971,673,Professional DV,5
1014,699,Professional DV,5
1015,700,Professional DV,5
1033,712,Professional DV,5
1055,722,Professional DV,5
1059,724,Professional DV,5
1071,731,Professional DV,5
1072,732,Professional DV,5
1079,735,Professional DV,5
1082,737,Professional DV,5
1113,755,Professional DV,5
1144,777,Professional DV,5
1154,784,Professional DV,5
1173,796,Professional DV,5
1206,814,Professional DV,5
1236,830,Professional DV,5
1238,831,Professional DV,5
3,3,Professional DV,5
27,22,Professional DV,5
39,32,Professional DV,5
63,53,Professional DV,5
71,59,Professional DV,5
76,64,Professional DV,5
82,68,Professional DV,5
166,132,Professional DV,5
188,145,Professional DV,5
220,164,Professional DV,5
222,166,Professional DV,5
237,173,Professional DV,5
263,193,Professional DV,5
334,240,Professional DV,5
345,250,Professional DV,5
416,305,Professional DV,5
530,388,Professional DV,5
594,432,Professional DV,5
635,460,Professional DV,5
641,466,Professional DV,5
730,526,Professional DV,5
748,540,Professional DV,5
750,542,Professional DV,5
847,598,Professional DV,5
909,636,Professional DV,5
917,640,Professional DV,5
952,661,Professional DV,5
982,679,Professional DV,5
1003,692,Professional DV,5
1081,736,Professional DV,5
1121,762,Professional DV,5
20,18,Professional DV,4
32,26,Professional DV,4
36,29,Professional DV,4
41,34,Professional DV,4
43,36,Professional DV,4
46,38,Professional DV,4
59,49,Professional DV,4
65,55,Professional DV,4
90,74,Professional DV,4
93,77,Professional DV,4
110,89,Professional DV,4
144,116,Professional DV,4
151,123,Professional DV,4
152,124,Professional DV,4
172,137,Professional DV,4
212,158,Professional DV,4
248,180,Professional DV,4
255,186,Professional DV,4
272,198,Professional DV,4
286,211,Professional DV,4
299,219,Professional DV,4
333,239,Professional DV,4
335,241,Professional DV,4
352,254,Professional DV,4
369,269,Professional DV,4
380,277,Professional DV,4
381,278,Professional DV,4
406,296,Professional DV,4
438,321,Professional DV,4
467,343,Professional DV,4
474,347,Professional DV,4
521,383,Professional DV,4
551,405,Professional DV,4
585,427,Professional DV,4
605,439,Professional DV,4
614,445,Professional DV,4
639,464,Professional DV,4
655,475,Professional DV,4
692,498,Professional DV,4
706,507,Professional DV,4
707,508,Professional DV,4
712,511,Professional DV,4
723,520,Professional DV,4
762,547,Professional DV,4
781,558,Professional DV,4
812,574,Professional DV,4
815,576,Professional DV,4
834,589,Professional DV,4
841,594,Professional DV,4
877,612,Professional DV,4
884,619,Professional DV,4
944,655,Professional DV,4
953,662,Professional DV,4
967,671,Professional DV,4
977,676,Professional DV,4
987,682,Professional DV,4
992,686,Professional DV,4
997,688,Professional DV,4
1007,694,Professional DV,4
1027,706,Professional DV,4
1029,708,Professional DV,4
1075,733,Professional DV,4
1107,751,Professional DV,4
1111,753,Professional DV,4
1119,760,Professional DV,4
1135,772,Professional DV,4
1138,774,Professional DV,4
1140,775,Professional DV,4
1169,792,Professional DV,4
1189,806,Professional DV,4
1204,812,Professional DV,4
1209,815,Professional DV,4
1243,834,Professional DV,4
1253,839,Professional DV,4
1261,846,Professional DV,4
54,45,Professional DV,3
157,127,Professional DV,3
264,194,Professional DV,3
283,209,Professional DV,3
306,223,Professional DV,3
364,264,Professional DV,3
554,408,Professional DV,3
858,602,Professional DV,3
923,644,Professional DV,3
972,674,Professional DV,3
1031,710,Professional DV,3
1147,780,Professional DV,3
1232,827,Professional DV,3
1247,836,Professional DV,3
1258,843,Professional DV,3
13,11,Professional DV,5
53,44,Professional DV,5
111,90,Professional DV,3
150,122,Professional DV,3
176,139,Professional DV,5
209,156,Professional DV,3
234,172,Professional DV,2
370,270,Professional DV,5
397,290,Professional DV,5
421,308,Professional DV,5
431,316,Professional DV,5
466,342,Professional DV,3
478,350,Professional DV,5
483,354,Professional DV,5
491,360,Professional DV,5
506,371,Professional DV,3
524,384,Professional DV,5
542,399,Professional DV,3
572,420,Professional DV,3
586,428,Professional DV,3
662,479,Professional DV,2
667,482,Professional DV,5
720,518,Professional DV,5
733,528,Professional DV,2
737,532,Professional DV,5
827,583,Professional DV,3
861,604,Professional DV,5
868,608,Professional DV,3
892,623,Professional DV,6
930,647,Professional DV,5
943,654,Professional DV,5
974,675,Professional DV,5
1042,718,Professional DV,3
1091,742,Professional DV,5
1112,754,Professional DV,5
1162,787,Professional DV,2
1186,803,Professional DV,5
1205,813,Professional DV,5
1212,818,Professional DV,5
1228,825,Professional DV,3
1233,828,Professional DV,3
2,2,Professional DV,4
35,28,Professional DV,4
61,51,Professional DV,4
67,56,Professional DV,4
92,76,Professional DV,4
114,92,Professional DV,4
163,131,Professional DV,4
227,169,Professional DV,4
252,184,Professional DV,4
297,217,Professional DV,4
300,220,Professional DV,4
341,246,Professional DV,4
356,258,Professional DV,4
378,275,Professional DV,4
386,280,Professional DV,4
408,298,Professional DV,4
420,307,Professional DV,4
453,331,Professional DV,4
458,335,Professional DV,4
473,346,Professional DV,4
497,363,Professional DV,4
503,368,Professional DV,4
589,430,Professional DV,4
599,437,Professional DV,4
607,440,Professional DV,4
620,450,Professional DV,4
628,455,Professional DV,4
674,488,Professional DV,4
678,491,Professional DV,4
679,492,Professional DV,4
725,522,Professional DV,4
731,527,Professional DV,4
752,543,Professional DV,4
820,578,Professional DV,4
826,582,Professional DV,4
958,664,Professional DV,4
965,669,Professional DV,4
1019,703,Professional DV,4
1048,720,Professional DV,4
1117,759,Professional DV,4
1129,768,Professional DV,4
1240,832,Professional DV,4
28,23,Professional DV,4
69,58,Professional DV,4
78,66,Professional DV,4
88,73,Professional DV,4
127,104,Professional DV,4
132,107,Professional DV,4
143,115,Professional DV,4
146,118,Professional DV,4
154,125,Professional DV,4
202,153,Professional DV,4
207,155,Professional DV,4
260,190,Professional DV,4
282,208,Professional DV,4
292,214,Professional DV,4
319,230,Professional DV,4
332,238,Professional DV,4
340,245,Professional DV,4
342,247,Professional DV,4
344,249,Professional DV,4
368,268,Professional DV,4
372,272,Professional DV,4
375,274,Professional DV,4
402,294,Professional DV,4
404,295,Professional DV,4
432,317,Professional DV,4
439,322,Professional DV,4
455,332,Professional DV,4
465,341,Professional DV,4
468,344,Professional DV,4
480,352,Professional DV,4
494,362,Professional DV,4
525,385,Professional DV,4
552,406,Professional DV,4
578,423,Professional DV,4
602,438,Professional DV,4
625,453,Professional DV,4
645,469,Professional DV,4
659,476,Professional DV,4
665,480,Professional DV,4
680,493,Professional DV,4
695,500,Professional DV,4
697,502,Professional DV,4
729,525,Professional DV,4
738,533,Professional DV,4
763,548,Professional DV,4
793,564,Professional DV,4
837,590,Professional DV,4
838,591,Professional DV,4
845,596,Professional DV,4
854,600,Professional DV,4
879,614,Professional DV,4
880,615,Professional DV,4
932,648,Professional DV,4
963,667,Professional DV,4
964,668,Professional DV,4
980,677,Professional DV,4
1010,696,Professional DV,4
1016,701,Professional DV,4
1020,704,Professional DV,4
1025,705,Professional DV,4
1034,713,Professional DV,4
1043,719,Professional DV,4
1086,739,Professional DV,4
1142,776,Professional DV,4
1145,778,Professional DV,4
1161,786,Professional DV,4
1170,793,Professional DV,4
1171,794,Professional DV,4
1256,841,Professional DV,4
5,5,Professional DV,5
95,79,Professional DV,4
149,121,Professional DV,4
191,147,Professional DV,5
277,203,Professional DV,3
311,226,Professional DV,4
316,229,Professional DV,3
426,311,Professional DV,3
508,372,Professional DV,4
513,375,Professional DV,4
617,448,Professional DV,4
862,605,Professional DV,4
969,672,Professional DV,5
1002,691,Professional DV,4
1128,767,Professional DV,4
1225,824,Professional DV,3
1235,829,Professional DV,4
26,21,Professional DV,4
34,27,Professional DV,5
48,39,Professional DV,5
55,46,Professional DV,5
62,52,Professional DV,5
120,97,Professional DV,4
131,106,Professional DV,5
135,110,Professional DV,5
184,143,Professional DV,5
200,151,Professional DV,5
231,171,Professional DV,5
262,192,Professional DV,4
265,195,Professional DV,4
273,199,Professional DV,4
278,204,Professional DV,5
315,228,Professional DV,4
347,251,Professional DV,5
354,256,Professional DV,5
355,257,Professional DV,4
395,288,Professional DV,4
412,302,Professional DV,5
447,326,Professional DV,4
459,336,Professional DV,3
460,337,Professional DV,3
558,410,Professional DV,5
609,442,Professional DV,4
629,456,Professional DV,5
630,457,Professional DV,4
682,494,Professional DV,5
687,495,Professional DV,4
691,497,Professional DV,5
736,531,Professional DV,4
747,539,Professional DV,3
761,546,Professional DV,4
773,554,Professional DV,4
777,555,Professional DV,4
787,562,Professional DV,4
824,581,Professional DV,5
830,586,Professional DV,4
833,588,Professional DV,5
851,599,Professional DV,4
870,609,Professional DV,5
871,610,Professional DV,5
893,624,Professional DV,5
906,633,Professional DV,5
919,641,Professional DV,5
920,642,Professional DV,4
921,643,Professional DV,3
1060,725,Professional DV,5
1070,730,Professional DV,3
1085,738,Professional DV,5
1090,741,Professional DV,3
1092,743,Professional DV,5
1096,745,Professional DV,4
1103,750,Professional DV,4
1123,763,Professional DV,4
1125,764,Professional DV,5
1146,779,Professional DV,5
1159,785,Professional DV,5
1214,819,Professional DV,5
1230,826,Professional DV,4
1248,837,Professional DV,4
1249,838,Professional DV,4
1254,840,Professional DV,3
6,6,Professional DV,4
17,15,Professional DV,5
31,25,Professional DV,4
51,42,Professional DV,5
85,71,Professional DV,4
102,84,Professional DV,2
139,113,Professional DV,4
148,120,Professional DV,3
173,138,Professional DV,4
190,146,Professional DV,3
192,148,Professional DV,4
210,157,Professional DV,4
213,159,Professional DV,4
238,174,Professional DV,4
250,182,Professional DV,4
251,183,Professional DV,5
285,210,Professional DV,4
303,221,Professional DV,3
338,244,Professional DV,3
343,248,Professional DV,5
362,262,Professional DV,4
363,263,Professional DV,4
365,265,Professional DV,4
367,267,Professional DV,4
392,286,Professional DV,4
394,287,Professional DV,4
396,289,Professional DV,4
424,310,Professional DV,5
445,324,Professional DV,3
450,328,Professional DV,4
456,333,Professional DV,5
505,370,Professional DV,5
534,392,Professional DV,5
537,395,Professional DV,4
545,400,Professional DV,4
548,402,Professional DV,5
565,415,Professional DV,5
567,416,Professional DV,5
581,425,Professional DV,4
588,429,Professional DV,3
590,431,Professional DV,4
643,468,Professional DV,4
669,484,Professional DV,4
716,514,Professional DV,5
722,519,Professional DV,4
734,529,Professional DV,4
735,530,Professional DV,4
746,538,Professional DV,3
768,551,Professional DV,3
796,565,Professional DV,5
811,573,Professional DV,4
863,606,Professional DV,3
865,607,Professional DV,5
887,621,Professional DV,4
895,626,Professional DV,3
937,651,Professional DV,2
946,657,Professional DV,5
948,659,Professional DV,4
951,660,Professional DV,3
984,681,Professional DV,4
995,687,Professional DV,3
1008,695,Professional DV,5
1030,709,Professional DV,4
1041,717,Professional DV,4
1101,748,Professional DV,5
1102,749,Professional DV,3
1109,752,Professional DV,4
1120,761,Professional DV,5
1131,769,Professional DV,5
1149,781,Professional DV,5
1165,790,Professional DV,5
1168,791,Professional DV,5
1175,797,Professional DV,4
1210,816,Professional DV,5
1216,820,Professional DV,4
1245,835,Professional DV,3
1257,842,Professional DV,4
15,13,Professional DV,4
16,14,Professional DV,4
24,19,Professional DV,5
60,50,Professional DV,5
64,54,Professional DV,4
74,62,Professional DV,5
80,67,Professional DV,5
87,72,Professional DV,4
104,85,Professional DV,5
105,86,Professional DV,5
106,87,Professional DV,5
115,93,Professional DV,5
119,96,Professional DV,5
126,103,Professional DV,5
140,114,Professional DV,3
145,117,Professional DV,5
159,128,Professional DV,5
161,129,Professional DV,4
168,134,Professional DV,4
180,141,Professional DV,3
182,142,Professional DV,5
194,150,Professional DV,3
219,163,Professional DV,5
239,175,Professional DV,4
249,181,Professional DV,5
270,197,Professional DV,4
274,200,Professional DV,5
275,201,Professional DV,4
325,233,Professional DV,3
330,236,Professional DV,3
336,242,Professional DV,4
374,273,Professional DV,4
401,293,Professional DV,5
428,313,Professional DV,5
433,318,Professional DV,4
440,323,Professional DV,5
499,365,Professional DV,5
515,377,Professional DV,5
517,379,Professional DV,4
536,394,Professional DV,4
538,396,Professional DV,4
595,433,Professional DV,4
618,449,Professional DV,4
621,451,Professional DV,4
626,454,Professional DV,5
661,478,Professional DV,4
666,481,Professional DV,4
690,496,Professional DV,4
724,521,Professional DV,4
742,534,Professional DV,5
755,545,Professional DV,5
786,561,Professional DV,4
798,567,Professional DV,4
832,587,Professional DV,4
839,592,Professional DV,4
902,630,Professional DV,4
903,631,Professional DV,4
954,663,Professional DV,5
988,683,Professional DV,4
998,689,Professional DV,4
1017,702,Professional DV,5
1050,721,Professional DV,5
1063,726,Professional DV,5
1068,728,Professional DV,4
1115,757,Professional DV,4
1116,758,Professional DV,3
1132,770,Professional DV,4
1133,771,Professional DV,5
1136,773,Professional DV,4
1152,783,Professional DV,5
1184,801,Professional DV,5
11,9,Professional DV,4
12,10,Professional DV,4
14,12,Professional DV,4
37,30,Professional DV,5
38,31,Professional DV,5
42,35,Professional DV,4
49,40,Professional DV,4
56,47,Professional DV,5
58,48,Professional DV,4
72,60,Professional DV,4
77,65,Professional DV,5
109,88,Professional DV,5
113,91,Professional DV,4
125,102,Professional DV,5
134,109,Professional DV,4
162,130,Professional DV,4
169,135,Professional DV,4
185,144,Professional DV,5
193,149,Professional DV,5
218,162,Professional DV,5
225,168,Professional DV,4
241,176,Professional DV,4
269,196,Professional DV,5
280,206,Professional DV,4
298,218,Professional DV,4
309,225,Professional DV,4
328,235,Professional DV,5
349,252,Professional DV,5
350,253,Professional DV,5
357,259,Professional DV,5
389,283,Professional DV,4
423,309,Professional DV,4
429,314,Professional DV,4
451,329,Professional DV,4
452,330,Professional DV,4
484,355,Professional DV,5
486,356,Professional DV,3
488,358,Professional DV,4
489,359,Professional DV,4
502,367,Professional DV,4
516,378,Professional DV,4
532,390,Professional DV,4
535,393,Professional DV,5
539,397,Professional DV,5
553,407,Professional DV,3
560,411,Professional DV,4
569,418,Professional DV,4
571,419,Professional DV,4
598,436,Professional DV,4
608,441,Professional DV,5
640,465,Professional DV,3
647,471,Professional DV,4
651,473,Professional DV,4
668,483,Professional DV,4
673,487,Professional DV,4
696,501,Professional DV,3
698,503,Professional DV,5
701,505,Professional DV,3
709,509,Professional DV,4
710,510,Professional DV,4
714,513,Professional DV,4
727,523,Professional DV,4
745,537,Professional DV,5
769,552,Professional DV,4
771,553,Professional DV,5
779,556,Professional DV,2
780,557,Professional DV,5
800,568,Professional DV,4
807,570,Professional DV,3
809,571,Professional DV,5
810,572,Professional DV,4
821,579,Professional DV,4
828,584,Professional DV,4
842,595,Professional DV,4
885,620,Professional DV,4
959,665,Professional DV,4
962,666,Professional DV,4
983,680,Professional DV,5
1005,693,Professional DV,4
1013,698,Professional DV,5
1039,715,Professional DV,3
1040,716,Professional DV,3
1087,740,Professional DV,5
1097,746,Professional DV,5
1114,756,Professional DV,5
1163,788,Professional DV,4
1164,789,Professional DV,4
1177,798,Professional DV,4
1185,802,Professional DV,4
1201,809,Professional DV,3
1211,817,Professional DV,4
1222,823,Professional DV,3
1259,844,Professional DV,5
1260,845,Professional DV,4
8,7,Professional DV,5
18,16,Professional DV,4
75,63,Professional DV,4
83,69,Professional DV,5
84,70,Professional DV,4
91,75,Professional DV,4
99,82,Professional DV,4
122,99,Professional DV,4
133,108,Professional DV,5
137,112,Professional DV,5
228,170,Professional DV,4
254,185,Professional DV,2
289,213,Professional DV,4
294,215,Professional DV,4
296,216,Professional DV,5
327,234,Professional DV,4
366,266,Professional DV,4
379,276,Professional DV,5
385,279,Professional DV,5
387,281,Professional DV,4
388,282,Professional DV,4
398,291,Professional DV,4
400,292,Professional DV,5
414,304,Professional DV,5
437,320,Professional DV,5
446,325,Professional DV,4
457,334,Professional DV,4
476,348,Professional DV,4
477,349,Professional DV,4
479,351,Professional DV,4
487,357,Professional DV,5
518,380,Professional DV,3
533,391,Professional DV,5
561,412,Professional DV,6
568,417,Professional DV,4
573,421,Professional DV,4
576,422,Professional DV,4
597,435,Professional DV,5
611,444,Professional DV,4
624,452,Professional DV,4
634,459,Professional DV,4
638,463,Professional DV,4
700,504,Professional DV,4
783,559,Professional DV,4
785,560,Professional DV,5
797,566,Professional DV,3
814,575,Professional DV,4
846,597,Professional DV,4
856,601,Professional DV,3
859,603,Professional DV,5
883,618,Professional DV,4
894,625,Professional DV,4
905,632,Professional DV,4
908,635,Professional DV,4
915,638,Professional DV,4
925,646,Professional DV,4
947,658,Professional DV,4
966,670,Professional DV,4
981,678,Professional DV,3
990,684,Professional DV,4
1028,707,Professional DV,4
1032,711,Professional DV,4
1035,714,Professional DV,5
1069,729,Professional DV,5
1099,747,Professional DV,3
1179,799,Professional DV,4
1182,800,Professional DV,3
1187,804,Professional DV,4
1194,808,Professional DV,5
1202,810,Professional DV,5
1203,811,Professional DV,3
1218,821,Professional DV,5
1241,833,Professional DV,5
9,8,Independence,4
19,17,Independence,4
25,20,Independence,4
30,24,Independence,3
44,37,Independence,5
52,43,Independence,3
68,57,Independence,5
94,78,Independence,4
116,94,Independence,4
121,98,Independence,4
123,100,Independence,4
128,105,Independence,4
136,111,Independence,3
147,119,Independence,3
155,126,Independence,4
167,133,Independence,5
170,136,Independence,4
201,152,Independence,5
206,154,Independence,4
221,165,Independence,5
223,167,Independence,3
244,178,Independence,3
247,179,Independence,5
256,187,Independence,4
258,188,Independence,3
261,191,Independence,4
276,202,Independence,5
279,205,Independence,4
281,207,Independence,3
288,212,Independence,4
305,222,Independence,4
313,227,Independence,5
321,231,Independence,3
323,232,Independence,5
353,255,Independence,4
359,260,Independence,5
360,261,Independence,3
371,271,Independence,3
390,284,Independence,3
391,285,Independence,3
407,297,Independence,5
413,303,Independence,4
435,319,Independence,4
461,338,Independence,4
462,339,Independence,3
464,340,Independence,5
482,353,Independence,4
493,361,Independence,4
498,364,Independence,4
501,366,Independence,4
504,369,Independence,4
509,373,Independence,5
511,374,Independence,3
514,376,Independence,4
520,382,Independence,2
526,386,Independence,5
527,387,Independence,4
547,401,Independence,4
550,404,Independence,4
584,426,Independence,4
596,434,Independence,3
632,458,Independence,4
636,461,Independence,3
646,470,Independence,5
648,472,Independence,4
653,474,Independence,4
670,485,Independence,4
672,486,Independence,4
676,489,Independence,4
694,499,Independence,4
713,512,Independence,3
718,516,Independence,5
719,517,Independence,4
743,535,Independence,4
744,536,Independence,4
792,563,Independence,5
829,585,Independence,5
840,593,Independence,4
875,611,Independence,3
878,613,Independence,3
881,616,Independence,4
890,622,Independence,5
901,629,Independence,5
907,634,Independence,4
916,639,Independence,3
935,650,Independence,3
938,652,Independence,3
942,653,Independence,4
991,685,Independence,4
1001,690,Independence,3
1012,697,Independence,3
1057,723,Independence,3
1067,727,Independence,5
1078,734,Independence,5
1095,744,Independence,5
1126,765,Independence,4
1127,766,Independence,3
1150,782,Independence,5
1172,795,Independence,4
1188,805,Independence,3
1190,807,Independence,4
1219,822,Independence,3
1,1,Independence,5
4,4,Independence,4
40,33,Independence,5
50,41,Independence,3
73,61,Independence,5
96,80,Independence,4
98,81,Independence,3
101,83,Independence,4
118,95,Independence,5
124,101,Independence,5
177,140,Independence,4
215,160,Independence,5
216,161,Independence,5
242,177,Independence,5
259,189,Independence,5
308,224,Independence,5
331,237,Independence,5
337,243,Independence,5
409,299,Independence,5
410,300,Independence,5
411,301,Independence,4
417,306,Independence,3
427,312,Independence,4
430,315,Independence,5
448,327,Independence,5
471,345,Independence,5
519,381,Independence,5
531,389,Independence,4
541,398,Independence,4
549,403,Independence,4
555,409,Independence,4
562,413,Independence,5
564,414,Independence,5
579,424,Independence,4
610,443,Independence,5
615,446,Independence,4
616,447,Independence,3
637,462,Independence,5
642,467,Independence,4
660,477,Independence,5
677,490,Independence,5
702,506,Independence,4
717,515,Independence,5
728,524,Independence,5
749,541,Independence,5
753,544,Independence,5
765,549,Independence,4
766,550,Independence,4
802,569,Independence,5
817,577,Independence,5
823,580,Independence,5
882,617,Independence,5
896,627,Independence,4
898,628,Independence,4
912,637,Independence,3
924,645,Independence,3
933,649,Independence,4
945,656,Independence,5
971,673,Independence,4
1014,699,Independence,3
1015,700,Independence,5
1033,712,Independence,5
1055,722,Independence,4
1059,724,Independence,5
1071,731,Independence,5
1072,732,Independence,5
1079,735,Independence,4
1082,737,Independence,4
1113,755,Independence,5
1144,777,Independence,5
1154,784,Independence,5
1173,796,Independence,3
1206,814,Independence,4
1236,830,Independence,4
1238,831,Independence,4
3,3,Independence,4
27,22,Independence,5
39,32,Independence,4
63,53,Independence,4
71,59,Independence,3
76,64,Independence,3
82,68,Independence,4
166,132,Independence,4
188,145,Independence,5
220,164,Independence,4
222,166,Independence,4
237,173,Independence,5
263,193,Independence,5
334,240,Independence,4
345,250,Independence,4
416,305,Independence,2
530,388,Independence,3
594,432,Independence,5
635,460,Independence,4
641,466,Independence,5
730,526,Independence,4
748,540,Independence,4
750,542,Independence,3
847,598,Independence,3
909,636,Independence,4
917,640,Independence,4
952,661,Independence,3
982,679,Independence,4
1003,692,Independence,3
1081,736,Independence,4
1121,762,Independence,4
20,18,Independence,3
32,26,Independence,5
36,29,Independence,3
41,34,Independence,3
43,36,Independence,4
46,38,Independence,4
59,49,Independence,4
65,55,Independence,4
90,74,Independence,4
93,77,Independence,5
110,89,Independence,4
144,116,Independence,3
151,123,Independence,5
152,124,Independence,4
172,137,Independence,3
212,158,Independence,3
248,180,Independence,3
255,186,Independence,4
272,198,Independence,4
286,211,Independence,2
299,219,Independence,3
333,239,Independence,5
335,241,Independence,4
352,254,Independence,4
