ProductID,ManufacturerName,ProductName,Description,CategoryName,Price,CostPrice
150,"MIRU","MIRU W5","reinvent integrated vortals","Portable chargers",1044.4,939.96
151,"PRESTIGIO","PRESTIGIO K1","transform ubiquitous supply-chains","Portable chargers",1248.97,1124.07
152,"PRESTIGIO","PRESTIGIO K2","scale global relationships","Portable chargers",1603.78,1443.4
153,"PRESTIGIO","PRESTIGIO K3","leverage vertical channels","Portable chargers",1768.29,1591.46
154,"PRESTIGIO","PRESTIGIO K4","matrix cross-media vortals","Portable chargers",1635.75,1472.18
155,"PRESTIGIO","PRESTIGIO K5","exploit strategic web-readiness","Portable chargers",1589.05,1430.15
156,"BASEUS","BASEUS 5","revolutionize transparent methodologies","Portable chargers",2844.78,2560.3
157,"BASEUS","BASEUS 6","aggregate impactful e-commerce","Portable chargers",2711.94,2440.75
158,"BASEUS","BASEUS 7","maximize best-of-breed bandwidth","Portable chargers",2409.81,2168.83
159,"BASEUS","BASEUS 8","deliver clicks-and-mortar action-items","Portable chargers",1463.41,1317.07
160,"BASEUS","BASEUS 9","recontextualize synergistic initiatives","Portable chargers",1397.46,1257.71
161,"ESPERANZA","ESPERANZA1","redefine virtual experiences","Portable chargers",1231.87,1108.68
162,"ESPERANZA","ESPERANZA2","e-enable viral infomediaries","Portable chargers",2065.94,1859.35
163,"ESPERANZA","ESPERANZA3","engineer frictionless deliverables","Portable chargers",185.27,166.74
164,"ESPERANZA","ESPERANZA4","visualize collaborative experiences","Portable chargers",1801.13,1621.02
165,"ESPERANZA","ESPERANZA5","incentivize web-enabled schemas","Portable chargers",1021.63,919.47
166,"ESPERANZA","ESPERANZA6","matrix open-source users","Portable chargers",1370.6,1233.54
167,"ESPERANZA","ESPERANZA7","integrate revolutionary platforms","Portable chargers",1039.74,935.77
168,"ESPERANZA","ESPERANZA8","mesh web-enabled deliverables","Portable chargers",1151.76,1036.58
169,"ESPERANZA","ESPERANZA9","extend dot-com technologies","Portable chargers",1174.44,1057
179,"LENOVO","LENOVO M1","reintermediate bricks-and-clicks initiatives","LapTop",2464.79,2218.31
180,"LENOVO","LENOVO M2","incentivize transparent platforms","LapTop",2877.83,2590.05
181,"LENOVO","LENOVO M3","monetize next-generation content","LapTop",1526.14,1373.53
182,"LENOVO","LENOVO M4","reintermediate 24/365 functionalities","LapTop",427.35,384.62
183,"LENOVO","LENOVO M5","aggregate collaborative deliverables","LapTop",142.8,128.52
184,"LENOVO","LENOVO M6","monetize vertical infrastructures","LapTop",1892.47,1703.22
185,"LENOVO","LENOVO M7","incubate mission-critical action-items","LapTop",117.18,105.46
186,"LENOVO","LENOVO M8","strategize front-end eyeballs","LapTop",1434.13,1290.72
187,"BQ MOBILE","BQ Lite1","empower magnetic niches","LapTop",2563.32,2306.99
188,"BQ MOBILE","BQ Lite2","synergize rich markets","LapTop",1529.12,1376.21
189,"BQ MOBILE","BQ Lite3","seize leading-edge platforms","LapTop",647.1,582.39
190,"BQ MOBILE","BQ Lite4","engage synergistic methodologies","LapTop",1914.82,1723.34
191,"BQ MOBILE","BQ Lite5","scale cutting-edge methodologies","LapTop",1334.97,1201.47
192,"BQ MOBILE","BQ Lite6","envisioneer dot-com web services","LapTop",1632.3,1469.07
193,"BQ MOBILE","BQ Lite7","leverage innovative e-business","LapTop",1885.62,1697.06
194,"BQ MOBILE","BQ Pro1","exploit seamless communities","LapTop",2360.66,2124.59
195,"BQ MOBILE","BQ Pro2","evolve cross-media models","LapTop",274.6,247.14
196,"BQ MOBILE","BQ Pro3","deliver e-business convergence","LapTop",2020.16,1818.14
197,"BQ MOBILE","BQ Pro4","engage world-class e-services","LapTop",1396.54,1256.89
198,"BQ MOBILE","BQ Pro5","deliver virtual supply-chains","LapTop",1784.44,1606
199,"BQ MOBILE","BQ Pro6","maximize cutting-edge markets","LapTop",1475.01,1327.51
200,"BQ MOBILE","BQ Pro7","incentivize revolutionary communities","LapTop",1690.4,1521.36
201,"PRESTIGIO","PRESTIGIO G1","e-enable cross-platform infomediaries","LapTop",1662.69,1496.42
202,"PRESTIGIO","PRESTIGIO G2","scale bricks-and-clicks users","LapTop",1071.5,964.35
203,"PRESTIGIO","PRESTIGIO G3","empower leading-edge content","LapTop",1121.17,1009.05
204,"PRESTIGIO","PRESTIGIO G4","syndicate real-time niches","LapTop",1056.55,950.9
205,"PRESTIGIO","PRESTIGIO G5","exploit synergistic metrics","LapTop",1208.57,1087.71
206,"PRESTIGIO","PRESTIGIO G6","enhance granular content","LapTop",1864.79,1678.31
207,"PRESTIGIO","PRESTIGIO G7","incubate cross-platform solutions","LapTop",1820.88,1638.79
208,"HUAWEI","HUAWEI Honor1","deploy enterprise communities","LapTop",1750.88,1575.79
209,"HUAWEI","HUAWEI Honor2","integrate 24/7 eyeballs","LapTop",2462.48,2216.23
210,"HUAWEI","HUAWEI Honor3","reinvent dot-com metrics","LapTop",1127.21,1014.49
211,"HUAWEI","HUAWEI Honor4","morph mission-critical technologies","LapTop",1534.43,1380.99
212,"HUAWEI","HUAWEI Honor5","orchestrate granular relationships","LapTop",212,190.8
213,"HUAWEI","HUAWEI Honor6","reintermediate vertical action-items","LapTop",1819.59,1637.63
214,"HUAWEI","HUAWEI Honor7","whiteboard intuitive ROI","LapTop",1664.95,1498.46
215,"TCL","Tcl1","synthesize revolutionary applications","LapTop",1860.34,1674.31
216,"TCL","Tcl2","facilitate 24/365 e-tailers","LapTop",1156.67,1041
217,"TCL","Tcl3","integrate innovative technologies","LapTop",1076.07,968.46
218,"TCL","Tcl4","exploit enterprise mindshare","LapTop",1454.48,1309.03
219,"TCL","Tcl5","maximize viral channels","LapTop",1297.79,1168.01
220,"TCL","Tcl6","reintermediate bricks-and-clicks action-items","LapTop",1473.31,1325.98
221,"TCL","Tcl7","reinvent synergistic portals","LapTop",1273.85,1146.47
242,"LG","LG1T","enable ubiquitous experiences","TV",1154.82,1039.34
243,"LG","LG2T","benchmark viral action-items","TV",1243.75,1119.38
244,"LG","LG3T","repurpose wireless bandwidth","TV",1733.55,1560.2
245,"LG","LG4T","embrace real-time communities","TV",1641.5,1477.35
246,"LG","LG5T","synergize proactive deliverables","TV",1252.21,1126.99
247,"LG","LG6T","synthesize B2C technologies","TV",1274.51,1147.06
248,"LG","LG7T","grow innovative ROI","TV",1452.41,1307.17
249,"LG","LG8T","harness extensible eyeballs","TV",2590.71,2331.64
250,"LG","LG9T","enhance extensible markets","TV",1688.49,1519.64
251,"LG","LG10T","exploit interactive metrics","TV",1631.84,1468.66
252,"KIVI","KIVI1T","optimize strategic niches","TV",923.24,830.92
253,"KIVI","KIVI2T","enable customized interfaces","TV",2056.8,1851.12
254,"KIVI","KIVI3T","disintermediate synergistic infomediaries","TV",2251.99,2026.79
255,"KIVI","KIVI4T","benchmark integrated content","TV",362.69,326.42
256,"KIVI","KIVI5T","utilize magnetic experiences","TV",1313.58,1182.22
257,"KIVI","KIVI6T","maximize plug-and-play experiences","TV",1132.23,1019.01
258,"KIVI","KIVI7T","unleash compelling web-readiness","TV",1392.87,1253.58
259,"KIVI","KIVI8T","generate 24/7 users","TV",1752.01,1576.81
260,"KIVI","KIVI9T","whiteboard visionary action-items","TV",1247.74,1122.97
261,"KIVI","KIVI10T","brand customized architectures","TV",2258.58,2032.72
262,"VITYAZ","VITYAZ1T","benchmark end-to-end infrastructures","TV",1601.95,1441.76
263,"VITYAZ","VITYAZ2T","monetize leading-edge e-markets","TV",1403.38,1263.04
264,"VITYAZ","VITYAZ3T","brand ubiquitous eyeballs","TV",1326.23,1193.61
265,"VITYAZ","VITYAZ4T","scale 24/365 channels","TV",1178.14,1060.33
266,"VITYAZ","VITYAZ5T","deploy next-generation functionalities","TV",1995.4,1795.86
267,"TCL","TCL1T","deploy dot-com niches","TV",1041.78,937.6
268,"THOMSON","THOMSON1T","seize interactive web services","TV",1514.01,1362.61
269,"HARPER","HARPER1T","syndicate wireless vortals","TV",1542.57,1388.31
270,"HORIZONT","HORIZONT1T","engage customized e-tailers","TV",1466.79,1320.11
271,"SONY�","SONY1T","revolutionize next-generation portals","TV",1017.79,916.01
272,"PHILIPS�","PHILIPS1T","synthesize rich solutions","TV",2134.28,1920.85
291,"VIVO","VIVO sw1","facilitate e-business functionalities","Smart watch",1096.58,986.92
292,"VIVO","VIVO sw2","reintermediate world-class vortals","Smart watch",1241.68,1117.51
293,"VIVO","VIVO sw3","deploy front-end e-commerce","Smart watch",168.92,152.03
294,"VIVO","VIVO sw4","target best-of-breed schemas","Smart watch",1057.87,952.08
295,"VIVO","VIVO sw5","enhance best-of-breed supply-chains","Smart watch",1585.25,1426.73
296,"VIVO","VIVO sw6","deploy out-of-the-box e-markets","Smart watch",2310.4,2079.36
297,"TECNO","TECNO sw1","grow interactive eyeballs","Smart watch",1104.17,993.75
298,"TECNO","TECNO sw2","morph proactive communities","Smart watch",124.52,112.07
299,"TECNO","TECNO sw3","drive B2B convergence","Smart watch",1501.06,1350.95
300,"TECNO","TECNO sw4","harness dynamic partnerships","Smart watch",1665.43,1498.89
301,"TECNO","TECNO sw5","aggregate cross-media e-commerce","Smart watch",1284.89,1156.4
302,"TECNO","TECNO sw6","recontextualize 24/7 deliverables","Smart watch",1199.79,1079.81
303,"Realme","Realme sw1","whiteboard best-of-breed platforms","Smart watch",1198.97,1079.07
304,"Realme","Realme sw2","exploit mission-critical metrics","Smart watch",308.14,277.33
305,"Realme","Realme sw3","revolutionize 24/7 niches","Smart watch",1878.36,1690.52
306,"Realme","Realme sw4","transition e-business mindshare","Smart watch",1641.94,1477.75
307,"Realme","Realme sw5","streamline mission-critical paradigms","Smart watch",1017.98,916.18
308,"Realme","Realme sw6","exploit scalable niches","Smart watch",1508.73,1357.86
309,"APPLE�","APPLE�sw1","cultivate strategic mindshare","Smart watch",1305.38,1174.84
310,"APPLE�","APPLE�sw2","revolutionize transparent e-tailers","Smart watch",1690.53,1521.48
311,"APPLE�","APPLE�sw3","exploit cross-media applications","Smart watch",1289.26,1160.33
312,"APPLE�","APPLE�sw4","incentivize proactive schemas","Smart watch",1878.51,1690.66
313,"APPLE�","APPLE�sw5","grow impactful ROI","Smart watch",2003.76,1803.38
314,"APPLE�","APPLE�sw6","productize next-generation partnerships","Smart watch",1659.11,1493.2
315,"APPLE�","APPLE�sw7","incubate turn-key mindshare","Smart watch",2104.75,1894.28
316,"APPLE�","APPLE�sw8","unleash back-end experiences","Smart watch",2556.54,2300.89
317,"ZTE�","ZTE sw1","orchestrate robust schemas","Smart watch",2885.62,2597.06
318,"ZTE�","ZTE sw2","target real-time web services","Smart watch",2517.1,2265.39
319,"ZTE�","ZTE sw3","empower frictionless platforms","Smart watch",1571.75,1414.58
320,"ZTE�","ZTE sw4","synthesize front-end technologies","Smart watch",143.82,129.44
321,"ZTE�","ZTE sw5","recontextualize extensible channels","Smart watch",1150.02,1035.02
322,"ZTE�","ZTE sw6","mesh clicks-and-mortar e-services","Smart watch",1014.92,913.43
323,"ZTE�","ZTE sw7","streamline transparent web-readiness","Smart watch",2259.01,2033.11
324,"HONOR�","HONOR�sw1","revolutionize ubiquitous markets","Smart watch",1523.18,1370.86
325,"HONOR�","HONOR�sw2","incubate back-end e-commerce","Smart watch",1149.69,1034.72
326,"HONOR�","HONOR�sw3","empower clicks-and-mortar systems","Smart watch",1022.48,920.23
327,"HONOR�","HONOR�sw4","synergize customized communities","Smart watch",1034.78,931.3
328,"HONOR�","HONOR�sw5","reinvent revolutionary metrics","Smart watch",1286.18,1157.56
329,"HONOR�","HONOR�sw6","extend virtual relationships","Smart watch",1200.79,1080.71
330,"HUAWEI�","HUAWEI�sw1","engage value-added paradigms","Smart watch",1123,1010.7
331,"HUAWEI�","HUAWEI�sw2","implement rich web-readiness","Smart watch",1417.43,1275.69
332,"HUAWEI�","HUAWEI�sw3","integrate dot-com platforms","Smart watch",1196.06,1076.45
358,"BOSCH","BOSCH REF1","aggregate real-time networks","Refrigerators",1662.32,1496.09
359,"BOSCH","BOSCH REF2","reintermediate best-of-breed architectures","Refrigerators",1925.83,1733.25
360,"BOSCH","BOSCH REF3","deliver world-class e-tailers","Refrigerators",1016.13,914.52
361,"BOSCH","BOSCH REF4","exploit plug-and-play synergies","Refrigerators",1363.21,1226.89
362,"BOSCH","BOSCH REF5","transform magnetic e-commerce","Refrigerators",643.66,579.29
363,"BOSCH","BOSCH REF6","brand virtual deliverables","Refrigerators",1272.99,1145.69
364,"BOSCH","BOSCH REF7","maximize one-to-one supply-chains","Refrigerators",1599.48,1439.53
365,"BOSCH","BOSCH REF8","recontextualize magnetic action-items","Refrigerators",105.43,94.89
366,"BOSCH","BOSCH REF9","facilitate front-end web-readiness","Refrigerators",1156.52,1040.87
367,"BOSCH","BOSCH REF10","morph transparent e-markets","Refrigerators",1106.1,995.49
368,"INDESIT","INDESIT REF1","deliver clicks-and-mortar initiatives","Refrigerators",1690.91,1521.82
369,"INDESIT","INDESIT REF2","generate interactive schemas","Refrigerators",660.41,594.37
370,"INDESIT","INDESIT REF3","exploit synergistic e-business","Refrigerators",1804.7,1624.23
371,"INDESIT","INDESIT REF4","transition vertical web services","Refrigerators",2924.04,2631.64
372,"INDESIT","INDESIT REF5","deploy innovative communities","Refrigerators",1188.26,1069.43
373,"INDESIT","INDESIT REF6","reintermediate mission-critical synergies","Refrigerators",2292.53,2063.28
374,"ATLANT","ATLANT REF1","grow web-enabled relationships","Refrigerators",1306.02,1175.42
375,"ATLANT","ATLANT REF2","synthesize impactful e-markets","Refrigerators",1838.55,1654.7
376,"ATLANT","ATLANT REF3","evolve proactive channels","Refrigerators",1011.53,910.38
377,"ATLANT","ATLANT REF4","enhance user-centric infrastructures","Refrigerators",1657.67,1491.9
378,"ATLANT","ATLANT REF5","visualize value-added infomediaries","Refrigerators",713.27,641.94
379,"ATLANT","ATLANT REF6","streamline ubiquitous mindshare","Refrigerators",2735.3,2461.77
380,"Hotpoint-Ariston","Hotpoint-Ariston REF1","maximize open-source methodologies","Refrigerators",1360.53,1224.48
381,"Hotpoint-Ariston","Hotpoint-Ariston REF2","benchmark distributed infrastructures","Refrigerators",1197.01,1077.31
382,"Hotpoint-Ariston","Hotpoint-Ariston REF3","harness customized models","Refrigerators",1635.69,1472.12
383,"Hotpoint-Ariston","Hotpoint-Ariston REF4","scale interactive eyeballs","Refrigerators",1389.5,1250.55
384,"Hotpoint-Ariston","Hotpoint-Ariston REF5","drive 24/365 networks","Refrigerators",134.65,121.19
385,"Hotpoint-Ariston","Hotpoint-Ariston REF6","strategize open-source web services","Refrigerators",355.5,319.95
386,"Hotpoint-Ariston","Hotpoint-Ariston REF7","exploit real-time e-business","Refrigerators",1143.44,1029.1
387,"Hotpoint-Ariston","Hotpoint-Ariston REF8","optimize 24/7 e-tailers","Refrigerators",1728.05,1555.25
388,"BOSCH","BOSCH Freez1","syndicate 24/365 architectures","Freezers",1171.66,1054.49
389,"BOSCH","BOSCH Freez2","brand enterprise ROI","Freezers",1428.15,1285.34
390,"BOSCH","BOSCH Freez3","exploit wireless communities","Freezers",1765.54,1588.99
391,"BOSCH","BOSCH Freez4","generate front-end technologies","Freezers",131.26,118.13
392,"BOSCH","BOSCH Freez5","aggregate revolutionary markets","Freezers",1304.42,1173.98
393,"BOSCH","BOSCH Freez6","exploit B2C portals","Freezers",1233.77,1110.39
394,"BOSCH","BOSCH Freez7","architect revolutionary networks","Freezers",415.21,373.69
395,"BOSCH","BOSCH Freez8","cultivate proactive methodologies","Freezers",1708.9,1538.01
396,"BOSCH","BOSCH Freez9","embrace extensible technologies","Freezers",1858.99,1673.09
397,"BOSCH","BOSCH Freez10","syndicate cross-platform portals","Freezers",1381.41,1243.27
398,"INDESIT","INDESIT Freez1","mesh user-centric infomediaries","Freezers",1200.4,1080.36
399,"INDESIT","INDESIT Freez2","generate cutting-edge paradigms","Freezers",1177.91,1060.12
400,"INDESIT","INDESIT Freez3","leverage out-of-the-box e-commerce","Freezers",1066.97,960.27
401,"INDESIT","INDESIT Freez4","architect intuitive relationships","Freezers",1419.65,1277.69
402,"INDESIT","INDESIT Freez5","extend frictionless initiatives","Freezers",2103.74,1893.37
403,"INDESIT","INDESIT Freez6","unleash mission-critical paradigms","Freezers",1017.81,916.03
404,"INDESIT","INDESIT Freez7","visualize front-end web-readiness","Freezers",1898.09,1708.28
405,"ATLANT","ATLANT Freez1","syndicate real-time synergies","Freezers",1606.69,1446.02
406,"ATLANT","ATLANT Freez2","productize cutting-edge schemas","Freezers",1377.7,1239.93
407,"ATLANT","ATLANT Freez3","extend wireless eyeballs","Freezers",1377.22,1239.5
408,"ATLANT","ATLANT Freez4","incentivize intuitive systems","Freezers",2595.33,2335.8
409,"ATLANT","ATLANT Freez5","syndicate efficient solutions","Freezers",640.65,576.59
410,"ATLANT","ATLANT Freez6","empower cross-media applications","Freezers",1676.23,1508.61
411,"Hotpoint-Ariston","Hotpoint-AristonFreez1","deploy intuitive architectures","Freezers",194.82,175.34
412,"Hotpoint-Ariston","Hotpoint-AristonFreez2","transform B2C e-commerce","Freezers",1143.35,1029.02
413,"Hotpoint-Ariston","Hotpoint-AristonFreez3","brand best-of-breed interfaces","Freezers",1594.57,1435.11
414,"Hotpoint-Ariston","Hotpoint-AristonFreez4","synergize enterprise markets","Freezers",1883.59,1695.23
415,"Hotpoint-Ariston","Hotpoint-AristonFreez5","reinvent vertical niches","Freezers",1704.63,1534.17
416,"Hotpoint-Ariston","Hotpoint-AristonFreez6","engineer extensible methodologies","Freezers",1043.2,938.88
417,"Hotpoint-Ariston","Hotpoint-AristonFreez7","cultivate sexy e-business","Freezers",1389.51,1250.56
418,"Hotpoint-Ariston","Hotpoint-AristonFreez8","engineer cross-platform markets","Freezers",507.79,457.01
419,"ITEL�","ITEL�Freez1","target magnetic schemas","Freezers",1829.36,1646.42
420,"ITEL�","ITEL�Freez2","redefine innovative metrics","Freezers",1595.39,1435.85
421,"ITEL�","ITEL�Freez3","syndicate scalable platforms","Freezers",593.86,534.47
422,"ITEL�","ITEL�Freez4","unleash impactful web-readiness","Freezers",1812.64,1631.38
432,"TFN","TFN�Freez1","monetize synergistic vortals","Freezers",1493.56,1344.2
433,"TFN","TFN�Freez2","cultivate bleeding-edge e-business","Freezers",1064.97,958.47
434,"TFN","TFN�Freez3","e-enable clicks-and-mortar paradigms","Freezers",1612.76,1451.48
435,"TFN","TFN�Freez4","whiteboard visionary web services","Freezers",1715.09,1543.58
436,"CANYON","CANYON�Freez1","maximize one-to-one systems","Freezers",1280.04,1152.04
437,"CANYON","CANYON�Freez2","disintermediate sticky vortals","Freezers",2495.79,2246.21
438,"CANYON","CANYON�Freez3","enhance revolutionary content","Freezers",1827.77,1644.99
439,"CANYON","CANYON�Freez4","reintermediate global models","Freezers",1435.17,1291.65
440,"CANYON","CANYON�Freez5","enable wireless e-markets","Freezers",1361.6,1225.44
448,"RITMIX","RITMIX�Freez1","architect magnetic methodologies","Freezers",1260.24,1134.22
449,"RITMIX","RITMIX�Freez2","deliver clicks-and-mortar eyeballs","Freezers",1204.65,1084.19
450,"RITMIX","RITMIX�Freez3","benchmark transparent vortals","Freezers",1023.63,921.27
451,"RITMIX","RITMIX�Freez4","innovate end-to-end infrastructures","Freezers",1029.42,926.48
452,"RITMIX","RITMIX�Freez5","incubate scalable convergence","Freezers",1844,1659.6
453,"RITMIX","RITMIX�Freez6","incentivize viral eyeballs","Freezers",1781.2,1603.08
454,"RITMIX","RITMIX�Freez7","synergize efficient ROI","Freezers",1012.18,910.96
455,"ZMI","ZMI�Freez1","optimize extensible supply-chains","Freezers",2282.8,2054.52
456,"ZMI","ZMI�Freez2","enhance bricks-and-clicks models","Freezers",795.12,715.61
457,"ZMI","ZMI�Freez3","extend e-business initiatives","Freezers",1380.47,1242.42
458,"ZMI","ZMI�Freez4","benchmark 24/365 infomediaries","Freezers",1070.85,963.77
459,"ZMI","ZMI�Freez5","visualize front-end interfaces","Freezers",1341.54,1207.39
460,"Accesstyle","Accesstyle�EC1","evolve bricks-and-clicks portals","Electric cooker",128.34,115.51
461,"Accesstyle","Accesstyle�EC2","empower front-end platforms","Electric cooker",2090.24,1881.22
462,"Accesstyle","Accesstyle�EC3","empower 24/7 web services","Electric cooker",2190.22,1971.2
463,"OLMIO�","OLMIO��EC1","architect bleeding-edge partnerships","Electric cooker",1755.04,1579.54
464,"OLMIO�","OLMIO��EC2","brand impactful users","Electric cooker",1304.42,1173.98
465,"OLMIO�","OLMIO��EC3","utilize clicks-and-mortar communities","Electric cooker",1072.61,965.35
466,"OLMIO�","OLMIO��EC4","e-enable bleeding-edge schemas","Electric cooker",1268.47,1141.62
467,"MIRU","MIRU��EC1","transform robust markets","Electric cooker",1557.54,1401.79
468,"MIRU","MIRU��EC2","target interactive eyeballs","Electric cooker",1031.43,928.29
469,"MIRU","MIRU��EC3","seize integrated applications","Electric cooker",1255.36,1129.82
470,"MIRU","MIRU��EC4","repurpose B2B portals","Electric cooker",1419.48,1277.53
471,"PRESTIGIO","PRESTIGIO�EC1","seize cross-platform paradigms","Electric cooker",1193.33,1074
472,"PRESTIGIO","PRESTIGIO�EC2","enable value-added action-items","Electric cooker",1100.55,990.5
473,"PRESTIGIO","PRESTIGIO�EC3","transition bricks-and-clicks schemas","Electric cooker",1933.55,1740.2
474,"PRESTIGIO","PRESTIGIO�EC4","unleash wireless paradigms","Electric cooker",468.83,421.95
475,"PRESTIGIO","PRESTIGIO�EC5","grow cutting-edge functionalities","Electric cooker",2832.26,2549.03
476,"BASEUS","BASEUS EC1","transform 24/365 convergence","Electric cooker",1916.73,1725.06
477,"BASEUS","BASEUS EC2","revolutionize web-enabled markets","Electric cooker",1146.58,1031.92
478,"BASEUS","BASEUS EC3","transition ubiquitous markets","Electric cooker",1883.91,1695.52
479,"BASEUS","BASEUS EC4","iterate open-source content","Electric cooker",1625.87,1463.28
480,"BASEUS","BASEUS EC5","brand leading-edge e-business","Electric cooker",1006.98,906.28
481,"ESPERANZA","ESPERANZA EC1","harness back-end web-readiness","Electric cooker",1239.26,1115.33
482,"ESPERANZA","ESPERANZA EC2","cultivate innovative vortals","Electric cooker",1480.25,1332.23
483,"ESPERANZA","ESPERANZA EC3","harness open-source systems","Electric cooker",1690.6,1521.54
484,"ESPERANZA","ESPERANZA OV1","strategize frictionless initiatives","oven",1738.15,1564.34
485,"ESPERANZA","ESPERANZA OV2","architect strategic communities","oven",207.62,186.86
486,"ESPERANZA","ESPERANZA OV3","expedite 24/7 methodologies","oven",1641,1476.9
487,"ESPERANZA","ESPERANZA OV4","reintermediate open-source action-items","oven",206.45,185.81
488,"ESPERANZA","ESPERANZA OV5","evolve cross-media users","oven",1917.1,1725.39
489,"ESPERANZA","ESPERANZA OV6","e-enable cutting-edge relationships","oven",1900.12,1710.11
499,"LENOVO","LENOVO OV1","extend cutting-edge content","oven",1984.33,1785.9
500,"LENOVO","LENOVO OV2","grow sticky solutions","oven",1211.72,1090.55
501,"LENOVO","LENOVO OV3","innovate customized action-items","oven",1807.97,1627.17
502,"LENOVO","LENOVO OV4","engage virtual applications","oven",1094.37,984.93
503,"LENOVO","LENOVO OV5","architect next-generation e-markets","oven",1491.98,1342.78
504,"LENOVO","LENOVO OV6","reintermediate bricks-and-clicks portals","oven",1677.17,1509.45
505,"LENOVO","LENOVO OV7","mesh world-class e-business","oven",2399.33,2159.4
506,"LENOVO","LENOVO OV8","evolve granular platforms","oven",1314.47,1183.02
507,"bq","BQ  OV1","synergize global infomediaries","oven",1075.95,968.36
508,"bq","BQ  OV2","target value-added initiatives","oven",392.7,353.43
509,"bq","BQ  OV3","benchmark dynamic methodologies","oven",1822.06,1639.85
510,"bq","BQ  OV4","incentivize killer networks","oven",1948.06,1753.25
511,"bq","BQ  OV5","whiteboard end-to-end models","oven",251.36,226.22
512,"bq","BQ  OV6","incentivize real-time initiatives","oven",631.76,568.58
513,"bq","BQ  OV7","synthesize proactive e-tailers","oven",136.31,122.68
514,"bq","BQ  OV8","transform B2B content","oven",1547.48,1392.73
515,"bq","BQ  MW1","transition leading-edge technologies","microwave",1963.54,1767.19
516,"bq","BQ  MW2","seize revolutionary niches","microwave",205.31,184.78
517,"bq","BQ  MW3","recontextualize compelling e-business","microwave",246.49,221.84
518,"bq","BQ  MW4","grow ubiquitous mindshare","microwave",1657.39,1491.65
519,"bq","BQ  MW5","repurpose killer interfaces","microwave",1019.6,917.64
520,"bq","BQ  MW6","utilize revolutionary mindshare","microwave",1480.54,1332.49
521,"PRESTIGIO","PRESTIGIO MW1","orchestrate vertical synergies","microwave",1183.3,1064.97
522,"PRESTIGIO","PRESTIGIO MW2","scale impactful partnerships","microwave",1796.52,1616.87
523,"PRESTIGIO","PRESTIGIO MW3","aggregate sexy functionalities","microwave",309.91,278.92
524,"PRESTIGIO","PRESTIGIO MW4","deliver virtual web services","microwave",159.7,143.73
525,"PRESTIGIO","PRESTIGIO MW5","empower granular eyeballs","microwave",2621.97,2359.77
526,"PRESTIGIO","PRESTIGIO MW6","harness sticky communities","microwave",1584.48,1426.03
527,"PRESTIGIO","PRESTIGIO MW7","transform e-business schemas","microwave",1177.57,1059.81
528,"HUAWEI","HUAWEI MW1","enhance back-end ROI","microwave",1712.14,1540.93
529,"HUAWEI","HUAWEI MW2","whiteboard robust deliverables","microwave",780.2,702.18
530,"HUAWEI","HUAWEI MW3","mesh intuitive architectures","microwave",2053.29,1847.96
531,"HUAWEI","HUAWEI MW4","incentivize viral systems","microwave",2980.6,2682.54
532,"HUAWEI","HUAWEI MW5","reintermediate turn-key architectures","microwave",1513.32,1361.99
533,"HUAWEI","HUAWEI MW6","enhance killer synergies","microwave",2941.9,2647.71
534,"HUAWEI","HUAWEI MW7","seize B2C eyeballs","microwave",1713.57,1542.21
535,"TCL","TCL MW1","redefine strategic web services","microwave",2943,2648.7
536,"TCL","TCL MW2","innovate e-business synergies","microwave",1347.83,1213.05
537,"TCL","TCL MW3","reintermediate customized platforms","microwave",1696.66,1526.99
538,"TCL","TCL MW4","target out-of-the-box synergies","microwave",2261.25,2035.13
539,"TCL","TCL MW5","seize collaborative interfaces","microwave",322.12,289.91
540,"TCL","TCL MW6","repurpose customized initiatives","microwave",2694.52,2425.07
541,"TCL","TCL MW7","extend e-business interfaces","microwave",1919.28,1727.35
562,"LG","LG MC1","strategize strategic metrics","Multicooker",1929.13,1736.22
563,"LG","LG MC2","integrate holistic e-services","Multicooker",1463.91,1317.52
564,"LG","LG MC3","facilitate real-time vortals","Multicooker",1670.65,1503.59
565,"LG","LG MC4","maximize clicks-and-mortar networks","Multicooker",1210.71,1089.64
566,"LG","LG MC5","iterate compelling web-readiness","Multicooker",1294.7,1165.23
567,"LG","LG MC6","matrix innovative technologies","Multicooker",1819.56,1637.6
568,"LG","LG MC7","repurpose revolutionary convergence","Multicooker",2084.86,1876.37
569,"LG","LG EG8","maximize bricks-and-clicks eyeballs","electric grill",1448.21,1303.39
570,"LG","LG EG9","innovate extensible content","electric grill",1686.36,1517.72
571,"LG","LG EG10","engage leading-edge action-items","electric grill",1204.44,1084
572,"KIVI","KIVI EG1","e-enable rich communities","electric grill",1313.92,1182.53
573,"KIVI","KIVI EG2","aggregate seamless partnerships","electric grill",1260.66,1134.59
574,"KIVI","KIVI EG3","morph bleeding-edge e-markets","electric grill",1186.16,1067.54
575,"KIVI","KIVI EG4","aggregate leading-edge e-commerce","electric grill",1597.52,1437.77
576,"KIVI","KIVI EG5","e-enable efficient infomediaries","electric grill",788.28,709.45
577,"KIVI","KIVI EG6","expedite killer e-commerce","electric grill",1965.26,1768.73
578,"KIVI","KIVI EG7","optimize efficient platforms","electric grill",2181.38,1963.24
579,"KIVI","KIVI EG8","revolutionize magnetic web-readiness","electric grill",2070.83,1863.75
