certificate_pk,issued_to,parent_certificate_fk,valid_from,valid_to,version,serial_number,subject,signature_algorithm,signature_hash,digital_signature_usage,content_commitment_usage,key_encipherment_usage,data_encipherment_usage,key_agreement_usage,key_cert_sign_usage,crl_sign_usage,encipher_only_usage,decipher_only_usage,extended_key_usage,vendor_fk,tags,devicecertificate_pk,certificate_fk,fqdn,device_fk,ipaddress_fk,valid_from2,valid_to2,serial_number2,ssl_version,cipher_suites,first_added,last_edited
"7","Device42Demo","",2016-03-08 00:00:00.000,2021-03-07 00:00:00.000,,"8B8123666B2258B8","/C=US/ST=Connecticut/L=New Haven/O=Device42, Inc./OU=IT/CN=Device42Demo","sha1WithRSAEncryption","1160067132",False,False,False,False,False,False,False,False,False,"","","","140","7","Device42Demo","14508","42012",2016-03-08 00:00:00.000,2021-03-07 00:00:00.000,"8B8123666B2258B8","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-04-28 13:34:11.140,2020-08-01 10:11:22.426
"7","Device42Demo","",2016-03-08 00:00:00.000,2021-03-07 00:00:00.000,,"8B8123666B2258B8","/C=US/ST=Connecticut/L=New Haven/O=Device42, Inc./OU=IT/CN=Device42Demo","sha1WithRSAEncryption","1160067132",False,False,False,False,False,False,False,False,False,"","","","139","7","Device42Demo","14507","42457",2016-03-08 00:00:00.000,2021-03-07 00:00:00.000,"8B8123666B2258B8","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-04-28 13:33:11.163,2020-08-24 11:40:44.923
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","119","11","iDRAC6 default certificate","10379","39335",2009-01-05 00:00:00.000,2019-01-03 00:00:00.000,"D655547D233CF47C","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]""",2020-03-13 20:48:34.863,2020-08-24 11:43:44.973
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","156","47","localhost.device42.pvt","8158","40183",2017-05-24 00:00:00.000,2028-11-22 00:00:00.000,"BC0FA5593A75","TLSv1.0","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 11:55:45.063,2021-04-16 18:33:05.050
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","155","47","localhost.device42.pvt","6143","42300",2017-05-18 00:00:00.000,2021-04-19 00:00:00.000,"EED729201442","TLSv1.0","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 11:55:45.050,2021-04-16 18:33:41.150
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","128","11","iDRAC6 default certificate","5585","39308",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,"D655547D233CF47C","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:16:34.876,2020-08-24 12:01:44.950
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","131","11","iDRAC6 default certificate","10470","39311",2011-06-02 00:00:00.000,2023-01-01 00:00:00.000,"D655547D233CF47C","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]""",2020-03-13 21:22:34.886,2020-08-24 11:51:45.373
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","136","11","iDRAC6 default certificate","1027","42193",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,"D655547D233CF47C","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]""",2020-04-22 10:43:29.426,2020-08-24 11:53:45.010
"19","localhost.localdomain","",2017-02-07 00:00:00.000,2028-08-08 00:00:00.000,2,"622691ECAB89","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.localdomain/unstructuredName=1486484462,564d7761726520496e632e","sha256WithRSAEncryption","2321946696",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","114","19","localhost.localdomain","9449","39893",2014-05-02 00:00:00.000,2025-10-31 00:00:00.000,"3600A5AA8C95","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 20:44:34.976,2020-07-18 10:02:00.996
"45","support.impactbs.my","",2019-05-30 00:00:00.000,2021-05-30 00:00:00.000,2,"D524FC53B168DD1C","/OU=Domain Control Validated/CN=support.impactbs.my","sha256WithRSAEncryption","192498321",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","145","45","support.impactbs.my","14523","42401",2019-05-30 00:00:00.000,2021-05-30 00:00:00.000,"D524FC53B168DD1C","TLSv1.2","""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\""]""",2020-04-28 18:05:11.156,2020-04-28 18:05:11.156
"40","redirect.espn.com","39",2019-09-21 00:00:00.000,2020-10-21 00:00:00.000,2,"1F386A753531B284EC7898B553C5303","/CN=redirect.espn.com","sha256WithRSAEncryption","3808565765",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","134","40","redirect.espn.com","14473","42400",2019-09-21 00:00:00.000,2020-10-21 00:00:00.000,"1F386A753531B284EC7898B553C5303","TLSv1.2","",2020-04-17 11:47:44.900,2020-04-17 11:47:44.900
"30","fujitsu01","",2011-10-23 00:00:00.000,2012-10-22 00:00:00.000,2,"5D50","/C=--/ST=SomeState/L=SomeCity/O=SomeOrganization/OU=SomeOrganizationalUnit/CN=fujitsu01/emailAddress=root@fujitsu01","sha1WithRSAEncryption","2097600356",True,True,True,False,False,False,False,False,False,"","","","117","30","fujitsu01","1154","40257",2011-10-23 00:00:00.000,2012-10-22 00:00:00.000,"5D50","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]""",2020-03-13 20:45:34.916,2020-08-01 10:02:22.366
