Product ID,Name,Product Number,Color,Cost,Price,Size,Weight,Category ID,Model ID,Product Model,Start Date,End Date,Description,Product Category,ProductSubCategoryID,Product Subcategory,Index
766,"Road-650 Black, 60","BK-R50B-60","Black",486.7066,782.99,"60","9026.44",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","62"
767,"Road-650 Black, 62","BK-R50B-62","Black",486.7066,782.99,"62","9071.8",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","63"
768,"Road-650 Black, 44","BK-R50B-44","Black",486.7066,782.99,"44","8513.88",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","64"
769,"Road-650 Black, 48","BK-R50B-48","Black",486.7066,782.99,"48","8677.18",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","65"
770,"Road-650 Black, 52","BK-R50B-52","Black",486.7066,782.99,"52","8808.72",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","66"
740,"HL Mountain Frame - Silver, 44","FR-M94S-44","Silver",706.811,1364.5,"44","1251.91",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"6/27/2017","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","36"
741,"HL Mountain Frame - Silver, 48","FR-M94S-52","Silver",706.811,1364.5,"48","1270.05",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"6/27/2017","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","37"
744,"HL Mountain Frame - Black, 44","FR-M94B-44","Black",699.0928,1349.6,"44","1251.91",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"6/27/2017","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","40"
745,"HL Mountain Frame - Black, 48","FR-M94B-48","Black",699.0928,1349.6,"48","1270.05",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"6/27/2017","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","41"
754,"Road-450 Red, 58","BK-R68R-58","Red",884.7083,1457.99,"58","8069.37",1,28,"Road-450",2016-06-28 00:00:00.000,"6/27/2017","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Bikes","6","Road Bikes","50"
755,"Road-450 Red, 60","BK-R68R-60","Red",884.7083,1457.99,"60","8119.26",1,28,"Road-450",2016-06-28 00:00:00.000,"6/27/2017","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Bikes","6","Road Bikes","51"
756,"Road-450 Red, 44","BK-R68R-44","Red",884.7083,1457.99,"44","7606.7",1,28,"Road-450",2016-06-28 00:00:00.000,"6/27/2017","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Bikes","6","Road Bikes","52"
757,"Road-450 Red, 48","BK-R68R-48","Red",884.7083,1457.99,"48","7770",1,28,"Road-450",2016-06-28 00:00:00.000,"6/27/2017","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Bikes","6","Road Bikes","53"
758,"Road-450 Red, 52","BK-R68R-52","Red",884.7083,1457.99,"52","7901.54",1,28,"Road-450",2016-06-28 00:00:00.000,"6/27/2017","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Bikes","6","Road Bikes","54"
789,"Road-250 Red, 44","BK-R89R-44","Red",1518.7864,2443.35,"44","6699.52",1,26,"Road-250",2017-06-28 00:00:00.000,"6/27/2018","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","85"
790,"Road-250 Red, 48","BK-R89R-48","Red",1518.7864,2443.35,"48","6862.82",1,26,"Road-250",2017-06-28 00:00:00.000,"6/27/2018","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","86"
791,"Road-250 Red, 52","BK-R89R-52","Red",1518.7864,2443.35,"52","6994.36",1,26,"Road-250",2017-06-28 00:00:00.000,"6/27/2018","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","87"
749,"Road-150 Red, 62","BK-R93R-62","Red",2171.2942,3578.27,"62","6803.85",1,25,"Road-150",2016-06-28 00:00:00.000,"6/27/2017","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Bikes","6","Road Bikes","45"
750,"Road-150 Red, 44","BK-R93R-44","Red",2171.2942,3578.27,"44","6245.93",1,25,"Road-150",2016-06-28 00:00:00.000,"6/27/2017","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Bikes","6","Road Bikes","46"
751,"Road-150 Red, 48","BK-R93R-48","Red",2171.2942,3578.27,"48","6409.23",1,25,"Road-150",2016-06-28 00:00:00.000,"6/27/2017","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Bikes","6","Road Bikes","47"
752,"Road-150 Red, 52","BK-R93R-52","Red",2171.2942,3578.27,"52","6540.77",1,25,"Road-150",2016-06-28 00:00:00.000,"6/27/2017","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Bikes","6","Road Bikes","48"
753,"Road-150 Red, 56","BK-R93R-56","Red",2171.2942,3578.27,"56","6658.7",1,25,"Road-150",2016-06-28 00:00:00.000,"6/27/2017","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Bikes","6","Road Bikes","49"
725,"LL Road Frame - Red, 44","FR-R38R-44","Red",187.1571,337.22,"44","1052.33",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","21"
726,"LL Road Frame - Red, 48","FR-R38R-48","Red",187.1571,337.22,"48","1070.47",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","22"
727,"LL Road Frame - Red, 52","FR-R38R-52","Red",187.1571,337.22,"52","1088.62",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","23"
728,"LL Road Frame - Red, 58","FR-R38R-58","Red",187.1571,337.22,"58","1115.83",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","24"
729,"LL Road Frame - Red, 60","FR-R38R-60","Red",187.1571,337.22,"60","1124.9",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","25"
730,"LL Road Frame - Red, 62","FR-R38R-62","Red",187.1571,337.22,"62","1133.98",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"6/27/2018","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","26"
814,"ML Mountain Frame - Black, 38","FR-M63B-38","Black",185.8193,348.76,"38","1238.3",2,15,"ML Mountain Frame-W",2017-06-28 00:00:00.000,"6/27/2018","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Components","16","Mountain Frames","110"
830,"ML Mountain Frame - Black, 40","FR-M63B-40","Black",185.8193,348.76,"40","1256.44",2,14,"ML Mountain Frame",2017-06-28 00:00:00.000,"6/27/2018","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","Components","16","Mountain Frames","126"
831,"ML Mountain Frame - Black, 44","FR-M63B-44","Black",185.8193,348.76,"44","1274.59",2,14,"ML Mountain Frame",2017-06-28 00:00:00.000,"6/27/2018","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","Components","16","Mountain Frames","127"
832,"ML Mountain Frame - Black, 48","FR-M63B-48","Black",185.8193,348.76,"48","1292.73",2,14,"ML Mountain Frame",2017-06-28 00:00:00.000,"6/27/2018","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","Components","16","Mountain Frames","128"
731,"ML Road Frame - Red, 44","FR-R72R-44","Red",352.1394,594.83,"44","1006.97",2,16,"ML Road Frame",2016-06-28 00:00:00.000,"6/27/2017","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Components","18","Road Frames","27"
732,"ML Road Frame - Red, 48","FR-R72R-48","Red",352.1394,594.83,"48","1025.11",2,16,"ML Road Frame",2016-06-28 00:00:00.000,"6/27/2017","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Components","18","Road Frames","28"
733,"ML Road Frame - Red, 52","FR-R72R-52","Red",352.1394,594.83,"52","1043.26",2,16,"ML Road Frame",2016-06-28 00:00:00.000,"6/27/2017","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Components","18","Road Frames","29"
734,"ML Road Frame - Red, 58","FR-R72R-58","Red",352.1394,594.83,"58","1070.47",2,16,"ML Road Frame",2016-06-28 00:00:00.000,"6/27/2017","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Components","18","Road Frames","30"
735,"ML Road Frame - Red, 60","FR-R72R-60","Red",352.1394,594.83,"60","1079.54",2,16,"ML Road Frame",2016-06-28 00:00:00.000,"6/27/2017","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Components","18","Road Frames","31"
818,"LL Road Front Wheel","FW-R623","Black",37.9909,85.565,"","900",2,49,"LL Road Front Wheel",2017-06-28 00:00:00.000,"6/27/2018","Replacement road front wheel for entry-level cyclist.","Components","21","Wheels","114"
819,"ML Road Front Wheel","FW-R762","Black",110.2829,248.385,"","850",2,50,"ML Road Front Wheel",2017-06-28 00:00:00.000,"6/27/2018","Sturdy alloy features a quick-release hub.","Components","21","Wheels","115"
820,"HL Road Front Wheel","FW-R820","Black",146.5466,330.06,"","650",2,51,"HL Road Front Wheel",2017-06-28 00:00:00.000,"6/27/2018","Strong wheel with double-walled rim.","Components","21","Wheels","116"
827,"ML Road Rear Wheel","RW-R762","Black",122.2709,275.385,"","1000",2,77,"ML Road Rear Wheel",2017-06-28 00:00:00.000,"6/27/2018","Aluminum alloy rim with stainless steel spokes; built for speed.","Components","21","Wheels","123"
828,"HL Road Rear Wheel","RW-R820","Black",158.5346,357.06,"","890",2,78,"HL Road Rear Wheel",2017-06-28 00:00:00.000,"6/27/2018","Strong rear wheel with double-walled rim.","Components","21","Wheels","124"
826,"LL Road Rear Wheel","RW-R623","Black",49.9789,112.565,"","1050",2,126,"LL Road Rear Wheel",2017-06-28 00:00:00.000,"6/27/2018","Replacement road rear wheel for entry-level cyclist.","Components","21","Wheels","122"
680,"HL Road Frame - Black, 58","FR-R92B-58","Black",1059.31,1431.5,"58","1016.04",2,6,"HL Road Frame",2013-05-29 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","1"
706,"HL Road Frame - Red, 58","FR-R92R-58","Red",1059.31,1431.5,"58","1016.04",2,6,"HL Road Frame",2013-05-29 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","2"
717,"HL Road Frame - Red, 62","FR-R92R-62","Red",868.6342,1431.5,"62","1043.26",2,6,"HL Road Frame",2016-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","13"
718,"HL Road Frame - Red, 44","FR-R92R-44","Red",868.6342,1431.5,"44","961.61",2,6,"HL Road Frame",2016-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","14"
719,"HL Road Frame - Red, 48","FR-R92R-48","Red",868.6342,1431.5,"48","979.75",2,6,"HL Road Frame",2016-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","15"
720,"HL Road Frame - Red, 52","FR-R92R-52","Red",868.6342,1431.5,"52","997.9",2,6,"HL Road Frame",2016-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","16"
721,"HL Road Frame - Red, 56","FR-R92R-56","Red",868.6342,1431.5,"56","1016.04",2,6,"HL Road Frame",2016-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","17"
779,"Mountain-200 Silver, 38","BK-M68S-38","Silver",1265.6195,2319.99,"38","10591.33",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","75"
780,"Mountain-200 Silver, 42","BK-M68S-42","Silver",1265.6195,2319.99,"42","10781.83",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","76"
781,"Mountain-200 Silver, 46","BK-M68S-46","Silver",1265.6195,2319.99,"46","10945.13",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","77"
782,"Mountain-200 Black, 38","BK-M68B-38","Black",1251.9813,2294.99,"38","10591.33",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","78"
783,"Mountain-200 Black, 42","BK-M68B-42","Black",1251.9813,2294.99,"42","10781.83",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","79"
784,"Mountain-200 Black, 46","BK-M68B-46","Black",1251.9813,2294.99,"46","10945.13",1,20,"Mountain-200",2017-06-28 00:00:00.000,"","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Bikes","5","Mountain Bikes","80"
739,"HL Mountain Frame - Silver, 42","FR-M94S-42","Silver",747.2002,1364.5,"42","1233.76",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","35"
742,"HL Mountain Frame - Silver, 46","FR-M94S-46","Silver",747.2002,1364.5,"46","1288.2",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","38"
743,"HL Mountain Frame - Black, 42","FR-M94B-42","Black",739.041,1349.6,"42","1233.76",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","39"
746,"HL Mountain Frame - Black, 46","FR-M94B-46","Black",739.041,1349.6,"46","1288.2",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","42"
747,"HL Mountain Frame - Black, 38","FR-M94B-38","Black",739.041,1349.6,"38","1215.62",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","43"
748,"HL Mountain Frame - Silver, 38","FR-M94S-38","Silver",747.2002,1364.5,"38","1215.62",2,5,"HL Mountain Frame",2016-06-28 00:00:00.000,"","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Components","16","Mountain Frames","44"
797,"Road-550-W Yellow, 38","BK-R64Y-38","Yellow",713.0798,1120.49,"38","7869.79",1,29,"Road-550-W",2017-06-28 00:00:00.000,"","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Bikes","6","Road Bikes","93"
798,"Road-550-W Yellow, 40","BK-R64Y-40","Yellow",713.0798,1120.49,"40","8060.29",1,29,"Road-550-W",2017-06-28 00:00:00.000,"","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Bikes","6","Road Bikes","94"
799,"Road-550-W Yellow, 42","BK-R64Y-42","Yellow",713.0798,1120.49,"42","8223.59",1,29,"Road-550-W",2017-06-28 00:00:00.000,"","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Bikes","6","Road Bikes","95"
800,"Road-550-W Yellow, 44","BK-R64Y-44","Yellow",713.0798,1120.49,"44","8355.13",1,29,"Road-550-W",2017-06-28 00:00:00.000,"","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Bikes","6","Road Bikes","96"
801,"Road-550-W Yellow, 48","BK-R64Y-48","Yellow",713.0798,1120.49,"48","8473.06",1,29,"Road-550-W",2017-06-28 00:00:00.000,"","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","Bikes","6","Road Bikes","97"
792,"Road-250 Red, 58","BK-R89R-58","Red",1554.9479,2443.35,"58","7162.19",1,26,"Road-250",2017-06-28 00:00:00.000,"","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","88"
793,"Road-250 Black, 44","BK-R89B-44","Black",1554.9479,2443.35,"44","6699.52",1,26,"Road-250",2017-06-28 00:00:00.000,"","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","89"
794,"Road-250 Black, 48","BK-R89B-48","Black",1554.9479,2443.35,"48","6862.82",1,26,"Road-250",2017-06-28 00:00:00.000,"","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","90"
795,"Road-250 Black, 52","BK-R89B-52","Black",1554.9479,2443.35,"52","6994.36",1,26,"Road-250",2017-06-28 00:00:00.000,"","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","91"
796,"Road-250 Black, 58","BK-R89B-58","Black",1554.9479,2443.35,"58","7112.29",1,26,"Road-250",2017-06-28 00:00:00.000,"","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Bikes","6","Road Bikes","92"
722,"LL Road Frame - Black, 58","FR-R38B-58","Black",204.6251,337.22,"58","1115.83",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","18"
723,"LL Road Frame - Black, 60","FR-R38B-60","Black",204.6251,337.22,"60","1124.9",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","19"
724,"LL Road Frame - Black, 62","FR-R38B-62","Black",204.6251,337.22,"62","1133.98",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","20"
736,"LL Road Frame - Black, 44","FR-R38B-44","Black",204.6251,337.22,"44","1052.33",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","32"
737,"LL Road Frame - Black, 48","FR-R38B-48","Black",204.6251,337.22,"48","1070.47",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","33"
738,"LL Road Frame - Black, 52","FR-R38B-52","Black",204.6251,337.22,"52","1088.62",2,9,"LL Road Frame",2016-06-28 00:00:00.000,"","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Components","18","Road Frames","34"
822,"ML Road Frame-W - Yellow, 38","FR-R72Y-38","Yellow",360.9428,594.83,"38","988.83",2,17,"ML Road Frame-W",2017-06-28 00:00:00.000,"","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","Components","18","Road Frames","118"
833,"ML Road Frame-W - Yellow, 40","FR-R72Y-40","Yellow",360.9428,594.83,"40","1006.97",2,17,"ML Road Frame-W",2017-06-28 00:00:00.000,"","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","Components","18","Road Frames","129"
834,"ML Road Frame-W - Yellow, 42","FR-R72Y-42","Yellow",360.9428,594.83,"42","1025.11",2,17,"ML Road Frame-W",2017-06-28 00:00:00.000,"","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","Components","18","Road Frames","130"
835,"ML Road Frame-W - Yellow, 44","FR-R72Y-44","Yellow",360.9428,594.83,"44","1043.26",2,17,"ML Road Frame-W",2017-06-28 00:00:00.000,"","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","Components","18","Road Frames","131"
836,"ML Road Frame-W - Yellow, 48","FR-R72Y-48","Yellow",360.9428,594.83,"48","1061.4",2,17,"ML Road Frame-W",2017-06-28 00:00:00.000,"","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","Components","18","Road Frames","132"
837,"HL Road Frame - Black, 62","FR-R92B-62","Black",868.6342,1431.5,"62","1043.26",2,6,"HL Road Frame",2017-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","133"
838,"HL Road Frame - Black, 44","FR-R92B-44","Black",868.6342,1431.5,"44","961.61",2,6,"HL Road Frame",2017-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","134"
839,"HL Road Frame - Black, 48","FR-R92B-48","Black",868.6342,1431.5,"48","979.75",2,6,"HL Road Frame",2017-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","135"
840,"HL Road Frame - Black, 52","FR-R92B-52","Black",868.6342,1431.5,"52","997.9",2,6,"HL Road Frame",2017-06-28 00:00:00.000,"","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Components","18","Road Frames","136"
885,"HL Touring Frame - Yellow, 60","FR-T98Y-60","Yellow",601.7437,1003.91,"60","1397.06",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","181"
886,"LL Touring Frame - Yellow, 62","FR-T67Y-62","Yellow",199.8519,333.42,"62","1451.49",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","182"
887,"HL Touring Frame - Yellow, 46","FR-T98Y-46","Yellow",601.7437,1003.91,"46","1342.63",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","183"
888,"HL Touring Frame - Yellow, 50","FR-T98Y-50","Yellow",601.7437,1003.91,"50","1360.77",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","184"
889,"HL Touring Frame - Yellow, 54","FR-T98Y-54","Yellow",601.7437,1003.91,"54","1378.91",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","185"
890,"HL Touring Frame - Blue, 46","FR-T98U-46","Blue",601.7437,1003.91,"46","1342.63",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","186"
891,"HL Touring Frame - Blue, 50","FR-T98U-50","Blue",601.7437,1003.91,"50","1360.77",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","187"
