id_disability_rate,id_time,id_age,id_disability_type,id_area,id_gender,number_disability
109096,1,4,385,102613,49,91
109108,1,4,385,102625,49,338
109120,1,4,385,102637,49,81
109132,1,4,385,102649,49,200
109144,1,4,385,102661,49,180
109156,1,4,385,102673,49,114
109168,1,4,385,102685,49,73
109180,1,4,385,102697,49,210
109192,1,4,385,102709,49,167
109204,1,4,385,102721,49,70
109216,1,4,385,102733,49,83
109228,1,4,385,102745,49,271
109240,1,4,385,102757,49,542
109252,1,4,385,102769,49,214
109264,1,4,385,102781,49,130
109276,1,4,385,102793,49,90
109288,1,4,385,102805,49,59
109300,1,4,385,102817,49,203
109312,1,4,385,102829,49,195
109324,1,4,385,102841,49,59
109336,1,4,385,102853,49,12
109348,1,4,385,102865,49,102
109360,1,4,385,102877,49,12
109372,1,4,385,102889,49,229
109384,1,4,385,102901,49,117
109396,1,4,385,102913,49,212
109408,1,4,385,102925,49,82
109420,1,4,385,102937,49,148
109432,1,4,385,102949,49,28
109444,1,4,385,102961,49,217
109456,1,4,385,102973,49,204
109468,1,4,385,102985,49,193
109480,1,4,385,102997,49,44
109492,1,4,385,103009,49,153
109504,1,4,385,103021,49,69
109516,1,4,385,103033,49,207
109528,1,4,385,103045,49,356
109540,1,4,385,103057,49,85
109552,1,4,385,103069,49,117
109564,1,4,385,103081,49,191
109576,1,4,385,103093,49,138
109588,1,4,385,103105,49,185
109600,1,4,385,103117,49,52
109612,1,4,385,103129,49,237
109624,1,4,385,103141,49,144
109636,1,4,385,103153,49,273
109648,1,4,385,103165,49,208
109660,1,4,385,103177,49,99
109672,1,4,385,103189,49,196
110548,1,4,385,109681,49,197
110560,1,4,385,109693,49,75
110572,1,4,385,109705,49,136
110584,1,4,385,109717,49,10
110596,1,4,385,109729,49,49
110608,1,4,385,109741,49,5
110620,1,4,385,109753,49,126
110632,1,4,385,109765,49,11
125764,1,4,385,110641,49,241
125776,1,4,385,110653,49,106
125788,1,4,385,110665,49,217
125800,1,4,385,110677,49,119
125812,1,4,385,110689,49,191
125824,1,4,385,110701,49,85
125836,1,4,385,110713,49,179
125848,1,4,385,110725,49,144
125860,1,4,385,110737,49,132
125872,1,4,385,110749,49,68
125884,1,4,385,110761,49,69
125896,1,4,385,110773,49,40
125908,1,4,385,110785,49,96
125920,1,4,385,110797,49,158
125932,1,4,385,110809,49,80
125944,1,4,385,110821,49,22
125956,1,4,385,110833,49,120
125968,1,4,385,110845,49,174
125980,1,4,385,110857,49,71
125992,1,4,385,110869,49,61
126004,1,4,385,110881,49,176
126016,1,4,385,110893,49,68
126028,1,4,385,110905,49,201
126040,1,4,385,110917,49,102
126052,1,4,385,110929,49,90
126064,1,4,385,110941,49,31
126076,1,4,385,110953,49,96
126088,1,4,385,110965,49,67
126100,1,4,385,110977,49,160
126112,1,4,385,110989,49,186
126124,1,4,385,111001,49,122
126136,1,4,385,111013,49,76
126148,1,4,385,111025,49,257
126160,1,4,385,111037,49,61
126172,1,4,385,111049,49,110
126184,1,4,385,111061,49,30
126196,1,4,385,111073,49,186
126208,1,4,385,111085,49,63
126220,1,4,385,111097,49,207
126232,1,4,385,111109,49,230
126244,1,4,385,111121,49,165
126256,1,4,385,111133,49,50
126268,1,4,385,111145,49,139
126280,1,4,385,111157,49,61
126292,1,4,385,111169,49,261
126304,1,4,385,111181,49,63
126316,1,4,385,111193,49,272
126328,1,4,385,111205,49,45
126340,1,4,385,111217,49,214
126352,1,4,385,111229,49,59
126364,1,4,385,111241,49,230
126376,1,4,385,111253,49,69
126388,1,4,385,111265,49,157
126400,1,4,385,111277,49,450
126412,1,4,385,111289,49,316
126424,1,4,385,111301,49,30
126436,1,4,385,111313,49,109
126448,1,4,385,111325,49,35
126460,1,4,385,111337,49,92
126472,1,4,385,111349,49,31
126484,1,4,385,111361,49,65
126496,1,4,385,111373,49,33
126508,1,4,385,111385,49,106
126520,1,4,385,111397,49,17
126532,1,4,385,111409,49,167
126544,1,4,385,111421,49,10
126556,1,4,385,111433,49,127
126568,1,4,385,111445,49,661
126580,1,4,385,111457,49,96
126592,1,4,385,111469,49,59
126604,1,4,385,111481,49,98
126616,1,4,385,111493,49,141
126628,1,4,385,111505,49,80
126640,1,4,385,111517,49,26
126652,1,4,385,111529,49,66
126664,1,4,385,111541,49,17
126676,1,4,385,111553,49,40
126688,1,4,385,111565,49,16
126700,1,4,385,111577,49,91
126712,1,4,385,111589,49,30
126724,1,4,385,111601,49,76
126736,1,4,385,111613,49,8
126748,1,4,385,111625,49,206
126760,1,4,385,111637,49,31
126772,1,4,385,111649,49,249
126784,1,4,385,111661,49,19
126796,1,4,385,111673,49,92
126808,1,4,385,111685,49,7
126820,1,4,385,111697,49,371
126832,1,4,385,111709,49,203
126844,1,4,385,111721,49,253
126856,1,4,385,111733,49,37
126868,1,4,385,111745,49,202
126880,1,4,385,111757,49,44
126892,1,4,385,111769,49,230
126904,1,4,385,111781,49,29
126916,1,4,385,111793,49,448
126928,1,4,385,111805,49,37
126940,1,4,385,111817,49,205
126952,1,4,385,111829,49,36
126964,1,4,385,111841,49,83
126988,1,4,385,111865,49,134
127000,1,4,385,111877,49,12
127012,1,4,385,111889,49,216
127024,1,4,385,111901,49,17
127036,1,4,385,111913,49,179
127048,1,4,385,111925,49,16
127060,1,4,385,111937,49,253
127072,1,4,385,111949,49,24
127084,1,4,385,111961,49,122
127096,1,4,385,111973,49,13
127108,1,4,385,111985,49,195
127120,1,4,385,111997,49,12
127132,1,4,385,112009,49,237
127144,1,4,385,112021,49,97
127156,1,4,385,112033,49,150
127168,1,4,385,112045,49,11
127180,1,4,385,112057,49,220
127192,1,4,385,112069,49,32
127204,1,4,385,112081,49,507
127216,1,4,385,112093,49,40
127228,1,4,385,112105,49,145
127240,1,4,385,112117,49,50
127252,1,4,385,112129,49,247
127264,1,4,385,112141,49,29
127276,1,4,385,112153,49,359
127288,1,4,385,112165,49,47
127300,1,4,385,112177,49,265
127312,1,4,385,112189,49,28
127324,1,4,385,112201,49,146
127336,1,4,385,112213,49,30
127348,1,4,385,112225,49,221
127360,1,4,385,112237,49,182
127372,1,4,385,112249,49,114
127384,1,4,385,112261,49,12
127396,1,4,385,112273,49,156
127408,1,4,385,112285,49,27
127420,1,4,385,112297,49,94
127432,1,4,385,112309,49,18
131332,1,4,385,127441,49,296
131344,1,4,385,127453,49,117
131356,1,4,385,127465,49,686
131368,1,4,385,127477,49,175
131380,1,4,385,127489,49,538
131392,1,4,385,127501,49,61
131404,1,4,385,127513,49,306
131416,1,4,385,127525,49,43
131428,1,4,385,127537,49,362
131440,1,4,385,127549,49,58
131452,1,4,385,127561,49,751
131464,1,4,385,127573,49,83
131476,1,4,385,127585,49,1347
131488,1,4,385,127597,49,226
131500,1,4,385,127609,49,671
131512,1,4,385,127621,49,66
131524,1,4,385,127633,49,1210
131536,1,4,385,127645,49,642
131548,1,4,385,127657,49,957
131560,1,4,385,127669,49,291
131572,1,4,385,127681,49,1140
131584,1,4,385,127693,49,1782
131596,1,4,385,127705,49,957
131608,1,4,385,127717,49,524
131620,1,4,385,127729,49,824
131632,1,4,385,127741,49,74
131644,1,4,385,127753,49,480
131656,1,4,385,127765,49,42
131668,1,4,385,127777,49,2577
131680,1,4,385,127789,49,298
131692,1,4,385,127801,49,646
131704,1,4,385,127813,49,700
131728,1,4,385,127837,49,1614
131740,1,4,385,127849,49,1557
131752,1,4,385,127861,49,366
435,1,3,385,1,49,49
447,1,3,385,13,49,15
459,1,3,385,25,49,4
5451,1,3,385,481,49,361
5463,1,3,385,493,49,134
5475,1,3,385,505,49,447
5487,1,3,385,517,49,107
5499,1,3,385,529,49,752
5511,1,3,385,541,49,192
5523,1,3,385,553,49,563
5535,1,3,385,565,49,76
5559,1,3,385,589,49,865
5571,1,3,385,601,49,392
5583,1,3,385,613,49,410
5595,1,3,385,625,49,747
5607,1,3,385,637,49,77
5619,1,3,385,649,49,984
5631,1,3,385,661,49,141
5643,1,3,385,673,49,711
5655,1,3,385,685,49,133
5667,1,3,385,697,49,729
5679,1,3,385,709,49,138
5691,1,3,385,721,49,593
5703,1,3,385,733,49,46
5715,1,3,385,745,49,450
5727,1,3,385,757,49,87
5739,1,3,385,769,49,456
5751,1,3,385,781,49,306
5763,1,3,385,793,49,1054
5775,1,3,385,805,49,258
5787,1,3,385,817,49,929
5799,1,3,385,829,49,226
5811,1,3,385,841,49,1012
5823,1,3,385,853,49,277
5835,1,3,385,865,49,934
5847,1,3,385,877,49,303
5859,1,3,385,889,49,638
5871,1,3,385,901,49,89
5883,1,3,385,913,49,634
5895,1,3,385,925,49,122
5907,1,3,385,937,49,570
5919,1,3,385,949,49,136
5931,1,3,385,961,49,735
5943,1,3,385,973,49,177
5955,1,3,385,985,49,907
5967,1,3,385,997,49,172
5979,1,3,385,1009,49,778
5991,1,3,385,1021,49,165
8835,1,3,385,6025,49,7
8859,1,3,385,6049,49,4
8883,1,3,385,6073,49,6
8895,1,3,385,6085,49,4
8907,1,3,385,6097,49,6
8943,1,3,385,6133,49,4
8955,1,3,385,6145,49,12
8979,1,3,385,6169,49,17
9027,1,3,385,6217,49,7
9051,1,3,385,6241,49,14
9075,1,3,385,6265,49,15
9099,1,3,385,6289,49,7
14091,1,3,385,9121,49,162
14103,1,3,385,9133,49,18
14115,1,3,385,9145,49,187
14127,1,3,385,9157,49,35
14139,1,3,385,9169,49,124
14151,1,3,385,9181,49,9
14163,1,3,385,9193,49,128
14175,1,3,385,9205,49,18
14187,1,3,385,9217,49,206
14199,1,3,385,9229,49,11
14211,1,3,385,9241,49,202
14223,1,3,385,9253,49,101
14235,1,3,385,9265,49,119
14247,1,3,385,9277,49,4
14259,1,3,385,9289,49,213
14271,1,3,385,9301,49,10
14283,1,3,385,9313,49,92
14307,1,3,385,9337,49,252
14319,1,3,385,9349,49,43
14331,1,3,385,9361,49,209
14343,1,3,385,9373,49,21
14355,1,3,385,9385,49,104
14367,1,3,385,9397,49,14
14379,1,3,385,9409,49,49
14403,1,3,385,9433,49,96
14415,1,3,385,9445,49,31
14427,1,3,385,9457,49,90
14439,1,3,385,9469,49,23
14451,1,3,385,9481,49,97
14463,1,3,385,9493,49,7
14475,1,3,385,9505,49,82
14487,1,3,385,9517,49,17
14499,1,3,385,9529,49,75
14511,1,3,385,9541,49,10
14523,1,3,385,9553,49,83
14535,1,3,385,9565,49,19
14547,1,3,385,9577,49,18
14559,1,3,385,9589,49,4
14571,1,3,385,9601,49,150
14583,1,3,385,9613,49,30
14595,1,3,385,9625,49,121
14607,1,3,385,9637,49,8
14619,1,3,385,9649,49,70
14631,1,3,385,9661,49,7
22635,1,3,385,14641,49,177
22647,1,3,385,14653,49,51
22659,1,3,385,14665,49,502
22671,1,3,385,14677,49,53
22683,1,3,385,14689,49,67
22707,1,3,385,14713,49,306
22719,1,3,385,14725,49,26
22731,1,3,385,14737,49,470
22743,1,3,385,14749,49,19
22755,1,3,385,14761,49,170
22767,1,3,385,14773,49,8
22779,1,3,385,14785,49,348
22791,1,3,385,14797,49,28
22803,1,3,385,14809,49,240
22815,1,3,385,14821,49,29
22827,1,3,385,14833,49,437
22839,1,3,385,14845,49,48
22851,1,3,385,14857,49,410
22863,1,3,385,14869,49,62
22875,1,3,385,14881,49,170
22887,1,3,385,14893,49,9
22899,1,3,385,14905,49,128
22911,1,3,385,14917,49,19
22923,1,3,385,14929,49,440
22935,1,3,385,14941,49,60
22947,1,3,385,14953,49,354
22959,1,3,385,14965,49,71
22971,1,3,385,14977,49,283
22983,1,3,385,14989,49,21
22995,1,3,385,15001,49,460
23007,1,3,385,15013,49,41
23019,1,3,385,15025,49,534
23031,1,3,385,15037,49,75
23043,1,3,385,15049,49,293
23055,1,3,385,15061,49,33
23067,1,3,385,15073,49,481
23079,1,3,385,15085,49,18
23091,1,3,385,15097,49,470
23103,1,3,385,15109,49,25
23115,1,3,385,15121,49,184
23127,1,3,385,15133,49,17
23139,1,3,385,15145,49,364
23151,1,3,385,15157,49,103
23163,1,3,385,15169,49,146
23175,1,3,385,15181,49,4
23187,1,3,385,15193,49,135
23199,1,3,385,15205,49,76
23211,1,3,385,15217,49,93
23223,1,3,385,15229,49,15
23235,1,3,385,15241,49,66
23247,1,3,385,15253,49,20
23259,1,3,385,15265,49,339
23271,1,3,385,15277,49,92
23283,1,3,385,15289,49,370
23295,1,3,385,15301,49,455
23307,1,3,385,15313,49,284
23319,1,3,385,15325,49,65
23331,1,3,385,15337,49,174
23343,1,3,385,15349,49,39
23355,1,3,385,15361,49,132
23367,1,3,385,15373,49,12
23379,1,3,385,15385,49,272
23391,1,3,385,15397,49,51
23403,1,3,385,15409,49,280
23415,1,3,385,15421,49,26
23427,1,3,385,15433,49,298
23439,1,3,385,15445,49,39
23451,1,3,385,15457,49,566
23463,1,3,385,15469,49,113
23475,1,3,385,15481,49,362
23487,1,3,385,15493,49,39
23499,1,3,385,15505,49,247
23511,1,3,385,15517,49,27
26979,1,3,385,23521,49,82
26991,1,3,385,23533,49,42
27003,1,3,385,23545,49,346
27015,1,3,385,23557,49,31
27027,1,3,385,23569,49,107
27039,1,3,385,23581,49,7
27051,1,3,385,23593,49,233
27063,1,3,385,23605,49,39
27075,1,3,385,23617,49,127
27087,1,3,385,23629,49,89
27099,1,3,385,23641,49,223
27111,1,3,385,23653,49,18
27123,1,3,385,23665,49,330
27135,1,3,385,23677,49,122
27147,1,3,385,23689,49,97
27159,1,3,385,23701,49,8
27171,1,3,385,23713,49,263
27183,1,3,385,23725,49,60
27195,1,3,385,23737,49,448
27207,1,3,385,23749,49,259
27219,1,3,385,23761,49,505
27231,1,3,385,23773,49,210
27243,1,3,385,23785,49,141
27255,1,3,385,23797,49,14
27267,1,3,385,23809,49,153
27279,1,3,385,23821,49,29
27291,1,3,385,23833,49,188
27303,1,3,385,23845,49,7
27315,1,3,385,23857,49,223
27327,1,3,385,23869,49,26
27339,1,3,385,23881,49,92
27351,1,3,385,23893,49,14
27579,1,3,385,27361,49,31
27591,1,3,385,27373,49,5
28035,1,3,385,27601,49,8
28059,1,3,385,27625,49,8
28071,1,3,385,27637,49,6
30027,1,3,385,28081,49,49
30039,1,3,385,28093,49,649
30051,1,3,385,28105,49,12
30063,1,3,385,28117,49,177
30075,1,3,385,28129,49,39
30087,1,3,385,28141,49,364
30099,1,3,385,28153,49,5
30111,1,3,385,28165,49,301
30135,1,3,385,28189,49,43
30159,1,3,385,28213,49,174
30171,1,3,385,28225,49,19
30183,1,3,385,28237,49,463
30195,1,3,385,28249,49,38
30207,1,3,385,28261,49,299
30219,1,3,385,28273,49,29
30231,1,3,385,28285,49,387
30675,1,3,385,30241,49,103
30687,1,3,385,30253,49,49
30699,1,3,385,30265,49,55
30711,1,3,385,30277,49,48
36123,1,3,385,30721,49,210
36135,1,3,385,30733,49,79
36147,1,3,385,30745,49,347
36159,1,3,385,30757,49,55
36171,1,3,385,30769,49,171
36183,1,3,385,30781,49,60
36195,1,3,385,30793,49,240
36207,1,3,385,30805,49,84
36219,1,3,385,30817,49,312
36231,1,3,385,30829,49,42
36243,1,3,385,30841,49,216
36255,1,3,385,30853,49,100
36267,1,3,385,30865,49,238
36279,1,3,385,30877,49,901
36291,1,3,385,30889,49,239
36303,1,3,385,30901,49,99
36315,1,3,385,30913,49,373
36327,1,3,385,30925,49,347
36339,1,3,385,30937,49,258
36351,1,3,385,30949,49,173
36363,1,3,385,30961,49,68
36375,1,3,385,30973,49,52
36387,1,3,385,30985,49,424
36399,1,3,385,30997,49,180
36411,1,3,385,31009,49,236
36423,1,3,385,31021,49,58
36435,1,3,385,31033,49,331
36447,1,3,385,31045,49,178
36459,1,3,385,31057,49,275
36471,1,3,385,31069,49,93
36483,1,3,385,31081,49,276
36495,1,3,385,31093,49,74
36507,1,3,385,31105,49,240
36519,1,3,385,31117,49,41
36531,1,3,385,31129,49,176
36543,1,3,385,31141,49,26
36555,1,3,385,31153,49,261
36567,1,3,385,31165,49,287
36579,1,3,385,31177,49,64
36591,1,3,385,31189,49,10
36603,1,3,385,31201,49,167
36615,1,3,385,31213,49,49
36627,1,3,385,31225,49,223
36639,1,3,385,31237,49,371
36651,1,3,385,31249,49,36
36675,1,3,385,31273,49,133
36687,1,3,385,31285,49,62
36699,1,3,385,31297,49,160
36711,1,3,385,31309,49,66
40827,1,3,385,36721,49,80
40839,1,3,385,36733,49,43
40851,1,3,385,36745,49,214
40863,1,3,385,36757,49,109
40875,1,3,385,36769,49,189
40887,1,3,385,36781,49,127
40899,1,3,385,36793,49,197
40911,1,3,385,36805,49,64
40923,1,3,385,36817,49,154
40935,1,3,385,36829,49,31
40947,1,3,385,36841,49,210
40959,1,3,385,36853,49,83
40971,1,3,385,36865,49,108
40983,1,3,385,36877,49,89
40995,1,3,385,36889,49,198
41007,1,3,385,36901,49,93
41019,1,3,385,36913,49,197
41031,1,3,385,36925,49,62
41043,1,3,385,36937,49,169
41055,1,3,385,36949,49,34
41067,1,3,385,36961,49,199
41079,1,3,385,36973,49,84
41091,1,3,385,36985,49,216
41103,1,3,385,36997,49,110
41115,1,3,385,37009,49,208
41127,1,3,385,37021,49,69
41139,1,3,385,37033,49,107
41151,1,3,385,37045,49,87
41163,1,3,385,37057,49,119
41175,1,3,385,37069,49,41
41187,1,3,385,37081,49,107
41199,1,3,385,37093,49,20
41211,1,3,385,37105,49,132
41223,1,3,385,37117,49,25
41235,1,3,385,37129,49,249
41247,1,3,385,37141,49,82
41259,1,3,385,37153,49,136
41271,1,3,385,37165,49,249
43875,1,3,385,41281,49,96
43887,1,3,385,41293,49,16
43899,1,3,385,41305,49,466
43911,1,3,385,41317,49,14
43923,1,3,385,41329,49,7
43947,1,3,385,41353,49,84
43959,1,3,385,41365,49,6
43971,1,3,385,41377,49,261
43983,1,3,385,41389,49,16
43995,1,3,385,41401,49,144
44007,1,3,385,41413,49,6
44019,1,3,385,41425,49,121
44031,1,3,385,41437,49,18
44043,1,3,385,41449,49,158
44055,1,3,385,41461,49,5
44067,1,3,385,41473,49,124
44079,1,3,385,41485,49,16
44091,1,3,385,41497,49,139
44103,1,3,385,41509,49,20
44115,1,3,385,41521,49,114
44127,1,3,385,41533,49,26
44139,1,3,385,41545,49,7
47187,1,3,385,44161,49,176
47199,1,3,385,44173,49,6
47211,1,3,385,44185,49,362
47223,1,3,385,44197,49,64
47235,1,3,385,44209,49,41
47247,1,3,385,44221,49,171
47259,1,3,385,44233,49,121
47271,1,3,385,44245,49,14
47283,1,3,385,44257,49,137
47295,1,3,385,44269,49,12
47307,1,3,385,44281,49,255
47319,1,3,385,44293,49,31
47331,1,3,385,44305,49,13
47355,1,3,385,44329,49,33
47379,1,3,385,44353,49,140
47391,1,3,385,44365,49,4
47403,1,3,385,44377,49,125
47415,1,3,385,44389,49,21
47427,1,3,385,44401,49,94
47439,1,3,385,44413,49,6
47451,1,3,385,44425,49,91
47463,1,3,385,44437,49,7
47475,1,3,385,44449,49,261
47487,1,3,385,44461,49,148
47499,1,3,385,44473,49,107
47511,1,3,385,44485,49,20
51411,1,3,385,47521,49,185
51423,1,3,385,47533,49,10
51435,1,3,385,47545,49,502
51447,1,3,385,47557,49,35
51459,1,3,385,47569,49,153
51471,1,3,385,47581,49,12
51483,1,3,385,47593,49,354
51495,1,3,385,47605,49,98
51507,1,3,385,47617,49,96
51519,1,3,385,47629,49,21
51531,1,3,385,47641,49,342
51543,1,3,385,47653,49,30
51555,1,3,385,47665,49,131
51567,1,3,385,47677,49,36
51579,1,3,385,47689,49,138
51603,1,3,385,47713,49,169
51615,1,3,385,47725,49,22
51627,1,3,385,47737,49,109
51639,1,3,385,47749,49,9
51651,1,3,385,47761,49,258
51663,1,3,385,47773,49,26
51675,1,3,385,47785,49,247
51687,1,3,385,47797,49,289
51699,1,3,385,47809,49,187
51711,1,3,385,47821,49,203
51723,1,3,385,47833,49,354
51735,1,3,385,47845,49,228
51747,1,3,385,47857,49,91
51759,1,3,385,47869,49,16
51771,1,3,385,47881,49,246
51783,1,3,385,47893,49,16
51795,1,3,385,47905,49,213
51807,1,3,385,47917,49,97
51819,1,3,385,47929,49,164
51831,1,3,385,47941,49,273
57675,1,3,385,51841,49,746
57687,1,3,385,51853,49,179
57699,1,3,385,51865,49,245
57711,1,3,385,51877,49,107
57723,1,3,385,51889,49,327
57735,1,3,385,51901,49,92
57747,1,3,385,51913,49,402
57759,1,3,385,51925,49,188
57771,1,3,385,51937,49,234
57783,1,3,385,51949,49,61
57795,1,3,385,51961,49,168
57807,1,3,385,51973,49,53
57819,1,3,385,51985,49,224
57831,1,3,385,51997,49,48
57843,1,3,385,52009,49,126
57855,1,3,385,52021,49,101
57867,1,3,385,52033,49,174
57879,1,3,385,52045,49,176
57891,1,3,385,52057,49,246
57903,1,3,385,52069,49,97
57915,1,3,385,52081,49,274
57927,1,3,385,52093,49,89
57939,1,3,385,52105,49,273
57951,1,3,385,52117,49,159
57963,1,3,385,52129,49,282
57975,1,3,385,52141,49,43
57987,1,3,385,52153,49,297
57999,1,3,385,52165,49,150
58011,1,3,385,52177,49,240
58023,1,3,385,52189,49,110
58035,1,3,385,52201,49,268
58047,1,3,385,52213,49,55
58059,1,3,385,52225,49,184
58071,1,3,385,52237,49,43
58083,1,3,385,52249,49,424
58095,1,3,385,52261,49,83
58107,1,3,385,52273,49,475
58119,1,3,385,52285,49,117
58131,1,3,385,52297,49,180
58143,1,3,385,52309,49,1071
58155,1,3,385,52321,49,427
58167,1,3,385,52333,49,108
58179,1,3,385,52345,49,313
58191,1,3,385,52357,49,44
58203,1,3,385,52369,49,270
58215,1,3,385,52381,49,52
58227,1,3,385,52393,49,309
58239,1,3,385,52405,49,172
58251,1,3,385,52417,49,76
58263,1,3,385,52429,49,19
58275,1,3,385,52441,49,294
58287,1,3,385,52453,49,144
58299,1,3,385,52465,49,144
58311,1,3,385,52477,49,35
61347,1,3,385,58321,49,299
61359,1,3,385,58333,49,70
61371,1,3,385,58345,49,364
61383,1,3,385,58357,49,301
61395,1,3,385,58369,49,231
61407,1,3,385,58381,49,6
61419,1,3,385,58393,49,617
61431,1,3,385,58405,49,290
61443,1,3,385,58417,49,1427
61455,1,3,385,58429,49,125
61467,1,3,385,58441,49,616
61479,1,3,385,58453,49,81
61491,1,3,385,58465,49,489
61503,1,3,385,58477,49,173
61515,1,3,385,58489,49,342
61527,1,3,385,58501,49,389
61539,1,3,385,58513,49,329
61551,1,3,385,58525,49,20
61563,1,3,385,58537,49,514
61575,1,3,385,58549,49,68
61587,1,3,385,58561,49,344
61599,1,3,385,58573,49,141
61611,1,3,385,58585,49,281
61623,1,3,385,58597,49,17
61635,1,3,385,58609,49,645
61647,1,3,385,58621,49,127
61659,1,3,385,58633,49,611
61671,1,3,385,58645,49,278
61899,1,3,385,61681,49,8
61911,1,3,385,61693,49,11
71643,1,3,385,61921,49,54
71655,1,3,385,61933,49,21
71667,1,3,385,61945,49,127
71679,1,3,385,61957,49,58
71691,1,3,385,61969,49,93
71703,1,3,385,61981,49,57
71715,1,3,385,61993,49,64
71727,1,3,385,62005,49,210
71739,1,3,385,62017,49,45
71751,1,3,385,62029,49,23
71763,1,3,385,62041,49,96
71775,1,3,385,62053,49,31
71787,1,3,385,62065,49,130
71799,1,3,385,62077,49,58
71811,1,3,385,62089,49,111
71823,1,3,385,62101,49,43
71835,1,3,385,62113,49,137
71847,1,3,385,62125,49,61
71859,1,3,385,62137,49,95
71871,1,3,385,62149,49,22
71883,1,3,385,62161,49,229
71895,1,3,385,62173,49,115
71907,1,3,385,62185,49,136
71919,1,3,385,62197,49,42
71931,1,3,385,62209,49,269
71943,1,3,385,62221,49,99
71955,1,3,385,62233,49,262
71967,1,3,385,62245,49,78
71979,1,3,385,62257,49,74
71991,1,3,385,62269,49,18
72003,1,3,385,62281,49,177
72015,1,3,385,62293,49,83
72027,1,3,385,62305,49,245
72039,1,3,385,62317,49,54
72051,1,3,385,62329,49,106
72063,1,3,385,62341,49,41
72075,1,3,385,62353,49,165
72087,1,3,385,62365,49,46
72099,1,3,385,62377,49,133
72111,1,3,385,62389,49,93
72123,1,3,385,62401,49,149
72135,1,3,385,62413,49,158
72147,1,3,385,62425,49,154
72159,1,3,385,62437,49,56
72171,1,3,385,62449,49,143
72183,1,3,385,62461,49,95
72195,1,3,385,62473,49,138
72207,1,3,385,62485,49,23
72219,1,3,385,62497,49,178
72231,1,3,385,62509,49,38
72243,1,3,385,62521,49,138
72255,1,3,385,62533,49,410
72267,1,3,385,62545,49,152
72279,1,3,385,62557,49,57
72291,1,3,385,62569,49,112
72303,1,3,385,62581,49,31
72315,1,3,385,62593,49,153
72327,1,3,385,62605,49,105
72339,1,3,385,62617,49,137
72351,1,3,385,62629,49,46
72363,1,3,385,62641,49,130
72375,1,3,385,62653,49,42
72387,1,3,385,62665,49,90
72399,1,3,385,62677,49,533
72411,1,3,385,62689,49,156
72423,1,3,385,62701,49,42
72435,1,3,385,62713,49,129
72447,1,3,385,62725,49,47
72459,1,3,385,62737,49,288
72471,1,3,385,62749,49,73
72483,1,3,385,62761,49,61
72495,1,3,385,62773,49,21
72507,1,3,385,62785,49,143
72519,1,3,385,62797,49,73
72531,1,3,385,62809,49,138
72543,1,3,385,62821,49,64
72555,1,3,385,62833,49,202
72567,1,3,385,62845,49,384
72579,1,3,385,62857,49,147
72591,1,3,385,62869,49,40
72603,1,3,385,62881,49,65
72615,1,3,385,62893,49,6
72627,1,3,385,62905,49,163
72639,1,3,385,62917,49,15
72651,1,3,385,62929,49,297
72663,1,3,385,62941,49,114
72675,1,3,385,62953,49,218
72687,1,3,385,62965,49,38
72699,1,3,385,62977,49,338
72711,1,3,385,62989,49,59
80283,1,3,385,72721,49,147
80295,1,3,385,72733,49,45
80307,1,3,385,72745,49,243
80319,1,3,385,72757,49,94
80331,1,3,385,72769,49,500
80343,1,3,385,72781,49,223
80355,1,3,385,72793,49,443
80367,1,3,385,72805,49,96
80379,1,3,385,72817,49,240
80391,1,3,385,72829,49,172
80403,1,3,385,72841,49,182
80415,1,3,385,72853,49,35
80427,1,3,385,72865,49,517
80439,1,3,385,72877,49,235
80451,1,3,385,72889,49,239
80463,1,3,385,72901,49,86
80475,1,3,385,72913,49,369
80487,1,3,385,72925,49,805
80499,1,3,385,72937,49,252
80511,1,3,385,72949,49,41
80523,1,3,385,72961,49,288
80535,1,3,385,72973,49,41
80547,1,3,385,72985,49,216
80559,1,3,385,72997,49,26
80571,1,3,385,73009,49,349
80583,1,3,385,73021,49,179
80595,1,3,385,73033,49,451
80607,1,3,385,73045,49,124
80619,1,3,385,73057,49,604
80631,1,3,385,73069,49,184
80643,1,3,385,73081,49,245
80655,1,3,385,73093,49,59
80667,1,3,385,73105,49,301
80679,1,3,385,73117,49,122
80691,1,3,385,73129,49,369
80703,1,3,385,73141,49,78
80715,1,3,385,73153,49,542
80727,1,3,385,73165,49,304
80739,1,3,385,73177,49,632
80751,1,3,385,73189,49,494
80763,1,3,385,73201,49,451
80775,1,3,385,73213,49,1016
80799,1,3,385,73237,49,2010
80823,1,3,385,73261,49,744
80835,1,3,385,73273,49,366
80847,1,3,385,73285,49,107
80859,1,3,385,73297,49,694
80871,1,3,385,73309,49,995
80883,1,3,385,73321,49,910
80895,1,3,385,73333,49,212
80907,1,3,385,73345,49,455
80919,1,3,385,73357,49,98
80931,1,3,385,73369,49,528
80943,1,3,385,73381,49,164
80955,1,3,385,73393,49,408
80967,1,3,385,73405,49,58
80979,1,3,385,73417,49,806
80991,1,3,385,73429,49,329
81003,1,3,385,73441,49,646
81015,1,3,385,73453,49,103
81027,1,3,385,73465,49,362
81039,1,3,385,73477,49,49
81051,1,3,385,73489,49,188
81063,1,3,385,73501,49,17
81075,1,3,385,73513,49,665
