ID,Name,ProjectID,INTERMEDIATE RESOURCE,LATERAL RESOURCE,FRAC RESOURCE,DRILL OUT RESOURCE,RR TO FRAC TIME,POP,TTP TO POP,INTERMEDIATE START,INTERMEDIATE END,LATERAL START,LATERAL END,RR TO FRAC TIME.1,RR TO FRAC START END,FRAC START,FRAC END,DRILL OUT START,DRILL OUT END,TTP TO POP START,TTP TO POP END,POP START,POP END,Count of Lateral End,VersionName
"70574190-e50c-416f-a041-c0685fd98a3e","MARY 18-7-2801H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #509","H&P #509","Liberty","Drill Out Crew","","","",2021-05-26 00:00:00.000,2021-06-02 23:59:58.000,2021-06-30 00:00:00.000,2021-07-12 23:59:58.000,2021-08-29 00:00:00.000,2021-09-01 23:59:58.000,2021-10-03 00:00:00.000,2021-10-30 23:59:58.000,2021-11-03 00:00:00.000,2021-11-18 23:59:58.000,2021-11-19 00:00:00.000,2021-11-22 23:59:58.000,2021-11-23 00:00:00.000,2021-11-23 00:00:00.000,1,""
"72241625-71fb-485d-8d0a-16461294de8c","DUSEK 44-5-4209H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2021-10-27 00:00:00.000,2021-11-03 23:59:58.000,2021-11-14 00:00:00.000,2021-11-24 23:59:58.000,2021-12-17 00:00:00.000,2021-12-20 23:59:58.000,2021-12-30 00:00:00.000,2022-01-12 23:59:58.000,2022-01-16 00:00:00.000,2022-01-28 23:59:58.000,2022-01-29 00:00:00.000,2022-02-01 23:59:58.000,2022-02-02 00:00:00.000,2022-02-02 00:00:00.000,1,""
"72b46393-9fa5-40ba-9abf-619cc92c52f7","TREES RANCH 12-11-4108H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #261","H&P #261","Liberty","Drill Out Crew","","","",2021-07-28 00:00:00.000,2021-08-11 23:59:58.000,2021-09-13 00:00:00.000,2021-09-30 23:59:58.000,2021-11-18 00:00:00.000,2021-11-21 23:59:58.000,2022-02-19 00:00:00.000,2022-03-15 23:59:58.000,2022-03-19 00:00:00.000,2022-03-29 23:59:58.000,2022-03-30 00:00:00.000,2022-04-02 23:59:58.000,2022-04-03 00:00:00.000,2022-04-03 00:00:00.000,1,""
"72e00aac-0d60-4dcf-b509-67c9f6d4b330","WILLOW STATE UNIT 24-25-4303H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","Ensign #765","Liberty","Drill Out Crew","","","",2017-03-04 00:00:00.000,2017-03-18 23:59:58.000,2017-08-28 00:00:00.000,2017-09-22 23:59:58.000,2017-10-22 00:00:00.000,2017-10-22 00:00:00.000,2017-11-02 00:00:00.000,2017-11-30 23:59:58.000,2017-12-01 00:00:00.000,2017-12-18 23:59:58.000,2017-12-19 00:00:00.000,2017-12-19 00:00:00.000,2017-12-21 00:00:00.000,2017-12-21 00:00:00.000,1,""
"7318425a-781d-4932-a55f-50a0fd5f8d53","SHACKELFORD 7-6-4304H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Savanna 801","Savanna 801","Liberty","Drill Out Crew","","","",2022-09-23 00:00:00.000,2022-09-30 23:59:58.000,2022-10-15 00:00:00.000,2022-11-01 23:59:58.000,2022-11-02 00:00:00.000,2022-11-05 23:59:58.000,2022-11-14 00:00:00.000,2022-11-30 23:59:58.000,2022-12-01 00:00:00.000,2022-12-13 23:59:58.000,2022-12-14 00:00:00.000,2022-12-17 23:59:58.000,2022-12-18 00:00:00.000,2022-12-18 00:00:00.000,1,""
"760209bf-a94d-4190-af9a-50e4ee23aa93","CURRIE 41-29-4215H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2019-05-28 00:00:00.000,2019-06-05 23:59:58.000,2019-06-24 00:00:00.000,2019-07-05 23:59:58.000,2019-07-06 00:00:00.000,2019-07-06 00:00:00.000,2019-10-01 00:00:00.000,2019-10-18 23:59:58.000,2019-10-19 00:00:00.000,2019-11-01 23:59:58.000,2019-11-02 00:00:00.000,2019-11-05 23:59:58.000,2019-11-12 00:00:00.000,2019-11-12 00:00:00.000,1,""
"780d153d-b402-445b-9ed3-bd7df1b358d2","JERSEY 35-23-2808H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #509","H&P #509","Liberty","Drill Out Crew","","","",2022-11-05 00:00:00.000,2022-11-10 23:59:58.000,2022-11-22 00:00:00.000,2022-12-06 23:59:58.000,2022-12-07 00:00:00.000,2022-12-10 23:59:58.000,2022-12-18 00:00:00.000,2023-01-07 23:59:58.000,2023-01-08 00:00:00.000,2023-01-21 23:59:58.000,2023-01-22 00:00:00.000,2023-01-25 23:59:58.000,2023-01-26 00:00:00.000,2023-01-26 00:00:00.000,1,""
"782985c1-d9d1-46ed-b10f-006f19b2bc12","NUNN 5-44-4303H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","Trinidad 125","Liberty","Drill Out Crew","","","",2017-12-27 00:00:00.000,2018-01-08 23:59:58.000,2018-02-13 00:00:00.000,2018-02-20 23:59:58.000,2018-03-30 00:00:00.000,2018-03-30 00:00:00.000,2018-04-05 00:00:00.000,2018-04-26 23:59:58.000,2018-04-28 00:00:00.000,2018-05-04 23:59:58.000,2018-05-05 00:00:00.000,2018-05-05 00:00:00.000,2018-05-17 00:00:00.000,2018-05-17 00:00:00.000,1,""
"7855d1c2-c641-478e-b151-b5a8baaf03dd","NUNN 5-44-4403H (660 SPACING)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","Trinidad 125","Liberty","Drill Out Crew","","","",2018-01-10 00:00:00.000,2018-01-20 23:59:58.000,2018-02-22 00:00:00.000,2018-03-07 23:59:58.000,2018-03-30 00:00:00.000,2018-03-30 00:00:00.000,2018-04-05 00:00:00.000,2018-04-26 23:59:58.000,2018-05-08 00:00:00.000,2018-05-12 23:59:58.000,2018-05-13 00:00:00.000,2018-05-13 00:00:00.000,2018-05-17 00:00:00.000,2018-05-17 00:00:00.000,1,""
"785d31e9-70b8-4fa1-b791-484a3ceeb141","RANGER C4-6-14-4301H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Nomac 55 - Delaware","Nomac 55 - Delaware","Liberty","Drill Out Crew","","","",2017-03-24 00:00:00.000,2017-04-06 23:59:58.000,2017-05-04 00:00:00.000,2017-05-04 00:00:00.000,2017-05-04 00:00:00.000,2017-05-04 00:00:00.000,2017-05-21 00:00:00.000,2017-06-08 23:59:58.000,2017-06-09 00:00:00.000,2017-06-16 23:59:58.000,2017-06-17 00:00:00.000,2017-06-17 00:00:00.000,2017-06-19 00:00:00.000,2017-06-19 00:00:00.000,1,""
"78e2d1aa-9b14-44ca-aed9-e4d91b740446","WAHA 4315NH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Ensign #765","Ensign #765","Liberty","Drill Out Crew","","","",2017-02-26 00:00:00.000,2017-03-11 23:59:58.000,2017-03-12 00:00:00.000,2017-03-12 00:00:00.000,2017-07-01 00:00:00.000,2017-07-01 00:00:00.000,2017-07-07 00:00:00.000,2017-08-16 23:59:58.000,2017-08-17 00:00:00.000,2017-08-28 23:59:58.000,2017-08-29 00:00:00.000,2017-08-29 00:00:00.000,2017-08-31 00:00:00.000,2017-08-31 00:00:00.000,1,""
"799f3f3d-69b3-4d19-ba96-9e0e85ca77ca","ELLIE 20-29-4315H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad 125","Trinidad 125","Liberty","Drill Out Crew","","","",2022-09-10 00:00:00.000,2022-09-17 23:59:58.000,2022-10-09 00:00:00.000,2022-10-21 23:59:58.000,2022-10-22 00:00:00.000,2022-10-25 23:59:58.000,2022-10-26 00:00:00.000,2022-11-13 23:59:58.000,2022-11-14 00:00:00.000,2022-11-26 23:59:58.000,2022-11-27 00:00:00.000,2022-11-30 23:59:58.000,2022-12-01 00:00:00.000,2022-12-01 00:00:00.000,1,""
"79cf3379-8ef5-4bcc-a9d7-4ffd25a4e8e4","RATLIFF 28-4215H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Nomac 54","Nomac 54","Liberty","Drill Out Crew","","","",2016-12-22 00:00:00.000,2016-12-22 00:00:00.000,2017-04-01 00:00:00.000,2017-04-01 00:00:00.000,2017-04-01 00:00:00.000,2017-04-01 00:00:00.000,2017-04-23 00:00:00.000,2017-05-11 23:59:58.000,2017-05-12 00:00:00.000,2017-05-22 23:59:58.000,2017-05-23 00:00:00.000,2017-05-23 00:00:00.000,2017-05-25 00:00:00.000,2017-05-25 00:00:00.000,1,""
"7a270ea7-61eb-415b-afe8-152acfd19aa6","CURRIE NEAL 47-4211H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Nomac 54","Nomac 54","Liberty","Drill Out Crew","","","",2016-11-12 00:00:00.000,2016-11-20 23:59:58.000,2016-12-17 00:00:00.000,2016-12-17 00:00:00.000,2016-12-17 00:00:00.000,2016-12-17 00:00:00.000,2017-01-03 00:00:00.000,2017-01-14 23:59:58.000,2017-01-15 00:00:00.000,2017-01-24 23:59:58.000,2017-01-25 00:00:00.000,2017-01-25 00:00:00.000,2017-01-27 00:00:00.000,2017-01-27 00:00:00.000,1,""
"7a4210ff-9b80-4583-a004-f1b72447a3f4","DALLAS KEUCHEL 37-36-4304H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2021-01-20 00:00:00.000,2021-01-27 23:59:58.000,2021-02-06 00:00:00.000,2021-02-16 23:59:58.000,2021-03-10 00:00:00.000,2021-03-10 00:00:00.000,2021-03-21 00:00:00.000,2021-04-03 23:59:58.000,2021-04-07 00:00:00.000,2021-04-19 23:59:58.000,2021-04-20 00:00:00.000,2021-04-23 23:59:58.000,2021-04-24 00:00:00.000,2021-04-24 00:00:00.000,1,""
"7acf02da-07df-4416-b588-4d38b32b7a19","WR_1359GGB-5-3BSU","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #313","H&P #313","Liberty","Drill Out Crew","","","",2020-09-25 00:00:00.000,2020-10-07 23:59:58.000,2020-10-30 00:00:00.000,2020-11-20 23:59:58.000,2020-11-21 00:00:00.000,2020-11-21 00:00:00.000,2021-06-23 00:00:00.000,2021-07-08 23:59:58.000,2021-07-09 00:00:00.000,2021-07-17 23:59:58.000,2021-07-18 00:00:00.000,2021-07-21 23:59:58.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,1,""
"7bbf6eaf-1449-4fbc-b5dd-eedb6fc5e812","BAST 32-41-4315H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter 103","Pacesetter 103","Liberty","Drill Out Crew","","","",2018-03-10 00:00:00.000,2018-03-20 23:59:58.000,2018-04-18 00:00:00.000,2018-04-29 23:59:58.000,2018-05-24 00:00:00.000,2018-05-24 00:00:00.000,2018-05-28 00:00:00.000,2018-06-28 23:59:58.000,2018-07-06 00:00:00.000,2018-07-11 23:59:58.000,2018-07-12 00:00:00.000,2018-07-12 00:00:00.000,2018-07-16 00:00:00.000,2018-07-16 00:00:00.000,1,""
"7d805a96-2248-41dc-afbb-12cbfba18915","PECAN STATE UNIT 4307JH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad 100","Trinidad 100","Liberty","Drill Out Crew","","","",2020-01-01 00:00:00.000,2020-01-16 23:59:58.000,2020-02-03 00:00:00.000,2020-02-26 23:59:58.000,2020-03-29 00:00:00.000,2020-03-29 00:00:00.000,2020-04-12 00:00:00.000,2020-04-27 23:59:58.000,2020-05-01 00:00:00.000,2020-05-10 23:59:58.000,2020-05-11 00:00:00.000,2020-05-14 23:59:58.000,2020-05-15 00:00:00.000,2020-05-15 00:00:00.000,1,""
"7db8565e-151d-4a1b-b551-46ceaff0943c","PECAN STATE UNIT 4504EH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2020-07-11 00:00:00.000,2020-07-25 23:59:58.000,2020-08-27 00:00:00.000,2020-09-18 23:59:58.000,2020-11-06 00:00:00.000,2020-11-06 00:00:00.000,2021-05-10 00:00:00.000,2021-06-03 23:59:58.000,2021-06-07 00:00:00.000,2021-06-17 23:59:58.000,2021-06-18 00:00:00.000,2021-06-21 23:59:58.000,2021-06-22 00:00:00.000,2021-06-22 00:00:00.000,1,""
"7eba84fd-8847-4820-b326-c752fde7f2b6","HAYDEN 14-23-2804H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2020-08-09 00:00:00.000,2020-08-15 23:59:58.000,2020-09-03 00:00:00.000,2020-09-11 23:59:58.000,2020-09-27 00:00:00.000,2020-09-27 00:00:00.000,2020-11-29 00:00:00.000,2020-12-19 23:59:58.000,2020-12-23 00:00:00.000,2021-01-07 23:59:58.000,2021-01-08 00:00:00.000,2021-01-11 23:59:58.000,2021-01-12 00:00:00.000,2021-01-12 00:00:00.000,1,""
"7eca518f-02b9-430e-85d1-105bae1789a3","CLAIRE 48-37-4311H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #223","Trinidad #223","Liberty","Drill Out Crew","","","",2020-12-03 00:00:00.000,2020-12-11 23:59:58.000,2021-01-13 00:00:00.000,2021-01-25 23:59:58.000,2021-02-14 00:00:00.000,2021-02-14 00:00:00.000,2021-02-17 00:00:00.000,2021-03-17 23:59:58.000,2021-03-21 00:00:00.000,2021-04-05 23:59:58.000,2021-04-06 00:00:00.000,2021-04-09 23:59:58.000,2021-04-10 00:00:00.000,2021-04-10 00:00:00.000,1,""
"814eccd6-2189-4ac1-8439-cf49999e9e26","NUNN 5-44-4803H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","Trinidad 125","Liberty","Drill Out Crew","","","",2018-01-21 00:00:00.000,2018-01-29 23:59:58.000,2018-03-08 00:00:00.000,2018-03-29 23:59:58.000,2018-03-30 00:00:00.000,2018-03-30 00:00:00.000,2018-04-05 00:00:00.000,2018-04-27 23:59:58.000,2018-04-28 00:00:00.000,2018-06-16 23:59:58.000,2018-06-17 00:00:00.000,2018-06-17 00:00:00.000,2018-06-19 00:00:00.000,2018-06-19 00:00:00.000,1,""
"832984f2-f4f9-4e9e-bee6-6a789a0ad9d3","ATKINS 15-10A-F-4212H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2019-04-12 00:00:00.000,2019-04-21 23:59:58.000,2019-04-22 00:00:00.000,2019-05-04 23:59:58.000,2019-05-05 00:00:00.000,2019-05-05 00:00:00.000,2019-06-05 00:00:00.000,2019-06-24 23:59:58.000,2019-06-26 00:00:00.000,2019-07-10 23:59:58.000,2019-07-11 00:00:00.000,2019-07-11 00:00:00.000,2019-07-15 00:00:00.000,2019-07-15 00:00:00.000,1,""
"8330a033-9cd5-4272-97ca-ac73a7648761","KAUFFMAN STATE UNIT C4-6-4307H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Ensign #765","Ensign #765","Liberty","Drill Out Crew","","","",2016-10-01 00:00:00.000,2016-10-16 23:59:58.000,2016-10-27 00:00:00.000,2016-10-27 00:00:00.000,2016-10-28 00:00:00.000,2016-10-28 00:00:00.000,2016-11-19 00:00:00.000,2016-12-04 23:59:58.000,2016-12-05 00:00:00.000,2016-12-07 23:59:58.000,2016-12-08 00:00:00.000,2016-12-08 00:00:00.000,2016-12-10 00:00:00.000,2016-12-10 00:00:00.000,1,""
"83c76e91-93bb-4886-b63c-a4b1a04a4d2c","LIGON STATE UNIT 7-22-3813H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","Trinidad 100","Liberty","Drill Out Crew","","","",2017-10-21 00:00:00.000,2017-11-04 23:59:58.000,2018-01-14 00:00:00.000,2018-02-07 23:59:58.000,2018-02-08 00:00:00.000,2018-02-08 00:00:00.000,2018-02-12 00:00:00.000,2018-03-06 23:59:58.000,2018-03-10 00:00:00.000,2018-03-14 23:59:58.000,2018-03-15 00:00:00.000,2018-03-15 00:00:00.000,2018-03-20 00:00:00.000,2018-03-20 00:00:00.000,1,""
"85112842-5440-4d9c-a7a9-5e94e9c3f774","CALVERLEY 36-25-2815H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","Patterson 254","Liberty","Drill Out Crew","","","",2017-07-07 00:00:00.000,2017-07-23 23:59:58.000,2017-10-27 00:00:00.000,2017-11-10 23:59:58.000,2017-12-12 00:00:00.000,2017-12-12 00:00:00.000,2017-12-17 00:00:00.000,2018-01-11 23:59:58.000,2018-01-13 00:00:00.000,2018-01-18 23:59:58.000,2018-01-19 00:00:00.000,2018-01-19 00:00:00.000,2018-01-30 00:00:00.000,2018-01-30 00:00:00.000,1,""
"8588446f-9295-4ad2-9112-4a5e43d14ae1","PECAN STATE UNIT 4102FH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","Trinidad 100","Liberty","Drill Out Crew","","","",2018-07-28 00:00:00.000,2018-08-10 23:59:58.000,2019-07-05 00:00:00.000,2019-07-22 23:59:58.000,2019-08-18 00:00:00.000,2019-08-18 00:00:00.000,2019-11-18 00:00:00.000,2019-12-03 23:59:58.000,2019-12-07 00:00:00.000,2019-12-17 23:59:58.000,2019-12-18 00:00:00.000,2019-12-21 23:59:58.000,2019-12-22 00:00:00.000,2019-12-22 00:00:00.000,1,""
"85bd07c9-1a32-4141-8685-74679aeb82bb","CORMAC 17-20-4411H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Savanna 635","Trinidad #226","Liberty","Drill Out Crew","","","",2017-05-14 00:00:00.000,2017-05-25 23:59:58.000,2017-07-07 00:00:00.000,2017-07-28 23:59:58.000,2017-07-29 00:00:00.000,2017-07-29 00:00:00.000,2017-08-19 00:00:00.000,2017-09-09 23:59:58.000,2017-09-10 00:00:00.000,2017-09-22 23:59:58.000,2017-09-23 00:00:00.000,2017-09-23 00:00:00.000,2017-09-25 00:00:00.000,2017-09-25 00:00:00.000,1,""
"86fb1d2b-6c67-4371-bd69-8fc35e1067ab","SEBASTIAN 19-30A-4415H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","H&P #633","Liberty","Drill Out Crew","","","",2017-05-30 00:00:00.000,2017-06-12 23:59:58.000,2017-09-04 00:00:00.000,2017-09-21 23:59:58.000,2017-09-22 00:00:00.000,2017-09-22 00:00:00.000,2017-10-07 00:00:00.000,2017-10-25 23:59:58.000,2017-10-26 00:00:00.000,2017-11-06 23:59:58.000,2017-11-07 00:00:00.000,2017-11-07 00:00:00.000,2017-11-09 00:00:00.000,2017-11-09 00:00:00.000,1,""
"87720948-d8b2-4944-bf11-4b4b33eb683c","PECAN STATE UNIT 4508FH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #313","H&P #313","Liberty","Drill Out Crew","","","",2023-02-20 00:00:00.000,2023-03-07 23:59:58.000,2023-04-17 00:00:00.000,2023-05-09 23:59:58.000,2023-06-08 00:00:00.000,2023-06-11 23:59:58.000,2023-09-14 00:00:00.000,2023-10-08 23:59:58.000,2023-10-12 00:00:00.000,2023-10-22 23:59:58.000,2023-10-23 00:00:00.000,2023-10-26 23:59:58.000,2023-10-27 00:00:00.000,2023-10-27 00:00:00.000,1,""
"878893a3-0abc-4d88-bf1d-9ec5312559fd","PECAN STATE UNIT 4102EH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Ensign #765","Ensign #765","Liberty","Drill Out Crew","","","",2017-01-04 00:00:00.000,2017-01-16 23:59:58.000,2017-01-17 00:00:00.000,2017-01-17 00:00:00.000,2017-01-17 00:00:00.000,2017-01-17 00:00:00.000,2017-02-24 00:00:00.000,2017-03-22 23:59:58.000,2017-03-23 00:00:00.000,2017-04-04 23:59:58.000,2017-04-05 00:00:00.000,2017-04-05 00:00:00.000,2017-04-07 00:00:00.000,2017-04-07 00:00:00.000,1,""
"8805edbf-659c-4d25-9239-ba98c82fa495","TREES STATE 24-25-G-4313H (660 SPACING)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Sendero #16","Trinidad 100","Liberty","Drill Out Crew","","","",2018-06-26 00:00:00.000,2018-07-11 23:59:58.000,2018-09-10 00:00:00.000,2018-10-04 23:59:58.000,2018-12-15 00:00:00.000,2018-12-15 00:00:00.000,2019-01-01 00:00:00.000,2019-01-27 23:59:58.000,2019-02-03 00:00:00.000,2019-02-06 23:59:58.000,2019-02-07 00:00:00.000,2019-02-07 00:00:00.000,2019-02-11 00:00:00.000,2019-02-11 00:00:00.000,1,""
"8904cb3e-1513-4606-97b5-a02e303f4ee9","PECAN STATE UNIT 3813BH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 762","Patterson 762","Liberty","Drill Out Crew","","","",2023-06-29 00:00:00.000,2023-07-11 23:59:58.000,2023-07-12 00:00:00.000,2023-08-03 23:59:58.000,2023-08-04 00:00:00.000,2023-08-07 23:59:58.000,2023-11-15 00:00:00.000,2023-11-28 23:59:58.000,2023-11-29 00:00:00.000,2023-12-05 23:59:58.000,2023-12-06 00:00:00.000,2023-12-09 23:59:58.000,2023-12-10 00:00:00.000,2023-12-10 00:00:00.000,1,""
"89c57dfe-74f8-47de-a8b5-14bc962ee6da","JERSEY 35-23-4314H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2023-05-28 00:00:00.000,2023-06-05 23:59:58.000,2023-07-03 00:00:00.000,2023-07-21 23:59:58.000,2023-07-22 00:00:00.000,2023-07-25 23:59:58.000,2023-07-27 00:00:00.000,2023-08-24 23:59:58.000,2023-08-25 00:00:00.000,2023-09-09 23:59:58.000,2023-09-10 00:00:00.000,2023-09-13 23:59:58.000,2023-09-14 00:00:00.000,2023-09-14 00:00:00.000,1,""
"8b4e8e96-a5da-4590-888d-a5b6c71f0977","HAYDEN 14-23-2806H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2020-08-17 00:00:00.000,2020-08-23 23:59:58.000,2020-09-13 00:00:00.000,2020-09-26 23:59:58.000,2020-09-27 00:00:00.000,2020-09-27 00:00:00.000,2020-11-29 00:00:00.000,2020-12-22 23:59:58.000,2020-12-23 00:00:00.000,2021-01-07 23:59:58.000,2021-01-08 00:00:00.000,2021-01-11 23:59:58.000,2021-01-12 00:00:00.000,2021-01-12 00:00:00.000,1,""
"8c32e307-6a42-48a0-b56d-04c82f9afb1f","CLAIRE 48-37-4212H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #223","Trinidad #223","Liberty","Drill Out Crew","","","",2020-11-25 00:00:00.000,2020-12-01 23:59:58.000,2021-01-02 00:00:00.000,2021-01-11 23:59:58.000,2021-02-14 00:00:00.000,2021-02-14 00:00:00.000,2021-02-17 00:00:00.000,2021-03-17 23:59:58.000,2021-03-21 00:00:00.000,2021-04-05 23:59:58.000,2021-04-06 00:00:00.000,2021-04-09 23:59:58.000,2021-04-10 00:00:00.000,2021-04-10 00:00:00.000,1,""
"8e8ccfeb-67af-438a-b09c-372c515fa73f","PECAN STATE UNIT 4306EH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2020-07-27 00:00:00.000,2020-08-10 23:59:58.000,2020-09-20 00:00:00.000,2020-10-12 23:59:58.000,2020-11-06 00:00:00.000,2020-11-06 00:00:00.000,2021-05-10 00:00:00.000,2021-06-03 23:59:58.000,2021-06-07 00:00:00.000,2021-06-17 23:59:58.000,2021-06-18 00:00:00.000,2021-06-21 23:59:58.000,2021-06-22 00:00:00.000,2021-06-22 00:00:00.000,1,""
"8ea6e9b9-c710-4d36-8c02-0c2fb9edeadd","WAHA 3801NH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Sendero #16","Trinidad #225","Liberty","Drill Out Crew","","","",2017-08-15 00:00:00.000,2017-09-01 23:59:58.000,2017-12-10 00:00:00.000,2017-12-25 23:59:58.000,2017-12-26 00:00:00.000,2017-12-26 00:00:00.000,2018-01-16 00:00:00.000,2018-02-01 23:59:58.000,2018-02-03 00:00:00.000,2018-02-11 23:59:58.000,2018-02-12 00:00:00.000,2018-02-12 00:00:00.000,2018-02-19 00:00:00.000,2018-02-19 00:00:00.000,1,""
"8f2dc990-cd13-4ea1-9fff-2f1050f607ea","TREES STATE 56-57-A-4301H (TBK 4101H)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2019-01-09 00:00:00.000,2019-01-26 23:59:58.000,2019-03-02 00:00:00.000,2019-03-17 23:59:58.000,2019-03-18 00:00:00.000,2019-03-18 00:00:00.000,2019-05-11 00:00:00.000,2019-05-24 23:59:58.000,2019-05-25 00:00:00.000,2019-05-27 23:59:58.000,2019-05-28 00:00:00.000,2019-05-28 00:00:00.000,2019-06-04 00:00:00.000,2019-06-04 00:00:00.000,1,""
"90059e9e-ad69-48f9-bff4-7b5526d63dc9","VENOM 6261A-34-21H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","INDEPENDENCE #319","INDEPENDENCE #319","Liberty","Drill Out Crew","","","",2020-01-27 00:00:00.000,2020-02-09 23:59:58.000,2020-03-16 00:00:00.000,2020-03-31 23:59:58.000,2020-04-23 00:00:00.000,2020-04-23 00:00:00.000,2020-05-25 00:00:00.000,2020-06-09 23:59:58.000,2020-06-13 00:00:00.000,2020-06-21 23:59:58.000,2020-06-22 00:00:00.000,2020-06-25 23:59:58.000,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,1,""
"920bd324-e6e0-41f4-aa02-403e59dce48a","WHISKEY RIVER 21-8-11H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","INDEPENDENCE #319","INDEPENDENCE #319","Liberty","Drill Out Crew","","","",2019-12-03 00:00:00.000,2019-12-18 23:59:58.000,2019-12-19 00:00:00.000,2020-01-11 23:59:58.000,2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,2020-03-13 00:00:00.000,2020-03-25 23:59:58.000,2020-03-26 00:00:00.000,2020-04-01 23:59:58.000,2020-04-02 00:00:00.000,2020-04-05 23:59:58.000,2020-04-06 00:00:00.000,2020-04-06 00:00:00.000,1,""
"95489908-ea8a-42a9-a264-ddef35df70a6","ELLIE 20-29-4414H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad 125","Trinidad 125","Liberty","Drill Out Crew","","","",2022-08-22 00:00:00.000,2022-08-30 23:59:58.000,2022-09-18 00:00:00.000,2022-09-28 23:59:58.000,2022-10-22 00:00:00.000,2022-10-25 23:59:58.000,2022-10-26 00:00:00.000,2022-11-10 23:59:58.000,2022-11-14 00:00:00.000,2022-11-26 23:59:58.000,2022-11-27 00:00:00.000,2022-11-30 23:59:58.000,2022-12-01 00:00:00.000,2022-12-01 00:00:00.000,1,""
