Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
2020-03-07 00:00:00.000,"2020",1,3,7,20200307,"March","Mar 2020","Q1 2020",5,"Saturday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-08 00:00:00.000,"2020",1,3,8,20200308,"March","Mar 2020","Q1 2020",6,"Sunday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-09 00:00:00.000,"2020",1,3,9,20200309,"March","Mar 2020","Q1 2020",0,"Monday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-10 00:00:00.000,"2020",1,3,10,20200310,"March","Mar 2020","Q1 2020",1,"Tuesday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-11 00:00:00.000,"2020",1,3,11,20200311,"March","Mar 2020","Q1 2020",2,"Wednesday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-12 00:00:00.000,"2020",1,3,12,20200312,"March","Mar 2020","Q1 2020",3,"Thursday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-13 00:00:00.000,"2020",1,3,13,20200313,"March","Mar 2020","Q1 2020",4,"Friday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-14 00:00:00.000,"2020",1,3,14,20200314,"March","Mar 2020","Q1 2020",5,"Saturday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-15 00:00:00.000,"2020",1,3,15,20200315,"March","Mar 2020","Q1 2020",6,"Sunday",2020-03-15 00:00:00.000,11,20200300,20200100,"20","FY21"
2020-03-16 00:00:00.000,"2020",1,3,16,20200316,"March","Mar 2020","Q1 2020",0,"Monday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-17 00:00:00.000,"2020",1,3,17,20200317,"March","Mar 2020","Q1 2020",1,"Tuesday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-18 00:00:00.000,"2020",1,3,18,20200318,"March","Mar 2020","Q1 2020",2,"Wednesday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-19 00:00:00.000,"2020",1,3,19,20200319,"March","Mar 2020","Q1 2020",3,"Thursday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-20 00:00:00.000,"2020",1,3,20,20200320,"March","Mar 2020","Q1 2020",4,"Friday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-21 00:00:00.000,"2020",1,3,21,20200321,"March","Mar 2020","Q1 2020",5,"Saturday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-22 00:00:00.000,"2020",1,3,22,20200322,"March","Mar 2020","Q1 2020",6,"Sunday",2020-03-22 00:00:00.000,12,20200300,20200100,"20","FY21"
2020-03-23 00:00:00.000,"2020",1,3,23,20200323,"March","Mar 2020","Q1 2020",0,"Monday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-24 00:00:00.000,"2020",1,3,24,20200324,"March","Mar 2020","Q1 2020",1,"Tuesday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-25 00:00:00.000,"2020",1,3,25,20200325,"March","Mar 2020","Q1 2020",2,"Wednesday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-26 00:00:00.000,"2020",1,3,26,20200326,"March","Mar 2020","Q1 2020",3,"Thursday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-27 00:00:00.000,"2020",1,3,27,20200327,"March","Mar 2020","Q1 2020",4,"Friday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-28 00:00:00.000,"2020",1,3,28,20200328,"March","Mar 2020","Q1 2020",5,"Saturday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-29 00:00:00.000,"2020",1,3,29,20200329,"March","Mar 2020","Q1 2020",6,"Sunday",2020-03-29 00:00:00.000,13,20200300,20200100,"20","FY21"
2020-03-30 00:00:00.000,"2020",1,3,30,20200330,"March","Mar 2020","Q1 2020",0,"Monday",2020-04-05 00:00:00.000,14,20200300,20200100,"20","FY21"
2020-03-31 00:00:00.000,"2020",1,3,31,20200331,"March","Mar 2020","Q1 2020",1,"Tuesday",2020-04-05 00:00:00.000,14,20200300,20200100,"20","FY21"
2020-04-01 00:00:00.000,"2020",2,4,1,20200401,"April","Apr 2020","Q2 2020",2,"Wednesday",2020-04-05 00:00:00.000,14,20200400,20200200,"20","FY21"
2020-04-02 00:00:00.000,"2020",2,4,2,20200402,"April","Apr 2020","Q2 2020",3,"Thursday",2020-04-05 00:00:00.000,14,20200400,20200200,"20","FY21"
2020-04-03 00:00:00.000,"2020",2,4,3,20200403,"April","Apr 2020","Q2 2020",4,"Friday",2020-04-05 00:00:00.000,14,20200400,20200200,"20","FY21"
2020-04-04 00:00:00.000,"2020",2,4,4,20200404,"April","Apr 2020","Q2 2020",5,"Saturday",2020-04-05 00:00:00.000,14,20200400,20200200,"20","FY21"
2020-04-05 00:00:00.000,"2020",2,4,5,20200405,"April","Apr 2020","Q2 2020",6,"Sunday",2020-04-05 00:00:00.000,14,20200400,20200200,"20","FY21"
2020-04-06 00:00:00.000,"2020",2,4,6,20200406,"April","Apr 2020","Q2 2020",0,"Monday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-07 00:00:00.000,"2020",2,4,7,20200407,"April","Apr 2020","Q2 2020",1,"Tuesday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-08 00:00:00.000,"2020",2,4,8,20200408,"April","Apr 2020","Q2 2020",2,"Wednesday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-09 00:00:00.000,"2020",2,4,9,20200409,"April","Apr 2020","Q2 2020",3,"Thursday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-10 00:00:00.000,"2020",2,4,10,20200410,"April","Apr 2020","Q2 2020",4,"Friday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-11 00:00:00.000,"2020",2,4,11,20200411,"April","Apr 2020","Q2 2020",5,"Saturday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-12 00:00:00.000,"2020",2,4,12,20200412,"April","Apr 2020","Q2 2020",6,"Sunday",2020-04-12 00:00:00.000,15,20200400,20200200,"20","FY21"
2020-04-13 00:00:00.000,"2020",2,4,13,20200413,"April","Apr 2020","Q2 2020",0,"Monday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-14 00:00:00.000,"2020",2,4,14,20200414,"April","Apr 2020","Q2 2020",1,"Tuesday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-15 00:00:00.000,"2020",2,4,15,20200415,"April","Apr 2020","Q2 2020",2,"Wednesday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-16 00:00:00.000,"2020",2,4,16,20200416,"April","Apr 2020","Q2 2020",3,"Thursday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-17 00:00:00.000,"2020",2,4,17,20200417,"April","Apr 2020","Q2 2020",4,"Friday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-18 00:00:00.000,"2020",2,4,18,20200418,"April","Apr 2020","Q2 2020",5,"Saturday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-19 00:00:00.000,"2020",2,4,19,20200419,"April","Apr 2020","Q2 2020",6,"Sunday",2020-04-19 00:00:00.000,16,20200400,20200200,"20","FY21"
2020-04-20 00:00:00.000,"2020",2,4,20,20200420,"April","Apr 2020","Q2 2020",0,"Monday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-21 00:00:00.000,"2020",2,4,21,20200421,"April","Apr 2020","Q2 2020",1,"Tuesday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-22 00:00:00.000,"2020",2,4,22,20200422,"April","Apr 2020","Q2 2020",2,"Wednesday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-23 00:00:00.000,"2020",2,4,23,20200423,"April","Apr 2020","Q2 2020",3,"Thursday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-24 00:00:00.000,"2020",2,4,24,20200424,"April","Apr 2020","Q2 2020",4,"Friday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-25 00:00:00.000,"2020",2,4,25,20200425,"April","Apr 2020","Q2 2020",5,"Saturday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-26 00:00:00.000,"2020",2,4,26,20200426,"April","Apr 2020","Q2 2020",6,"Sunday",2020-04-26 00:00:00.000,17,20200400,20200200,"20","FY21"
2020-04-27 00:00:00.000,"2020",2,4,27,20200427,"April","Apr 2020","Q2 2020",0,"Monday",2020-05-03 00:00:00.000,18,20200400,20200200,"20","FY21"
2020-04-28 00:00:00.000,"2020",2,4,28,20200428,"April","Apr 2020","Q2 2020",1,"Tuesday",2020-05-03 00:00:00.000,18,20200400,20200200,"20","FY21"
2020-04-29 00:00:00.000,"2020",2,4,29,20200429,"April","Apr 2020","Q2 2020",2,"Wednesday",2020-05-03 00:00:00.000,18,20200400,20200200,"20","FY21"
2020-04-30 00:00:00.000,"2020",2,4,30,20200430,"April","Apr 2020","Q2 2020",3,"Thursday",2020-05-03 00:00:00.000,18,20200400,20200200,"20","FY21"
2020-05-01 00:00:00.000,"2020",2,5,1,20200501,"May","May 2020","Q2 2020",4,"Friday",2020-05-03 00:00:00.000,18,20200500,20200200,"20","FY21"
2020-05-02 00:00:00.000,"2020",2,5,2,20200502,"May","May 2020","Q2 2020",5,"Saturday",2020-05-03 00:00:00.000,18,20200500,20200200,"20","FY21"
2020-05-03 00:00:00.000,"2020",2,5,3,20200503,"May","May 2020","Q2 2020",6,"Sunday",2020-05-03 00:00:00.000,18,20200500,20200200,"20","FY21"
2020-05-04 00:00:00.000,"2020",2,5,4,20200504,"May","May 2020","Q2 2020",0,"Monday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-05 00:00:00.000,"2020",2,5,5,20200505,"May","May 2020","Q2 2020",1,"Tuesday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-06 00:00:00.000,"2020",2,5,6,20200506,"May","May 2020","Q2 2020",2,"Wednesday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-07 00:00:00.000,"2020",2,5,7,20200507,"May","May 2020","Q2 2020",3,"Thursday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-08 00:00:00.000,"2020",2,5,8,20200508,"May","May 2020","Q2 2020",4,"Friday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-09 00:00:00.000,"2020",2,5,9,20200509,"May","May 2020","Q2 2020",5,"Saturday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-10 00:00:00.000,"2020",2,5,10,20200510,"May","May 2020","Q2 2020",6,"Sunday",2020-05-10 00:00:00.000,19,20200500,20200200,"20","FY21"
2020-05-11 00:00:00.000,"2020",2,5,11,20200511,"May","May 2020","Q2 2020",0,"Monday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-12 00:00:00.000,"2020",2,5,12,20200512,"May","May 2020","Q2 2020",1,"Tuesday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-13 00:00:00.000,"2020",2,5,13,20200513,"May","May 2020","Q2 2020",2,"Wednesday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-14 00:00:00.000,"2020",2,5,14,20200514,"May","May 2020","Q2 2020",3,"Thursday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-15 00:00:00.000,"2020",2,5,15,20200515,"May","May 2020","Q2 2020",4,"Friday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-16 00:00:00.000,"2020",2,5,16,20200516,"May","May 2020","Q2 2020",5,"Saturday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-17 00:00:00.000,"2020",2,5,17,20200517,"May","May 2020","Q2 2020",6,"Sunday",2020-05-17 00:00:00.000,20,20200500,20200200,"20","FY21"
2020-05-18 00:00:00.000,"2020",2,5,18,20200518,"May","May 2020","Q2 2020",0,"Monday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-19 00:00:00.000,"2020",2,5,19,20200519,"May","May 2020","Q2 2020",1,"Tuesday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-20 00:00:00.000,"2020",2,5,20,20200520,"May","May 2020","Q2 2020",2,"Wednesday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-21 00:00:00.000,"2020",2,5,21,20200521,"May","May 2020","Q2 2020",3,"Thursday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-22 00:00:00.000,"2020",2,5,22,20200522,"May","May 2020","Q2 2020",4,"Friday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-23 00:00:00.000,"2020",2,5,23,20200523,"May","May 2020","Q2 2020",5,"Saturday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-24 00:00:00.000,"2020",2,5,24,20200524,"May","May 2020","Q2 2020",6,"Sunday",2020-05-24 00:00:00.000,21,20200500,20200200,"20","FY21"
2020-05-25 00:00:00.000,"2020",2,5,25,20200525,"May","May 2020","Q2 2020",0,"Monday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-26 00:00:00.000,"2020",2,5,26,20200526,"May","May 2020","Q2 2020",1,"Tuesday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-27 00:00:00.000,"2020",2,5,27,20200527,"May","May 2020","Q2 2020",2,"Wednesday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-28 00:00:00.000,"2020",2,5,28,20200528,"May","May 2020","Q2 2020",3,"Thursday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-29 00:00:00.000,"2020",2,5,29,20200529,"May","May 2020","Q2 2020",4,"Friday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-30 00:00:00.000,"2020",2,5,30,20200530,"May","May 2020","Q2 2020",5,"Saturday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-05-31 00:00:00.000,"2020",2,5,31,20200531,"May","May 2020","Q2 2020",6,"Sunday",2020-05-31 00:00:00.000,22,20200500,20200200,"20","FY21"
2020-06-01 00:00:00.000,"2020",2,6,1,20200601,"June","Jun 2020","Q2 2020",0,"Monday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-02 00:00:00.000,"2020",2,6,2,20200602,"June","Jun 2020","Q2 2020",1,"Tuesday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-03 00:00:00.000,"2020",2,6,3,20200603,"June","Jun 2020","Q2 2020",2,"Wednesday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-04 00:00:00.000,"2020",2,6,4,20200604,"June","Jun 2020","Q2 2020",3,"Thursday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-05 00:00:00.000,"2020",2,6,5,20200605,"June","Jun 2020","Q2 2020",4,"Friday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-06 00:00:00.000,"2020",2,6,6,20200606,"June","Jun 2020","Q2 2020",5,"Saturday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-07 00:00:00.000,"2020",2,6,7,20200607,"June","Jun 2020","Q2 2020",6,"Sunday",2020-06-07 00:00:00.000,23,20200600,20200200,"20","FY21"
2020-06-08 00:00:00.000,"2020",2,6,8,20200608,"June","Jun 2020","Q2 2020",0,"Monday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-09 00:00:00.000,"2020",2,6,9,20200609,"June","Jun 2020","Q2 2020",1,"Tuesday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-10 00:00:00.000,"2020",2,6,10,20200610,"June","Jun 2020","Q2 2020",2,"Wednesday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-11 00:00:00.000,"2020",2,6,11,20200611,"June","Jun 2020","Q2 2020",3,"Thursday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-12 00:00:00.000,"2020",2,6,12,20200612,"June","Jun 2020","Q2 2020",4,"Friday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-13 00:00:00.000,"2020",2,6,13,20200613,"June","Jun 2020","Q2 2020",5,"Saturday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-14 00:00:00.000,"2020",2,6,14,20200614,"June","Jun 2020","Q2 2020",6,"Sunday",2020-06-14 00:00:00.000,24,20200600,20200200,"20","FY21"
2020-06-15 00:00:00.000,"2020",2,6,15,20200615,"June","Jun 2020","Q2 2020",0,"Monday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-16 00:00:00.000,"2020",2,6,16,20200616,"June","Jun 2020","Q2 2020",1,"Tuesday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-17 00:00:00.000,"2020",2,6,17,20200617,"June","Jun 2020","Q2 2020",2,"Wednesday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-18 00:00:00.000,"2020",2,6,18,20200618,"June","Jun 2020","Q2 2020",3,"Thursday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-19 00:00:00.000,"2020",2,6,19,20200619,"June","Jun 2020","Q2 2020",4,"Friday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-20 00:00:00.000,"2020",2,6,20,20200620,"June","Jun 2020","Q2 2020",5,"Saturday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-21 00:00:00.000,"2020",2,6,21,20200621,"June","Jun 2020","Q2 2020",6,"Sunday",2020-06-21 00:00:00.000,25,20200600,20200200,"20","FY21"
2020-06-22 00:00:00.000,"2020",2,6,22,20200622,"June","Jun 2020","Q2 2020",0,"Monday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-23 00:00:00.000,"2020",2,6,23,20200623,"June","Jun 2020","Q2 2020",1,"Tuesday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-24 00:00:00.000,"2020",2,6,24,20200624,"June","Jun 2020","Q2 2020",2,"Wednesday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-25 00:00:00.000,"2020",2,6,25,20200625,"June","Jun 2020","Q2 2020",3,"Thursday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-26 00:00:00.000,"2020",2,6,26,20200626,"June","Jun 2020","Q2 2020",4,"Friday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-27 00:00:00.000,"2020",2,6,27,20200627,"June","Jun 2020","Q2 2020",5,"Saturday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-28 00:00:00.000,"2020",2,6,28,20200628,"June","Jun 2020","Q2 2020",6,"Sunday",2020-06-28 00:00:00.000,26,20200600,20200200,"20","FY21"
2020-06-29 00:00:00.000,"2020",2,6,29,20200629,"June","Jun 2020","Q2 2020",0,"Monday",2020-07-05 00:00:00.000,27,20200600,20200200,"20","FY21"
2020-06-30 00:00:00.000,"2020",2,6,30,20200630,"June","Jun 2020","Q2 2020",1,"Tuesday",2020-07-05 00:00:00.000,27,20200600,20200200,"20","FY21"
2020-10-01 00:00:00.000,"2020",4,10,1,20201001,"October","Oct 2020","Q4 2020",3,"Thursday",2020-10-04 00:00:00.000,40,20201000,20200400,"20","FY21"
2020-10-02 00:00:00.000,"2020",4,10,2,20201002,"October","Oct 2020","Q4 2020",4,"Friday",2020-10-04 00:00:00.000,40,20201000,20200400,"20","FY21"
2020-10-03 00:00:00.000,"2020",4,10,3,20201003,"October","Oct 2020","Q4 2020",5,"Saturday",2020-10-04 00:00:00.000,40,20201000,20200400,"20","FY21"
2020-10-04 00:00:00.000,"2020",4,10,4,20201004,"October","Oct 2020","Q4 2020",6,"Sunday",2020-10-04 00:00:00.000,40,20201000,20200400,"20","FY21"
2020-10-05 00:00:00.000,"2020",4,10,5,20201005,"October","Oct 2020","Q4 2020",0,"Monday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-06 00:00:00.000,"2020",4,10,6,20201006,"October","Oct 2020","Q4 2020",1,"Tuesday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-07 00:00:00.000,"2020",4,10,7,20201007,"October","Oct 2020","Q4 2020",2,"Wednesday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-08 00:00:00.000,"2020",4,10,8,20201008,"October","Oct 2020","Q4 2020",3,"Thursday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-09 00:00:00.000,"2020",4,10,9,20201009,"October","Oct 2020","Q4 2020",4,"Friday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-10 00:00:00.000,"2020",4,10,10,20201010,"October","Oct 2020","Q4 2020",5,"Saturday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-11 00:00:00.000,"2020",4,10,11,20201011,"October","Oct 2020","Q4 2020",6,"Sunday",2020-10-11 00:00:00.000,41,20201000,20200400,"20","FY21"
2020-10-12 00:00:00.000,"2020",4,10,12,20201012,"October","Oct 2020","Q4 2020",0,"Monday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-13 00:00:00.000,"2020",4,10,13,20201013,"October","Oct 2020","Q4 2020",1,"Tuesday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-14 00:00:00.000,"2020",4,10,14,20201014,"October","Oct 2020","Q4 2020",2,"Wednesday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-15 00:00:00.000,"2020",4,10,15,20201015,"October","Oct 2020","Q4 2020",3,"Thursday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-16 00:00:00.000,"2020",4,10,16,20201016,"October","Oct 2020","Q4 2020",4,"Friday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-17 00:00:00.000,"2020",4,10,17,20201017,"October","Oct 2020","Q4 2020",5,"Saturday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-18 00:00:00.000,"2020",4,10,18,20201018,"October","Oct 2020","Q4 2020",6,"Sunday",2020-10-18 00:00:00.000,42,20201000,20200400,"20","FY21"
2020-10-19 00:00:00.000,"2020",4,10,19,20201019,"October","Oct 2020","Q4 2020",0,"Monday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-20 00:00:00.000,"2020",4,10,20,20201020,"October","Oct 2020","Q4 2020",1,"Tuesday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-21 00:00:00.000,"2020",4,10,21,20201021,"October","Oct 2020","Q4 2020",2,"Wednesday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-22 00:00:00.000,"2020",4,10,22,20201022,"October","Oct 2020","Q4 2020",3,"Thursday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-23 00:00:00.000,"2020",4,10,23,20201023,"October","Oct 2020","Q4 2020",4,"Friday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-24 00:00:00.000,"2020",4,10,24,20201024,"October","Oct 2020","Q4 2020",5,"Saturday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-25 00:00:00.000,"2020",4,10,25,20201025,"October","Oct 2020","Q4 2020",6,"Sunday",2020-10-25 00:00:00.000,43,20201000,20200400,"20","FY21"
2020-10-26 00:00:00.000,"2020",4,10,26,20201026,"October","Oct 2020","Q4 2020",0,"Monday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-10-27 00:00:00.000,"2020",4,10,27,20201027,"October","Oct 2020","Q4 2020",1,"Tuesday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-10-28 00:00:00.000,"2020",4,10,28,20201028,"October","Oct 2020","Q4 2020",2,"Wednesday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-10-29 00:00:00.000,"2020",4,10,29,20201029,"October","Oct 2020","Q4 2020",3,"Thursday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-10-30 00:00:00.000,"2020",4,10,30,20201030,"October","Oct 2020","Q4 2020",4,"Friday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-10-31 00:00:00.000,"2020",4,10,31,20201031,"October","Oct 2020","Q4 2020",5,"Saturday",2020-11-01 00:00:00.000,44,20201000,20200400,"20","FY21"
2020-11-01 00:00:00.000,"2020",4,11,1,20201101,"November","Nov 2020","Q4 2020",6,"Sunday",2020-11-01 00:00:00.000,44,20201100,20200400,"20","FY21"
2020-11-02 00:00:00.000,"2020",4,11,2,20201102,"November","Nov 2020","Q4 2020",0,"Monday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-03 00:00:00.000,"2020",4,11,3,20201103,"November","Nov 2020","Q4 2020",1,"Tuesday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-04 00:00:00.000,"2020",4,11,4,20201104,"November","Nov 2020","Q4 2020",2,"Wednesday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-05 00:00:00.000,"2020",4,11,5,20201105,"November","Nov 2020","Q4 2020",3,"Thursday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-06 00:00:00.000,"2020",4,11,6,20201106,"November","Nov 2020","Q4 2020",4,"Friday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-07 00:00:00.000,"2020",4,11,7,20201107,"November","Nov 2020","Q4 2020",5,"Saturday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-08 00:00:00.000,"2020",4,11,8,20201108,"November","Nov 2020","Q4 2020",6,"Sunday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21"
2020-11-09 00:00:00.000,"2020",4,11,9,20201109,"November","Nov 2020","Q4 2020",0,"Monday",2020-11-15 00:00:00.000,46,20201100,20200400,"20","FY21"
2020-11-10 00:00:00.000,"2020",4,11,10,20201110,"November","Nov 2020","Q4 2020",1,"Tuesday",2020-11-15 00:00:00.000,46,20201100,20200400,"20","FY21"
2020-11-11 00:00:00.000,"2020",4,11,11,20201111,"November","Nov 2020","Q4 2020",2,"Wednesday",2020-11-15 00:00:00.000,46,20201100,20200400,"20","FY21"
2020-11-12 00:00:00.000,"2020",4,11,12,20201112,"November","Nov 2020","Q4 2020",3,"Thursday",2020-11-15 00:00:00.000,46,20201100,20200400,"20","FY21"
2020-11-13 00:00:00.000,"2020",4,11,13,20201113,"November","Nov 2020","Q4 2020",4,"Friday",2020-11-15 00:00:00.000,46,20201100,20200400,"20","FY21"
