Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Quater
2014-05-30 00:00:00.000,"2014",2,5,30,20140530,"May","May 2014","Q2 2014",4,"Friday",2014-06-01 00:00:00.000,22,20140500,20140200,"14","FY15","Q2"
2014-05-31 00:00:00.000,"2014",2,5,31,20140531,"May","May 2014","Q2 2014",5,"Saturday",2014-06-01 00:00:00.000,22,20140500,20140200,"14","FY15","Q2"
2014-06-01 00:00:00.000,"2014",2,6,1,20140601,"June","Jun 2014","Q2 2014",6,"Sunday",2014-06-01 00:00:00.000,22,20140600,20140200,"14","FY15","Q2"
2014-06-02 00:00:00.000,"2014",2,6,2,20140602,"June","Jun 2014","Q2 2014",0,"Monday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-03 00:00:00.000,"2014",2,6,3,20140603,"June","Jun 2014","Q2 2014",1,"Tuesday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-04 00:00:00.000,"2014",2,6,4,20140604,"June","Jun 2014","Q2 2014",2,"Wednesday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-05 00:00:00.000,"2014",2,6,5,20140605,"June","Jun 2014","Q2 2014",3,"Thursday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-06 00:00:00.000,"2014",2,6,6,20140606,"June","Jun 2014","Q2 2014",4,"Friday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-07 00:00:00.000,"2014",2,6,7,20140607,"June","Jun 2014","Q2 2014",5,"Saturday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-08 00:00:00.000,"2014",2,6,8,20140608,"June","Jun 2014","Q2 2014",6,"Sunday",2014-06-08 00:00:00.000,23,20140600,20140200,"14","FY15","Q2"
2014-06-09 00:00:00.000,"2014",2,6,9,20140609,"June","Jun 2014","Q2 2014",0,"Monday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-10 00:00:00.000,"2014",2,6,10,20140610,"June","Jun 2014","Q2 2014",1,"Tuesday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-11 00:00:00.000,"2014",2,6,11,20140611,"June","Jun 2014","Q2 2014",2,"Wednesday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-12 00:00:00.000,"2014",2,6,12,20140612,"June","Jun 2014","Q2 2014",3,"Thursday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-13 00:00:00.000,"2014",2,6,13,20140613,"June","Jun 2014","Q2 2014",4,"Friday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-14 00:00:00.000,"2014",2,6,14,20140614,"June","Jun 2014","Q2 2014",5,"Saturday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-15 00:00:00.000,"2014",2,6,15,20140615,"June","Jun 2014","Q2 2014",6,"Sunday",2014-06-15 00:00:00.000,24,20140600,20140200,"14","FY15","Q2"
2014-06-16 00:00:00.000,"2014",2,6,16,20140616,"June","Jun 2014","Q2 2014",0,"Monday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-17 00:00:00.000,"2014",2,6,17,20140617,"June","Jun 2014","Q2 2014",1,"Tuesday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-18 00:00:00.000,"2014",2,6,18,20140618,"June","Jun 2014","Q2 2014",2,"Wednesday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-19 00:00:00.000,"2014",2,6,19,20140619,"June","Jun 2014","Q2 2014",3,"Thursday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-20 00:00:00.000,"2014",2,6,20,20140620,"June","Jun 2014","Q2 2014",4,"Friday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-21 00:00:00.000,"2014",2,6,21,20140621,"June","Jun 2014","Q2 2014",5,"Saturday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-22 00:00:00.000,"2014",2,6,22,20140622,"June","Jun 2014","Q2 2014",6,"Sunday",2014-06-22 00:00:00.000,25,20140600,20140200,"14","FY15","Q2"
2014-06-23 00:00:00.000,"2014",2,6,23,20140623,"June","Jun 2014","Q2 2014",0,"Monday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-24 00:00:00.000,"2014",2,6,24,20140624,"June","Jun 2014","Q2 2014",1,"Tuesday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-25 00:00:00.000,"2014",2,6,25,20140625,"June","Jun 2014","Q2 2014",2,"Wednesday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-26 00:00:00.000,"2014",2,6,26,20140626,"June","Jun 2014","Q2 2014",3,"Thursday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-27 00:00:00.000,"2014",2,6,27,20140627,"June","Jun 2014","Q2 2014",4,"Friday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-28 00:00:00.000,"2014",2,6,28,20140628,"June","Jun 2014","Q2 2014",5,"Saturday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-29 00:00:00.000,"2014",2,6,29,20140629,"June","Jun 2014","Q2 2014",6,"Sunday",2014-06-29 00:00:00.000,26,20140600,20140200,"14","FY15","Q2"
2014-06-30 00:00:00.000,"2014",2,6,30,20140630,"June","Jun 2014","Q2 2014",0,"Monday",2014-07-06 00:00:00.000,27,20140600,20140200,"14","FY15","Q2"
2014-10-01 00:00:00.000,"2014",4,10,1,20141001,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-10-05 00:00:00.000,40,20141000,20140400,"14","FY15","Q4"
2014-10-02 00:00:00.000,"2014",4,10,2,20141002,"October","Oct 2014","Q4 2014",3,"Thursday",2014-10-05 00:00:00.000,40,20141000,20140400,"14","FY15","Q4"
2014-10-03 00:00:00.000,"2014",4,10,3,20141003,"October","Oct 2014","Q4 2014",4,"Friday",2014-10-05 00:00:00.000,40,20141000,20140400,"14","FY15","Q4"
2014-10-04 00:00:00.000,"2014",4,10,4,20141004,"October","Oct 2014","Q4 2014",5,"Saturday",2014-10-05 00:00:00.000,40,20141000,20140400,"14","FY15","Q4"
2014-10-05 00:00:00.000,"2014",4,10,5,20141005,"October","Oct 2014","Q4 2014",6,"Sunday",2014-10-05 00:00:00.000,40,20141000,20140400,"14","FY15","Q4"
2014-10-06 00:00:00.000,"2014",4,10,6,20141006,"October","Oct 2014","Q4 2014",0,"Monday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-07 00:00:00.000,"2014",4,10,7,20141007,"October","Oct 2014","Q4 2014",1,"Tuesday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-08 00:00:00.000,"2014",4,10,8,20141008,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-09 00:00:00.000,"2014",4,10,9,20141009,"October","Oct 2014","Q4 2014",3,"Thursday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-10 00:00:00.000,"2014",4,10,10,20141010,"October","Oct 2014","Q4 2014",4,"Friday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-11 00:00:00.000,"2014",4,10,11,20141011,"October","Oct 2014","Q4 2014",5,"Saturday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-12 00:00:00.000,"2014",4,10,12,20141012,"October","Oct 2014","Q4 2014",6,"Sunday",2014-10-12 00:00:00.000,41,20141000,20140400,"14","FY15","Q4"
2014-10-13 00:00:00.000,"2014",4,10,13,20141013,"October","Oct 2014","Q4 2014",0,"Monday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-14 00:00:00.000,"2014",4,10,14,20141014,"October","Oct 2014","Q4 2014",1,"Tuesday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-15 00:00:00.000,"2014",4,10,15,20141015,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-16 00:00:00.000,"2014",4,10,16,20141016,"October","Oct 2014","Q4 2014",3,"Thursday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-17 00:00:00.000,"2014",4,10,17,20141017,"October","Oct 2014","Q4 2014",4,"Friday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-18 00:00:00.000,"2014",4,10,18,20141018,"October","Oct 2014","Q4 2014",5,"Saturday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-19 00:00:00.000,"2014",4,10,19,20141019,"October","Oct 2014","Q4 2014",6,"Sunday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","Q4"
2014-10-20 00:00:00.000,"2014",4,10,20,20141020,"October","Oct 2014","Q4 2014",0,"Monday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-21 00:00:00.000,"2014",4,10,21,20141021,"October","Oct 2014","Q4 2014",1,"Tuesday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-22 00:00:00.000,"2014",4,10,22,20141022,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-23 00:00:00.000,"2014",4,10,23,20141023,"October","Oct 2014","Q4 2014",3,"Thursday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-24 00:00:00.000,"2014",4,10,24,20141024,"October","Oct 2014","Q4 2014",4,"Friday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-25 00:00:00.000,"2014",4,10,25,20141025,"October","Oct 2014","Q4 2014",5,"Saturday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-26 00:00:00.000,"2014",4,10,26,20141026,"October","Oct 2014","Q4 2014",6,"Sunday",2014-10-26 00:00:00.000,43,20141000,20140400,"14","FY15","Q4"
2014-10-27 00:00:00.000,"2014",4,10,27,20141027,"October","Oct 2014","Q4 2014",0,"Monday",2014-11-02 00:00:00.000,44,20141000,20140400,"14","FY15","Q4"
2014-10-28 00:00:00.000,"2014",4,10,28,20141028,"October","Oct 2014","Q4 2014",1,"Tuesday",2014-11-02 00:00:00.000,44,20141000,20140400,"14","FY15","Q4"
2014-10-29 00:00:00.000,"2014",4,10,29,20141029,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-11-02 00:00:00.000,44,20141000,20140400,"14","FY15","Q4"
2014-10-30 00:00:00.000,"2014",4,10,30,20141030,"October","Oct 2014","Q4 2014",3,"Thursday",2014-11-02 00:00:00.000,44,20141000,20140400,"14","FY15","Q4"
2014-10-31 00:00:00.000,"2014",4,10,31,20141031,"October","Oct 2014","Q4 2014",4,"Friday",2014-11-02 00:00:00.000,44,20141000,20140400,"14","FY15","Q4"
2014-11-01 00:00:00.000,"2014",4,11,1,20141101,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-02 00:00:00.000,44,20141100,20140400,"14","FY15","Q4"
2014-11-02 00:00:00.000,"2014",4,11,2,20141102,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-02 00:00:00.000,44,20141100,20140400,"14","FY15","Q4"
2014-11-03 00:00:00.000,"2014",4,11,3,20141103,"November","Nov 2014","Q4 2014",0,"Monday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-04 00:00:00.000,"2014",4,11,4,20141104,"November","Nov 2014","Q4 2014",1,"Tuesday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-05 00:00:00.000,"2014",4,11,5,20141105,"November","Nov 2014","Q4 2014",2,"Wednesday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-06 00:00:00.000,"2014",4,11,6,20141106,"November","Nov 2014","Q4 2014",3,"Thursday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-07 00:00:00.000,"2014",4,11,7,20141107,"November","Nov 2014","Q4 2014",4,"Friday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-08 00:00:00.000,"2014",4,11,8,20141108,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-09 00:00:00.000,"2014",4,11,9,20141109,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-09 00:00:00.000,45,20141100,20140400,"14","FY15","Q4"
2014-11-10 00:00:00.000,"2014",4,11,10,20141110,"November","Nov 2014","Q4 2014",0,"Monday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-11 00:00:00.000,"2014",4,11,11,20141111,"November","Nov 2014","Q4 2014",1,"Tuesday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-12 00:00:00.000,"2014",4,11,12,20141112,"November","Nov 2014","Q4 2014",2,"Wednesday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-13 00:00:00.000,"2014",4,11,13,20141113,"November","Nov 2014","Q4 2014",3,"Thursday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-14 00:00:00.000,"2014",4,11,14,20141114,"November","Nov 2014","Q4 2014",4,"Friday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-15 00:00:00.000,"2014",4,11,15,20141115,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-16 00:00:00.000,"2014",4,11,16,20141116,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-16 00:00:00.000,46,20141100,20140400,"14","FY15","Q4"
2014-11-17 00:00:00.000,"2014",4,11,17,20141117,"November","Nov 2014","Q4 2014",0,"Monday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-18 00:00:00.000,"2014",4,11,18,20141118,"November","Nov 2014","Q4 2014",1,"Tuesday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-19 00:00:00.000,"2014",4,11,19,20141119,"November","Nov 2014","Q4 2014",2,"Wednesday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-20 00:00:00.000,"2014",4,11,20,20141120,"November","Nov 2014","Q4 2014",3,"Thursday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-21 00:00:00.000,"2014",4,11,21,20141121,"November","Nov 2014","Q4 2014",4,"Friday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-22 00:00:00.000,"2014",4,11,22,20141122,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-23 00:00:00.000,"2014",4,11,23,20141123,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-23 00:00:00.000,47,20141100,20140400,"14","FY15","Q4"
2014-11-24 00:00:00.000,"2014",4,11,24,20141124,"November","Nov 2014","Q4 2014",0,"Monday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-25 00:00:00.000,"2014",4,11,25,20141125,"November","Nov 2014","Q4 2014",1,"Tuesday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-26 00:00:00.000,"2014",4,11,26,20141126,"November","Nov 2014","Q4 2014",2,"Wednesday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-27 00:00:00.000,"2014",4,11,27,20141127,"November","Nov 2014","Q4 2014",3,"Thursday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-28 00:00:00.000,"2014",4,11,28,20141128,"November","Nov 2014","Q4 2014",4,"Friday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-29 00:00:00.000,"2014",4,11,29,20141129,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-11-30 00:00:00.000,"2014",4,11,30,20141130,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","Q4"
2014-12-01 00:00:00.000,"2014",4,12,1,20141201,"December","Dec 2014","Q4 2014",0,"Monday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-02 00:00:00.000,"2014",4,12,2,20141202,"December","Dec 2014","Q4 2014",1,"Tuesday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-03 00:00:00.000,"2014",4,12,3,20141203,"December","Dec 2014","Q4 2014",2,"Wednesday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-04 00:00:00.000,"2014",4,12,4,20141204,"December","Dec 2014","Q4 2014",3,"Thursday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-05 00:00:00.000,"2014",4,12,5,20141205,"December","Dec 2014","Q4 2014",4,"Friday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-06 00:00:00.000,"2014",4,12,6,20141206,"December","Dec 2014","Q4 2014",5,"Saturday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-07 00:00:00.000,"2014",4,12,7,20141207,"December","Dec 2014","Q4 2014",6,"Sunday",2014-12-07 00:00:00.000,49,20141200,20140400,"14","FY15","Q4"
2014-12-08 00:00:00.000,"2014",4,12,8,20141208,"December","Dec 2014","Q4 2014",0,"Monday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-09 00:00:00.000,"2014",4,12,9,20141209,"December","Dec 2014","Q4 2014",1,"Tuesday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-10 00:00:00.000,"2014",4,12,10,20141210,"December","Dec 2014","Q4 2014",2,"Wednesday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-11 00:00:00.000,"2014",4,12,11,20141211,"December","Dec 2014","Q4 2014",3,"Thursday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-12 00:00:00.000,"2014",4,12,12,20141212,"December","Dec 2014","Q4 2014",4,"Friday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-13 00:00:00.000,"2014",4,12,13,20141213,"December","Dec 2014","Q4 2014",5,"Saturday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-14 00:00:00.000,"2014",4,12,14,20141214,"December","Dec 2014","Q4 2014",6,"Sunday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","Q4"
2014-12-15 00:00:00.000,"2014",4,12,15,20141215,"December","Dec 2014","Q4 2014",0,"Monday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-16 00:00:00.000,"2014",4,12,16,20141216,"December","Dec 2014","Q4 2014",1,"Tuesday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-17 00:00:00.000,"2014",4,12,17,20141217,"December","Dec 2014","Q4 2014",2,"Wednesday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-18 00:00:00.000,"2014",4,12,18,20141218,"December","Dec 2014","Q4 2014",3,"Thursday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-19 00:00:00.000,"2014",4,12,19,20141219,"December","Dec 2014","Q4 2014",4,"Friday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-20 00:00:00.000,"2014",4,12,20,20141220,"December","Dec 2014","Q4 2014",5,"Saturday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-21 00:00:00.000,"2014",4,12,21,20141221,"December","Dec 2014","Q4 2014",6,"Sunday",2014-12-21 00:00:00.000,51,20141200,20140400,"14","FY15","Q4"
2014-12-22 00:00:00.000,"2014",4,12,22,20141222,"December","Dec 2014","Q4 2014",0,"Monday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-23 00:00:00.000,"2014",4,12,23,20141223,"December","Dec 2014","Q4 2014",1,"Tuesday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-24 00:00:00.000,"2014",4,12,24,20141224,"December","Dec 2014","Q4 2014",2,"Wednesday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-25 00:00:00.000,"2014",4,12,25,20141225,"December","Dec 2014","Q4 2014",3,"Thursday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-26 00:00:00.000,"2014",4,12,26,20141226,"December","Dec 2014","Q4 2014",4,"Friday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-27 00:00:00.000,"2014",4,12,27,20141227,"December","Dec 2014","Q4 2014",5,"Saturday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-28 00:00:00.000,"2014",4,12,28,20141228,"December","Dec 2014","Q4 2014",6,"Sunday",2014-12-28 00:00:00.000,52,20141200,20140400,"14","FY15","Q4"
2014-12-29 00:00:00.000,"2014",4,12,29,20141229,"December","Dec 2014","Q4 2014",0,"Monday",2015-01-04 00:00:00.000,53,20141200,20140400,"14","FY15","Q4"
2014-12-30 00:00:00.000,"2014",4,12,30,20141230,"December","Dec 2014","Q4 2014",1,"Tuesday",2015-01-04 00:00:00.000,53,20141200,20140400,"14","FY15","Q4"
2014-12-31 00:00:00.000,"2014",4,12,31,20141231,"December","Dec 2014","Q4 2014",2,"Wednesday",2015-01-04 00:00:00.000,53,20141200,20140400,"14","FY15","Q4"
2014-01-01 00:00:00.000,"2014",1,1,1,20140101,"January","Jan 2014","Q1 2014",2,"Wednesday",2014-01-05 00:00:00.000,1,20140100,20140100,"14","FY15","Q1"
2014-01-02 00:00:00.000,"2014",1,1,2,20140102,"January","Jan 2014","Q1 2014",3,"Thursday",2014-01-05 00:00:00.000,1,20140100,20140100,"14","FY15","Q1"
2014-01-03 00:00:00.000,"2014",1,1,3,20140103,"January","Jan 2014","Q1 2014",4,"Friday",2014-01-05 00:00:00.000,1,20140100,20140100,"14","FY15","Q1"
2014-01-04 00:00:00.000,"2014",1,1,4,20140104,"January","Jan 2014","Q1 2014",5,"Saturday",2014-01-05 00:00:00.000,1,20140100,20140100,"14","FY15","Q1"
2014-01-05 00:00:00.000,"2014",1,1,5,20140105,"January","Jan 2014","Q1 2014",6,"Sunday",2014-01-05 00:00:00.000,1,20140100,20140100,"14","FY15","Q1"
2014-01-06 00:00:00.000,"2014",1,1,6,20140106,"January","Jan 2014","Q1 2014",0,"Monday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-07 00:00:00.000,"2014",1,1,7,20140107,"January","Jan 2014","Q1 2014",1,"Tuesday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-08 00:00:00.000,"2014",1,1,8,20140108,"January","Jan 2014","Q1 2014",2,"Wednesday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-09 00:00:00.000,"2014",1,1,9,20140109,"January","Jan 2014","Q1 2014",3,"Thursday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-10 00:00:00.000,"2014",1,1,10,20140110,"January","Jan 2014","Q1 2014",4,"Friday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-11 00:00:00.000,"2014",1,1,11,20140111,"January","Jan 2014","Q1 2014",5,"Saturday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-12 00:00:00.000,"2014",1,1,12,20140112,"January","Jan 2014","Q1 2014",6,"Sunday",2014-01-12 00:00:00.000,2,20140100,20140100,"14","FY15","Q1"
2014-01-13 00:00:00.000,"2014",1,1,13,20140113,"January","Jan 2014","Q1 2014",0,"Monday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-14 00:00:00.000,"2014",1,1,14,20140114,"January","Jan 2014","Q1 2014",1,"Tuesday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-15 00:00:00.000,"2014",1,1,15,20140115,"January","Jan 2014","Q1 2014",2,"Wednesday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-16 00:00:00.000,"2014",1,1,16,20140116,"January","Jan 2014","Q1 2014",3,"Thursday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-17 00:00:00.000,"2014",1,1,17,20140117,"January","Jan 2014","Q1 2014",4,"Friday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-18 00:00:00.000,"2014",1,1,18,20140118,"January","Jan 2014","Q1 2014",5,"Saturday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-19 00:00:00.000,"2014",1,1,19,20140119,"January","Jan 2014","Q1 2014",6,"Sunday",2014-01-19 00:00:00.000,3,20140100,20140100,"14","FY15","Q1"
2014-01-20 00:00:00.000,"2014",1,1,20,20140120,"January","Jan 2014","Q1 2014",0,"Monday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-21 00:00:00.000,"2014",1,1,21,20140121,"January","Jan 2014","Q1 2014",1,"Tuesday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-22 00:00:00.000,"2014",1,1,22,20140122,"January","Jan 2014","Q1 2014",2,"Wednesday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-23 00:00:00.000,"2014",1,1,23,20140123,"January","Jan 2014","Q1 2014",3,"Thursday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-24 00:00:00.000,"2014",1,1,24,20140124,"January","Jan 2014","Q1 2014",4,"Friday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-25 00:00:00.000,"2014",1,1,25,20140125,"January","Jan 2014","Q1 2014",5,"Saturday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-26 00:00:00.000,"2014",1,1,26,20140126,"January","Jan 2014","Q1 2014",6,"Sunday",2014-01-26 00:00:00.000,4,20140100,20140100,"14","FY15","Q1"
2014-01-27 00:00:00.000,"2014",1,1,27,20140127,"January","Jan 2014","Q1 2014",0,"Monday",2014-02-02 00:00:00.000,5,20140100,20140100,"14","FY15","Q1"
2014-01-28 00:00:00.000,"2014",1,1,28,20140128,"January","Jan 2014","Q1 2014",1,"Tuesday",2014-02-02 00:00:00.000,5,20140100,20140100,"14","FY15","Q1"
