Index,Attribute,Value
1646,"Prediction",18892.18
1647,"Prediction",18545.312
1648,"Prediction",17670.822
1649,"Prediction",18141.523
1650,"Prediction",17921.107
1651,"Prediction",18583.773
1652,"Prediction",19597.676
1653,"Prediction",19503.365
1654,"Prediction",19354.11
1655,"Prediction",19641.834
1656,"Prediction",19260.535
1657,"Prediction",19613.748
1658,"Prediction",18718.428
1659,"Prediction",19136.088
1660,"Prediction",19189.08
1661,"Prediction",17618.072
1662,"Prediction",18861.396
1663,"Prediction",20946.846
1664,"Prediction",22018.807
1665,"Prediction",18765.07
1666,"Prediction",23765.982
1667,"Prediction",19783.74
1668,"Prediction",21183.447
1669,"Prediction",18919.232
1670,"Prediction",19457.215
1671,"Prediction",21599.996
1672,"Prediction",22019.963
1673,"Prediction",21364.428
1674,"Prediction",22838.338
1675,"Prediction",19079.27
1676,"Prediction",21615.371
1677,"Prediction",19655.047
1678,"Prediction",20792.285
1679,"Prediction",21136.557
1680,"Prediction",21220.504
1681,"Prediction",19762.537
1682,"Prediction",19431.635
1683,"Prediction",22381.373
1684,"Prediction",20376.432
1685,"Prediction",19931.533
1686,"Prediction",21366.334
1687,"Prediction",19128.213
1688,"Prediction",20685.79
1689,"Prediction",19662.156
1690,"Prediction",19207.113
1691,"Prediction",22308.746
1692,"Prediction",19012.418
1693,"Prediction",21461.947
1694,"Prediction",21385.701
1695,"Prediction",19497
1696,"Prediction",20909.93
1697,"Prediction",23138.678
1698,"Prediction",21939.916
1699,"Prediction",21889.629
1700,"Prediction",19202.69
1701,"Prediction",21600.434
1702,"Prediction",21454.62
1703,"Prediction",19630.03
1704,"Prediction",21151.508
1705,"Prediction",19921.7
1706,"Prediction",19754.225
1707,"Prediction",21501.326
1708,"Prediction",21317.324
1709,"Prediction",20877.531
1710,"Prediction",21272.332
1711,"Prediction",22453.568
1712,"Prediction",18933.818
1713,"Prediction",19234.979
1714,"Prediction",18503.51
1715,"Prediction",21767.691
1716,"Prediction",20603.568
1717,"Prediction",19096.207
1718,"Prediction",20291.451
1719,"Prediction",19963.62
1720,"Prediction",21645.127
1721,"Prediction",20165.879
1722,"Prediction",22731.709
1723,"Prediction",19554.773
1724,"Prediction",21294.594
1725,"Prediction",21291.46
1726,"Prediction",21831.645
1727,"Prediction",19126.1
1728,"Prediction",19507.188
1729,"Prediction",19206.992
1730,"Prediction",19748.068
1731,"Prediction",20879.482
1732,"Prediction",19620.973
1733,"Prediction",19018.562
1734,"Prediction",19214.91
1735,"Prediction",21086.219
1736,"Prediction",20798.957
1737,"Prediction",20562.871
1738,"Prediction",19490.65
1739,"Prediction",18427.207
1740,"Prediction",19480.332
1741,"Prediction",22268.316
1742,"Prediction",18127.736
1743,"Prediction",19557.965
1744,"Prediction",17988.43
1745,"Prediction",19634.3
1746,"Prediction",19352.102
1747,"Prediction",21330.545
1748,"Prediction",20894.365
1749,"Prediction",19936.799
1750,"Prediction",20066.186
1751,"Prediction",18997.271
1752,"Prediction",18880.121
1753,"Prediction",20697.678
1754,"Prediction",19598.248
1755,"Prediction",20984.463
1756,"Prediction",19392.996
1757,"Prediction",19691.688
1758,"Prediction",19342.814
1759,"Prediction",19438.312
1760,"Prediction",19352.998
1761,"Prediction",21635.32
1762,"Prediction",20935.766
1763,"Prediction",19154.135
1764,"Prediction",22027.984
1765,"Prediction",20849.701
1766,"Prediction",19638.627
1767,"Prediction",20813.572
1768,"Prediction",19367.457
1769,"Prediction",21805.973
1770,"Prediction",20955.568
1771,"Prediction",19811.459
1772,"Prediction",21660.627
1773,"Prediction",19740.518
1774,"Prediction",19920.512
1775,"Prediction",19322.54
1776,"Prediction",19343.51
1777,"Prediction",21095.727
1778,"Prediction",19344.557
1779,"Prediction",20892.965
1780,"Prediction",22145.318
1781,"Prediction",20991.533
1782,"Prediction",21555.08
1783,"Prediction",21333.807
1784,"Prediction",20856.781
1785,"Prediction",19457.168
1786,"Prediction",21796.395
1787,"Prediction",19106.162
1788,"Prediction",20640.107
1789,"Prediction",19443.047
1790,"Prediction",23125.762
1791,"Prediction",19138.543
1792,"Prediction",21183.678
1793,"Prediction",19480.105
1794,"Prediction",19529.223
1795,"Prediction",19311.152
1796,"Prediction",18620.375
1797,"Prediction",18811.559
1798,"Prediction",21236.514
1799,"Prediction",19493.584
1800,"Prediction",21190.242
1801,"Prediction",20638.127
1802,"Prediction",23244.059
1803,"Prediction",21629.238
1804,"Prediction",19917.846
1805,"Prediction",21048.582
1806,"Prediction",18979.54
1807,"Prediction",19105.406
1808,"Prediction",19558.826
1809,"Prediction",19431.963
1810,"Prediction",19174.045
1811,"Prediction",19110.35
1812,"Prediction",18945.63
1813,"Prediction",19102.031
1814,"Prediction",18190.96
1815,"Prediction",18263.479
1816,"Prediction",18478.113
1817,"Prediction",20867.764
1818,"Prediction",17653.012
1819,"Prediction",19274.795
1820,"Prediction",21160.672
1821,"Prediction",21944.768
1822,"Prediction",22451.527
1823,"Prediction",19043.578
1824,"Prediction",21860.889
1825,"Prediction",19294.11
1826,"Prediction",21507.846
1827,"Prediction",19166.555
1828,"Prediction",19563.11
1829,"Prediction",19801.914
1830,"Prediction",18954.828
1831,"Prediction",19962.266
1832,"Prediction",22125.047
1833,"Prediction",19291.768
1834,"Prediction",20747.33
1835,"Prediction",16855.502
1836,"Prediction",19902.65
1837,"Prediction",19499.32
1838,"Prediction",19789.164
1839,"Prediction",21725.043
1840,"Prediction",19258.055
1841,"Prediction",18569.26
1842,"Prediction",19147.338
1843,"Prediction",19757.36
1844,"Prediction",20868.111
1845,"Prediction",19524.934
1846,"Prediction",20298.734
1847,"Prediction",21094.482
1848,"Prediction",19189.062
1849,"Prediction",21192.953
1850,"Prediction",21041.703
1851,"Prediction",18368.617
1852,"Prediction",20851.328
1853,"Prediction",17850.96
1854,"Prediction",21330.186
1855,"Prediction",21211.145
1856,"Prediction",18161.016
1857,"Prediction",19378.348
1858,"Prediction",18954.406
1859,"Prediction",21324.34
1860,"Prediction",20615.676
1861,"Prediction",21727.562
1862,"Prediction",21045.363
1863,"Prediction",20138.809
1864,"Prediction",19463.53
1865,"Prediction",16776.543
1866,"Prediction",21096.8
1867,"Prediction",21634.416
1868,"Prediction",19619.271
1869,"Prediction",18011.883
1870,"Prediction",19369.314
1871,"Prediction",18342.045
1872,"Prediction",20528.707
1873,"Prediction",19387.008
1874,"Prediction",20155.605
1875,"Prediction",19350.2
1876,"Prediction",21096.82
1877,"Prediction",18929.367
1878,"Prediction",21511.61
1879,"Prediction",21613.734
1880,"Prediction",21621.74
1881,"Prediction",22530.414
1882,"Prediction",24107.79
1883,"Prediction",19337.812
1884,"Prediction",21958.11
1885,"Prediction",21716.8
1886,"Prediction",23623.252
1887,"Prediction",20077.309
1888,"Prediction",22499.459
1889,"Prediction",21596.055
1890,"Prediction",22356.135
1891,"Prediction",22182.45
1892,"Prediction",21348.758
1893,"Prediction",23466.023
1894,"Prediction",21553.64
1895,"Prediction",21338.33
1896,"Prediction",22595.262
1897,"Prediction",21310.996
1898,"Prediction",19932.625
1899,"Prediction",22304.775
1900,"Prediction",21158.686
1901,"Prediction",21434.68
1902,"Prediction",22616.207
1903,"Prediction",21083.742
1904,"Prediction",20935.084
1905,"Prediction",20991.225
1906,"Prediction",22543.928
1907,"Prediction",23178.25
1908,"Prediction",21937.225
1909,"Prediction",21288.193
1910,"Prediction",22295.531
1911,"Prediction",22653.191
1912,"Prediction",21634.408
1913,"Prediction",20118.766
1914,"Prediction",22426.094
1915,"Prediction",22183.875
1916,"Prediction",22517.863
1917,"Prediction",21784.207
1918,"Prediction",22077.979
1919,"Prediction",22709.61
1920,"Prediction",20700.969
1921,"Prediction",21307.299
1922,"Prediction",17412.514
1923,"Prediction",21565.875
1924,"Prediction",21336.09
1925,"Prediction",22066.715
1926,"Prediction",22591.895
1927,"Prediction",22167.56
1928,"Prediction",22965.598
1929,"Prediction",21968.69
1930,"Prediction",21041.23
1931,"Prediction",23123.582
1932,"Prediction",22571.307
1933,"Prediction",22575.65
1934,"Prediction",27377.992
1935,"Prediction",22753.336
1936,"Prediction",23757.574
1937,"Prediction",20917.344
1938,"Prediction",18112.31
1939,"Prediction",22685.586
1940,"Prediction",23420.61
1941,"Prediction",18912.049
1942,"Prediction",23360.738
1943,"Prediction",21974.629
1944,"Prediction",22099.3
1945,"Prediction",25017.244
1946,"Prediction",23196.477
1947,"Prediction",20887.363
1948,"Prediction",23340.89
1949,"Prediction",22046.934
1950,"Prediction",22477.975
1951,"Prediction",20889.053
1952,"Prediction",22579.414
1953,"Prediction",23597.967
1954,"Prediction",21472.217
1955,"Prediction",22945.805
1956,"Prediction",23549.941
1957,"Prediction",19555.77
1958,"Prediction",21819.268
1959,"Prediction",19195.834
1960,"Prediction",22203.27
1961,"Prediction",22185.416
1962,"Prediction",19296.129
1963,"Prediction",21065.268
1964,"Prediction",23470.854
1965,"Prediction",21136.955
1966,"Prediction",24083.1
1967,"Prediction",21732.729
1968,"Prediction",19765.988
1969,"Prediction",23239.27
1970,"Prediction",22176.594
1971,"Prediction",23994.254
1972,"Prediction",21821.496
1973,"Prediction",23993.658
1974,"Prediction",21437.215
1975,"Prediction",22483.922
1976,"Prediction",21568.172
1977,"Prediction",22366.928
1978,"Prediction",23425.322
1979,"Prediction",23025.137
1980,"Prediction",22798.242
1981,"Prediction",21511.13
1982,"Prediction",21778.701
1983,"Prediction",21470.66
1984,"Prediction",21293.363
1985,"Prediction",21583.248
1986,"Prediction",23671.223
1987,"Prediction",21052.518
1988,"Prediction",23818.664
1989,"Prediction",20098.223
1990,"Prediction",23162.37
1991,"Prediction",21392.271
1992,"Prediction",23191.207
1993,"Prediction",21851.01
1994,"Prediction",22705.432
1995,"Prediction",20865.746
1996,"Prediction",21744.926
1997,"Prediction",22990.824
1998,"Prediction",20769.146
1999,"Prediction",22403.209
2000,"Prediction",22270.309
2001,"Prediction",21808.932
2002,"Prediction",21981.785
2003,"Prediction",21651.23
2004,"Prediction",22467.162
2005,"Prediction",23155.648
2006,"Prediction",19732.213
2007,"Prediction",21275.834
2008,"Prediction",21030.607
2009,"Prediction",22138.666
2010,"Prediction",22281.457
2011,"Prediction",23229.102
2012,"Prediction",19633.145
2013,"Prediction",22858.328
2014,"Prediction",20785.537
2015,"Prediction",23198.896
2016,"Prediction",22352.805
2017,"Prediction",21164.004
2018,"Prediction",22108.17
2019,"Prediction",21181.69
2020,"Prediction",19408.234
2021,"Prediction",21803.812
2022,"Prediction",18792.887
2023,"Prediction",17883.66
2024,"Prediction",20971.205
2025,"Prediction",20926.84
2026,"Prediction",18561.318
2027,"Prediction",21504.348
2028,"Prediction",19757.77
2029,"Prediction",18395.068
2030,"Prediction",19296.81
2031,"Prediction",18681.047
2032,"Prediction",20942.428
2033,"Prediction",19796.334
2034,"Prediction",19321.133
2035,"Prediction",22035.822
2036,"Prediction",22178.377
2037,"Prediction",20240.562
2038,"Prediction",16963.566
2039,"Prediction",18642.879
2040,"Prediction",20303.26
2041,"Prediction",20439.754
2042,"Prediction",19394.916
2043,"Prediction",18912.732
2044,"Prediction",17895.094
2045,"Prediction",19839.045
2046,"Prediction",19331.068
2047,"Prediction",19887.562
2048,"Prediction",19471.055
2049,"Prediction",20803.795
2050,"Prediction",19918.281
2051,"Prediction",20382.934
2052,"Prediction",18964.252
2053,"Prediction",18625.467
2054,"Prediction",19290.174
2055,"Prediction",20859.844
2056,"Prediction",20597.09
2057,"Prediction",19448.504
2058,"Prediction",20889.988
2059,"Prediction",20563.838
2060,"Prediction",21926.068
2061,"Prediction",18846.152
2062,"Prediction",20474.875
2063,"Prediction",19290.643
2064,"Prediction",19084.074
2065,"Prediction",19341.158
2066,"Prediction",20790.291
2067,"Prediction",19348.775
2068,"Prediction",19677.793
2069,"Prediction",19464.324
2070,"Prediction",19636.389
2071,"Prediction",18908.621
2072,"Prediction",20067.14
2073,"Prediction",20927.898
2074,"Prediction",19116.574
2075,"Prediction",20282.537
2076,"Prediction",19124.88
2077,"Prediction",19348.861
2078,"Prediction",19678.848
2079,"Prediction",21214.984
2080,"Prediction",19483.32
2081,"Prediction",22143.355
2082,"Prediction",19774.867
2083,"Prediction",16571.654
2084,"Prediction",20817.074
2085,"Prediction",19374.29
2086,"Prediction",19407.498
2087,"Prediction",19500.81
2088,"Prediction",18727.8
2089,"Prediction",21367.285
2090,"Prediction",19251.195
2091,"Prediction",20743.412
2092,"Prediction",20810.2
2093,"Prediction",20260.438
2094,"Prediction",19439.535
2095,"Prediction",18933.488
2096,"Prediction",19723.404
2097,"Prediction",20989.924
2098,"Prediction",18459.963
2099,"Prediction",21216.498
2100,"Prediction",19043.887
2101,"Prediction",21199.127
2102,"Prediction",19063.191
2103,"Prediction",19037.537
2104,"Prediction",18975.049
2105,"Prediction",20098.684
2106,"Prediction",19187.3
2107,"Prediction",18818.184
2108,"Prediction",20972.86
2109,"Prediction",20463.91
2110,"Prediction",20062.668
2111,"Prediction",19548.79
2112,"Prediction",19232.025
2113,"Prediction",19239.723
2114,"Prediction",18808.975
2115,"Prediction",18973.486
2116,"Prediction",21041.518
2117,"Prediction",18759.459
2118,"Prediction",18847.523
2119,"Prediction",19571.148
2120,"Prediction",20778.67
2121,"Prediction",17530.217
2122,"Prediction",18800.623
2123,"Prediction",18925.836
2124,"Prediction",18527.3
2125,"Prediction",21151.975
2126,"Prediction",19322.104
2127,"Prediction",19857.205
2128,"Prediction",18617.715
2129,"Prediction",19809.646
2130,"Prediction",19786.979
2131,"Prediction",21267.965
2132,"Prediction",18708.266
2133,"Prediction",20528.023
2134,"Prediction",19953.764
2135,"Prediction",19284.17
2136,"Prediction",20573.064
2137,"Prediction",20316.314
2138,"Prediction",18727.676
2139,"Prediction",18702.816
2140,"Prediction",18683.805
2141,"Prediction",19253.469
2142,"Prediction",18319.996
2143,"Prediction",19189.299
2144,"Prediction",21399.828
2145,"Prediction",17448.57
2146,"Prediction",20414.629
2147,"Prediction",18941.904
2148,"Prediction",19844.781
2149,"Prediction",19844.404
2150,"Prediction",19242.316
2151,"Prediction",20694.012
2152,"Prediction",19493.117
2153,"Prediction",22288.39
2154,"Prediction",21323.291
2155,"Prediction",19346.506
2156,"Prediction",18234.023
2157,"Prediction",18463.168
2158,"Prediction",21692.533
2159,"Prediction",17103.412
2160,"Prediction",22960.139
2161,"Prediction",19464.826
2162,"Prediction",20982.164
2163,"Prediction",21906.678
2164,"Prediction",22171.076
2165,"Prediction",20068.676
2166,"Prediction",18835.129
2167,"Prediction",20701.143
2168,"Prediction",19600.945
2169,"Prediction",20618.54
2170,"Prediction",19161.115
2171,"Prediction",19025.164
2172,"Prediction",18599.332
2173,"Prediction",19286.371
2174,"Prediction",21082.045
2175,"Prediction",20403.52
2176,"Prediction",19624.035
2177,"Prediction",19158.742
2178,"Prediction",21238.742
2179,"Prediction",19691.797
2180,"Prediction",19455.926
2181,"Prediction",18680.268
2182,"Prediction",19086.068
2183,"Prediction",20812.932
2184,"Prediction",18676.635
2185,"Prediction",19327.842
2186,"Prediction",19931.105
2187,"Prediction",19427.021
2188,"Prediction",20863.18
2189,"Prediction",19821.822
2190,"Prediction",20911.066
2191,"Prediction",18971.6
2192,"Prediction",20790.104
2193,"Prediction",19222.014
2194,"Prediction",18782.443
2195,"Prediction",19149.771
2196,"Prediction",18893.457
2197,"Prediction",19217.002
2198,"Prediction",19395.867
2199,"Prediction",20440.33
2200,"Prediction",19646.291
2201,"Prediction",18074.68
2202,"Prediction",20086.297
2203,"Prediction",19933.723
2204,"Prediction",17555.084
2205,"Prediction",18374.652
2206,"Prediction",22828.348
2207,"Prediction",22832.223
2208,"Prediction",23378.67
2209,"Prediction",21475.51
2210,"Prediction",21283.373
2211,"Prediction",19138.986
2212,"Prediction",19543.473
2213,"Prediction",19802.047
2214,"Prediction",22969.371
2215,"Prediction",22891.578
2216,"Prediction",22729.533
2217,"Prediction",22736.176
2218,"Prediction",18514.658
2219,"Prediction",23010.324
2220,"Prediction",21954.092
2221,"Prediction",20262.78
2222,"Prediction",19648.148
2223,"Prediction",21894.799
2224,"Prediction",20889.277
2225,"Prediction",19546.332
2226,"Prediction",23462.58
2227,"Prediction",21007.273
2228,"Prediction",21160.59
2229,"Prediction",19108.33
2230,"Prediction",22342.674
2231,"Prediction",22894.348
0,"Payment",21455.75
1,"Payment",20153.75
2,"Payment",21285.25
3,"Payment",21843
4,"Payment",20374.25
5,"Payment",21656
6,"Payment",19172.6667
7,"Payment",20813.5
8,"Payment",21574.25
9,"Payment",21524
10,"Payment",19983.75
11,"Payment",19829.5
12,"Payment",21225.75
13,"Payment",19599.25
14,"Payment",23245
15,"Payment",22505
16,"Payment",19137.6667
17,"Payment",21537.25
18,"Payment",22132
19,"Payment",21100.75
20,"Payment",19563.3333
21,"Payment",20796.75
22,"Payment",20522
23,"Payment",19308.6667
24,"Payment",20026.25
25,"Payment",21866.25
26,"Payment",20088.75
27,"Payment",21907.25
28,"Payment",21651.75
29,"Payment",21125.25
30,"Payment",21501.3333
31,"Payment",20678.6667
32,"Payment",19242.5
33,"Payment",21824.75
34,"Payment",21181.75
35,"Payment",18912
36,"Payment",20577.6667
37,"Payment",19512
38,"Payment",19138.5
39,"Payment",19352
40,"Payment",18544.25
41,"Payment",18449.5
42,"Payment",16180.3333
43,"Payment",19123
44,"Payment",22102.75
45,"Payment",20651
46,"Payment",20104.25
47,"Payment",21009.5
48,"Payment",20573.75
49,"Payment",20725.5
50,"Payment",21302.75
51,"Payment",22508.25
52,"Payment",21487.25
53,"Payment",18893
54,"Payment",20567.5
55,"Payment",22042
56,"Payment",22082.3333
57,"Payment",22930.75
58,"Payment",20506.5
59,"Payment",20514
60,"Payment",21609.75
61,"Payment",20091
62,"Payment",21211.5
63,"Payment",20773.25
64,"Payment",21622
65,"Payment",20108.75
66,"Payment",21476.25
67,"Payment",20475.75
68,"Payment",21449.5
69,"Payment",21288.75
70,"Payment",22009.5
71,"Payment",21831.75
72,"Payment",20162.25
73,"Payment",22487.25
74,"Payment",21404.75
75,"Payment",19394.25
76,"Payment",22028.3333
77,"Payment",21952.5
78,"Payment",19687
79,"Payment",20636
80,"Payment",20953.25
81,"Payment",18734
82,"Payment",21633.25
83,"Payment",21500.5
84,"Payment",19751
85,"Payment",20452.5
86,"Payment",18486.6667
87,"Payment",16937
88,"Payment",19276.3333
89,"Payment",21443.25
90,"Payment",21511.5
91,"Payment",20154.75
92,"Payment",20292.25
93,"Payment",19617.25
94,"Payment",18928.3333
95,"Payment",22974.75
96,"Payment",21960
97,"Payment",21304.25
98,"Payment",20885
99,"Payment",22070.5
100,"Payment",21067.25
101,"Payment",21082.3333
102,"Payment",22096
103,"Payment",21122.25
104,"Payment",22349
105,"Payment",16760.5
106,"Payment",18571
107,"Payment",21647.75
108,"Payment",22850
109,"Payment",21713.5
110,"Payment",22183.75
111,"Payment",21781.25
112,"Payment",21877.75
113,"Payment",20838.3333
114,"Payment",22838
115,"Payment",20371.5
116,"Payment",20160.25
117,"Payment",20293
118,"Payment",17196
119,"Payment",19302.5
120,"Payment",18725.3333
121,"Payment",20904.75
122,"Payment",23036.25
123,"Payment",23565.3333
124,"Payment",21510.75
125,"Payment",20239.5
126,"Payment",21220
127,"Payment",20599.5
128,"Payment",22807.5
129,"Payment",20302
130,"Payment",18392.6667
131,"Payment",21178.25
132,"Payment",20076.5
133,"Payment",19989.25
134,"Payment",20532
135,"Payment",17288.3333
136,"Payment",20438
137,"Payment",24046
138,"Payment",21963.75
139,"Payment",20470.5
140,"Payment",20632
141,"Payment",20764.3333
142,"Payment",21864.75
143,"Payment",23094
144,"Payment",20469.75
145,"Payment",21697.75
146,"Payment",21277.75
147,"Payment",22403.25
148,"Payment",21760.3333
149,"Payment",22579
150,"Payment",23425.6667
151,"Payment",20529.25
152,"Payment",21242
153,"Payment",18248.6667
154,"Payment",22755.75
155,"Payment",20757.75
156,"Payment",20972.6667
157,"Payment",19829
158,"Payment",22396.25
159,"Payment",21565
160,"Payment",20510.6667
161,"Payment",23468
162,"Payment",18124.6667
163,"Payment",21783.75
164,"Payment",17348
165,"Payment",26056.25
166,"Payment",22124
167,"Payment",25616.6667
168,"Payment",20952.75
169,"Payment",19896.25
170,"Payment",20864.75
171,"Payment",18853
172,"Payment",20054.6667
173,"Payment",17540.5
174,"Payment",22983.25
175,"Payment",20409.25
176,"Payment",20283.75
177,"Payment",20533.75
178,"Payment",20579.75
179,"Payment",21387.75
180,"Payment",21976
181,"Payment",18728.5
182,"Payment",21741
183,"Payment",22300.3333
184,"Payment",25217.75
185,"Payment",20826.5
186,"Payment",22613
187,"Payment",21077.5
188,"Payment",20284.25
189,"Payment",17015.3333
190,"Payment",21677.25
191,"Payment",21736.75
192,"Payment",23161.75
193,"Payment",22534.5
194,"Payment",21220
195,"Payment",20746.5
196,"Payment",18207.5
197,"Payment",19302
198,"Payment",20025.25
199,"Payment",21045.5
200,"Payment",24936.25
201,"Payment",19984.25
202,"Payment",16997
203,"Payment",21877.5
204,"Payment",21548.75
205,"Payment",23970.6667
206,"Payment",21957.5
207,"Payment",21949.25
208,"Payment",21026.5
209,"Payment",20631.25
210,"Payment",18097
211,"Payment",20172.5
212,"Payment",23456.25
213,"Payment",17637
214,"Payment",21145
215,"Payment",20938.5
216,"Payment",19320.25
217,"Payment",21759
218,"Payment",22026
219,"Payment",22135.6667
220,"Payment",21712.75
221,"Payment",21500
222,"Payment",22891.6667
223,"Payment",21708
224,"Payment",18935.25
225,"Payment",19443.25
226,"Payment",21527.75
227,"Payment",23354.75
228,"Payment",21089.5
229,"Payment",16955.3333
230,"Payment",21046.5
231,"Payment",18529
232,"Payment",21078
233,"Payment",22178.25
234,"Payment",19581
235,"Payment",21851
236,"Payment",23299.75
237,"Payment",24084
238,"Payment",21929.75
239,"Payment",20851
240,"Payment",22320.25
241,"Payment",20120.5
242,"Payment",16988.5
243,"Payment",18478.3333
244,"Payment",18200
245,"Payment",22830.6667
246,"Payment",20468.5
247,"Payment",21352.5
248,"Payment",21029
249,"Payment",21655.5
250,"Payment",20251
251,"Payment",20495.25
252,"Payment",21066.75
253,"Payment",23504.3333
254,"Payment",23495.25
255,"Payment",23053.75
256,"Payment",21410.25
257,"Payment",22091
258,"Payment",20224
259,"Payment",21098.25
260,"Payment",18268.6667
261,"Payment",19725.75
262,"Payment",21960.3333
263,"Payment",21023.25
264,"Payment",23359.6667
265,"Payment",19806.25
266,"Payment",18052
267,"Payment",21183
268,"Payment",22680.25
269,"Payment",20727.75
270,"Payment",22369
271,"Payment",19885.5
272,"Payment",25817.75
273,"Payment",20036.5
274,"Payment",22251.6667
275,"Payment",22778.25
276,"Payment",18461.5
277,"Payment",22078
278,"Payment",20707
279,"Payment",21190.5
280,"Payment",22435.6667
281,"Payment",21514.75
282,"Payment",22245
283,"Payment",17894
284,"Payment",17050.5
285,"Payment",21842
286,"Payment",24552.5
287,"Payment",19911.5
288,"Payment",19365
289,"Payment",23563
290,"Payment",20672.3333
291,"Payment",21381.75
292,"Payment",21263
293,"Payment",20674.5
294,"Payment",21714.5
295,"Payment",21067
296,"Payment",23045
297,"Payment",21973.25
298,"Payment",21898.25
299,"Payment",25748.6667
300,"Payment",21521.25
301,"Payment",23285.6667
302,"Payment",26537
303,"Payment",24666.3333
304,"Payment",21889.6667
305,"Payment",23656
306,"Payment",24450
307,"Payment",23807.75
308,"Payment",22553.75
309,"Payment",21231
310,"Payment",21777.25
311,"Payment",20514.25
312,"Payment",22221.25
313,"Payment",20975
314,"Payment",17608.5
315,"Payment",21584
316,"Payment",20884
317,"Payment",20645
318,"Payment",21603.75
319,"Payment",20187.75
320,"Payment",20193.3333
321,"Payment",21311.5
322,"Payment",19428.75
323,"Payment",20761
324,"Payment",20638
325,"Payment",18901
326,"Payment",20539.3333
327,"Payment",20991.6667
328,"Payment",20429.25
329,"Payment",20660.25
330,"Payment",20547.75
331,"Payment",20882.25
332,"Payment",20698.5
333,"Payment",21051.25
334,"Payment",19784.25
335,"Payment",20194
336,"Payment",20563.25
337,"Payment",21840.25
338,"Payment",19059.6667
339,"Payment",20440.75
340,"Payment",21145.5
341,"Payment",17261
342,"Payment",21254.5
343,"Payment",18798
344,"Payment",21798.75
345,"Payment",18212.3333
346,"Payment",20634.25
347,"Payment",20866.75
348,"Payment",20489.75
349,"Payment",20702.5
350,"Payment",20148.75
351,"Payment",21208.75
352,"Payment",18323
353,"Payment",20827.3333
354,"Payment",21076.5
355,"Payment",21476
356,"Payment",19676.25
357,"Payment",21965.5
358,"Payment",22255.75
359,"Payment",21036.75
360,"Payment",18484
361,"Payment",19616.6667
362,"Payment",21865.75
363,"Payment",21036
364,"Payment",21654
365,"Payment",21256.75
366,"Payment",18475
367,"Payment",21538.75
368,"Payment",21451
369,"Payment",22145
370,"Payment",19582
371,"Payment",22201.25
372,"Payment",21036.75
373,"Payment",20106.25
374,"Payment",21019
375,"Payment",21730.5
376,"Payment",22250.75
377,"Payment",22329.75
378,"Payment",20296.25
379,"Payment",20625.75
380,"Payment",19926.75
381,"Payment",21474.25
382,"Payment",21134.25
383,"Payment",21257
384,"Payment",24229
385,"Payment",19499
386,"Payment",20050.5
387,"Payment",21994.25
388,"Payment",20400.75
389,"Payment",23882.25
390,"Payment",21316.25
391,"Payment",22223.75
392,"Payment",21483.5
393,"Payment",20766.5
394,"Payment",23080.75
395,"Payment",21404.25
396,"Payment",20804.75
397,"Payment",21754.25
398,"Payment",23163.75
399,"Payment",20863.75
400,"Payment",20335.75
401,"Payment",21895.25
402,"Payment",22000.25
403,"Payment",23236.75
404,"Payment",20176.75
405,"Payment",22233.75
406,"Payment",21761.75
407,"Payment",21825
408,"Payment",22256.75
409,"Payment",22398.75
410,"Payment",18394.6667
411,"Payment",21901.5
412,"Payment",21551
413,"Payment",21576.5
414,"Payment",19425.3333
415,"Payment",20843.75
416,"Payment",20575
417,"Payment",20509
418,"Payment",21234.75
419,"Payment",26680.6667
420,"Payment",18867
421,"Payment",22073.5
422,"Payment",21845
423,"Payment",22670.75
424,"Payment",22201.75
425,"Payment",21940.5
426,"Payment",22008.5
427,"Payment",19586.3333
428,"Payment",22457.5
429,"Payment",20493.75
430,"Payment",20959
431,"Payment",21309.25
432,"Payment",21565.5
433,"Payment",22137
434,"Payment",21923
435,"Payment",20119.25
436,"Payment",21138
437,"Payment",21469.25
438,"Payment",21507.5
439,"Payment",21558.5
440,"Payment",21754
441,"Payment",19032.75
442,"Payment",20740.6667
443,"Payment",21414.75
444,"Payment",20815
445,"Payment",21338
446,"Payment",21723.75
447,"Payment",21069.5
448,"Payment",21617
449,"Payment",20571.5
450,"Payment",21796.75
451,"Payment",21043.25
452,"Payment",20951
453,"Payment",19316
454,"Payment",23641.25
455,"Payment",20924.5
456,"Payment",20597.25
457,"Payment",24006
458,"Payment",22495.5
459,"Payment",21087.5
460,"Payment",18872.6667
461,"Payment",18120
462,"Payment",22005.5
463,"Payment",20789.75
464,"Payment",22397
465,"Payment",20544.5
466,"Payment",20239
467,"Payment",21315.5
468,"Payment",21850.25
469,"Payment",22525.25
470,"Payment",22180
471,"Payment",22931
472,"Payment",22121.25
473,"Payment",21623.75
474,"Payment",22579
475,"Payment",19895
476,"Payment",21025.5
477,"Payment",24913.75
478,"Payment",22632.3333
479,"Payment",21345
480,"Payment",21752
481,"Payment",21605.25
482,"Payment",21728
483,"Payment",24277.75
484,"Payment",21763.3333
485,"Payment",21514.5
486,"Payment",21054.5
487,"Payment",19969.5
488,"Payment",21065
489,"Payment",22225
490,"Payment",23788.25
491,"Payment",22645.5
492,"Payment",23038.5
493,"Payment",20337.3333
494,"Payment",21094.75
495,"Payment",22443
496,"Payment",21713
497,"Payment",23294.25
498,"Payment",22652
499,"Payment",21314.25
