OrderDateKey,FullDate,MonthName,MonthNumber,Year
20050531,2005-05-31 00:00:00.000,"May",5,2005
20050601,2005-06-01 00:00:00.000,"June",6,2005
20050602,2005-06-02 00:00:00.000,"June",6,2005
20050603,2005-06-03 00:00:00.000,"June",6,2005
20050604,2005-06-04 00:00:00.000,"June",6,2005
20050605,2005-06-05 00:00:00.000,"June",6,2005
20050606,2005-06-06 00:00:00.000,"June",6,2005
20050607,2005-06-07 00:00:00.000,"June",6,2005
20050608,2005-06-08 00:00:00.000,"June",6,2005
20050609,2005-06-09 00:00:00.000,"June",6,2005
20050610,2005-06-10 00:00:00.000,"June",6,2005
20050611,2005-06-11 00:00:00.000,"June",6,2005
20050612,2005-06-12 00:00:00.000,"June",6,2005
20050613,2005-06-13 00:00:00.000,"June",6,2005
20050614,2005-06-14 00:00:00.000,"June",6,2005
20050615,2005-06-15 00:00:00.000,"June",6,2005
20050616,2005-06-16 00:00:00.000,"June",6,2005
20050617,2005-06-17 00:00:00.000,"June",6,2005
20050618,2005-06-18 00:00:00.000,"June",6,2005
20050619,2005-06-19 00:00:00.000,"June",6,2005
20050620,2005-06-20 00:00:00.000,"June",6,2005
20050621,2005-06-21 00:00:00.000,"June",6,2005
20050622,2005-06-22 00:00:00.000,"June",6,2005
20050623,2005-06-23 00:00:00.000,"June",6,2005
20050624,2005-06-24 00:00:00.000,"June",6,2005
20050625,2005-06-25 00:00:00.000,"June",6,2005
20050626,2005-06-26 00:00:00.000,"June",6,2005
20050627,2005-06-27 00:00:00.000,"June",6,2005
20050628,2005-06-28 00:00:00.000,"June",6,2005
20050629,2005-06-29 00:00:00.000,"June",6,2005
20050630,2005-06-30 00:00:00.000,"June",6,2005
20050701,2005-07-01 00:00:00.000,"July",7,2005
20050702,2005-07-02 00:00:00.000,"July",7,2005
20050703,2005-07-03 00:00:00.000,"July",7,2005
20050704,2005-07-04 00:00:00.000,"July",7,2005
20050705,2005-07-05 00:00:00.000,"July",7,2005
20050706,2005-07-06 00:00:00.000,"July",7,2005
20050707,2005-07-07 00:00:00.000,"July",7,2005
20050708,2005-07-08 00:00:00.000,"July",7,2005
20050709,2005-07-09 00:00:00.000,"July",7,2005
20050710,2005-07-10 00:00:00.000,"July",7,2005
20050711,2005-07-11 00:00:00.000,"July",7,2005
20050712,2005-07-12 00:00:00.000,"July",7,2005
20050713,2005-07-13 00:00:00.000,"July",7,2005
20050714,2005-07-14 00:00:00.000,"July",7,2005
20050715,2005-07-15 00:00:00.000,"July",7,2005
20050716,2005-07-16 00:00:00.000,"July",7,2005
20050717,2005-07-17 00:00:00.000,"July",7,2005
20050718,2005-07-18 00:00:00.000,"July",7,2005
20050719,2005-07-19 00:00:00.000,"July",7,2005
20050720,2005-07-20 00:00:00.000,"July",7,2005
20050721,2005-07-21 00:00:00.000,"July",7,2005
20050722,2005-07-22 00:00:00.000,"July",7,2005
20050723,2005-07-23 00:00:00.000,"July",7,2005
20050724,2005-07-24 00:00:00.000,"July",7,2005
20050725,2005-07-25 00:00:00.000,"July",7,2005
20050726,2005-07-26 00:00:00.000,"July",7,2005
20050727,2005-07-27 00:00:00.000,"July",7,2005
20050728,2005-07-28 00:00:00.000,"July",7,2005
20050729,2005-07-29 00:00:00.000,"July",7,2005
20050730,2005-07-30 00:00:00.000,"July",7,2005
20050731,2005-07-31 00:00:00.000,"July",7,2005
20050801,2005-08-01 00:00:00.000,"August",8,2005
20050802,2005-08-02 00:00:00.000,"August",8,2005
20050803,2005-08-03 00:00:00.000,"August",8,2005
20050804,2005-08-04 00:00:00.000,"August",8,2005
20050805,2005-08-05 00:00:00.000,"August",8,2005
20050806,2005-08-06 00:00:00.000,"August",8,2005
20050807,2005-08-07 00:00:00.000,"August",8,2005
20050808,2005-08-08 00:00:00.000,"August",8,2005
20050809,2005-08-09 00:00:00.000,"August",8,2005
20050810,2005-08-10 00:00:00.000,"August",8,2005
20050811,2005-08-11 00:00:00.000,"August",8,2005
20050812,2005-08-12 00:00:00.000,"August",8,2005
20050813,2005-08-13 00:00:00.000,"August",8,2005
20050814,2005-08-14 00:00:00.000,"August",8,2005
20050815,2005-08-15 00:00:00.000,"August",8,2005
20050816,2005-08-16 00:00:00.000,"August",8,2005
20050817,2005-08-17 00:00:00.000,"August",8,2005
20050818,2005-08-18 00:00:00.000,"August",8,2005
20050819,2005-08-19 00:00:00.000,"August",8,2005
20050820,2005-08-20 00:00:00.000,"August",8,2005
20050821,2005-08-21 00:00:00.000,"August",8,2005
20050822,2005-08-22 00:00:00.000,"August",8,2005
20050823,2005-08-23 00:00:00.000,"August",8,2005
20050824,2005-08-24 00:00:00.000,"August",8,2005
20050825,2005-08-25 00:00:00.000,"August",8,2005
20050826,2005-08-26 00:00:00.000,"August",8,2005
20050827,2005-08-27 00:00:00.000,"August",8,2005
20050828,2005-08-28 00:00:00.000,"August",8,2005
20050829,2005-08-29 00:00:00.000,"August",8,2005
20050830,2005-08-30 00:00:00.000,"August",8,2005
20050831,2005-08-31 00:00:00.000,"August",8,2005
20050901,2005-09-01 00:00:00.000,"September",9,2005
20050902,2005-09-02 00:00:00.000,"September",9,2005
20050903,2005-09-03 00:00:00.000,"September",9,2005
20050904,2005-09-04 00:00:00.000,"September",9,2005
20050905,2005-09-05 00:00:00.000,"September",9,2005
20050906,2005-09-06 00:00:00.000,"September",9,2005
20050907,2005-09-07 00:00:00.000,"September",9,2005
20050908,2005-09-08 00:00:00.000,"September",9,2005
20050909,2005-09-09 00:00:00.000,"September",9,2005
20050910,2005-09-10 00:00:00.000,"September",9,2005
20050911,2005-09-11 00:00:00.000,"September",9,2005
20050912,2005-09-12 00:00:00.000,"September",9,2005
20050913,2005-09-13 00:00:00.000,"September",9,2005
20050914,2005-09-14 00:00:00.000,"September",9,2005
20050915,2005-09-15 00:00:00.000,"September",9,2005
20050916,2005-09-16 00:00:00.000,"September",9,2005
20050917,2005-09-17 00:00:00.000,"September",9,2005
20050918,2005-09-18 00:00:00.000,"September",9,2005
20050919,2005-09-19 00:00:00.000,"September",9,2005
20050920,2005-09-20 00:00:00.000,"September",9,2005
20050921,2005-09-21 00:00:00.000,"September",9,2005
20050922,2005-09-22 00:00:00.000,"September",9,2005
20050923,2005-09-23 00:00:00.000,"September",9,2005
20050924,2005-09-24 00:00:00.000,"September",9,2005
20050925,2005-09-25 00:00:00.000,"September",9,2005
20050926,2005-09-26 00:00:00.000,"September",9,2005
20050927,2005-09-27 00:00:00.000,"September",9,2005
20050928,2005-09-28 00:00:00.000,"September",9,2005
20050929,2005-09-29 00:00:00.000,"September",9,2005
20050930,2005-09-30 00:00:00.000,"September",9,2005
20051001,2005-10-01 00:00:00.000,"October",10,2005
20051002,2005-10-02 00:00:00.000,"October",10,2005
20051003,2005-10-03 00:00:00.000,"October",10,2005
20051004,2005-10-04 00:00:00.000,"October",10,2005
20051005,2005-10-05 00:00:00.000,"October",10,2005
20051006,2005-10-06 00:00:00.000,"October",10,2005
20051007,2005-10-07 00:00:00.000,"October",10,2005
20051008,2005-10-08 00:00:00.000,"October",10,2005
20051009,2005-10-09 00:00:00.000,"October",10,2005
20051010,2005-10-10 00:00:00.000,"October",10,2005
20051011,2005-10-11 00:00:00.000,"October",10,2005
20051012,2005-10-12 00:00:00.000,"October",10,2005
20051013,2005-10-13 00:00:00.000,"October",10,2005
20051014,2005-10-14 00:00:00.000,"October",10,2005
20051015,2005-10-15 00:00:00.000,"October",10,2005
20051016,2005-10-16 00:00:00.000,"October",10,2005
20051017,2005-10-17 00:00:00.000,"October",10,2005
20051018,2005-10-18 00:00:00.000,"October",10,2005
20051019,2005-10-19 00:00:00.000,"October",10,2005
20051020,2005-10-20 00:00:00.000,"October",10,2005
20051021,2005-10-21 00:00:00.000,"October",10,2005
20051022,2005-10-22 00:00:00.000,"October",10,2005
20051023,2005-10-23 00:00:00.000,"October",10,2005
20051024,2005-10-24 00:00:00.000,"October",10,2005
20051025,2005-10-25 00:00:00.000,"October",10,2005
20051026,2005-10-26 00:00:00.000,"October",10,2005
20051027,2005-10-27 00:00:00.000,"October",10,2005
20051028,2005-10-28 00:00:00.000,"October",10,2005
20051029,2005-10-29 00:00:00.000,"October",10,2005
20051030,2005-10-30 00:00:00.000,"October",10,2005
20051031,2005-10-31 00:00:00.000,"October",10,2005
20051101,2005-11-01 00:00:00.000,"November",11,2005
20051102,2005-11-02 00:00:00.000,"November",11,2005
20051103,2005-11-03 00:00:00.000,"November",11,2005
20051104,2005-11-04 00:00:00.000,"November",11,2005
20051105,2005-11-05 00:00:00.000,"November",11,2005
20051106,2005-11-06 00:00:00.000,"November",11,2005
20051107,2005-11-07 00:00:00.000,"November",11,2005
20051108,2005-11-08 00:00:00.000,"November",11,2005
20051109,2005-11-09 00:00:00.000,"November",11,2005
20051110,2005-11-10 00:00:00.000,"November",11,2005
20051111,2005-11-11 00:00:00.000,"November",11,2005
20051112,2005-11-12 00:00:00.000,"November",11,2005
20051113,2005-11-13 00:00:00.000,"November",11,2005
20051114,2005-11-14 00:00:00.000,"November",11,2005
20051115,2005-11-15 00:00:00.000,"November",11,2005
20051116,2005-11-16 00:00:00.000,"November",11,2005
20051117,2005-11-17 00:00:00.000,"November",11,2005
20051118,2005-11-18 00:00:00.000,"November",11,2005
20051119,2005-11-19 00:00:00.000,"November",11,2005
20051120,2005-11-20 00:00:00.000,"November",11,2005
20051121,2005-11-21 00:00:00.000,"November",11,2005
20051122,2005-11-22 00:00:00.000,"November",11,2005
20051123,2005-11-23 00:00:00.000,"November",11,2005
20051124,2005-11-24 00:00:00.000,"November",11,2005
20051125,2005-11-25 00:00:00.000,"November",11,2005
20051126,2005-11-26 00:00:00.000,"November",11,2005
20051127,2005-11-27 00:00:00.000,"November",11,2005
20051128,2005-11-28 00:00:00.000,"November",11,2005
20051129,2005-11-29 00:00:00.000,"November",11,2005
20051130,2005-11-30 00:00:00.000,"November",11,2005
20051201,2005-12-01 00:00:00.000,"December",12,2005
20051202,2005-12-02 00:00:00.000,"December",12,2005
20051203,2005-12-03 00:00:00.000,"December",12,2005
20051204,2005-12-04 00:00:00.000,"December",12,2005
20051205,2005-12-05 00:00:00.000,"December",12,2005
20051206,2005-12-06 00:00:00.000,"December",12,2005
20051207,2005-12-07 00:00:00.000,"December",12,2005
20051208,2005-12-08 00:00:00.000,"December",12,2005
20051209,2005-12-09 00:00:00.000,"December",12,2005
20051210,2005-12-10 00:00:00.000,"December",12,2005
20051211,2005-12-11 00:00:00.000,"December",12,2005
20051212,2005-12-12 00:00:00.000,"December",12,2005
20051213,2005-12-13 00:00:00.000,"December",12,2005
20051214,2005-12-14 00:00:00.000,"December",12,2005
20051215,2005-12-15 00:00:00.000,"December",12,2005
20051216,2005-12-16 00:00:00.000,"December",12,2005
20051217,2005-12-17 00:00:00.000,"December",12,2005
20051218,2005-12-18 00:00:00.000,"December",12,2005
20051219,2005-12-19 00:00:00.000,"December",12,2005
20051220,2005-12-20 00:00:00.000,"December",12,2005
20051221,2005-12-21 00:00:00.000,"December",12,2005
20051222,2005-12-22 00:00:00.000,"December",12,2005
20051223,2005-12-23 00:00:00.000,"December",12,2005
20051224,2005-12-24 00:00:00.000,"December",12,2005
20051225,2005-12-25 00:00:00.000,"December",12,2005
20051226,2005-12-26 00:00:00.000,"December",12,2005
20051227,2005-12-27 00:00:00.000,"December",12,2005
20051228,2005-12-28 00:00:00.000,"December",12,2005
20051229,2005-12-29 00:00:00.000,"December",12,2005
20051230,2005-12-30 00:00:00.000,"December",12,2005
20051231,2005-12-31 00:00:00.000,"December",12,2005
20060101,2006-01-01 00:00:00.000,"January",1,2006
20060102,2006-01-02 00:00:00.000,"January",1,2006
20060103,2006-01-03 00:00:00.000,"January",1,2006
20060104,2006-01-04 00:00:00.000,"January",1,2006
20060105,2006-01-05 00:00:00.000,"January",1,2006
20060106,2006-01-06 00:00:00.000,"January",1,2006
20060107,2006-01-07 00:00:00.000,"January",1,2006
20060108,2006-01-08 00:00:00.000,"January",1,2006
20060109,2006-01-09 00:00:00.000,"January",1,2006
20060110,2006-01-10 00:00:00.000,"January",1,2006
20060111,2006-01-11 00:00:00.000,"January",1,2006
20060112,2006-01-12 00:00:00.000,"January",1,2006
20060113,2006-01-13 00:00:00.000,"January",1,2006
20060114,2006-01-14 00:00:00.000,"January",1,2006
20060115,2006-01-15 00:00:00.000,"January",1,2006
20060116,2006-01-16 00:00:00.000,"January",1,2006
20060117,2006-01-17 00:00:00.000,"January",1,2006
20060118,2006-01-18 00:00:00.000,"January",1,2006
20060119,2006-01-19 00:00:00.000,"January",1,2006
20060120,2006-01-20 00:00:00.000,"January",1,2006
20060121,2006-01-21 00:00:00.000,"January",1,2006
20060122,2006-01-22 00:00:00.000,"January",1,2006
20060123,2006-01-23 00:00:00.000,"January",1,2006
20060124,2006-01-24 00:00:00.000,"January",1,2006
20060125,2006-01-25 00:00:00.000,"January",1,2006
20060126,2006-01-26 00:00:00.000,"January",1,2006
20060127,2006-01-27 00:00:00.000,"January",1,2006
20060128,2006-01-28 00:00:00.000,"January",1,2006
20060129,2006-01-29 00:00:00.000,"January",1,2006
20060130,2006-01-30 00:00:00.000,"January",1,2006
20060131,2006-01-31 00:00:00.000,"January",1,2006
20060201,2006-02-01 00:00:00.000,"February",2,2006
20060202,2006-02-02 00:00:00.000,"February",2,2006
20060203,2006-02-03 00:00:00.000,"February",2,2006
20060204,2006-02-04 00:00:00.000,"February",2,2006
20060205,2006-02-05 00:00:00.000,"February",2,2006
20060206,2006-02-06 00:00:00.000,"February",2,2006
20060207,2006-02-07 00:00:00.000,"February",2,2006
20060208,2006-02-08 00:00:00.000,"February",2,2006
20060209,2006-02-09 00:00:00.000,"February",2,2006
20060210,2006-02-10 00:00:00.000,"February",2,2006
20060211,2006-02-11 00:00:00.000,"February",2,2006
20060212,2006-02-12 00:00:00.000,"February",2,2006
20060213,2006-02-13 00:00:00.000,"February",2,2006
20060214,2006-02-14 00:00:00.000,"February",2,2006
20060215,2006-02-15 00:00:00.000,"February",2,2006
20060216,2006-02-16 00:00:00.000,"February",2,2006
20060217,2006-02-17 00:00:00.000,"February",2,2006
20060218,2006-02-18 00:00:00.000,"February",2,2006
20060219,2006-02-19 00:00:00.000,"February",2,2006
20060220,2006-02-20 00:00:00.000,"February",2,2006
20060221,2006-02-21 00:00:00.000,"February",2,2006
20060222,2006-02-22 00:00:00.000,"February",2,2006
20060223,2006-02-23 00:00:00.000,"February",2,2006
20060224,2006-02-24 00:00:00.000,"February",2,2006
20060225,2006-02-25 00:00:00.000,"February",2,2006
20060226,2006-02-26 00:00:00.000,"February",2,2006
20060227,2006-02-27 00:00:00.000,"February",2,2006
20060228,2006-02-28 00:00:00.000,"February",2,2006
20060301,2006-03-01 00:00:00.000,"March",3,2006
20060302,2006-03-02 00:00:00.000,"March",3,2006
20060303,2006-03-03 00:00:00.000,"March",3,2006
20060304,2006-03-04 00:00:00.000,"March",3,2006
20060305,2006-03-05 00:00:00.000,"March",3,2006
20060306,2006-03-06 00:00:00.000,"March",3,2006
20060307,2006-03-07 00:00:00.000,"March",3,2006
20060308,2006-03-08 00:00:00.000,"March",3,2006
20060309,2006-03-09 00:00:00.000,"March",3,2006
20060310,2006-03-10 00:00:00.000,"March",3,2006
20060311,2006-03-11 00:00:00.000,"March",3,2006
20060312,2006-03-12 00:00:00.000,"March",3,2006
20060313,2006-03-13 00:00:00.000,"March",3,2006
20060314,2006-03-14 00:00:00.000,"March",3,2006
20060315,2006-03-15 00:00:00.000,"March",3,2006
20060316,2006-03-16 00:00:00.000,"March",3,2006
20060317,2006-03-17 00:00:00.000,"March",3,2006
20060318,2006-03-18 00:00:00.000,"March",3,2006
20060319,2006-03-19 00:00:00.000,"March",3,2006
20060320,2006-03-20 00:00:00.000,"March",3,2006
20060321,2006-03-21 00:00:00.000,"March",3,2006
20060322,2006-03-22 00:00:00.000,"March",3,2006
20060323,2006-03-23 00:00:00.000,"March",3,2006
20060324,2006-03-24 00:00:00.000,"March",3,2006
20060325,2006-03-25 00:00:00.000,"March",3,2006
20060326,2006-03-26 00:00:00.000,"March",3,2006
20060327,2006-03-27 00:00:00.000,"March",3,2006
20060328,2006-03-28 00:00:00.000,"March",3,2006
20060329,2006-03-29 00:00:00.000,"March",3,2006
20060330,2006-03-30 00:00:00.000,"March",3,2006
20060331,2006-03-31 00:00:00.000,"March",3,2006
20060401,2006-04-01 00:00:00.000,"April",4,2006
20060402,2006-04-02 00:00:00.000,"April",4,2006
20060403,2006-04-03 00:00:00.000,"April",4,2006
20060404,2006-04-04 00:00:00.000,"April",4,2006
20060405,2006-04-05 00:00:00.000,"April",4,2006
20060406,2006-04-06 00:00:00.000,"April",4,2006
20060407,2006-04-07 00:00:00.000,"April",4,2006
20060408,2006-04-08 00:00:00.000,"April",4,2006
20060409,2006-04-09 00:00:00.000,"April",4,2006
20060410,2006-04-10 00:00:00.000,"April",4,2006
20060411,2006-04-11 00:00:00.000,"April",4,2006
20060412,2006-04-12 00:00:00.000,"April",4,2006
20060413,2006-04-13 00:00:00.000,"April",4,2006
20060414,2006-04-14 00:00:00.000,"April",4,2006
20060415,2006-04-15 00:00:00.000,"April",4,2006
20060416,2006-04-16 00:00:00.000,"April",4,2006
20060417,2006-04-17 00:00:00.000,"April",4,2006
20060418,2006-04-18 00:00:00.000,"April",4,2006
20060419,2006-04-19 00:00:00.000,"April",4,2006
20060420,2006-04-20 00:00:00.000,"April",4,2006
20060421,2006-04-21 00:00:00.000,"April",4,2006
20060422,2006-04-22 00:00:00.000,"April",4,2006
20060423,2006-04-23 00:00:00.000,"April",4,2006
20060424,2006-04-24 00:00:00.000,"April",4,2006
20060425,2006-04-25 00:00:00.000,"April",4,2006
20060426,2006-04-26 00:00:00.000,"April",4,2006
20060427,2006-04-27 00:00:00.000,"April",4,2006
20060428,2006-04-28 00:00:00.000,"April",4,2006
20060429,2006-04-29 00:00:00.000,"April",4,2006
20060430,2006-04-30 00:00:00.000,"April",4,2006
20060501,2006-05-01 00:00:00.000,"May",5,2006
20060502,2006-05-02 00:00:00.000,"May",5,2006
20060503,2006-05-03 00:00:00.000,"May",5,2006
20060504,2006-05-04 00:00:00.000,"May",5,2006
20060505,2006-05-05 00:00:00.000,"May",5,2006
20060506,2006-05-06 00:00:00.000,"May",5,2006
20060507,2006-05-07 00:00:00.000,"May",5,2006
20060508,2006-05-08 00:00:00.000,"May",5,2006
20060509,2006-05-09 00:00:00.000,"May",5,2006
20060510,2006-05-10 00:00:00.000,"May",5,2006
20060511,2006-05-11 00:00:00.000,"May",5,2006
20060512,2006-05-12 00:00:00.000,"May",5,2006
20060513,2006-05-13 00:00:00.000,"May",5,2006
20060514,2006-05-14 00:00:00.000,"May",5,2006
20060515,2006-05-15 00:00:00.000,"May",5,2006
20060516,2006-05-16 00:00:00.000,"May",5,2006
20060517,2006-05-17 00:00:00.000,"May",5,2006
20060518,2006-05-18 00:00:00.000,"May",5,2006
20060519,2006-05-19 00:00:00.000,"May",5,2006
20060520,2006-05-20 00:00:00.000,"May",5,2006
20060521,2006-05-21 00:00:00.000,"May",5,2006
20060522,2006-05-22 00:00:00.000,"May",5,2006
20060523,2006-05-23 00:00:00.000,"May",5,2006
20060524,2006-05-24 00:00:00.000,"May",5,2006
20060525,2006-05-25 00:00:00.000,"May",5,2006
20060526,2006-05-26 00:00:00.000,"May",5,2006
20060527,2006-05-27 00:00:00.000,"May",5,2006
20060528,2006-05-28 00:00:00.000,"May",5,2006
20060529,2006-05-29 00:00:00.000,"May",5,2006
20060530,2006-05-30 00:00:00.000,"May",5,2006
20060531,2006-05-31 00:00:00.000,"May",5,2006
20060601,2006-06-01 00:00:00.000,"June",6,2006
20060602,2006-06-02 00:00:00.000,"June",6,2006
20060603,2006-06-03 00:00:00.000,"June",6,2006
20060604,2006-06-04 00:00:00.000,"June",6,2006
20060605,2006-06-05 00:00:00.000,"June",6,2006
20060606,2006-06-06 00:00:00.000,"June",6,2006
20060607,2006-06-07 00:00:00.000,"June",6,2006
20060608,2006-06-08 00:00:00.000,"June",6,2006
20060609,2006-06-09 00:00:00.000,"June",6,2006
20060610,2006-06-10 00:00:00.000,"June",6,2006
20060611,2006-06-11 00:00:00.000,"June",6,2006
20060612,2006-06-12 00:00:00.000,"June",6,2006
20060613,2006-06-13 00:00:00.000,"June",6,2006
20060614,2006-06-14 00:00:00.000,"June",6,2006
20060615,2006-06-15 00:00:00.000,"June",6,2006
20060616,2006-06-16 00:00:00.000,"June",6,2006
20060617,2006-06-17 00:00:00.000,"June",6,2006
20060618,2006-06-18 00:00:00.000,"June",6,2006
20060619,2006-06-19 00:00:00.000,"June",6,2006
20060620,2006-06-20 00:00:00.000,"June",6,2006
20060621,2006-06-21 00:00:00.000,"June",6,2006
20060622,2006-06-22 00:00:00.000,"June",6,2006
20060623,2006-06-23 00:00:00.000,"June",6,2006
20060624,2006-06-24 00:00:00.000,"June",6,2006
20060625,2006-06-25 00:00:00.000,"June",6,2006
20060626,2006-06-26 00:00:00.000,"June",6,2006
20060627,2006-06-27 00:00:00.000,"June",6,2006
20060628,2006-06-28 00:00:00.000,"June",6,2006
20060629,2006-06-29 00:00:00.000,"June",6,2006
20060630,2006-06-30 00:00:00.000,"June",6,2006
20060701,2006-07-01 00:00:00.000,"July",7,2006
20060702,2006-07-02 00:00:00.000,"July",7,2006
20060703,2006-07-03 00:00:00.000,"July",7,2006
20060704,2006-07-04 00:00:00.000,"July",7,2006
20060705,2006-07-05 00:00:00.000,"July",7,2006
20060706,2006-07-06 00:00:00.000,"July",7,2006
20060707,2006-07-07 00:00:00.000,"July",7,2006
20060708,2006-07-08 00:00:00.000,"July",7,2006
20060709,2006-07-09 00:00:00.000,"July",7,2006
20060710,2006-07-10 00:00:00.000,"July",7,2006
20060711,2006-07-11 00:00:00.000,"July",7,2006
20060712,2006-07-12 00:00:00.000,"July",7,2006
20060713,2006-07-13 00:00:00.000,"July",7,2006
20060714,2006-07-14 00:00:00.000,"July",7,2006
20060715,2006-07-15 00:00:00.000,"July",7,2006
20060716,2006-07-16 00:00:00.000,"July",7,2006
20060717,2006-07-17 00:00:00.000,"July",7,2006
20060718,2006-07-18 00:00:00.000,"July",7,2006
20060719,2006-07-19 00:00:00.000,"July",7,2006
20060720,2006-07-20 00:00:00.000,"July",7,2006
20060721,2006-07-21 00:00:00.000,"July",7,2006
20060722,2006-07-22 00:00:00.000,"July",7,2006
20060723,2006-07-23 00:00:00.000,"July",7,2006
20060724,2006-07-24 00:00:00.000,"July",7,2006
20060725,2006-07-25 00:00:00.000,"July",7,2006
20060726,2006-07-26 00:00:00.000,"July",7,2006
20060727,2006-07-27 00:00:00.000,"July",7,2006
20060728,2006-07-28 00:00:00.000,"July",7,2006
20060729,2006-07-29 00:00:00.000,"July",7,2006
20060730,2006-07-30 00:00:00.000,"July",7,2006
20060731,2006-07-31 00:00:00.000,"July",7,2006
20060801,2006-08-01 00:00:00.000,"August",8,2006
20060802,2006-08-02 00:00:00.000,"August",8,2006
20060803,2006-08-03 00:00:00.000,"August",8,2006
20060804,2006-08-04 00:00:00.000,"August",8,2006
20060805,2006-08-05 00:00:00.000,"August",8,2006
20060806,2006-08-06 00:00:00.000,"August",8,2006
20060807,2006-08-07 00:00:00.000,"August",8,2006
20060808,2006-08-08 00:00:00.000,"August",8,2006
20060809,2006-08-09 00:00:00.000,"August",8,2006
20060810,2006-08-10 00:00:00.000,"August",8,2006
20060811,2006-08-11 00:00:00.000,"August",8,2006
20060812,2006-08-12 00:00:00.000,"August",8,2006
20060813,2006-08-13 00:00:00.000,"August",8,2006
20060814,2006-08-14 00:00:00.000,"August",8,2006
20060815,2006-08-15 00:00:00.000,"August",8,2006
20060816,2006-08-16 00:00:00.000,"August",8,2006
20060817,2006-08-17 00:00:00.000,"August",8,2006
20060818,2006-08-18 00:00:00.000,"August",8,2006
20060819,2006-08-19 00:00:00.000,"August",8,2006
20060820,2006-08-20 00:00:00.000,"August",8,2006
20060821,2006-08-21 00:00:00.000,"August",8,2006
20060822,2006-08-22 00:00:00.000,"August",8,2006
20060823,2006-08-23 00:00:00.000,"August",8,2006
20060824,2006-08-24 00:00:00.000,"August",8,2006
20060825,2006-08-25 00:00:00.000,"August",8,2006
20060826,2006-08-26 00:00:00.000,"August",8,2006
20060827,2006-08-27 00:00:00.000,"August",8,2006
20060828,2006-08-28 00:00:00.000,"August",8,2006
20060829,2006-08-29 00:00:00.000,"August",8,2006
20060830,2006-08-30 00:00:00.000,"August",8,2006
20060831,2006-08-31 00:00:00.000,"August",8,2006
20060901,2006-09-01 00:00:00.000,"September",9,2006
20060902,2006-09-02 00:00:00.000,"September",9,2006
20060903,2006-09-03 00:00:00.000,"September",9,2006
20060904,2006-09-04 00:00:00.000,"September",9,2006
20060905,2006-09-05 00:00:00.000,"September",9,2006
20060906,2006-09-06 00:00:00.000,"September",9,2006
20060907,2006-09-07 00:00:00.000,"September",9,2006
20060908,2006-09-08 00:00:00.000,"September",9,2006
20060909,2006-09-09 00:00:00.000,"September",9,2006
20060910,2006-09-10 00:00:00.000,"September",9,2006
20060911,2006-09-11 00:00:00.000,"September",9,2006
20060912,2006-09-12 00:00:00.000,"September",9,2006
20060913,2006-09-13 00:00:00.000,"September",9,2006
20060914,2006-09-14 00:00:00.000,"September",9,2006
20060915,2006-09-15 00:00:00.000,"September",9,2006
20060916,2006-09-16 00:00:00.000,"September",9,2006
20060917,2006-09-17 00:00:00.000,"September",9,2006
20060918,2006-09-18 00:00:00.000,"September",9,2006
20060919,2006-09-19 00:00:00.000,"September",9,2006
20060920,2006-09-20 00:00:00.000,"September",9,2006
20060921,2006-09-21 00:00:00.000,"September",9,2006
20060922,2006-09-22 00:00:00.000,"September",9,2006
20060923,2006-09-23 00:00:00.000,"September",9,2006
20060924,2006-09-24 00:00:00.000,"September",9,2006
20060925,2006-09-25 00:00:00.000,"September",9,2006
20060926,2006-09-26 00:00:00.000,"September",9,2006
20060927,2006-09-27 00:00:00.000,"September",9,2006
20060928,2006-09-28 00:00:00.000,"September",9,2006
20060929,2006-09-29 00:00:00.000,"September",9,2006
20060930,2006-09-30 00:00:00.000,"September",9,2006
20061001,2006-10-01 00:00:00.000,"October",10,2006
20061002,2006-10-02 00:00:00.000,"October",10,2006
20061003,2006-10-03 00:00:00.000,"October",10,2006
20061004,2006-10-04 00:00:00.000,"October",10,2006
20061005,2006-10-05 00:00:00.000,"October",10,2006
20061006,2006-10-06 00:00:00.000,"October",10,2006
20061007,2006-10-07 00:00:00.000,"October",10,2006
20061008,2006-10-08 00:00:00.000,"October",10,2006
20061009,2006-10-09 00:00:00.000,"October",10,2006
20061010,2006-10-10 00:00:00.000,"October",10,2006
20061011,2006-10-11 00:00:00.000,"October",10,2006
20061012,2006-10-12 00:00:00.000,"October",10,2006
20061013,2006-10-13 00:00:00.000,"October",10,2006
20061014,2006-10-14 00:00:00.000,"October",10,2006
20061015,2006-10-15 00:00:00.000,"October",10,2006
20061016,2006-10-16 00:00:00.000,"October",10,2006
20061017,2006-10-17 00:00:00.000,"October",10,2006
20061018,2006-10-18 00:00:00.000,"October",10,2006
20061019,2006-10-19 00:00:00.000,"October",10,2006
20061020,2006-10-20 00:00:00.000,"October",10,2006
20061021,2006-10-21 00:00:00.000,"October",10,2006
20061022,2006-10-22 00:00:00.000,"October",10,2006
20061023,2006-10-23 00:00:00.000,"October",10,2006
20061024,2006-10-24 00:00:00.000,"October",10,2006
20061025,2006-10-25 00:00:00.000,"October",10,2006
20061026,2006-10-26 00:00:00.000,"October",10,2006
20061027,2006-10-27 00:00:00.000,"October",10,2006
20061028,2006-10-28 00:00:00.000,"October",10,2006
20061029,2006-10-29 00:00:00.000,"October",10,2006
