Stock Date,Open,High,Low,Close,Volume,Change Percent,Month,Previous Month,Previous Month Name,Previous Month with Year,Current Month Name,Current Month with Year,Stock Date - Copy,Merged,Percentage Change
2020-08-17 16:00:00.000,335.4,369.17,334.57,367.13,20242323,0.028028218887042794,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.028028218887042794
2020-08-18 16:00:00.000,379.8,384.78,369.02,377.42,16474491,-0.0045307614858778981,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.0045307614858778981
2020-08-19 16:00:00.000,373,382.2,368.24,375.71,12205331,0.065635729685129554,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.065635729685129554
2020-08-20 16:00:00.000,372.14,404.4,371.41,400.37,20611796,0.024052751205135239,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.024052751205135239
2020-08-21 16:00:00.000,408.95,419.1,405.01,410,21489559,-0.017463414634146402,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.017463414634146402
2020-08-24 16:00:00.000,425.26,425.8,385.5,402.84,20063621,0.004542746499851159,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.004542746499851159
2020-08-25 16:00:00.000,394.98,405.59,393.6,404.67,10658893,0.064151036647144527,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.064151036647144527
2020-08-26 16:00:00.000,412,433.2,410.73,430.63,14239382,0.039755706755219111,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.039755706755219111
2020-08-27 16:00:00.000,436.09,459.12,428.5,447.75,23693043,-0.011323283082077036,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.011323283082077036
2020-08-28 16:00:00.000,459.02,463.7,437.3,442.68,20081176,0.12568898527152794,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.12568898527152794
2020-08-31 16:00:00.000,444.61,500.14,440.11,498.32,118374406,-0.046696901589340145,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.046696901589340145
2020-09-01 16:00:00.000,502.14,502.49,470.51,475.05,90119419,-0.058267550784128,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.058267550784128
2020-09-02 16:00:00.000,478.99,479.04,405.12,447.37,96176128,-0.09023850504057046,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.09023850504057046
2020-09-03 16:00:00.000,407.23,431.8,402,407,87596086,0.027813267813267796,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.027813267813267796
2020-09-04 16:00:00.000,402.81,428,372.02,418.32,110321885,-0.21062822719449228,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.21062822719449228
2020-09-08 16:00:00.000,356,368.74,329.88,330.21,115465691,0.10923351806426213,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.10923351806426213
2020-09-09 16:00:00.000,356.6,369,341.51,366.28,79465769,0.01381456808998581,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.01381456808998581
2020-09-10 16:00:00.000,386.21,398.99,360.56,371.34,84930608,0.0037162708030377884,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.0037162708030377884
2020-09-11 16:00:00.000,381.94,382.5,360.5,372.72,60717459,0.12583172354582522,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.12583172354582522
2020-09-14 16:00:00.000,380.95,420,373.3,419.62,83020608,0.071826890996615947,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.071826890996615947
2020-09-15 16:00:00.000,436.56,461.94,430.7,449.76,97298228,-0.017787264318747775,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.017787264318747775
2020-09-16 16:00:00.000,439.87,457.79,435.31,441.76,72546760,-0.041493118435349474,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.041493118435349474
2020-09-17 16:00:00.000,415.6,437.79,408,423.43,76779163,0.044210377157971728,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.044210377157971728
2020-09-18 16:00:00.000,447.94,451,428.8,442.15,86406819,0.016374533529345266,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.016374533529345266
2020-09-21 16:00:00.000,453.13,455.68,407.07,449.39,109476800,-0.055987004606243951,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.055987004606243951
2020-09-22 16:00:00.000,429.6,437.76,417.6,424.23,79580795,-0.103410885604507,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.103410885604507
2020-09-23 16:00:00.000,405.16,412.15,375.88,380.36,95074176,0.019534125565253989,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.019534125565253989
2020-09-24 16:00:00.000,363.8,399.5,351.3,387.79,96561061,0.050413883803089178,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.050413883803089178
2020-09-25 16:00:00.000,393.47,408.73,391.3,407.34,67208459,0.034025629695095039,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.034025629695095039
2020-09-28 16:00:00.000,424.62,428.08,415.55,421.2,49719561,-0.0050569800569800465,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.0050569800569800465
2020-09-29 16:00:00.000,416,428.5,411.6,419.07,50341404,0.023719187725201034,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.023719187725201034
2020-09-30 16:00:00.000,421.32,433.93,420.47,429.01,48145566,0.044637654133936354,9,8,"Aug","Aug-2020","Sep","Sep-2020",2020,"9	2020",0.044637654133936354
2020-10-01 16:00:00.000,440.76,448.88,434.42,448.16,50741454,-0.073790610496251449,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.073790610496251449
2020-10-02 16:00:00.000,421.39,439.13,415,415.09,71430025,0.025512539449276138,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.025512539449276138
2020-10-05 16:00:00.000,423.35,433.64,419.33,425.68,44722786,-0.0274854350685961,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0274854350685961
2020-10-06 16:00:00.000,423.79,428.78,406.05,413.98,49146259,0.027344316150538655,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.027344316150538655
2020-10-07 16:00:00.000,419.87,429.9,413.85,425.3,43127709,0.0014577944980014215,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0014577944980014215
2020-10-08 16:00:00.000,438.44,439,425.3,425.92,40421116,0.0189706987227648,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0189706987227648
2020-10-09 16:00:00.000,430.13,434.59,426.46,434,28925656,0.019124423963133668,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.019124423963133668
2020-10-12 16:00:00.000,442,448.74,438.58,442.3,38791133,0.0098349536513677727,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0098349536513677727
2020-10-13 16:00:00.000,443.35,448.89,436.6,446.65,34463665,0.03279973133325878,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.03279973133325878
2020-10-14 16:00:00.000,449.78,465.9,447.35,461.3,48045394,-0.026923910687188416,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.026923910687188416
2020-10-15 16:00:00.000,450.31,456.57,442.5,448.88,35672354,-0.020517733024416281,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.020517733024416281
2020-10-16 16:00:00.000,454.44,455.95,438.85,439.67,32775879,-0.020105988582345923,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.020105988582345923
2020-10-19 16:00:00.000,446.24,447,428.87,430.83,36287843,-0.020634589049044836,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.020634589049044836
2020-10-20 16:00:00.000,431.75,431.75,419.05,421.94,31656289,0.0016590036498080026,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0016590036498080026
2020-10-21 16:00:00.000,422.7,432.95,421.25,422.64,32370461,0.0074531516183987184,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.0074531516183987184
2020-10-22 16:00:00.000,441.92,445.23,424.51,425.79,39993191,-0.012118650038751556,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.012118650038751556
2020-10-23 16:00:00.000,421.84,422.89,407.38,420.63,33716980,-0.00083208520552509985,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.00083208520552509985
2020-10-26 16:00:00.000,411.63,425.76,410,420.28,28239161,0.010469211002189099,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.010469211002189099
2020-10-27 16:00:00.000,423.76,430.5,420.1,424.68,22686506,-0.043938965809550777,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.043938965809550777
2020-10-28 16:00:00.000,416.48,418.6,406,406.02,25451409,0.011846707058765584,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.011846707058765584
2020-10-29 16:00:00.000,409.96,418.06,406.46,410.83,22655308,-0.055473066718593977,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.055473066718593977
2020-10-30 16:00:00.000,406.9,407.59,379.11,388.04,42587639,0.032135862282238865,10,9,"Sep","Sep-2020","Oct","Oct-2020",2020,"10	2020",0.032135862282238865
2020-11-02 16:00:00.000,394,406.98,392.3,400.51,29021118,0.058400539312376688,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.058400539312376688
2020-11-03 16:00:00.000,409.73,427.77,406.69,423.9,34351715,-0.0068884170794997861,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.0068884170794997861
2020-11-04 16:00:00.000,430.62,435.4,417.1,420.98,32143057,0.040643260962515929,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.040643260962515929
2020-11-05 16:00:00.000,428.3,440,424,438.09,28414523,-0.018580656942637327,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.018580656942637327
2020-11-06 16:00:00.000,436.1,436.57,424.28,429.95,21706014,-0.020211652517734616,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.020211652517734616
2020-11-09 16:00:00.000,439.5,452.5,421,421.26,34833025,-0.025874756682333896,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.025874756682333896
2020-11-10 16:00:00.000,420.09,420.09,396.03,410.36,30284224,0.016497709328394537,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.016497709328394537
2020-11-11 16:00:00.000,416.45,418.7,410.58,417.13,17357722,-0.012873684462877292,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.012873684462877292
2020-11-12 16:00:00.000,415.05,423,409.52,411.76,19940500,-0.0079172333398095755,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.0079172333398095755
2020-11-13 16:00:00.000,410.85,412.53,401.66,408.5,19830351,-0.0010036719706242962,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.0010036719706242962
2020-11-16 16:00:00.000,408.93,412.45,404.09,408.09,26838635,0.082138743904530964,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.082138743904530964
2020-11-17 16:00:00.000,460.17,462,433.01,441.61,61188281,0.10196779964221818,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.10196779964221818
2020-11-18 16:00:00.000,448.35,496,443.5,486.64,78044024,0.025953476902843983,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.025953476902843983
2020-11-19 16:00:00.000,492,508.61,487.57,499.27,62475346,-0.019348248442726316,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.019348248442726316
2020-11-20 16:00:00.000,497.99,502.5,489.06,489.61,32911922,0.065848328261269184,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.065848328261269184
2020-11-23 16:00:00.000,503.5,526,501.79,521.85,50260304,0.06425217974513743,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.06425217974513743
2020-11-24 16:00:00.000,540.4,559.99,526.2,555.38,53648494,0.033526594403831621,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.033526594403831621
2020-11-25 16:00:00.000,550.06,574,545.37,574,48930162,0.020487804878048764,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.020487804878048764
2020-11-27 13:00:00.000,581.16,598.78,578.45,585.76,37561078,-0.031002458344714504,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.031002458344714504
2020-11-30 16:00:00.000,602.21,607.8,554.51,567.6,63003052,0.030232558139534828,11,10,"Oct","Oct-2020","Nov","Nov-2020",2020,"11	2020",0.030232558139534828
2020-12-01 16:00:00.000,597.59,597.85,572.05,584.76,40382832,-0.027259046446405262,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.027259046446405262
2020-12-02 16:00:00.000,556.44,571.54,541.21,568.82,47775653,0.043177103477374114,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.043177103477374114
2020-12-03 16:00:00.000,590.02,598.97,582.43,593.38,42552003,0.0095385756176479958,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0095385756176479958
2020-12-04 16:00:00.000,591.01,599.04,585.5,599.04,29401314,0.071314102564102616,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.071314102564102616
2020-12-07 16:00:00.000,604.92,648.79,603.05,641.76,56309709,0.012652705061082032,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.012652705061082032
2020-12-08 16:00:00.000,625.51,651.28,618.5,649.88,64265029,-0.0698590509017049,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0698590509017049
2020-12-09 16:00:00.000,653.69,654.32,588,604.48,71291190,0.037370963472736947,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.037370963472736947
2020-12-10 16:00:00.000,574.37,627.75,566.34,627.07,67083153,-0.027237788444671313,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.027237788444671313
2020-12-11 16:00:00.000,615.01,624,596.8,609.99,46474974,0.048918834734995705,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.048918834734995705
2020-12-14 16:00:00.000,619,642.75,610.2,639.83,52040649,-0.010283981682634512,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.010283981682634512
2020-12-15 16:00:00.000,643.28,646.9,623.8,633.25,45223559,-0.016549545992893832,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.016549545992893832
2020-12-16 16:00:00.000,628.23,632.5,605,622.77,42095813,0.053197809785313993,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.053197809785313993
2020-12-17 16:00:00.000,628.19,658.82,619.5,655.9,56270144,0.0596127458454033,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0596127458454033
2020-12-18 16:00:00.000,668.9,695,628.54,695,222126194,-0.064949640287769769,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.064949640287769769
2020-12-21 16:00:00.000,666.24,668.5,646.07,649.86,58045264,-0.014649309081956085,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.014649309081956085
2020-12-22 16:00:00.000,648,649.88,614.23,640.34,51861644,0.0088078208451759787,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0088078208451759787
2020-12-23 16:00:00.000,632.2,651.5,622.57,645.98,33172972,0.024443481222328808,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.024443481222328808
2020-12-24 13:00:00.000,642.99,666.09,641,661.77,22865568,0.0029013101228524607,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0029013101228524607
2020-12-28 16:00:00.000,674.51,681.4,660.8,663.69,32278561,0.0034654733384561383,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.0034654733384561383
2020-12-29 16:00:00.000,661,669.9,655,665.99,22910811,0.043228877310470072,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.043228877310470072
2020-12-30 16:00:00.000,672,696.6,668.36,694.78,42846021,0.015674026310486755,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.015674026310486755
2020-12-31 16:00:00.000,699.99,718.72,691.12,705.67,49649928,0.034151940708829938,12,11,"Nov","Nov-2020","Dec","Dec-2020",2020,"12	2020",0.034151940708829938
2021-01-04 16:00:00.000,719.46,744.49,717.19,729.77,48638189,0.0073173739671403759,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0073173739671403759
2021-01-05 16:00:00.000,723.66,740.84,719.2,735.11,32245165,0.028390308933356919,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.028390308933356919
2021-01-06 16:00:00.000,758.49,774,749.1,755.98,44699965,0.079446546204925986,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.079446546204925986
2021-01-07 16:00:00.000,777.63,816.99,775.2,816.04,51498948,0.078403019459830428,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.078403019459830428
2021-01-08 16:00:00.000,856,884.49,838.39,880.02,75055528,-0.078214131497011355,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.078214131497011355
2021-01-11 16:00:00.000,849.4,854.43,803.62,811.19,59554146,0.047152948137920828,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.047152948137920828
2021-01-12 16:00:00.000,831,868,827.34,849.44,46270720,0.0058509135430400185,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0058509135430400185
2021-01-13 16:00:00.000,852.76,860.47,832,854.41,33312496,-0.011013447876312272,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.011013447876312272
2021-01-14 16:00:00.000,843.39,863,838.75,845,31266327,-0.022295857988165718,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.022295857988165718
2021-01-15 16:00:00.000,852,859.9,819.1,826.16,38777596,0.022259610729156564,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.022259610729156564
2021-01-19 16:00:00.000,837.8,850,833,844.55,25366980,0.0069859688591558718,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0069859688591558718
2021-01-20 16:00:00.000,858.74,859.5,837.28,850.45,25665883,-0.00642013051913697,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.00642013051913697
2021-01-21 16:00:00.000,855,855.72,841.42,844.99,20598133,0.0019526858306015186,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0019526858306015186
2021-01-22 16:00:00.000,834.31,848,828.62,846.64,20066497,0.040347727487479883,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.040347727487479883
2021-01-25 16:00:00.000,855,900.4,838.82,880.8,41173397,0.0025999091734787436,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0025999091734787436
2021-01-26 16:00:00.000,891.38,895.9,871.6,883.09,23131603,-0.021436093716382321,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.021436093716382321
2021-01-27 16:00:00.000,870.35,891.5,858.66,864.16,27333955,-0.0332461581188669,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.0332461581188669
2021-01-28 16:00:00.000,820,848,801,835.43,26378048,-0.05015381300647568,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.05015381300647568
2021-01-29 16:00:00.000,830,842.41,780.1,793.53,34990754,0.058321676559172274,1,12,"Dec","Dec-2021","Jan","Jan-2021",2021,"1	2021",0.058321676559172274
2021-02-01 16:00:00.000,814.29,842,795.56,839.81,25391385,0.039270787440016219,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.039270787440016219
2021-02-02 16:00:00.000,844.68,880.5,842.2,872.79,24346213,-0.020738092782914459,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.020738092782914459
2021-02-03 16:00:00.000,877.02,878.08,853.06,854.69,18343510,-0.0054990698381869978,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0054990698381869978
2021-02-04 16:00:00.000,855,856.5,833.42,849.99,15812661,0.0026353251214720282,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0026353251214720282
2021-02-05 16:00:00.000,845,864.77,838.97,852.23,18566637,0.013130258263614213,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.013130258263614213
2021-02-08 16:00:00.000,869.67,877.77,854.75,863.42,20161719,-0.016168261101202105,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.016168261101202105
2021-02-09 16:00:00.000,855.12,859.8,841.75,849.46,15157651,-0.0525510324205966,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0525510324205966
2021-02-10 16:00:00.000,843.64,844.82,800.02,804.82,36216090,0.00849879476156149,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.00849879476156149
2021-02-11 16:00:00.000,812.44,829.88,801.73,811.66,21622753,0.005494911662518834,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.005494911662518834
2021-02-12 16:00:00.000,801.26,817.33,785.33,816.12,23768313,-0.024383669068274244,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.024383669068274244
2021-02-16 16:00:00.000,818,821,792.44,796.22,19802324,0.0024239531787696241,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0024239531787696241
2021-02-17 16:00:00.000,779.09,799.84,762.01,798.15,26078898,-0.01349370419094153,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.01349370419094153
2021-02-18 16:00:00.000,780.9,794.69,776.27,787.38,17957058,-0.0077218115776372795,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0077218115776372795
2021-02-19 16:00:00.000,795,796.79,777.37,781.3,18958255,-0.085498528094201914,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.085498528094201914
2021-02-22 16:00:00.000,762.64,768.5,710.2,714.5,37269716,-0.021917424772568184,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.021917424772568184
2021-02-23 16:00:00.000,662.13,713.61,619,698.84,66606882,0.061788106004235517,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.061788106004235517
2021-02-24 16:00:00.000,711.85,745,694.17,742.02,36766950,-0.080590819654456691,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.080590819654456691
2021-02-25 16:00:00.000,726.15,737.21,670.58,682.22,39023855,-0.0098501949517751271,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.0098501949517751271
2021-02-26 16:00:00.000,700,706.7,659.51,675.5,41089173,0.063552923760177571,2,1,"Jan","Jan-2021","Feb","Feb-2021",2021,"2	2021",0.063552923760177571
2021-03-01 16:00:00.000,690.11,872,685.05,718.43,27136239,-0.044527650571384685,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.044527650571384685
2021-03-02 16:00:00.000,718.28,721.11,685,686.44,23732158,-0.048423751529631152,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.048423751529631152
2021-03-03 16:00:00.000,687.99,700.7,651.71,653.2,30207960,-0.04862216778934475,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.04862216778934475
2021-03-04 16:00:00.000,655.8,873.94,600,621.44,65919530,-0.037799304840370765,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.037799304840370765
2021-03-05 16:00:00.000,626.06,627.84,539.49,597.95,89396459,-0.058449703152437568,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.058449703152437568
2021-03-08 16:00:00.000,600.55,620.13,558.79,563,51786958,0.19641207815275319,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.19641207815275319
2021-03-09 16:00:00.000,608.18,678.09,595.21,673.58,67523328,-0.0081950176667954736,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.0081950176667954736
2021-03-10 16:00:00.000,700.3,717.85,655.06,668.06,60605672,0.04721132832380337,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.04721132832380337
2021-03-11 16:00:00.000,699.4,702.5,677.18,699.6,36253892,-0.00839050886220698,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.00839050886220698
2021-03-12 16:00:00.000,670,694.88,666.14,693.73,33583840,0.020483473397431329,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.020483473397431329
2021-03-15 16:00:00.000,694.09,713.18,684.04,707.94,29423479,-0.043873774613667905,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.043873774613667905
2021-03-16 16:00:00.000,703.35,707.92,671,676.88,32195672,0.036830752866091408,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.036830752866091408
2021-03-17 16:00:00.000,656.87,703.73,651.01,701.81,40372453,-0.069320756330060809,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.069320756330060809
2021-03-18 16:00:00.000,684.29,689.23,652,653.16,33369022,0.0026180415212199715,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.0026180415212199715
2021-03-19 16:00:00.000,646.6,657.23,624.62,654.87,42893978,0.023103822132637005,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.023103822132637005
2021-03-22 16:00:00.000,684.59,699.62,668.75,670,39512221,-0.011701492537313481,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.011701492537313481
2021-03-23 16:00:00.000,675.77,677.8,657.51,662.16,30491870,-0.048160565422254421,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.048160565422254421
2021-03-24 16:00:00.000,667.91,668.02,630.11,630.27,33795174,0.016056610658923959,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.016056610658923959
2021-03-25 16:00:00.000,613,645.5,609.5,640.39,39224850,-0.033854369993285262,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.033854369993285262
2021-03-26 16:00:00.000,641.87,643.82,599.89,618.71,33852827,-0.011992694477218846,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.011992694477218846
2021-03-29 16:00:00.000,615.64,616.48,596.02,611.29,28636985,0.039801076412177595,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.039801076412177595
2021-03-30 16:00:00.000,601.75,637.66,591.01,635.62,39432359,0.050832258267518242,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.050832258267518242
