Host Last Discovered,VM Manager Name,Host Device Name,Host OS Name,Host Cores,Host Ram,VM Count Allocated,Total vCores Allocated,Total Ram Allocated,VM Count In Service,Total vCores In Service,Total Ram In Service,VMs Allocated,VMs In Service,Cores Percent Allocated,Ram Percent Allocated,Cores Percent In Service,Ram Percent In Service,Host ID
2021-10-26 14:52:16.036,"","ubu-dev-kubernetes-node1-3-102","Linux",4,8,7,,,7,,,"kube-proxy_95cce2bd931d | kube-proxy_94e765fbea5f | install-cni_130e954cfa9d | calico-node_fa8a3e9b8050 | tiller_2badd2fe8cbe | install-cni_3bbf44e7620c | calico-node_f3dd1b90fb97","kube-proxy_95cce2bd931d | kube-proxy_94e765fbea5f | install-cni_130e954cfa9d | calico-node_fa8a3e9b8050 | tiller_2badd2fe8cbe | install-cni_3bbf44e7620c | calico-node_f3dd1b90fb97",,,,,10513
2021-10-26 14:52:16.200,"","ubu-dev-kubernetes-3-100","Linux",4,8,27,,,27,,,"kube-proxy_5da205c1b80f | calico-kube-controllers_1e884d83ebdd | kube-proxy_e19cb1d18012 | calico-node_5b1374b88002 | kube-scheduler_c607557a7352 | install-cni_4493e5c3ea16 | kubedns_73894d522bc8 | kube-scheduler_07728030cf3b | calico-etcd_af18af3a25f0 | kubernetes-dashboard_a719ae519525 | etcd_d3d5c6676f41 | sidecar_b7147eda96de | dashboard-metrics-scraper_8fe0902f3dab | kube-controller-manager_8c83bccd2008 | kube-apiserver_0635e9a04013 | kubernetes-dashboard_dac5424ae920 | calico-etcd_dcf89ff92912 | install-cni_d65cd45e1907 | dnsmasq_40ebe8c19874 | sidecar_b6267c510e06 | kubedns_cd87d929b147 | calico-node_eaff1df71948 | dnsmasq_bfd747b06f9e | kube-controller-manager_5fbb63a019de | kube-apiserver_069e8e053d93 | calico-kube-controllers_473c917cadcf | etcd_dfc4e3906de0","kube-proxy_5da205c1b80f | calico-kube-controllers_1e884d83ebdd | kube-proxy_e19cb1d18012 | calico-node_5b1374b88002 | kube-scheduler_c607557a7352 | install-cni_4493e5c3ea16 | kubedns_73894d522bc8 | kube-scheduler_07728030cf3b | calico-etcd_af18af3a25f0 | kubernetes-dashboard_a719ae519525 | etcd_d3d5c6676f41 | sidecar_b7147eda96de | dashboard-metrics-scraper_8fe0902f3dab | kube-controller-manager_8c83bccd2008 | kube-apiserver_0635e9a04013 | kubernetes-dashboard_dac5424ae920 | calico-etcd_dcf89ff92912 | install-cni_d65cd45e1907 | dnsmasq_40ebe8c19874 | sidecar_b6267c510e06 | kubedns_cd87d929b147 | calico-node_eaff1df71948 | dnsmasq_bfd747b06f9e | kube-controller-manager_5fbb63a019de | kube-apiserver_069e8e053d93 | calico-kube-controllers_473c917cadcf | etcd_dfc4e3906de0",,,,,10524
2021-10-26 14:52:15.670,"","ubu-dev-kubernetes-node2-3-103","Linux",4,8,11,,,11,,,"install-cni_2d9a16d51ea2 | install-cni_9a723a066cbb | lab-pod_ac33ce11d536 | kubernetes-dashboard_5c6554d8b27a | dashboard-metrics-scraper_ecebc547ee35 | kube-proxy_a80d4b6137b7 | calico-node_7c548fa913c3 | kube-proxy_813a27306179 | calico-node_6ef3a811ec31 | tiller_794217e05317 | kubernetes-dashboard_2efe36321303","install-cni_2d9a16d51ea2 | install-cni_9a723a066cbb | lab-pod_ac33ce11d536 | kubernetes-dashboard_5c6554d8b27a | dashboard-metrics-scraper_ecebc547ee35 | kube-proxy_a80d4b6137b7 | calico-node_7c548fa913c3 | kube-proxy_813a27306179 | calico-node_6ef3a811ec31 | tiller_794217e05317 | kubernetes-dashboard_2efe36321303",,,,,10551
2021-07-02 11:06:44.253,"","ip-192-168-27-55.us-west-2.compute.internal","Linux",,,24,,,24,,,"redis-master_0723f12571bb | sysdig-agent_50a6c0319c4c | sysdig-agent_8ef707db65d4 | sysdig-agent_ece61d4780f0 | addon-resizer_6e11ad3dc6ec | newrelic-infra_41d0d670ec75 | coredns_ff48e2d7ced7 | kube-state-metrics_42f4abc9d223 | coredns_7f80dac1cc6c | datadog-agent_a4398524e933 | helloapp_5a41ec0444c6 | kube-proxy_e1ece136b09a | datadog-agent_b8767f4a98d7 | sysdig-agent_ae96b2a96ae9 | sysdig-agent_1111d5b66128 | newrelic-infra_71ca14f63db0 | aws-node_43d34900b005 | redis-slave_8d7751dd5e80 | nginx_975bbcfb25aa | d42-web_5f1f6dcfb3c5 | datadog-agent_55b0eb1676c5 | helloapp_6eb1ed5ba5e4 | d42-web_62f7e0568735 | guestbook_6a9122f6b775","redis-master_0723f12571bb | sysdig-agent_50a6c0319c4c | sysdig-agent_8ef707db65d4 | sysdig-agent_ece61d4780f0 | addon-resizer_6e11ad3dc6ec | newrelic-infra_41d0d670ec75 | coredns_ff48e2d7ced7 | kube-state-metrics_42f4abc9d223 | coredns_7f80dac1cc6c | datadog-agent_a4398524e933 | helloapp_5a41ec0444c6 | kube-proxy_e1ece136b09a | datadog-agent_b8767f4a98d7 | sysdig-agent_ae96b2a96ae9 | sysdig-agent_1111d5b66128 | newrelic-infra_71ca14f63db0 | aws-node_43d34900b005 | redis-slave_8d7751dd5e80 | nginx_975bbcfb25aa | d42-web_5f1f6dcfb3c5 | datadog-agent_55b0eb1676c5 | helloapp_6eb1ed5ba5e4 | d42-web_62f7e0568735 | guestbook_6a9122f6b775",,,,,12000
2021-07-02 11:06:45.370,"","ip-192-168-62-74.us-west-2.compute.internal","Linux",,,32,,,32,,,"datadog-agent_265fea316cfa | busybox_bf1061d92442 | busybox_5ec067003a87 | sysdig-agent_97bafc83b88a | busybox_afefa18bf03f | busybox_9976ef9f85fe | datadog-agent_1de298ad7a7e | guestbook_1e9c29863a61 | busybox_da9889315561 | busybox_83e5f45c2280 | aws-node_3718cc61f861 | server_14ff7957f1ee | kube-proxy_f27b9e91b858 | d42-web_4ea9a090ea44 | d42-web_31103652d261 | datadog-agent_94c0b0c47b7b | newrelic-infra_465b957bf893 | sysdig-agent_b1f6c4488f08 | sysdig-agent_5ccff1956c0c | guestbook_8da1d390407a | nginx_ae1a581b4ea9 | nginx_679bc9bc9d32 | newrelic-infra_c5fe6de34c82 | redis-slave_3e81f10e776c | sysdig-agent_e9f85b0df8b7 | sysdig-agent_09c731ad2c84 | busybox_90d06bdd1ae1 | d42-web_ef0fa7c1d03a | busybox_c5209e49e194 | helloapp_f6d1d4d4b0e4 | busybox_5ddc4094fd2a | busybox_4fae14b3070c","datadog-agent_265fea316cfa | busybox_bf1061d92442 | busybox_5ec067003a87 | sysdig-agent_97bafc83b88a | busybox_afefa18bf03f | busybox_9976ef9f85fe | datadog-agent_1de298ad7a7e | guestbook_1e9c29863a61 | busybox_da9889315561 | busybox_83e5f45c2280 | aws-node_3718cc61f861 | server_14ff7957f1ee | kube-proxy_f27b9e91b858 | d42-web_4ea9a090ea44 | d42-web_31103652d261 | datadog-agent_94c0b0c47b7b | newrelic-infra_465b957bf893 | sysdig-agent_b1f6c4488f08 | sysdig-agent_5ccff1956c0c | guestbook_8da1d390407a | nginx_ae1a581b4ea9 | nginx_679bc9bc9d32 | newrelic-infra_c5fe6de34c82 | redis-slave_3e81f10e776c | sysdig-agent_e9f85b0df8b7 | sysdig-agent_09c731ad2c84 | busybox_90d06bdd1ae1 | d42-web_ef0fa7c1d03a | busybox_c5209e49e194 | helloapp_f6d1d4d4b0e4 | busybox_5ddc4094fd2a | busybox_4fae14b3070c",,,,,12018
2021-02-19 05:07:16.456,"","A5D82A21-32A3-4C96-BAF6-3C2CD1DA1E5F/aks-agentpool-18482215-0","Linux",1,3.5,38,,,38,,,"kube-proxy_b00b777dded6 | autoscaler_9736417457af | tiller_c57cb48dd262 | autoscaler_5812cfdfff73 | coredns_3fc9b7bace7d | omsagent_35d699493eaf | coredns_5e6d3b7bd93c | omsagent_3fea172b64d1 | kneeling-giraffe-worker_dfedf89ef354 | coredns_ae8bb50cde69 | coredns_7c11719838e0 | tunnel-front_e66ca53db821 | autoscaler_c4e3d770e3fa | kube-proxy_e45117bc10b5 | omsagent_ba3c205d8cd3 | metrics-server_d76fc37a38f4 | omsagent_f4a680f3191a | omsagent_8c5c9a19a304 | kneeling-giraffe-worker_b8757648f05f | autoscaler_af1ec946e0b1 | coredns_ce9bc13538c3 | coredns_5a806dfb22d0 | kneeling-giraffe-master_39598259cc52 | kneeling-giraffe-worker_a3cd189c7852 | kneeling-giraffe-zeppelin_fb5c51a30b4d | kube-proxy_19646d3f8eed | tunnel-front_586f21843604 | omsagent_abf2201c2604 | omsagent_eeff6873e279 | kissable-wolverine-mongodb_03105cbf0002 | kneeling-giraffe-worker_ce571a295429 | omsagent_9c9bd4ef3ca0 | kube-proxy_f63d8f7d4ddf | autoscaler_be002daab2a3 | kneeling-giraffe-worker_9668157584bc | kneeling-giraffe-worker_d5aee90a953e | coredns_0e138aac6f22 | omsagent_0a3a081c2370","kube-proxy_b00b777dded6 | autoscaler_9736417457af | tiller_c57cb48dd262 | autoscaler_5812cfdfff73 | coredns_3fc9b7bace7d | omsagent_35d699493eaf | coredns_5e6d3b7bd93c | omsagent_3fea172b64d1 | kneeling-giraffe-worker_dfedf89ef354 | coredns_ae8bb50cde69 | coredns_7c11719838e0 | tunnel-front_e66ca53db821 | autoscaler_c4e3d770e3fa | kube-proxy_e45117bc10b5 | omsagent_ba3c205d8cd3 | metrics-server_d76fc37a38f4 | omsagent_f4a680f3191a | omsagent_8c5c9a19a304 | kneeling-giraffe-worker_b8757648f05f | autoscaler_af1ec946e0b1 | coredns_ce9bc13538c3 | coredns_5a806dfb22d0 | kneeling-giraffe-master_39598259cc52 | kneeling-giraffe-worker_a3cd189c7852 | kneeling-giraffe-zeppelin_fb5c51a30b4d | kube-proxy_19646d3f8eed | tunnel-front_586f21843604 | omsagent_abf2201c2604 | omsagent_eeff6873e279 | kissable-wolverine-mongodb_03105cbf0002 | kneeling-giraffe-worker_ce571a295429 | omsagent_9c9bd4ef3ca0 | kube-proxy_f63d8f7d4ddf | autoscaler_be002daab2a3 | kneeling-giraffe-worker_9668157584bc | kneeling-giraffe-worker_d5aee90a953e | coredns_0e138aac6f22 | omsagent_0a3a081c2370",,,,,12084
2021-02-19 05:07:16.493,"","69F82EEE-6B8F-4FC7-BA60-BD49397F41B3/aks-agentpool-18482215-1","Linux",1,3.5,38,,,38,,,"omsagent_a8d6802d681b | kneeling-giraffe-worker_e8a8e813b5da | kneeling-giraffe-zeppelin_b27171b25b4a | kube-proxy_7bf7e890052d | metrics-server_dc30b3109cc7 | omsagent_06f872064f1a | omsagent_f0c3f3490de3 | kneeling-giraffe-zeppelin_155207873f45 | kube-proxy_3b4cf8849839 | omsagent_d00109440ee5 | metrics-server_4224123f70cb | tunnel-probe_effbe8d1c4ae | kneeling-giraffe-worker_996f09469d33 | tunnel-front_c748a9a3e7fb | omsagent_26c60b7e4597 | tunnel-front_025783616a26 | kneeling-giraffe-master_8d1c89f8a234 | metrics-server_11b0389ce8c6 | coredns_25cf112421e4 | kneeling-giraffe-worker_76154405abcf | kube-proxy_78d7bc2717af | main_64dedb2dee59 | metrics-server_80e47d568fc6 | omsagent_a68633e3d78d | main_67da0bd810cb | coredns_54044f94348f | kube-proxy_d839cf4065db | metrics-server_f3f23a0cabfa | omsagent_58ce8d6a0775 | tunnel-front_b299ce6873d1 | omsagent_9e697d5f2ec6 | kube-proxy_2b48ff90fba2 | omsagent_f88bd845c9d6 | kneeling-giraffe-master_4cecdcaed0a3 | autoscaler_1f169e32697e | main_f0a18f4a7371 | tunnel-front_717f7ff3e6e4 | coredns_17fe87110198","omsagent_a8d6802d681b | kneeling-giraffe-worker_e8a8e813b5da | kneeling-giraffe-zeppelin_b27171b25b4a | kube-proxy_7bf7e890052d | metrics-server_dc30b3109cc7 | omsagent_06f872064f1a | omsagent_f0c3f3490de3 | kneeling-giraffe-zeppelin_155207873f45 | kube-proxy_3b4cf8849839 | omsagent_d00109440ee5 | metrics-server_4224123f70cb | tunnel-probe_effbe8d1c4ae | kneeling-giraffe-worker_996f09469d33 | tunnel-front_c748a9a3e7fb | omsagent_26c60b7e4597 | tunnel-front_025783616a26 | kneeling-giraffe-master_8d1c89f8a234 | metrics-server_11b0389ce8c6 | coredns_25cf112421e4 | kneeling-giraffe-worker_76154405abcf | kube-proxy_78d7bc2717af | main_64dedb2dee59 | metrics-server_80e47d568fc6 | omsagent_a68633e3d78d | main_67da0bd810cb | coredns_54044f94348f | kube-proxy_d839cf4065db | metrics-server_f3f23a0cabfa | omsagent_58ce8d6a0775 | tunnel-front_b299ce6873d1 | omsagent_9e697d5f2ec6 | kube-proxy_2b48ff90fba2 | omsagent_f88bd845c9d6 | kneeling-giraffe-master_4cecdcaed0a3 | autoscaler_1f169e32697e | main_f0a18f4a7371 | tunnel-front_717f7ff3e6e4 | coredns_17fe87110198",,,,,12085
2021-02-19 05:07:16.530,"","5FC2FBE4-65A1-4DAC-A272-5EAF534C7368/aks-agentpool-74987091-0","Linux",2,7,26,,,26,,,"omsagent_82db30f48913 | omsagent_a9a0ae989769 | coredns_0b4c4657c0b8 | kube-proxy_4012cbea004b | metrics-server_d44edf3eb5c1 | omsagent_fa3988b7668f | coredns_879bd2fdb353 | omsagent_8be6a4c62a44 | omsagent_e257846a435e | omsagent_531dfa2ce0e1 | kube-proxy_9bb2953f6deb | coredns_7de587bcded0 | tunnel-front_46ec6bcf613e | omsagent_9d02bca5bf13 | nginx-ingress-controller_eb2677e9a23f | kube-proxy_38505230488e | omsagent_e3a5aab7dc1a | azure-vote-front_d1385bda17d3 | kube-proxy_8eeecf887ca5 | nginx-ingress-controller_eca2f6c75063 | coredns_ee4dceeb8e0e | coredns_ef27d5b8cbea | metrics-server_0c59d534d540 | metrics-server_ad338319f12e | azure-vote-back_a6b122252818 | omsagent_b7d18d196b4d","omsagent_82db30f48913 | omsagent_a9a0ae989769 | coredns_0b4c4657c0b8 | kube-proxy_4012cbea004b | metrics-server_d44edf3eb5c1 | omsagent_fa3988b7668f | coredns_879bd2fdb353 | omsagent_8be6a4c62a44 | omsagent_e257846a435e | omsagent_531dfa2ce0e1 | kube-proxy_9bb2953f6deb | coredns_7de587bcded0 | tunnel-front_46ec6bcf613e | omsagent_9d02bca5bf13 | nginx-ingress-controller_eb2677e9a23f | kube-proxy_38505230488e | omsagent_e3a5aab7dc1a | azure-vote-front_d1385bda17d3 | kube-proxy_8eeecf887ca5 | nginx-ingress-controller_eca2f6c75063 | coredns_ee4dceeb8e0e | coredns_ef27d5b8cbea | metrics-server_0c59d534d540 | metrics-server_ad338319f12e | azure-vote-back_a6b122252818 | omsagent_b7d18d196b4d",,,,,12086
2021-02-19 05:07:16.563,"","0EC702D8-27EA-4D03-B939-F1172BCC15BE/aks-agentpool-74987091-1","Linux",2,7,31,,,31,,,"tunnel-front_0a8573d047c7 | kube-proxy_09365aa38417 | kube-proxy_c1283f7d390f | omsagent_0867f53b2154 | 1st_5a84cf54a63c | 2nd_0c44044ee8df | metrics-server_16a84a46905d | omsagent_7dbab55b2d26 | omsagent_87b841b23877 | acs-helloworld-callous-kangaroo_1a1a571c0075 | tunnel-front_83d7f64670f4 | acs-helloworld-garish-indri_4ea5aa09eb1a | coredns_5818d7383f1e | kube-proxy_ce767c136d62 | tunnel-front_1c8a26b89c63 | tunnel-probe_f2ee878438ac | tiller_5ce66865db8c | autoscaler_42d90305e142 | omsagent_9e8653a32107 | metrics-server_01f55931bc96 | omsagent_e7ee6b94419d | kube-proxy_33ec6d6fbc40 | omsagent_679e84e3ac5b | tunnel-front_f177e470e360 | metrics-server_b21d85d6bf70 | autoscaler_f2daf27c133f | omsagent_a0b6de5bc76c | coredns_7ee5193516ed | autoscaler_461ce8a66538 | autoscaler_21636bca7d92 | omsagent_8881a74fb75f","tunnel-front_0a8573d047c7 | kube-proxy_09365aa38417 | kube-proxy_c1283f7d390f | omsagent_0867f53b2154 | 1st_5a84cf54a63c | 2nd_0c44044ee8df | metrics-server_16a84a46905d | omsagent_7dbab55b2d26 | omsagent_87b841b23877 | acs-helloworld-callous-kangaroo_1a1a571c0075 | tunnel-front_83d7f64670f4 | acs-helloworld-garish-indri_4ea5aa09eb1a | coredns_5818d7383f1e | kube-proxy_ce767c136d62 | tunnel-front_1c8a26b89c63 | tunnel-probe_f2ee878438ac | tiller_5ce66865db8c | autoscaler_42d90305e142 | omsagent_9e8653a32107 | metrics-server_01f55931bc96 | omsagent_e7ee6b94419d | kube-proxy_33ec6d6fbc40 | omsagent_679e84e3ac5b | tunnel-front_f177e470e360 | metrics-server_b21d85d6bf70 | autoscaler_f2daf27c133f | omsagent_a0b6de5bc76c | coredns_7ee5193516ed | autoscaler_461ce8a66538 | autoscaler_21636bca7d92 | omsagent_8881a74fb75f",,,,,12087
2021-04-08 22:18:06.560,"","040C7493-C746-4D6C-94F6-EE3D167BC22C/aks-agentpool-74987091-3","Linux",2,7,26,,,26,,,"autoscaler_6dd11bfb71bd | coredns_4575eed1a06e | omsagent_3d76b9a112ab | kube-proxy_8d026002f224 | omsagent_ee7f70c07203 | nginx-ingress-controller_7875e46a2f80 | web_bae7c9933f5e | nginx-ingress-controller_66caa3d8896e | lab-pod2_41e10ecc7a57 | omsagent_8e17a5a4d9c0 | omsagent_78980505b2eb | omsagent_3dcd985d3bb8 | main_48cef3f205e4 | omsagent_9e08ada7f0bd | main_e9320bdd2cb6 | kube-proxy_38c52dbee14e | autoscaler_c76e63e85303 | nginx-ingress-default-backend_c28455870733 | tunnel-front_882bb6c0e6b1 | coredns_0d3e2c77a4be | main_913010759fa0 | omsagent_6630367056ca | kube-proxy_979a88fbcadb | kube-proxy_4c73c73634b9 | coredns_fdda95ee1f31 | nginx-ingress-default-backend_1a531917b6df","autoscaler_6dd11bfb71bd | coredns_4575eed1a06e | omsagent_3d76b9a112ab | kube-proxy_8d026002f224 | omsagent_ee7f70c07203 | nginx-ingress-controller_7875e46a2f80 | web_bae7c9933f5e | nginx-ingress-controller_66caa3d8896e | lab-pod2_41e10ecc7a57 | omsagent_8e17a5a4d9c0 | omsagent_78980505b2eb | omsagent_3dcd985d3bb8 | main_48cef3f205e4 | omsagent_9e08ada7f0bd | main_e9320bdd2cb6 | kube-proxy_38c52dbee14e | autoscaler_c76e63e85303 | nginx-ingress-default-backend_c28455870733 | tunnel-front_882bb6c0e6b1 | coredns_0d3e2c77a4be | main_913010759fa0 | omsagent_6630367056ca | kube-proxy_979a88fbcadb | kube-proxy_4c73c73634b9 | coredns_fdda95ee1f31 | nginx-ingress-default-backend_1a531917b6df",,,,,12088
2021-11-12 05:13:15.446,"","esxi-020.device42.pvt","VMware ESXi",12,144,40,94,345,39,92,343,"HoustonMethodist_Subnet | ac-nutanix-002 | win-104-71.d42-laps.local | ubuntu-32 | sd_plus | win-104-72.d42-laps.local | felix-rc | nxosv-final.7.0.3.I7.2 | openbsd-5.6 | win-104-75 | warp | Dino_Release_Machine | manageengine | bit2bit-rc | D42-demo-rc | peter-rc-2 | D42-CentOS-Prod-Demo | felix-d42 | elk-dev | d42-bmc-atrium | win-104-76 | win-104-74.d42-laps.local | lansweeper | elk-dev2 | Cisco_N9K | pb-wds | deva | elk | trialdotcom-rc | ubuntu16-keyed-001 | chef-server-001 | jenkins | win-104-70.d42-laps.local | nThrive Backup | ac-nutanix-03 | win2k12-laps-dc-104-1.d42-laps.local | WINDOWS-KMG8M4J | w12-wjump-3-90 | Chris-D42-AppMapp-Test | win-104-73.d42-laps.local","HoustonMethodist_Subnet | ac-nutanix-002 | win-104-71.d42-laps.local | ubuntu-32 | sd_plus | win-104-72.d42-laps.local | felix-rc | nxosv-final.7.0.3.I7.2 | openbsd-5.6 | win-104-75 | warp | Dino_Release_Machine | manageengine | bit2bit-rc | D42-demo-rc | peter-rc-2 | D42-CentOS-Prod-Demo | felix-d42 | elk-dev | d42-bmc-atrium | win-104-76 | win-104-74.d42-laps.local | lansweeper | elk-dev2 | Cisco_N9K | pb-wds | deva | elk | trialdotcom-rc | chef-server-001 | jenkins | win-104-70.d42-laps.local | nThrive Backup | ac-nutanix-03 | win2k12-laps-dc-104-1.d42-laps.local | WINDOWS-KMG8M4J | w12-wjump-3-90 | Chris-D42-AppMapp-Test | win-104-73.d42-laps.local",783.3333,239.5833,766.6667,238.1944,13313
2021-11-12 05:13:12.113,"","esxi-014.device42.pvt","VMware ESXi",8,128,37,67,150,37,67,150,"RCUpgradeTest | ubu-foreman-3-31 | d42-80-52 | greg-sandbox01 | ubu-nodejs-3-29 | ubu-pxe-test0 | ubu-glassfish-3-28 | wil-pxe-auto-06 | wil-pxe-auto-07 | ubu-pxemac-test1 | thx1138 | ubu-jira-3-18 | D42-16-21-Brugge-For-Sam | ubu-integration-003-3-12 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Sam-13.6 temp/Sam-13.6 temp.vmx | ubu-weblogic-3-30.device42.pvt | D42-EXCH01.d42-root.local | ubu-f5web2-3-25.device42.pvt | anatolii-ucs | ubu-f5db-14-3.device42.pvt | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Spenser_licence_test-3-45/Spenser_licence_test-3-45.vmx | ubu-f5db-14-4.device42.pvt | ubu-f5mw1-13-3.device42.pvt | ubu-jboss-3-27 | ServicesDiscTest | D42-for-Interviews | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/14.1.0 - backup%2frestore/14.1.0 - backup%2frestore.vmx | ubu-sftp-3-33 | D42-16-20-Brugge | w2k16-sharepoint-3-32 | D42-16-22 | VRA02 | Demo Res WDS Host | D42-CentOS-Greg (Exago Testing) | ubu-f5mw2-13-4.device42.pvt | ubu-f5web1-3-26.device42.pvt | ubu-will-docker01-3-43","RCUpgradeTest | ubu-foreman-3-31 | d42-80-52 | greg-sandbox01 | ubu-nodejs-3-29 | ubu-pxe-test0 | ubu-glassfish-3-28 | wil-pxe-auto-06 | wil-pxe-auto-07 | ubu-pxemac-test1 | thx1138 | ubu-jira-3-18 | D42-16-21-Brugge-For-Sam | ubu-integration-003-3-12 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Sam-13.6 temp/Sam-13.6 temp.vmx | ubu-weblogic-3-30.device42.pvt | D42-EXCH01.d42-root.local | ubu-f5web2-3-25.device42.pvt | anatolii-ucs | ubu-f5db-14-3.device42.pvt | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Spenser_licence_test-3-45/Spenser_licence_test-3-45.vmx | ubu-f5db-14-4.device42.pvt | ubu-f5mw1-13-3.device42.pvt | ubu-jboss-3-27 | ServicesDiscTest | D42-for-Interviews | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/14.1.0 - backup%2frestore/14.1.0 - backup%2frestore.vmx | ubu-sftp-3-33 | D42-16-20-Brugge | w2k16-sharepoint-3-32 | D42-16-22 | VRA02 | Demo Res WDS Host | D42-CentOS-Greg (Exago Testing) | ubu-f5mw2-13-4.device42.pvt | ubu-f5web1-3-26.device42.pvt | ubu-will-docker01-3-43",837.5,117.1875,837.5,117.1875,13335
2021-11-12 05:13:12.170,"","esxi-017.device42.pvt","VMware ESXi",8,96,65,159,609,65,159,609,"Amobee_160801 | OVM_Server-3-186 | qualyscentos15 | wathek-dev-3-132 | Xen_7_1_1_Nested | Monitor | D42-19191-RC-1 | DRW-CentOS-3-134 | D42-19191-MA | D42-RC19191-RC-2 | SB-MA | IngramDB-27429 | SCAP-RC | Device42-V15_07-3-205 | RC_1_15_11_Anatolii | RC-16-17-For-Peter | Device42_v15_00 | centos_dev42_test1-3-196 | D42-RC-16-15 | exagotest1 | TricapDB-26952 | D42-RC-15.00.00 | Solaris-RBAC | D42-Web01-3-220 | centosdev2-3-140 | SE-TEST-v16 | oracle-vm-manager | Device42_v15_02 | D42-RC-16-04 | D42-1615-17-Upgrade | centosautomation | exagotest2 | Rundeck_13165 | CentosBeta-3-143 | DagIntl-DB-16-04 | sapconcur-1600 | houstonmethodist-1600 | SCAP-MA-16 | houstonmethodist-1603 | D42-v8 | houstonmethodist-160802 | BIGIP-11-5.2-80-41 | D42_v15_14148 | houstonmethodist-160601 | D42_v15_11_00-Anatolii | houstonmethodist-160502 | houstonmethodist-160401 | Netscaler-10.5-3-189 | D42-Dev-Base-3-219 | w2k8-wds-3-228 | RC_2_15_11-Anatolii | SE-250-130-StandBy | D42-25686-MA | RC_13_04 | SE-Pavel-v15-Standby | Exago-Win-80-54 | Debian8 | D42-RC-16-17-00 | houstonmethodist-1607 | jira-demo-01 | SE-Pavel-v15-3.135 | qualyscentos15_1 | ESXi4_1_NESTED | houstonmethodist-1611 | ubu-confluence-3-192","Amobee_160801 | OVM_Server-3-186 | qualyscentos15 | wathek-dev-3-132 | Xen_7_1_1_Nested | Monitor | D42-19191-RC-1 | DRW-CentOS-3-134 | D42-19191-MA | D42-RC19191-RC-2 | SB-MA | IngramDB-27429 | SCAP-RC | Device42-V15_07-3-205 | RC_1_15_11_Anatolii | RC-16-17-For-Peter | Device42_v15_00 | centos_dev42_test1-3-196 | D42-RC-16-15 | exagotest1 | TricapDB-26952 | D42-RC-15.00.00 | Solaris-RBAC | D42-Web01-3-220 | centosdev2-3-140 | SE-TEST-v16 | oracle-vm-manager | Device42_v15_02 | D42-RC-16-04 | D42-1615-17-Upgrade | centosautomation | exagotest2 | Rundeck_13165 | CentosBeta-3-143 | DagIntl-DB-16-04 | sapconcur-1600 | houstonmethodist-1600 | SCAP-MA-16 | houstonmethodist-1603 | D42-v8 | houstonmethodist-160802 | BIGIP-11-5.2-80-41 | D42_v15_14148 | houstonmethodist-160601 | D42_v15_11_00-Anatolii | houstonmethodist-160502 | houstonmethodist-160401 | Netscaler-10.5-3-189 | D42-Dev-Base-3-219 | w2k8-wds-3-228 | RC_2_15_11-Anatolii | SE-250-130-StandBy | D42-25686-MA | RC_13_04 | SE-Pavel-v15-Standby | Exago-Win-80-54 | Debian8 | D42-RC-16-17-00 | houstonmethodist-1607 | jira-demo-01 | SE-Pavel-v15-3.135 | qualyscentos15_1 | ESXi4_1_NESTED | houstonmethodist-1611 | ubu-confluence-3-192",1987.5,634.375,1987.5,634.375,13377
2021-02-19 05:07:31.846,"","esxi-015.device42.pvt","VMware ESXi",8,128,18,35,67,18,35,67,"d42-qa-rc-30-76 | D42_v15_00_restore | d42centosqatest2 | qatest1 | d42centosqatest1 | d42qaelkstack-3-51 | centostest_roman | d42-qa-rc-3-232 | centostest_joe | d42qajenkins-3-50 | w2kr2-ad-3-66 | d42-qa-rc-3-233 | qatest2 | d42_rinaldi | MirzaUbuntu | D42_Azure_Test | ovirt-002 | jirasd01-3-78","d42-qa-rc-30-76 | D42_v15_00_restore | d42centosqatest2 | qatest1 | d42centosqatest1 | d42qaelkstack-3-51 | centostest_roman | d42-qa-rc-3-232 | centostest_joe | d42qajenkins-3-50 | w2kr2-ad-3-66 | d42-qa-rc-3-233 | qatest2 | d42_rinaldi | MirzaUbuntu | D42_Azure_Test | ovirt-002 | jirasd01-3-78",437.5,52.3438,437.5,52.3438,13628
2021-11-12 13:24:20.073,"","oracle-lxc","Oracle Linux Server",2,2,1,2,2,1,2,2,"test-container","test-container",100,100,100,100,13660
2021-11-12 10:07:12.060,"","kvm-002.device42.pvt","",8,32,8,6,1050,0,0,0,"D42_Power_Appliance_v1380 | device42 | debian-test | cisco-nxosv | centos-7.0-001 | fedora-20-001 | Device42-13.8.0 | centos-7.1-001","",75,3281.25,0,0,13785
