Date,Year,Quarter Number,Quarter,Month Number,Month,Week Day Number,Week Day,Year Month Number,Year Month,Year Quarter Number,Year Quarter,Days from Today,Week Starting Sunday,Week Starting Monday,IS WORKING DAY
2016-12-18 00:00:00.000,2016,4,"Q4",12,"December",1,"Sunday",201612,"December 2016",201604,"Q4-2016",-2063,2016-12-18 00:00:00.000,2016-12-12 00:00:00.000,0
2016-12-19 00:00:00.000,2016,4,"Q4",12,"December",2,"Monday",201612,"December 2016",201604,"Q4-2016",-2062,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,1
2016-12-20 00:00:00.000,2016,4,"Q4",12,"December",3,"Tuesday",201612,"December 2016",201604,"Q4-2016",-2061,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,1
2016-12-21 00:00:00.000,2016,4,"Q4",12,"December",4,"Wednesday",201612,"December 2016",201604,"Q4-2016",-2060,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,1
2016-12-22 00:00:00.000,2016,4,"Q4",12,"December",5,"Thursday",201612,"December 2016",201604,"Q4-2016",-2059,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,1
2016-12-23 00:00:00.000,2016,4,"Q4",12,"December",6,"Friday",201612,"December 2016",201604,"Q4-2016",-2058,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,1
2016-12-24 00:00:00.000,2016,4,"Q4",12,"December",7,"Saturday",201612,"December 2016",201604,"Q4-2016",-2057,2016-12-18 00:00:00.000,2016-12-19 00:00:00.000,0
2016-12-25 00:00:00.000,2016,4,"Q4",12,"December",1,"Sunday",201612,"December 2016",201604,"Q4-2016",-2056,2016-12-25 00:00:00.000,2016-12-19 00:00:00.000,0
2016-12-26 00:00:00.000,2016,4,"Q4",12,"December",2,"Monday",201612,"December 2016",201604,"Q4-2016",-2055,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,1
2016-12-27 00:00:00.000,2016,4,"Q4",12,"December",3,"Tuesday",201612,"December 2016",201604,"Q4-2016",-2054,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,1
2016-12-28 00:00:00.000,2016,4,"Q4",12,"December",4,"Wednesday",201612,"December 2016",201604,"Q4-2016",-2053,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,1
2016-12-29 00:00:00.000,2016,4,"Q4",12,"December",5,"Thursday",201612,"December 2016",201604,"Q4-2016",-2052,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,1
2016-12-30 00:00:00.000,2016,4,"Q4",12,"December",6,"Friday",201612,"December 2016",201604,"Q4-2016",-2051,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,1
2016-12-31 00:00:00.000,2016,4,"Q4",12,"December",7,"Saturday",201612,"December 2016",201604,"Q4-2016",-2050,2016-12-25 00:00:00.000,2016-12-26 00:00:00.000,0
2014-01-01 00:00:00.000,2014,1,"Q1",1,"January",4,"Wednesday",201401,"January 2014",201401,"Q1-2014",-3145,2013-12-29 00:00:00.000,2013-12-30 00:00:00.000,1
2014-01-02 00:00:00.000,2014,1,"Q1",1,"January",5,"Thursday",201401,"January 2014",201401,"Q1-2014",-3144,2013-12-29 00:00:00.000,2013-12-30 00:00:00.000,1
2014-01-03 00:00:00.000,2014,1,"Q1",1,"January",6,"Friday",201401,"January 2014",201401,"Q1-2014",-3143,2013-12-29 00:00:00.000,2013-12-30 00:00:00.000,1
2014-01-04 00:00:00.000,2014,1,"Q1",1,"January",7,"Saturday",201401,"January 2014",201401,"Q1-2014",-3142,2013-12-29 00:00:00.000,2013-12-30 00:00:00.000,0
2014-01-05 00:00:00.000,2014,1,"Q1",1,"January",1,"Sunday",201401,"January 2014",201401,"Q1-2014",-3141,2014-01-05 00:00:00.000,2013-12-30 00:00:00.000,0
2014-01-06 00:00:00.000,2014,1,"Q1",1,"January",2,"Monday",201401,"January 2014",201401,"Q1-2014",-3140,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,1
2014-01-07 00:00:00.000,2014,1,"Q1",1,"January",3,"Tuesday",201401,"January 2014",201401,"Q1-2014",-3139,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,1
2014-01-08 00:00:00.000,2014,1,"Q1",1,"January",4,"Wednesday",201401,"January 2014",201401,"Q1-2014",-3138,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,1
2014-01-09 00:00:00.000,2014,1,"Q1",1,"January",5,"Thursday",201401,"January 2014",201401,"Q1-2014",-3137,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,1
2014-01-10 00:00:00.000,2014,1,"Q1",1,"January",6,"Friday",201401,"January 2014",201401,"Q1-2014",-3136,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,1
2014-01-11 00:00:00.000,2014,1,"Q1",1,"January",7,"Saturday",201401,"January 2014",201401,"Q1-2014",-3135,2014-01-05 00:00:00.000,2014-01-06 00:00:00.000,0
2014-01-12 00:00:00.000,2014,1,"Q1",1,"January",1,"Sunday",201401,"January 2014",201401,"Q1-2014",-3134,2014-01-12 00:00:00.000,2014-01-06 00:00:00.000,0
2014-01-13 00:00:00.000,2014,1,"Q1",1,"January",2,"Monday",201401,"January 2014",201401,"Q1-2014",-3133,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,1
2014-01-14 00:00:00.000,2014,1,"Q1",1,"January",3,"Tuesday",201401,"January 2014",201401,"Q1-2014",-3132,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,1
2014-01-15 00:00:00.000,2014,1,"Q1",1,"January",4,"Wednesday",201401,"January 2014",201401,"Q1-2014",-3131,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,1
2014-01-16 00:00:00.000,2014,1,"Q1",1,"January",5,"Thursday",201401,"January 2014",201401,"Q1-2014",-3130,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,1
2014-01-17 00:00:00.000,2014,1,"Q1",1,"January",6,"Friday",201401,"January 2014",201401,"Q1-2014",-3129,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,1
2014-01-18 00:00:00.000,2014,1,"Q1",1,"January",7,"Saturday",201401,"January 2014",201401,"Q1-2014",-3128,2014-01-12 00:00:00.000,2014-01-13 00:00:00.000,0
2014-01-19 00:00:00.000,2014,1,"Q1",1,"January",1,"Sunday",201401,"January 2014",201401,"Q1-2014",-3127,2014-01-19 00:00:00.000,2014-01-13 00:00:00.000,0
2014-01-20 00:00:00.000,2014,1,"Q1",1,"January",2,"Monday",201401,"January 2014",201401,"Q1-2014",-3126,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,1
2014-01-21 00:00:00.000,2014,1,"Q1",1,"January",3,"Tuesday",201401,"January 2014",201401,"Q1-2014",-3125,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,1
2014-01-22 00:00:00.000,2014,1,"Q1",1,"January",4,"Wednesday",201401,"January 2014",201401,"Q1-2014",-3124,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,1
2014-01-23 00:00:00.000,2014,1,"Q1",1,"January",5,"Thursday",201401,"January 2014",201401,"Q1-2014",-3123,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,1
2014-01-24 00:00:00.000,2014,1,"Q1",1,"January",6,"Friday",201401,"January 2014",201401,"Q1-2014",-3122,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,1
2014-01-25 00:00:00.000,2014,1,"Q1",1,"January",7,"Saturday",201401,"January 2014",201401,"Q1-2014",-3121,2014-01-19 00:00:00.000,2014-01-20 00:00:00.000,0
2014-01-26 00:00:00.000,2014,1,"Q1",1,"January",1,"Sunday",201401,"January 2014",201401,"Q1-2014",-3120,2014-01-26 00:00:00.000,2014-01-20 00:00:00.000,0
2014-01-27 00:00:00.000,2014,1,"Q1",1,"January",2,"Monday",201401,"January 2014",201401,"Q1-2014",-3119,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,1
2014-01-28 00:00:00.000,2014,1,"Q1",1,"January",3,"Tuesday",201401,"January 2014",201401,"Q1-2014",-3118,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,1
2014-01-29 00:00:00.000,2014,1,"Q1",1,"January",4,"Wednesday",201401,"January 2014",201401,"Q1-2014",-3117,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,1
2014-01-30 00:00:00.000,2014,1,"Q1",1,"January",5,"Thursday",201401,"January 2014",201401,"Q1-2014",-3116,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,1
2014-01-31 00:00:00.000,2014,1,"Q1",1,"January",6,"Friday",201401,"January 2014",201401,"Q1-2014",-3115,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,1
2014-02-01 00:00:00.000,2014,1,"Q1",2,"February",7,"Saturday",201402,"February 2014",201401,"Q1-2014",-3114,2014-01-26 00:00:00.000,2014-01-27 00:00:00.000,0
2014-02-02 00:00:00.000,2014,1,"Q1",2,"February",1,"Sunday",201402,"February 2014",201401,"Q1-2014",-3113,2014-02-02 00:00:00.000,2014-01-27 00:00:00.000,0
2014-02-03 00:00:00.000,2014,1,"Q1",2,"February",2,"Monday",201402,"February 2014",201401,"Q1-2014",-3112,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,1
2014-02-04 00:00:00.000,2014,1,"Q1",2,"February",3,"Tuesday",201402,"February 2014",201401,"Q1-2014",-3111,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,1
2014-02-05 00:00:00.000,2014,1,"Q1",2,"February",4,"Wednesday",201402,"February 2014",201401,"Q1-2014",-3110,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,1
2014-02-06 00:00:00.000,2014,1,"Q1",2,"February",5,"Thursday",201402,"February 2014",201401,"Q1-2014",-3109,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,1
2014-02-07 00:00:00.000,2014,1,"Q1",2,"February",6,"Friday",201402,"February 2014",201401,"Q1-2014",-3108,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,1
2014-02-08 00:00:00.000,2014,1,"Q1",2,"February",7,"Saturday",201402,"February 2014",201401,"Q1-2014",-3107,2014-02-02 00:00:00.000,2014-02-03 00:00:00.000,0
2014-02-09 00:00:00.000,2014,1,"Q1",2,"February",1,"Sunday",201402,"February 2014",201401,"Q1-2014",-3106,2014-02-09 00:00:00.000,2014-02-03 00:00:00.000,0
2014-02-10 00:00:00.000,2014,1,"Q1",2,"February",2,"Monday",201402,"February 2014",201401,"Q1-2014",-3105,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,1
2014-02-11 00:00:00.000,2014,1,"Q1",2,"February",3,"Tuesday",201402,"February 2014",201401,"Q1-2014",-3104,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,1
2014-02-12 00:00:00.000,2014,1,"Q1",2,"February",4,"Wednesday",201402,"February 2014",201401,"Q1-2014",-3103,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,1
2014-02-13 00:00:00.000,2014,1,"Q1",2,"February",5,"Thursday",201402,"February 2014",201401,"Q1-2014",-3102,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,1
2014-02-14 00:00:00.000,2014,1,"Q1",2,"February",6,"Friday",201402,"February 2014",201401,"Q1-2014",-3101,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,1
2014-02-15 00:00:00.000,2014,1,"Q1",2,"February",7,"Saturday",201402,"February 2014",201401,"Q1-2014",-3100,2014-02-09 00:00:00.000,2014-02-10 00:00:00.000,0
2014-02-16 00:00:00.000,2014,1,"Q1",2,"February",1,"Sunday",201402,"February 2014",201401,"Q1-2014",-3099,2014-02-16 00:00:00.000,2014-02-10 00:00:00.000,0
2014-02-17 00:00:00.000,2014,1,"Q1",2,"February",2,"Monday",201402,"February 2014",201401,"Q1-2014",-3098,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,1
2014-02-18 00:00:00.000,2014,1,"Q1",2,"February",3,"Tuesday",201402,"February 2014",201401,"Q1-2014",-3097,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,1
2014-02-19 00:00:00.000,2014,1,"Q1",2,"February",4,"Wednesday",201402,"February 2014",201401,"Q1-2014",-3096,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,1
2014-02-20 00:00:00.000,2014,1,"Q1",2,"February",5,"Thursday",201402,"February 2014",201401,"Q1-2014",-3095,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,1
2014-02-21 00:00:00.000,2014,1,"Q1",2,"February",6,"Friday",201402,"February 2014",201401,"Q1-2014",-3094,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,1
2014-02-22 00:00:00.000,2014,1,"Q1",2,"February",7,"Saturday",201402,"February 2014",201401,"Q1-2014",-3093,2014-02-16 00:00:00.000,2014-02-17 00:00:00.000,0
2014-02-23 00:00:00.000,2014,1,"Q1",2,"February",1,"Sunday",201402,"February 2014",201401,"Q1-2014",-3092,2014-02-23 00:00:00.000,2014-02-17 00:00:00.000,0
2014-02-24 00:00:00.000,2014,1,"Q1",2,"February",2,"Monday",201402,"February 2014",201401,"Q1-2014",-3091,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,1
2014-02-25 00:00:00.000,2014,1,"Q1",2,"February",3,"Tuesday",201402,"February 2014",201401,"Q1-2014",-3090,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,1
2014-02-26 00:00:00.000,2014,1,"Q1",2,"February",4,"Wednesday",201402,"February 2014",201401,"Q1-2014",-3089,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,1
2014-02-27 00:00:00.000,2014,1,"Q1",2,"February",5,"Thursday",201402,"February 2014",201401,"Q1-2014",-3088,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,1
2014-02-28 00:00:00.000,2014,1,"Q1",2,"February",6,"Friday",201402,"February 2014",201401,"Q1-2014",-3087,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,1
2014-03-01 00:00:00.000,2014,1,"Q1",3,"March",7,"Saturday",201403,"March 2014",201401,"Q1-2014",-3086,2014-02-23 00:00:00.000,2014-02-24 00:00:00.000,0
2014-03-02 00:00:00.000,2014,1,"Q1",3,"March",1,"Sunday",201403,"March 2014",201401,"Q1-2014",-3085,2014-03-02 00:00:00.000,2014-02-24 00:00:00.000,0
2014-03-03 00:00:00.000,2014,1,"Q1",3,"March",2,"Monday",201403,"March 2014",201401,"Q1-2014",-3084,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,1
2014-03-04 00:00:00.000,2014,1,"Q1",3,"March",3,"Tuesday",201403,"March 2014",201401,"Q1-2014",-3083,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,1
2014-03-05 00:00:00.000,2014,1,"Q1",3,"March",4,"Wednesday",201403,"March 2014",201401,"Q1-2014",-3082,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,1
2014-03-06 00:00:00.000,2014,1,"Q1",3,"March",5,"Thursday",201403,"March 2014",201401,"Q1-2014",-3081,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,1
2014-03-07 00:00:00.000,2014,1,"Q1",3,"March",6,"Friday",201403,"March 2014",201401,"Q1-2014",-3080,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,1
2014-03-08 00:00:00.000,2014,1,"Q1",3,"March",7,"Saturday",201403,"March 2014",201401,"Q1-2014",-3079,2014-03-02 00:00:00.000,2014-03-03 00:00:00.000,0
2014-03-09 00:00:00.000,2014,1,"Q1",3,"March",1,"Sunday",201403,"March 2014",201401,"Q1-2014",-3078,2014-03-09 00:00:00.000,2014-03-03 00:00:00.000,0
2014-03-10 00:00:00.000,2014,1,"Q1",3,"March",2,"Monday",201403,"March 2014",201401,"Q1-2014",-3077,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,1
2014-03-11 00:00:00.000,2014,1,"Q1",3,"March",3,"Tuesday",201403,"March 2014",201401,"Q1-2014",-3076,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,1
2014-03-12 00:00:00.000,2014,1,"Q1",3,"March",4,"Wednesday",201403,"March 2014",201401,"Q1-2014",-3075,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,1
2014-03-13 00:00:00.000,2014,1,"Q1",3,"March",5,"Thursday",201403,"March 2014",201401,"Q1-2014",-3074,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,1
2014-03-14 00:00:00.000,2014,1,"Q1",3,"March",6,"Friday",201403,"March 2014",201401,"Q1-2014",-3073,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,1
2014-03-15 00:00:00.000,2014,1,"Q1",3,"March",7,"Saturday",201403,"March 2014",201401,"Q1-2014",-3072,2014-03-09 00:00:00.000,2014-03-10 00:00:00.000,0
2014-03-16 00:00:00.000,2014,1,"Q1",3,"March",1,"Sunday",201403,"March 2014",201401,"Q1-2014",-3071,2014-03-16 00:00:00.000,2014-03-10 00:00:00.000,0
2014-03-17 00:00:00.000,2014,1,"Q1",3,"March",2,"Monday",201403,"March 2014",201401,"Q1-2014",-3070,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,1
2014-03-18 00:00:00.000,2014,1,"Q1",3,"March",3,"Tuesday",201403,"March 2014",201401,"Q1-2014",-3069,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,1
2014-03-19 00:00:00.000,2014,1,"Q1",3,"March",4,"Wednesday",201403,"March 2014",201401,"Q1-2014",-3068,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,1
2014-03-20 00:00:00.000,2014,1,"Q1",3,"March",5,"Thursday",201403,"March 2014",201401,"Q1-2014",-3067,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,1
2014-03-21 00:00:00.000,2014,1,"Q1",3,"March",6,"Friday",201403,"March 2014",201401,"Q1-2014",-3066,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,1
2014-03-22 00:00:00.000,2014,1,"Q1",3,"March",7,"Saturday",201403,"March 2014",201401,"Q1-2014",-3065,2014-03-16 00:00:00.000,2014-03-17 00:00:00.000,0
2014-03-23 00:00:00.000,2014,1,"Q1",3,"March",1,"Sunday",201403,"March 2014",201401,"Q1-2014",-3064,2014-03-23 00:00:00.000,2014-03-17 00:00:00.000,0
2014-03-24 00:00:00.000,2014,1,"Q1",3,"March",2,"Monday",201403,"March 2014",201401,"Q1-2014",-3063,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,1
2014-03-25 00:00:00.000,2014,1,"Q1",3,"March",3,"Tuesday",201403,"March 2014",201401,"Q1-2014",-3062,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,1
2014-03-26 00:00:00.000,2014,1,"Q1",3,"March",4,"Wednesday",201403,"March 2014",201401,"Q1-2014",-3061,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,1
2014-03-27 00:00:00.000,2014,1,"Q1",3,"March",5,"Thursday",201403,"March 2014",201401,"Q1-2014",-3060,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,1
2014-03-28 00:00:00.000,2014,1,"Q1",3,"March",6,"Friday",201403,"March 2014",201401,"Q1-2014",-3059,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,1
2014-03-29 00:00:00.000,2014,1,"Q1",3,"March",7,"Saturday",201403,"March 2014",201401,"Q1-2014",-3058,2014-03-23 00:00:00.000,2014-03-24 00:00:00.000,0
2014-03-30 00:00:00.000,2014,1,"Q1",3,"March",1,"Sunday",201403,"March 2014",201401,"Q1-2014",-3057,2014-03-30 00:00:00.000,2014-03-24 00:00:00.000,0
2014-03-31 00:00:00.000,2014,1,"Q1",3,"March",2,"Monday",201403,"March 2014",201401,"Q1-2014",-3056,2014-03-30 00:00:00.000,2014-03-31 00:00:00.000,1
2014-10-01 00:00:00.000,2014,4,"Q4",10,"October",4,"Wednesday",201410,"October 2014",201404,"Q4-2014",-2872,2014-09-28 00:00:00.000,2014-09-29 00:00:00.000,1
2014-10-02 00:00:00.000,2014,4,"Q4",10,"October",5,"Thursday",201410,"October 2014",201404,"Q4-2014",-2871,2014-09-28 00:00:00.000,2014-09-29 00:00:00.000,1
2014-10-03 00:00:00.000,2014,4,"Q4",10,"October",6,"Friday",201410,"October 2014",201404,"Q4-2014",-2870,2014-09-28 00:00:00.000,2014-09-29 00:00:00.000,1
2014-10-04 00:00:00.000,2014,4,"Q4",10,"October",7,"Saturday",201410,"October 2014",201404,"Q4-2014",-2869,2014-09-28 00:00:00.000,2014-09-29 00:00:00.000,0
2014-10-05 00:00:00.000,2014,4,"Q4",10,"October",1,"Sunday",201410,"October 2014",201404,"Q4-2014",-2868,2014-10-05 00:00:00.000,2014-09-29 00:00:00.000,0
2014-10-06 00:00:00.000,2014,4,"Q4",10,"October",2,"Monday",201410,"October 2014",201404,"Q4-2014",-2867,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,1
2014-10-07 00:00:00.000,2014,4,"Q4",10,"October",3,"Tuesday",201410,"October 2014",201404,"Q4-2014",-2866,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,1
2014-10-08 00:00:00.000,2014,4,"Q4",10,"October",4,"Wednesday",201410,"October 2014",201404,"Q4-2014",-2865,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,1
2014-10-09 00:00:00.000,2014,4,"Q4",10,"October",5,"Thursday",201410,"October 2014",201404,"Q4-2014",-2864,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,1
2014-10-10 00:00:00.000,2014,4,"Q4",10,"October",6,"Friday",201410,"October 2014",201404,"Q4-2014",-2863,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,1
2014-10-11 00:00:00.000,2014,4,"Q4",10,"October",7,"Saturday",201410,"October 2014",201404,"Q4-2014",-2862,2014-10-05 00:00:00.000,2014-10-06 00:00:00.000,0
2014-10-12 00:00:00.000,2014,4,"Q4",10,"October",1,"Sunday",201410,"October 2014",201404,"Q4-2014",-2861,2014-10-12 00:00:00.000,2014-10-06 00:00:00.000,0
2014-10-13 00:00:00.000,2014,4,"Q4",10,"October",2,"Monday",201410,"October 2014",201404,"Q4-2014",-2860,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,1
2014-10-14 00:00:00.000,2014,4,"Q4",10,"October",3,"Tuesday",201410,"October 2014",201404,"Q4-2014",-2859,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,1
2014-10-15 00:00:00.000,2014,4,"Q4",10,"October",4,"Wednesday",201410,"October 2014",201404,"Q4-2014",-2858,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,1
2014-10-16 00:00:00.000,2014,4,"Q4",10,"October",5,"Thursday",201410,"October 2014",201404,"Q4-2014",-2857,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,1
2014-10-17 00:00:00.000,2014,4,"Q4",10,"October",6,"Friday",201410,"October 2014",201404,"Q4-2014",-2856,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,1
2014-10-18 00:00:00.000,2014,4,"Q4",10,"October",7,"Saturday",201410,"October 2014",201404,"Q4-2014",-2855,2014-10-12 00:00:00.000,2014-10-13 00:00:00.000,0
2014-10-19 00:00:00.000,2014,4,"Q4",10,"October",1,"Sunday",201410,"October 2014",201404,"Q4-2014",-2854,2014-10-19 00:00:00.000,2014-10-13 00:00:00.000,0
2014-10-20 00:00:00.000,2014,4,"Q4",10,"October",2,"Monday",201410,"October 2014",201404,"Q4-2014",-2853,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,1
2014-10-21 00:00:00.000,2014,4,"Q4",10,"October",3,"Tuesday",201410,"October 2014",201404,"Q4-2014",-2852,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,1
2014-10-22 00:00:00.000,2014,4,"Q4",10,"October",4,"Wednesday",201410,"October 2014",201404,"Q4-2014",-2851,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,1
2014-10-23 00:00:00.000,2014,4,"Q4",10,"October",5,"Thursday",201410,"October 2014",201404,"Q4-2014",-2850,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,1
2014-10-24 00:00:00.000,2014,4,"Q4",10,"October",6,"Friday",201410,"October 2014",201404,"Q4-2014",-2849,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,1
2014-10-25 00:00:00.000,2014,4,"Q4",10,"October",7,"Saturday",201410,"October 2014",201404,"Q4-2014",-2848,2014-10-19 00:00:00.000,2014-10-20 00:00:00.000,0
2014-10-26 00:00:00.000,2014,4,"Q4",10,"October",1,"Sunday",201410,"October 2014",201404,"Q4-2014",-2847,2014-10-26 00:00:00.000,2014-10-20 00:00:00.000,0
2014-10-27 00:00:00.000,2014,4,"Q4",10,"October",2,"Monday",201410,"October 2014",201404,"Q4-2014",-2846,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,1
2014-10-28 00:00:00.000,2014,4,"Q4",10,"October",3,"Tuesday",201410,"October 2014",201404,"Q4-2014",-2845,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,1
2014-10-29 00:00:00.000,2014,4,"Q4",10,"October",4,"Wednesday",201410,"October 2014",201404,"Q4-2014",-2844,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,1
2014-10-30 00:00:00.000,2014,4,"Q4",10,"October",5,"Thursday",201410,"October 2014",201404,"Q4-2014",-2843,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,1
2014-10-31 00:00:00.000,2014,4,"Q4",10,"October",6,"Friday",201410,"October 2014",201404,"Q4-2014",-2842,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,1
2014-11-01 00:00:00.000,2014,4,"Q4",11,"November",7,"Saturday",201411,"November 2014",201404,"Q4-2014",-2841,2014-10-26 00:00:00.000,2014-10-27 00:00:00.000,0
2014-11-02 00:00:00.000,2014,4,"Q4",11,"November",1,"Sunday",201411,"November 2014",201404,"Q4-2014",-2840,2014-11-02 00:00:00.000,2014-10-27 00:00:00.000,0
2014-11-03 00:00:00.000,2014,4,"Q4",11,"November",2,"Monday",201411,"November 2014",201404,"Q4-2014",-2839,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,1
2014-11-04 00:00:00.000,2014,4,"Q4",11,"November",3,"Tuesday",201411,"November 2014",201404,"Q4-2014",-2838,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,1
2014-11-05 00:00:00.000,2014,4,"Q4",11,"November",4,"Wednesday",201411,"November 2014",201404,"Q4-2014",-2837,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,1
2014-11-06 00:00:00.000,2014,4,"Q4",11,"November",5,"Thursday",201411,"November 2014",201404,"Q4-2014",-2836,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,1
2014-11-07 00:00:00.000,2014,4,"Q4",11,"November",6,"Friday",201411,"November 2014",201404,"Q4-2014",-2835,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,1
2014-11-08 00:00:00.000,2014,4,"Q4",11,"November",7,"Saturday",201411,"November 2014",201404,"Q4-2014",-2834,2014-11-02 00:00:00.000,2014-11-03 00:00:00.000,0
2014-11-09 00:00:00.000,2014,4,"Q4",11,"November",1,"Sunday",201411,"November 2014",201404,"Q4-2014",-2833,2014-11-09 00:00:00.000,2014-11-03 00:00:00.000,0
2014-11-10 00:00:00.000,2014,4,"Q4",11,"November",2,"Monday",201411,"November 2014",201404,"Q4-2014",-2832,2014-11-09 00:00:00.000,2014-11-10 00:00:00.000,1
2014-11-11 00:00:00.000,2014,4,"Q4",11,"November",3,"Tuesday",201411,"November 2014",201404,"Q4-2014",-2831,2014-11-09 00:00:00.000,2014-11-10 00:00:00.000,1
2014-11-12 00:00:00.000,2014,4,"Q4",11,"November",4,"Wednesday",201411,"November 2014",201404,"Q4-2014",-2830,2014-11-09 00:00:00.000,2014-11-10 00:00:00.000,1
