QtyHeldBeforeSale,QtyHeldEoDFlag,CBCycleNo,SellNo,CBBuyToDate,CostBasisImpact,ExchRate1,TotalAmntRpt1,ExchRate2,ExchRate3,TotalAmntRpt2,TotalAmntRpt3,CBBuyToDateRpt1,CBBuyToDateRpt2,CBBuyToDateRpt3,CostBasisImpactRpt1,CostBasisImpactRpt2,CostBasisImpactRpt3,Account,Date,TransType,TransSubType,SymbolName,Qty,Price,Fee,ExchRate,Comment,CostBasisOverride,AccruedInterest,ExchRateRpt1Override,ExchRateRpt2Override,ExchRateRpt3Override,TTR,TotalAmnt,CashImpact,CashBalance,QtyChange,QtyHeld,Symbol,TransID,QHBS,CBI,ExchRate4,ExchRate5,TotalAmntRpt4,TotalAmntRpt5,CBBuyToDateRpt4,CBBuyToDateRpt5,CostBasisImpactRpt4,CostBasisImpactRpt5
0,1,1,0,0.0,57458.35,1.0,57458.35,,,0,0,0.0,0,0,57458.35,0,0,Dag,2005-06-01 00:00:00.000,Buy,,RSP,1490.0,38.56265,,,,,,,,,2,57458.35,-57458.35,238960.87,1490.0,1490.0,RSP,41,1490.0,57458.35,,,0,0,0,0,0,0
8600,0,3,1,142502.0,-142502.0,1.0,129344.0,,,0,0,142502.0,0,0,-142502.0,0,0,Dag,2020-02-03 00:00:00.000,Sell,,PDBC,8600.0,15.04,,,,,,,,,11,129344.0,129344.0,-2758246.06,-8600.0,0.0,PDBC,438,8600.0,-142502.0,,,0,0,0,0,0,0
0,1,2,0,0.0,72173.4,1.0,72173.4,,,0,0,0.0,0,0,72173.4,0,0,Dag,2008-07-01 00:00:00.000,Buy,,GLD,780.0,92.53,,,,,,,,,2,72173.4,-72173.4,-412971.89,780.0,780.0,GLD,130,780.0,72173.4,,,0,0,0,0,0,0
11290,0,4,1,540108.75,-540108.75,1.0,671416.3,,,0,0,540108.75,0,0,-540108.75,0,0,Dag,2007-09-04 00:00:00.000,Sell,,EWW,11290.0,59.47,,,,,,,,,11,671416.3,671416.3,600220.17,-11290.0,0.0,EWW,92,11290.0,-540108.75,,,0,0,0,0,0,0
0,1,9,0,0.0,141456.0,1.0,141456.0,,,0,0,0.0,0,0,141456.0,0,0,Dag,2020-11-02 00:00:00.000,Buy,,XLP,2240.0,63.15,,,,,,,,,2,141456.0,-141456.0,-1250559.76,2240.0,2240.0,XLP,456,2240.0,141456.0,,,0,0,0,0,0,0
0,1,7,0,0.0,159036.43,1.0,159036.43,,,0,0,0.0,0,0,159036.43,0,0,Dag,2010-03-01 00:00:00.000,Buy,,XLK,7090.0,22.43109,,,,,,,,,2,159036.43,-159036.43,-641610.72,7090.0,7090.0,XLK,181,7090.0,159036.43,,,0,0,0,0,0,0
0,1,7,0,0.0,83531.2,1.0,83531.2,,,0,0,0.0,0,0,83531.2,0,0,Dag,2010-08-02 00:00:00.000,Buy,,XLI,2720.0,30.71,,,,,,,,,2,83531.2,-83531.2,-1132473.23,2720.0,2720.0,XLI,197,2720.0,83531.2,,,0,0,0,0,0,0
0,1,2,0,0.0,193.9,1.0,193.9,,,0,0,0.0,0,0,193.9,0,0,Dag,2013-12-02 00:00:00.000,Buy,,PFXF,10.0,19.39,,,,,,,,,2,193.9,-193.9,-219709.13,10.0,10.0,PFXF,276,10.0,193.9,,,0,0,0,0,0,0
7440,0,9,1,680860.96,-680860.96,1.0,680983.2,,,0,0,680860.96,0,0,-680860.96,0,0,Dag,2020-07-01 00:00:00.000,Sell,,BIL,7440.0,91.53,,,,,,,,,11,680983.2,680983.2,-1832857.84,-7440.0,0.0,BIL,453,7440.0,-680860.96,,,0,0,0,0,0,0
1040,0,5,1,126713.6,-126713.6,1.0,121160.0,,,0,0,126713.6,0,0,-126713.6,0,0,Dag,2015-03-02 00:00:00.000,Sell,,GLD,1040.0,116.5,,,,,,,,,11,121160.0,121160.0,-1217960.49,-1040.0,0.0,GLD,293,1040.0,-126713.6,,,0,0,0,0,0,0
0,1,3,0,0.0,67995.5,1.0,67995.5,,,0,0,0.0,0,0,67995.5,0,0,Dag,2008-09-02 00:00:00.000,Buy,,XLP,2390.0,28.45,,,,,,,,,2,67995.5,-67995.5,950786.31,2390.0,2390.0,XLP,147,2390.0,67995.5,,,0,0,0,0,0,0
5240,0,3,1,105419.21,-105419.21,1.0,106791.2,,,0,0,105419.21,0,0,-105419.21,0,0,Dag,2005-11-01 00:00:00.000,Sell,,XLK,5240.0,20.38,,,,,,,,,11,106791.2,106791.2,407974.57,-5240.0,0.0,XLK,51,5240.0,-105419.21,,,0,0,0,0,0,0
0,1,2,0,0.0,67274.7,1.0,67274.7,,,0,0,0.0,0,0,67274.7,0,0,Dag,2008-09-02 00:00:00.000,Buy,,MUB,670.0,100.41,,,,,,,,,2,67274.7,-67274.7,815851.81,670.0,670.0,MUB,149,670.0,67274.7,,,0,0,0,0,0,0
19980,0,5,1,482297.22,-482297.22,1.0,526273.2,,,0,0,482297.22,0,0,-482297.22,0,0,Dag,2007-12-03 00:00:00.000,Sell,,XLK,19980.0,26.34,,,,,,,,,11,526273.2,526273.2,-657433.72,-19980.0,0.0,XLK,106,19980.0,-482297.22,,,0,0,0,0,0,0
22100,0,7,1,960199.7,-960199.7,1.0,1516944.0,,,0,0,960199.7,0,0,-960199.7,0,0,Dag,2015-09-01 00:00:00.000,Sell,,XLV,22100.0,68.64,,,,,,,,,11,1516944.0,1516944.0,3220171.12,-22100.0,0.0,XLV,311,22100.0,-960199.7,,,0,0,0,0,0,0
0,1,8,0,0.0,557288.8,1.0,557288.8,,,0,0,0.0,0,0,557288.8,0,0,Dag,2020-06-01 00:00:00.000,Buy,,XLY,4000.0,139.3222,,,,,,,,,2,557288.8,-557288.8,-1854464.55,4000.0,4000.0,XLY,451,4000.0,557288.8,,,0,0,0,0,0,0
