well_id,well_legal_name,api_no,propertynumber,spud_date,welltype,padname,Basin,statecounty,event_code,DRLEVENT,DRLEVENT_START,DRLEVENT_END,rig_name,MOVEIN,RIGRELEASE,PICKUPBHA,SPUDEVENT,target_formation,WELL_DRLEVENT_STATUS,PADSTATUS,PADRELEASEDATE,EVENTCUMCOST
"cUcVHmhfuR","JRS FARMS 22-27-4403H","4246140449","512715H",2016-12-10 00:00:00.000,"HORIZONTAL","JRS 22-27 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-12-07 00:00:00.000,2017-02-24 00:00:00.000,"CHARGER 102",2017-02-08 18:00:00.000,2017-02-24 06:00:00.000,,2017-02-08 18:00:00.000,"WOLFCAMP B LOWER","","",,2262860
"essBDklZp7","MARY 18-7A-A-4401H","4246140308","511004410H",2016-05-18 00:00:00.000,"HORIZONTAL","MARY 18 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-05-18 00:00:00.000,2016-10-31 00:00:00.000,"ICD 211",2016-10-15 22:00:00.000,2016-10-31 06:00:00.000,,2016-10-15 22:00:00.000,"WOLFCAMP B LOWER","","",,1987623
"M0Im1zggnx","ZAIN 26-4413H","4246140292","516804202H",2016-04-23 00:00:00.000,"HORIZONTAL","ZAIN 26 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-04-24 00:00:00.000,2016-06-22 00:00:00.000,"CHARGER 101",2016-04-23 06:00:00.000,2016-04-24 06:00:00.000,,2016-04-23 06:00:00.000,"WOLFCAMP B LOWER","","",,1542254
"m11IdqDetp","MARY 18-7-H-4415H","4246140336","511009H",2016-06-15 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-06-15 00:00:00.000,2016-09-21 00:00:00.000,"ICD 211",2016-08-31 06:00:00.000,2016-09-21 06:00:00.000,,2016-08-31 06:00:00.000,"WOLFCAMP B LOWER","","",,2036482
"MoX9mgorp0","LOUIS-4415H","4246140364","535804406H",2016-07-12 00:00:00.000,"HORIZONTAL","LOUIS 31 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-07-13 00:00:00.000,2017-01-22 00:00:00.000,"CHARGER 101",2016-07-12 06:00:00.000,2016-07-13 06:00:00.000,,2016-07-12 06:00:00.000,"WOLFCAMP B LOWER","","",,1408062
"uKfsmqrKZ0","MORGAN 25-26-4415H","4246140455","525204H",2016-11-08 00:00:00.000,"HORIZONTAL","MORGAN 25-26 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-11-09 00:00:00.000,2017-03-10 00:00:00.000,"TRINIDAD 125",2017-02-18 06:00:00.000,2017-03-10 06:00:00.000,,2017-02-18 06:00:00.000,"WOLFCAMP B LOWER","","",,2384352
"rtrFiFzsDY","ELWOOD 16-21-4401H","4246140245","505904201H",2016-02-26 00:00:00.000,"HORIZONTAL","ELWOOD 16-21 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-02-26 00:00:00.000,2016-04-02 00:00:00.000,"NOMAC 54",2016-02-25 06:00:00.000,2016-04-02 06:00:00.000,,2016-02-25 06:00:00.000,"WOLFCAMP B LOWER","","",,1652081
"X48u3RiqM3","RATLIFF 28-4401H","4246140230","515603H",2016-01-16 00:00:00.000,"HORIZONTAL","RATLIFF 28 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-01-17 00:00:00.000,2016-03-11 00:00:00.000,"ICD 211",2016-01-27 23:30:00.000,2016-03-12 06:00:00.000,,2016-01-27 23:30:00.000,"WOLFCAMP B LOWER","","",,2123797
"xHktcrWnWH","MARY 18-1HB","4246139525","511001HB",2014-07-05 00:00:00.000,"HORIZONTAL","MARY 18-1HB","MIDLAND","TEXAS - UPTON","DRL","",2014-07-05 00:00:00.000,2014-08-04 00:00:00.000,"H&P 220",2014-07-04 06:00:00.000,2014-08-05 06:00:00.000,,2014-07-04 06:00:00.000,"WOLFCAMP B LOWER","","",,3077114
"3aND9axT1E","HUGH 27-34-4401H","4246140510","512907H",2017-01-30 00:00:00.000,"HORIZONTAL","HUGH 27-34 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-01-31 00:00:00.000,2017-06-22 00:00:00.000,"ICD 209",2017-06-09 08:00:00.000,2017-06-23 04:00:00.000,,2017-06-10 11:00:00.000,"WOLFCAMP B LOWER","","",,2110778
"a2RHnFmM9x","SEBASTIAN 19-30A-4415H","4246140565","512606H",2017-04-17 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-18 00:00:00.000,2017-09-21 00:00:00.000,"CHARGER 102",2017-04-17 16:30:00.000,2017-04-18 21:00:00.000,,2017-04-17 22:30:00.000,"WOLFCAMP B LOWER","","",,3304376
"BP4uykBDLR","DUSEK 44-1HB","4246139191","201001HB",2014-02-13 00:00:00.000,"HORIZONTAL","DUSEK 44-1HB","MIDLAND","TEXAS - UPTON","DRL","",2014-02-14 00:00:00.000,2014-03-15 00:00:00.000,"H&P 220",2014-02-13 06:00:00.000,2014-03-16 06:00:00.000,,2014-02-13 06:00:00.000,"WOLFCAMP B LOWER","","",,3275131
"f1u61sM6lj","ROGERS 3-40-4403H","4246140213","526404404H",2015-12-19 00:00:00.000,"HORIZONTAL","ROGERS 3-40-4404H","MIDLAND","TEXAS - UPTON","DRL","",2015-12-18 00:00:00.000,2016-01-06 00:00:00.000,"CHARGER 102",2015-12-17 06:00:00.000,2016-01-06 06:00:00.000,,2015-12-17 06:00:00.000,"WOLFCAMP B LOWER","","",,2118966
"K8H46zZRcC","ROBBIE 17-8-4403H","4246139886","528701H",2015-07-27 00:00:00.000,"HORIZONTAL","ROBBIE 17 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2015-07-27 00:00:00.000,2015-09-14 00:00:00.000,"ICD 211",2015-07-26 06:00:00.000,2015-09-15 06:00:00.000,,2015-07-26 06:00:00.000,"WOLFCAMP B LOWER","","",,2507270
"kpX4DrmuAa","MORGAN 33-4415H","4246140312","663004415H",2016-04-24 00:00:00.000,"HORIZONTAL","MORGAN 33 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-04-25 00:00:00.000,2016-06-18 00:00:00.000,"CHARGER 101",2016-04-24 06:00:00.000,2016-04-27 06:00:00.000,,2016-04-24 06:00:00.000,"WOLFCAMP B LOWER","","",,2457801
"KtwgGiKkKD","K BIRD 8-4403H","4246140062","526809H",2015-04-07 00:00:00.000,"HORIZONTAL","K BIRD 8-4403H","MIDLAND","TEXAS - UPTON","DRL","",2015-04-08 00:00:00.000,2015-05-13 00:00:00.000,"MATTLOCK 6",2015-04-07 06:00:00.000,2015-04-19 06:00:00.000,,2015-04-07 06:00:00.000,"WOLFCAMP B LOWER","","",,1933045
"M0Im1zggnx","ZAIN 26-4413H","4246140292","516804202H",2016-04-23 00:00:00.000,"HORIZONTAL","ZAIN 26 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-04-24 00:00:00.000,2016-06-22 00:00:00.000,"NOMAC 54",2016-04-24 06:00:00.000,2016-06-23 06:00:00.000,,2016-04-24 06:00:00.000,"WOLFCAMP B LOWER","","",,1542254
"m11IdqDetp","MARY 18-7-H-4415H","4246140336","511009H",2016-06-15 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-06-15 00:00:00.000,2016-09-21 00:00:00.000,"PACESETTER 5",2016-07-14 06:00:00.000,2016-07-23 06:00:00.000,,2016-07-14 06:00:00.000,"WOLFCAMP B LOWER","","",,2036482
"MoX9mgorp0","LOUIS-4415H","4246140364","535804406H",2016-07-12 00:00:00.000,"HORIZONTAL","LOUIS 31 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-07-13 00:00:00.000,2017-01-22 00:00:00.000,"NOMAC 54",2017-01-13 06:00:00.000,2017-01-22 06:00:00.000,,2017-01-13 06:00:00.000,"WOLFCAMP B LOWER","","",,1408062
"qC91NiLTma","HALFF 2-4412H","4246140134","527204412H",2015-06-29 00:00:00.000,"HORIZONTAL","HALFF 2-4412H","MIDLAND","TEXAS - UPTON","DRL","",2015-07-19 00:00:00.000,2015-08-05 00:00:00.000,"CHARGER 102",2015-07-18 06:00:00.000,2015-08-06 06:00:00.000,,2015-07-18 06:00:00.000,"WOLFCAMP B LOWER","","",,1974567
"tNPmU7zGbV","SHACKELFORD 7-1HB","4246139116","4290010",2014-01-15 00:00:00.000,"HORIZONTAL","SHACKELFORD 7-1HB","MIDLAND","TEXAS - UPTON","DRL","",2014-01-15 00:00:00.000,2014-02-08 00:00:00.000,"H&P 220",2014-01-14 06:00:00.000,2014-02-09 06:00:00.000,,2014-01-14 06:00:00.000,"WOLFCAMP B LOWER","","",,2957053
"UQQtQQ6qYu","ELWOOD 16-21-4403H","4246140268","505903H",2016-03-17 00:00:00.000,"HORIZONTAL","ELWOOD 16-21 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-03-18 00:00:00.000,2016-04-24 00:00:00.000,"NOMAC 54",2016-03-17 06:00:00.000,2016-04-24 06:00:00.000,,2016-03-17 06:00:00.000,"WOLFCAMP B LOWER","","",,1700597
"YOc5rhU8A2","GRACE 45-1-4406H","4246140309","545104405H",2016-04-30 00:00:00.000,"HORIZONTAL","GRACE 45 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-05-01 00:00:00.000,2016-07-23 00:00:00.000,"CHARGER 101",2016-04-30 06:00:00.000,2016-05-01 06:00:00.000,,2016-04-30 06:00:00.000,"WOLFCAMP B LOWER","","",,1715220
"S3Q24MTdds","ATKINS 10A-4407H","4246140130","422704404H",2015-08-26 00:00:00.000,"HORIZONTAL","ATKINS 10A-4407H","MIDLAND","TEXAS - UPTON","DRL","",2015-08-27 00:00:00.000,2015-09-21 00:00:00.000,"ICD 211",2015-08-26 06:00:00.000,2015-09-21 06:00:00.000,,2015-08-26 06:00:00.000,"WOLFCAMP B LOWER","","",,2442439
"X48u3RiqM3","RATLIFF 28-4401H","4246140230","515603H",2016-01-16 00:00:00.000,"HORIZONTAL","RATLIFF 28 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-01-17 00:00:00.000,2016-03-11 00:00:00.000,"CHARGER 101",2016-01-16 06:00:00.000,2016-01-18 06:00:00.000,,2016-01-16 06:00:00.000,"WOLFCAMP B LOWER","","",,2123797
"1Rb0EaQncy","LOUIS-4401H","4246140217","535804401H",2015-12-18 00:00:00.000,"HORIZONTAL","LOUIS 31 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2015-12-18 00:00:00.000,2016-03-06 00:00:00.000,"ICD 211",2015-12-21 18:00:00.000,2016-03-07 06:00:00.000,,2015-12-21 18:00:00.000,"WOLFCAMP B LOWER","","",,2506195
"5paB99FCqD","ROBBIE 17-8-4405H","4246140137","528704405H",2015-07-03 00:00:00.000,"HORIZONTAL","ROBBIE 17 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2015-07-04 00:00:00.000,2015-09-28 00:00:00.000,"PACESETTER 5",2015-07-03 06:00:00.000,2015-07-19 06:00:00.000,,2015-07-03 06:00:00.000,"WOLFCAMP B LOWER","","",,1938301
"8meIL6xdwf","LOUIS-4413H","4246140362","535804404H",2016-07-10 00:00:00.000,"HORIZONTAL","LOUIS 31 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-07-10 00:00:00.000,2017-01-06 00:00:00.000,"PACESETTER 5",2016-08-22 16:00:00.000,2016-09-01 06:00:00.000,,2016-08-22 16:00:00.000,"WOLFCAMP B LOWER","","",,1701508
"a2RHnFmM9x","SEBASTIAN 19-30A-4415H","4246140565","512606H",2017-04-17 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-18 00:00:00.000,2017-09-21 00:00:00.000,"CHARGER 102",2017-08-31 12:00:00.000,2017-09-21 21:00:00.000,,2017-08-04 04:00:00.000,"WOLFCAMP B LOWER","","",,3304376
"essBDklZp7","MARY 18-7A-A-4401H","4246140308","511004410H",2016-05-18 00:00:00.000,"HORIZONTAL","MARY 18 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2016-05-18 00:00:00.000,2016-10-31 00:00:00.000,"PACESETTER 5",2016-06-20 06:00:00.000,2016-06-30 06:00:00.000,,2016-06-20 06:00:00.000,"WOLFCAMP B LOWER","","",,1987623
"HGKXoSQgWM","RATLIFF 28-4403H","4246140237","515604H",2016-01-17 00:00:00.000,"HORIZONTAL","RATLIFF 28 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-01-18 00:00:00.000,2016-02-28 00:00:00.000,"ICD 211",2016-02-10 06:00:00.000,2016-02-28 06:00:00.000,,2016-02-10 06:00:00.000,"WOLFCAMP B LOWER","","",,1678227
"HHczdWSNN3","ZAIN 26-1HB","4246139679","516801H",2014-08-20 00:00:00.000,"HORIZONTAL","ZAIN 26-1HB","MIDLAND","TEXAS - UPTON","DRL","",2014-08-21 00:00:00.000,2014-09-16 00:00:00.000,"UNIT 325",2014-08-20 06:00:00.000,2014-09-19 06:00:00.000,,2014-08-20 06:00:00.000,"WOLFCAMP B LOWER","","",,3241671
"JCVMFLtWcq","K BIRD 12-13-4401H","4246140238","543204401H",2016-01-10 00:00:00.000,"HORIZONTAL","K BIRD 12-13-4401H","MIDLAND","TEXAS - UPTON","DRL","",2015-12-12 00:00:00.000,2016-01-25 00:00:00.000,"CHARGER 102",2016-01-05 06:00:00.000,2016-01-25 06:00:00.000,,2016-01-05 06:00:00.000,"WOLFCAMP B LOWER","","",,2346235
"L0PWmwQAkI","JRS FARMS 22-27-4415H","4246140345","512712H",2016-07-20 00:00:00.000,"HORIZONTAL","JRS FARMS 22 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-07-20 00:00:00.000,2016-10-13 00:00:00.000,"CHARGER 101",2016-07-19 21:30:00.000,2016-07-21 06:00:00.000,,2016-07-19 21:30:00.000,"WOLFCAMP B LOWER","","",,1699889
"m11IdqDetp","MARY 18-7-H-4415H","4246140336","511009H",2016-06-15 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-06-15 00:00:00.000,2016-09-21 00:00:00.000,"CHARGER 101",2016-06-14 06:00:00.000,2016-06-16 06:00:00.000,,2016-06-14 06:00:00.000,"WOLFCAMP B LOWER","","",,2036482
"nzUrcKTRq0","HUGH 27-34-4407H","4246140272","512903H",2016-04-10 00:00:00.000,"HORIZONTAL","HUGH 27-34 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-04-10 00:00:00.000,2016-07-08 00:00:00.000,"ICD 211",2016-06-29 00:00:00.000,2016-07-09 06:00:00.000,,2016-06-29 00:00:00.000,"WOLFCAMP B LOWER","","",,1372443
"tplugrSbVB","JRS FARMS 22-27-4413H","4246140343","512710H",2016-07-18 00:00:00.000,"HORIZONTAL","JRS FARMS 22 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-07-19 00:00:00.000,2016-11-08 00:00:00.000,"NOMAC 54",2016-08-24 06:00:00.000,2016-11-08 06:00:00.000,,2016-08-24 06:00:00.000,"WOLFCAMP B LOWER","","",,1961888
"YOc5rhU8A2","GRACE 45-1-4406H","4246140309","545104405H",2016-04-30 00:00:00.000,"HORIZONTAL","GRACE 45 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-05-01 00:00:00.000,2016-07-23 00:00:00.000,"ICD 211",2016-07-08 16:00:00.000,2016-07-24 06:00:00.000,,2016-07-08 16:00:00.000,"WOLFCAMP B LOWER","","",,1715220
"YOc5rhU8A2","GRACE 45-1-4406H","4246140309","545104405H",2016-04-30 00:00:00.000,"HORIZONTAL","GRACE 45 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-05-01 00:00:00.000,2016-07-23 00:00:00.000,"PACESETTER 5",2016-05-23 06:00:00.000,2016-05-31 06:00:00.000,,2016-05-23 06:00:00.000,"WOLFCAMP B LOWER","","",,1715220
"1eBteIkpYL","HIRSCH E 29-32-2805H","4246140586","5000001H",2017-05-13 00:00:00.000,"HORIZONTAL","HIRSCH E 29 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-05-14 00:00:00.000,2017-10-06 00:00:00.000,"CHARGER 102",2017-05-13 06:00:00.000,2017-05-14 04:30:00.000,,2017-05-13 07:30:00.000,"SPRABERRY LOWER","","",,2710802
"5ztPNGlyys","SEBASTIAN 19-30A-4215H","4246140564","512605H",2017-04-15 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-16 00:00:00.000,2017-08-21 00:00:00.000,"PACESETTER 4",2017-05-09 06:00:00.000,2017-05-19 06:00:00.000,,2017-05-10 02:00:00.000,"WOLFCAMP A","","",,2273153
"68eIO4Yk6k","K BIRD 12-1D","4246139894","521201D",2015-11-29 00:00:00.000,"SWD","K BIRD 12-1D","MIDLAND","TEXAS - UPTON","DRL","",2015-11-28 00:00:00.000,2015-12-05 00:00:00.000,"PACESETTER 5",2015-11-27 06:00:00.000,2015-12-05 06:00:00.000,,2015-11-27 06:00:00.000,"SAN ANDRES","","",,450686
"AC0lhOg8H1","SEBASTIAN 19-30A-4301H","4246140650","512610H",2017-09-24 00:00:00.000,"HORIZONTAL","SEBASTIAN 19-30A RED","MIDLAND","TEXAS - UPTON","DRL","",2017-09-24 00:00:00.000,2018-02-22 00:00:00.000,"PATTERSON 255",2017-12-09 11:00:00.000,2017-12-25 07:00:00.000,,2017-12-09 11:00:00.000,"WOLFCAMP B","","",,2290912.02
"AT3unHKOiV","RATLIFF 28-4213H","4246140474","515606H",2017-01-06 00:00:00.000,"HORIZONTAL","RATLIFF 28 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-01-06 00:00:00.000,2017-03-20 00:00:00.000,"NOMAC 54",2017-01-23 06:00:00.000,2017-03-20 03:30:00.000,,2017-01-29 06:00:00.000,"WOLFCAMP A","","",,3220729
"8G81RMZXA7","GRACE 45-1-4202H","4246140616","545104207H",2017-11-07 00:00:00.000,"HORIZONTAL","GRACE 45 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-07-31 00:00:00.000,2017-11-19 00:00:00.000,"CHARGER 102",2017-07-30 10:30:00.000,2017-08-02 06:00:00.000,,2017-07-30 10:30:00.000,"WOLFCAMP A","","",,2935180
"8qFqGxqpYQ","GRACE 45-1-4306H","4246140311","545104208H",2016-05-01 00:00:00.000,"HORIZONTAL","GRACE 45 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-05-02 00:00:00.000,2016-08-17 00:00:00.000,"PACESETTER 5",2016-05-01 15:00:00.000,2016-05-13 06:00:00.000,,2016-05-01 15:00:00.000,"WOLFCAMP B","","",,1760266
"CDNferVheb","MARY 18-7-G-4214H","4246140337","51044409H",2016-05-18 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-05-19 00:00:00.000,2016-08-31 00:00:00.000,"PACESETTER 5",2016-06-29 18:00:00.000,2016-07-14 06:00:00.000,,2016-06-29 18:00:00.000,"WOLFCAMP A","","",,2055852
"2Wap0q0Qxm","ELWOOD 16-21-4207H","4246140516","505904H",2017-02-18 00:00:00.000,"HORIZONTAL","ELWOOD 16-21 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-02-18 00:00:00.000,2017-04-18 00:00:00.000,"CHARGER 101",2017-02-17 16:30:00.000,2017-02-19 06:00:00.000,,2017-02-18 02:00:00.000,"WOLFCAMP A","","",,1846511
"fiRzSsWko4","LOUIS-4202H","4246140215","535804202H",2015-12-19 00:00:00.000,"HORIZONTAL","LOUIS 31 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2015-12-19 00:00:00.000,2016-02-24 00:00:00.000,"CHARGER 101",2015-12-18 03:30:00.000,2015-12-20 06:00:00.000,,2015-12-18 03:30:00.000,"WOLFCAMP A","","",,1853071
"H3kKWhPeZK","MORGAN 25-26-4215H","4246140453","525203H",2016-11-07 00:00:00.000,"HORIZONTAL","MORGAN 25-26 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-11-07 00:00:00.000,2017-02-18 00:00:00.000,"TRINIDAD 125",2017-02-05 06:00:00.000,2017-02-18 06:00:00.000,,2017-02-05 06:00:00.000,"WOLFCAMP A","","",,2332049
"heHtm368Pp","ELWOOD 16-21-4107H","4246140518","505905H",2017-02-16 00:00:00.000,"HORIZONTAL","ELWOOD 16-21 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-02-17 00:00:00.000,2017-04-27 00:00:00.000,"CHARGER 101",2017-02-16 06:00:00.000,2017-02-18 06:00:00.000,,2017-02-16 06:00:00.000,"WOLFCAMP A UPPER","","",,2414878
"HiyIsy1PCh","HUGH 27-34-4301H","4246140517","512908H",2017-03-07 00:00:00.000,"HORIZONTAL","HUGH 27-34 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-01-29 00:00:00.000,2017-06-09 00:00:00.000,"PACESETTER 4",2017-03-05 14:30:00.000,2017-03-17 06:00:00.000,,2017-03-07 03:00:00.000,"WOLFCAMP B","","",,1639079
"I8WmVNWnZ0","GRACE 45-1-4204H","4246140643","545104210H",2017-09-01 00:00:00.000,"HORIZONTAL","GRACE 45 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2017-09-02 00:00:00.000,2017-11-22 00:00:00.000,"CHARGER 102",2017-09-01 07:30:00.000,2017-09-03 06:00:00.000,,2017-09-01 07:30:00.000,"WOLFCAMP A","","",,1939260
"jpfU3SefxT","SEBASTIAN 19-30A-4315H","4246140567","512504H",2017-04-16 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-17 00:00:00.000,2017-08-31 00:00:00.000,"PACESETTER 4",2017-05-19 06:00:00.000,2017-05-29 02:00:00.000,,2017-05-20 14:00:00.000,"WOLFCAMP B","","",,2127698
"M1qyp0lntc","DAVIDSON 12-4207H","4246140096","508704207H",2015-05-02 00:00:00.000,"HORIZONTAL","DAVIDSON 12-4207H","MIDLAND","TEXAS - UPTON","DRL","",2015-05-03 00:00:00.000,2015-06-24 00:00:00.000,"MATTLOCK 6",2015-05-02 06:00:00.000,2015-05-15 06:00:00.000,,2015-05-02 06:00:00.000,"WOLFCAMP A","","",,2523792
"oem1G1qdlJ","HUGH 27-34-4201H","4246140511","512909H",2017-01-28 00:00:00.000,"HORIZONTAL","HUGH 27-34 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-01-28 00:00:00.000,2017-06-02 00:00:00.000,"PACESETTER 4",2017-02-17 07:30:00.000,2017-03-06 00:00:00.000,,2017-02-20 15:00:00.000,"WOLFCAMP A","","",,2094819
"ZtUH7WrrbN","HUGH 27-34-4207H","4246140273","512902H",2016-04-20 00:00:00.000,"HORIZONTAL","HUGH 27-34 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-04-20 00:00:00.000,2016-06-29 00:00:00.000,"PACESETTER 5",2016-04-19 12:00:00.000,2016-05-01 06:00:00.000,,2016-04-19 12:00:00.000,"WOLFCAMP A","","",,1460498
"5ztPNGlyys","SEBASTIAN 19-30A-4215H","4246140564","512605H",2017-04-15 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-16 00:00:00.000,2017-08-21 00:00:00.000,"CHARGER 102",2017-08-09 06:00:00.000,2017-08-21 00:00:00.000,,2017-08-11 17:00:00.000,"WOLFCAMP A","","",,2273153
"1eBteIkpYL","HIRSCH E 29-32-2805H","4246140586","5000001H",2017-05-13 00:00:00.000,"HORIZONTAL","HIRSCH E 29 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-05-14 00:00:00.000,2017-10-06 00:00:00.000,"SAVANNA 644",2017-06-18 22:00:00.000,2017-07-02 19:00:00.000,,2017-06-22 04:30:00.000,"SPRABERRY LOWER","","",,2710802
"3tgpohn3lO","JRS FARMS 22-3RR LEASE","0000000000","206000B",2013-12-18 00:00:00.000,"","JRS FARMS 22","MIDLAND","TEXAS - UPTON","DRL","",2013-12-19 00:00:00.000,2013-12-21 00:00:00.000,"MATTLOCK 5",2013-12-18 06:00:00.000,2013-12-21 06:00:00.000,,2013-12-18 06:00:00.000,"","","",,159014
"1eBteIkpYL","HIRSCH E 29-32-2805H","4246140586","5000001H",2017-05-13 00:00:00.000,"HORIZONTAL","HIRSCH E 29 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-05-14 00:00:00.000,2017-10-06 00:00:00.000,"CHARGER 102",2017-09-21 21:00:00.000,2017-10-06 12:00:00.000,,2017-09-25 03:30:00.000,"SPRABERRY LOWER","","",,2710802
"5ztPNGlyys","SEBASTIAN 19-30A-4215H","4246140564","512605H",2017-04-15 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-16 00:00:00.000,2017-08-21 00:00:00.000,"CHARGER 102",2017-04-15 08:30:00.000,2017-04-16 09:30:00.000,,2017-04-15 16:00:00.000,"WOLFCAMP A","","",,2273153
"9dFaz62b8k","HIRSCH E 29-32-2807H","4246140588","5000002H",2017-05-10 00:00:00.000,"HORIZONTAL","HIRSCH E 29 BLUE","MIDLAND","TEXAS - UPTON","DRL","",2017-05-11 00:00:00.000,2017-10-18 00:00:00.000,"CHARGER 102",2017-05-10 06:00:00.000,2017-05-13 06:00:00.000,,2017-05-10 06:00:00.000,"SPRABERRY LOWER","","",,2273132
"CDNferVheb","MARY 18-7-G-4214H","4246140337","51044409H",2016-05-18 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-05-19 00:00:00.000,2016-08-31 00:00:00.000,"CHARGER 101",2016-05-18 06:00:00.000,2016-05-19 06:00:00.000,,2016-05-18 06:00:00.000,"WOLFCAMP A","","",,2055852
"CDNferVheb","MARY 18-7-G-4214H","4246140337","51044409H",2016-05-18 00:00:00.000,"HORIZONTAL","MARY 18 WHITE","MIDLAND","TEXAS - UPTON","DRL","",2016-05-19 00:00:00.000,2016-08-31 00:00:00.000,"ICD 209",2016-08-17 06:00:00.000,2016-08-31 06:00:00.000,,2016-08-17 06:00:00.000,"WOLFCAMP A","","",,2055852
"CVAWJUa2cC","MARY 18-4208H","4246140198","511004408H",2015-11-28 00:00:00.000,"HORIZONTAL","MARY 18 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2015-12-30 00:00:00.000,2016-01-15 00:00:00.000,"ICD 211",2015-12-29 06:00:00.000,2016-01-16 06:00:00.000,,2015-12-29 06:00:00.000,"WOLFCAMP A","","",,1953876
"espgWlySVG","ELWOOD 16-21-4202H","4246140262","505902H",2016-03-06 00:00:00.000,"HORIZONTAL","ELWOOD 16-21 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2016-03-06 00:00:00.000,2016-04-09 00:00:00.000,"NOMAC 54",2016-03-05 06:00:00.000,2016-04-09 06:00:00.000,,2016-03-05 06:00:00.000,"WOLFCAMP A","","",,1469786
"I8XN3U57Z1","SEBASTIAN 19-30A-4115H","4246140566","512501H",2017-04-14 00:00:00.000,"HORIZONTAL","SEBASTIAN 19 BLACK","MIDLAND","TEXAS - UPTON","DRL","",2017-04-15 00:00:00.000,2017-08-09 00:00:00.000,"CHARGER 102",2017-07-29 06:00:00.000,2017-08-09 06:00:00.000,,2017-08-03 14:00:00.000,"WOLFCAMP A UPPER","","",,2431451
