ID,Name,PropID,DIRECTION,RSV_CAT,API,TEAM,LATERAL_LENGTH_TARGET,REGION,TIER,PRODUCING_METHOD,COUNTY,BATTERY,OIL_TRANSPORTER,SWD_FACILITY,DOWNSPACE,REGION_TYPECURVE,WELLS_PER_PAD,LATERAL_RIG_NUM,CAPEX_TC_INDEX,WELL_TYPE,NUM_WELLS_ON_PAD,RESERVOIR,PIPELINE,PARSLEY_PROPNUM,OPERATOR,STATUS,PAD_RISK,OFI_INDEX2,QTR_QTR,RSV_TC,T1,T2,WI_APO,NRI_APO,MAJOR,DOWNSPACE_TRIGGER,_BASIN_INDEX,_TVD_PKR_SET_FT,PROPPANT_INDEX,AVG_FRAC_PAD_LATERAL_LENGTH,AVG_DO_PAD_LATERAL_LENGTH,FRAC_MULTIPLIER_CODE,UPSIZE_INDEX,ProjectID,_BASIN,_CnF_Trigger,_FACILITY_TYPE,_FRAC_WATER_PER_FT,_LATERAL_SIZE,_NUMBER_OF_STAGES,_PROPPANT_PR_FT,_TMD,_TVD,_WELL_CLASSIFICATION,_QTR_QTR,_QUALIFIER,_WATER_GATHERING,_TIMING_CAPEX_NAME,_TIMING_CAPEX_CODE,INTERMEDIATE_DRILLING_RATE_FACTOR,ADDITIONAL_PILOT_DRILLING_DAYS,ADDITTIONAL_INT_DRILLING_CAPEX,ADDITIONAL_FRAC_TIME,ADDITIONAL_FRAC_CAPEX,ADDITIONAL_DO_TIME,ADDITIONAL_DO_CAPEX,FRAC_TIMING_CODE,DO_TIMING_CODE,FACILITY_CAPEX_CODE,CUMULATIVE_FRAC_PAD_STAGES,ADDITIONAL_LAT_DRILLING_TIME,ADDITIONAL_LAT_DRILLING_CAPEX,ADDITIONAL_FACILITY_CAPEX,LATERAL_DRILLING_RATE_FACTOR,POP_DATE,GAS_LIFT_TRIGGER,FLARE_MONTHS,TC_YIELD,TC_SHRINK,LBS_PER_FT,AVG_PAD_LBS_PER_FT,GAS_DERISKING,RATE_RESERVES_RISKING1,RATE_RESERVES_RISKING,MI_ARO,ESP_PER_PAD,SURFACTANT,DEV_AREA_RISKING,TEMPLATE_COUNTY,LARGE_DEV_NAME,TEMPLATE_AREA,PRESSURE_GAUGES,OBLIGATION,COMPANY_NAME,COMBINED_RESERVOIR,PRODUCED_WATER_SYSTEM,SOURCE_WATER_SYSTEM,PRODUCED_WATER_SYSTEM_TYPE,PRODUCED_WATER_SYSTEM_RATE,PRIMARY_WATER_SOURCE,FWS_PROPNUM,VersionName,Enersight vw_Workspace_2_Asset.VersionName,AL Type,H2S Level,Compressed Stages,4 String,Sand Type
"15224309-e594-488f-b82b-7f7df902927c","POWELL 35-8H  (ENCANA)","S4AN3FS2O0","HORIZONTAL","PDP","4246139571","MIDLAND_BASIN_WEST","0.00","","NON-OP","","UPTON","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","OTHER","Z_NOT_ON_PIPE","392008H","ENCANA OIL & GAS (USA) INC","ECO","","","","","EXPORT THESE ECONS","CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jul 2015","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"152526d9-f507-4d3b-a1f0-818fe0f4afa1","LOCKER STATE 1H (ARABELLA EXPL)","R1I91RRGWK","HORIZONTAL","PDP","4238933483","MIDLAND_BASIN_WEST","0.00","","NON-OP","","RED RIVER","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","OTHER","Z_NOT_ON_PIPE","313001","FOUNDERS OIL & GAS OPERATING","ECO","","","","","EXPORT THESE ECONS","CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Mar 2013","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"155c251a-7e91-4c1e-9fd0-c8ea7983e2b9","NIX 16-2 (APACHE)","S2PFIAQFI8","VERTICAL","PDP","4217333689","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397608","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Apr 2011","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"158a1364-1c72-46a8-b97c-b13e4986dd21","TREES 20-4 (APACHE CORP)","R53EGJO8VR","VERTICAL","PDP","4238932211","DELAWARE_BASIN","0.00","","NON-OP","","REEVES","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","347004","XTO ENERGY INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","DELAWARE","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Oct 2001","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"15b4e8e2-6974-4baf-b271-5ae38958c5f5","HALFMANN 36-7 (ENCANA)","S2PFIQOGQ8","VERTICAL","PDP","4217336209","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","3","ENCANA OIL & GAS (USA) INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Apr 2014","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"1654f895-df89-4368-bcf6-23223e1caeb5","HALFMANN 36-1-1H (ENCANA)","S2PFIQTGQ8","HORIZONTAL","PDP","4217337153","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","WOLFCAMP A","Z_NOT_ON_PIPE","397388","ENCANA OIL & GAS (USA) INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jul 2015","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"16aa6b76-1b03-410b-80a6-80cd50866bc0","DORADO 18-11 (APACHE)","S2PFI0VECG","VERTICAL","PDP","4217335258","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397253","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version5f71407c-d82b-4890-9465-28f505cc04d9","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Mar 2013","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Die Hard - 1+11","Die Hard - 1+11","Rod Pump","None","No","No",""
"16c35c81-303a-426a-a52a-7947c00f0b4e","POWELL 32A-5 (SABRE)","S2PFI9RHPC","VERTICAL","PDP","4217331818","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397655","SABRE OPERATING INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jun 1985","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"16c85af9-2bd5-4b76-b0c0-8550e8bf3eee","DORADO 18-3 (APACHE)","S2PFI82EI8","VERTICAL","PDP","4217333699","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397259","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versione9052518-fefe-46cd-96ef-b2ec91957a01","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jun 2011","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","","","","","","","","","Aliens - NEW TC - Total Risk","Aliens - NEW TC - Total Risk","Rod Pump","None","No","No",""
"1726ba7c-154d-4533-9461-d09ac7341395","MAUI 5-2 (APACHE)","S2PFI9QFI8","VERTICAL","PDP","4217336028","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397569","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version5f71407c-d82b-4890-9465-28f505cc04d9","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Dec 2013","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Die Hard - 1+11","Die Hard - 1+11","Rod Pump","None","No","No",""
"172bc445-583b-4391-9d0a-c2f840cd7009","TREES JC ESTATE A-1 (INCLINE)","R53EGMW86G","VERTICAL","PDP","4238900300","DELAWARE_BASIN","0.00","","NON-OP","","REEVES","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","357001","INCLINE ENERGY INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version5f71407c-d82b-4890-9465-28f505cc04d9","DELAWARE","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 May 1961","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Die Hard - 1+11","Die Hard - 1+11","Rod Pump","None","No","No",""
"176a8de4-b6f5-47c6-9e8b-f7dc179445cf","HALFMANN 36-3-3H (ENCANA)","S2PFIQ5FQ8","HORIZONTAL","PDP","4217337155","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","WOLFCAMP A","Z_NOT_ON_PIPE","3","ENCANA OIL & GAS (USA) INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jul 2015","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"177ab6be-03cb-40c7-9238-0d21c93182b2","STALLINGS 4 (SOUTHWEST)","S5AMMGGIGS","VERTICAL","PDP","4222736110","MIDLAND_BASIN_EAST","0.00","","NON-OP","","HOWARD","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","3","SOUTHWEST ROYALTIES INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jun 2008","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"17a8321c-c524-4b2a-a45e-aeab4c1d036a","DORADO 18-5 (APACHE)","S2PFI8EEI8","VERTICAL","PDP","4217334409","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","3","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Feb 2012","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"17aa12f8-a1d6-4bf9-aa60-1fd0adae5a74","COOK 21-12 (APACHE)","S2PFHTJIDC","VERTICAL","PDP","4217334590","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397187","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versione9052518-fefe-46cd-96ef-b2ec91957a01","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Mar 2012","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","","","","","","","","","Aliens - NEW TC - Total Risk","Aliens - NEW TC - Total Risk","Rod Pump","None","No","No",""
"18081d7b-4bbe-44d6-af5a-ae0a7b6d7a13","MEINER A-8 (XTO ENERGY)","S2PFICKH0G","VERTICAL","PDP","4246135740","MIDLAND_BASIN_WEST","0.00","","NON-OP","","UPTON","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397582","XTO ENERGY INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jul 2008","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"185e3865-184d-4ada-be9f-c343f76ab6e0","COOK 21-16 (APACHE)","S5AMN3VG4K","VERTICAL","PDP","4217334886","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","3","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jul 2012","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"18f08672-560e-46ca-9b84-f969305df736","DORADO 18-9 (APACHE)","S2PFI83EI8","VERTICAL","PDP","4217335125","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397265","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version5f71407c-d82b-4890-9465-28f505cc04d9","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Oct 2012","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Die Hard - 1+11","Die Hard - 1+11","Rod Pump","None","No","No",""
"1a2700f8-90a1-4866-acb3-6974a3465017","NUNN C2 (COX JOHN)","S5AMLCFQZW","VERTICAL","PDP","4238300547","MIDLAND_BASIN_EAST","0.00","","NON-OP","","REAGAN","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397625","ROBERT L GLOSSOP ESTATE","EST","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Nov 1995","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"1a3b2668-b96a-4d9a-a6c5-2add31e4b1d1","DORADO 18-10 (APACHE)","S2PFI0PECG","VERTICAL","PDP","4217335126","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397252","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Sep 2012","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"1a595239-e5fb-472c-ab0b-5ba560c4a793","POWELL 33X-1H  (ENCANA)","S4AN3CW3T5","HORIZONTAL","PDP","4246140360","MIDLAND_BASIN_WEST","0.00","","NON-OP","","UPTON","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","OTHER","Z_NOT_ON_PIPE","398001H","ENCANA OIL & GAS (USA) INC","ECO","","","","","EXPORT THESE ECONS","CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Sep 2016","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"1a682a03-eba9-4916-9da4-bf16680ae618","NIX 16-4 (APACHE)","S5AMN4GHCS","VERTICAL","PDP","4217333691","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397610","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Aug 2011","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"1a7c8d22-c316-4c5f-b158-86ba3ae0a89d","EVANS ANTELL UNIT B-46-3-4AH (SURGE)","S2PFIGEGPW","HORIZONTAL","PDP","4222738902","MIDLAND_BASIN_EAST","0.00","","NON-OP","","HOWARD","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","WOLFCAMP A","Z_NOT_ON_PIPE","397272","MOSS CREEK RESOURCES LLC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versione9052518-fefe-46cd-96ef-b2ec91957a01","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Feb 2017","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","","","","","","","","","Aliens - NEW TC - Total Risk","Aliens - NEW TC - Total Risk","Rod Pump","None","No","No",""
"1a93f6c8-94c2-4634-a124-b382ab4dbbc9","ATHEY STATE 2 (LEGACY)","R7VNHEF2DJ","VERTICAL","PDP","4237110969","DELAWARE_BASIN","0.00","","NON-OP","","PECOS","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","3","LEGACY RESERVES OPERATING LP","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version3360ad58-2314-4e86-9994-bc08913e7459","DELAWARE","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jan 1970","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Escape from New York - 2+10","Escape from New York - 2+10","Rod Pump","None","No","No",""
"1b2ea126-8541-4e2a-a039-cd60a8cdc91f","NIX 16-2 (APACHE)","S2PFIAQFI8","VERTICAL","PDP","4217333689","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397608","APACHE CORPORATION","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versiond3136339-9cda-492c-8f1a-a86341ef935e","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Apr 2011","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Commando - 11+1","Commando - 11+1","Rod Pump","None","No","No",""
"1b6f239d-80df-4b65-8ccd-53f6890e66c7","JOST 25-5 (ENCANA)","S5AMMTFJ14","VERTICAL","PDP","4217336436","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397510","ENCANA OIL & GAS (USA) INC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Versione9052518-fefe-46cd-96ef-b2ec91957a01","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jun 2014","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","","","","","","","","","Aliens - NEW TC - Total Risk","Aliens - NEW TC - Total Risk","Rod Pump","None","No","No",""
"1b92eb0e-ef43-42ed-965a-2676b1dc66f8","STATE WILKINSON 30-2 (CROWNQUEST)","S5AMME2UHO","VERTICAL","PDP","4222738964","MIDLAND_BASIN_EAST","0.00","","NON-OP","","HOWARD","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397716","CROWNQUEST OPERATING, LLC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version75e2ef75-cbb4-4e52-8556-7219268ffc2f","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","13 May 2017","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","","","PE","","","","","","","","Back To The Future - 10+2","Back To The Future - 10+2","Rod Pump","None","No","No",""
"1bc26e79-e247-42d2-af44-3a99f88836c6","CURRIE RANCH 46-2 (CROWNQUEST)","S2PFID8ECG","VERTICAL","PDP","4217337094","MIDLAND_BASIN_EAST","0.00","","NON-OP","","GLASSCOCK","NON-OP BATTERY","","UNASSIGNED","","","0","","","","","VERTICAL","Z_NOT_ON_PIPE","397230","CROWNQUEST OPERATING, LLC","ECO","","","","","NO EXPORT THESE ECONS","MISSING CURRENT_YE17","0.00","0.00","","","","0.00","","0.00","0.00","0","","Version5f71407c-d82b-4890-9465-28f505cc04d9","MIDLAND","","","0.00","","0.00","","0.00","0.00","","","","NONOP","","0","","0.00","","","","","","0.00","0.00","0.00","0.00","","","0.00","","01 Jun 2015","","0.00","0.00","0.00",0,0,"0.00","",0,"0.00","0.00","0.00","0.00","","","","0","","PE","","","","","","","","Die Hard - 1+11","Die Hard - 1+11","Rod Pump","None","No","No",""
