Property_Number,target_formation,api_no,well_type,activity_phase,event_objective_1,spud_date,time_from,time_to,Duration_Hrs,wellbore_no,wellbore_id,event_id,event_code,Rig_Name,plannedTD,MDTO,MDFROM,Ft Drilled,date_report,Distinct Rig 1
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-09 00:00:00.000,2019-02-09 12:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18331,18331,0,2019-02-09 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-09 00:00:00.000,2019-02-09 11:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18331,18331,0,2019-02-09 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-11 00:00:00.000,2019-02-11 03:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18805,18805,0,2019-02-11 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-04 00:00:00.000,2019-02-04 12:00:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,16074,16074,0,2019-02-04 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-04 00:00:00.000,2019-02-04 12:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,16074,16074,0,2019-02-04 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-10 00:00:00.000,2019-02-10 09:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18331,18331,0,2019-02-10 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-10 00:00:00.000,2019-02-10 17:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18521,18521,0,2019-02-10 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-10 00:00:00.000,2019-02-10 08:00:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18331,18331,0,2019-02-10 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-10 00:00:00.000,2019-02-10 21:00:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,18615,18615,0,2019-02-10 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-02-04 00:00:00.000,2019-02-04 00:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,15989,15989,0,2019-02-04 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-01-28 00:00:00.000,2019-01-28 14:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,12900,12900,0,2019-01-28 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-01-28 00:00:00.000,2019-01-28 20:00:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,12943,12943,0,2019-01-28 00:00:00.000,60
"501173","WOLFCAMP A LOWER","4237139857","HORIZONTAL","DPROD","PRODUCTION",2018-10-30 09:00:00.000,2019-01-26 00:00:00.000,2019-01-26 14:30:00.000,0.5,"00","EQ0N1mRSUg","tJBQo","DRL","TRINIDAD 100",20253,11574,11574,0,2019-01-26 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-26 00:00:00.000,2018-09-26 21:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,18596,18596,0,2018-09-26 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-26 00:00:00.000,2018-09-26 15:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,18442,18442,0,2018-09-26 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-26 00:00:00.000,2018-09-26 09:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,18442,18442,0,2018-09-26 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-26 00:00:00.000,2018-09-26 18:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,18442,18442,0,2018-09-26 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-15 00:00:00.000,2018-09-15 09:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11440,11440,0,2018-09-15 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-24 00:00:00.000,2018-09-24 05:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16509,16509,0,2018-09-24 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-24 00:00:00.000,2018-09-24 03:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16509,16509,0,2018-09-24 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-10-01 00:00:00.000,2018-10-01 23:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20135,20135,20135,0,2018-10-01 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-10-01 00:00:00.000,2018-10-01 12:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20135,20135,20135,0,2018-10-01 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-19 00:00:00.000,2018-09-19 21:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-19 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-19 00:00:00.000,2018-09-20 00:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-19 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-19 00:00:00.000,2018-09-19 07:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14461,14461,0,2018-09-19 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-19 00:00:00.000,2018-09-19 21:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-19 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 06:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 03:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 21:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 01:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 13:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-24 00:00:00.000,2018-09-24 06:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16546,16546,0,2018-09-24 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 20:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-16 00:00:00.000,2018-09-16 22:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,11901,11901,0,2018-09-16 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 07:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 18:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 05:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 11:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 22:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14790,14790,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 17:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 10:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 05:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 04:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,14684,14684,0,2018-09-20 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-23 00:00:00.000,2018-09-23 16:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16509,16509,0,2018-09-23 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-23 00:00:00.000,2018-09-24 00:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16509,16509,0,2018-09-23 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-23 00:00:00.000,2018-09-23 04:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,16509,16509,0,2018-09-23 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-10-02 00:00:00.000,2018-10-02 02:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20135,20135,20135,0,2018-10-02 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-10-02 00:00:00.000,2018-10-02 03:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20135,20135,20135,0,2018-10-02 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-10-02 00:00:00.000,2018-10-02 02:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20135,20135,20135,0,2018-10-02 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-29 00:00:00.000,2018-09-29 02:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-29 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-29 00:00:00.000,2018-09-29 08:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-29 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-29 00:00:00.000,2018-09-29 03:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-29 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 10:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 17:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 17:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 16:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 11:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 10:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 16:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 11:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 15:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-28 00:00:00.000,2018-09-28 18:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,19100,19100,0,2018-09-28 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-22 00:00:00.000,2018-09-22 06:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20124,15840,15840,0,2018-09-22 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 18:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10538,10538,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 23:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10568,10568,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 01:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10538,10538,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 03:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10538,10538,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 03:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10538,10538,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-17 00:00:00.000,2018-09-17 07:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,12238,12238,0,2018-09-17 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-13 00:00:00.000,2018-09-13 21:00:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,10538,10538,0,2018-09-13 00:00:00.000,60
"500948","WOLFCAMP A LOWER","4237139743","HORIZONTAL","DPROD","PRODUCTION",2018-05-25 00:00:00.000,2018-09-18 00:00:00.000,2018-09-18 18:30:00.000,0.5,"00","pGLaHGu4YI","u8lvU","DRL","TRINIDAD 100",20176.5,13892,13892,0,2018-09-18 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-02-14 00:00:00.000,2018-02-14 07:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,9697,9697,0,2018-02-14 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-02-13 00:00:00.000,2018-02-13 03:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,9705,9705,0,2018-02-13 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-02-13 00:00:00.000,2018-02-13 23:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,9705,9705,0,2018-02-13 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-09 00:00:00.000,2018-03-09 18:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,14908,14908,0,2018-03-09 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-02-15 00:00:00.000,2018-02-15 11:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,10071,10071,0,2018-02-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-02-15 00:00:00.000,2018-02-15 08:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,9697,9697,0,2018-02-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-10 00:00:00.000,2018-03-10 13:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16149,16149,0,2018-03-10 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 16:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 16:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 19:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 05:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 09:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-15 00:00:00.000,2018-03-15 11:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-15 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-16 00:00:00.000,2018-03-16 02:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-16 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-16 00:00:00.000,2018-03-16 03:30:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-16 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-16 00:00:00.000,2018-03-16 03:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,16798,16798,0,2018-03-16 00:00:00.000,60
"500307","WOLFCAMP A LOWER","4238936432","HORIZONTAL","DPROD","PRODUCTION",2017-12-05 05:00:00.000,2018-03-04 00:00:00.000,2018-03-04 06:00:00.000,0.5,"00","hG6NkRKuSd","LlQn2","DRL","TRINIDAD 100",,10347,10347,0,2018-03-04 00:00:00.000,60
