id,data_inversa,dia_semana,horario,uf,br,km,municipio,elemento_transito,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude
17158,2017-03-05 00:00:00.000,"domingo",1899-12-30 08:00:00.000,"MG","251",225,"SANTA CRUZ DE SALINAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-15.95730475,-41.63139728
22084,2017-03-23 00:00:00.000,"quinta-feira",1899-12-30 10:40:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.96034632,-44.05243143
22312,2017-03-24 00:00:00.000,"sexta-feira",1899-12-30 08:00:00.000,"MG","381",489,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95623613,-44.1329062
22483,2017-03-24 00:00:00.000,"sexta-feira",1899-12-30 20:15:00.000,"MG","381",547,"ITATIAIUCU","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.28196551,-44.43065697
22769,2017-03-25 00:00:00.000,"sábado",1899-12-30 17:10:00.000,"MG","50",173,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.7612,-47.9777
23896,2017-03-29 00:00:00.000,"quarta-feira",1899-12-30 23:00:00.000,"MG","50",60,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.8077,-48.2428
23941,2017-02-25 00:00:00.000,"sábado",1899-12-30 10:00:00.000,"MG","50",74,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.9041499,-48.23345209
27980,2017-04-11 00:00:00.000,"terça-feira",1899-12-30 20:30:00.000,"MG","40",528,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9130792,-44.04103028
29751,2017-04-17 00:00:00.000,"segunda-feira",1899-12-30 15:10:00.000,"MG","262",46,"MANHUACU","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.2571,-42.1101
32184,2017-04-26 00:00:00.000,"quarta-feira",1899-12-30 13:55:00.000,"MG","50",63,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.8379,-48.2509
43682,2017-06-06 00:00:00.000,"terça-feira",1899-12-30 05:40:00.000,"MG","40",280,"TRES MARIAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.2491714,-45.1769143
48954,2017-06-24 00:00:00.000,"sábado",1899-12-30 22:45:00.000,"MG","262",15,"MARTINS SOARES","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.2621,-41.88265606
50724,2017-07-01 00:00:00.000,"sábado",1899-12-30 14:40:00.000,"MG","116",423,"ALPERCATA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.94651977,-41.95098975
55094,2017-07-17 00:00:00.000,"segunda-feira",1899-12-30 13:30:00.000,"MG","381",345,"BELA VISTA DE MINAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.8431,-43.1007
57361,2017-07-27 00:00:00.000,"quinta-feira",1899-12-30 05:00:00.000,"MG","50",42,"ARAGUARI","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.69425089,-48.1821084
57507,2017-07-24 00:00:00.000,"segunda-feira",1899-12-30 01:30:00.000,"MG","381",436,"SABARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.78659274,-43.72004986
57658,2017-07-28 00:00:00.000,"sexta-feira",1899-12-30 07:35:00.000,"MG","381",485,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9556,-44.0962
57808,2017-07-28 00:00:00.000,"sexta-feira",1899-12-30 17:45:00.000,"MG","40",676,"CARANDAI","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Anoitecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-21.0341,-43.7751
60491,2017-08-08 00:00:00.000,"terça-feira",1899-12-30 10:15:00.000,"MG","381",292,"ANTONIO DIAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.5860286,-42.733084600000012
62562,2017-08-16 00:00:00.000,"quarta-feira",1899-12-30 11:15:00.000,"MG","40",62,"PARACATU","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.29688759,-46.85056329
64698,2017-08-24 00:00:00.000,"quinta-feira",1899-12-30 05:20:00.000,"MG","116",409,"GOVERNADOR VALADARES","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.84773562,-41.98005317
67365,2017-09-03 00:00:00.000,"domingo",1899-12-30 14:50:00.000,"MG","40",598,"OURO PRETO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.4227,-43.8717
70588,2017-04-17 00:00:00.000,"segunda-feira",1899-12-30 22:24:00.000,"MG","365",622,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.90879353,-48.31082118
72360,2017-09-23 00:00:00.000,"sábado",1899-12-30 07:35:00.000,"MG","381",477,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9575,-44.0293
73759,2017-09-28 00:00:00.000,"quinta-feira",1899-12-30 19:20:00.000,"MG","459",104,"POUSO ALEGRE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-22.230476,-45.93678
75438,2017-09-29 00:00:00.000,"sexta-feira",1899-12-30 15:05:00.000,"MG","356",266,"MURIAE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-21.12832356,-42.35818243
76790,2017-10-08 00:00:00.000,"domingo",1899-12-30 23:00:00.000,"MG","262",365,"JUATUBA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.97333995,-44.31626971
77657,2017-10-12 00:00:00.000,"quinta-feira",1899-12-30 11:45:00.000,"MG","381",489,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95603999,-44.13523934
79337,2017-10-18 00:00:00.000,"quarta-feira",1899-12-30 20:00:00.000,"MG","381",841,"SAO SEBASTIAO DA BELA VISTA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.17365296,-45.83887692
85885,2017-11-13 00:00:00.000,"segunda-feira",1899-12-30 16:00:00.000,"MG","262",374,"JUATUBA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.93915176,-44.38839827
94572,2017-12-15 00:00:00.000,"sexta-feira",1899-12-30 12:20:00.000,"MG","381",500,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.002554,-44.21196
96067,2017-12-20 00:00:00.000,"quarta-feira",1899-12-30 01:30:00.000,"MG","40",359,"FELIXLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.74279,-44.858589
96651,2017-12-17 00:00:00.000,"domingo",1899-12-30 07:00:00.000,"MG","116",415,"GOVERNADOR VALADARES","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-18.851583,-41.9498
102735,2018-01-11 00:00:00.000,"quinta-feira",1899-12-30 19:45:00.000,"MG","381",734,"CARMO DA CACHOEIRA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.5412,-45.2374
103923,2018-01-16 00:00:00.000,"terça-feira",1899-12-30 10:40:00.000,"MG","381",485,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9561,-44.1064
105121,2018-01-21 00:00:00.000,"domingo",1899-12-30 11:40:00.000,"MG","40",486,"ESMERALDAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.6032,-44.2212
118545,2018-03-16 00:00:00.000,"sexta-feira",1899-12-30 01:40:00.000,"MG","40",592,"OURO PRETO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.40191553,-43.89812708
119204,2018-03-18 00:00:00.000,"domingo",1899-12-30 13:40:00.000,"MG","40",790,"JUIZ DE FORA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.7788,-43.4245
119792,2018-03-21 00:00:00.000,"quarta-feira",1899-12-30 05:20:00.000,"MG","381",453,"SABARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.8344177,-43.8601296
119941,2018-03-21 00:00:00.000,"quarta-feira",1899-12-30 14:00:00.000,"MG","262",636,"IBIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.592907,-46.489998
121054,2018-03-26 00:00:00.000,"segunda-feira",1899-12-30 07:00:00.000,"MG","116",482,"DOM CAVATI","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.399183,-42.114925
129278,2018-04-20 00:00:00.000,"sexta-feira",1899-12-30 18:50:00.000,"MG","365",452,"PATROCINIO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.83055028,-46.81652069
131294,2018-05-01 00:00:00.000,"terça-feira",1899-12-30 00:55:00.000,"MG","50",171,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.74960301,-47.98270469
131842,2018-04-30 00:00:00.000,"segunda-feira",1899-12-30 06:45:00.000,"MG","50",136,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.4515,-48.0611
133518,2018-05-11 00:00:00.000,"sexta-feira",1899-12-30 16:50:00.000,"MG","381",392,"BARAO DE COCAIS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.800427300000006,-43.41389358
134305,2018-05-04 00:00:00.000,"sexta-feira",1899-12-30 06:50:00.000,"MG","50",74,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.9191,-48.2225
136654,2018-05-28 00:00:00.000,"segunda-feira",1899-12-30 11:00:00.000,"MG","262",443,"NOVA SERRANA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.87227965,-44.96905804
137873,2018-04-14 00:00:00.000,"sábado",1899-12-30 07:10:00.000,"MG","381",413,"NOVA UNIAO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.72590781,-43.58752728
139109,2018-06-10 00:00:00.000,"domingo",1899-12-30 04:40:00.000,"MG","116",398,"GOVERNADOR VALADARES","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.74608276,-41.98324227
139624,2018-06-12 00:00:00.000,"terça-feira",1899-12-30 08:30:00.000,"MG","381",865,"POUSO ALEGRE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.3642,-45.9309
143609,2018-06-30 00:00:00.000,"sábado",1899-12-30 06:35:00.000,"MG","381",513,"IGARAPE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.07450231,-44.30237031
144110,2018-07-02 00:00:00.000,"segunda-feira",1899-12-30 21:45:00.000,"MG","356",267,"MURIAE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-21.12632828,-42.35138834
146633,2018-07-14 00:00:00.000,"sábado",1899-12-30 15:30:00.000,"MG","262",466,"BOM DESPACHO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.80514702,-45.129776
146639,2018-07-14 00:00:00.000,"sábado",1899-12-30 14:25:00.000,"MG","365",497,"PATROCINIO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.91526,-47.19616
146842,2018-07-15 00:00:00.000,"domingo",1899-12-30 17:20:00.000,"MG","262",803,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.775097,-47.972019
147681,2018-07-19 00:00:00.000,"quinta-feira",1899-12-30 20:40:00.000,"MG","381",481,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.959,-44.0704
148800,2018-07-24 00:00:00.000,"terça-feira",1899-12-30 01:30:00.000,"MG","40",117,"LAGOA GRANDE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.657013,-46.392475
152774,2018-08-13 00:00:00.000,"segunda-feira",1899-12-30 10:20:00.000,"MG","381",851,"POUSO ALEGRE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Rural",1,0,1,0,0,0,1,1,-22.24674961,-45.88484143
153041,2018-08-14 00:00:00.000,"terça-feira",1899-12-30 18:05:00.000,"MG","116",761,"LEOPOLDINA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-21.52220233,-42.61798989
157562,2018-09-05 00:00:00.000,"quarta-feira",1899-12-30 22:40:00.000,"MG","381",514,"IGARAPE","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.0906,-44.3137
175973,2018-12-05 00:00:00.000,"quarta-feira",1899-12-30 08:35:00.000,"MG","50",57,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.798,-48.2364
176261,2018-12-06 00:00:00.000,"quinta-feira",1899-12-30 18:30:00.000,"MG","381",821,"CAREACU","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.0854,-45.7026
178550,2018-12-16 00:00:00.000,"domingo",1899-12-30 11:40:00.000,"MG","381",846,"SAO SEBASTIAO DA BELA VISTA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.21160312,-45.86719036
178708,2018-12-16 00:00:00.000,"domingo",1899-12-30 21:43:00.000,"MG","381",569,"ITAGUARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.4199,-44.5318
181263,2018-12-11 00:00:00.000,"terça-feira",1899-12-30 13:30:00.000,"MG","365",636,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.8987,-48.3783
203492,2018-09-03 00:00:00.000,"segunda-feira",1899-12-30 14:45:00.000,"MG","381",249,"SANTANA DO PARAISO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.4717713,-42.54043579
190865,2019-02-12 00:00:00.000,"terça-feira",1899-12-30 07:50:00.000,"MG","365",611,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.90362,-48.18622
194034,2019-02-07 00:00:00.000,"quinta-feira",1899-12-30 12:35:00.000,"MG","116",799,"ALEM PARAIBA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-21.75637,-42.73305
195657,2019-03-07 00:00:00.000,"quinta-feira",1899-12-30 22:55:00.000,"MG","365",480,"PATROCINIO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.89211,-47.06972
199398,2019-03-26 00:00:00.000,"terça-feira",1899-12-30 11:20:00.000,"MG","381",830,"SAO SEBASTIAO DA BELA VISTA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.13939,-45.81344
200393,2019-03-31 00:00:00.000,"domingo",1899-12-30 17:30:00.000,"MG","262",428,"IGARATINGA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.88673,-44.78674
201150,2019-04-04 00:00:00.000,"quinta-feira",1899-12-30 15:20:00.000,"MG","262",405,"PARA DE MINAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.88921,-44.58978
203444,2019-03-30 00:00:00.000,"sábado",1899-12-30 12:30:00.000,"MG","40",518,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.88071,-44.05071
203655,2019-04-12 00:00:00.000,"sexta-feira",1899-12-30 23:25:00.000,"MG","50",174,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.77082,-47.97343
205048,2019-04-22 00:00:00.000,"segunda-feira",1899-12-30 21:10:00.000,"MG","381",499,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.01793,-44.22614
208867,2019-03-30 00:00:00.000,"sábado",1899-12-30 16:15:00.000,"MG","40",523,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.86875,-44.05962
210849,2019-05-21 00:00:00.000,"terça-feira",1899-12-30 04:20:00.000,"MG","40",511,"RIBEIRAO DAS NEVES","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.78164,-44.11733
211069,2019-05-22 00:00:00.000,"quarta-feira",1899-12-30 11:30:00.000,"MG","153",22,"CENTRALINA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.61511,-49.19148
212195,2019-05-28 00:00:00.000,"terça-feira",1899-12-30 09:15:00.000,"MG","251",381,"GRAO MOGOL","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-16.293860000000002,-42.783570000000012
214854,2019-06-02 00:00:00.000,"domingo",1899-12-30 18:50:00.000,"MG","153",43,"CANAPOLIS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.76411,-49.07452
215149,2019-06-12 00:00:00.000,"quarta-feira",1899-12-30 07:45:00.000,"MG","381",481,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95932,-44.08826
217382,2019-06-23 00:00:00.000,"domingo",1899-12-30 02:20:00.000,"MG","40",759,"EWBANK DA CAMARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.52076,-43.523140000000012
217519,2019-06-23 00:00:00.000,"domingo",1899-12-30 17:40:00.000,"MG","381",2,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.98085,-44.16195
220722,2019-07-08 00:00:00.000,"segunda-feira",1899-12-30 10:35:00.000,"MG","40",469,"SETE LAGOAS","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.46099,-44.30122
221036,2019-07-09 00:00:00.000,"terça-feira",1899-12-30 22:30:00.000,"MG","262",913,"CAMPO FLORIDO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.62982,-48.84921
221279,2019-07-11 00:00:00.000,"quinta-feira",1899-12-30 06:10:00.000,"MG","40",525,"CONTAGEM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.88362,-44.05039
224616,2019-07-25 00:00:00.000,"quinta-feira",1899-12-30 19:20:00.000,"MG","365",620,"UBERLANDIA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.9035,-48.28131
224737,2019-07-26 00:00:00.000,"sexta-feira",1899-12-30 13:20:00.000,"MG","381",492,"BETIM","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.96363,-44.16912
226176,2019-08-02 00:00:00.000,"sexta-feira",1899-12-30 15:00:00.000,"MG","381",411,"NOVA UNIAO","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.74235,-43.55371
226309,2019-07-05 00:00:00.000,"sexta-feira",1899-12-30 09:50:00.000,"MG","381",453,"SABARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-19.85198,-43.88851
232889,2019-09-03 00:00:00.000,"terça-feira",1899-12-30 03:45:00.000,"MG","381",452,"SABARA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.8434,-43.88597
233801,2019-09-07 00:00:00.000,"sábado",1899-12-30 09:00:00.000,"MG","50",178,"UBERABA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.77897,-47.940940000000012
