Date,Year,MonthNumber,Month,YearMonth,Quarter,WeekDayNum,WeekDayEngShort,WeekDayRuShort,WorkDayEng,WorkDayRu,WeekNumber,KZT
2016-08-29 00:00:00.000,2016,8,"August","2016-08","Qtr 3",1,"Mon","ПН","workday","будний",36,117
2016-09-05 00:00:00.000,2016,9,"September","2016-09","Qtr 3",1,"Mon","ПН","workday","будний",37,99
2016-09-12 00:00:00.000,2016,9,"September","2016-09","Qtr 3",1,"Mon","ПН","workday","будний",38,83
2016-09-19 00:00:00.000,2016,9,"September","2016-09","Qtr 3",1,"Mon","ПН","workday","будний",39,81
2016-09-26 00:00:00.000,2016,9,"September","2016-09","Qtr 3",1,"Mon","ПН","workday","будний",40,94
2016-10-03 00:00:00.000,2016,10,"October","2016-10","Qtr 4",1,"Mon","ПН","workday","будний",41,115
2016-10-10 00:00:00.000,2016,10,"October","2016-10","Qtr 4",1,"Mon","ПН","workday","будний",42,84
2016-10-17 00:00:00.000,2016,10,"October","2016-10","Qtr 4",1,"Mon","ПН","workday","будний",43,103
2016-10-24 00:00:00.000,2016,10,"October","2016-10","Qtr 4",1,"Mon","ПН","workday","будний",44,98
2016-10-31 00:00:00.000,2016,10,"October","2016-10","Qtr 4",1,"Mon","ПН","workday","будний",45,111
2016-11-07 00:00:00.000,2016,11,"November","2016-11","Qtr 4",1,"Mon","ПН","workday","будний",46,108
2016-11-14 00:00:00.000,2016,11,"November","2016-11","Qtr 4",1,"Mon","ПН","workday","будний",47,113
2016-11-21 00:00:00.000,2016,11,"November","2016-11","Qtr 4",1,"Mon","ПН","workday","будний",48,85
2016-11-28 00:00:00.000,2016,11,"November","2016-11","Qtr 4",1,"Mon","ПН","workday","будний",49,110
2016-12-05 00:00:00.000,2016,12,"December","2016-12","Qtr 4",1,"Mon","ПН","workday","будний",50,100
2016-12-12 00:00:00.000,2016,12,"December","2016-12","Qtr 4",1,"Mon","ПН","workday","будний",51,89
2016-12-19 00:00:00.000,2016,12,"December","2016-12","Qtr 4",1,"Mon","ПН","workday","будний",52,116
2016-12-26 00:00:00.000,2016,12,"December","2016-12","Qtr 4",1,"Mon","ПН","workday","будний",53,88
2017-01-02 00:00:00.000,2017,1,"January","2017-01","Qtr 1",1,"Mon","ПН","workday","будний",2,92
2017-01-09 00:00:00.000,2017,1,"January","2017-01","Qtr 1",1,"Mon","ПН","workday","будний",3,101
2017-01-16 00:00:00.000,2017,1,"January","2017-01","Qtr 1",1,"Mon","ПН","workday","будний",4,114
2017-01-23 00:00:00.000,2017,1,"January","2017-01","Qtr 1",1,"Mon","ПН","workday","будний",5,81
2017-01-30 00:00:00.000,2017,1,"January","2017-01","Qtr 1",1,"Mon","ПН","workday","будний",6,101
2017-02-06 00:00:00.000,2017,2,"February","2017-02","Qtr 1",1,"Mon","ПН","workday","будний",7,101
2017-02-13 00:00:00.000,2017,2,"February","2017-02","Qtr 1",1,"Mon","ПН","workday","будний",8,83
2017-02-20 00:00:00.000,2017,2,"February","2017-02","Qtr 1",1,"Mon","ПН","workday","будний",9,83
2017-02-27 00:00:00.000,2017,2,"February","2017-02","Qtr 1",1,"Mon","ПН","workday","будний",10,106
2017-03-06 00:00:00.000,2017,3,"March","2017-03","Qtr 1",1,"Mon","ПН","workday","будний",11,91
2017-03-13 00:00:00.000,2017,3,"March","2017-03","Qtr 1",1,"Mon","ПН","workday","будний",12,98
2017-03-20 00:00:00.000,2017,3,"March","2017-03","Qtr 1",1,"Mon","ПН","workday","будний",13,83
2017-03-27 00:00:00.000,2017,3,"March","2017-03","Qtr 1",1,"Mon","ПН","workday","будний",14,83
2017-04-03 00:00:00.000,2017,4,"April","2017-04","Qtr 2",1,"Mon","ПН","workday","будний",15,93
2017-04-10 00:00:00.000,2017,4,"April","2017-04","Qtr 2",1,"Mon","ПН","workday","будний",16,110
2017-04-17 00:00:00.000,2017,4,"April","2017-04","Qtr 2",1,"Mon","ПН","workday","будний",17,99
2017-04-24 00:00:00.000,2017,4,"April","2017-04","Qtr 2",1,"Mon","ПН","workday","будний",18,100
2017-05-01 00:00:00.000,2017,5,"May","2017-05","Qtr 2",1,"Mon","ПН","workday","будний",19,84
2017-05-08 00:00:00.000,2017,5,"May","2017-05","Qtr 2",1,"Mon","ПН","workday","будний",20,117
2017-05-15 00:00:00.000,2017,5,"May","2017-05","Qtr 2",1,"Mon","ПН","workday","будний",21,89
2017-05-22 00:00:00.000,2017,5,"May","2017-05","Qtr 2",1,"Mon","ПН","workday","будний",22,117
2017-05-29 00:00:00.000,2017,5,"May","2017-05","Qtr 2",1,"Mon","ПН","workday","будний",23,89
2017-06-05 00:00:00.000,2017,6,"June","2017-06","Qtr 2",1,"Mon","ПН","workday","будний",24,101
2017-06-12 00:00:00.000,2017,6,"June","2017-06","Qtr 2",1,"Mon","ПН","workday","будний",25,102
2017-06-19 00:00:00.000,2017,6,"June","2017-06","Qtr 2",1,"Mon","ПН","workday","будний",26,107
2017-06-26 00:00:00.000,2017,6,"June","2017-06","Qtr 2",1,"Mon","ПН","workday","будний",27,103
2017-07-03 00:00:00.000,2017,7,"July","2017-07","Qtr 3",1,"Mon","ПН","workday","будний",28,107
2017-07-10 00:00:00.000,2017,7,"July","2017-07","Qtr 3",1,"Mon","ПН","workday","будний",29,110
2017-07-17 00:00:00.000,2017,7,"July","2017-07","Qtr 3",1,"Mon","ПН","workday","будний",30,108
2017-07-24 00:00:00.000,2017,7,"July","2017-07","Qtr 3",1,"Mon","ПН","workday","будний",31,89
2017-07-31 00:00:00.000,2017,7,"July","2017-07","Qtr 3",1,"Mon","ПН","workday","будний",32,85
2017-08-07 00:00:00.000,2017,8,"August","2017-08","Qtr 3",1,"Mon","ПН","workday","будний",33,85
2017-08-14 00:00:00.000,2017,8,"August","2017-08","Qtr 3",1,"Mon","ПН","workday","будний",34,102
2017-08-21 00:00:00.000,2017,8,"August","2017-08","Qtr 3",1,"Mon","ПН","workday","будний",35,93
2017-08-28 00:00:00.000,2017,8,"August","2017-08","Qtr 3",1,"Mon","ПН","workday","будний",36,115
2017-09-04 00:00:00.000,2017,9,"September","2017-09","Qtr 3",1,"Mon","ПН","workday","будний",37,84
2017-09-11 00:00:00.000,2017,9,"September","2017-09","Qtr 3",1,"Mon","ПН","workday","будний",38,117
2017-09-18 00:00:00.000,2017,9,"September","2017-09","Qtr 3",1,"Mon","ПН","workday","будний",39,89
2017-09-25 00:00:00.000,2017,9,"September","2017-09","Qtr 3",1,"Mon","ПН","workday","будний",40,100
2017-10-02 00:00:00.000,2017,10,"October","2017-10","Qtr 4",1,"Mon","ПН","workday","будний",41,99
2017-10-09 00:00:00.000,2017,10,"October","2017-10","Qtr 4",1,"Mon","ПН","workday","будний",42,96
2017-10-16 00:00:00.000,2017,10,"October","2017-10","Qtr 4",1,"Mon","ПН","workday","будний",43,111
2017-10-23 00:00:00.000,2017,10,"October","2017-10","Qtr 4",1,"Mon","ПН","workday","будний",44,95
2017-10-30 00:00:00.000,2017,10,"October","2017-10","Qtr 4",1,"Mon","ПН","workday","будний",45,97
2017-11-06 00:00:00.000,2017,11,"November","2017-11","Qtr 4",1,"Mon","ПН","workday","будний",46,86
2017-11-13 00:00:00.000,2017,11,"November","2017-11","Qtr 4",1,"Mon","ПН","workday","будний",47,100
2017-11-20 00:00:00.000,2017,11,"November","2017-11","Qtr 4",1,"Mon","ПН","workday","будний",48,101
2017-11-27 00:00:00.000,2017,11,"November","2017-11","Qtr 4",1,"Mon","ПН","workday","будний",49,98
2017-12-04 00:00:00.000,2017,12,"December","2017-12","Qtr 4",1,"Mon","ПН","workday","будний",50,119
2017-12-11 00:00:00.000,2017,12,"December","2017-12","Qtr 4",1,"Mon","ПН","workday","будний",51,117
2017-12-18 00:00:00.000,2017,12,"December","2017-12","Qtr 4",1,"Mon","ПН","workday","будний",52,88
2017-12-25 00:00:00.000,2017,12,"December","2017-12","Qtr 4",1,"Mon","ПН","workday","будний",53,108
2018-01-01 00:00:00.000,2018,1,"January","2018-01","Qtr 1",1,"Mon","ПН","workday","будний",1,101
2018-01-08 00:00:00.000,2018,1,"January","2018-01","Qtr 1",1,"Mon","ПН","workday","будний",2,89
2018-01-15 00:00:00.000,2018,1,"January","2018-01","Qtr 1",1,"Mon","ПН","workday","будний",3,108
2018-01-22 00:00:00.000,2018,1,"January","2018-01","Qtr 1",1,"Mon","ПН","workday","будний",4,114
2018-01-29 00:00:00.000,2018,1,"January","2018-01","Qtr 1",1,"Mon","ПН","workday","будний",5,88
2018-02-05 00:00:00.000,2018,2,"February","2018-02","Qtr 1",1,"Mon","ПН","workday","будний",6,108
2018-02-12 00:00:00.000,2018,2,"February","2018-02","Qtr 1",1,"Mon","ПН","workday","будний",7,91
2018-02-19 00:00:00.000,2018,2,"February","2018-02","Qtr 1",1,"Mon","ПН","workday","будний",8,103
2018-02-26 00:00:00.000,2018,2,"February","2018-02","Qtr 1",1,"Mon","ПН","workday","будний",9,94
2018-03-05 00:00:00.000,2018,3,"March","2018-03","Qtr 1",1,"Mon","ПН","workday","будний",10,119
2018-03-12 00:00:00.000,2018,3,"March","2018-03","Qtr 1",1,"Mon","ПН","workday","будний",11,98
2018-03-19 00:00:00.000,2018,3,"March","2018-03","Qtr 1",1,"Mon","ПН","workday","будний",12,104
2018-03-26 00:00:00.000,2018,3,"March","2018-03","Qtr 1",1,"Mon","ПН","workday","будний",13,109
2018-04-02 00:00:00.000,2018,4,"April","2018-04","Qtr 2",1,"Mon","ПН","workday","будний",14,91
2018-04-09 00:00:00.000,2018,4,"April","2018-04","Qtr 2",1,"Mon","ПН","workday","будний",15,119
2018-04-16 00:00:00.000,2018,4,"April","2018-04","Qtr 2",1,"Mon","ПН","workday","будний",16,119
2018-04-23 00:00:00.000,2018,4,"April","2018-04","Qtr 2",1,"Mon","ПН","workday","будний",17,92
2018-04-30 00:00:00.000,2018,4,"April","2018-04","Qtr 2",1,"Mon","ПН","workday","будний",18,98
2018-05-07 00:00:00.000,2018,5,"May","2018-05","Qtr 2",1,"Mon","ПН","workday","будний",19,81
2018-05-14 00:00:00.000,2018,5,"May","2018-05","Qtr 2",1,"Mon","ПН","workday","будний",20,92
2018-05-21 00:00:00.000,2018,5,"May","2018-05","Qtr 2",1,"Mon","ПН","workday","будний",21,114
2018-05-28 00:00:00.000,2018,5,"May","2018-05","Qtr 2",1,"Mon","ПН","workday","будний",22,117
2018-06-04 00:00:00.000,2018,6,"June","2018-06","Qtr 2",1,"Mon","ПН","workday","будний",23,101
2018-06-11 00:00:00.000,2018,6,"June","2018-06","Qtr 2",1,"Mon","ПН","workday","будний",24,90
2018-06-18 00:00:00.000,2018,6,"June","2018-06","Qtr 2",1,"Mon","ПН","workday","будний",25,106
2018-06-25 00:00:00.000,2018,6,"June","2018-06","Qtr 2",1,"Mon","ПН","workday","будний",26,116
2018-07-02 00:00:00.000,2018,7,"July","2018-07","Qtr 3",1,"Mon","ПН","workday","будний",27,119
2018-07-09 00:00:00.000,2018,7,"July","2018-07","Qtr 3",1,"Mon","ПН","workday","будний",28,94
2018-07-16 00:00:00.000,2018,7,"July","2018-07","Qtr 3",1,"Mon","ПН","workday","будний",29,115
2018-07-23 00:00:00.000,2018,7,"July","2018-07","Qtr 3",1,"Mon","ПН","workday","будний",30,111
2018-07-30 00:00:00.000,2018,7,"July","2018-07","Qtr 3",1,"Mon","ПН","workday","будний",31,95
2018-08-06 00:00:00.000,2018,8,"August","2018-08","Qtr 3",1,"Mon","ПН","workday","будний",32,107
2018-08-13 00:00:00.000,2018,8,"August","2018-08","Qtr 3",1,"Mon","ПН","workday","будний",33,83
2018-08-20 00:00:00.000,2018,8,"August","2018-08","Qtr 3",1,"Mon","ПН","workday","будний",34,105
2018-08-27 00:00:00.000,2018,8,"August","2018-08","Qtr 3",1,"Mon","ПН","workday","будний",35,109
2018-09-03 00:00:00.000,2018,9,"September","2018-09","Qtr 3",1,"Mon","ПН","workday","будний",36,94
2018-09-10 00:00:00.000,2018,9,"September","2018-09","Qtr 3",1,"Mon","ПН","workday","будний",37,119
2018-09-17 00:00:00.000,2018,9,"September","2018-09","Qtr 3",1,"Mon","ПН","workday","будний",38,114
2018-09-24 00:00:00.000,2018,9,"September","2018-09","Qtr 3",1,"Mon","ПН","workday","будний",39,114
2018-10-01 00:00:00.000,2018,10,"October","2018-10","Qtr 4",1,"Mon","ПН","workday","будний",40,82
2018-10-08 00:00:00.000,2018,10,"October","2018-10","Qtr 4",1,"Mon","ПН","workday","будний",41,112
2018-10-15 00:00:00.000,2018,10,"October","2018-10","Qtr 4",1,"Mon","ПН","workday","будний",42,83
2018-10-22 00:00:00.000,2018,10,"October","2018-10","Qtr 4",1,"Mon","ПН","workday","будний",43,109
2018-10-29 00:00:00.000,2018,10,"October","2018-10","Qtr 4",1,"Mon","ПН","workday","будний",44,88
2018-11-05 00:00:00.000,2018,11,"November","2018-11","Qtr 4",1,"Mon","ПН","workday","будний",45,116
2018-11-12 00:00:00.000,2018,11,"November","2018-11","Qtr 4",1,"Mon","ПН","workday","будний",46,101
2018-11-19 00:00:00.000,2018,11,"November","2018-11","Qtr 4",1,"Mon","ПН","workday","будний",47,99
2018-11-26 00:00:00.000,2018,11,"November","2018-11","Qtr 4",1,"Mon","ПН","workday","будний",48,86
2018-12-03 00:00:00.000,2018,12,"December","2018-12","Qtr 4",1,"Mon","ПН","workday","будний",49,109
2018-12-10 00:00:00.000,2018,12,"December","2018-12","Qtr 4",1,"Mon","ПН","workday","будний",50,100
2018-12-17 00:00:00.000,2018,12,"December","2018-12","Qtr 4",1,"Mon","ПН","workday","будний",51,119
2018-12-24 00:00:00.000,2018,12,"December","2018-12","Qtr 4",1,"Mon","ПН","workday","будний",52,85
2018-12-31 00:00:00.000,2018,12,"December","2018-12","Qtr 4",1,"Mon","ПН","workday","будний",53,112
2019-01-07 00:00:00.000,2019,1,"January","2019-01","Qtr 1",1,"Mon","ПН","workday","будний",2,102
2019-01-14 00:00:00.000,2019,1,"January","2019-01","Qtr 1",1,"Mon","ПН","workday","будний",3,114
2019-01-21 00:00:00.000,2019,1,"January","2019-01","Qtr 1",1,"Mon","ПН","workday","будний",4,82
2019-01-28 00:00:00.000,2019,1,"January","2019-01","Qtr 1",1,"Mon","ПН","workday","будний",5,109
2019-02-04 00:00:00.000,2019,2,"February","2019-02","Qtr 1",1,"Mon","ПН","workday","будний",6,80
2019-02-11 00:00:00.000,2019,2,"February","2019-02","Qtr 1",1,"Mon","ПН","workday","будний",7,95
2019-02-18 00:00:00.000,2019,2,"February","2019-02","Qtr 1",1,"Mon","ПН","workday","будний",8,105
2019-02-25 00:00:00.000,2019,2,"February","2019-02","Qtr 1",1,"Mon","ПН","workday","будний",9,95
2019-03-04 00:00:00.000,2019,3,"March","2019-03","Qtr 1",1,"Mon","ПН","workday","будний",10,80
2019-03-11 00:00:00.000,2019,3,"March","2019-03","Qtr 1",1,"Mon","ПН","workday","будний",11,91
2019-03-18 00:00:00.000,2019,3,"March","2019-03","Qtr 1",1,"Mon","ПН","workday","будний",12,93
2019-03-25 00:00:00.000,2019,3,"March","2019-03","Qtr 1",1,"Mon","ПН","workday","будний",13,84
2019-04-01 00:00:00.000,2019,4,"April","2019-04","Qtr 2",1,"Mon","ПН","workday","будний",14,92
2019-04-08 00:00:00.000,2019,4,"April","2019-04","Qtr 2",1,"Mon","ПН","workday","будний",15,82
2019-04-15 00:00:00.000,2019,4,"April","2019-04","Qtr 2",1,"Mon","ПН","workday","будний",16,89
2019-04-22 00:00:00.000,2019,4,"April","2019-04","Qtr 2",1,"Mon","ПН","workday","будний",17,92
2019-04-29 00:00:00.000,2019,4,"April","2019-04","Qtr 2",1,"Mon","ПН","workday","будний",18,104
2019-05-06 00:00:00.000,2019,5,"May","2019-05","Qtr 2",1,"Mon","ПН","workday","будний",19,88
2019-05-13 00:00:00.000,2019,5,"May","2019-05","Qtr 2",1,"Mon","ПН","workday","будний",20,98
2019-05-20 00:00:00.000,2019,5,"May","2019-05","Qtr 2",1,"Mon","ПН","workday","будний",21,93
2019-05-27 00:00:00.000,2019,5,"May","2019-05","Qtr 2",1,"Mon","ПН","workday","будний",22,108
2019-06-03 00:00:00.000,2019,6,"June","2019-06","Qtr 2",1,"Mon","ПН","workday","будний",23,110
2019-06-10 00:00:00.000,2019,6,"June","2019-06","Qtr 2",1,"Mon","ПН","workday","будний",24,101
2019-06-17 00:00:00.000,2019,6,"June","2019-06","Qtr 2",1,"Mon","ПН","workday","будний",25,95
2019-06-24 00:00:00.000,2019,6,"June","2019-06","Qtr 2",1,"Mon","ПН","workday","будний",26,81
2019-07-01 00:00:00.000,2019,7,"July","2019-07","Qtr 3",1,"Mon","ПН","workday","будний",27,110
2019-07-08 00:00:00.000,2019,7,"July","2019-07","Qtr 3",1,"Mon","ПН","workday","будний",28,97
2019-07-15 00:00:00.000,2019,7,"July","2019-07","Qtr 3",1,"Mon","ПН","workday","будний",29,120
2019-07-22 00:00:00.000,2019,7,"July","2019-07","Qtr 3",1,"Mon","ПН","workday","будний",30,110
2019-07-29 00:00:00.000,2019,7,"July","2019-07","Qtr 3",1,"Mon","ПН","workday","будний",31,108
2019-08-05 00:00:00.000,2019,8,"August","2019-08","Qtr 3",1,"Mon","ПН","workday","будний",32,110
2019-08-12 00:00:00.000,2019,8,"August","2019-08","Qtr 3",1,"Mon","ПН","workday","будний",33,90
2019-08-19 00:00:00.000,2019,8,"August","2019-08","Qtr 3",1,"Mon","ПН","workday","будний",34,118
2019-08-26 00:00:00.000,2019,8,"August","2019-08","Qtr 3",1,"Mon","ПН","workday","будний",35,98
2019-09-02 00:00:00.000,2019,9,"September","2019-09","Qtr 3",1,"Mon","ПН","workday","будний",36,89
2019-09-09 00:00:00.000,2019,9,"September","2019-09","Qtr 3",1,"Mon","ПН","workday","будний",37,97
2019-09-16 00:00:00.000,2019,9,"September","2019-09","Qtr 3",1,"Mon","ПН","workday","будний",38,107
2019-09-23 00:00:00.000,2019,9,"September","2019-09","Qtr 3",1,"Mon","ПН","workday","будний",39,89
2019-09-30 00:00:00.000,2019,9,"September","2019-09","Qtr 3",1,"Mon","ПН","workday","будний",40,84
2019-10-07 00:00:00.000,2019,10,"October","2019-10","Qtr 4",1,"Mon","ПН","workday","будний",41,98
2019-10-14 00:00:00.000,2019,10,"October","2019-10","Qtr 4",1,"Mon","ПН","workday","будний",42,94
2019-10-21 00:00:00.000,2019,10,"October","2019-10","Qtr 4",1,"Mon","ПН","workday","будний",43,86
2019-10-28 00:00:00.000,2019,10,"October","2019-10","Qtr 4",1,"Mon","ПН","workday","будний",44,111
2019-11-04 00:00:00.000,2019,11,"November","2019-11","Qtr 4",1,"Mon","ПН","workday","будний",45,106
2019-11-11 00:00:00.000,2019,11,"November","2019-11","Qtr 4",1,"Mon","ПН","workday","будний",46,99
2019-11-18 00:00:00.000,2019,11,"November","2019-11","Qtr 4",1,"Mon","ПН","workday","будний",47,113
2019-11-25 00:00:00.000,2019,11,"November","2019-11","Qtr 4",1,"Mon","ПН","workday","будний",48,89
2019-12-02 00:00:00.000,2019,12,"December","2019-12","Qtr 4",1,"Mon","ПН","workday","будний",49,112
2019-12-09 00:00:00.000,2019,12,"December","2019-12","Qtr 4",1,"Mon","ПН","workday","будний",50,89
2019-12-16 00:00:00.000,2019,12,"December","2019-12","Qtr 4",1,"Mon","ПН","workday","будний",51,89
2019-12-23 00:00:00.000,2019,12,"December","2019-12","Qtr 4",1,"Mon","ПН","workday","будний",52,103
2019-12-30 00:00:00.000,2019,12,"December","2019-12","Qtr 4",1,"Mon","ПН","workday","будний",53,81
2016-01-05 00:00:00.000,2016,1,"January","2016-01","Qtr 1",2,"Tue","ВТ","workday","будний",2,91
2016-01-12 00:00:00.000,2016,1,"January","2016-01","Qtr 1",2,"Tue","ВТ","workday","будний",3,111
2016-01-19 00:00:00.000,2016,1,"January","2016-01","Qtr 1",2,"Tue","ВТ","workday","будний",4,83
2016-01-26 00:00:00.000,2016,1,"January","2016-01","Qtr 1",2,"Tue","ВТ","workday","будний",5,99
2016-02-02 00:00:00.000,2016,2,"February","2016-02","Qtr 1",2,"Tue","ВТ","workday","будний",6,114
2016-02-09 00:00:00.000,2016,2,"February","2016-02","Qtr 1",2,"Tue","ВТ","workday","будний",7,96
2016-02-16 00:00:00.000,2016,2,"February","2016-02","Qtr 1",2,"Tue","ВТ","workday","будний",8,116
2016-02-23 00:00:00.000,2016,2,"February","2016-02","Qtr 1",2,"Tue","ВТ","workday","будний",9,82
2016-03-01 00:00:00.000,2016,3,"March","2016-03","Qtr 1",2,"Tue","ВТ","workday","будний",10,111
2016-03-08 00:00:00.000,2016,3,"March","2016-03","Qtr 1",2,"Tue","ВТ","workday","будний",11,102
2016-03-15 00:00:00.000,2016,3,"March","2016-03","Qtr 1",2,"Tue","ВТ","workday","будний",12,95
2016-03-22 00:00:00.000,2016,3,"March","2016-03","Qtr 1",2,"Tue","ВТ","workday","будний",13,98
2016-03-29 00:00:00.000,2016,3,"March","2016-03","Qtr 1",2,"Tue","ВТ","workday","будний",14,119
2016-04-05 00:00:00.000,2016,4,"April","2016-04","Qtr 2",2,"Tue","ВТ","workday","будний",15,99
2016-04-12 00:00:00.000,2016,4,"April","2016-04","Qtr 2",2,"Tue","ВТ","workday","будний",16,111
2016-04-19 00:00:00.000,2016,4,"April","2016-04","Qtr 2",2,"Tue","ВТ","workday","будний",17,97
2016-04-26 00:00:00.000,2016,4,"April","2016-04","Qtr 2",2,"Tue","ВТ","workday","будний",18,95
2016-05-03 00:00:00.000,2016,5,"May","2016-05","Qtr 2",2,"Tue","ВТ","workday","будний",19,120
2016-05-10 00:00:00.000,2016,5,"May","2016-05","Qtr 2",2,"Tue","ВТ","workday","будний",20,93
2016-05-17 00:00:00.000,2016,5,"May","2016-05","Qtr 2",2,"Tue","ВТ","workday","будний",21,87
2016-05-24 00:00:00.000,2016,5,"May","2016-05","Qtr 2",2,"Tue","ВТ","workday","будний",22,87
2016-05-31 00:00:00.000,2016,5,"May","2016-05","Qtr 2",2,"Tue","ВТ","workday","будний",23,104
2016-06-07 00:00:00.000,2016,6,"June","2016-06","Qtr 2",2,"Tue","ВТ","workday","будний",24,88
2016-06-14 00:00:00.000,2016,6,"June","2016-06","Qtr 2",2,"Tue","ВТ","workday","будний",25,113
2016-06-21 00:00:00.000,2016,6,"June","2016-06","Qtr 2",2,"Tue","ВТ","workday","будний",26,93
2016-06-28 00:00:00.000,2016,6,"June","2016-06","Qtr 2",2,"Tue","ВТ","workday","будний",27,100
2016-07-05 00:00:00.000,2016,7,"July","2016-07","Qtr 3",2,"Tue","ВТ","workday","будний",28,99
2016-07-12 00:00:00.000,2016,7,"July","2016-07","Qtr 3",2,"Tue","ВТ","workday","будний",29,110
2016-07-19 00:00:00.000,2016,7,"July","2016-07","Qtr 3",2,"Tue","ВТ","workday","будний",30,120
2016-07-26 00:00:00.000,2016,7,"July","2016-07","Qtr 3",2,"Tue","ВТ","workday","будний",31,87
2016-08-02 00:00:00.000,2016,8,"August","2016-08","Qtr 3",2,"Tue","ВТ","workday","будний",32,85
2016-08-09 00:00:00.000,2016,8,"August","2016-08","Qtr 3",2,"Tue","ВТ","workday","будний",33,89
2016-08-16 00:00:00.000,2016,8,"August","2016-08","Qtr 3",2,"Tue","ВТ","workday","будний",34,107
2016-08-23 00:00:00.000,2016,8,"August","2016-08","Qtr 3",2,"Tue","ВТ","workday","будний",35,81
2016-08-30 00:00:00.000,2016,8,"August","2016-08","Qtr 3",2,"Tue","ВТ","workday","будний",36,83
2016-09-06 00:00:00.000,2016,9,"September","2016-09","Qtr 3",2,"Tue","ВТ","workday","будний",37,111
2016-09-13 00:00:00.000,2016,9,"September","2016-09","Qtr 3",2,"Tue","ВТ","workday","будний",38,115
2016-09-20 00:00:00.000,2016,9,"September","2016-09","Qtr 3",2,"Tue","ВТ","workday","будний",39,119
2016-09-27 00:00:00.000,2016,9,"September","2016-09","Qtr 3",2,"Tue","ВТ","workday","будний",40,91
2016-10-04 00:00:00.000,2016,10,"October","2016-10","Qtr 4",2,"Tue","ВТ","workday","будний",41,119
2016-10-11 00:00:00.000,2016,10,"October","2016-10","Qtr 4",2,"Tue","ВТ","workday","будний",42,92
2016-10-18 00:00:00.000,2016,10,"October","2016-10","Qtr 4",2,"Tue","ВТ","workday","будний",43,96
2016-10-25 00:00:00.000,2016,10,"October","2016-10","Qtr 4",2,"Tue","ВТ","workday","будний",44,96
2016-11-01 00:00:00.000,2016,11,"November","2016-11","Qtr 4",2,"Tue","ВТ","workday","будний",45,117
2016-11-08 00:00:00.000,2016,11,"November","2016-11","Qtr 4",2,"Tue","ВТ","workday","будний",46,86
2016-11-15 00:00:00.000,2016,11,"November","2016-11","Qtr 4",2,"Tue","ВТ","workday","будний",47,103
2016-11-22 00:00:00.000,2016,11,"November","2016-11","Qtr 4",2,"Tue","ВТ","workday","будний",48,80
2016-11-29 00:00:00.000,2016,11,"November","2016-11","Qtr 4",2,"Tue","ВТ","workday","будний",49,108
2016-12-06 00:00:00.000,2016,12,"December","2016-12","Qtr 4",2,"Tue","ВТ","workday","будний",50,108
2016-12-13 00:00:00.000,2016,12,"December","2016-12","Qtr 4",2,"Tue","ВТ","workday","будний",51,82
2016-12-20 00:00:00.000,2016,12,"December","2016-12","Qtr 4",2,"Tue","ВТ","workday","будний",52,111
2016-12-27 00:00:00.000,2016,12,"December","2016-12","Qtr 4",2,"Tue","ВТ","workday","будний",53,115
2017-01-03 00:00:00.000,2017,1,"January","2017-01","Qtr 1",2,"Tue","ВТ","workday","будний",2,88
2017-01-10 00:00:00.000,2017,1,"January","2017-01","Qtr 1",2,"Tue","ВТ","workday","будний",3,87
2017-01-17 00:00:00.000,2017,1,"January","2017-01","Qtr 1",2,"Tue","ВТ","workday","будний",4,93
2017-01-24 00:00:00.000,2017,1,"January","2017-01","Qtr 1",2,"Tue","ВТ","workday","будний",5,117
2017-01-31 00:00:00.000,2017,1,"January","2017-01","Qtr 1",2,"Tue","ВТ","workday","будний",6,113
2017-02-07 00:00:00.000,2017,2,"February","2017-02","Qtr 1",2,"Tue","ВТ","workday","будний",7,88
2017-02-14 00:00:00.000,2017,2,"February","2017-02","Qtr 1",2,"Tue","ВТ","workday","будний",8,118
2017-02-21 00:00:00.000,2017,2,"February","2017-02","Qtr 1",2,"Tue","ВТ","workday","будний",9,98
2017-02-28 00:00:00.000,2017,2,"February","2017-02","Qtr 1",2,"Tue","ВТ","workday","будний",10,90
2017-03-07 00:00:00.000,2017,3,"March","2017-03","Qtr 1",2,"Tue","ВТ","workday","будний",11,117
2017-03-14 00:00:00.000,2017,3,"March","2017-03","Qtr 1",2,"Tue","ВТ","workday","будний",12,85
2017-03-21 00:00:00.000,2017,3,"March","2017-03","Qtr 1",2,"Tue","ВТ","workday","будний",13,81
2017-03-28 00:00:00.000,2017,3,"March","2017-03","Qtr 1",2,"Tue","ВТ","workday","будний",14,119
2017-04-04 00:00:00.000,2017,4,"April","2017-04","Qtr 2",2,"Tue","ВТ","workday","будний",15,101
2017-04-11 00:00:00.000,2017,4,"April","2017-04","Qtr 2",2,"Tue","ВТ","workday","будний",16,110
2017-04-18 00:00:00.000,2017,4,"April","2017-04","Qtr 2",2,"Tue","ВТ","workday","будний",17,106
2017-04-25 00:00:00.000,2017,4,"April","2017-04","Qtr 2",2,"Tue","ВТ","workday","будний",18,96
2017-05-02 00:00:00.000,2017,5,"May","2017-05","Qtr 2",2,"Tue","ВТ","workday","будний",19,91
2017-05-09 00:00:00.000,2017,5,"May","2017-05","Qtr 2",2,"Tue","ВТ","workday","будний",20,99
2017-05-16 00:00:00.000,2017,5,"May","2017-05","Qtr 2",2,"Tue","ВТ","workday","будний",21,83
