Property_Number,api_no,well_type,time_from,time_to,activity_phase,event_objective_1,Min of INT1
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-05 00:00:00.000,2019-07-05 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-24 00:00:00.000,2019-06-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-23 00:00:00.000,2019-06-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-24 00:00:00.000,2019-06-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-10 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-24 00:00:00.000,2019-06-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-09 00:00:00.000,2019-07-09 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-23 00:00:00.000,2019-06-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-27 00:00:00.000,2019-06-27 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-28 00:00:00.000,2019-06-28 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-30 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-07-02 00:00:00.000,2019-07-02 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-29 00:00:00.000,2019-06-29 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-23 00:00:00.000,2019-06-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-23 00:00:00.000,2019-06-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"501082","4232943102","HORIZONTAL",2019-06-25 00:00:00.000,2019-06-25 00:00:00.000,"DINT1","INTERMEDIATE",2019-06-22 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-10-01 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-27 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-27 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-27 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-05 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-27 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-21 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-26 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-30 00:00:00.000,2018-09-30 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-25 00:00:00.000,2018-09-25 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-24 00:00:00.000,2018-09-24 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-26 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
"500946","4237139773","HORIZONTAL",2018-09-27 00:00:00.000,2018-09-27 00:00:00.000,"DINT1","INTERMEDIATE",2018-09-19 00:00:00.000
