Year,variable,value
1950,GA,3458000.0
1951,GA,3531000.0
1952,GA,3584000.0
1953,GA,3558000.0
1954,GA,3602000.0
1955,GA,3636000.0
1956,GA,3701000.0
1957,GA,3766000.0
1958,GA,3804000.0
1959,GA,3868000.0
1960,GA,3956000.0
1961,GA,4015000.0
1962,GA,4086000.0
1963,GA,4172000.0
1964,GA,4258000.0
1965,GA,4332000.0
1966,GA,4379000.0
1967,GA,4408000.0
1968,GA,4482000.0
1969,GA,4551000.0
1970,GA,4587930.0
1971,GA,4711550.0
1972,GA,4809490.0
1973,GA,4910374.0
1974,GA,4999419.0
1975,GA,5064075.0
1976,GA,5132812.0
1977,GA,5219697.0
1978,GA,5295751.0
1979,GA,5401384.0
1980,GA,5486174.0
1981,GA,5568345.0
1982,GA,5649792.0
1983,GA,5728250.0
1984,GA,5834954.0
1985,GA,5962661.0
1986,GA,6084666.0
1987,GA,6208467.0
1988,GA,6316142.0
1989,GA,6411099.0
1990,GA,6506531.0
1991,GA,6621279.0
1992,GA,6759474.0
1993,GA,6894092.0
1994,GA,7045900.0
1995,GA,7188538.0
1996,GA,7332225.0
1997,GA,7486094.0
1998,GA,7636522.0
1999,GA,7788240.0
2000,GA,8227303.0
2001,GA,8377038.0
2002,GA,8508256.0
2003,GA,8622793.0
2004,GA,8769252.0
2005,GA,8925922.0
2006,GA,9155813.0
2007,GA,9349988.0
2008,GA,9504843.0
2009,GA,9620846.0
2010,GA,9714464.0
2011,GA,9813201.0
2012,GA,9919000.0
2013,GA,9994759.0
2014,GA,10097343.0
2015,GA,10214860.0
1900,HI,
1901,HI,
1902,HI,
1903,HI,
1904,HI,
1905,HI,
1906,HI,
1907,HI,
1908,HI,
1909,HI,
1910,HI,
1911,HI,
1912,HI,
1913,HI,
1914,HI,
1915,HI,
1916,HI,
1917,HI,
1918,HI,
1919,HI,
1920,HI,
1921,HI,
1922,HI,
1923,HI,
1924,HI,
1925,HI,
1926,HI,
1927,HI,
1928,HI,
1929,HI,
1930,HI,
1931,HI,
1932,HI,
1933,HI,
1934,HI,
1935,HI,
1936,HI,
1937,HI,
1938,HI,
1939,HI,
1940,HI,
1941,HI,
1942,HI,
1943,HI,
1944,HI,
1945,HI,
1946,HI,
1947,HI,
1948,HI,
1949,HI,
1950,HI,498000.0
1951,HI,514000.0
1952,HI,517000.0
1953,HI,510000.0
1954,HI,505000.0
1955,HI,539000.0
1956,HI,559000.0
1957,HI,584000.0
1958,HI,605000.0
1959,HI,622000.0
1960,HI,642000.0
1961,HI,659000.0
1962,HI,684000.0
1963,HI,682000.0
1964,HI,700000.0
1965,HI,704000.0
1966,HI,710000.0
1967,HI,723000.0
1968,HI,734000.0
1969,HI,750000.0
1970,HI,769913.0
1971,HI,801644.0
1972,HI,828331.0
1973,HI,851595.0
1974,HI,867978.0
1975,HI,886160.0
1976,HI,904191.0
1977,HI,918259.0
1978,HI,931584.0
1979,HI,953306.0
1980,HI,967710.0
1981,HI,978195.0
1982,HI,993780.0
1983,HI,1012717.0
1984,HI,1027922.0
1985,HI,1039698.0
1986,HI,1051762.0
1987,HI,1067918.0
1988,HI,1079828.0
1989,HI,1094588.0
1990,HI,1112703.0
1991,HI,1131412.0
1992,HI,1149926.0
1993,HI,1161508.0
1994,HI,1173903.0
1995,HI,1180490.0
1996,HI,1184434.0
1997,HI,1189322.0
1998,HI,1190472.0
1999,HI,1185497.0
2000,HI,1213519.0
2001,HI,1225948.0
2002,HI,1239613.0
2003,HI,1251154.0
2004,HI,1273569.0
2005,HI,1292729.0
2006,HI,1309731.0
2007,HI,1315675.0
2008,HI,1332213.0
2009,HI,1346717.0
2010,HI,1363950.0
2011,HI,1378251.0
2012,HI,1392766.0
2013,HI,1408987.0
2014,HI,1419561.0
2015,HI,1431603.0
1900,IA,2231000.0
1901,IA,2227000.0
1902,IA,2222000.0
1903,IA,2217000.0
1904,IA,2212000.0
1905,IA,2211000.0
1906,IA,2214000.0
1907,IA,2217000.0
1908,IA,2220000.0
1909,IA,2223000.0
1910,IA,2228000.0
1911,IA,2249000.0
1912,IA,2279000.0
1913,IA,2305000.0
1914,IA,2338000.0
1915,IA,2366000.0
1916,IA,2376000.0
1917,IA,2382000.0
1918,IA,2351000.0
1919,IA,2379000.0
1920,IA,2400000.0
1921,IA,2407000.0
1922,IA,2428000.0
1923,IA,2425000.0
1924,IA,2420000.0
1925,IA,2427000.0
1926,IA,2432000.0
1927,IA,2441000.0
1928,IA,2450000.0
1929,IA,2460000.0
1930,IA,2475000.0
1931,IA,2482000.0
1932,IA,2489000.0
1933,IA,2495000.0
1934,IA,2510000.0
1935,IA,2524000.0
1936,IA,2509000.0
1937,IA,2498000.0
1938,IA,2494000.0
1939,IA,2520000.0
1940,IA,2537000.0
1941,IA,2491000.0
1942,IA,2439000.0
1943,IA,2334000.0
1944,IA,2301000.0
1945,IA,2308000.0
1946,IA,2467000.0
1947,IA,2509000.0
1948,IA,2543000.0
1949,IA,2578000.0
1950,IA,2625000.0
1951,IA,2617000.0
1952,IA,2626000.0
1953,IA,2629000.0
1954,IA,2626000.0
1955,IA,2679000.0
1956,IA,2703000.0
1957,IA,2716000.0
1958,IA,2708000.0
1959,IA,2729000.0
1960,IA,2756000.0
1961,IA,2756000.0
1962,IA,2750000.0
1963,IA,2747000.0
1964,IA,2746000.0
1965,IA,2742000.0
1966,IA,2762000.0
1967,IA,2793000.0
1968,IA,2803000.0
1969,IA,2805000.0
1970,IA,2825368.0
1971,IA,2851705.0
1972,IA,2860287.0
1973,IA,2863715.0
1974,IA,2867530.0
1975,IA,2880847.0
1976,IA,2903082.0
1977,IA,2913573.0
1978,IA,2918069.0
1979,IA,2915739.0
1980,IA,2914018.0
1981,IA,2907983.0
1982,IA,2888189.0
1983,IA,2870543.0
1984,IA,2858618.0
1985,IA,2829684.0
1986,IA,2791970.0
1987,IA,2767011.0
1988,IA,2768388.0
1989,IA,2770592.0
1990,IA,2779769.0
1991,IA,2791227.0
1992,IA,2806923.0
1993,IA,2820525.0
1994,IA,2829422.0
1995,IA,2840860.0
1996,IA,2848473.0
1997,IA,2854396.0
1998,IA,2861025.0
1999,IA,2869413.0
2000,IA,2929067.0
2001,IA,2931997.0
2002,IA,2934234.0
2003,IA,2941999.0
2004,IA,2953635.0
2005,IA,2964454.0
2006,IA,2982644.0
2007,IA,2999212.0
2008,IA,3016734.0
2009,IA,3032870.0
2010,IA,3050295.0
2011,IA,3064904.0
2012,IA,3075935.0
2013,IA,3092341.0
2014,IA,3107126.0
2015,IA,3123899.0
1900,ID,163000.0
1901,ID,176000.0
1902,ID,199000.0
1903,ID,216000.0
1904,ID,229000.0
1905,ID,246000.0
1906,ID,262000.0
1907,ID,277000.0
1908,ID,291000.0
1909,ID,311000.0
1910,ID,329000.0
1911,ID,343000.0
1912,ID,359000.0
1913,ID,371000.0
1914,ID,384000.0
1915,ID,394000.0
1916,ID,405000.0
1917,ID,413000.0
1918,ID,405000.0
1919,ID,424000.0
1920,ID,433000.0
1921,ID,435000.0
1922,ID,436000.0
1923,ID,436000.0
1924,ID,434000.0
1925,ID,436000.0
1926,ID,441000.0
1927,ID,447000.0
1928,ID,449000.0
1929,ID,447000.0
1930,ID,447000.0
1931,ID,454000.0
1932,ID,459000.0
1933,ID,464000.0
1934,ID,473000.0
1935,ID,481000.0
1936,ID,495000.0
1937,ID,507000.0
1938,ID,513000.0
1939,ID,521000.0
1940,ID,522000.0
1941,ID,501000.0
1942,ID,478000.0
1943,ID,500000.0
1944,ID,529000.0
1945,ID,507000.0
1946,ID,509000.0
1947,ID,522000.0
1948,ID,551000.0
1949,ID,570000.0
1950,ID,590000.0
1951,ID,589000.0
1952,ID,587000.0
1953,ID,596000.0
1954,ID,600000.0
1955,ID,618000.0
1956,ID,628000.0
1957,ID,642000.0
1958,ID,646000.0
1959,ID,657000.0
1960,ID,671000.0
1961,ID,684000.0
1962,ID,692000.0
1963,ID,683000.0
1964,ID,680000.0
1965,ID,686000.0
1966,ID,689000.0
1967,ID,688000.0
1968,ID,695000.0
1969,ID,707000.0
1970,ID,713015.0
1971,ID,738753.0
1972,ID,763237.0
1973,ID,782074.0
1974,ID,807990.0
1975,ID,831982.0
1976,ID,856983.0
1977,ID,883469.0
1978,ID,910690.0
1979,ID,932627.0
1980,ID,947983.0
1981,ID,962204.0
1982,ID,973721.0
1983,ID,981869.0
1984,ID,990839.0
1985,ID,994051.0
1986,ID,990224.0
1987,ID,984997.0
1988,ID,985664.0
1989,ID,994416.0
1990,ID,1011882.0
1991,ID,1038915.0
1992,ID,1066490.0
1993,ID,1101204.0
1994,ID,1135459.0
1995,ID,1165000.0
1996,ID,1187706.0
1997,ID,1210638.0
1998,ID,1230923.0
1999,ID,1251700.0
2000,ID,1299430.0
2001,ID,1319962.0
2002,ID,1340372.0
2003,ID,1363380.0
2004,ID,1391802.0
2005,ID,1428241.0
2006,ID,1468669.0
2007,ID,1505105.0
2008,ID,1534320.0
2009,ID,1554439.0
2010,ID,1570639.0
2011,ID,1583780.0
2012,ID,1595590.0
2013,ID,1612843.0
2014,ID,1634464.0
2015,ID,1654930.0
1900,IL,4828000.0
1901,IL,4914000.0
1902,IL,4992000.0
1903,IL,5071000.0
1904,IL,5161000.0
1905,IL,5241000.0
1906,IL,5309000.0
1907,IL,5384000.0
1908,IL,5474000.0
1909,IL,5567000.0
1910,IL,5668000.0
1911,IL,5757000.0
1912,IL,5828000.0
1913,IL,5961000.0
1914,IL,6109000.0
1915,IL,6194000.0
1916,IL,6274000.0
1917,IL,6313000.0
1918,IL,6275000.0
1919,IL,6392000.0
1920,IL,6663000.0
1921,IL,6858000.0
1922,IL,6958000.0
1923,IL,7068000.0
1924,IL,7215000.0
1925,IL,7306000.0
1926,IL,7395000.0
1927,IL,7519000.0
1928,IL,7576000.0
1929,IL,7606000.0
1930,IL,7644000.0
1931,IL,7687000.0
1932,IL,7736000.0
1933,IL,7768000.0
1934,IL,7772000.0
1935,IL,7797000.0
1936,IL,7840000.0
1937,IL,7857000.0
1938,IL,7866000.0
1939,IL,7890000.0
1940,IL,7905000.0
1941,IL,7995000.0
1942,IL,8057000.0
1943,IL,7761000.0
1944,IL,7719000.0
1945,IL,7601000.0
1946,IL,8155000.0
1947,IL,8341000.0
1948,IL,8552000.0
1949,IL,8670000.0
1950,IL,8738000.0
1951,IL,8790000.0
1952,IL,8956000.0
1953,IL,9065000.0
1954,IL,9252000.0
1955,IL,9435000.0
1956,IL,9530000.0
1957,IL,9668000.0
1958,IL,9886000.0
1959,IL,9986000.0
1960,IL,10086000.0
1961,IL,10130000.0
1962,IL,10280000.0
1963,IL,10402000.0
1964,IL,10580000.0
1965,IL,10693000.0
1966,IL,10836000.0
1967,IL,10947000.0
1968,IL,10995000.0
1969,IL,11039000.0
1970,IL,11110285.0
1971,IL,11202397.0
1972,IL,11251948.0
1973,IL,11251367.0
1974,IL,11262145.0
1975,IL,11291743.0
1976,IL,11342853.0
1977,IL,11386316.0
1978,IL,11412561.0
1979,IL,11396837.0
1980,IL,11434702.0
1981,IL,11443458.0
1982,IL,11423412.0
1983,IL,11408818.0
1984,IL,11412132.0
1985,IL,11399806.0
1986,IL,11387257.0
1987,IL,11391178.0
1988,IL,11390183.0
1989,IL,11409782.0
1990,IL,11446979.0
1991,IL,11535973.0
1992,IL,11635197.0
1993,IL,11725984.0
1994,IL,11804986.0
1995,IL,11884935.0
1996,IL,11953003.0
1997,IL,12011509.0
1998,IL,12069774.0
1999,IL,12128370.0
2000,IL,12434161.0
2001,IL,12488445.0
2002,IL,12525556.0
2003,IL,12556006.0
2004,IL,12589773.0
2005,IL,12609903.0
2006,IL,12643955.0
2007,IL,12695866.0
2008,IL,12747038.0
2009,IL,12796778.0
2010,IL,12840097.0
2011,IL,12858725.0
2012,IL,12873763.0
2013,IL,12890552.0
2014,IL,12880580.0
2015,IL,12859995.0
1900,IN,2518000.0
1901,IN,2541000.0
1902,IN,2567000.0
1903,IN,2594000.0
1904,IN,2614000.0
1905,IN,2635000.0
1906,IN,2663000.0
1907,IN,2679000.0
1908,IN,2677000.0
1909,IN,2678000.0
1910,IN,2713000.0
1911,IN,2751000.0
1912,IN,2785000.0
1913,IN,2824000.0
1914,IN,2857000.0
1915,IN,2873000.0
1916,IN,2897000.0
1917,IN,2910000.0
1918,IN,2880000.0
1919,IN,2906000.0
1920,IN,2947000.0
1921,IN,2976000.0
1922,IN,2965000.0
1923,IN,3042000.0
1924,IN,3086000.0
1925,IN,3119000.0
1926,IN,3148000.0
1927,IN,3191000.0
1928,IN,3212000.0
1929,IN,3226000.0
1930,IN,3242000.0
1931,IN,3257000.0
1932,IN,3281000.0
1933,IN,3304000.0
1934,IN,3319000.0
1935,IN,3332000.0
1936,IN,3348000.0
1937,IN,3374000.0
1938,IN,3386000.0
1939,IN,3403000.0
1940,IN,3433000.0
1941,IN,3483000.0
1942,IN,3507000.0
1943,IN,3449000.0
1944,IN,3440000.0
1945,IN,3427000.0
1946,IN,3702000.0
1947,IN,3779000.0
1948,IN,3877000.0
1949,IN,3958000.0
1950,IN,3967000.0
1951,IN,4096000.0
1952,IN,4148000.0
1953,IN,4182000.0
1954,IN,4264000.0
1955,IN,4363000.0
1956,IN,4458000.0
1957,IN,4529000.0
1958,IN,4583000.0
1959,IN,4613000.0
1960,IN,4674000.0
1961,IN,4730000.0
1962,IN,4736000.0
1963,IN,4799000.0
1964,IN,4856000.0
1965,IN,4922000.0
1966,IN,4999000.0
1967,IN,5053000.0
1968,IN,5093000.0
1969,IN,5143000.0
1970,IN,5195392.0
1971,IN,5253396.0
1972,IN,5302435.0
1973,IN,5338277.0
1974,IN,5361890.0
1975,IN,5365766.0
1976,IN,5389088.0
1977,IN,5425638.0
1978,IN,5470214.0
1979,IN,5501174.0
1980,IN,5490721.0
1981,IN,5480435.0
1982,IN,5467922.0
1983,IN,5450395.0
1984,IN,5458322.0
1985,IN,5459211.0
1986,IN,5454108.0
1987,IN,5473012.0
1988,IN,5491735.0
1989,IN,5523693.0
1990,IN,5555097.0
1991,IN,5602062.0
1992,IN,5648649.0
1993,IN,5701965.0
1994,IN,5745626.0
1995,IN,5791819.0
1996,IN,5834908.0
1997,IN,5872370.0
1998,IN,5907617.0
1999,IN,5942901.0
2000,IN,6091866.0
2001,IN,6127760.0
2002,IN,6155967.0
2003,IN,6196638.0
2004,IN,6233007.0
2005,IN,6278616.0
2006,IN,6332669.0
2007,IN,6379599.0
2008,IN,6424806.0
2009,IN,6459325.0
2010,IN,6490308.0
2011,IN,6516560.0
2012,IN,6537632.0
2013,IN,6570713.0
2014,IN,6596855.0
2015,IN,6619680.0
1900,KS,1473000.0
1901,KS,1490000.0
1902,KS,1505000.0
1903,KS,1498000.0
1904,KS,1527000.0
1905,KS,1555000.0
1906,KS,1576000.0
1907,KS,1612000.0
1908,KS,1629000.0
1909,KS,1658000.0
1910,KS,1692000.0
1911,KS,1684000.0
1912,KS,1671000.0
1913,KS,1663000.0
1914,KS,1662000.0
1915,KS,1687000.0
1916,KS,1727000.0
1917,KS,1748000.0
1918,KS,1729000.0
1919,KS,1756000.0
1920,KS,1769000.0
1921,KS,1779000.0
1922,KS,1799000.0
1923,KS,1808000.0
1924,KS,1807000.0
1925,KS,1825000.0
1926,KS,1836000.0
1927,KS,1836000.0
1928,KS,1850000.0
1929,KS,1867000.0
1930,KS,1883000.0
1931,KS,1881000.0
1932,KS,1883000.0
1933,KS,1877000.0
1934,KS,1868000.0
1935,KS,1872000.0
1936,KS,1869000.0
1937,KS,1856000.0
1938,KS,1842000.0
1939,KS,1824000.0
1940,KS,1788000.0
1941,KS,1765000.0
1942,KS,1760000.0
1943,KS,1796000.0
1944,KS,1779000.0
1945,KS,1731000.0
1946,KS,1805000.0
1947,KS,1853000.0
1948,KS,1892000.0
1949,KS,1925000.0
1950,KS,1916000.0
1951,KS,1950000.0
1952,KS,1977000.0
1953,KS,1994000.0
1954,KS,2042000.0
1955,KS,2093000.0
1956,KS,2119000.0
1957,KS,2128000.0
1958,KS,2142000.0
1959,KS,2160000.0
1960,KS,2183000.0
1961,KS,2215000.0
1962,KS,2231000.0
1963,KS,2217000.0
1964,KS,2209000.0
1965,KS,2206000.0
1966,KS,2200000.0
1967,KS,2197000.0
1968,KS,2216000.0
1969,KS,2236000.0
1970,KS,2249071.0
1971,KS,2246600.0
1972,KS,2256375.0
1973,KS,2265603.0
1974,KS,2269499.0
1975,KS,2280578.0
1976,KS,2301001.0
1977,KS,2320647.0
1978,KS,2335657.0
1979,KS,2350906.0
1980,KS,2369039.0
1981,KS,2384849.0
1982,KS,2401202.0
1983,KS,2415531.0
1984,KS,2424086.0
1985,KS,2427405.0
1986,KS,2432619.0
1987,KS,2445367.0
1988,KS,2461996.0
1989,KS,2472849.0
1990,KS,2480683.0
1991,KS,2495209.0
1992,KS,2526042.0
1993,KS,2547605.0
1994,KS,2569118.0
1995,KS,2586942.0
1996,KS,2598266.0
1997,KS,2616339.0
1998,KS,2638667.0
1999,KS,2654052.0
2000,KS,2693681.0
2001,KS,2702162.0
2002,KS,2713535.0
2003,KS,2723004.0
2004,KS,2734373.0
2005,KS,2745299.0
2006,KS,2762931.0
2007,KS,2783785.0
2008,KS,2808076.0
2009,KS,2832704.0
2010,KS,2858949.0
2011,KS,2869965.0
2012,KS,2885966.0
2013,KS,2895801.0
2014,KS,2904021.0
2015,KS,2911641.0
1900,KY,2148000.0
1901,KY,2162000.0
1902,KY,2177000.0
1903,KY,2191000.0
1904,KY,2205000.0
1905,KY,2220000.0
1906,KY,2234000.0
1907,KY,2249000.0
1908,KY,2263000.0
1909,KY,2278000.0
1910,KY,2299000.0
1911,KY,2324000.0
1912,KY,2347000.0
1913,KY,2374000.0
1914,KY,2395000.0
1915,KY,2401000.0
1916,KY,2411000.0
1917,KY,2421000.0
1918,KY,2425000.0
1919,KY,2413000.0
1920,KY,2421000.0
1921,KY,2436000.0
1922,KY,2450000.0
1923,KY,2480000.0
1924,KY,2531000.0
1925,KY,2520000.0
1926,KY,2545000.0
1927,KY,2551000.0
1928,KY,2567000.0
1929,KY,2606000.0
1930,KY,2623000.0
1931,KY,2652000.0
1932,KY,2676000.0
1933,KY,2698000.0
1934,KY,2722000.0
1935,KY,2748000.0
1936,KY,2768000.0
1937,KY,2784000.0
1938,KY,2800000.0
1939,KY,2825000.0
1940,KY,2859000.0
1941,KY,2824000.0
1942,KY,2797000.0
1943,KY,2693000.0
1944,KY,2631000.0
1945,KY,2597000.0
1946,KY,2761000.0
1947,KY,2803000.0
1948,KY,2817000.0
1949,KY,2849000.0
1950,KY,2936000.0
1951,KY,2941000.0
1952,KY,2920000.0
1953,KY,2903000.0
1954,KY,2902000.0
1955,KY,2910000.0
1956,KY,2898000.0
1957,KY,2928000.0
1958,KY,2961000.0
1959,KY,2999000.0
1960,KY,3041000.0
1961,KY,3054000.0
1962,KY,3079000.0
1963,KY,3096000.0
1964,KY,3129000.0
1965,KY,3140000.0
1966,KY,3147000.0
1967,KY,3172000.0
1968,KY,3195000.0
1969,KY,3198000.0
1970,KY,3220711.0
1971,KY,3298053.0
1972,KY,3335728.0
1973,KY,3371024.0
1974,KY,3416315.0
1975,KY,3467769.0
1976,KY,3529257.0
1977,KY,3573693.0
1978,KY,3609976.0
1979,KY,3641804.0
1980,KY,3664221.0
1981,KY,3670394.0
1982,KY,3683445.0
1983,KY,3694484.0
1984,KY,3695453.0
1985,KY,3694826.0
1986,KY,3687809.0
1987,KY,3683329.0
1988,KY,3679999.0
1989,KY,3677306.0
1990,KY,3692584.0
1991,KY,3714686.0
1992,KY,3756358.0
1993,KY,3792288.0
1994,KY,3823215.0
1995,KY,3855248.0
1996,KY,3881051.0
1997,KY,3907816.0
1998,KY,3934310.0
1999,KY,3960825.0
2000,KY,4049021.0
2001,KY,4068132.0
2002,KY,4089875.0
2003,KY,4117170.0
2004,KY,4146101.0
2005,KY,4182742.0
2006,KY,4219239.0
2007,KY,4256672.0
2008,KY,4289878.0
2009,KY,4317074.0
2010,KY,4349838.0
2011,KY,4370038.0
2012,KY,4383465.0
2013,KY,4399583.0
2014,KY,4413457.0
2015,KY,4425092.0
1900,LA,1384000.0
1901,LA,1412000.0
1902,LA,1440000.0
1903,LA,1467000.0
1904,LA,1495000.0
1905,LA,1523000.0
1906,LA,1551000.0
1907,LA,1579000.0
1908,LA,1607000.0
1909,LA,1634000.0
1910,LA,1667000.0
1911,LA,1695000.0
1912,LA,1709000.0
1913,LA,1727000.0
1914,LA,1740000.0
1915,LA,1755000.0
1916,LA,1799000.0
1917,LA,1795000.0
1918,LA,1746000.0
1919,LA,1756000.0
1920,LA,1813000.0
1921,LA,1847000.0
1922,LA,1871000.0
1923,LA,1903000.0
1924,LA,1939000.0
1925,LA,1972000.0
1926,LA,2005000.0
1927,LA,2039000.0
1928,LA,2064000.0
1929,LA,2086000.0
1930,LA,2105000.0
1931,LA,2124000.0
1932,LA,2155000.0
1933,LA,2178000.0
1934,LA,2202000.0
1935,LA,2228000.0
1936,LA,2246000.0
1937,LA,2257000.0
1938,LA,2285000.0
1939,LA,2334000.0
1940,LA,2370000.0
1941,LA,2484000.0
1942,LA,2546000.0
1943,LA,2565000.0
1944,LA,2508000.0
1945,LA,2429000.0
1946,LA,2556000.0
1947,LA,2579000.0
1948,LA,2596000.0
1949,LA,2634000.0
1950,LA,2697000.0
1951,LA,2769000.0
1952,LA,2842000.0
1953,LA,2866000.0
1954,LA,2883000.0
1955,LA,2946000.0
1956,LA,3032000.0
1957,LA,3115000.0
1958,LA,3155000.0
1959,LA,3208000.0
1960,LA,3260000.0
1961,LA,3287000.0
1962,LA,3345000.0
1963,LA,3377000.0
1964,LA,3446000.0
1965,LA,3496000.0
1966,LA,3550000.0
1967,LA,3581000.0
1968,LA,3603000.0
1969,LA,3619000.0
1970,LA,3644637.0
1971,LA,3710487.0
1972,LA,3761646.0
1973,LA,3788375.0
1974,LA,3820109.0
1975,LA,3886104.0
1976,LA,3950605.0
1977,LA,4014459.0
1978,LA,4068579.0
1979,LA,4137665.0
1980,LA,4223101.0
1981,LA,4283303.0
1982,LA,4352608.0
1983,LA,4395316.0
1984,LA,4400477.0
1985,LA,4408118.0
1986,LA,4406919.0
1987,LA,4344148.0
1988,LA,4288863.0
1989,LA,4252894.0
1990,LA,4219179.0
1991,LA,4240950.0
1992,LA,4270849.0
1993,LA,4284749.0
1994,LA,4306500.0
1995,LA,4327978.0
1996,LA,4338763.0
1997,LA,4351390.0
1998,LA,4362758.0
1999,LA,4372035.0
2000,LA,4471885.0
2001,LA,4477875.0
2002,LA,4497267.0
2003,LA,4521042.0
2004,LA,4552238.0
2005,LA,4576628.0
2006,LA,4302665.0
2007,LA,4375581.0
2008,LA,4435586.0
2009,LA,4491648.0
2010,LA,4545581.0
2011,LA,4575972.0
2012,LA,4604744.0
2013,LA,4629284.0
2014,LA,4649676.0
2015,LA,4670724.0
1900,MA,2788000.0
1901,MA,2794000.0
1902,MA,2856000.0
1903,MA,2924000.0
1904,MA,2969000.0
1905,MA,3018000.0
1906,MA,3107000.0
1907,MA,3183000.0
1908,MA,3251000.0
1909,MA,3316000.0
1910,MA,3365000.0
1911,MA,3383000.0
1912,MA,3440000.0
1913,MA,3534000.0
1914,MA,3636000.0
1915,MA,3705000.0
1916,MA,3726000.0
1917,MA,3738000.0
1918,MA,3695000.0
1919,MA,3785000.0
1920,MA,3882000.0
1921,MA,3951000.0
1922,MA,4010000.0
1923,MA,4057000.0
1924,MA,4102000.0
1925,MA,4154000.0
1926,MA,4194000.0
1927,MA,4223000.0
1928,MA,4217000.0
1929,MA,4229000.0
1930,MA,4250000.0
1931,MA,4248000.0
1932,MA,4259000.0
1933,MA,4282000.0
1934,MA,4305000.0
1935,MA,4343000.0
1936,MA,4355000.0
1937,MA,4358000.0
1938,MA,4365000.0
1939,MA,4347000.0
1940,MA,4318000.0
1941,MA,4389000.0
1942,MA,4370000.0
1943,MA,4257000.0
1944,MA,4192000.0
1945,MA,4201000.0
1946,MA,4494000.0
1947,MA,4580000.0
1948,MA,4674000.0
1949,MA,4741000.0
1950,MA,4686000.0
1951,MA,4654000.0
1952,MA,4650000.0
1953,MA,4806000.0
1954,MA,4910000.0
1955,MA,4882000.0
1956,MA,4891000.0
1957,MA,4929000.0
1958,MA,5010000.0
1959,MA,5117000.0
1960,MA,5160000.0
1961,MA,5219000.0
1962,MA,5263000.0
1963,MA,5344000.0
1964,MA,5448000.0
1965,MA,5502000.0
1966,MA,5535000.0
1967,MA,5594000.0
1968,MA,5618000.0
1969,MA,5650000.0
1970,MA,5689170.0
1971,MA,5737580.0
1972,MA,5760302.0
1973,MA,5781172.0
1974,MA,5773548.0
1975,MA,5757756.0
1976,MA,5743672.0
1977,MA,5738199.0
1978,MA,5736469.0
1979,MA,5738404.0
1980,MA,5746075.0
1981,MA,5768685.0
1982,MA,5771222.0
1983,MA,5799407.0
1984,MA,5840773.0
1985,MA,5880733.0
1986,MA,5902678.0
1987,MA,5935204.0
1988,MA,5979982.0
1989,MA,6015478.0
1990,MA,6018664.0
1991,MA,5998652.0
1992,MA,5993474.0
1993,MA,6010884.0
1994,MA,6031352.0
1995,MA,6062335.0
1996,MA,6085393.0
1997,MA,6115476.0
1998,MA,6144407.0
1999,MA,6175169.0
2000,MA,6361104.0
2001,MA,6397634.0
2002,MA,6417206.0
2003,MA,6422565.0
2004,MA,6412281.0
2005,MA,6403290.0
2006,MA,6410084.0
2007,MA,6431559.0
2008,MA,6468967.0
2009,MA,6517613.0
2010,MA,6564073.0
2011,MA,6612270.0
2012,MA,6655829.0
2013,MA,6708874.0
2014,MA,6745408.0
2015,MA,6794422.0
1900,MD,1189000.0
1901,MD,1200000.0
1902,MD,1210000.0
1903,MD,1209000.0
1904,MD,1217000.0
1905,MD,1237000.0
1906,MD,1251000.0
1907,MD,1257000.0
1908,MD,1269000.0
1909,MD,1289000.0
1910,MD,1302000.0
1911,MD,1324000.0
1912,MD,1345000.0
1913,MD,1368000.0
1914,MD,1389000.0
1915,MD,1401000.0
1916,MD,1415000.0
1917,MD,1428000.0
1918,MD,1467000.0
1919,MD,1445000.0
1920,MD,1464000.0
1921,MD,1492000.0
1922,MD,1509000.0
1923,MD,1521000.0
1924,MD,1537000.0
1925,MD,1556000.0
1926,MD,1576000.0
1927,MD,1599000.0
1928,MD,1610000.0
1929,MD,1621000.0
1930,MD,1636000.0
1931,MD,1657000.0
1932,MD,1678000.0
1933,MD,1694000.0
1934,MD,1710000.0
1935,MD,1729000.0
1936,MD,1745000.0
1937,MD,1754000.0
1938,MD,1766000.0
1939,MD,1793000.0
1940,MD,1839000.0
1941,MD,1913000.0
1942,MD,1998000.0
1943,MD,2089000.0
1944,MD,2118000.0
1945,MD,2096000.0
1946,MD,2214000.0
1947,MD,2248000.0
1948,MD,2271000.0
1949,MD,2329000.0
1950,MD,2355000.0
1951,MD,2441000.0
1952,MD,2500000.0
1953,MD,2567000.0
1954,MD,2685000.0
1955,MD,2742000.0
1956,MD,2811000.0
1957,MD,2873000.0
1958,MD,2982000.0
1959,MD,3066000.0
1960,MD,3113000.0
1961,MD,3176000.0
1962,MD,3263000.0
1963,MD,3386000.0
1964,MD,3492000.0
1965,MD,3600000.0
1966,MD,3695000.0
1967,MD,3757000.0
1968,MD,3815000.0
1969,MD,3868000.0
1970,MD,3923897.0
1971,MD,4018324.0
1972,MD,4073499.0
1973,MD,4097974.0
1974,MD,4118815.0
1975,MD,4139096.0
1976,MD,4150539.0
1977,MD,4169595.0
1978,MD,4183603.0
1979,MD,4191160.0
1980,MD,4227643.0
1981,MD,4261905.0
1982,MD,4282923.0
1983,MD,4313327.0
1984,MD,4365243.0
1985,MD,4413071.0
1986,MD,4486957.0
