Year,variable,value
2005,Washington,296100700000
2006,Washington,317167200000
2007,Washington,346442800000
2008,Washington,355677800000
2009,Washington,353632000000
2010,Washington,365551900000
2011,Washington,379539000000
2012,Washington,400863300000
2013,Washington,419345000000
2014,Washington,442201300000
2015,Washington,470329300000
2016,Washington,491358200000
2017,Washington,524814600000
2018,Washington,565831000000
1997,West Virginia,38839700000
1998,West Virginia,40086100000
1999,West Virginia,41831000000
2000,West Virginia,42606900000
2001,West Virginia,43977600000
2002,West Virginia,45433700000
2003,West Virginia,46667900000
2004,West Virginia,49271700000
2005,West Virginia,53259000000
2006,West Virginia,56530000000
2007,West Virginia,58635800000
2008,West Virginia,62066700000
2009,West Virginia,62957800000
2010,West Virginia,65274100000
2011,West Virginia,68524900000
2012,West Virginia,69399000000
2013,West Virginia,71037600000
2014,West Virginia,71919200000
2015,West Virginia,70281000000
2016,West Virginia,69721400000
2017,West Virginia,73162900000
2018,West Virginia,77437600000
1997,Wisconsin,153240700000
1998,Wisconsin,162523000000
1999,Wisconsin,172258100000
2000,Wisconsin,180539000000
2001,Wisconsin,187939300000
2002,Wisconsin,194813100000
2003,Wisconsin,203134700000
2004,Wisconsin,215138900000
2005,Wisconsin,225697900000
2006,Wisconsin,235708600000
2007,Wisconsin,243766700000
2008,Wisconsin,244759900000
2009,Wisconsin,245539000000
2010,Wisconsin,254354100000
2011,Wisconsin,263881600000
2012,Wisconsin,274343900000
2013,Wisconsin,282384600000
2014,Wisconsin,293884600000
2015,Wisconsin,305816500000
2016,Wisconsin,313532400000
2017,Wisconsin,321987700000
2018,Wisconsin,336294000000
1997,Wyoming,14724300000
1998,Wyoming,14928200000
1999,Wyoming,15710900000
2000,Wyoming,17205400000
2001,Wyoming,18660700000
2002,Wyoming,19115600000
2003,Wyoming,21027500000
2004,Wyoming,23186700000
2005,Wyoming,27177600000
2006,Wyoming,32405100000
2007,Wyoming,36602500000
2008,Wyoming,42540400000
2009,Wyoming,36042200000
2010,Wyoming,37401200000
2011,Wyoming,39370700000
2012,Wyoming,38431700000
2013,Wyoming,38922500000
2014,Wyoming,39436100000
2015,Wyoming,37721500000
2016,Wyoming,35740300000
2017,Wyoming,37453600000
2018,Wyoming,39118500000
