Store_ID,Product_ID,Stock_On_Hand,hold on price
43,8,71,496.29
43,10,49,734.51
43,13,12,251.88
43,14,16,175.84
43,17,18,359.82
43,18,16,639.84
43,19,17,271.83
43,21,9,89.91
43,23,2,19.98
43,24,16,319.84
43,25,55,164.45
43,26,6,149.94
43,27,29,144.71
43,29,9,179.91
43,30,14,279.86
43,31,18,161.82
43,32,38,569.62
43,33,5,64.95
43,34,7,181.93
44,3,19,75.81
44,5,14,139.86
44,6,2,29.98
44,7,17,271.83
44,8,33,230.67
44,10,41,614.59
44,14,7,76.93
44,18,117,4678.83
44,24,6,119.94
44,25,26,77.74
44,27,24,119.76
44,30,26,519.74
44,32,29,434.71
44,34,22,571.78
45,1,26,415.74
45,2,23,298.77
45,3,63,251.37
45,7,15,239.85
45,10,42,629.58
45,13,15,314.85
45,14,18,197.82
45,15,19,113.81
45,18,14,559.86
45,19,75,1199.25
45,21,14,139.86
45,23,16,159.84
45,24,26,519.74
45,25,57,170.43
45,26,14,349.86
45,27,14,69.86
45,30,36,719.64
45,31,6,53.94
45,32,6,89.94
45,33,7,90.93
46,1,11,175.89
46,3,24,95.76
46,6,65,974.35
46,7,15,239.85
46,8,74,517.26
46,9,22,241.78
46,10,71,1064.29
46,11,12,251.88
46,12,13,155.87
46,13,6,125.94
46,14,29,318.71
46,15,6,35.94
46,17,40,799.6
46,18,21,839.79
46,19,58,927.42
46,21,2,19.98
46,23,23,229.77
46,25,37,110.63
46,26,14,349.86
46,27,25,124.75
46,28,1,10.99
46,30,9,179.91
46,31,13,116.87
46,33,11,142.89
46,34,24,623.76
47,1,11,175.89
47,2,15,194.85
47,3,74,295.26
47,6,11,164.89
47,8,70,489.3
47,9,6,65.94
47,10,20,299.8
47,12,5,59.95
47,13,15,314.85
47,14,11,120.89
47,18,12,479.88
47,19,68,1087.32
47,21,25,249.75
47,23,29,289.71
47,24,24,479.76
47,25,14,41.86
47,26,23,574.77
47,27,36,179.64
47,30,36,719.64
47,31,48,431.52
47,32,6,89.94
47,33,13,168.87
48,2,23,298.77
48,3,35,139.65
48,4,15,194.85
48,5,9,89.91
48,6,6,89.94
48,7,28,447.72
48,8,100,699
48,9,13,142.87
48,10,52,779.48
48,11,6,125.94
48,12,1,11.99
48,13,56,1175.44
48,14,11,120.89
48,16,5,49.95
48,17,9,179.91
48,19,59,943.41
48,22,2,39.98
48,23,1,9.99
48,24,40,799.6
48,25,23,68.77
48,26,2,49.98
48,27,17,84.83
48,28,1,10.99
48,29,20,399.8
48,30,49,979.51
48,31,41,368.59
48,32,7,104.93
48,34,39,1013.61
49,1,30,479.7
49,3,14,55.86
49,4,19,246.81
49,5,13,129.87
49,6,23,344.77
49,7,24,383.76
49,8,77,538.23
49,9,25,274.75
49,10,36,539.64
49,11,18,377.82
49,12,14,167.86
49,13,18,377.82
49,14,37,406.63
49,16,1,9.99
49,17,9,179.91
49,18,36,1439.64
49,19,48,767.52
49,20,13,324.87
49,21,37,369.63
49,23,18,179.82
49,24,23,459.77
49,25,23,68.77
49,26,19,474.81
49,27,32,159.68
49,29,12,239.88
49,31,51,458.49
49,32,11,164.89
49,33,15,194.85
49,34,2,51.98
49,35,19,151.81
50,1,18,287.82
50,2,49,636.51
50,3,22,87.78
50,4,16,207.84
50,6,27,404.73
50,7,13,207.87
50,8,51,356.49
50,9,7,76.93
50,10,34,509.66
50,11,20,419.8
50,13,15,314.85
50,14,32,351.68
50,15,16,95.84
50,16,5,49.95
50,17,6,119.94
50,18,51,2039.49
50,19,40,639.6
50,20,17,424.83
50,21,36,359.64
50,22,1,19.99
50,23,23,229.77
50,25,34,101.66
50,26,9,224.91
50,27,14,69.86
50,29,15,299.85
50,31,18,161.82
50,32,9,134.91
50,33,1,12.99
50,34,17,441.83
