Date,MonthNum,Month,MonthLong,Quarter,Year,FiscalMonthNum,FiscalMonth,FiscalMonthLong,FiscalQuarter,FiscalYear,CurMonthOffset,CurQuarterOffset,CurYearOffset,FutureDate,CurFiscalYearOffset,MonthYearNum,MonthYear,MonthYearLong,WeekdayNum,Weekday,WeekdayWeekend,WeekSequenceNum,CurWeekOffset,Days in Month,Day Index,Start of Quarter
2020-12-11 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",5,"Fri","Weekday",102,24,31,1,"10/1/2020"
2020-12-14 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",1,"Mon","Weekday",103,25,31,1,"10/1/2020"
2020-12-15 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",2,"Tue","Weekday",103,25,31,1,"10/1/2020"
2020-12-16 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",3,"Wed","Weekday",103,25,31,1,"10/1/2020"
2020-12-17 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",4,"Thu","Weekday",103,25,31,1,"10/1/2020"
2020-12-18 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",5,"Fri","Weekday",103,25,31,1,"10/1/2020"
2020-12-21 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",1,"Mon","Weekday",104,26,31,1,"10/1/2020"
2020-12-22 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",2,"Tue","Weekday",104,26,31,1,"10/1/2020"
2020-12-23 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",3,"Wed","Weekday",104,26,31,1,"10/1/2020"
2020-12-24 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",4,"Thu","Weekday",104,26,31,1,"10/1/2020"
2020-12-25 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",5,"Fri","Weekday",104,26,31,1,"10/1/2020"
2020-12-28 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",1,"Mon","Weekday",105,27,31,1,"10/1/2020"
2020-12-29 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",2,"Tue","Weekday",105,27,31,1,"10/1/2020"
2020-12-30 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",3,"Wed","Weekday",105,27,31,1,"10/1/2020"
2020-12-31 00:00:00.000,12,"Dec","December","Q4",2020,12,"Dec","December","FQ4","FY20",6,2,0,"Future","0",202012,"Dec-20","Dec-2020",4,"Thu","Weekday",105,27,31,1,"10/1/2020"
2020-01-01 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",3,"Wed","Weekday",53,-25,31,1,"1/1/2020"
2020-01-02 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",4,"Thu","Weekday",53,-25,31,1,"1/1/2020"
2020-01-03 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",5,"Fri","Weekday",53,-25,31,1,"1/1/2020"
2020-01-06 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",1,"Mon","Weekday",54,-24,31,1,"1/1/2020"
2020-01-07 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",2,"Tue","Weekday",54,-24,31,1,"1/1/2020"
2020-01-08 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",3,"Wed","Weekday",54,-24,31,1,"1/1/2020"
2020-01-09 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",4,"Thu","Weekday",54,-24,31,1,"1/1/2020"
2020-01-10 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",5,"Fri","Weekday",54,-24,31,1,"1/1/2020"
2020-01-13 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",1,"Mon","Weekday",55,-23,31,1,"1/1/2020"
2020-01-14 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",2,"Tue","Weekday",55,-23,31,1,"1/1/2020"
2020-01-15 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",3,"Wed","Weekday",55,-23,31,1,"1/1/2020"
2020-01-16 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",4,"Thu","Weekday",55,-23,31,1,"1/1/2020"
2020-01-17 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",5,"Fri","Weekday",55,-23,31,1,"1/1/2020"
2020-01-20 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",1,"Mon","Weekday",56,-22,31,1,"1/1/2020"
2020-01-21 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",2,"Tue","Weekday",56,-22,31,1,"1/1/2020"
2020-01-22 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",3,"Wed","Weekday",56,-22,31,1,"1/1/2020"
2020-01-23 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",4,"Thu","Weekday",56,-22,31,1,"1/1/2020"
2020-01-24 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",5,"Fri","Weekday",56,-22,31,1,"1/1/2020"
2020-01-27 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",1,"Mon","Weekday",57,-21,31,1,"1/1/2020"
2020-01-28 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",2,"Tue","Weekday",57,-21,31,1,"1/1/2020"
2020-01-29 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",3,"Wed","Weekday",57,-21,31,1,"1/1/2020"
2020-01-30 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",4,"Thu","Weekday",57,-21,31,1,"1/1/2020"
2020-01-31 00:00:00.000,1,"Jan","January","Q1",2020,1,"Jan","January","FQ1","FY20",-5,-1,0,"Past","0",202001,"Jan-20","Jan-2020",5,"Fri","Weekday",57,-21,31,1,"1/1/2020"
2020-03-02 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",1,"Mon","Weekday",62,-16,31,1,"1/1/2020"
2020-03-03 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",2,"Tue","Weekday",62,-16,31,1,"1/1/2020"
2020-03-04 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",3,"Wed","Weekday",62,-16,31,1,"1/1/2020"
2020-03-05 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",4,"Thu","Weekday",62,-16,31,1,"1/1/2020"
2020-03-06 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",5,"Fri","Weekday",62,-16,31,1,"1/1/2020"
2020-03-09 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",1,"Mon","Weekday",63,-15,31,1,"1/1/2020"
2020-03-10 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",2,"Tue","Weekday",63,-15,31,1,"1/1/2020"
2020-03-11 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",3,"Wed","Weekday",63,-15,31,1,"1/1/2020"
2020-03-12 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",4,"Thu","Weekday",63,-15,31,1,"1/1/2020"
2020-03-13 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",5,"Fri","Weekday",63,-15,31,1,"1/1/2020"
2020-03-16 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",1,"Mon","Weekday",64,-14,31,1,"1/1/2020"
2020-03-17 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",2,"Tue","Weekday",64,-14,31,1,"1/1/2020"
2020-03-18 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",3,"Wed","Weekday",64,-14,31,1,"1/1/2020"
2020-03-19 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",4,"Thu","Weekday",64,-14,31,1,"1/1/2020"
2020-03-20 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",5,"Fri","Weekday",64,-14,31,1,"1/1/2020"
2020-03-23 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",1,"Mon","Weekday",65,-13,31,1,"1/1/2020"
2020-03-24 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",2,"Tue","Weekday",65,-13,31,1,"1/1/2020"
2020-03-25 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",3,"Wed","Weekday",65,-13,31,1,"1/1/2020"
2020-03-26 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",4,"Thu","Weekday",65,-13,31,1,"1/1/2020"
2020-03-27 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",5,"Fri","Weekday",65,-13,31,1,"1/1/2020"
2020-03-30 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",1,"Mon","Weekday",66,-12,31,1,"1/1/2020"
2020-03-31 00:00:00.000,3,"Mar","March","Q1",2020,3,"Mar","March","FQ1","FY20",-3,-1,0,"Past","0",202003,"Mar-20","Mar-2020",2,"Tue","Weekday",66,-12,31,1,"1/1/2020"
2020-05-01 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",5,"Fri","Weekday",70,-8,31,1,"4/1/2020"
2020-05-04 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",1,"Mon","Weekday",71,-7,31,1,"4/1/2020"
2020-05-05 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",2,"Tue","Weekday",71,-7,31,1,"4/1/2020"
2020-05-06 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",3,"Wed","Weekday",71,-7,31,1,"4/1/2020"
2020-05-07 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",4,"Thu","Weekday",71,-7,31,1,"4/1/2020"
2020-05-08 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",5,"Fri","Weekday",71,-7,31,1,"4/1/2020"
2020-05-11 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",1,"Mon","Weekday",72,-6,31,1,"4/1/2020"
2020-05-12 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",2,"Tue","Weekday",72,-6,31,1,"4/1/2020"
2020-05-13 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",3,"Wed","Weekday",72,-6,31,1,"4/1/2020"
2020-05-14 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",4,"Thu","Weekday",72,-6,31,1,"4/1/2020"
2020-05-15 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",5,"Fri","Weekday",72,-6,31,1,"4/1/2020"
2020-05-18 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",1,"Mon","Weekday",73,-5,31,1,"4/1/2020"
2020-05-19 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",2,"Tue","Weekday",73,-5,31,1,"4/1/2020"
2020-05-20 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",3,"Wed","Weekday",73,-5,31,1,"4/1/2020"
2020-05-21 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",4,"Thu","Weekday",73,-5,31,1,"4/1/2020"
2020-05-22 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",5,"Fri","Weekday",73,-5,31,1,"4/1/2020"
2020-05-25 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",1,"Mon","Weekday",74,-4,31,1,"4/1/2020"
2020-05-26 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",2,"Tue","Weekday",74,-4,31,1,"4/1/2020"
2020-05-27 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",3,"Wed","Weekday",74,-4,31,1,"4/1/2020"
2020-05-28 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",4,"Thu","Weekday",74,-4,31,1,"4/1/2020"
2020-05-29 00:00:00.000,5,"May","May","Q2",2020,5,"May","May","FQ2","FY20",-1,0,0,"Past","0",202005,"May-20","May-2020",5,"Fri","Weekday",74,-4,31,1,"4/1/2020"
2019-01-01 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",1,-77,31,1,"1/1/2019"
2019-01-02 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",1,-77,31,1,"1/1/2019"
2019-01-03 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",1,-77,31,1,"1/1/2019"
2019-01-04 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",1,-77,31,1,"1/1/2019"
2019-01-07 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",2,-76,31,1,"1/1/2019"
2019-01-08 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",2,-76,31,1,"1/1/2019"
2019-01-09 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",2,-76,31,1,"1/1/2019"
2019-01-10 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",2,-76,31,1,"1/1/2019"
2019-01-11 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",2,-76,31,1,"1/1/2019"
2019-01-14 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",3,-75,31,1,"1/1/2019"
2019-01-15 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",3,-75,31,1,"1/1/2019"
2019-01-16 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",3,-75,31,1,"1/1/2019"
2019-01-17 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",3,-75,31,1,"1/1/2019"
2019-01-18 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",3,-75,31,1,"1/1/2019"
2019-01-21 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",4,-74,31,1,"1/1/2019"
2019-01-22 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",4,-74,31,1,"1/1/2019"
2019-01-23 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",4,-74,31,1,"1/1/2019"
2019-01-24 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",4,-74,31,1,"1/1/2019"
2019-01-25 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",5,"Fri","Weekday",4,-74,31,1,"1/1/2019"
2019-01-28 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",1,"Mon","Weekday",5,-73,31,1,"1/1/2019"
2019-01-29 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",2,"Tue","Weekday",5,-73,31,1,"1/1/2019"
2019-01-30 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",3,"Wed","Weekday",5,-73,31,1,"1/1/2019"
2019-01-31 00:00:00.000,1,"Jan","January","Q1",2019,1,"Jan","January","FQ1","FY19",-17,-5,-1,"Past","-1",201901,"Jan-19","Jan-2019",4,"Thu","Weekday",5,-73,31,1,"1/1/2019"
2019-03-01 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",9,-69,31,1,"1/1/2019"
2019-03-04 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",10,-68,31,1,"1/1/2019"
2019-03-05 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",10,-68,31,1,"1/1/2019"
2019-03-06 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",10,-68,31,1,"1/1/2019"
2019-03-07 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",10,-68,31,1,"1/1/2019"
2019-03-08 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",10,-68,31,1,"1/1/2019"
2019-03-11 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",11,-67,31,1,"1/1/2019"
2019-03-12 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",11,-67,31,1,"1/1/2019"
2019-03-13 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",11,-67,31,1,"1/1/2019"
2019-03-14 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",11,-67,31,1,"1/1/2019"
2019-03-15 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",11,-67,31,1,"1/1/2019"
2019-03-18 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",12,-66,31,1,"1/1/2019"
2019-03-19 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",12,-66,31,1,"1/1/2019"
2019-03-20 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",12,-66,31,1,"1/1/2019"
2019-03-21 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",12,-66,31,1,"1/1/2019"
2019-03-22 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",12,-66,31,1,"1/1/2019"
2019-03-25 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",1,"Mon","Weekday",13,-65,31,1,"1/1/2019"
2019-03-26 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",2,"Tue","Weekday",13,-65,31,1,"1/1/2019"
2019-03-27 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",3,"Wed","Weekday",13,-65,31,1,"1/1/2019"
2019-03-28 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",4,"Thu","Weekday",13,-65,31,1,"1/1/2019"
2019-03-29 00:00:00.000,3,"Mar","March","Q1",2019,3,"Mar","March","FQ1","FY19",-15,-5,-1,"Past","-1",201903,"Mar-19","Mar-2019",5,"Fri","Weekday",13,-65,31,1,"1/1/2019"
2019-05-01 00:00:00.000,5,"May","May","Q2",2019,5,"May","May","FQ2","FY19",-13,-4,-1,"Past","-1",201905,"May-19","May-2019",3,"Wed","Weekday",18,-60,31,1,"4/1/2019"
