Date,MIndex,Month,Qtr,Year,Weekday,FormattedDate,Dates,Sort Order for Dates
2016-10-08 00:00:00.000,10,"Oct","Q4",2016,"Sat","08-Oct","8 Oct 16",282
2016-10-09 00:00:00.000,10,"Oct","Q4",2016,"Sun","09-Oct","9 Oct 16",283
2016-10-10 00:00:00.000,10,"Oct","Q4",2016,"Mon","10-Oct","10 Oct 16",284
2016-10-11 00:00:00.000,10,"Oct","Q4",2016,"Tue","11-Oct","11 Oct 16",285
2016-10-12 00:00:00.000,10,"Oct","Q4",2016,"Wed","12-Oct","12 Oct 16",286
2016-10-13 00:00:00.000,10,"Oct","Q4",2016,"Thu","13-Oct","13 Oct 16",287
2016-10-14 00:00:00.000,10,"Oct","Q4",2016,"Fri","14-Oct","14 Oct 16",288
2016-10-15 00:00:00.000,10,"Oct","Q4",2016,"Sat","15-Oct","15 Oct 16",289
2016-10-16 00:00:00.000,10,"Oct","Q4",2016,"Sun","16-Oct","16 Oct 16",290
2016-10-17 00:00:00.000,10,"Oct","Q4",2016,"Mon","17-Oct","17 Oct 16",291
2016-10-18 00:00:00.000,10,"Oct","Q4",2016,"Tue","18-Oct","18 Oct 16",292
2016-10-19 00:00:00.000,10,"Oct","Q4",2016,"Wed","19-Oct","19 Oct 16",293
2016-10-20 00:00:00.000,10,"Oct","Q4",2016,"Thu","20-Oct","20 Oct 16",294
2016-10-21 00:00:00.000,10,"Oct","Q4",2016,"Fri","21-Oct","21 Oct 16",295
2016-10-22 00:00:00.000,10,"Oct","Q4",2016,"Sat","22-Oct","22 Oct 16",296
2016-10-23 00:00:00.000,10,"Oct","Q4",2016,"Sun","23-Oct","23 Oct 16",297
2016-10-24 00:00:00.000,10,"Oct","Q4",2016,"Mon","24-Oct","24 Oct 16",298
2016-10-25 00:00:00.000,10,"Oct","Q4",2016,"Tue","25-Oct","25 Oct 16",299
2016-10-26 00:00:00.000,10,"Oct","Q4",2016,"Wed","26-Oct","26 Oct 16",300
2016-10-27 00:00:00.000,10,"Oct","Q4",2016,"Thu","27-Oct","27 Oct 16",301
2016-10-28 00:00:00.000,10,"Oct","Q4",2016,"Fri","28-Oct","28 Oct 16",302
2016-10-29 00:00:00.000,10,"Oct","Q4",2016,"Sat","29-Oct","29 Oct 16",303
2016-10-30 00:00:00.000,10,"Oct","Q4",2016,"Sun","30-Oct","30 Oct 16",304
2016-10-31 00:00:00.000,10,"Oct","Q4",2016,"Mon","31-Oct","31 Oct 16",305
2016-11-01 00:00:00.000,11,"Nov","Q4",2016,"Tue","01-Nov","1 Nov 16",306
2016-11-02 00:00:00.000,11,"Nov","Q4",2016,"Wed","02-Nov","2 Nov 16",307
2016-11-03 00:00:00.000,11,"Nov","Q4",2016,"Thu","03-Nov","3 Nov 16",308
2016-11-04 00:00:00.000,11,"Nov","Q4",2016,"Fri","04-Nov","4 Nov 16",309
2016-11-05 00:00:00.000,11,"Nov","Q4",2016,"Sat","05-Nov","5 Nov 16",310
2016-11-06 00:00:00.000,11,"Nov","Q4",2016,"Sun","06-Nov","6 Nov 16",311
2016-11-07 00:00:00.000,11,"Nov","Q4",2016,"Mon","07-Nov","7 Nov 16",312
2016-11-08 00:00:00.000,11,"Nov","Q4",2016,"Tue","08-Nov","8 Nov 16",313
2016-11-09 00:00:00.000,11,"Nov","Q4",2016,"Wed","09-Nov","9 Nov 16",314
2016-11-10 00:00:00.000,11,"Nov","Q4",2016,"Thu","10-Nov","10 Nov 16",315
2016-11-11 00:00:00.000,11,"Nov","Q4",2016,"Fri","11-Nov","11 Nov 16",316
2016-11-12 00:00:00.000,11,"Nov","Q4",2016,"Sat","12-Nov","12 Nov 16",317
2016-11-13 00:00:00.000,11,"Nov","Q4",2016,"Sun","13-Nov","13 Nov 16",318
2016-11-14 00:00:00.000,11,"Nov","Q4",2016,"Mon","14-Nov","14 Nov 16",319
2016-11-15 00:00:00.000,11,"Nov","Q4",2016,"Tue","15-Nov","15 Nov 16",320
2016-11-16 00:00:00.000,11,"Nov","Q4",2016,"Wed","16-Nov","16 Nov 16",321
2016-11-17 00:00:00.000,11,"Nov","Q4",2016,"Thu","17-Nov","17 Nov 16",322
2016-11-18 00:00:00.000,11,"Nov","Q4",2016,"Fri","18-Nov","18 Nov 16",323
2016-11-19 00:00:00.000,11,"Nov","Q4",2016,"Sat","19-Nov","19 Nov 16",324
2016-11-20 00:00:00.000,11,"Nov","Q4",2016,"Sun","20-Nov","20 Nov 16",325
2016-11-21 00:00:00.000,11,"Nov","Q4",2016,"Mon","21-Nov","21 Nov 16",326
2016-11-22 00:00:00.000,11,"Nov","Q4",2016,"Tue","22-Nov","22 Nov 16",327
2016-11-23 00:00:00.000,11,"Nov","Q4",2016,"Wed","23-Nov","23 Nov 16",328
2016-11-24 00:00:00.000,11,"Nov","Q4",2016,"Thu","24-Nov","24 Nov 16",329
2016-11-25 00:00:00.000,11,"Nov","Q4",2016,"Fri","25-Nov","25 Nov 16",330
2016-11-26 00:00:00.000,11,"Nov","Q4",2016,"Sat","26-Nov","26 Nov 16",331
2016-11-27 00:00:00.000,11,"Nov","Q4",2016,"Sun","27-Nov","27 Nov 16",332
2016-11-28 00:00:00.000,11,"Nov","Q4",2016,"Mon","28-Nov","28 Nov 16",333
2016-11-29 00:00:00.000,11,"Nov","Q4",2016,"Tue","29-Nov","29 Nov 16",334
2016-11-30 00:00:00.000,11,"Nov","Q4",2016,"Wed","30-Nov","30 Nov 16",335
2016-12-01 00:00:00.000,12,"Dec","Q4",2016,"Thu","01-Dec","1 Dec 16",336
2016-12-02 00:00:00.000,12,"Dec","Q4",2016,"Fri","02-Dec","2 Dec 16",337
2016-12-03 00:00:00.000,12,"Dec","Q4",2016,"Sat","03-Dec","3 Dec 16",338
2016-12-04 00:00:00.000,12,"Dec","Q4",2016,"Sun","04-Dec","4 Dec 16",339
2016-12-05 00:00:00.000,12,"Dec","Q4",2016,"Mon","05-Dec","5 Dec 16",340
2016-12-06 00:00:00.000,12,"Dec","Q4",2016,"Tue","06-Dec","6 Dec 16",341
2016-12-07 00:00:00.000,12,"Dec","Q4",2016,"Wed","07-Dec","7 Dec 16",342
2016-12-08 00:00:00.000,12,"Dec","Q4",2016,"Thu","08-Dec","8 Dec 16",343
2016-12-09 00:00:00.000,12,"Dec","Q4",2016,"Fri","09-Dec","9 Dec 16",344
2016-12-10 00:00:00.000,12,"Dec","Q4",2016,"Sat","10-Dec","10 Dec 16",345
2016-12-11 00:00:00.000,12,"Dec","Q4",2016,"Sun","11-Dec","11 Dec 16",346
2016-12-12 00:00:00.000,12,"Dec","Q4",2016,"Mon","12-Dec","12 Dec 16",347
2016-12-13 00:00:00.000,12,"Dec","Q4",2016,"Tue","13-Dec","13 Dec 16",348
2016-12-14 00:00:00.000,12,"Dec","Q4",2016,"Wed","14-Dec","14 Dec 16",349
2016-12-15 00:00:00.000,12,"Dec","Q4",2016,"Thu","15-Dec","15 Dec 16",350
2016-12-16 00:00:00.000,12,"Dec","Q4",2016,"Fri","16-Dec","16 Dec 16",351
2016-12-17 00:00:00.000,12,"Dec","Q4",2016,"Sat","17-Dec","17 Dec 16",352
2016-12-18 00:00:00.000,12,"Dec","Q4",2016,"Sun","18-Dec","18 Dec 16",353
2016-12-19 00:00:00.000,12,"Dec","Q4",2016,"Mon","19-Dec","19 Dec 16",354
2016-12-20 00:00:00.000,12,"Dec","Q4",2016,"Tue","20-Dec","20 Dec 16",355
2016-12-21 00:00:00.000,12,"Dec","Q4",2016,"Wed","21-Dec","21 Dec 16",356
2016-12-22 00:00:00.000,12,"Dec","Q4",2016,"Thu","22-Dec","22 Dec 16",357
2016-12-23 00:00:00.000,12,"Dec","Q4",2016,"Fri","23-Dec","23 Dec 16",358
2016-12-24 00:00:00.000,12,"Dec","Q4",2016,"Sat","24-Dec","24 Dec 16",359
2016-12-25 00:00:00.000,12,"Dec","Q4",2016,"Sun","25-Dec","25 Dec 16",360
2016-12-26 00:00:00.000,12,"Dec","Q4",2016,"Mon","26-Dec","26 Dec 16",361
2016-12-27 00:00:00.000,12,"Dec","Q4",2016,"Tue","27-Dec","27 Dec 16",362
2016-12-28 00:00:00.000,12,"Dec","Q4",2016,"Wed","28-Dec","28 Dec 16",363
2016-12-29 00:00:00.000,12,"Dec","Q4",2016,"Thu","29-Dec","29 Dec 16",364
2016-12-30 00:00:00.000,12,"Dec","Q4",2016,"Fri","30-Dec","30 Dec 16",365
2016-12-31 00:00:00.000,12,"Dec","Q4",2016,"Sat","31-Dec","31 Dec 16",366
2017-01-01 00:00:00.000,1,"Jan","Q1",2017,"Sun","01-Jan","1 Jan 17",1
2017-01-02 00:00:00.000,1,"Jan","Q1",2017,"Mon","02-Jan","2 Jan 17",2
2017-01-03 00:00:00.000,1,"Jan","Q1",2017,"Tue","03-Jan","3 Jan 17",3
2017-01-04 00:00:00.000,1,"Jan","Q1",2017,"Wed","04-Jan","4 Jan 17",4
2017-01-05 00:00:00.000,1,"Jan","Q1",2017,"Thu","05-Jan","5 Jan 17",5
2017-01-06 00:00:00.000,1,"Jan","Q1",2017,"Fri","06-Jan","6 Jan 17",6
2017-01-07 00:00:00.000,1,"Jan","Q1",2017,"Sat","07-Jan","7 Jan 17",7
2017-01-08 00:00:00.000,1,"Jan","Q1",2017,"Sun","08-Jan","8 Jan 17",8
2017-01-09 00:00:00.000,1,"Jan","Q1",2017,"Mon","09-Jan","9 Jan 17",9
2017-01-10 00:00:00.000,1,"Jan","Q1",2017,"Tue","10-Jan","10 Jan 17",10
2017-01-11 00:00:00.000,1,"Jan","Q1",2017,"Wed","11-Jan","11 Jan 17",11
2017-01-12 00:00:00.000,1,"Jan","Q1",2017,"Thu","12-Jan","12 Jan 17",12
2017-01-13 00:00:00.000,1,"Jan","Q1",2017,"Fri","13-Jan","13 Jan 17",13
2017-01-14 00:00:00.000,1,"Jan","Q1",2017,"Sat","14-Jan","14 Jan 17",14
2017-01-15 00:00:00.000,1,"Jan","Q1",2017,"Sun","15-Jan","15 Jan 17",15
2017-01-16 00:00:00.000,1,"Jan","Q1",2017,"Mon","16-Jan","16 Jan 17",16
2017-01-17 00:00:00.000,1,"Jan","Q1",2017,"Tue","17-Jan","17 Jan 17",17
2017-01-18 00:00:00.000,1,"Jan","Q1",2017,"Wed","18-Jan","18 Jan 17",18
2017-01-19 00:00:00.000,1,"Jan","Q1",2017,"Thu","19-Jan","19 Jan 17",19
2017-01-20 00:00:00.000,1,"Jan","Q1",2017,"Fri","20-Jan","20 Jan 17",20
2017-01-21 00:00:00.000,1,"Jan","Q1",2017,"Sat","21-Jan","21 Jan 17",21
2017-01-22 00:00:00.000,1,"Jan","Q1",2017,"Sun","22-Jan","22 Jan 17",22
2017-01-23 00:00:00.000,1,"Jan","Q1",2017,"Mon","23-Jan","23 Jan 17",23
2017-01-24 00:00:00.000,1,"Jan","Q1",2017,"Tue","24-Jan","24 Jan 17",24
2017-01-25 00:00:00.000,1,"Jan","Q1",2017,"Wed","25-Jan","25 Jan 17",25
2017-01-26 00:00:00.000,1,"Jan","Q1",2017,"Thu","26-Jan","26 Jan 17",26
2017-01-27 00:00:00.000,1,"Jan","Q1",2017,"Fri","27-Jan","27 Jan 17",27
2017-01-28 00:00:00.000,1,"Jan","Q1",2017,"Sat","28-Jan","28 Jan 17",28
2017-01-29 00:00:00.000,1,"Jan","Q1",2017,"Sun","29-Jan","29 Jan 17",29
2017-01-30 00:00:00.000,1,"Jan","Q1",2017,"Mon","30-Jan","30 Jan 17",30
2017-01-31 00:00:00.000,1,"Jan","Q1",2017,"Tue","31-Jan","31 Jan 17",31
2017-02-01 00:00:00.000,2,"Feb","Q1",2017,"Wed","01-Feb","1 Feb 17",32
2017-02-02 00:00:00.000,2,"Feb","Q1",2017,"Thu","02-Feb","2 Feb 17",33
2017-02-03 00:00:00.000,2,"Feb","Q1",2017,"Fri","03-Feb","3 Feb 17",34
2017-02-04 00:00:00.000,2,"Feb","Q1",2017,"Sat","04-Feb","4 Feb 17",35
2017-02-05 00:00:00.000,2,"Feb","Q1",2017,"Sun","05-Feb","5 Feb 17",36
2017-02-06 00:00:00.000,2,"Feb","Q1",2017,"Mon","06-Feb","6 Feb 17",37
2017-02-07 00:00:00.000,2,"Feb","Q1",2017,"Tue","07-Feb","7 Feb 17",38
2017-02-08 00:00:00.000,2,"Feb","Q1",2017,"Wed","08-Feb","8 Feb 17",39
2017-02-09 00:00:00.000,2,"Feb","Q1",2017,"Thu","09-Feb","9 Feb 17",40
2017-02-10 00:00:00.000,2,"Feb","Q1",2017,"Fri","10-Feb","10 Feb 17",41
2017-02-11 00:00:00.000,2,"Feb","Q1",2017,"Sat","11-Feb","11 Feb 17",42
2017-02-12 00:00:00.000,2,"Feb","Q1",2017,"Sun","12-Feb","12 Feb 17",43
2017-02-13 00:00:00.000,2,"Feb","Q1",2017,"Mon","13-Feb","13 Feb 17",44
2017-02-14 00:00:00.000,2,"Feb","Q1",2017,"Tue","14-Feb","14 Feb 17",45
2017-02-15 00:00:00.000,2,"Feb","Q1",2017,"Wed","15-Feb","15 Feb 17",46
2017-02-16 00:00:00.000,2,"Feb","Q1",2017,"Thu","16-Feb","16 Feb 17",47
2017-02-17 00:00:00.000,2,"Feb","Q1",2017,"Fri","17-Feb","17 Feb 17",48
2017-02-18 00:00:00.000,2,"Feb","Q1",2017,"Sat","18-Feb","18 Feb 17",49
2017-02-19 00:00:00.000,2,"Feb","Q1",2017,"Sun","19-Feb","19 Feb 17",50
2017-02-20 00:00:00.000,2,"Feb","Q1",2017,"Mon","20-Feb","20 Feb 17",51
2017-02-21 00:00:00.000,2,"Feb","Q1",2017,"Tue","21-Feb","21 Feb 17",52
2017-02-22 00:00:00.000,2,"Feb","Q1",2017,"Wed","22-Feb","22 Feb 17",53
2017-02-23 00:00:00.000,2,"Feb","Q1",2017,"Thu","23-Feb","23 Feb 17",54
2017-02-24 00:00:00.000,2,"Feb","Q1",2017,"Fri","24-Feb","24 Feb 17",55
2017-02-25 00:00:00.000,2,"Feb","Q1",2017,"Sat","25-Feb","25 Feb 17",56
2017-02-26 00:00:00.000,2,"Feb","Q1",2017,"Sun","26-Feb","26 Feb 17",57
2017-02-27 00:00:00.000,2,"Feb","Q1",2017,"Mon","27-Feb","27 Feb 17",58
2017-02-28 00:00:00.000,2,"Feb","Q1",2017,"Tue","28-Feb","28 Feb 17",59
2017-03-01 00:00:00.000,3,"Mar","Q1",2017,"Wed","01-Mar","1 Mar 17",60
2017-03-02 00:00:00.000,3,"Mar","Q1",2017,"Thu","02-Mar","2 Mar 17",61
2017-03-03 00:00:00.000,3,"Mar","Q1",2017,"Fri","03-Mar","3 Mar 17",62
2017-03-04 00:00:00.000,3,"Mar","Q1",2017,"Sat","04-Mar","4 Mar 17",63
2017-03-05 00:00:00.000,3,"Mar","Q1",2017,"Sun","05-Mar","5 Mar 17",64
2017-03-06 00:00:00.000,3,"Mar","Q1",2017,"Mon","06-Mar","6 Mar 17",65
2017-03-07 00:00:00.000,3,"Mar","Q1",2017,"Tue","07-Mar","7 Mar 17",66
2017-03-08 00:00:00.000,3,"Mar","Q1",2017,"Wed","08-Mar","8 Mar 17",67
2017-03-09 00:00:00.000,3,"Mar","Q1",2017,"Thu","09-Mar","9 Mar 17",68
2017-03-10 00:00:00.000,3,"Mar","Q1",2017,"Fri","10-Mar","10 Mar 17",69
2017-03-11 00:00:00.000,3,"Mar","Q1",2017,"Sat","11-Mar","11 Mar 17",70
2017-03-12 00:00:00.000,3,"Mar","Q1",2017,"Sun","12-Mar","12 Mar 17",71
2017-03-13 00:00:00.000,3,"Mar","Q1",2017,"Mon","13-Mar","13 Mar 17",72
2017-03-14 00:00:00.000,3,"Mar","Q1",2017,"Tue","14-Mar","14 Mar 17",73
2017-03-15 00:00:00.000,3,"Mar","Q1",2017,"Wed","15-Mar","15 Mar 17",74
2017-03-16 00:00:00.000,3,"Mar","Q1",2017,"Thu","16-Mar","16 Mar 17",75
2017-03-17 00:00:00.000,3,"Mar","Q1",2017,"Fri","17-Mar","17 Mar 17",76
2017-03-18 00:00:00.000,3,"Mar","Q1",2017,"Sat","18-Mar","18 Mar 17",77
2017-03-19 00:00:00.000,3,"Mar","Q1",2017,"Sun","19-Mar","19 Mar 17",78
2017-03-20 00:00:00.000,3,"Mar","Q1",2017,"Mon","20-Mar","20 Mar 17",79
2017-03-21 00:00:00.000,3,"Mar","Q1",2017,"Tue","21-Mar","21 Mar 17",80
2017-03-22 00:00:00.000,3,"Mar","Q1",2017,"Wed","22-Mar","22 Mar 17",81
2017-03-23 00:00:00.000,3,"Mar","Q1",2017,"Thu","23-Mar","23 Mar 17",82
2017-03-24 00:00:00.000,3,"Mar","Q1",2017,"Fri","24-Mar","24 Mar 17",83
2017-03-25 00:00:00.000,3,"Mar","Q1",2017,"Sat","25-Mar","25 Mar 17",84
2017-03-26 00:00:00.000,3,"Mar","Q1",2017,"Sun","26-Mar","26 Mar 17",85
2017-03-27 00:00:00.000,3,"Mar","Q1",2017,"Mon","27-Mar","27 Mar 17",86
2017-03-28 00:00:00.000,3,"Mar","Q1",2017,"Tue","28-Mar","28 Mar 17",87
2017-03-29 00:00:00.000,3,"Mar","Q1",2017,"Wed","29-Mar","29 Mar 17",88
2017-03-30 00:00:00.000,3,"Mar","Q1",2017,"Thu","30-Mar","30 Mar 17",89
2017-03-31 00:00:00.000,3,"Mar","Q1",2017,"Fri","31-Mar","31 Mar 17",90
2017-04-01 00:00:00.000,4,"Apr","Q2",2017,"Sat","01-Apr","1 Apr 17",91
2017-04-02 00:00:00.000,4,"Apr","Q2",2017,"Sun","02-Apr","2 Apr 17",92
2017-04-03 00:00:00.000,4,"Apr","Q2",2017,"Mon","03-Apr","3 Apr 17",93
2017-04-04 00:00:00.000,4,"Apr","Q2",2017,"Tue","04-Apr","4 Apr 17",94
2017-04-05 00:00:00.000,4,"Apr","Q2",2017,"Wed","05-Apr","5 Apr 17",95
2017-04-06 00:00:00.000,4,"Apr","Q2",2017,"Thu","06-Apr","6 Apr 17",96
2017-04-07 00:00:00.000,4,"Apr","Q2",2017,"Fri","07-Apr","7 Apr 17",97
2017-04-08 00:00:00.000,4,"Apr","Q2",2017,"Sat","08-Apr","8 Apr 17",98
2017-04-09 00:00:00.000,4,"Apr","Q2",2017,"Sun","09-Apr","9 Apr 17",99
2017-04-10 00:00:00.000,4,"Apr","Q2",2017,"Mon","10-Apr","10 Apr 17",100
2017-04-11 00:00:00.000,4,"Apr","Q2",2017,"Tue","11-Apr","11 Apr 17",101
2017-04-12 00:00:00.000,4,"Apr","Q2",2017,"Wed","12-Apr","12 Apr 17",102
2017-04-13 00:00:00.000,4,"Apr","Q2",2017,"Thu","13-Apr","13 Apr 17",103
2017-04-14 00:00:00.000,4,"Apr","Q2",2017,"Fri","14-Apr","14 Apr 17",104
2017-04-15 00:00:00.000,4,"Apr","Q2",2017,"Sat","15-Apr","15 Apr 17",105
2017-04-16 00:00:00.000,4,"Apr","Q2",2017,"Sun","16-Apr","16 Apr 17",106
2017-04-17 00:00:00.000,4,"Apr","Q2",2017,"Mon","17-Apr","17 Apr 17",107
2017-04-18 00:00:00.000,4,"Apr","Q2",2017,"Tue","18-Apr","18 Apr 17",108
2017-04-19 00:00:00.000,4,"Apr","Q2",2017,"Wed","19-Apr","19 Apr 17",109
2017-04-20 00:00:00.000,4,"Apr","Q2",2017,"Thu","20-Apr","20 Apr 17",110
2017-04-21 00:00:00.000,4,"Apr","Q2",2017,"Fri","21-Apr","21 Apr 17",111
2017-04-22 00:00:00.000,4,"Apr","Q2",2017,"Sat","22-Apr","22 Apr 17",112
2017-04-23 00:00:00.000,4,"Apr","Q2",2017,"Sun","23-Apr","23 Apr 17",113
2017-04-24 00:00:00.000,4,"Apr","Q2",2017,"Mon","24-Apr","24 Apr 17",114
2017-04-25 00:00:00.000,4,"Apr","Q2",2017,"Tue","25-Apr","25 Apr 17",115
2017-04-26 00:00:00.000,4,"Apr","Q2",2017,"Wed","26-Apr","26 Apr 17",116
2017-04-27 00:00:00.000,4,"Apr","Q2",2017,"Thu","27-Apr","27 Apr 17",117
2017-04-28 00:00:00.000,4,"Apr","Q2",2017,"Fri","28-Apr","28 Apr 17",118
2017-04-29 00:00:00.000,4,"Apr","Q2",2017,"Sat","29-Apr","29 Apr 17",119
2017-04-30 00:00:00.000,4,"Apr","Q2",2017,"Sun","30-Apr","30 Apr 17",120
2017-05-01 00:00:00.000,5,"May","Q2",2017,"Mon","01-May","1 May 17",121
2017-05-02 00:00:00.000,5,"May","Q2",2017,"Tue","02-May","2 May 17",122
2017-05-03 00:00:00.000,5,"May","Q2",2017,"Wed","03-May","3 May 17",123
2017-05-04 00:00:00.000,5,"May","Q2",2017,"Thu","04-May","4 May 17",124
2017-05-05 00:00:00.000,5,"May","Q2",2017,"Fri","05-May","5 May 17",125
2017-05-06 00:00:00.000,5,"May","Q2",2017,"Sat","06-May","6 May 17",126
2017-05-07 00:00:00.000,5,"May","Q2",2017,"Sun","07-May","7 May 17",127
2017-05-08 00:00:00.000,5,"May","Q2",2017,"Mon","08-May","8 May 17",128
2017-05-09 00:00:00.000,5,"May","Q2",2017,"Tue","09-May","9 May 17",129
2017-05-10 00:00:00.000,5,"May","Q2",2017,"Wed","10-May","10 May 17",130
2017-05-11 00:00:00.000,5,"May","Q2",2017,"Thu","11-May","11 May 17",131
2017-05-12 00:00:00.000,5,"May","Q2",2017,"Fri","12-May","12 May 17",132
2017-05-13 00:00:00.000,5,"May","Q2",2017,"Sat","13-May","13 May 17",133
2017-05-14 00:00:00.000,5,"May","Q2",2017,"Sun","14-May","14 May 17",134
2017-05-15 00:00:00.000,5,"May","Q2",2017,"Mon","15-May","15 May 17",135
2017-05-16 00:00:00.000,5,"May","Q2",2017,"Tue","16-May","16 May 17",136
2017-05-17 00:00:00.000,5,"May","Q2",2017,"Wed","17-May","17 May 17",137
2017-05-18 00:00:00.000,5,"May","Q2",2017,"Thu","18-May","18 May 17",138
2017-05-19 00:00:00.000,5,"May","Q2",2017,"Fri","19-May","19 May 17",139
2017-05-20 00:00:00.000,5,"May","Q2",2017,"Sat","20-May","20 May 17",140
2017-05-21 00:00:00.000,5,"May","Q2",2017,"Sun","21-May","21 May 17",141
2017-05-22 00:00:00.000,5,"May","Q2",2017,"Mon","22-May","22 May 17",142
2017-05-23 00:00:00.000,5,"May","Q2",2017,"Tue","23-May","23 May 17",143
2017-05-24 00:00:00.000,5,"May","Q2",2017,"Wed","24-May","24 May 17",144
2017-05-25 00:00:00.000,5,"May","Q2",2017,"Thu","25-May","25 May 17",145
2017-05-26 00:00:00.000,5,"May","Q2",2017,"Fri","26-May","26 May 17",146
2017-05-27 00:00:00.000,5,"May","Q2",2017,"Sat","27-May","27 May 17",147
2017-05-28 00:00:00.000,5,"May","Q2",2017,"Sun","28-May","28 May 17",148
2017-05-29 00:00:00.000,5,"May","Q2",2017,"Mon","29-May","29 May 17",149
2017-05-30 00:00:00.000,5,"May","Q2",2017,"Tue","30-May","30 May 17",150
2017-05-31 00:00:00.000,5,"May","Q2",2017,"Wed","31-May","31 May 17",151
2017-06-01 00:00:00.000,6,"Jun","Q2",2017,"Thu","01-Jun","1 Jun 17",152
2017-06-02 00:00:00.000,6,"Jun","Q2",2017,"Fri","02-Jun","2 Jun 17",153
2017-06-03 00:00:00.000,6,"Jun","Q2",2017,"Sat","03-Jun","3 Jun 17",154
2017-06-04 00:00:00.000,6,"Jun","Q2",2017,"Sun","04-Jun","4 Jun 17",155
2017-06-05 00:00:00.000,6,"Jun","Q2",2017,"Mon","05-Jun","5 Jun 17",156
2017-06-06 00:00:00.000,6,"Jun","Q2",2017,"Tue","06-Jun","6 Jun 17",157
2017-06-07 00:00:00.000,6,"Jun","Q2",2017,"Wed","07-Jun","7 Jun 17",158
2017-06-08 00:00:00.000,6,"Jun","Q2",2017,"Thu","08-Jun","8 Jun 17",159
2017-06-09 00:00:00.000,6,"Jun","Q2",2017,"Fri","09-Jun","9 Jun 17",160
2017-06-10 00:00:00.000,6,"Jun","Q2",2017,"Sat","10-Jun","10 Jun 17",161
2017-06-11 00:00:00.000,6,"Jun","Q2",2017,"Sun","11-Jun","11 Jun 17",162
2017-06-12 00:00:00.000,6,"Jun","Q2",2017,"Mon","12-Jun","12 Jun 17",163
2017-06-13 00:00:00.000,6,"Jun","Q2",2017,"Tue","13-Jun","13 Jun 17",164
2017-06-14 00:00:00.000,6,"Jun","Q2",2017,"Wed","14-Jun","14 Jun 17",165
2017-06-15 00:00:00.000,6,"Jun","Q2",2017,"Thu","15-Jun","15 Jun 17",166
2017-06-16 00:00:00.000,6,"Jun","Q2",2017,"Fri","16-Jun","16 Jun 17",167
2017-06-17 00:00:00.000,6,"Jun","Q2",2017,"Sat","17-Jun","17 Jun 17",168
2017-06-18 00:00:00.000,6,"Jun","Q2",2017,"Sun","18-Jun","18 Jun 17",169
2017-06-19 00:00:00.000,6,"Jun","Q2",2017,"Mon","19-Jun","19 Jun 17",170
2017-06-20 00:00:00.000,6,"Jun","Q2",2017,"Tue","20-Jun","20 Jun 17",171
2017-06-21 00:00:00.000,6,"Jun","Q2",2017,"Wed","21-Jun","21 Jun 17",172
2017-06-22 00:00:00.000,6,"Jun","Q2",2017,"Thu","22-Jun","22 Jun 17",173
2017-06-23 00:00:00.000,6,"Jun","Q2",2017,"Fri","23-Jun","23 Jun 17",174
2017-06-24 00:00:00.000,6,"Jun","Q2",2017,"Sat","24-Jun","24 Jun 17",175
2017-06-25 00:00:00.000,6,"Jun","Q2",2017,"Sun","25-Jun","25 Jun 17",176
2017-06-26 00:00:00.000,6,"Jun","Q2",2017,"Mon","26-Jun","26 Jun 17",177
2017-06-27 00:00:00.000,6,"Jun","Q2",2017,"Tue","27-Jun","27 Jun 17",178
2017-06-28 00:00:00.000,6,"Jun","Q2",2017,"Wed","28-Jun","28 Jun 17",179
2017-06-29 00:00:00.000,6,"Jun","Q2",2017,"Thu","29-Jun","29 Jun 17",180
2017-06-30 00:00:00.000,6,"Jun","Q2",2017,"Fri","30-Jun","30 Jun 17",181
2017-07-01 00:00:00.000,7,"Jul","Q3",2017,"Sat","01-Jul","1 Jul 17",182
2017-07-02 00:00:00.000,7,"Jul","Q3",2017,"Sun","02-Jul","2 Jul 17",183
2017-07-03 00:00:00.000,7,"Jul","Q3",2017,"Mon","03-Jul","3 Jul 17",184
2017-07-04 00:00:00.000,7,"Jul","Q3",2017,"Tue","04-Jul","4 Jul 17",185
2017-07-05 00:00:00.000,7,"Jul","Q3",2017,"Wed","05-Jul","5 Jul 17",186
2017-07-06 00:00:00.000,7,"Jul","Q3",2017,"Thu","06-Jul","6 Jul 17",187
2017-07-07 00:00:00.000,7,"Jul","Q3",2017,"Fri","07-Jul","7 Jul 17",188
2017-07-08 00:00:00.000,7,"Jul","Q3",2017,"Sat","08-Jul","8 Jul 17",189
2017-07-09 00:00:00.000,7,"Jul","Q3",2017,"Sun","09-Jul","9 Jul 17",190
2017-07-10 00:00:00.000,7,"Jul","Q3",2017,"Mon","10-Jul","10 Jul 17",191
2017-07-11 00:00:00.000,7,"Jul","Q3",2017,"Tue","11-Jul","11 Jul 17",192
2017-07-12 00:00:00.000,7,"Jul","Q3",2017,"Wed","12-Jul","12 Jul 17",193
2017-07-13 00:00:00.000,7,"Jul","Q3",2017,"Thu","13-Jul","13 Jul 17",194
2017-07-14 00:00:00.000,7,"Jul","Q3",2017,"Fri","14-Jul","14 Jul 17",195
2017-07-15 00:00:00.000,7,"Jul","Q3",2017,"Sat","15-Jul","15 Jul 17",196
2017-07-16 00:00:00.000,7,"Jul","Q3",2017,"Sun","16-Jul","16 Jul 17",197
