iso_code,continent,location,date,Total cases,New cases,New cases smoothed,Total deaths,New deaths,New deaths smoothed,Total cases per million,New cases per million,New cases smoothed per million,Total deaths per million,New deaths per million,New deaths smoothed per million,Reproduction rate,ICU patients,ICU patients per million,Hospital patients,Hospital patients per million,Weekly ICU admissions,Weekly ICU admissisions per million,weekly_hosp_admissions,Weekly hospital admissions per million,new_tests,total_tests,Total tests per thousand,New tests per thousands,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,Total vaccinations per hundred,People vaccinated per hundred,People fully vaccinated per hundred,New vaccinations smoothed per million,stringency_index,Population,Population density,Median age,Aged 65 and older,Aged 70 and old,GDP per capita,Extreme poverty,Cardiovascular death rate,Diabetes prevalence,Female smoking rate,Male smoking rate,Handwashing facilities availalbe,Hospital beds per thousand,Life expectancy,human_development_index
"KHM","Asia","Cambodia",2020-03-02 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"KHM","Asia","Cambodia",2020-03-03 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"KHM","Asia","Cambodia",2020-03-04 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"KHM","Asia","Cambodia",2020-03-05 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"KHM","Asia","Cambodia",2020-03-06 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"KHM","Asia","Cambodia",2020-03-07 00:00:00.000,1,0,0,,,0,0.06,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,19.44,16718971,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594
"EGY","Africa","Egypt",2020-02-21 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-22 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-23 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-24 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-25 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-26 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-27 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-28 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"EGY","Africa","Egypt",2020-02-29 00:00:00.000,1,0,0,,,0,0.01,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,0,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
"SWZ","Africa","Eswatini",2020-03-21 00:00:00.000,1,0,0,,,0,0.862,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,55.56,1160164,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
"GIN","Africa","Guinea",2020-03-20 00:00:00.000,1,0,0,,,0,0.076,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,13132792,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477
"LSO","Africa","Lesotho",2020-05-20 00:00:00.000,1,0,0,,,0,0.467,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,62.04,2142252,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527
"LSO","Africa","Lesotho",2020-05-21 00:00:00.000,1,0,0,,,0,0.467,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,62.04,2142252,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527
"MHL","Oceania","Marshall Islands",2020-11-12 00:00:00.000,1,0,0,,,0,16.894,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,59194,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704
"MHL","Oceania","Marshall Islands",2020-11-13 00:00:00.000,1,0,0,,,0,16.894,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,59194,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704
"MHL","Oceania","Marshall Islands",2020-11-14 00:00:00.000,1,0,0,,,0,16.894,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,59194,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704
"MHL","Oceania","Marshall Islands",2020-11-15 00:00:00.000,1,0,0,,,0,16.894,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,59194,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704
"MHL","Oceania","Marshall Islands",2020-11-16 00:00:00.000,1,0,0,,,0,16.894,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,59194,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704
"NGA","Africa","Nigeria",2020-03-06 00:00:00.000,1,0,0,,,0,0.005,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,206139587,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539
"NGA","Africa","Nigeria",2020-03-07 00:00:00.000,1,0,0,,,0,0.005,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,206139587,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539
"NGA","Africa","Nigeria",2020-03-08 00:00:00.000,1,0,0,,,0,0.005,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,206139587,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539
"SOM","Africa","Somalia",2020-03-23 00:00:00.000,1,0,0,,,0,0.063,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,52.78,15893219,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
"SOM","Africa","Somalia",2020-03-24 00:00:00.000,1,0,0,,,0,0.063,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,52.78,15893219,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
"SOM","Africa","Somalia",2020-03-25 00:00:00.000,1,0,0,,,0,0.063,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,52.78,15893219,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
"TLS","Asia","Timor",2020-03-29 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-03-30 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-03-31 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-01 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-02 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-03 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-04 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-05 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-06 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-07 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-08 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"TLS","Asia","Timor",2020-04-09 00:00:00.000,1,0,0,,,0,0.758,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,75,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606
"VUT","Oceania","Vanuatu",2020-11-17 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-18 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-19 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-20 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-21 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-22 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-23 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-24 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-25 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-26 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-27 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-28 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-29 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-11-30 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-01 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-02 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-03 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-04 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-05 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-06 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-07 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-08 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-09 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-10 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-11 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-12 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-13 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-14 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-15 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-16 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-17 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-18 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-19 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-20 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-21 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-22 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-23 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-24 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-25 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-26 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-27 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-28 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-29 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,30.56,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-30 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2020-12-31 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-01 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-02 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-03 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-04 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-05 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-06 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-07 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-08 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
"VUT","Oceania","Vanuatu",2021-01-09 00:00:00.000,1,0,0,,,0,3.256,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609
