Date,Province,Electricity Distributed Gwh
2011-08-01 00:00:00.000,"Free State",1044
2011-09-01 00:00:00.000,"Free State",937
2011-10-01 00:00:00.000,"Free State",986
2011-11-01 00:00:00.000,"Free State",986
2011-12-01 00:00:00.000,"Free State",901
2012-01-01 00:00:00.000,"Free State",978
2012-02-01 00:00:00.000,"Free State",933
2012-03-01 00:00:00.000,"Free State",974
2012-04-01 00:00:00.000,"Free State",958
2012-05-01 00:00:00.000,"Free State",1007
2012-06-01 00:00:00.000,"Free State",1051
2012-07-01 00:00:00.000,"Free State",1086
2012-08-01 00:00:00.000,"Free State",1038
2012-09-01 00:00:00.000,"Free State",926
2012-10-01 00:00:00.000,"Free State",975
2012-11-01 00:00:00.000,"Free State",994
2012-12-01 00:00:00.000,"Free State",868
2013-01-01 00:00:00.000,"Free State",889
2013-02-01 00:00:00.000,"Free State",824
2013-03-01 00:00:00.000,"Free State",1098
2013-04-01 00:00:00.000,"Free State",998
2013-05-01 00:00:00.000,"Free State",1063
2013-06-01 00:00:00.000,"Free State",1079
2013-07-01 00:00:00.000,"Free State",1082
2013-08-01 00:00:00.000,"Free State",1042
2013-09-01 00:00:00.000,"Free State",964
2013-10-01 00:00:00.000,"Free State",1000
2013-11-01 00:00:00.000,"Free State",985
2013-12-01 00:00:00.000,"Free State",975
2014-01-01 00:00:00.000,"Free State",1025
2014-02-01 00:00:00.000,"Free State",914
2014-03-01 00:00:00.000,"Free State",998
2014-04-01 00:00:00.000,"Free State",951
2014-05-01 00:00:00.000,"Free State",1012
2014-06-01 00:00:00.000,"Free State",1030
2014-07-01 00:00:00.000,"Free State",1090
2014-08-01 00:00:00.000,"Free State",1034
2014-09-01 00:00:00.000,"Free State",967
2014-10-01 00:00:00.000,"Free State",981
2014-11-01 00:00:00.000,"Free State",941
2014-12-01 00:00:00.000,"Free State",930
2015-01-01 00:00:00.000,"Free State",1009
2015-02-01 00:00:00.000,"Free State",881
2015-03-01 00:00:00.000,"Free State",969
2015-04-01 00:00:00.000,"Free State",927
2015-05-01 00:00:00.000,"Free State",978
2015-06-01 00:00:00.000,"Free State",1006
2015-07-01 00:00:00.000,"Free State",1047
2015-08-01 00:00:00.000,"Free State",1001
2015-09-01 00:00:00.000,"Free State",947
2015-10-01 00:00:00.000,"Free State",972
2015-11-01 00:00:00.000,"Free State",942
2015-12-01 00:00:00.000,"Free State",984
2016-01-01 00:00:00.000,"Free State",1002
2016-02-01 00:00:00.000,"Free State",949
2016-03-01 00:00:00.000,"Free State",937
2016-04-01 00:00:00.000,"Free State",927
2016-05-01 00:00:00.000,"Free State",1012
2016-06-01 00:00:00.000,"Free State",1016
2016-07-01 00:00:00.000,"Free State",1054
2016-08-01 00:00:00.000,"Free State",1026
2016-09-01 00:00:00.000,"Free State",956
2016-10-01 00:00:00.000,"Free State",986
2016-11-01 00:00:00.000,"Free State",914
2016-12-01 00:00:00.000,"Free State",972
2017-01-01 00:00:00.000,"Free State",993
2017-02-01 00:00:00.000,"Free State",899
2017-03-01 00:00:00.000,"Free State",986
2017-04-01 00:00:00.000,"Free State",935
2017-05-01 00:00:00.000,"Free State",1018
2017-06-01 00:00:00.000,"Free State",1007
2017-07-01 00:00:00.000,"Free State",1038
2017-08-01 00:00:00.000,"Free State",1036
2017-09-01 00:00:00.000,"Free State",957
2017-10-01 00:00:00.000,"Free State",976
2017-11-01 00:00:00.000,"Free State",948
2017-12-01 00:00:00.000,"Free State",956
2018-01-01 00:00:00.000,"Free State",996
2018-02-01 00:00:00.000,"Free State",874
2018-03-01 00:00:00.000,"Free State",955
2018-04-01 00:00:00.000,"Free State",895
2018-05-01 00:00:00.000,"Free State",998
2018-06-01 00:00:00.000,"Free State",1017
2018-07-01 00:00:00.000,"Free State",1061
2018-08-01 00:00:00.000,"Free State",1027
2018-09-01 00:00:00.000,"Free State",919
2018-10-01 00:00:00.000,"Free State",999
2018-11-01 00:00:00.000,"Free State",973
2018-12-01 00:00:00.000,"Free State",960
2019-01-01 00:00:00.000,"Free State",991
2019-02-01 00:00:00.000,"Free State",879
2019-03-01 00:00:00.000,"Free State",927
2019-04-01 00:00:00.000,"Free State",917
2019-05-01 00:00:00.000,"Free State",974
2019-06-01 00:00:00.000,"Free State",979
2019-07-01 00:00:00.000,"Free State",1046
2019-08-01 00:00:00.000,"Free State",993
2019-09-01 00:00:00.000,"Free State",926
2019-10-01 00:00:00.000,"Free State",1005
2019-11-01 00:00:00.000,"Free State",989
2019-12-01 00:00:00.000,"Free State",921
2020-01-01 00:00:00.000,"Free State",956
2020-02-01 00:00:00.000,"Free State",900
2020-03-01 00:00:00.000,"Free State",912
2020-04-01 00:00:00.000,"Free State",748
2020-05-01 00:00:00.000,"Free State",902
2020-06-01 00:00:00.000,"Free State",969
2002-01-01 00:00:00.000,"Northern Cape",402
2002-02-01 00:00:00.000,"Northern Cape",394
2002-03-01 00:00:00.000,"Northern Cape",389
2002-04-01 00:00:00.000,"Northern Cape",342
2002-05-01 00:00:00.000,"Northern Cape",363
2002-06-01 00:00:00.000,"Northern Cape",379
2002-07-01 00:00:00.000,"Northern Cape",395
2002-08-01 00:00:00.000,"Northern Cape",390
2002-09-01 00:00:00.000,"Northern Cape",403
2002-10-01 00:00:00.000,"Northern Cape",437
2002-11-01 00:00:00.000,"Northern Cape",381
2002-12-01 00:00:00.000,"Northern Cape",330
2003-01-01 00:00:00.000,"Northern Cape",398
2003-02-01 00:00:00.000,"Northern Cape",366
2003-03-01 00:00:00.000,"Northern Cape",380
2003-04-01 00:00:00.000,"Northern Cape",333
2003-05-01 00:00:00.000,"Northern Cape",346
2003-06-01 00:00:00.000,"Northern Cape",390
2003-07-01 00:00:00.000,"Northern Cape",418
2003-08-01 00:00:00.000,"Northern Cape",423
2003-09-01 00:00:00.000,"Northern Cape",413
2003-10-01 00:00:00.000,"Northern Cape",450
2003-11-01 00:00:00.000,"Northern Cape",421
2003-12-01 00:00:00.000,"Northern Cape",430
2004-01-01 00:00:00.000,"Northern Cape",416
2004-02-01 00:00:00.000,"Northern Cape",418
2004-03-01 00:00:00.000,"Northern Cape",432
2004-04-01 00:00:00.000,"Northern Cape",369
2004-05-01 00:00:00.000,"Northern Cape",400
2004-06-01 00:00:00.000,"Northern Cape",424
2004-07-01 00:00:00.000,"Northern Cape",443
2004-08-01 00:00:00.000,"Northern Cape",428
2004-09-01 00:00:00.000,"Northern Cape",433
2004-10-01 00:00:00.000,"Northern Cape",454
2004-11-01 00:00:00.000,"Northern Cape",466
2004-12-01 00:00:00.000,"Northern Cape",444
2005-01-01 00:00:00.000,"Northern Cape",478
2005-02-01 00:00:00.000,"Northern Cape",429
2005-03-01 00:00:00.000,"Northern Cape",436
2005-04-01 00:00:00.000,"Northern Cape",383
2005-05-01 00:00:00.000,"Northern Cape",412
2005-06-01 00:00:00.000,"Northern Cape",418
2005-07-01 00:00:00.000,"Northern Cape",441
2005-08-01 00:00:00.000,"Northern Cape",435
2005-09-01 00:00:00.000,"Northern Cape",445
2005-10-01 00:00:00.000,"Northern Cape",480
2005-11-01 00:00:00.000,"Northern Cape",425
2005-12-01 00:00:00.000,"Northern Cape",445
2006-01-01 00:00:00.000,"Northern Cape",432
2006-02-01 00:00:00.000,"Northern Cape",385
2006-03-01 00:00:00.000,"Northern Cape",434
2006-04-01 00:00:00.000,"Northern Cape",390
2006-05-01 00:00:00.000,"Northern Cape",420
2006-06-01 00:00:00.000,"Northern Cape",415
2006-07-01 00:00:00.000,"Northern Cape",423
2006-08-01 00:00:00.000,"Northern Cape",433
2006-09-01 00:00:00.000,"Northern Cape",441
2006-10-01 00:00:00.000,"Northern Cape",464
2006-11-01 00:00:00.000,"Northern Cape",467
2006-12-01 00:00:00.000,"Northern Cape",483
2007-01-01 00:00:00.000,"Northern Cape",500
2007-02-01 00:00:00.000,"Northern Cape",447
2007-03-01 00:00:00.000,"Northern Cape",460
2007-04-01 00:00:00.000,"Northern Cape",384
2007-05-01 00:00:00.000,"Northern Cape",422
2007-06-01 00:00:00.000,"Northern Cape",433
2007-07-01 00:00:00.000,"Northern Cape",470
2007-08-01 00:00:00.000,"Northern Cape",437
2007-09-01 00:00:00.000,"Northern Cape",411
2007-10-01 00:00:00.000,"Northern Cape",427
2007-11-01 00:00:00.000,"Northern Cape",438
2007-12-01 00:00:00.000,"Northern Cape",421
2008-01-01 00:00:00.000,"Northern Cape",438
2008-02-01 00:00:00.000,"Northern Cape",435
2008-03-01 00:00:00.000,"Northern Cape",420
2008-04-01 00:00:00.000,"Northern Cape",387
2008-05-01 00:00:00.000,"Northern Cape",402
2008-06-01 00:00:00.000,"Northern Cape",405
2008-07-01 00:00:00.000,"Northern Cape",445
2008-08-01 00:00:00.000,"Northern Cape",442
2008-09-01 00:00:00.000,"Northern Cape",463
2008-10-01 00:00:00.000,"Northern Cape",495
2008-11-01 00:00:00.000,"Northern Cape",452
2008-12-01 00:00:00.000,"Northern Cape",433
2009-01-01 00:00:00.000,"Northern Cape",460
2009-02-01 00:00:00.000,"Northern Cape",396
2009-03-01 00:00:00.000,"Northern Cape",441
2009-04-01 00:00:00.000,"Northern Cape",374
2009-05-01 00:00:00.000,"Northern Cape",386
2009-06-01 00:00:00.000,"Northern Cape",395
2009-07-01 00:00:00.000,"Northern Cape",434
2009-08-01 00:00:00.000,"Northern Cape",411
2009-09-01 00:00:00.000,"Northern Cape",421
2009-10-01 00:00:00.000,"Northern Cape",434
2009-11-01 00:00:00.000,"Northern Cape",451
2009-12-01 00:00:00.000,"Northern Cape",468
2010-01-01 00:00:00.000,"Northern Cape",449
2010-02-01 00:00:00.000,"Northern Cape",434
2010-03-01 00:00:00.000,"Northern Cape",446
2010-04-01 00:00:00.000,"Northern Cape",396
2010-05-01 00:00:00.000,"Northern Cape",404
2010-06-01 00:00:00.000,"Northern Cape",418
2010-07-01 00:00:00.000,"Northern Cape",438
2010-08-01 00:00:00.000,"Northern Cape",406
2010-09-01 00:00:00.000,"Northern Cape",401
2010-10-01 00:00:00.000,"Northern Cape",465
2010-11-01 00:00:00.000,"Northern Cape",437
2010-12-01 00:00:00.000,"Northern Cape",454
2011-01-01 00:00:00.000,"Northern Cape",439
2011-02-01 00:00:00.000,"Northern Cape",400
2011-03-01 00:00:00.000,"Northern Cape",436
2011-04-01 00:00:00.000,"Northern Cape",403
2011-05-01 00:00:00.000,"Northern Cape",421
2011-06-01 00:00:00.000,"Northern Cape",448
2011-07-01 00:00:00.000,"Northern Cape",457
2011-08-01 00:00:00.000,"Northern Cape",449
2011-09-01 00:00:00.000,"Northern Cape",454
2011-10-01 00:00:00.000,"Northern Cape",490
2011-11-01 00:00:00.000,"Northern Cape",467
2011-12-01 00:00:00.000,"Northern Cape",478
2012-01-01 00:00:00.000,"Northern Cape",515
2012-02-01 00:00:00.000,"Northern Cape",467
2012-03-01 00:00:00.000,"Northern Cape",475
2012-04-01 00:00:00.000,"Northern Cape",419
2012-05-01 00:00:00.000,"Northern Cape",434
2012-06-01 00:00:00.000,"Northern Cape",452
2012-07-01 00:00:00.000,"Northern Cape",477
2012-08-01 00:00:00.000,"Northern Cape",478
2012-09-01 00:00:00.000,"Northern Cape",469
2012-10-01 00:00:00.000,"Northern Cape",472
2012-11-01 00:00:00.000,"Northern Cape",504
2012-12-01 00:00:00.000,"Northern Cape",477
2013-01-01 00:00:00.000,"Northern Cape",556
2013-02-01 00:00:00.000,"Northern Cape",498
2013-03-01 00:00:00.000,"Northern Cape",517
2013-04-01 00:00:00.000,"Northern Cape",438
2013-05-01 00:00:00.000,"Northern Cape",467
2013-06-01 00:00:00.000,"Northern Cape",472
2013-07-01 00:00:00.000,"Northern Cape",493
2013-08-01 00:00:00.000,"Northern Cape",488
2013-09-01 00:00:00.000,"Northern Cape",487
2013-10-01 00:00:00.000,"Northern Cape",541
2013-11-01 00:00:00.000,"Northern Cape",533
2013-12-01 00:00:00.000,"Northern Cape",497
2014-01-01 00:00:00.000,"Northern Cape",565
2014-02-01 00:00:00.000,"Northern Cape",490
2014-03-01 00:00:00.000,"Northern Cape",523
2014-04-01 00:00:00.000,"Northern Cape",454
2014-05-01 00:00:00.000,"Northern Cape",449
2014-06-01 00:00:00.000,"Northern Cape",479
2014-07-01 00:00:00.000,"Northern Cape",515
2014-08-01 00:00:00.000,"Northern Cape",491
2014-09-01 00:00:00.000,"Northern Cape",516
2014-10-01 00:00:00.000,"Northern Cape",522
2014-11-01 00:00:00.000,"Northern Cape",463
2014-12-01 00:00:00.000,"Northern Cape",508
2015-01-01 00:00:00.000,"Northern Cape",561
2015-02-01 00:00:00.000,"Northern Cape",510
2015-03-01 00:00:00.000,"Northern Cape",520
2015-04-01 00:00:00.000,"Northern Cape",446
2015-05-01 00:00:00.000,"Northern Cape",469
2015-06-01 00:00:00.000,"Northern Cape",464
2015-07-01 00:00:00.000,"Northern Cape",490
2015-08-01 00:00:00.000,"Northern Cape",491
2015-09-01 00:00:00.000,"Northern Cape",501
2015-10-01 00:00:00.000,"Northern Cape",529
2015-11-01 00:00:00.000,"Northern Cape",515
2015-12-01 00:00:00.000,"Northern Cape",531
2016-01-01 00:00:00.000,"Northern Cape",498
2016-02-01 00:00:00.000,"Northern Cape",504
2016-03-01 00:00:00.000,"Northern Cape",497
2016-04-01 00:00:00.000,"Northern Cape",446
2016-05-01 00:00:00.000,"Northern Cape",425
2016-06-01 00:00:00.000,"Northern Cape",395
2016-07-01 00:00:00.000,"Northern Cape",406
2016-08-01 00:00:00.000,"Northern Cape",455
2016-09-01 00:00:00.000,"Northern Cape",426
2016-10-01 00:00:00.000,"Northern Cape",435
2016-11-01 00:00:00.000,"Northern Cape",537
2016-12-01 00:00:00.000,"Northern Cape",565
2017-01-01 00:00:00.000,"Northern Cape",514
2017-02-01 00:00:00.000,"Northern Cape",461
2017-03-01 00:00:00.000,"Northern Cape",448
2017-04-01 00:00:00.000,"Northern Cape",454
2017-05-01 00:00:00.000,"Northern Cape",480
2017-06-01 00:00:00.000,"Northern Cape",481
2017-07-01 00:00:00.000,"Northern Cape",511
2017-08-01 00:00:00.000,"Northern Cape",516
2017-09-01 00:00:00.000,"Northern Cape",472
2017-10-01 00:00:00.000,"Northern Cape",522
2017-11-01 00:00:00.000,"Northern Cape",493
2017-12-01 00:00:00.000,"Northern Cape",545
2018-01-01 00:00:00.000,"Northern Cape",563
2018-02-01 00:00:00.000,"Northern Cape",487
2018-03-01 00:00:00.000,"Northern Cape",532
2018-04-01 00:00:00.000,"Northern Cape",481
2018-05-01 00:00:00.000,"Northern Cape",486
2018-06-01 00:00:00.000,"Northern Cape",498
2018-07-01 00:00:00.000,"Northern Cape",526
2018-08-01 00:00:00.000,"Northern Cape",521
2018-09-01 00:00:00.000,"Northern Cape",507
2018-10-01 00:00:00.000,"Northern Cape",566
2018-11-01 00:00:00.000,"Northern Cape",551
2018-12-01 00:00:00.000,"Northern Cape",539
2019-01-01 00:00:00.000,"Northern Cape",595
2019-02-01 00:00:00.000,"Northern Cape",508
2019-03-01 00:00:00.000,"Northern Cape",559
2019-04-01 00:00:00.000,"Northern Cape",487
2019-05-01 00:00:00.000,"Northern Cape",498
2019-06-01 00:00:00.000,"Northern Cape",511
2019-07-01 00:00:00.000,"Northern Cape",547
2019-08-01 00:00:00.000,"Northern Cape",519
2019-09-01 00:00:00.000,"Northern Cape",535
2019-10-01 00:00:00.000,"Northern Cape",581
2019-11-01 00:00:00.000,"Northern Cape",560
2019-12-01 00:00:00.000,"Northern Cape",516
2020-01-01 00:00:00.000,"Northern Cape",515
2020-02-01 00:00:00.000,"Northern Cape",469
2020-03-01 00:00:00.000,"Northern Cape",474
2020-04-01 00:00:00.000,"Northern Cape",378
2020-05-01 00:00:00.000,"Northern Cape",466
2020-06-01 00:00:00.000,"Northern Cape",504
2002-01-01 00:00:00.000,"KwaZulu-Natal",3071
2002-02-01 00:00:00.000,"KwaZulu-Natal",2847
2002-03-01 00:00:00.000,"KwaZulu-Natal",3105
2002-04-01 00:00:00.000,"KwaZulu-Natal",3055
2002-05-01 00:00:00.000,"KwaZulu-Natal",3277
2002-06-01 00:00:00.000,"KwaZulu-Natal",3199
2002-07-01 00:00:00.000,"KwaZulu-Natal",3324
2002-08-01 00:00:00.000,"KwaZulu-Natal",3273
2002-09-01 00:00:00.000,"KwaZulu-Natal",3164
2002-10-01 00:00:00.000,"KwaZulu-Natal",3287
2002-11-01 00:00:00.000,"KwaZulu-Natal",3206
2002-12-01 00:00:00.000,"KwaZulu-Natal",3185
2003-01-01 00:00:00.000,"KwaZulu-Natal",3167
2003-02-01 00:00:00.000,"KwaZulu-Natal",2934
2003-03-01 00:00:00.000,"KwaZulu-Natal",3218
2003-04-01 00:00:00.000,"KwaZulu-Natal",3165
2003-05-01 00:00:00.000,"KwaZulu-Natal",3324
2003-06-01 00:00:00.000,"KwaZulu-Natal",3266
2003-07-01 00:00:00.000,"KwaZulu-Natal",3416
2003-08-01 00:00:00.000,"KwaZulu-Natal",3366
2003-09-01 00:00:00.000,"KwaZulu-Natal",3254
2003-10-01 00:00:00.000,"KwaZulu-Natal",3431
2003-11-01 00:00:00.000,"KwaZulu-Natal",3366
2003-12-01 00:00:00.000,"KwaZulu-Natal",3367
2004-01-01 00:00:00.000,"KwaZulu-Natal",3379
2004-02-01 00:00:00.000,"KwaZulu-Natal",3247
2004-03-01 00:00:00.000,"KwaZulu-Natal",3467
2004-04-01 00:00:00.000,"KwaZulu-Natal",3313
2004-05-01 00:00:00.000,"KwaZulu-Natal",3552
2004-06-01 00:00:00.000,"KwaZulu-Natal",3541
2004-07-01 00:00:00.000,"KwaZulu-Natal",3669
2004-08-01 00:00:00.000,"KwaZulu-Natal",3628
2004-09-01 00:00:00.000,"KwaZulu-Natal",3475
2004-10-01 00:00:00.000,"KwaZulu-Natal",3584
2004-11-01 00:00:00.000,"KwaZulu-Natal",3493
2004-12-01 00:00:00.000,"KwaZulu-Natal",3466
2005-01-01 00:00:00.000,"KwaZulu-Natal",3457
2005-02-01 00:00:00.000,"KwaZulu-Natal",3268
2005-03-01 00:00:00.000,"KwaZulu-Natal",3524
2005-04-01 00:00:00.000,"KwaZulu-Natal",3479
2005-05-01 00:00:00.000,"KwaZulu-Natal",3576
2005-06-01 00:00:00.000,"KwaZulu-Natal",3578
2005-07-01 00:00:00.000,"KwaZulu-Natal",3757
2005-08-01 00:00:00.000,"KwaZulu-Natal",3717
2005-09-01 00:00:00.000,"KwaZulu-Natal",3608
2005-10-01 00:00:00.000,"KwaZulu-Natal",3736
2005-11-01 00:00:00.000,"KwaZulu-Natal",3647
2005-12-01 00:00:00.000,"KwaZulu-Natal",3640
2006-01-01 00:00:00.000,"KwaZulu-Natal",3656
2006-02-01 00:00:00.000,"KwaZulu-Natal",3402
2006-03-01 00:00:00.000,"KwaZulu-Natal",3745
2006-04-01 00:00:00.000,"KwaZulu-Natal",3595
2006-05-01 00:00:00.000,"KwaZulu-Natal",3830
2006-06-01 00:00:00.000,"KwaZulu-Natal",3789
2006-07-01 00:00:00.000,"KwaZulu-Natal",3879
2006-08-01 00:00:00.000,"KwaZulu-Natal",3827
2006-09-01 00:00:00.000,"KwaZulu-Natal",3723
2006-10-01 00:00:00.000,"KwaZulu-Natal",3846
2006-11-01 00:00:00.000,"KwaZulu-Natal",3753
2006-12-01 00:00:00.000,"KwaZulu-Natal",3756
2007-01-01 00:00:00.000,"KwaZulu-Natal",3786
2007-02-01 00:00:00.000,"KwaZulu-Natal",3520
2007-03-01 00:00:00.000,"KwaZulu-Natal",3880
2007-04-01 00:00:00.000,"KwaZulu-Natal",3689
2007-05-01 00:00:00.000,"KwaZulu-Natal",3958
2007-06-01 00:00:00.000,"KwaZulu-Natal",3896
2007-07-01 00:00:00.000,"KwaZulu-Natal",4019
2007-08-01 00:00:00.000,"KwaZulu-Natal",3996
2007-09-01 00:00:00.000,"KwaZulu-Natal",3784
2007-10-01 00:00:00.000,"KwaZulu-Natal",3940
2007-11-01 00:00:00.000,"KwaZulu-Natal",3732
2007-12-01 00:00:00.000,"KwaZulu-Natal",3739
2008-01-01 00:00:00.000,"KwaZulu-Natal",3753
2008-02-01 00:00:00.000,"KwaZulu-Natal",3485
2008-03-01 00:00:00.000,"KwaZulu-Natal",3540
2008-04-01 00:00:00.000,"KwaZulu-Natal",3565
2008-05-01 00:00:00.000,"KwaZulu-Natal",3678
2008-06-01 00:00:00.000,"KwaZulu-Natal",3633
2008-07-01 00:00:00.000,"KwaZulu-Natal",3861
2008-08-01 00:00:00.000,"KwaZulu-Natal",3803
2008-09-01 00:00:00.000,"KwaZulu-Natal",3753
2008-10-01 00:00:00.000,"KwaZulu-Natal",3872
2008-11-01 00:00:00.000,"KwaZulu-Natal",3688
2008-12-01 00:00:00.000,"KwaZulu-Natal",3562
2009-01-01 00:00:00.000,"KwaZulu-Natal",3604
2009-02-01 00:00:00.000,"KwaZulu-Natal",3334
2009-03-01 00:00:00.000,"KwaZulu-Natal",3707
2009-04-01 00:00:00.000,"KwaZulu-Natal",3574
2009-05-01 00:00:00.000,"KwaZulu-Natal",3743
2009-06-01 00:00:00.000,"KwaZulu-Natal",3710
2009-07-01 00:00:00.000,"KwaZulu-Natal",3884
2009-08-01 00:00:00.000,"KwaZulu-Natal",3840
2009-09-01 00:00:00.000,"KwaZulu-Natal",3751
2009-10-01 00:00:00.000,"KwaZulu-Natal",3827
2009-11-01 00:00:00.000,"KwaZulu-Natal",3669
2009-12-01 00:00:00.000,"KwaZulu-Natal",3689
2010-01-01 00:00:00.000,"KwaZulu-Natal",3701
2010-02-01 00:00:00.000,"KwaZulu-Natal",3426
2010-03-01 00:00:00.000,"KwaZulu-Natal",3806
2010-04-01 00:00:00.000,"KwaZulu-Natal",3655
2010-05-01 00:00:00.000,"KwaZulu-Natal",3812
2010-06-01 00:00:00.000,"KwaZulu-Natal",3815
2010-07-01 00:00:00.000,"KwaZulu-Natal",3932
2010-08-01 00:00:00.000,"KwaZulu-Natal",3810
2010-09-01 00:00:00.000,"KwaZulu-Natal",3719
2010-10-01 00:00:00.000,"KwaZulu-Natal",3810
2010-11-01 00:00:00.000,"KwaZulu-Natal",3640
2010-12-01 00:00:00.000,"KwaZulu-Natal",3603
2011-01-01 00:00:00.000,"KwaZulu-Natal",3622
2011-02-01 00:00:00.000,"KwaZulu-Natal",3428
2011-03-01 00:00:00.000,"KwaZulu-Natal",3838
2011-04-01 00:00:00.000,"KwaZulu-Natal",3655
2011-05-01 00:00:00.000,"KwaZulu-Natal",3865
2011-06-01 00:00:00.000,"KwaZulu-Natal",3789
2011-07-01 00:00:00.000,"KwaZulu-Natal",3909
2011-08-01 00:00:00.000,"KwaZulu-Natal",3850
2011-09-01 00:00:00.000,"KwaZulu-Natal",3646
2011-10-01 00:00:00.000,"KwaZulu-Natal",3792
2011-11-01 00:00:00.000,"KwaZulu-Natal",3707
2011-12-01 00:00:00.000,"KwaZulu-Natal",3703
2012-01-01 00:00:00.000,"KwaZulu-Natal",3725
2012-02-01 00:00:00.000,"KwaZulu-Natal",3468
2012-03-01 00:00:00.000,"KwaZulu-Natal",3510
2012-04-01 00:00:00.000,"KwaZulu-Natal",3338
2012-05-01 00:00:00.000,"KwaZulu-Natal",3529
2012-06-01 00:00:00.000,"KwaZulu-Natal",3540
2012-07-01 00:00:00.000,"KwaZulu-Natal",3646
2012-08-01 00:00:00.000,"KwaZulu-Natal",3650
2012-09-01 00:00:00.000,"KwaZulu-Natal",3506
2012-10-01 00:00:00.000,"KwaZulu-Natal",3624
2012-11-01 00:00:00.000,"KwaZulu-Natal",3612
2012-12-01 00:00:00.000,"KwaZulu-Natal",3547
2013-01-01 00:00:00.000,"KwaZulu-Natal",3577
2013-02-01 00:00:00.000,"KwaZulu-Natal",3298
2013-03-01 00:00:00.000,"KwaZulu-Natal",3632
2013-04-01 00:00:00.000,"KwaZulu-Natal",3544
2013-05-01 00:00:00.000,"KwaZulu-Natal",3687
2013-06-01 00:00:00.000,"KwaZulu-Natal",3635
2013-07-01 00:00:00.000,"KwaZulu-Natal",3857
2013-08-01 00:00:00.000,"KwaZulu-Natal",3805
2013-09-01 00:00:00.000,"KwaZulu-Natal",3620
2013-10-01 00:00:00.000,"KwaZulu-Natal",3751
2013-11-01 00:00:00.000,"KwaZulu-Natal",3531
2013-12-01 00:00:00.000,"KwaZulu-Natal",3594
2014-01-01 00:00:00.000,"KwaZulu-Natal",3650
2014-02-01 00:00:00.000,"KwaZulu-Natal",3347
2014-03-01 00:00:00.000,"KwaZulu-Natal",3637
2014-04-01 00:00:00.000,"KwaZulu-Natal",3560
2014-05-01 00:00:00.000,"KwaZulu-Natal",3696
2014-06-01 00:00:00.000,"KwaZulu-Natal",3568
2014-07-01 00:00:00.000,"KwaZulu-Natal",3612
2014-08-01 00:00:00.000,"KwaZulu-Natal",3512
2014-09-01 00:00:00.000,"KwaZulu-Natal",3440
2014-10-01 00:00:00.000,"KwaZulu-Natal",3556
2014-11-01 00:00:00.000,"KwaZulu-Natal",3357
2014-12-01 00:00:00.000,"KwaZulu-Natal",3386
2015-01-01 00:00:00.000,"KwaZulu-Natal",3400
2015-02-01 00:00:00.000,"KwaZulu-Natal",3155
2015-03-01 00:00:00.000,"KwaZulu-Natal",3519
2015-04-01 00:00:00.000,"KwaZulu-Natal",3361
2015-05-01 00:00:00.000,"KwaZulu-Natal",3474
2015-06-01 00:00:00.000,"KwaZulu-Natal",3388
2015-07-01 00:00:00.000,"KwaZulu-Natal",3517
2015-08-01 00:00:00.000,"KwaZulu-Natal",3424
2015-09-01 00:00:00.000,"KwaZulu-Natal",3321
2015-10-01 00:00:00.000,"KwaZulu-Natal",3367
2015-11-01 00:00:00.000,"KwaZulu-Natal",3248
2015-12-01 00:00:00.000,"KwaZulu-Natal",3256
2016-01-01 00:00:00.000,"KwaZulu-Natal",3298
2016-02-01 00:00:00.000,"KwaZulu-Natal",3131
2016-03-01 00:00:00.000,"KwaZulu-Natal",3322
2016-04-01 00:00:00.000,"KwaZulu-Natal",3248
2016-05-01 00:00:00.000,"KwaZulu-Natal",3364
2016-06-01 00:00:00.000,"KwaZulu-Natal",3328
2016-07-01 00:00:00.000,"KwaZulu-Natal",3452
2016-08-01 00:00:00.000,"KwaZulu-Natal",3420
2016-09-01 00:00:00.000,"KwaZulu-Natal",3319
2016-10-01 00:00:00.000,"KwaZulu-Natal",3375
2016-11-01 00:00:00.000,"KwaZulu-Natal",3331
2016-12-01 00:00:00.000,"KwaZulu-Natal",3364
2017-01-01 00:00:00.000,"KwaZulu-Natal",3393
2017-02-01 00:00:00.000,"KwaZulu-Natal",3171
2017-03-01 00:00:00.000,"KwaZulu-Natal",3497
2017-04-01 00:00:00.000,"KwaZulu-Natal",3360
2017-05-01 00:00:00.000,"KwaZulu-Natal",3534
2017-06-01 00:00:00.000,"KwaZulu-Natal",3512
2017-07-01 00:00:00.000,"KwaZulu-Natal",3600
2017-08-01 00:00:00.000,"KwaZulu-Natal",3617
2017-09-01 00:00:00.000,"KwaZulu-Natal",3426
2017-10-01 00:00:00.000,"KwaZulu-Natal",3489
2017-11-01 00:00:00.000,"KwaZulu-Natal",3376
2017-12-01 00:00:00.000,"KwaZulu-Natal",3328
2018-01-01 00:00:00.000,"KwaZulu-Natal",3341
2018-02-01 00:00:00.000,"KwaZulu-Natal",3134
2018-03-01 00:00:00.000,"KwaZulu-Natal",3436
2018-04-01 00:00:00.000,"KwaZulu-Natal",3276
2018-05-01 00:00:00.000,"KwaZulu-Natal",3563
2018-06-01 00:00:00.000,"KwaZulu-Natal",3492
2018-07-01 00:00:00.000,"KwaZulu-Natal",3594
2018-08-01 00:00:00.000,"KwaZulu-Natal",3639
2018-09-01 00:00:00.000,"KwaZulu-Natal",3455
