ProductKey,ProductCode,ProductName,Cost,Color,ListPrice,ProductModel
519,"SE-R908","ML Road Seat/Saddle",17.3782,"NA",39.14,"ML Road Seat/Saddle 2"
522,"SE-T762","ML Touring Seat/Saddle",17.3782,"NA",39.14,"ML Touring Seat/Saddle"
524,"FR-M21S-42","LL Mountain Frame - Silver, 42",144.5938,"Silver",264.05,"LL Mountain Frame"
526,"FR-M21S-48","LL Mountain Frame - Silver, 48",144.5938,"Silver",264.05,"LL Mountain Frame"
528,"TT-M928","Mountain Tire Tube",1.8663,"NA",4.99,"Mountain Tire Tube"
535,"TI-M267","LL Mountain Tire",9.3463,"NA",24.99,"LL Mountain Tire"
538,"TI-R092","LL Road Tire",8.0373,"NA",21.49,"LL Road Tire"
541,"TI-T723","Touring Tire",10.8423,"NA",28.99,"Touring Tire"
546,"PD-R563","ML Road Pedal",27.568,"Silver/Black",62.09,"ML Road Pedal"
547,"PD-R853","HL Road Pedal",35.9596,"Silver/Black",80.99,"HL Road Pedal"
548,"PD-T852","Touring Pedal",35.9596,"Silver/Black",80.99,"Touring Pedal"
549,"FR-M63S-38","ML Mountain Frame-W - Silver, 38",199.3757,"Silver",364.09,"ML Mountain Frame-W"
552,"FD-2342","Front Derailleur",40.6216,"Silver",91.49,"Front Derailleur"
554,"HB-T928","HL Touring Handlebars",40.6571,"NA",91.57,"HL Touring Handlebars"
559,"CH-0234","Chain",8.9866,"Silver",20.24,"Chain"
560,"BK-T44U-60","Touring-2000 Blue, 60",755.1508,"Blue",1214.85,"Touring-2000"
561,"BK-T79Y-46","Touring-1000 Yellow, 46",1481.9379,"Yellow",2384.07,"Touring-1000"
562,"BK-T79Y-50","Touring-1000 Yellow, 50",1481.9379,"Yellow",2384.07,"Touring-1000"
563,"BK-T79Y-54","Touring-1000 Yellow, 54",1481.9379,"Yellow",2384.07,"Touring-1000"
564,"BK-T79Y-60","Touring-1000 Yellow, 60",1481.9379,"Yellow",2384.07,"Touring-1000"
565,"BK-T18U-54","Touring-3000 Blue, 54",461.4448,"Blue",742.35,"Touring-3000"
566,"BK-T18U-58","Touring-3000 Blue, 58",461.4448,"Blue",742.35,"Touring-3000"
567,"BK-T18U-62","Touring-3000 Blue, 62",461.4448,"Blue",742.35,"Touring-3000"
568,"BK-T18Y-44","Touring-3000 Yellow, 44",461.4448,"Yellow",742.35,"Touring-3000"
569,"BK-T18Y-50","Touring-3000 Yellow, 50",461.4448,"Yellow",742.35,"Touring-3000"
570,"BK-T18Y-54","Touring-3000 Yellow, 54",461.4448,"Yellow",742.35,"Touring-3000"
571,"BK-T18Y-58","Touring-3000 Yellow, 58",461.4448,"Yellow",742.35,"Touring-3000"
572,"BK-T18Y-62","Touring-3000 Yellow, 62",461.4448,"Yellow",742.35,"Touring-3000"
573,"BK-T79U-46","Touring-1000 Blue, 46",1481.9379,"Blue",2384.07,"Touring-1000"
574,"BK-T79U-50","Touring-1000 Blue, 50",1481.9379,"Blue",2384.07,"Touring-1000"
575,"BK-T79U-54","Touring-1000 Blue, 54",1481.9379,"Blue",2384.07,"Touring-1000"
576,"BK-T79U-60","Touring-1000 Blue, 60",1481.9379,"Blue",2384.07,"Touring-1000"
577,"BK-T44U-46","Touring-2000 Blue, 46",755.1508,"Blue",1214.85,"Touring-2000"
578,"BK-T44U-50","Touring-2000 Blue, 50",755.1508,"Blue",1214.85,"Touring-2000"
579,"BK-T44U-54","Touring-2000 Blue, 54",755.1508,"Blue",1214.85,"Touring-2000"
580,"BK-R79Y-40","Road-350-W Yellow, 40",1082.51,"Yellow",1700.99,"Road-350-W"
581,"BK-R79Y-42","Road-350-W Yellow, 42",1082.51,"Yellow",1700.99,"Road-350-W"
582,"BK-R79Y-44","Road-350-W Yellow, 44",1082.51,"Yellow",1700.99,"Road-350-W"
583,"BK-R79Y-48","Road-350-W Yellow, 48",1082.51,"Yellow",1700.99,"Road-350-W"
587,"BK-M38S-38","Mountain-400-W Silver, 38",419.7784,"Silver",769.49,"Mountain-400-W"
588,"BK-M38S-40","Mountain-400-W Silver, 40",419.7784,"Silver",769.49,"Mountain-400-W"
589,"BK-M38S-42","Mountain-400-W Silver, 42",419.7784,"Silver",769.49,"Mountain-400-W"
590,"BK-M38S-46","Mountain-400-W Silver, 46",419.7784,"Silver",769.49,"Mountain-400-W"
591,"BK-M18S-40","Mountain-500 Silver, 40",308.2179,"Silver",564.99,"Mountain-500"
592,"BK-M18S-42","Mountain-500 Silver, 42",308.2179,"Silver",564.99,"Mountain-500"
593,"BK-M18S-44","Mountain-500 Silver, 44",308.2179,"Silver",564.99,"Mountain-500"
594,"BK-M18S-48","Mountain-500 Silver, 48",308.2179,"Silver",564.99,"Mountain-500"
595,"BK-M18S-52","Mountain-500 Silver, 52",308.2179,"Silver",564.99,"Mountain-500"
601,"BB-7421","LL Bottom Bracket",23.9716,"NA",53.99,"LL Bottom Bracket"
212,"HL-U509-R","Sport-100 Helmet, Red",12.0278,"Red",33.6442,"Sport-100"
214,"HL-U509-R","Sport-100 Helmet, Red",13.0863,"Red",34.99,"Sport-100"
218,"SO-B909-M","Mountain Bike Socks, M",3.3963,"White",9.5,"Mountain Bike Socks"
220,"HL-U509-B","Sport-100 Helmet, Blue",12.0278,"Blue",33.6442,"Sport-100"
222,"HL-U509-B","Sport-100 Helmet, Blue",13.0863,"Blue",34.99,"Sport-100"
224,"CA-1098","AWC Logo Cap",5.2297,"Multi",8.6442,"Cycling Cap"
226,"LJ-0192-S","Long-Sleeve Logo Jersey, S",31.7244,"Multi",48.0673,"Long-Sleeve Logo Jersey"
227,"LJ-0192-S","Long-Sleeve Logo Jersey, S",29.0807,"Multi",48.0673,"Long-Sleeve Logo Jersey"
228,"LJ-0192-S","Long-Sleeve Logo Jersey, S",38.4923,"Multi",49.99,"Long-Sleeve Logo Jersey"
290,"FR-M94S-42","HL Mountain Frame - Silver, 42",747.2002,"Silver",1364.5,"HL Mountain Frame"
292,"FR-M94S-52","HL Mountain Frame - Silver, 48",706.811,"Silver",1364.5,"HL Mountain Frame"
294,"FR-M94S-46","HL Mountain Frame - Silver, 46",660.9142,"Silver",1240.4545,"HL Mountain Frame"
308,"FR-M94S-38","HL Mountain Frame - Silver, 38",660.9142,"Silver",1240.4545,"HL Mountain Frame"
394,"HS-0296","LL Headset",15.1848,"NA",34.2,"LL Headset"
395,"HS-2451","ML Headset",45.4168,"NA",102.29,"ML Headset"
397,"HB-M243","LL Mountain Handlebars",17.978,"NA",40.4909,"LL Mountain Handlebars"
398,"HB-M243","LL Mountain Handlebars",19.7758,"NA",44.54,"LL Mountain Handlebars"
399,"HB-M763","ML Mountain Handlebars",24.9932,"NA",56.2909,"ML Mountain Handlebars"
401,"HB-M918","HL Mountain Handlebars",48.5453,"NA",109.3364,"HL Mountain Handlebars"
403,"HB-R504","LL Road Handlebars",17.978,"NA",40.4909,"LL Road Handlebars"
405,"HB-R720","ML Road Handlebars",24.9932,"NA",56.2909,"ML Road Handlebars"
407,"HB-R956","HL Road Handlebars",48.5453,"NA",109.3364,"HL Road Handlebars"
447,"LO-C100","Cable Lock",10.3125,"NA",25,"Cable Lock"
460,"SB-M891-M","Men's Bib-Shorts, M",37.1209,"Multi",89.99,"Men's Bib-Shorts"
472,"VE-C304-M","Classic Vest, M",23.749,"Blue",63.5,"Classic Vest"
478,"BC-M005","Mountain Bottle Cage",3.7363,"NA",9.99,"Mountain Bottle Cage"
481,"SO-R809-M","Racing Socks, M",3.3623,"White",8.99,"Racing Socks"
482,"SO-R809-L","Racing Socks, L",3.3623,"White",8.99,"Racing Socks"
484,"CL-9009","Bike Wash - Dissolver",2.9733,"NA",7.95,"Bike Wash"
486,"ST-1401","All-Purpose Bike Stand",59.466,"NA",159,"All-Purpose Bike Stand"
488,"SJ-0194-S","Short-Sleeve Classic Jersey, S",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey"
489,"SJ-0194-M","Short-Sleeve Classic Jersey, M",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey"
514,"RB-9231","Rear Brakes",47.286,"Silver",106.5,"Rear Brakes"
515,"SE-M236","LL Mountain Seat/Saddle",12.0413,"NA",27.12,"LL Mountain Seat/Saddle 2"
517,"SE-M940","HL Mountain Seat/Saddle",23.3722,"NA",52.64,"HL Mountain Seat/Saddle 2"
518,"SE-R581","LL Road Seat/Saddle",12.0413,"NA",27.12,"LL Road Seat/Saddle 1"
520,"SE-R995","HL Road Seat/Saddle",23.3722,"NA",52.64,"HL Road Seat/Saddle 2"
521,"SE-T312","LL Touring Seat/Saddle",12.0413,"NA",27.12,"LL Touring Seat/Saddle"
523,"SE-T924","HL Touring Seat/Saddle",23.3722,"NA",52.64,"HL Touring Seat/Saddle"
525,"FR-M21S-44","LL Mountain Frame - Silver, 44",144.5938,"Silver",264.05,"LL Mountain Frame"
527,"FR-M21S-52","LL Mountain Frame - Silver, 52",144.5938,"Silver",264.05,"LL Mountain Frame"
529,"TT-R982","Road Tire Tube",1.4923,"NA",3.99,"Road Tire Tube"
530,"TT-T092","Touring Tire Tube",1.8663,"NA",4.99,"Touring Tire Tube"
536,"TI-M602","ML Mountain Tire",11.2163,"NA",29.99,"ML Mountain Tire"
537,"TI-M823","HL Mountain Tire",13.09,"NA",35,"HL Mountain Tire"
539,"TI-R628","ML Road Tire",9.3463,"NA",24.99,"ML Road Tire"
540,"TI-R982","HL Road Tire",12.1924,"NA",32.6,"HL Road Tire"
542,"PD-M282","LL Mountain Pedal",17.9776,"Silver/Black",40.49,"LL Mountain Pedal"
543,"PD-M340","ML Mountain Pedal",27.568,"Silver/Black",62.09,"ML Mountain Pedal"
544,"PD-M562","HL Mountain Pedal",35.9596,"Silver/Black",80.99,"HL Mountain Pedal"
545,"PD-R347","LL Road Pedal",17.9776,"Silver/Black",40.49,"LL Road Pedal"
551,"FR-M21S-40","LL Mountain Frame - Silver, 40",144.5938,"Silver",264.05,"LL Mountain Frame"
553,"HB-T721","LL Touring Handlebars",20.464,"NA",46.09,"LL Touring Handlebars"
555,"FB-9873","Front Brakes",47.286,"Silver",106.5,"Front Brakes"
585,"BK-T18U-44","Touring-3000 Blue, 44",461.4448,"Blue",742.35,"Touring-3000"
586,"BK-T18U-50","Touring-3000 Blue, 50",461.4448,"Blue",742.35,"Touring-3000"
602,"BB-8107","ML Bottom Bracket",44.9506,"NA",101.24,"ML Bottom Bracket"
603,"BB-9108","HL Bottom Bracket",53.9416,"NA",121.49,"HL Bottom Bracket"
215,"HL-U509","Sport-100 Helmet, Black",12.0278,"Black",33.6442,"Sport-100"
217,"HL-U509","Sport-100 Helmet, Black",13.0863,"Black",34.99,"Sport-100"
253,"FR-R38B-58","LL Road Frame - Black, 58",176.1997,"Black",297.6346,"LL Road Frame"
254,"FR-R38B-58","LL Road Frame - Black, 58",170.1428,"Black",306.5636,"LL Road Frame"
255,"FR-R38B-58","LL Road Frame - Black, 58",204.6251,"Black",337.22,"LL Road Frame"
256,"FR-R38B-60","LL Road Frame - Black, 60",176.1997,"Black",297.6346,"LL Road Frame"
257,"FR-R38B-60","LL Road Frame - Black, 60",170.1428,"Black",306.5636,"LL Road Frame"
258,"FR-R38B-60","LL Road Frame - Black, 60",204.6251,"Black",337.22,"LL Road Frame"
259,"FR-R38B-62","LL Road Frame - Black, 62",176.1997,"Black",297.6346,"LL Road Frame"
260,"FR-R38B-62","LL Road Frame - Black, 62",170.1428,"Black",306.5636,"LL Road Frame"
261,"FR-R38B-62","LL Road Frame - Black, 62",204.6251,"Black",337.22,"LL Road Frame"
279,"FR-R38B-44","LL Road Frame - Black, 44",176.1997,"Black",297.6346,"LL Road Frame"
280,"FR-R38B-44","LL Road Frame - Black, 44",170.1428,"Black",306.5636,"LL Road Frame"
281,"FR-R38B-44","LL Road Frame - Black, 44",204.6251,"Black",337.22,"LL Road Frame"
282,"FR-R38B-48","LL Road Frame - Black, 48",176.1997,"Black",297.6346,"LL Road Frame"
283,"FR-R38B-48","LL Road Frame - Black, 48",170.1428,"Black",306.5636,"LL Road Frame"
284,"FR-R38B-48","LL Road Frame - Black, 48",204.6251,"Black",337.22,"LL Road Frame"
285,"FR-R38B-52","LL Road Frame - Black, 52",176.1997,"Black",297.6346,"LL Road Frame"
286,"FR-R38B-52","LL Road Frame - Black, 52",170.1428,"Black",306.5636,"LL Road Frame"
287,"FR-R38B-52","LL Road Frame - Black, 52",204.6251,"Black",337.22,"LL Road Frame"
297,"FR-M94B-42","HL Mountain Frame - Black, 42",653.6971,"Black",1226.9091,"HL Mountain Frame"
299,"FR-M94B-44","HL Mountain Frame - Black, 44",699.0928,"Black",1349.6,"HL Mountain Frame"
301,"FR-M94B-46","HL Mountain Frame - Black, 46",617.0281,"Black",1191.1739,"HL Mountain Frame"
303,"FR-M94B-46","HL Mountain Frame - Black, 46",739.041,"Black",1349.6,"HL Mountain Frame"
305,"FR-M94B-38","HL Mountain Frame - Black, 38",653.6971,"Black",1226.9091,"HL Mountain Frame"
332,"BK-R50B-58","Road-650 Black, 58",413.1463,"Black",699.0982,"Road-650"
333,"BK-R50B-58","Road-650 Black, 58",486.7066,"Black",782.99,"Road-650"
334,"BK-R50B-60","Road-650 Black, 60",413.1463,"Black",699.0982,"Road-650"
335,"BK-R50B-60","Road-650 Black, 60",486.7066,"Black",782.99,"Road-650"
336,"BK-R50B-62","Road-650 Black, 62",413.1463,"Black",699.0982,"Road-650"
337,"BK-R50B-62","Road-650 Black, 62",486.7066,"Black",782.99,"Road-650"
338,"BK-R50B-44","Road-650 Black, 44",413.1463,"Black",699.0982,"Road-650"
339,"BK-R50B-44","Road-650 Black, 44",486.7066,"Black",782.99,"Road-650"
340,"BK-R50B-48","Road-650 Black, 48",413.1463,"Black",699.0982,"Road-650"
341,"BK-R50B-48","Road-650 Black, 48",486.7066,"Black",782.99,"Road-650"
342,"BK-R50B-52","Road-650 Black, 52",413.1463,"Black",699.0982,"Road-650"
343,"BK-R50B-52","Road-650 Black, 52",486.7066,"Black",782.99,"Road-650"
348,"BK-M82B-38","Mountain-100 Black, 38",1898.0944,"Black",3374.99,"Mountain-100"
349,"BK-M82B-42","Mountain-100 Black, 42",1898.0944,"Black",3374.99,"Mountain-100"
350,"BK-M82B-44","Mountain-100 Black, 44",1898.0944,"Black",3374.99,"Mountain-100"
351,"BK-M82B-48","Mountain-100 Black, 48",1898.0944,"Black",3374.99,"Mountain-100"
358,"BK-M68B-38","Mountain-200 Black, 38",1105.81,"Black",2049.0982,"Mountain-200"
359,"BK-M68B-38","Mountain-200 Black, 38",1251.9813,"Black",2294.99,"Mountain-200"
360,"BK-M68B-42","Mountain-200 Black, 42",1105.81,"Black",2049.0982,"Mountain-200"
361,"BK-M68B-42","Mountain-200 Black, 42",1251.9813,"Black",2294.99,"Mountain-200"
362,"BK-M68B-46","Mountain-200 Black, 46",1105.81,"Black",2049.0982,"Mountain-200"
363,"BK-M68B-46","Mountain-200 Black, 46",1251.9813,"Black",2294.99,"Mountain-200"
364,"BK-M47B-38","Mountain-300 Black, 38",598.4354,"Black",1079.99,"Mountain-300"
365,"BK-M47B-40","Mountain-300 Black, 40",598.4354,"Black",1079.99,"Mountain-300"
366,"BK-M47B-44","Mountain-300 Black, 44",598.4354,"Black",1079.99,"Mountain-300"
367,"BK-M47B-48","Mountain-300 Black, 48",598.4354,"Black",1079.99,"Mountain-300"
373,"BK-R89B-44","Road-250 Black, 44",1320.6838,"Black",2181.5625,"Road-250"
374,"BK-R89B-44","Road-250 Black, 44",1554.9479,"Black",2443.35,"Road-250"
375,"BK-R89B-48","Road-250 Black, 48",1320.6838,"Black",2181.5625,"Road-250"
376,"BK-R89B-48","Road-250 Black, 48",1554.9479,"Black",2443.35,"Road-250"
377,"BK-R89B-52","Road-250 Black, 52",1320.6838,"Black",2181.5625,"Road-250"
378,"BK-R89B-52","Road-250 Black, 52",1554.9479,"Black",2443.35,"Road-250"
379,"BK-R89B-58","Road-250 Black, 58",1320.6838,"Black",2181.5625,"Road-250"
380,"BK-R89B-58","Road-250 Black, 58",1554.9479,"Black",2443.35,"Road-250"
410,"FW-M423","LL Mountain Front Wheel",26.9708,"Black",60.745,"LL Mountain Front Wheel"
411,"FW-M762","ML Mountain Front Wheel",92.8071,"Black",209.025,"ML Mountain Front Wheel"
412,"FW-M928","HL Mountain Front Wheel",133.2955,"Black",300.215,"HL Mountain Front Wheel"
419,"RW-M423","LL Mountain Rear Wheel",38.9588,"Black",87.745,"LL Mountain Rear Wheel"
420,"RW-M762","ML Mountain Rear Wheel",104.7951,"Black",236.025,"ML Mountain Rear Wheel"
421,"RW-M928","HL Mountain Rear Wheel",145.2835,"Black",327.215,"HL Mountain Rear Wheel"
422,"RW-R623","LL Road Rear Wheel",49.9789,"Black",112.565,"LL Road Rear Wheel"
423,"RW-R762","ML Road Rear Wheel",122.2709,"Black",275.385,"ML Road Rear Wheel"
424,"RW-R820","HL Road Rear Wheel",158.5346,"Black",357.06,"HL Road Rear Wheel"
425,"RW-T905","Touring Rear Wheel",108.7844,"Black",245.01,"Touring Rear Wheel"
426,"FR-M63B-40","ML Mountain Frame - Black, 40",185.8193,"Black",348.76,"ML Mountain Frame"
427,"FR-M63B-44","ML Mountain Frame - Black, 44",185.8193,"Black",348.76,"ML Mountain Frame"
428,"FR-M63B-48","ML Mountain Frame - Black, 48",185.8193,"Black",348.76,"ML Mountain Frame"
437,"FR-R92B-62","HL Road Frame - Black, 62",722.2568,"Black",1301.3636,"HL Road Frame"
438,"FR-R92B-62","HL Road Frame - Black, 62",868.6342,"Black",1431.5,"HL Road Frame"
439,"FR-R92B-44","HL Road Frame - Black, 44",722.2568,"Black",1301.3636,"HL Road Frame"
440,"FR-R92B-44","HL Road Frame - Black, 44",868.6342,"Black",1431.5,"HL Road Frame"
441,"FR-R92B-48","HL Road Frame - Black, 48",722.2568,"Black",1301.3636,"HL Road Frame"
442,"FR-R92B-48","HL Road Frame - Black, 48",868.6342,"Black",1431.5,"HL Road Frame"
443,"FR-R92B-52","HL Road Frame - Black, 52",722.2568,"Black",1301.3636,"HL Road Frame"
444,"FR-R92B-52","HL Road Frame - Black, 52",868.6342,"Black",1431.5,"HL Road Frame"
445,"SH-M897-S","Men's Sports Shorts, S",24.7459,"Black",59.99,"Men's Sports Shorts"
453,"SH-M897-M","Men's Sports Shorts, M",24.7459,"Black",59.99,"Men's Sports Shorts"
454,"SH-M897-L","Men's Sports Shorts, L",24.7459,"Black",59.99,"Men's Sports Shorts"
455,"SH-M897-X","Men's Sports Shorts, XL",24.7459,"Black",59.99,"Men's Sports Shorts"
457,"TG-W091-M","Women's Tights, M",30.9334,"Black",74.99,"Women's Tights"
463,"GL-H102-S","Half-Finger Gloves, S",9.1593,"Black",24.49,"Half-Finger Gloves"
465,"GL-H102-M","Half-Finger Gloves, M",9.1593,"Black",24.49,"Half-Finger Gloves"
467,"GL-H102-L","Half-Finger Gloves, L",9.1593,"Black",24.49,"Half-Finger Gloves"
469,"GL-F110-M","Full-Finger Gloves, M",15.6709,"Black",37.99,"Full-Finger Gloves"
470,"GL-F110-L","Full-Finger Gloves, L",15.6709,"Black",37.99,"Full-Finger Gloves"
476,"SH-W890-L","Women's Mountain Shorts, L",26.1763,"Black",69.99,"Women's Mountain Shorts"
531,"FR-M21B-42","LL Mountain Frame - Black, 42",136.785,"Black",249.79,"LL Mountain Frame"
533,"FR-M21B-48","LL Mountain Frame - Black, 48",136.785,"Black",249.79,"LL Mountain Frame"
550,"FR-M21B-40","LL Mountain Frame - Black, 40",136.785,"Black",249.79,"LL Mountain Frame"
556,"CS-4759","LL Crankset",77.9176,"Black",175.49,"LL Crankset"
584,"BK-R19B-58","Road-750 Black, 58",343.6496,"Black",539.99,"Road-750"
596,"BK-M18B-40","Mountain-500 Black, 40",294.5797,"Black",539.99,"Mountain-500"
597,"BK-M18B-42","Mountain-500 Black, 42",294.5797,"Black",539.99,"Mountain-500"
598,"BK-M18B-44","Mountain-500 Black, 44",294.5797,"Black",539.99,"Mountain-500"
599,"BK-M18B-48","Mountain-500 Black, 48",294.5797,"Black",539.99,"Mountain-500"
600,"BK-M18B-52","Mountain-500 Black, 52",294.5797,"Black",539.99,"Mountain-500"
604,"BK-R19B-44","Road-750 Black, 44",343.6496,"Black",539.99,"Road-750"
605,"BK-R19B-48","Road-750 Black, 48",343.6496,"Black",539.99,"Road-750"
606,"BK-R19B-52","Road-750 Black, 52",343.6496,"Black",539.99,"Road-750"
216,"HL-U509","Sport-100 Helmet, Black",13.8782,"Black",33.6442,"Sport-100"
296,"FR-M94B-42","HL Mountain Frame - Black, 42",617.0281,"Black",1191.1739,"HL Mountain Frame"
298,"FR-M94B-42","HL Mountain Frame - Black, 42",739.041,"Black",1349.6,"HL Mountain Frame"
300,"FR-M94B-48","HL Mountain Frame - Black, 48",699.0928,"Black",1349.6,"HL Mountain Frame"
302,"FR-M94B-46","HL Mountain Frame - Black, 46",653.6971,"Black",1226.9091,"HL Mountain Frame"
304,"FR-M94B-38","HL Mountain Frame - Black, 38",617.0281,"Black",1191.1739,"HL Mountain Frame"
306,"FR-M94B-38","HL Mountain Frame - Black, 38",739.041,"Black",1349.6,"HL Mountain Frame"
409,"FR-M63B-38","ML Mountain Frame - Black, 38",185.8193,"Black",348.76,"ML Mountain Frame-W"
413,"FW-R623","LL Road Front Wheel",37.9909,"Black",85.565,"LL Road Front Wheel"
414,"FW-R762","ML Road Front Wheel",110.2829,"Black",248.385,"ML Road Front Wheel"
415,"FW-R820","HL Road Front Wheel",146.5466,"Black",330.06,"HL Road Front Wheel"
416,"FW-T905","Touring Front Wheel",96.7964,"Black",218.01,"Touring Front Wheel"
456,"TG-W091-S","Women's Tights, S",30.9334,"Black",74.99,"Women's Tights"
458,"TG-W091-L","Women's Tights, L",30.9334,"Black",74.99,"Women's Tights"
462,"GL-H102-S","Half-Finger Gloves, S",9.7136,"Black",23.5481,"Half-Finger Gloves"
464,"GL-H102-M","Half-Finger Gloves, M",9.7136,"Black",23.5481,"Half-Finger Gloves"
466,"GL-H102-L","Half-Finger Gloves, L",9.7136,"Black",23.5481,"Half-Finger Gloves"
468,"GL-F110-S","Full-Finger Gloves, S",15.6709,"Black",37.99,"Full-Finger Gloves"
474,"SH-W890-S","Women's Mountain Shorts, S",26.1763,"Black",69.99,"Women's Mountain Shorts"
475,"SH-W890-M","Women's Mountain Shorts, M",26.1763,"Black",69.99,"Women's Mountain Shorts"
532,"FR-M21B-44","LL Mountain Frame - Black, 44",136.785,"Black",249.79,"LL Mountain Frame"
534,"FR-M21B-52","LL Mountain Frame - Black, 52",136.785,"Black",249.79,"LL Mountain Frame"
557,"CS-6583","ML Crankset",113.8816,"Black",256.49,"ML Crankset"
558,"CS-9183","HL Crankset",179.8156,"Black",404.99,"HL Crankset"
