venta_ID,cliente_ID,estado_pedido,fecha_pedido,fecha_requerido,fecha_envio,tienda_ID,personal_ID,item_ID,producto_ID,cantidad,precio_venta,descuento,Year,IngresoPorVenta
1613,1,3,2018-11-18 00:00:00.000,2018-11-18 00:00:00.000,,2,6,1,153,1,4999.99,0.07,2018,"4649,99"
1613,1,3,2018-11-18 00:00:00.000,2018-11-18 00:00:00.000,,2,6,2,283,2,319.99,0.05,2018,"607,98"
1497,31,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,1,141,2,1599.99,0.2,2018,"2559,98"
1497,31,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,2,198,2,2999.99,0.1,2018,"5399,98"
1497,31,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,3,204,2,3599.99,0.07,2018,"6695,98"
1498,81,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,1,172,1,3199.99,0.05,2018,"3039,99"
1498,81,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,2,260,2,799.99,0.07,2018,"1487,98"
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,1,110,1,470.99,0.05,2018,"447,44"
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,2,208,1,1799.99,0.07,2018,"1673,99"
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,3,268,2,159.99,0.05,2018,"303,98"
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,4,2,1,749.99,0.05,2018,"712,49"
1499,120,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,2,5,171,2,3199.99,0.1,2018,"5759,98"
1504,237,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,1,2,1,276,1,319.99,0.07,2018,"297,59"
1513,32,2,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,1,2,1,166,1,749.99,0.1,2018,"674,99"
1513,32,2,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,1,2,2,61,2,4999.99,0.05,2018,"9499,98"
1513,32,2,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,1,2,3,159,2,2299.99,0.05,2018,"4369,98"
1517,97,1,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,2,1,303,2,2599.99,0.07,2018,"4835,98"
1517,97,1,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,2,2,226,2,679.99,0.05,2018,"1291,98"
1518,175,1,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,2,1,304,2,679.99,0.1,2018,"1223,98"
1518,175,1,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,2,2,182,2,2499.99,0.05,2018,"4749,98"
1518,175,1,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,2,3,252,2,2999.99,0.05,2018,"5699,98"
1530,110,1,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,1,2,1,213,2,269.99,0.1,2018,"485,98"
1530,110,1,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,1,2,2,116,1,749.99,0.1,2018,"674,99"
1531,233,1,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,1,2,1,128,1,1899,0.1,2018,"1709,1"
1540,187,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,1,2,1,71,2,416.99,0.05,2018,"792,28"
1540,187,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,1,2,2,236,1,749.99,0.07,2018,"697,49"
1540,187,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,1,2,3,224,1,479.99,0.05,2018,"455,99"
1540,187,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,1,2,4,177,2,5499.99,0.05,2018,"10449,98"
1540,187,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,1,2,5,78,1,647.99,0.2,2018,"518,39"
1544,5,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,2,1,194,2,3499.99,0.1,2018,"6299,98"
1544,5,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,2,2,107,2,416.99,0.2,2018,"667,18"
1548,170,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,2,1,32,1,469.99,0.1,2018,"422,99"
1548,170,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,2,2,202,1,3499.99,0.07,2018,"3254,99"
1548,170,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,2,3,62,2,3499.99,0.2,2018,"5599,98"
1565,60,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,1,37,1,379.99,0.07,2018,"353,39"
1565,60,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,2,92,1,209.99,0.1,2018,"188,99"
1565,60,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,3,261,1,899.99,0.1,2018,"809,99"
1565,60,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,4,95,1,299.99,0.07,2018,"278,99"
1565,60,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,5,226,2,679.99,0.2,2018,"1087,98"
1567,89,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,2,1,279,1,319.99,0.2,2018,"255,99"
1573,24,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,1,9,1,2999.99,0.05,2018,"2849,99"
1573,24,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,2,129,1,919.99,0.07,2018,"855,59"
1573,24,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,3,15,2,529.99,0.1,2018,"953,98"
1573,24,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,4,216,2,899.99,0.07,2018,"1673,98"
1573,24,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,5,263,2,89.99,0.1,2018,"161,98"
1574,124,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,2,1,127,1,469.99,0.1,2018,"422,99"
1579,104,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,1,49,1,3499.99,0.05,2018,"3324,99"
1579,104,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,2,214,1,899.99,0.1,2018,"809,99"
1579,104,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,3,286,1,279.99,0.07,2018,"260,39"
1579,104,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,4,65,2,346.99,0.1,2018,"624,58"
1580,191,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,1,119,2,469.99,0.07,2018,"874,18"
1580,191,2,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,,1,2,2,86,2,149.99,0.2,2018,"239,98"
1581,188,2,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,1,2,1,64,1,489.99,0.1,2018,"440,99"
1581,188,2,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,1,2,2,272,1,289.99,0.2,2018,"231,99"
1586,176,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,1,22,2,269.99,0.1,2018,"485,98"
1586,176,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,2,277,1,369.99,0.07,2018,"344,09"
1586,176,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,3,295,1,319.99,0.05,2018,"303,99"
1586,176,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,4,173,1,3199.99,0.2,2018,"2559,99"
1586,176,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,5,36,1,832.99,0.1,2018,"749,69"
1587,231,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,1,104,1,481.99,0.1,2018,"433,79"
1587,231,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,2,63,2,3499.99,0.05,2018,"6649,98"
1587,231,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,3,78,2,647.99,0.05,2018,"1231,18"
1587,231,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,2,4,300,2,799.99,0.07,2018,"1487,98"
1591,165,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,2,1,286,2,279.99,0.2,2018,"447,98"
1591,165,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,2,2,126,2,469.99,0.2,2018,"751,98"
1591,165,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,2,3,97,2,349.99,0.07,2018,"650,98"
1591,165,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,2,4,138,2,2249.99,0.05,2018,"4274,98"
1591,165,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,2,5,265,1,289.99,0.2,2018,"231,99"
1607,33,3,2018-07-11 00:00:00.000,2018-07-11 00:00:00.000,,1,2,1,29,1,999.99,0.05,2018,"949,99"
1608,53,3,2018-07-12 00:00:00.000,2018-07-12 00:00:00.000,,1,2,1,231,2,529.99,0.05,2018,"1006,98"
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,1,160,1,4499.99,0.07,2018,"4184,99"
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,2,151,2,1549.99,0.2,2018,"2479,98"
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,3,198,1,2999.99,0.05,2018,"2849,99"
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,4,196,1,2299.99,0.05,2018,"2184,99"
1487,33,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,5,96,2,349.99,0.2,2018,"559,98"
1488,181,2,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,1,42,1,2299.99,0.07,2018,"2138,99"
1488,181,2,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,2,122,1,2499.99,0.07,2018,"2324,99"
1489,194,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,1,198,1,2999.99,0.2,2018,"2399,99"
1489,194,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,2,282,2,279.99,0.2,2018,"447,98"
1489,194,1,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,3,52,1,875.99,0.1,2018,"788,39"
1490,217,2,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,1,99,1,299.99,0.1,2018,"269,99"
1490,217,2,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,2,254,1,749.99,0.1,2018,"674,99"
1490,217,2,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,,1,3,3,218,1,319.99,0.05,2018,"303,99"
1491,82,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,1,3,1,95,2,299.99,0.2,2018,"479,98"
1491,82,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,1,3,2,302,1,449.99,0.05,2018,"427,49"
1491,82,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,1,3,3,60,2,1559.99,0.07,2018,"2901,58"
1491,82,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,1,3,4,139,2,2999.99,0.07,2018,"5579,98"
1494,69,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,1,3,1,230,2,429.99,0.1,2018,"773,98"
1494,69,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,1,3,2,178,2,749.99,0.2,2018,"1199,98"
1494,69,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,1,3,3,264,2,249.99,0.05,2018,"474,98"
1496,3,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,1,248,1,599.99,0.07,2018,"557,99"
1496,3,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,2,214,1,899.99,0.07,2018,"836,99"
1496,3,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,3,224,2,479.99,0.05,2018,"911,98"
1496,3,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,4,302,1,449.99,0.05,2018,"427,49"
1496,3,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,5,225,2,959.99,0.2,2018,"1535,98"
1500,151,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,1,41,2,1469.99,0.07,2018,"2734,18"
1500,151,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,1,3,2,293,1,319.99,0.07,2018,"297,59"
1503,208,2,2018-04-07 00:00:00.000,2018-04-07 00:00:00.000,,1,3,1,217,1,909.99,0.1,2018,"818,99"
1503,208,2,2018-04-07 00:00:00.000,2018-04-07 00:00:00.000,,1,3,2,302,2,449.99,0.05,2018,"854,98"
1509,2,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,1,3,1,215,2,749.99,0.07,2018,"1394,98"
1514,87,2,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,1,3,1,240,2,899.99,0.1,2018,"1619,98"
1514,87,2,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,1,3,2,203,2,4999.99,0.05,2018,"9499,98"
1516,47,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,3,1,172,2,3199.99,0.1,2018,"5759,98"
1516,47,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,3,2,253,1,2599.99,0.1,2018,"2339,99"
1516,47,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,3,3,196,2,2299.99,0.2,2018,"3679,98"
1516,47,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,3,4,259,2,1199.99,0.2,2018,"1919,98"
1516,47,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,1,3,5,271,2,209.99,0.2,2018,"335,98"
1521,53,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,1,100,1,489.99,0.2,2018,"391,99"
1521,53,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,2,314,2,679.99,0.2,2018,"1087,98"
1521,53,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,3,123,1,999.99,0.1,2018,"899,99"
1521,53,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,4,135,2,1499.99,0.2,2018,"2399,98"
1522,78,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,1,95,1,299.99,0.1,2018,"269,99"
1522,78,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,2,141,1,1599.99,0.07,2018,"1487,99"
1522,78,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,1,3,3,117,1,1469.99,0.07,2018,"1367,09"
1545,67,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,1,45,1,869.99,0.1,2018,"782,99"
1546,91,2,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,1,156,1,6499.99,0.1,2018,"5849,99"
1546,91,2,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,2,185,2,2799.99,0.1,2018,"5039,98"
1546,91,2,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,3,215,1,749.99,0.1,2018,"674,99"
1546,91,2,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,4,25,1,499.99,0.05,2018,"474,99"
1547,169,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,1,106,2,449.99,0.2,2018,"719,98"
1547,169,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,1,3,2,204,1,3599.99,0.2,2018,"2879,99"
1553,30,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,1,102,1,489.99,0.07,2018,"455,69"
1553,30,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,2,12,1,549.99,0.1,2018,"494,99"
1553,30,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,3,251,1,2999.99,0.05,2018,"2849,99"
1553,30,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,4,89,1,209.99,0.05,2018,"199,49"
1554,172,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,1,166,1,749.99,0.05,2018,"712,49"
1554,172,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,1,3,2,285,1,279.99,0.2,2018,"223,99"
1557,121,2,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,1,3,1,163,2,1349,0.07,2018,"2509,14"
1564,46,1,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,1,309,1,899.99,0.07,2018,"836,99"
1564,46,1,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,2,14,1,269.99,0.1,2018,"242,99"
1566,72,1,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,1,179,1,919.99,0.05,2018,"873,99"
1566,72,1,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,2,61,2,4999.99,0.05,2018,"9499,98"
1568,192,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,1,146,1,4999.99,0.2,2018,"3999,99"
1568,192,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,2,105,1,533.99,0.07,2018,"496,61"
1568,192,2,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,,1,3,3,301,1,899.99,0.1,2018,"809,99"
1575,224,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,3,1,44,1,539.99,0.07,2018,"502,19"
1575,224,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,3,2,207,2,3999.99,0.1,2018,"7199,98"
1575,224,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,3,3,213,1,269.99,0.07,2018,"251,09"
1575,224,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,3,4,126,2,469.99,0.05,2018,"892,98"
1575,224,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,1,3,5,92,2,209.99,0.2,2018,"335,98"
1582,240,1,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,1,3,1,75,1,599.99,0.07,2018,"557,99"
1582,240,1,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,1,3,2,133,2,1499.99,0.07,2018,"2789,98"
1584,109,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,1,45,2,869.99,0.1,2018,"1565,98"
1584,109,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,2,216,2,899.99,0.1,2018,"1619,98"
1584,109,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,3,43,1,5299.99,0.2,2018,"4239,99"
1584,109,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,4,187,1,2799.99,0.1,2018,"2519,99"
1584,109,2,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,5,147,2,1799.99,0.07,2018,"3347,98"
1585,157,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,1,313,1,449.99,0.1,2018,"404,99"
1585,157,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,2,106,2,449.99,0.1,2018,"809,98"
1585,157,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,3,207,2,3999.99,0.07,2018,"7439,98"
1585,157,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,4,95,1,299.99,0.1,2018,"269,99"
1585,157,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,1,3,5,191,1,2799.99,0.1,2018,"2519,99"
1589,40,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,1,246,2,639.99,0.05,2018,"1215,98"
1589,40,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,2,260,1,799.99,0.2,2018,"639,99"
1589,40,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,3,28,2,2499.99,0.1,2018,"4499,98"
1590,138,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,1,175,2,3199.99,0.07,2018,"5951,98"
1590,138,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,2,248,1,599.99,0.2,2018,"479,99"
1590,138,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,1,3,3,23,1,299.99,0.07,2018,"278,99"
1598,239,2,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,1,3,1,247,1,599.99,0.2,2018,"479,99"
1598,239,2,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,1,3,2,49,2,3499.99,0.07,2018,"6509,98"
1598,239,2,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,1,3,3,88,1,189.99,0.2,2018,"151,99"
1612,3,3,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,,1,3,1,242,1,699.99,0.1,2018,"629,99"
1612,3,3,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,,1,3,2,289,2,319.99,0.05,2018,"607,98"
1612,3,3,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,,1,3,3,101,2,339.99,0.2,2018,"543,98"
1612,3,3,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,,1,3,4,293,2,319.99,0.07,2018,"595,18"
1612,3,3,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,,1,3,5,60,1,1559.99,0.1,2018,"1403,99"
1493,64,2,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,3,8,1,230,1,429.99,0.1,2018,"386,99"
1512,68,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,3,9,1,217,1,909.99,0.07,2018,"846,29"
1515,61,1,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,3,9,1,27,2,999.99,0.2,2018,"1599,98"
1515,61,1,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,3,9,2,202,2,3499.99,0.1,2018,"6299,98"
1515,61,1,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,3,9,3,310,2,899.99,0.05,2018,"1709,98"
1515,61,1,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,3,9,4,40,1,4999.99,0.1,2018,"4499,99"
1515,61,1,2018-04-10 00:00:00.000,2018-04-10 00:00:00.000,,3,9,5,158,2,959.99,0.2,2018,"1535,98"
1520,66,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,3,8,1,186,1,4499.99,0.05,2018,"4274,99"
1520,66,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,3,8,2,188,2,3499.99,0.2,2018,"5599,98"
1520,66,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,3,8,3,310,2,899.99,0.07,2018,"1673,98"
1520,66,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,3,8,4,263,2,89.99,0.1,2018,"161,98"
1527,13,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,9,1,33,1,469.99,0.1,2018,"422,99"
1527,13,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,9,2,103,1,551.99,0.05,2018,"524,39"
1527,13,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,9,3,57,2,1999.99,0.05,2018,"3799,98"
1528,20,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,8,1,229,2,429.99,0.2,2018,"687,98"
1529,50,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,8,1,23,1,299.99,0.05,2018,"284,99"
1529,50,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,3,8,2,50,2,5999.99,0.1,2018,"10799,98"
1539,116,1,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,3,9,1,6,2,469.99,0.05,2018,"892,98"
1539,116,1,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,3,9,2,12,2,549.99,0.05,2018,"1044,98"
1563,77,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,3,9,1,188,1,3499.99,0.07,2018,"3254,99"
1572,14,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,3,9,1,216,2,899.99,0.05,2018,"1709,98"
1572,14,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,3,9,2,198,1,2999.99,0.2,2018,"2399,99"
1572,14,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,3,9,3,115,1,3199.99,0.05,2018,"3039,99"
1572,14,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,3,9,4,304,2,679.99,0.2,2018,"1087,98"
1596,21,2,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,3,8,1,91,1,349.99,0.05,2018,"332,49"
1596,21,2,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,3,8,2,18,1,449,0.1,2018,"404,1"
1597,56,1,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,3,9,1,176,1,3199.99,0.07,2018,"2975,99"
1597,56,1,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,3,9,2,59,1,2599.99,0.07,2018,"2417,99"
1601,43,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,3,8,1,114,2,579.99,0.2,2018,"927,98"
1601,43,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,3,8,2,10,1,1549,0.2,2018,"1239,2"
1601,43,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,3,8,3,220,2,269.99,0.07,2018,"502,18"
1601,43,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,3,8,4,7,2,3999.99,0.07,2018,"7439,98"
1601,43,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,3,8,5,180,1,919.99,0.1,2018,"827,99"
1605,123,3,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,,3,8,1,72,1,619.99,0.1,2018,"557,99"
1605,123,3,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,,3,8,2,186,1,4499.99,0.2,2018,"3599,99"
1605,123,3,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,,3,8,3,132,2,1499.99,0.1,2018,"2699,98"
1605,123,3,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,,3,8,4,301,1,899.99,0.1,2018,"809,99"
1605,123,3,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,,3,8,5,29,1,999.99,0.07,2018,"929,99"
1606,119,3,2018-07-10 00:00:00.000,2018-07-10 00:00:00.000,,3,8,1,245,1,659.99,0.1,2018,"593,99"
1606,119,3,2018-07-10 00:00:00.000,2018-07-10 00:00:00.000,,3,8,2,271,1,209.99,0.1,2018,"188,99"
1614,135,3,2018-11-28 00:00:00.000,2018-11-28 00:00:00.000,,3,8,1,124,1,1499,0.07,2018,"1394,07"
1614,135,3,2018-11-28 00:00:00.000,2018-11-28 00:00:00.000,,3,8,2,159,2,2299.99,0.07,2018,"4277,98"
1614,135,3,2018-11-28 00:00:00.000,2018-11-28 00:00:00.000,,3,8,3,213,2,269.99,0.2,2018,"431,98"
1615,136,3,2018-12-28 00:00:00.000,2018-12-28 00:00:00.000,,3,8,1,197,2,2299.99,0.2,2018,"3679,98"
1615,136,3,2018-12-28 00:00:00.000,2018-12-28 00:00:00.000,,3,8,2,214,1,899.99,0.07,2018,"836,99"
