PlayerID,Player,Position,Age,MarketValue
263956,"Ramil Sheydaev","Centre-Forward",23,1200000
106848,"Kevin Friesenbichler","Centre-Forward",25,800000
130234,"Nicky Ajose","Centre-Forward",28,750000
214104,"James Wilson","Centre-Forward",23,1500000
118732,"Pablo Chavarría","Centre-Forward",31,2500000
74288,"Nassim Ben Khalifa","Centre-Forward",27,400000
26491,"Andrei Cristea","Centre-Forward",35,300000
45513,"Mostapha El Kabir","Centre-Forward",31,600000
121401,"David Ball","Centre-Forward",29,300000
67407,"Andrew Wooten","Centre-Forward",30,1000000
80031,"Darío Lezcano","Centre-Forward",29,1750000
66783,"Charlison Benschop","Centre-Forward",30,500000
47543,"Eren Derdiyok","Centre-Forward",31,600000
141835,"Álvaro Vázquez","Centre-Forward",28,1000000
135136,"Tom Eaves","Centre-Forward",27,100000
119169,"Aron Jóhannsson","Centre-Forward",28,750000
67570,"Mugdat Celik","Centre-Forward",29,300000
120760,"Jonathan Tinhan","Centre-Forward",30,500000
30418,"Marcus Berg","Centre-Forward",33,3500000
255653,"Santi Mina","Centre-Forward",23,30000000
257558,"Alhaji Gero","Centre-Forward",26,300000
34870,"Roberto Soldado","Centre-Forward",34,1000000
182312,"Pape Sané","Centre-Forward",27,500000
234375,"Emil Berggreen","Centre-Forward",26,500000
42938,"Athanasios Papazoglou","Centre-Forward",31,500000
75295,"John Verhoek","Centre-Forward",30,400000
55801,"Marco Sau","Centre-Forward",31,400000
90583,"Laurent Depoitre","Centre-Forward",30,3500000
95604,"Gianni Bruno","Centre-Forward",28,1800000
33337,"Goran Karanovic","Centre-Forward",32,500000
248021,"Mario Barco","Centre-Forward",26,500000
76386,"Mustapha Yatabaré","Centre-Forward",33,450000
61401,"Vincenzo Rennella","Centre-Forward",31,500000
71671,"Oriol Riera","Centre-Forward",33,1000000
99137,"Bekim Balaj","Centre-Forward",28,1300000
128973,"Oumare Tounkara","Centre-Forward",29,600000
220753,"Lucas Melano","Centre-Forward",26,600000
58602,"Mustafa Pektemek","Centre-Forward",31,450000
273738,"Héctor Hernández","Centre-Forward",24,700000
79642,"Shinji Okazaki","Centre-Forward",33,4000000
45383,"Adrián López","Centre-Forward",31,2500000
99615,"Júnior Dutra","Centre-Forward",31,850000
56523,"Michiel Kramer","Centre-Forward",30,800000
33963,"David Nugent","Centre-Forward",34,1500000
336729,"Cedric Omoigui","Centre-Forward",24,300000
238654,"Jaime Báez","Centre-Forward",24,900000
59783,"Franco Di Santo","Centre-Forward",30,2000000
180843,"Paul Gladon","Centre-Forward",27,600000
171209,"Branimir Hrgota","Centre-Forward",26,600000
67063,"Danny Welbeck","Centre-Forward",28,12000000
48066,"Andy Carroll","Centre-Forward",30,8000000
70114,"Anton Zabolotny","Centre-Forward",28,1000000
128897,"Saido Berahino","Centre-Forward",26,5000000
440886,"Yannick Mamilonne","Centre-Forward",27,300000
312245,"Ryan Moon","Centre-Forward",23,300000
45146,"Mario Balotelli","Centre-Forward",29,20000000
112668,"Tomer Hemed","Centre-Forward",32,2500000
118535,"Will Keane","Centre-Forward",26,750000
57950,"David Rodríguez","Centre-Forward",33,400000
47082,"Daniel Sturridge","Centre-Forward",30,15000000
9335,"Rui Fonte","Centre-Forward",29,2500000
8883,"Emmanuel Adebayor","Centre-Forward",35,550000
36884,"Kyle Lafferty","Centre-Forward",32,1000000
39106,"Ádám Szalai","Centre-Forward",31,3000000
153735,"Marko Simonovski","Centre-Forward",27,400000
115210,"Lucas Röser","Centre-Forward",25,550000
38360,"Mevlüt Erdinc","Centre-Forward",32,950000
376589,"Eneko Jauregi","Centre-Forward",23,250000
54890,"Leonardo Ulloa","Centre-Forward",33,2000000
75287,"Seydou Doumbia","Centre-Forward",31,1500000
105506,"Vladimir Obukhov","Centre-Forward",27,900000
35564,"Fernando Llorente","Centre-Forward",34,3500000
249303,"Dennis Eckert Ayensa","Centre-Forward",22,1200000
124863,"Tom Boere","Centre-Forward",26,750000
16836,"Chris O'Grady","Centre-Forward",33,350000
31312,"Daryl Murphy","Centre-Forward",36,1000000
336160,"Andrija Novakovich","Centre-Forward",23,1500000
39152,"Falcao","Centre-Forward",33,10000000
194841,"Iván Bulos","Centre-Forward",26,350000
34557,"Nicklas Bendtner","Centre-Forward",31,1000000
251421,"Patrick Mullins","Centre-Forward",27,450000
326330,"Frenkie de Jong","Central Midfield",22,85000000
450936,"Tanguy Ndombélé","Central Midfield",22,65000000
51471,"Mateo Kovacic","Central Midfield",25,35000000
249565,"Youri Tielemans","Central Midfield",22,38000000
125858,"Kerem Demirbay","Central Midfield",26,32000000
221025,"André Gomes","Central Midfield",26,28000000
326300,"Jeff Reine-Adélaïde","Central Midfield",21,11000000
294808,"Franck Kessié","Central Midfield",22,33000000
348795,"Giovani Lo Celso","Central Midfield",23,50000000
199248,"Bryan Cristante","Central Midfield",24,25000000
129588,"Dennis Praet","Central Midfield",25,24000000
258027,"Renato Sanches","Central Midfield",22,18000000
315063,"Nahitan Nández","Central Midfield",23,18000000
447661,"Douglas Luiz","Central Midfield",21,2500000
167859,"Stefano Sturaro","Central Midfield",26,10000000
320411,"Philip Billing","Central Midfield",23,7000000
400489,"Eljif Elmas","Central Midfield",20,10000000
223979,"Xaver Schlager","Central Midfield",22,15000000
319160,"Jakub Jankto","Central Midfield",23,12000000
263727,"Joan Jordán","Central Midfield",25,12000000
207877,"Ruslan Malinovskyi","Central Midfield",26,12500000
344381,"Christopher Nkunku","Central Midfield",21,12000000
332889,"Valentin Rongier","Central Midfield",24,15000000
295183,"Razvan Marin","Central Midfield",23,13500000
214775,"Óliver Torres","Central Midfield",24,17000000
344600,"Mickaël Cuisance","Central Midfield",20,5000000
341705,"Gerson","Central Midfield",22,13000000
265088,"Manuel Locatelli","Central Midfield",21,12000000
127156,"Téji Savanier","Central Midfield",27,12000000
50362,"Fabian Delph","Central Midfield",29,15000000
415646,"Bruno Jordão","Central Midfield",21,1000000
182581,"Tonny Vilhena","Central Midfield",24,14000000
212723,"Djibril Sow","Central Midfield",22,9000000
214538,"Mateus Uribe","Central Midfield",28,7500000
118847,"Dominik Kohr","Central Midfield",25,4000000
578872,"Jean Lucas","Central Midfield",21,1000000
259953,"Rade Krunic","Central Midfield",26,8000000
101213,"Pedro Obiang","Central Midfield",27,7000000
288225,"Ludovic Blas","Central Midfield",21,5000000
247555,"Edimilson Fernandes","Central Midfield",23,8000000
63186,"Roberto Soriano","Central Midfield",28,7000000
497291,"Nicolás Domínguez","Central Midfield",21,12500000
260655,"Eduard Löwen","Central Midfield",22,7000000
84301,"Benjamin André","Central Midfield",29,10000000
167105,"Lukas Lerager","Central Midfield",26,6000000
217879,"Patrik Hrosovsky","Central Midfield",27,6500000
569384,"Lucien Agoume","Central Midfield",17,3500000
506248,"Edu Expósito","Central Midfield",23,4000000
44466,"Sebastian Rode","Central Midfield",29,3000000
127142,"Jonas Martin","Central Midfield",29,5000000
319859,"Mathias Jensen","Central Midfield",23,2500000
324321,"Bernard Mensah","Central Midfield",25,2300000
162056,"Gonzalo Melero","Central Midfield",25,4000000
289061,"Alessandro Murgia","Central Midfield",23,5000000
45333,"James McCarthy","Central Midfield",28,5000000
167741,"Mattia Valoti","Central Midfield",26,1000000
393621,"Douglas Augusto","Central Midfield",22,2000000
323874,"Evander","Central Midfield",21,3500000
131109,"Gastón Brugman","Central Midfield",27,2500000
348601,"Mehdi Léris","Central Midfield",21,2500000
425799,"Tom Bayliss","Central Midfield",20,0
118284,"Jordan Ferri","Central Midfield",27,4000000
289835,"Jens Stage","Central Midfield",22,1000000
355104,"José Machín","Central Midfield",23,1600000
450050,"Jean-Ricner Bellegarde","Central Midfield",21,1500000
471582,"Zaydou Youssouf","Central Midfield",20,4000000
413032,"Ibrahima Diallo","Central Midfield",20,2500000
340459,"Dani de Wit","Central Midfield",21,1000000
189640,"Michal Travnik","Central Midfield",25,3000000
280387,"Vincent Sierro","Central Midfield",24,3000000
216443,"Riechedly Bazoer","Central Midfield",23,2500000
344575,"Antonin Bobichon","Central Midfield",24,5000000
376710,"Mauro Pittón","Central Midfield",25,2500000
181687,"Massimo Luongo","Central Midfield",27,5000000
159088,"Robert Andrich","Central Midfield",25,600000
427653,"Abou Ba","Central Midfield",21,600000
297784,"Yan Brice","Central Midfield",22,1000000
95641,"Darko Brasanac","Central Midfield",27,2000000
315587,"Souleymane Diarra","Central Midfield",24,1500000
125783,"Sanjin Prcic","Central Midfield",25,4000000
428061,"Riley McGree","Central Midfield",20,1000000
423615,"Leonardo Benedetti","Central Midfield",19,100000
192637,"Anto Grgic","Central Midfield",22,2250000
118779,"Marlon Pack","Central Midfield",28,3000000
203655,"Cafú","Central Midfield",26,2000000
348354,"Tomás Pochettino","Central Midfield",23,2250000
424045,"Rodrigo Aliendro","Central Midfield",28,2250000
208828,"Ionut Vina","Central Midfield",24,1500000
393804,"Sofian Kiyine","Central Midfield",22,1500000
341141,"Razvan Oaida","Central Midfield",21,600000
188335,"Marko Bakic","Central Midfield",25,850000
208542,"Stef Peeters","Central Midfield",27,1800000
173573,"Robin Lod","Central Midfield",26,1500000
45858,"Christian Noboa","Central Midfield",34,1500000
340444,"Christian D'Urso","Central Midfield",22,450000
64506,"Ben Rienstra","Central Midfield",29,1500000
199633,"Raman Chibsah","Central Midfield",26,1500000
268670,"Gerard Gumbau","Central Midfield",24,2500000
226450,"Iver Fossum","Central Midfield",23,1500000
179638,"Lukas Görtler","Central Midfield",25,500000
70359,"David Simão","Central Midfield",29,1000000
197468,"Davide Agazzi","Central Midfield",26,800000
335191,"Valeriane Gvilia","Central Midfield",25,1000000
193724,"Vito Hammershöj Mistrati","Central Midfield",27,600000
167821,"Kamer Qaka","Central Midfield",24,1000000
57574,"Timo Kern","Central Midfield",29,150000
217069,"Filip Rogic","Central Midfield",26,900000
452447,"Maciej Ambrosiewicz","Central Midfield",21,350000
60951,"Funso Ojo","Central Midfield",28,1000000
251676,"Rifet Kapic","Central Midfield",24,650000
207578,"Max Besuschkow","Central Midfield",22,400000
349781,"Mo Adams","Central Midfield",23,500000
192300,"Max Christiansen","Central Midfield",23,450000
324796,"Timothé Cognat","Central Midfield",21,450000
226524,"Morten Thorsby","Central Midfield",23,2500000
60904,"Scott Allan","Central Midfield",27,600000
253210,"Nicolai Poulsen","Central Midfield",26,600000
50057,"Aaron Ramsey","Central Midfield",28,40000000
374113,"Nasser Abdulhadi","Central Midfield",29,275000
86156,"Rico Benatelli","Central Midfield",27,750000
147359,"Jeremy Dudziak","Central Midfield",24,1500000
28973,"Steven Davis","Central Midfield",34,2000000
228953,"Richard Neudecker","Central Midfield",22,800000
236891,"Maciej Gajos","Central Midfield",28,500000
122421,"Adam Maher","Central Midfield",26,4000000
120427,"René Klingenburg","Central Midfield",25,400000
5782,"Emre Belözoglu","Central Midfield",39,400000
236748,"Luís Aurélio","Central Midfield",31,600000
340172,"Lindon Selahi","Central Midfield",20,150000
48805,"Mads Albaek","Central Midfield",29,400000
93626,"Stuart O'Keefe","Central Midfield",28,500000
92842,"Lerin Duarte","Central Midfield",29,1000000
223405,"Hilal Ben Moussa","Central Midfield",27,500000
55898,"Josh Wright","Central Midfield",29,300000
257482,"Charilaos Charisis","Central Midfield",24,700000
55336,"Denis Glushakov","Central Midfield",32,2500000
22728,"Craig Bryson","Central Midfield",32,1000000
243873,"Robin Huser","Central Midfield",21,350000
241310,"Nelut Rosu","Central Midfield",26,750000
111528,"Anthony Gonçalves","Central Midfield",33,500000
227534,"Deni Hočko","Central Midfield",25,500000
128902,"Jordan Cousins","Central Midfield",25,1500000
385918,"Aiden O'Neill","Central Midfield",21,500000
260681,"Vladislav Panteleev","Central Midfield",23,900000
468198,"Joe Aribo","Central Midfield",23,200000
58970,"Yevhen Shakhov","Central Midfield",28,2000000
35645,"Kamil Vacek","Central Midfield",32,300000
182913,"Adrien Rabiot","Central Midfield",24,35000000
110868,"Ryan Tunnicliffe","Central Midfield",26,500000
286841,"Ramón Folch","Central Midfield",30,800000
85574,"Denis Popovic","Central Midfield",30,1500000
181706,"Lorenzo Faravelli","Central Midfield",26,1500000
93055,"Paul Coutts","Central Midfield",31,350000
62683,"David Rocha","Central Midfield",34,300000
122043,"Héctor Herrera","Central Midfield",29,22000000
75820,"Juan Aguilera","Central Midfield",34,300000
243725,"Olivier Kemen","Central Midfield",23,1500000
226739,"Anthony Cáceres","Central Midfield",27,350000
99343,"Ander Herrera","Central Midfield",30,25000000
332259,"Franco Cristaldo","Central Midfield",23,300000
87789,"Tony Andreu","Central Midfield",31,500000
19112,"Christian Gentner","Central Midfield",34,1500000
49327,"Bradley Johnson","Central Midfield",32,2000000
171419,"Kearyn Baccus","Central Midfield",28,450000
176610,"Pape Maly Diamanka","Central Midfield",29,700000
51474,"Mikel Rico","Central Midfield",34,800000
171307,"Joshua Brillante","Central Midfield",26,800000
94295,"Jonas Thorsen","Central Midfield",29,300000
323713,"Alexis De Sart","Central Midfield",22,2500000
275361,"Karim Azamoum","Central Midfield",29,800000
132208,"Lewis MacLeod","Central Midfield",25,750000
255994,"Sergio Gil","Central Midfield",23,400000
129693,"Gaku Shibasaki","Central Midfield",27,2000000
373353,"Pablo Larrea","Central Midfield",25,300000
118375,"Dardo Miloc","Central Midfield",29,400000
99327,"Isaac Cofie","Central Midfield",28,1000000
173804,"Josh Vela","Central Midfield",25,1500000
29695,"Christoph Leitgeb","Central Midfield",34,400000
111036,"Mehdi Abeid","Central Midfield",27,1750000
57753,"Ariel Rojas","Central Midfield",33,500000
180271,"Nenê Bonilha","Central Midfield",27,600000
28990,"Charlie Adam","Central Midfield",33,1000000
148601,"Romário Pires","Central Midfield",30,550000
273526,"Andrea Settembrini","Central Midfield",27,800000
63342,"Leroy Fer","Central Midfield",29,6000000
73083,"Franco Zuculini","Central Midfield",29,700000
116277,"Nicolás Colazo","Central Midfield",29,450000
56762,"Pasquale Schiattarella","Central Midfield",32,1000000
39827,"Jacob Butterfield","Central Midfield",29,1500000
244223,"Curtis Edwards","Central Midfield",25,800000
30929,"Gabriel Peñalba","Central Midfield",35,300000
44230,"Mate Males","Central Midfield",30,500000
203076,"Eroll Zejnullahu","Central Midfield",24,300000
44069,"Pedro Mosquera","Central Midfield",31,1000000
146031,"Eric Alexander","Central Midfield",31,500000
75131,"Bruno Silva","Central Midfield",33,1500000
205809,"Marcus Rohdén","Central Midfield",28,1000000
165012,"José Rodríguez","Central Midfield",24,1250000
191819,"Ivan Mocinic","Central Midfield",26,300000
60607,"Pierrick Valdivia","Central Midfield",31,600000
145581,"Afriyie Acquah","Central Midfield",27,1800000
320741,"Damian Pawlowski","Central Midfield",20,300000
33866,"Steven Defour","Central Midfield",31,5000000
182712,"João Cancelo","Right-Back",25,55000000
477758,"Aaron Wan-Bissaka","Right-Back",21,35000000
145707,"Danilo","Right-Back",28,20000000
95810,"Kieran Trippier","Right-Back",29,35000000
85791,"Stefan Lainer","Right-Back",27,12500000
476344,"Emerson","Right-Back",20,3000000
553875,"Pedro Porro","Right-Back",20,10000000
367466,"Thierry Correia","Right-Back",20,400000
236490,"Ola Aina","Right-Back",23,10000000
183321,"Kevin Mbabu","Right-Back",24,10000000
331560,"Takehiro Tomiyasu","Right-Back",20,9000000
169880,"Giovanni Di Lorenzo","Right-Back",26,9000000
238868,"Rubén Peña","Right-Back",28,10000000
203746,"Ruben Aguilar","Right-Back",26,8000000
170620,"Vyacheslav Karavaev","Right-Back",24,3000000
413220,"James Justin","Right-Back",21,25000
268642,"Renzo Saravia","Right-Back",26,5000000
410185,"Ronaël Pierre-Gabriel","Right-Back",21,4000000
184528,"Emil Krafth","Right-Back",25,2500000
441170,"Valentin Rosier","Right-Back",23,8000000
369684,"Rasmus Kristensen","Right-Back",22,2500000
353922,"Mert Müldür","Right-Back",20,3000000
324282,"Fabio Depaoli","Right-Back",22,5000000
249356,"Jack Stacey","Right-Back",23,0
121398,"Tommy Smith","Right-Back",27,3000000
70285,"Jonathan Schmid","Right-Back",29,5000000
384859,"Fabien Centonze","Right-Back",23,1500000
111508,"Allan Nyom","Right-Back",31,3000000
103890,"Luis Advíncula","Right-Back",29,3000000
111058,"Arnaud Souquet","Right-Back",27,3500000
291947,"Karlo Bartolec","Right-Back",24,2000000
178335,"Dmitri Zhivoglyadov","Right-Back",25,2800000
428302,"Anfernee Dijksteel","Right-Back",22,0
126321,"Carl Jenkinson","Right-Back",27,2000000
272812,"Kingsley Ehizibue","Right-Back",24,2000000
164231,"Romario Benzar","Right-Back",27,2500000
268176,"Sergi Palencia","Right-Back",23,6000000
242078,"Ales Mateju","Right-Back",23,1700000
351755,"Darnell Furlong","Right-Back",23,750000
216278,"Tomas Holes","Right-Back",26,1000000
216872,"Francesco Zampano","Right-Back",26,1500000
54906,"Matteo Darmian","Right-Back",29,10000000
254472,"Andreas Vindheim","Right-Back",24,1000000
336125,"Mërgim Vojvoda","Right-Back",24,1000000
340166,"Alessio Castro-Montes","Right-Back",22,1200000
49500,"Roberto Rosales","Right-Back",30,2500000
146889,"Peter Ankersen","Right-Back",29,3000000
94936,"Vincent Laurini","Right-Back",30,1500000
236953,"Sam Byram","Right-Back",26,3500000
85605,"Fabrizio Cacciatore","Right-Back",33,800000
111038,"Dennis Appiah","Right-Back",27,1500000
281252,"Mads Thychosen","Right-Back",22,500000
350232,"Kane Vincent-Young","Right-Back",23,75000
163542,"Alberto Almici","Right-Back",26,500000
103310,"Gotoku Sakai","Right-Back",28,1250000
106869,"Marvin Potzmann","Right-Back",25,1000000
107282,"Damián Martínez","Right-Back",29,500000
73926,"Davide Faraoni","Right-Back",27,900000
189151,"Stelios Kitsiou","Right-Back",26,800000
217357,"Sebastian Ohlsson","Right-Back",26,900000
484215,"Toby Sibbick","Right-Back",20,0
79507,"Valentin Cretu","Right-Back",30,550000
107612,"Daniel Sundgren","Right-Back",28,1200000
245315,"Eric Miller","Right-Back",26,600000
48767,"Alexandru Matel","Right-Back",30,450000
402770,"Matthew Millar","Right-Back",23,400000
370623,"Marks Munyai","Right-Back",28,275000
160614,"Joshua Risdon","Right-Back",27,750000
192840,"Jan Gyamerah","Right-Back",24,1500000
255162,"Aaron Calver","Right-Back",23,300000
33947,"Rafinha","Right-Back",34,3000000
208716,"Claudiu Belu","Right-Back",25,1200000
594992,"Alpha Sissoko","Right-Back",22,500000
184849,"David Niepsuj","Right-Back",24,300000
47615,"Daniel Georgievski","Right-Back",31,400000
82281,"Ivo Pinto","Right-Back",29,2000000
182876,"Stéphane Lambese","Right-Back",24,350000
49730,"Sebastian Jung","Right-Back",29,500000
192622,"Nils von Niederhäusern","Right-Back",23,400000
55114,"Oliver Sorg","Right-Back",29,1500000
183313,"Michael Gonçalves","Right-Back",24,200000
81701,"Stephan Zwierschitz","Right-Back",29,700000
124507,"Fabian Menig","Right-Back",25,300000
55687,"Ritchie De Laet","Right-Back",30,1300000
525119,"Souleymane Karamoko","Right-Back",27,400000
23874,"Vincent Rüfli","Right-Back",31,600000
75413,"Emanuel Sakic","Right-Back",28,700000
210088,"Gabriel","Right-Back",31,600000
300502,"Luke Hemmerich","Right-Back",21,250000
288241,"Enock Kwateng","Right-Back",22,4000000
388236,"Rodrigo","Right-Back",26,1500000
228917,"Jorge Miramón","Right-Back",30,3000000
318520,"Clément Michelin","Right-Back",22,700000
525113,"Jérémy Mellot","Right-Back",25,500000
355721,"Jake McGing","Right-Back",25,350000
171069,"Tiago Lopes","Right-Back",30,800000
122227,"Benjamin Colic","Right-Back",28,250000
225015,"Carlos Akapo","Right-Back",26,800000
36025,"Mikael Lustig","Right-Back",32,2750000
148485,"Timofey Margasov","Right-Back",27,700000
52477,"Sergey Parshivlyuk","Right-Back",30,3000000
248903,"Marcelo Goiano","Right-Back",32,2000000
485449,"Dane Ingham","Right-Back",20,300000
72855,"Diogo Viana","Right-Back",29,1000000
110023,"Scott Neville","Right-Back",30,400000
203498,"Steeve Furtado","Right-Back",24,300000
104234,"Unai Medina","Right-Back",29,500000
263748,"Alberto Benito","Right-Back",27,500000
128419,"Conor McLaughlin","Right-Back",28,500000
290388,"Rafael Ramos","Right-Back",24,200000
211087,"Gonzalo Bettini","Right-Back",27,850000
149435,"Luciano Abecasis","Right-Back",29,2750000
143951,"Cristian Chimino","Right-Back",31,750000
334224,"Ezequiel Bonifacio","Right-Back",25,500000
147655,"Gustavo Toledo","Right-Back",30,900000
68748,"Gastón Díaz","Right-Back",31,500000
79974,"Maximiliano Caire","Right-Back",31,300000
332245,"Zitha Macheke","Right-Back",25,600000
169873,"Sener Özbayrakli","Right-Back",29,500000
183282,"Shay Facey","Right-Back",24,400000
143852,"Nikolaos Marinakis","Right-Back",26,500000
24912,"Aleksey Kozlov","Right-Back",32,1000000
31182,"Andreas Beck","Right-Back",32,1500000
247583,"Paris Adot","Right-Back",29,300000
223890,"Roberto Correa","Right-Back",27,800000
212849,"Iván Calero","Right-Back",24,300000
197299,"Francesco Belli","Right-Back",25,400000
117469,"Pawel Olkowski","Right-Back",29,1250000
134163,"Radoslav Dimitrov","Right-Back",31,450000
81257,"Bartosz Rymaniak","Right-Back",29,500000
263627,"Carlos Vigaray","Right-Back",25,600000
163738,"Moses Odubajo","Right-Back",26,1000000
93744,"Pape Paye","Right-Back",29,300000
179451,"Donald Love","Right-Back",24,1000000
242661,"Manolis Saliakas","Right-Back",23,350000
126964,"David Bruno","Right-Back",27,700000
106225,"Jérémy Cordoval","Right-Back",29,600000
45698,"Andreas Wiegel","Right-Back",28,450000
119553,"Jack Grimmer","Right-Back",25,350000
28335,"Christophe Jallet","Right-Back",35,500000
375712,"Mihai Butean","Right-Back",23,1000000
127031,"Pierre Sagna","Right-Back",29,600000
58426,"Douglas","Right-Back",29,2000000
154287,"Todd Kane","Right-Back",26,1000000
152733,"Onur Bulut","Right-Back",25,400000
64411,"Juanfran","Right-Back",31,2500000
124883,"Ricardo van Rhijn","Right-Back",28,1000000
15951,"Dani Alves","Right-Back",36,2500000
130280,"Janne Saksela","Right-Back",26,275000
16635,"Juanfran","Right-Back",34,3000000
76100,"Pará","Right-Back",33,1000000
85295,"Iván Balliu","Right-Back",27,1000000
165400,"Lloyd Palun","Right-Back",30,650000
139307,"Raffaele Pucino","Right-Back",28,350000
79725,"Nathan Thompson","Right-Back",28,300000
2865,"Stephan Lichtsteiner","Right-Back",35,1500000
179634,"Robert Bauer","Right-Back",24,2000000
147562,"Alexander González","Right-Back",27,600000
121686,"Cristian Gamboa","Right-Back",29,750000
140678,"Johan Larsson","Right-Back",29,1500000
12773,"Ricky Foster","Right-Back",34,300000
283127,"Oualid El Hajjam","Right-Back",28,1000000
291417,"Ferland Mendy","Left-Back",24,30000000
118689,"Leonardo Spinazzola","Left-Back",26,15000000
300716,"Kieran Tierney","Left-Back",22,12500000
85867,"Nico Schulz","Left-Back",26,25000000
346567,"Luca Pellegrini","Left-Back",20,5000000
339808,"Theo Hernández","Left-Back",22,15000000
476352,"Renan Lodi","Left-Back",21,4000000
374139,"Júnior Firpo","Left-Back",23,25000000
250478,"Matt Targett","Left-Back",24,7000000
480116,"Lloyd Kelly","Left-Back",21,9000000
371141,"Stanley Nsoki","Left-Back",20,8500000
277179,"Angeliño","Left-Back",22,16000000
220793,"Douglas Santos","Left-Back",25,10000000
536477,"Arthur Zagre","Left-Back",18,0
274484,"Youssouf Koné","Left-Back",24,5000000
284732,"Ramy Bensebaini","Left-Back",24,8000000
193098,"Álex Moreno","Left-Back",26,12000000
520468,"Iago","Left-Back",22,2000000
357796,"Domagoj Bradaric","Left-Back",19,1000000
251878,"Aarón Martín","Left-Back",22,20000000
401527,"Rogério","Left-Back",21,10000000
215099,"Daley Sinkgraven","Left-Back",24,3000000
392570,"Marco Sala","Left-Back",20,300000
287600,"Pawel Jaroszynski","Left-Back",25,400000
284857,"Marc Cucurella","Left-Back",21,10000000
168156,"Boli Bolingoli","Left-Back",24,3500000
182816,"Nicolas Gavory","Left-Back",24,1750000
189453,"Jonathan Silva","Left-Back",25,3000000
240692,"Reinildo Mandava","Left-Back",25,600000
214257,"Elmir Nabiullin","Left-Back",24,3000000
285322,"Federico Ricca","Left-Back",24,2500000
55854,"Cristian Ansaldi","Left-Back",33,5000000
296378,"Luca Itter","Left-Back",20,2000000
140748,"Danilo Avelar","Left-Back",30,1500000
268506,"Fabrizio Angileri","Left-Back",25,3750000
318523,"Romain Perraud","Left-Back",22,1500000
318508,"Olivier Boscagli","Left-Back",21,3000000
372535,"Daniil Krugovoy","Left-Back",21,700000
185699,"Tim Leibold","Left-Back",25,3500000
552960,"Aldo Cruz","Left-Back",22,1000000
379989,"Jonathan Meier","Left-Back",19,100000
121958,"Zaurbek Pliev","Left-Back",28,1300000
221611,"Paulo Otávio","Left-Back",24,1000000
395216,"Bruno Pittón","Left-Back",26,1500000
43763,"Erik Pieters","Left-Back",31,5000000
136834,"Aziz Behich","Left-Back",28,1000000
177690,"Miguel Trauco","Left-Back",27,1750000
579346,"Jonathan","Left-Back",21,500000
55125,"Chris Löwe","Left-Back",30,2000000
164108,"Bruno Martella","Left-Back",27,1800000
288429,"Mads Pedersen","Left-Back",23,900000
520492,"Paulinho","Left-Back",24,500000
125069,"Júnior Morais","Left-Back",33,900000
239934,"Maximilian Ullmann","Left-Back",23,2500000
192169,"Jonas Föhrenbach","Left-Back",23,750000
267396,"Igor Kalinin","Left-Back",23,700000
247596,"Kenneth Paal","Left-Back",22,900000
342843,"Caju","Left-Back",24,750000
530384,"Tom Pearce","Left-Back",21,250000
284177,"Tim Handwerker","Left-Back",21,1000000
253826,"Adrián Castellano","Left-Back",25,300000
43003,"Nacho Monreal","Left-Back",33,8000000
481484,"Ionut Pantiru","Left-Back",23,400000
375719,"Yasir Subasi","Left-Back",23,250000
216399,"Philipp Hercher","Left-Back",23,250000
63490,"Aristidis Soiledis","Left-Back",28,450000
162063,"Salva Ruiz","Left-Back",24,400000
62800,"Adam Hlousek","Left-Back",30,850000
35583,"Daniel Pudil","Left-Back",34,750000
34691,"Stephen Ward","Left-Back",34,2000000
148967,"Konstantinos Stafylidis","Left-Back",25,3000000
141655,"Zeki Fryers","Left-Back",27,1000000
154110,"Michel Niemeyer","Left-Back",23,0
45331,"Brian Easton","Left-Back",31,400000
193784,"Carlos Clerc","Left-Back",27,2000000
136550,"Caner Cavlan","Left-Back",27,750000
42749,"Kevin Wolze","Left-Back",29,800000
257415,"Scott Galloway","Left-Back",24,350000
127075,"Manuel Cabit","Left-Back",26,800000
139434,"Raúl Garcia","Left-Back",30,1000000
36657,"Lee Wallace","Left-Back",32,800000
410634,"Nias Hefti","Left-Back",20,450000
98262,"Quentin Bernard","Left-Back",30,800000
57679,"Sorin Busu","Left-Back",30,450000
25823,"Vitali Denisov","Left-Back",32,1500000
38782,"Dmitri Kombarov","Left-Back",32,1500000
84918,"Piotr Tomasik","Left-Back",31,300000
142370,"Mathías Abero","Left-Back",29,650000
203764,"Pierre-Yves Polomat","Left-Back",25,1500000
55524,"Alper Uludag","Left-Back",28,500000
160649,"Thabo Matlaba","Left-Back",31,400000
240058,"Fernando Evangelista","Left-Back",27,750000
249471,"Saúl García","Left-Back",24,900000
127129,"Bradley Diallo","Left-Back",29,350000
119085,"Loris Benito","Left-Back",27,4000000
121250,"Jake Bidwell","Left-Back",26,2000000
93922,"Erik Durm","Left-Back",27,2000000
208244,"Brendan Galloway","Left-Back",23,1500000
57328,"Bart van Hintum","Left-Back",32,400000
207917,"Alberto Moreno","Left-Back",27,9000000
380365,"Cristian Glauder","Left-Back",24,300000
49802,"Ivan Obradovic","Left-Back",31,800000
48634,"Fedor Kudryashov","Left-Back",32,1750000
55866,"Sebastián Dubarbier","Left-Back",33,400000
182936,"Filipe Ferreira","Left-Back",29,350000
221986,"Héctor Hernández","Left-Back",28,300000
