Date,Day Name,Start of Week,Start of Month,Month Name,Start of Year,Year,Day of Week,Weekend,Short Month,Short Day
2016-06-06 00:00:00.000,"Monday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,1,"Weekday","JUN","MON"
2016-06-07 00:00:00.000,"Tuesday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,2,"Weekday","JUN","TUE"
2016-06-08 00:00:00.000,"Wednesday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,3,"Weekday","JUN","WED"
2016-06-09 00:00:00.000,"Thursday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,4,"Weekday","JUN","THU"
2016-06-10 00:00:00.000,"Friday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,5,"Weekday","JUN","FRI"
2016-06-11 00:00:00.000,"Saturday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,6,"Weekend","JUN","SAT"
2016-06-12 00:00:00.000,"Sunday",2016-06-06 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,7,"Weekend","JUN","SUN"
2016-06-13 00:00:00.000,"Monday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,1,"Weekday","JUN","MON"
2016-06-14 00:00:00.000,"Tuesday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,2,"Weekday","JUN","TUE"
2016-06-15 00:00:00.000,"Wednesday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,3,"Weekday","JUN","WED"
2016-06-16 00:00:00.000,"Thursday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,4,"Weekday","JUN","THU"
2016-06-17 00:00:00.000,"Friday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,5,"Weekday","JUN","FRI"
2016-06-18 00:00:00.000,"Saturday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,6,"Weekend","JUN","SAT"
2016-06-19 00:00:00.000,"Sunday",2016-06-13 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,7,"Weekend","JUN","SUN"
2016-06-20 00:00:00.000,"Monday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,1,"Weekday","JUN","MON"
2016-06-21 00:00:00.000,"Tuesday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,2,"Weekday","JUN","TUE"
2016-06-22 00:00:00.000,"Wednesday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,3,"Weekday","JUN","WED"
2016-06-23 00:00:00.000,"Thursday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,4,"Weekday","JUN","THU"
2016-06-24 00:00:00.000,"Friday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,5,"Weekday","JUN","FRI"
2016-06-25 00:00:00.000,"Saturday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,6,"Weekend","JUN","SAT"
2016-06-26 00:00:00.000,"Sunday",2016-06-20 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,7,"Weekend","JUN","SUN"
2016-06-27 00:00:00.000,"Monday",2016-06-27 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,1,"Weekday","JUN","MON"
2016-06-28 00:00:00.000,"Tuesday",2016-06-27 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,2,"Weekday","JUN","TUE"
2016-06-29 00:00:00.000,"Wednesday",2016-06-27 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,3,"Weekday","JUN","WED"
2016-06-30 00:00:00.000,"Thursday",2016-06-27 00:00:00.000,2016-06-01 00:00:00.000,"June",2016-01-01 00:00:00.000,2016,4,"Weekday","JUN","THU"
2016-07-01 00:00:00.000,"Friday",2016-06-27 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,5,"Weekday","JUL","FRI"
2016-07-02 00:00:00.000,"Saturday",2016-06-27 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,6,"Weekend","JUL","SAT"
2016-07-03 00:00:00.000,"Sunday",2016-06-27 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,7,"Weekend","JUL","SUN"
2016-07-04 00:00:00.000,"Monday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,1,"Weekday","JUL","MON"
2016-07-05 00:00:00.000,"Tuesday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,2,"Weekday","JUL","TUE"
2016-07-06 00:00:00.000,"Wednesday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,3,"Weekday","JUL","WED"
2016-07-07 00:00:00.000,"Thursday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,4,"Weekday","JUL","THU"
2016-07-08 00:00:00.000,"Friday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,5,"Weekday","JUL","FRI"
2016-07-09 00:00:00.000,"Saturday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,6,"Weekend","JUL","SAT"
2016-07-10 00:00:00.000,"Sunday",2016-07-04 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,7,"Weekend","JUL","SUN"
2016-07-11 00:00:00.000,"Monday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,1,"Weekday","JUL","MON"
2016-07-12 00:00:00.000,"Tuesday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,2,"Weekday","JUL","TUE"
2016-07-13 00:00:00.000,"Wednesday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,3,"Weekday","JUL","WED"
2016-07-14 00:00:00.000,"Thursday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,4,"Weekday","JUL","THU"
2016-07-15 00:00:00.000,"Friday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,5,"Weekday","JUL","FRI"
2016-07-16 00:00:00.000,"Saturday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,6,"Weekend","JUL","SAT"
2016-07-17 00:00:00.000,"Sunday",2016-07-11 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,7,"Weekend","JUL","SUN"
2016-07-18 00:00:00.000,"Monday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,1,"Weekday","JUL","MON"
2016-07-19 00:00:00.000,"Tuesday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,2,"Weekday","JUL","TUE"
2016-07-20 00:00:00.000,"Wednesday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,3,"Weekday","JUL","WED"
2016-07-21 00:00:00.000,"Thursday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,4,"Weekday","JUL","THU"
2016-07-22 00:00:00.000,"Friday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,5,"Weekday","JUL","FRI"
2016-07-23 00:00:00.000,"Saturday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,6,"Weekend","JUL","SAT"
2016-07-24 00:00:00.000,"Sunday",2016-07-18 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,7,"Weekend","JUL","SUN"
2016-07-25 00:00:00.000,"Monday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,1,"Weekday","JUL","MON"
2016-07-26 00:00:00.000,"Tuesday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,2,"Weekday","JUL","TUE"
2016-07-27 00:00:00.000,"Wednesday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,3,"Weekday","JUL","WED"
2016-07-28 00:00:00.000,"Thursday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,4,"Weekday","JUL","THU"
2016-07-29 00:00:00.000,"Friday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,5,"Weekday","JUL","FRI"
2016-07-30 00:00:00.000,"Saturday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,6,"Weekend","JUL","SAT"
2016-07-31 00:00:00.000,"Sunday",2016-07-25 00:00:00.000,2016-07-01 00:00:00.000,"July",2016-01-01 00:00:00.000,2016,7,"Weekend","JUL","SUN"
2016-08-01 00:00:00.000,"Monday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,1,"Weekday","AUG","MON"
2016-08-02 00:00:00.000,"Tuesday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,2,"Weekday","AUG","TUE"
2016-08-03 00:00:00.000,"Wednesday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,3,"Weekday","AUG","WED"
2016-08-04 00:00:00.000,"Thursday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,4,"Weekday","AUG","THU"
2016-08-05 00:00:00.000,"Friday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,5,"Weekday","AUG","FRI"
2016-08-06 00:00:00.000,"Saturday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,6,"Weekend","AUG","SAT"
2016-08-07 00:00:00.000,"Sunday",2016-08-01 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,7,"Weekend","AUG","SUN"
2016-08-08 00:00:00.000,"Monday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,1,"Weekday","AUG","MON"
2016-08-09 00:00:00.000,"Tuesday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,2,"Weekday","AUG","TUE"
2016-08-10 00:00:00.000,"Wednesday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,3,"Weekday","AUG","WED"
2016-08-11 00:00:00.000,"Thursday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,4,"Weekday","AUG","THU"
2016-08-12 00:00:00.000,"Friday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,5,"Weekday","AUG","FRI"
2016-08-13 00:00:00.000,"Saturday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,6,"Weekend","AUG","SAT"
2016-08-14 00:00:00.000,"Sunday",2016-08-08 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,7,"Weekend","AUG","SUN"
2016-08-15 00:00:00.000,"Monday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,1,"Weekday","AUG","MON"
2016-08-16 00:00:00.000,"Tuesday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,2,"Weekday","AUG","TUE"
2016-08-17 00:00:00.000,"Wednesday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,3,"Weekday","AUG","WED"
2016-08-18 00:00:00.000,"Thursday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,4,"Weekday","AUG","THU"
2016-08-19 00:00:00.000,"Friday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,5,"Weekday","AUG","FRI"
2016-08-20 00:00:00.000,"Saturday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,6,"Weekend","AUG","SAT"
2016-08-21 00:00:00.000,"Sunday",2016-08-15 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,7,"Weekend","AUG","SUN"
2016-08-22 00:00:00.000,"Monday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,1,"Weekday","AUG","MON"
2016-08-23 00:00:00.000,"Tuesday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,2,"Weekday","AUG","TUE"
2016-08-24 00:00:00.000,"Wednesday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,3,"Weekday","AUG","WED"
2016-08-25 00:00:00.000,"Thursday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,4,"Weekday","AUG","THU"
2016-08-26 00:00:00.000,"Friday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,5,"Weekday","AUG","FRI"
2016-08-27 00:00:00.000,"Saturday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,6,"Weekend","AUG","SAT"
2016-08-28 00:00:00.000,"Sunday",2016-08-22 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,7,"Weekend","AUG","SUN"
2016-08-29 00:00:00.000,"Monday",2016-08-29 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,1,"Weekday","AUG","MON"
2016-08-30 00:00:00.000,"Tuesday",2016-08-29 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,2,"Weekday","AUG","TUE"
2016-08-31 00:00:00.000,"Wednesday",2016-08-29 00:00:00.000,2016-08-01 00:00:00.000,"August",2016-01-01 00:00:00.000,2016,3,"Weekday","AUG","WED"
2016-09-01 00:00:00.000,"Thursday",2016-08-29 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,4,"Weekday","SEP","THU"
2016-09-02 00:00:00.000,"Friday",2016-08-29 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,5,"Weekday","SEP","FRI"
2016-09-03 00:00:00.000,"Saturday",2016-08-29 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,6,"Weekend","SEP","SAT"
2016-09-04 00:00:00.000,"Sunday",2016-08-29 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,7,"Weekend","SEP","SUN"
2016-09-05 00:00:00.000,"Monday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,1,"Weekday","SEP","MON"
2016-09-06 00:00:00.000,"Tuesday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,2,"Weekday","SEP","TUE"
2016-09-07 00:00:00.000,"Wednesday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,3,"Weekday","SEP","WED"
2016-09-08 00:00:00.000,"Thursday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,4,"Weekday","SEP","THU"
2016-09-09 00:00:00.000,"Friday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,5,"Weekday","SEP","FRI"
2016-09-10 00:00:00.000,"Saturday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,6,"Weekend","SEP","SAT"
2016-09-11 00:00:00.000,"Sunday",2016-09-05 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,7,"Weekend","SEP","SUN"
2016-09-12 00:00:00.000,"Monday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,1,"Weekday","SEP","MON"
2016-09-13 00:00:00.000,"Tuesday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,2,"Weekday","SEP","TUE"
2016-09-14 00:00:00.000,"Wednesday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,3,"Weekday","SEP","WED"
2016-09-15 00:00:00.000,"Thursday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,4,"Weekday","SEP","THU"
2016-09-16 00:00:00.000,"Friday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,5,"Weekday","SEP","FRI"
2016-09-17 00:00:00.000,"Saturday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,6,"Weekend","SEP","SAT"
2016-09-18 00:00:00.000,"Sunday",2016-09-12 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,7,"Weekend","SEP","SUN"
2016-09-19 00:00:00.000,"Monday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,1,"Weekday","SEP","MON"
2016-09-20 00:00:00.000,"Tuesday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,2,"Weekday","SEP","TUE"
2016-09-21 00:00:00.000,"Wednesday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,3,"Weekday","SEP","WED"
2016-09-22 00:00:00.000,"Thursday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,4,"Weekday","SEP","THU"
2016-09-23 00:00:00.000,"Friday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,5,"Weekday","SEP","FRI"
2016-09-24 00:00:00.000,"Saturday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,6,"Weekend","SEP","SAT"
2016-09-25 00:00:00.000,"Sunday",2016-09-19 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,7,"Weekend","SEP","SUN"
2016-09-26 00:00:00.000,"Monday",2016-09-26 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,1,"Weekday","SEP","MON"
2016-09-27 00:00:00.000,"Tuesday",2016-09-26 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,2,"Weekday","SEP","TUE"
2016-09-28 00:00:00.000,"Wednesday",2016-09-26 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,3,"Weekday","SEP","WED"
2016-09-29 00:00:00.000,"Thursday",2016-09-26 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,4,"Weekday","SEP","THU"
2016-09-30 00:00:00.000,"Friday",2016-09-26 00:00:00.000,2016-09-01 00:00:00.000,"September",2016-01-01 00:00:00.000,2016,5,"Weekday","SEP","FRI"
2016-10-01 00:00:00.000,"Saturday",2016-09-26 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,6,"Weekend","OCT","SAT"
2016-10-02 00:00:00.000,"Sunday",2016-09-26 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,7,"Weekend","OCT","SUN"
2016-10-03 00:00:00.000,"Monday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,1,"Weekday","OCT","MON"
2016-10-04 00:00:00.000,"Tuesday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,2,"Weekday","OCT","TUE"
2016-10-05 00:00:00.000,"Wednesday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,3,"Weekday","OCT","WED"
2016-10-06 00:00:00.000,"Thursday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,4,"Weekday","OCT","THU"
2016-10-07 00:00:00.000,"Friday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,5,"Weekday","OCT","FRI"
2016-10-08 00:00:00.000,"Saturday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,6,"Weekend","OCT","SAT"
2016-10-09 00:00:00.000,"Sunday",2016-10-03 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,7,"Weekend","OCT","SUN"
2016-10-10 00:00:00.000,"Monday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,1,"Weekday","OCT","MON"
2016-10-11 00:00:00.000,"Tuesday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,2,"Weekday","OCT","TUE"
2016-10-12 00:00:00.000,"Wednesday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,3,"Weekday","OCT","WED"
2016-10-13 00:00:00.000,"Thursday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,4,"Weekday","OCT","THU"
2016-10-14 00:00:00.000,"Friday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,5,"Weekday","OCT","FRI"
2016-10-15 00:00:00.000,"Saturday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,6,"Weekend","OCT","SAT"
2016-10-16 00:00:00.000,"Sunday",2016-10-10 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,7,"Weekend","OCT","SUN"
2016-10-17 00:00:00.000,"Monday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,1,"Weekday","OCT","MON"
2016-10-18 00:00:00.000,"Tuesday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,2,"Weekday","OCT","TUE"
2016-10-19 00:00:00.000,"Wednesday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,3,"Weekday","OCT","WED"
2016-10-20 00:00:00.000,"Thursday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,4,"Weekday","OCT","THU"
2016-10-21 00:00:00.000,"Friday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,5,"Weekday","OCT","FRI"
2016-10-22 00:00:00.000,"Saturday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,6,"Weekend","OCT","SAT"
2016-10-23 00:00:00.000,"Sunday",2016-10-17 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,7,"Weekend","OCT","SUN"
2016-10-24 00:00:00.000,"Monday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,1,"Weekday","OCT","MON"
2016-10-25 00:00:00.000,"Tuesday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,2,"Weekday","OCT","TUE"
2016-10-26 00:00:00.000,"Wednesday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,3,"Weekday","OCT","WED"
2016-10-27 00:00:00.000,"Thursday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,4,"Weekday","OCT","THU"
2016-10-28 00:00:00.000,"Friday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,5,"Weekday","OCT","FRI"
2016-10-29 00:00:00.000,"Saturday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,6,"Weekend","OCT","SAT"
2016-10-30 00:00:00.000,"Sunday",2016-10-24 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,7,"Weekend","OCT","SUN"
2016-10-31 00:00:00.000,"Monday",2016-10-31 00:00:00.000,2016-10-01 00:00:00.000,"October",2016-01-01 00:00:00.000,2016,1,"Weekday","OCT","MON"
2016-11-01 00:00:00.000,"Tuesday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,2,"Weekday","NOV","TUE"
2016-11-02 00:00:00.000,"Wednesday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,3,"Weekday","NOV","WED"
2016-11-03 00:00:00.000,"Thursday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,4,"Weekday","NOV","THU"
2016-11-04 00:00:00.000,"Friday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,5,"Weekday","NOV","FRI"
2016-11-05 00:00:00.000,"Saturday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,6,"Weekend","NOV","SAT"
2016-11-06 00:00:00.000,"Sunday",2016-10-31 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,7,"Weekend","NOV","SUN"
2016-11-07 00:00:00.000,"Monday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,1,"Weekday","NOV","MON"
2016-11-08 00:00:00.000,"Tuesday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,2,"Weekday","NOV","TUE"
2016-11-09 00:00:00.000,"Wednesday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,3,"Weekday","NOV","WED"
