ID,ProductName,ProductGroup,ProductCategory,GroupPhoto
2141,"Product 2141","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2216,"Product 2216","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
2217,"Product 2217","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
2218,"Product 2218","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
2247,"Product 2247","Tea","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/cha.jpg"
2326,"Product 2326","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2335,"Product 2335","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2337,"Product 2337","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2343,"Product 2343","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2344,"Product 2344","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2354,"Product 2354","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2357,"Product 2357","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2358,"Product 2358","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2361,"Product 2361","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2364,"Product 2364","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2365,"Product 2365","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2370,"Product 2370","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2372,"Product 2372","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2373,"Product 2373","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
108,"Product 108","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
142,"Product 142","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
143,"Product 143","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
144,"Product 144","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
145,"Product 145","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
111,"Product 111","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
183,"Product 183","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
186,"Product 186","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
187,"Product 187","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
191,"Product 191","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
114,"Product 114","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
118,"Product 118","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
120,"Product 120","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
159,"Product 159","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
168,"Product 168","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
157,"Product 157","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
158,"Product 158","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
252,"Product 252","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
344,"Product 344","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
345,"Product 345","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
462,"Product 462","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
463,"Product 463","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
467,"Product 467","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
468,"Product 468","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
469,"Product 469","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
473,"Product 473","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
474,"Product 474","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
476,"Product 476","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
477,"Product 477","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
481,"Product 481","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
483,"Product 483","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
487,"Product 487","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
645,"Product 645","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
654,"Product 654","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
660,"Product 660","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
661,"Product 661","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
668,"Product 668","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
691,"Product 691","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
692,"Product 692","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
693,"Product 693","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
694,"Product 694","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
695,"Product 695","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
696,"Product 696","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
702,"Product 702","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
703,"Product 703","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
706,"Product 706","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
709,"Product 709","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
741,"Product 741","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
771,"Product 771","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
775,"Product 775","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
811,"Product 811","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
824,"Product 824","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
825,"Product 825","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
881,"Product 881","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
886,"Product 886","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
935,"Product 935","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
965,"Product 965","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
1019,"Product 1019","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1031,"Product 1031","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1046,"Product 1046","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
1057,"Product 1057","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1073,"Product 1073","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1074,"Product 1074","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1082,"Product 1082","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1085,"Product 1085","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1086,"Product 1086","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1126,"Product 1126","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1127,"Product 1127","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1128,"Product 1128","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1129,"Product 1129","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1152,"Product 1152","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1154,"Product 1154","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
1155,"Product 1155","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
1166,"Product 1166","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
1172,"Product 1172","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1179,"Product 1179","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1188,"Product 1188","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1224,"Product 1224","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1303,"Product 1303","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1339,"Product 1339","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1420,"Product 1420","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1421,"Product 1421","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1456,"Product 1456","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1468,"Product 1468","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1491,"Product 1491","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1497,"Product 1497","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1518,"Product 1518","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1521,"Product 1521","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1527,"Product 1527","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
1530,"Product 1530","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1560,"Product 1560","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1561,"Product 1561","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1595,"Product 1595","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1596,"Product 1596","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1602,"Product 1602","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
1667,"Product 1667","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1706,"Product 1706","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1707,"Product 1707","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1723,"Product 1723","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
1724,"Product 1724","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1737,"Product 1737","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1796,"Product 1796","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1814,"Product 1814","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1822,"Product 1822","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
1823,"Product 1823","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
1824,"Product 1824","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1831,"Product 1831","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1833,"Product 1833","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1834,"Product 1834","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1838,"Product 1838","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
1839,"Product 1839","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1840,"Product 1840","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1841,"Product 1841","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1842,"Product 1842","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1845,"Product 1845","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1846,"Product 1846","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1847,"Product 1847","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1848,"Product 1848","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1849,"Product 1849","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1862,"Product 1862","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
1863,"Product 1863","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
1864,"Product 1864","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
1927,"Product 1927","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
1937,"Product 1937","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1938,"Product 1938","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1939,"Product 1939","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
1942,"Product 1942","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
1943,"Product 1943","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
1948,"Product 1948","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
1950,"Product 1950","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1951,"Product 1951","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
1963,"Product 1963","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1965,"Product 1965","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1966,"Product 1966","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
1967,"Product 1967","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
2022,"Product 2022","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2023,"Product 2023","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2024,"Product 2024","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2025,"Product 2025","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2026,"Product 2026","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2077,"Product 2077","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
2078,"Product 2078","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
2080,"Product 2080","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2096,"Product 2096","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2097,"Product 2097","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2108,"Product 2108","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2150,"Product 2150","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2151,"Product 2151","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
2164,"Product 2164","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2165,"Product 2165","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2168,"Product 2168","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2172,"Product 2172","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2173,"Product 2173","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2181,"Product 2181","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2185,"Product 2185","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
2187,"Product 2187","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2188,"Product 2188","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2197,"Product 2197","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
2199,"Product 2199","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
2200,"Product 2200","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2205,"Product 2205","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2209,"Product 2209","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
2210,"Product 2210","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
2211,"Product 2211","Manioc Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farofa.jpg"
2212,"Product 2212","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
2236,"Product 2236","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
2238,"Product 2238","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
2239,"Product 2239","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2241,"Product 2241","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2243,"Product 2243","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2244,"Product 2244","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2251,"Product 2251","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2252,"Product 2252","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2264,"Product 2264","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
2277,"Product 2277","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2310,"Product 2310","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2399,"Product 2399","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2402,"Product 2402","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2425,"Product 2425","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2443,"Product 2443","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2461,"Product 2461","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
2463,"Product 2463","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2464,"Product 2464","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2467,"Product 2467","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2469,"Product 2469","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2483,"Product 2483","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2484,"Product 2484","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2492,"Product 2492","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
2493,"Product 2493","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
2501,"Product 2501","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2502,"Product 2502","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2503,"Product 2503","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2506,"Product 2506","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2507,"Product 2507","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2508,"Product 2508","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2509,"Product 2509","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2510,"Product 2510","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2512,"Product 2512","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2515,"Product 2515","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2522,"Product 2522","Cassava starch","Food","https://powerbiexperience.com/arquivos/FotosProdutos/polvilho.jpg"
2527,"Product 2527","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2531,"Product 2531","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2534,"Product 2534","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2536,"Product 2536","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
2543,"Product 2543","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2545,"Product 2545","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2547,"Product 2547","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
2552,"Product 2552","Coffee in Capsules","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafecapsula.jpg"
2560,"Product 2560","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2573,"Product 2573","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2575,"Product 2575","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2578,"Product 2578","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2584,"Product 2584","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2585,"Product 2585","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2586,"Product 2586","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2589,"Product 2589","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2590,"Product 2590","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2591,"Product 2591","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2597,"Product 2597","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
2598,"Product 2598","Tomato Sauce","Food","https://powerbiexperience.com/arquivos/FotosProdutos/molhotomate.jpg"
2609,"Product 2609","Ground Coffee","Food","https://powerbiexperience.com/arquivos/FotosProdutos/cafe.jpg"
2611,"Product 2611","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2612,"Product 2612","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2613,"Product 2613","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2614,"Product 2614","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2615,"Product 2615","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2623,"Product 2623","Canned Sweet","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doceenlatado.jpg"
2633,"Product 2633","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2635,"Product 2635","Sugar","Food","https://powerbiexperience.com/arquivos/FotosProdutos/acucar.jpg"
2640,"Product 2640","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2641,"Product 2641","Vegetable","Food","https://powerbiexperience.com/arquivos/FotosProdutos/Hortifruti.jpg"
2651,"Product 2651","Powdered Milk","Food","https://powerbiexperience.com/arquivos/FotosProdutos/leiteempo.jpg"
2663,"Product 2663","Spices","Food","https://powerbiexperience.com/arquivos/FotosProdutos/tempero.jpg"
2669,"Product 2669","Candy","Food","https://powerbiexperience.com/arquivos/FotosProdutos/doces.jpg"
2670,"Product 2670","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
2671,"Product 2671","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
2672,"Product 2672","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
2673,"Product 2673","Popcorn","Food","https://powerbiexperience.com/arquivos/FotosProdutos/pipoca.jpg"
