Date,MonthShort,Year,MonthNumber,CustomMonthNum,Month Name,Quarter,Week of Year,Day Name,Period,Fiscal Period,Fiscal Year,Fiscal Quarter,FYQtr Round Up,Merged
2020-10-11 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Sunday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-10 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Saturday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-09 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Friday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-07 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Wednesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-06 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Tuesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-05 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Monday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-04 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Sunday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-03 00:00:00.000,"Oct",2020,10,"10","October",4,40,"Saturday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-02 00:00:00.000,"Oct",2020,10,"10","October",4,40,"Friday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-01 00:00:00.000,"Oct",2020,10,"10","October",4,40,"Thursday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-14 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Wednesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-28 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Wednesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-30 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Friday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-31 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Saturday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-29 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Thursday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-11-27 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Friday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-26 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Thursday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-25 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Wednesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-24 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Tuesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-23 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Monday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-22 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Sunday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-21 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Saturday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-20 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Friday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-19 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Thursday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-18 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Wednesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-17 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Tuesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-16 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Monday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-15 00:00:00.000,"Nov",2020,11,"11","November",4,47,"Sunday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-14 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Saturday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-13 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Friday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-12 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Thursday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-11 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Wednesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-10 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Tuesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-09 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Monday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-08 00:00:00.000,"Nov",2020,11,"11","November",4,46,"Sunday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-07 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Saturday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-06 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Friday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-05 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Thursday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-04 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Wednesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-03 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Tuesday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-02 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Monday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-01 00:00:00.000,"Nov",2020,11,"11","November",4,45,"Sunday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-28 00:00:00.000,"Nov",2020,11,"11","November",4,48,"Saturday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-29 00:00:00.000,"Nov",2020,11,"11","November",4,49,"Sunday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-11-30 00:00:00.000,"Nov",2020,11,"11","November",4,49,"Monday","Nov-2020","2","2020",0.66666666666666663,1,"Q1-2020"
2020-12-31 00:00:00.000,"Dec",2020,12,"12","December",4,53,"Thursday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-30 00:00:00.000,"Dec",2020,12,"12","December",4,53,"Wednesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-01 00:00:00.000,"Dec",2020,12,"12","December",4,49,"Tuesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-02 00:00:00.000,"Dec",2020,12,"12","December",4,49,"Wednesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-03 00:00:00.000,"Dec",2020,12,"12","December",4,49,"Thursday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-04 00:00:00.000,"Dec",2020,12,"12","December",4,49,"Friday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-05 00:00:00.000,"Dec",2020,12,"12","December",4,49,"Saturday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-06 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Sunday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-07 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Monday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-08 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Tuesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-09 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Wednesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-10 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Thursday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-11 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Friday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-12 00:00:00.000,"Dec",2020,12,"12","December",4,50,"Saturday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-13 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Sunday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-14 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Monday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-15 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Tuesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-16 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Wednesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-17 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Thursday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-18 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Friday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-19 00:00:00.000,"Dec",2020,12,"12","December",4,51,"Saturday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-20 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Sunday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-21 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Monday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-22 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Tuesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-23 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Wednesday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-24 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Thursday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-25 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Friday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-26 00:00:00.000,"Dec",2020,12,"12","December",4,52,"Saturday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-27 00:00:00.000,"Dec",2020,12,"12","December",4,53,"Sunday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-28 00:00:00.000,"Dec",2020,12,"12","December",4,53,"Monday","Dec-2020","3","2020",1,1,"Q1-2020"
2020-12-29 00:00:00.000,"Dec",2020,12,"12","December",4,53,"Tuesday","Dec-2020","3","2020",1,1,"Q1-2020"
2021-01-02 00:00:00.000,"Jan",2021,1,"01","January",1,1,"Saturday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-03 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Sunday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-04 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Monday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-05 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Tuesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-06 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Wednesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-07 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Thursday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-08 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Friday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-09 00:00:00.000,"Jan",2021,1,"01","January",1,2,"Saturday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-10 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Sunday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-11 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Monday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-12 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Tuesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-13 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Wednesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-14 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Thursday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-01 00:00:00.000,"Jan",2021,1,"01","January",1,1,"Friday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-15 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Friday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-17 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Sunday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-18 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Monday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-19 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Tuesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-31 00:00:00.000,"Jan",2021,1,"01","January",1,6,"Sunday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-30 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Saturday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-29 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Friday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-28 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Thursday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-27 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Wednesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-26 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Tuesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-25 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Monday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-24 00:00:00.000,"Jan",2021,1,"01","January",1,5,"Sunday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-23 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Saturday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-22 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Friday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-16 00:00:00.000,"Jan",2021,1,"01","January",1,3,"Saturday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-21 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Thursday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-01-20 00:00:00.000,"Jan",2021,1,"01","January",1,4,"Wednesday","Jan-2021","4","2020",1.3333333333333333,2,"Q2-2020"
2021-02-05 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Friday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-04 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Thursday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-03 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Wednesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-10 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Wednesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-02 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Tuesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-01 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Monday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-06 00:00:00.000,"Feb",2021,2,"02","February",1,6,"Saturday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-09 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Tuesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-07 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Sunday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-27 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Saturday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-11 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Thursday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-12 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Friday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-13 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Saturday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-14 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Sunday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-15 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Monday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-16 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Tuesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-17 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Wednesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-28 00:00:00.000,"Feb",2021,2,"02","February",1,10,"Sunday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-18 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Thursday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-20 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Saturday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-21 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Sunday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-22 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Monday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-23 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Tuesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-24 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Wednesday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-25 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Thursday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-26 00:00:00.000,"Feb",2021,2,"02","February",1,9,"Friday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-08 00:00:00.000,"Feb",2021,2,"02","February",1,7,"Monday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-02-19 00:00:00.000,"Feb",2021,2,"02","February",1,8,"Friday","Feb-2021","5","2020",1.6666666666666667,2,"Q2-2020"
2021-03-13 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Saturday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-09 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Tuesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-12 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Friday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-11 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Thursday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-10 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Wednesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-08 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Monday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-06 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Saturday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-05 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Friday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-04 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Thursday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-03 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Wednesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-02 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Tuesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-14 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Sunday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-07 00:00:00.000,"Mar",2021,3,"03","March",1,11,"Sunday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-15 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Monday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-26 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Friday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-17 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Wednesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-18 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Thursday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-19 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Friday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-20 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Saturday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-21 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Sunday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-22 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Monday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-23 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Tuesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-31 00:00:00.000,"Mar",2021,3,"03","March",1,14,"Wednesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-30 00:00:00.000,"Mar",2021,3,"03","March",1,14,"Tuesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-29 00:00:00.000,"Mar",2021,3,"03","March",1,14,"Monday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-28 00:00:00.000,"Mar",2021,3,"03","March",1,14,"Sunday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-27 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Saturday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-01 00:00:00.000,"Mar",2021,3,"03","March",1,10,"Monday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-16 00:00:00.000,"Mar",2021,3,"03","March",1,12,"Tuesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-24 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Wednesday","Mar-2021","6","2020",2,2,"Q2-2020"
2021-03-25 00:00:00.000,"Mar",2021,3,"03","March",1,13,"Thursday","Mar-2021","6","2020",2,2,"Q2-2020"
2020-07-19 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Sunday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-20 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Monday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-21 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Tuesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-22 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Wednesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-29 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Wednesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-30 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Thursday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-18 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Saturday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-28 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Tuesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-27 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Monday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-26 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Sunday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-25 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Saturday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-31 00:00:00.000,"Jul",2020,7,"07","July",3,31,"Friday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-17 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Friday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-13 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Monday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-15 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Wednesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-14 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Tuesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-12 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Sunday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-11 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Saturday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-10 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Friday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-09 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Thursday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-07 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Tuesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-06 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Monday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-05 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Sunday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-04 00:00:00.000,"Jul",2020,7,"07","July",3,27,"Saturday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-03 00:00:00.000,"Jul",2020,7,"07","July",3,27,"Friday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-02 00:00:00.000,"Jul",2020,7,"07","July",3,27,"Thursday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-01 00:00:00.000,"Jul",2020,7,"07","July",3,27,"Wednesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-16 00:00:00.000,"Jul",2020,7,"07","July",3,29,"Thursday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-08 00:00:00.000,"Jul",2020,7,"07","July",3,28,"Wednesday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-23 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Thursday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-07-24 00:00:00.000,"Jul",2020,7,"07","July",3,30,"Friday","Jul-2020","10","2019",3.3333333333333335,4,"Q4-2019"
2020-08-27 00:00:00.000,"Aug",2020,8,"08","August",3,35,"Thursday","Aug-2020","11","2019",3.6666666666666665,4,"Q4-2019"
2020-08-02 00:00:00.000,"Aug",2020,8,"08","August",3,32,"Sunday","Aug-2020","11","2019",3.6666666666666665,4,"Q4-2019"
