Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding
2020-09-28 00:00:00.000,"2020","3","9","28","20200928","September","Sep 2020","Q3 2020","1","Monday",2020-10-03 00:00:00.000
2020-09-29 00:00:00.000,"2020","3","9","29","20200929","September","Sep 2020","Q3 2020","2","Tuesday",2020-10-03 00:00:00.000
2020-09-30 00:00:00.000,"2020","3","9","30","20200930","September","Sep 2020","Q3 2020","3","Wednesday",2020-10-03 00:00:00.000
2017-11-01 00:00:00.000,"2017","4","11","1","20171101","November","Nov 2017","Q4 2017","3","Wednesday",2017-11-04 00:00:00.000
2017-11-02 00:00:00.000,"2017","4","11","2","20171102","November","Nov 2017","Q4 2017","4","Thursday",2017-11-04 00:00:00.000
2017-11-03 00:00:00.000,"2017","4","11","3","20171103","November","Nov 2017","Q4 2017","5","Friday",2017-11-04 00:00:00.000
2017-11-04 00:00:00.000,"2017","4","11","4","20171104","November","Nov 2017","Q4 2017","6","Saturday",2017-11-04 00:00:00.000
2017-11-05 00:00:00.000,"2017","4","11","5","20171105","November","Nov 2017","Q4 2017","0","Sunday",2017-11-11 00:00:00.000
2017-11-06 00:00:00.000,"2017","4","11","6","20171106","November","Nov 2017","Q4 2017","1","Monday",2017-11-11 00:00:00.000
2017-11-07 00:00:00.000,"2017","4","11","7","20171107","November","Nov 2017","Q4 2017","2","Tuesday",2017-11-11 00:00:00.000
2017-11-08 00:00:00.000,"2017","4","11","8","20171108","November","Nov 2017","Q4 2017","3","Wednesday",2017-11-11 00:00:00.000
2017-11-09 00:00:00.000,"2017","4","11","9","20171109","November","Nov 2017","Q4 2017","4","Thursday",2017-11-11 00:00:00.000
2017-11-10 00:00:00.000,"2017","4","11","10","20171110","November","Nov 2017","Q4 2017","5","Friday",2017-11-11 00:00:00.000
2017-11-11 00:00:00.000,"2017","4","11","11","20171111","November","Nov 2017","Q4 2017","6","Saturday",2017-11-11 00:00:00.000
2017-11-12 00:00:00.000,"2017","4","11","12","20171112","November","Nov 2017","Q4 2017","0","Sunday",2017-11-18 00:00:00.000
2017-11-13 00:00:00.000,"2017","4","11","13","20171113","November","Nov 2017","Q4 2017","1","Monday",2017-11-18 00:00:00.000
2017-11-14 00:00:00.000,"2017","4","11","14","20171114","November","Nov 2017","Q4 2017","2","Tuesday",2017-11-18 00:00:00.000
2017-11-15 00:00:00.000,"2017","4","11","15","20171115","November","Nov 2017","Q4 2017","3","Wednesday",2017-11-18 00:00:00.000
2017-11-16 00:00:00.000,"2017","4","11","16","20171116","November","Nov 2017","Q4 2017","4","Thursday",2017-11-18 00:00:00.000
2017-11-17 00:00:00.000,"2017","4","11","17","20171117","November","Nov 2017","Q4 2017","5","Friday",2017-11-18 00:00:00.000
2017-11-18 00:00:00.000,"2017","4","11","18","20171118","November","Nov 2017","Q4 2017","6","Saturday",2017-11-18 00:00:00.000
2017-11-19 00:00:00.000,"2017","4","11","19","20171119","November","Nov 2017","Q4 2017","0","Sunday",2017-11-25 00:00:00.000
2017-11-20 00:00:00.000,"2017","4","11","20","20171120","November","Nov 2017","Q4 2017","1","Monday",2017-11-25 00:00:00.000
2017-11-21 00:00:00.000,"2017","4","11","21","20171121","November","Nov 2017","Q4 2017","2","Tuesday",2017-11-25 00:00:00.000
2017-11-22 00:00:00.000,"2017","4","11","22","20171122","November","Nov 2017","Q4 2017","3","Wednesday",2017-11-25 00:00:00.000
2017-11-23 00:00:00.000,"2017","4","11","23","20171123","November","Nov 2017","Q4 2017","4","Thursday",2017-11-25 00:00:00.000
2017-11-24 00:00:00.000,"2017","4","11","24","20171124","November","Nov 2017","Q4 2017","5","Friday",2017-11-25 00:00:00.000
2017-11-25 00:00:00.000,"2017","4","11","25","20171125","November","Nov 2017","Q4 2017","6","Saturday",2017-11-25 00:00:00.000
2017-11-26 00:00:00.000,"2017","4","11","26","20171126","November","Nov 2017","Q4 2017","0","Sunday",2017-12-02 00:00:00.000
2017-11-27 00:00:00.000,"2017","4","11","27","20171127","November","Nov 2017","Q4 2017","1","Monday",2017-12-02 00:00:00.000
2017-11-28 00:00:00.000,"2017","4","11","28","20171128","November","Nov 2017","Q4 2017","2","Tuesday",2017-12-02 00:00:00.000
2017-11-29 00:00:00.000,"2017","4","11","29","20171129","November","Nov 2017","Q4 2017","3","Wednesday",2017-12-02 00:00:00.000
2017-11-30 00:00:00.000,"2017","4","11","30","20171130","November","Nov 2017","Q4 2017","4","Thursday",2017-12-02 00:00:00.000
2018-11-01 00:00:00.000,"2018","4","11","1","20181101","November","Nov 2018","Q4 2018","4","Thursday",2018-11-03 00:00:00.000
2018-11-02 00:00:00.000,"2018","4","11","2","20181102","November","Nov 2018","Q4 2018","5","Friday",2018-11-03 00:00:00.000
2018-11-03 00:00:00.000,"2018","4","11","3","20181103","November","Nov 2018","Q4 2018","6","Saturday",2018-11-03 00:00:00.000
2018-11-04 00:00:00.000,"2018","4","11","4","20181104","November","Nov 2018","Q4 2018","0","Sunday",2018-11-10 00:00:00.000
2018-11-05 00:00:00.000,"2018","4","11","5","20181105","November","Nov 2018","Q4 2018","1","Monday",2018-11-10 00:00:00.000
2018-11-06 00:00:00.000,"2018","4","11","6","20181106","November","Nov 2018","Q4 2018","2","Tuesday",2018-11-10 00:00:00.000
2018-11-07 00:00:00.000,"2018","4","11","7","20181107","November","Nov 2018","Q4 2018","3","Wednesday",2018-11-10 00:00:00.000
2018-11-08 00:00:00.000,"2018","4","11","8","20181108","November","Nov 2018","Q4 2018","4","Thursday",2018-11-10 00:00:00.000
2018-11-09 00:00:00.000,"2018","4","11","9","20181109","November","Nov 2018","Q4 2018","5","Friday",2018-11-10 00:00:00.000
2018-11-10 00:00:00.000,"2018","4","11","10","20181110","November","Nov 2018","Q4 2018","6","Saturday",2018-11-10 00:00:00.000
2018-11-11 00:00:00.000,"2018","4","11","11","20181111","November","Nov 2018","Q4 2018","0","Sunday",2018-11-17 00:00:00.000
2018-11-12 00:00:00.000,"2018","4","11","12","20181112","November","Nov 2018","Q4 2018","1","Monday",2018-11-17 00:00:00.000
2018-11-13 00:00:00.000,"2018","4","11","13","20181113","November","Nov 2018","Q4 2018","2","Tuesday",2018-11-17 00:00:00.000
2018-11-14 00:00:00.000,"2018","4","11","14","20181114","November","Nov 2018","Q4 2018","3","Wednesday",2018-11-17 00:00:00.000
2018-11-15 00:00:00.000,"2018","4","11","15","20181115","November","Nov 2018","Q4 2018","4","Thursday",2018-11-17 00:00:00.000
2018-11-16 00:00:00.000,"2018","4","11","16","20181116","November","Nov 2018","Q4 2018","5","Friday",2018-11-17 00:00:00.000
2018-11-17 00:00:00.000,"2018","4","11","17","20181117","November","Nov 2018","Q4 2018","6","Saturday",2018-11-17 00:00:00.000
2018-11-18 00:00:00.000,"2018","4","11","18","20181118","November","Nov 2018","Q4 2018","0","Sunday",2018-11-24 00:00:00.000
2018-11-19 00:00:00.000,"2018","4","11","19","20181119","November","Nov 2018","Q4 2018","1","Monday",2018-11-24 00:00:00.000
2018-11-20 00:00:00.000,"2018","4","11","20","20181120","November","Nov 2018","Q4 2018","2","Tuesday",2018-11-24 00:00:00.000
2018-11-21 00:00:00.000,"2018","4","11","21","20181121","November","Nov 2018","Q4 2018","3","Wednesday",2018-11-24 00:00:00.000
2018-11-22 00:00:00.000,"2018","4","11","22","20181122","November","Nov 2018","Q4 2018","4","Thursday",2018-11-24 00:00:00.000
2018-11-23 00:00:00.000,"2018","4","11","23","20181123","November","Nov 2018","Q4 2018","5","Friday",2018-11-24 00:00:00.000
2018-11-24 00:00:00.000,"2018","4","11","24","20181124","November","Nov 2018","Q4 2018","6","Saturday",2018-11-24 00:00:00.000
2018-11-25 00:00:00.000,"2018","4","11","25","20181125","November","Nov 2018","Q4 2018","0","Sunday",2018-12-01 00:00:00.000
2018-11-26 00:00:00.000,"2018","4","11","26","20181126","November","Nov 2018","Q4 2018","1","Monday",2018-12-01 00:00:00.000
2018-11-27 00:00:00.000,"2018","4","11","27","20181127","November","Nov 2018","Q4 2018","2","Tuesday",2018-12-01 00:00:00.000
2018-11-28 00:00:00.000,"2018","4","11","28","20181128","November","Nov 2018","Q4 2018","3","Wednesday",2018-12-01 00:00:00.000
2018-11-29 00:00:00.000,"2018","4","11","29","20181129","November","Nov 2018","Q4 2018","4","Thursday",2018-12-01 00:00:00.000
2018-11-30 00:00:00.000,"2018","4","11","30","20181130","November","Nov 2018","Q4 2018","5","Friday",2018-12-01 00:00:00.000
2019-11-01 00:00:00.000,"2019","4","11","1","20191101","November","Nov 2019","Q4 2019","5","Friday",2019-11-02 00:00:00.000
2019-11-02 00:00:00.000,"2019","4","11","2","20191102","November","Nov 2019","Q4 2019","6","Saturday",2019-11-02 00:00:00.000
2019-11-03 00:00:00.000,"2019","4","11","3","20191103","November","Nov 2019","Q4 2019","0","Sunday",2019-11-09 00:00:00.000
2019-11-04 00:00:00.000,"2019","4","11","4","20191104","November","Nov 2019","Q4 2019","1","Monday",2019-11-09 00:00:00.000
2019-11-05 00:00:00.000,"2019","4","11","5","20191105","November","Nov 2019","Q4 2019","2","Tuesday",2019-11-09 00:00:00.000
2019-11-06 00:00:00.000,"2019","4","11","6","20191106","November","Nov 2019","Q4 2019","3","Wednesday",2019-11-09 00:00:00.000
2019-11-07 00:00:00.000,"2019","4","11","7","20191107","November","Nov 2019","Q4 2019","4","Thursday",2019-11-09 00:00:00.000
2019-11-08 00:00:00.000,"2019","4","11","8","20191108","November","Nov 2019","Q4 2019","5","Friday",2019-11-09 00:00:00.000
2019-11-09 00:00:00.000,"2019","4","11","9","20191109","November","Nov 2019","Q4 2019","6","Saturday",2019-11-09 00:00:00.000
2019-11-10 00:00:00.000,"2019","4","11","10","20191110","November","Nov 2019","Q4 2019","0","Sunday",2019-11-16 00:00:00.000
2019-11-11 00:00:00.000,"2019","4","11","11","20191111","November","Nov 2019","Q4 2019","1","Monday",2019-11-16 00:00:00.000
2019-11-12 00:00:00.000,"2019","4","11","12","20191112","November","Nov 2019","Q4 2019","2","Tuesday",2019-11-16 00:00:00.000
2019-11-13 00:00:00.000,"2019","4","11","13","20191113","November","Nov 2019","Q4 2019","3","Wednesday",2019-11-16 00:00:00.000
2019-11-14 00:00:00.000,"2019","4","11","14","20191114","November","Nov 2019","Q4 2019","4","Thursday",2019-11-16 00:00:00.000
2019-11-15 00:00:00.000,"2019","4","11","15","20191115","November","Nov 2019","Q4 2019","5","Friday",2019-11-16 00:00:00.000
2019-11-16 00:00:00.000,"2019","4","11","16","20191116","November","Nov 2019","Q4 2019","6","Saturday",2019-11-16 00:00:00.000
2019-11-17 00:00:00.000,"2019","4","11","17","20191117","November","Nov 2019","Q4 2019","0","Sunday",2019-11-23 00:00:00.000
2019-11-18 00:00:00.000,"2019","4","11","18","20191118","November","Nov 2019","Q4 2019","1","Monday",2019-11-23 00:00:00.000
2019-11-19 00:00:00.000,"2019","4","11","19","20191119","November","Nov 2019","Q4 2019","2","Tuesday",2019-11-23 00:00:00.000
2019-11-20 00:00:00.000,"2019","4","11","20","20191120","November","Nov 2019","Q4 2019","3","Wednesday",2019-11-23 00:00:00.000
2019-11-21 00:00:00.000,"2019","4","11","21","20191121","November","Nov 2019","Q4 2019","4","Thursday",2019-11-23 00:00:00.000
2019-11-22 00:00:00.000,"2019","4","11","22","20191122","November","Nov 2019","Q4 2019","5","Friday",2019-11-23 00:00:00.000
2019-11-23 00:00:00.000,"2019","4","11","23","20191123","November","Nov 2019","Q4 2019","6","Saturday",2019-11-23 00:00:00.000
2019-11-24 00:00:00.000,"2019","4","11","24","20191124","November","Nov 2019","Q4 2019","0","Sunday",2019-11-30 00:00:00.000
2019-11-25 00:00:00.000,"2019","4","11","25","20191125","November","Nov 2019","Q4 2019","1","Monday",2019-11-30 00:00:00.000
2019-11-26 00:00:00.000,"2019","4","11","26","20191126","November","Nov 2019","Q4 2019","2","Tuesday",2019-11-30 00:00:00.000
2019-11-27 00:00:00.000,"2019","4","11","27","20191127","November","Nov 2019","Q4 2019","3","Wednesday",2019-11-30 00:00:00.000
2019-11-28 00:00:00.000,"2019","4","11","28","20191128","November","Nov 2019","Q4 2019","4","Thursday",2019-11-30 00:00:00.000
2019-11-29 00:00:00.000,"2019","4","11","29","20191129","November","Nov 2019","Q4 2019","5","Friday",2019-11-30 00:00:00.000
2019-11-30 00:00:00.000,"2019","4","11","30","20191130","November","Nov 2019","Q4 2019","6","Saturday",2019-11-30 00:00:00.000
2020-11-01 00:00:00.000,"2020","4","11","1","20201101","November","Nov 2020","Q4 2020","0","Sunday",2020-11-07 00:00:00.000
2020-11-02 00:00:00.000,"2020","4","11","2","20201102","November","Nov 2020","Q4 2020","1","Monday",2020-11-07 00:00:00.000
2020-11-03 00:00:00.000,"2020","4","11","3","20201103","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-07 00:00:00.000
2020-11-04 00:00:00.000,"2020","4","11","4","20201104","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-07 00:00:00.000
2020-11-05 00:00:00.000,"2020","4","11","5","20201105","November","Nov 2020","Q4 2020","4","Thursday",2020-11-07 00:00:00.000
2020-11-06 00:00:00.000,"2020","4","11","6","20201106","November","Nov 2020","Q4 2020","5","Friday",2020-11-07 00:00:00.000
2020-11-07 00:00:00.000,"2020","4","11","7","20201107","November","Nov 2020","Q4 2020","6","Saturday",2020-11-07 00:00:00.000
2020-11-08 00:00:00.000,"2020","4","11","8","20201108","November","Nov 2020","Q4 2020","0","Sunday",2020-11-14 00:00:00.000
2020-11-09 00:00:00.000,"2020","4","11","9","20201109","November","Nov 2020","Q4 2020","1","Monday",2020-11-14 00:00:00.000
2020-11-10 00:00:00.000,"2020","4","11","10","20201110","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-14 00:00:00.000
2020-11-11 00:00:00.000,"2020","4","11","11","20201111","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-14 00:00:00.000
2020-11-12 00:00:00.000,"2020","4","11","12","20201112","November","Nov 2020","Q4 2020","4","Thursday",2020-11-14 00:00:00.000
2020-11-13 00:00:00.000,"2020","4","11","13","20201113","November","Nov 2020","Q4 2020","5","Friday",2020-11-14 00:00:00.000
2020-11-14 00:00:00.000,"2020","4","11","14","20201114","November","Nov 2020","Q4 2020","6","Saturday",2020-11-14 00:00:00.000
2020-11-15 00:00:00.000,"2020","4","11","15","20201115","November","Nov 2020","Q4 2020","0","Sunday",2020-11-21 00:00:00.000
2020-11-16 00:00:00.000,"2020","4","11","16","20201116","November","Nov 2020","Q4 2020","1","Monday",2020-11-21 00:00:00.000
2020-11-17 00:00:00.000,"2020","4","11","17","20201117","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-21 00:00:00.000
2020-11-18 00:00:00.000,"2020","4","11","18","20201118","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-21 00:00:00.000
2020-11-19 00:00:00.000,"2020","4","11","19","20201119","November","Nov 2020","Q4 2020","4","Thursday",2020-11-21 00:00:00.000
2020-11-20 00:00:00.000,"2020","4","11","20","20201120","November","Nov 2020","Q4 2020","5","Friday",2020-11-21 00:00:00.000
2020-11-21 00:00:00.000,"2020","4","11","21","20201121","November","Nov 2020","Q4 2020","6","Saturday",2020-11-21 00:00:00.000
2020-11-22 00:00:00.000,"2020","4","11","22","20201122","November","Nov 2020","Q4 2020","0","Sunday",2020-11-28 00:00:00.000
2020-11-23 00:00:00.000,"2020","4","11","23","20201123","November","Nov 2020","Q4 2020","1","Monday",2020-11-28 00:00:00.000
2020-11-24 00:00:00.000,"2020","4","11","24","20201124","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-28 00:00:00.000
2020-11-25 00:00:00.000,"2020","4","11","25","20201125","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-28 00:00:00.000
2020-11-26 00:00:00.000,"2020","4","11","26","20201126","November","Nov 2020","Q4 2020","4","Thursday",2020-11-28 00:00:00.000
2020-11-27 00:00:00.000,"2020","4","11","27","20201127","November","Nov 2020","Q4 2020","5","Friday",2020-11-28 00:00:00.000
2020-11-28 00:00:00.000,"2020","4","11","28","20201128","November","Nov 2020","Q4 2020","6","Saturday",2020-11-28 00:00:00.000
2020-11-29 00:00:00.000,"2020","4","11","29","20201129","November","Nov 2020","Q4 2020","0","Sunday",2020-12-05 00:00:00.000
2020-11-30 00:00:00.000,"2020","4","11","30","20201130","November","Nov 2020","Q4 2020","1","Monday",2020-12-05 00:00:00.000
2017-12-01 00:00:00.000,"2017","4","12","1","20171201","December","Dec 2017","Q4 2017","5","Friday",2017-12-02 00:00:00.000
2017-12-02 00:00:00.000,"2017","4","12","2","20171202","December","Dec 2017","Q4 2017","6","Saturday",2017-12-02 00:00:00.000
2017-12-03 00:00:00.000,"2017","4","12","3","20171203","December","Dec 2017","Q4 2017","0","Sunday",2017-12-09 00:00:00.000
2017-12-04 00:00:00.000,"2017","4","12","4","20171204","December","Dec 2017","Q4 2017","1","Monday",2017-12-09 00:00:00.000
2017-12-05 00:00:00.000,"2017","4","12","5","20171205","December","Dec 2017","Q4 2017","2","Tuesday",2017-12-09 00:00:00.000
2017-12-06 00:00:00.000,"2017","4","12","6","20171206","December","Dec 2017","Q4 2017","3","Wednesday",2017-12-09 00:00:00.000
2017-12-07 00:00:00.000,"2017","4","12","7","20171207","December","Dec 2017","Q4 2017","4","Thursday",2017-12-09 00:00:00.000
2017-12-08 00:00:00.000,"2017","4","12","8","20171208","December","Dec 2017","Q4 2017","5","Friday",2017-12-09 00:00:00.000
2017-12-09 00:00:00.000,"2017","4","12","9","20171209","December","Dec 2017","Q4 2017","6","Saturday",2017-12-09 00:00:00.000
2017-12-10 00:00:00.000,"2017","4","12","10","20171210","December","Dec 2017","Q4 2017","0","Sunday",2017-12-16 00:00:00.000
2017-12-11 00:00:00.000,"2017","4","12","11","20171211","December","Dec 2017","Q4 2017","1","Monday",2017-12-16 00:00:00.000
2017-12-12 00:00:00.000,"2017","4","12","12","20171212","December","Dec 2017","Q4 2017","2","Tuesday",2017-12-16 00:00:00.000
2017-12-13 00:00:00.000,"2017","4","12","13","20171213","December","Dec 2017","Q4 2017","3","Wednesday",2017-12-16 00:00:00.000
2017-12-14 00:00:00.000,"2017","4","12","14","20171214","December","Dec 2017","Q4 2017","4","Thursday",2017-12-16 00:00:00.000
2017-12-15 00:00:00.000,"2017","4","12","15","20171215","December","Dec 2017","Q4 2017","5","Friday",2017-12-16 00:00:00.000
2017-12-16 00:00:00.000,"2017","4","12","16","20171216","December","Dec 2017","Q4 2017","6","Saturday",2017-12-16 00:00:00.000
2017-12-17 00:00:00.000,"2017","4","12","17","20171217","December","Dec 2017","Q4 2017","0","Sunday",2017-12-23 00:00:00.000
2017-12-18 00:00:00.000,"2017","4","12","18","20171218","December","Dec 2017","Q4 2017","1","Monday",2017-12-23 00:00:00.000
2017-12-19 00:00:00.000,"2017","4","12","19","20171219","December","Dec 2017","Q4 2017","2","Tuesday",2017-12-23 00:00:00.000
2017-12-20 00:00:00.000,"2017","4","12","20","20171220","December","Dec 2017","Q4 2017","3","Wednesday",2017-12-23 00:00:00.000
2017-12-21 00:00:00.000,"2017","4","12","21","20171221","December","Dec 2017","Q4 2017","4","Thursday",2017-12-23 00:00:00.000
2017-12-22 00:00:00.000,"2017","4","12","22","20171222","December","Dec 2017","Q4 2017","5","Friday",2017-12-23 00:00:00.000
2017-12-23 00:00:00.000,"2017","4","12","23","20171223","December","Dec 2017","Q4 2017","6","Saturday",2017-12-23 00:00:00.000
2017-12-24 00:00:00.000,"2017","4","12","24","20171224","December","Dec 2017","Q4 2017","0","Sunday",2017-12-30 00:00:00.000
2017-12-25 00:00:00.000,"2017","4","12","25","20171225","December","Dec 2017","Q4 2017","1","Monday",2017-12-30 00:00:00.000
2017-12-26 00:00:00.000,"2017","4","12","26","20171226","December","Dec 2017","Q4 2017","2","Tuesday",2017-12-30 00:00:00.000
2017-12-27 00:00:00.000,"2017","4","12","27","20171227","December","Dec 2017","Q4 2017","3","Wednesday",2017-12-30 00:00:00.000
2017-12-28 00:00:00.000,"2017","4","12","28","20171228","December","Dec 2017","Q4 2017","4","Thursday",2017-12-30 00:00:00.000
2017-12-29 00:00:00.000,"2017","4","12","29","20171229","December","Dec 2017","Q4 2017","5","Friday",2017-12-30 00:00:00.000
2017-12-30 00:00:00.000,"2017","4","12","30","20171230","December","Dec 2017","Q4 2017","6","Saturday",2017-12-30 00:00:00.000
2017-12-31 00:00:00.000,"2017","4","12","31","20171231","December","Dec 2017","Q4 2017","0","Sunday",2018-01-06 00:00:00.000
2018-12-01 00:00:00.000,"2018","4","12","1","20181201","December","Dec 2018","Q4 2018","6","Saturday",2018-12-01 00:00:00.000
2018-12-02 00:00:00.000,"2018","4","12","2","20181202","December","Dec 2018","Q4 2018","0","Sunday",2018-12-08 00:00:00.000
2018-12-03 00:00:00.000,"2018","4","12","3","20181203","December","Dec 2018","Q4 2018","1","Monday",2018-12-08 00:00:00.000
2018-12-04 00:00:00.000,"2018","4","12","4","20181204","December","Dec 2018","Q4 2018","2","Tuesday",2018-12-08 00:00:00.000
2018-12-05 00:00:00.000,"2018","4","12","5","20181205","December","Dec 2018","Q4 2018","3","Wednesday",2018-12-08 00:00:00.000
2018-12-06 00:00:00.000,"2018","4","12","6","20181206","December","Dec 2018","Q4 2018","4","Thursday",2018-12-08 00:00:00.000
2018-12-07 00:00:00.000,"2018","4","12","7","20181207","December","Dec 2018","Q4 2018","5","Friday",2018-12-08 00:00:00.000
2018-12-08 00:00:00.000,"2018","4","12","8","20181208","December","Dec 2018","Q4 2018","6","Saturday",2018-12-08 00:00:00.000
2018-12-09 00:00:00.000,"2018","4","12","9","20181209","December","Dec 2018","Q4 2018","0","Sunday",2018-12-15 00:00:00.000
2018-12-10 00:00:00.000,"2018","4","12","10","20181210","December","Dec 2018","Q4 2018","1","Monday",2018-12-15 00:00:00.000
2018-12-11 00:00:00.000,"2018","4","12","11","20181211","December","Dec 2018","Q4 2018","2","Tuesday",2018-12-15 00:00:00.000
2018-12-12 00:00:00.000,"2018","4","12","12","20181212","December","Dec 2018","Q4 2018","3","Wednesday",2018-12-15 00:00:00.000
2018-12-13 00:00:00.000,"2018","4","12","13","20181213","December","Dec 2018","Q4 2018","4","Thursday",2018-12-15 00:00:00.000
2018-12-14 00:00:00.000,"2018","4","12","14","20181214","December","Dec 2018","Q4 2018","5","Friday",2018-12-15 00:00:00.000
2018-12-15 00:00:00.000,"2018","4","12","15","20181215","December","Dec 2018","Q4 2018","6","Saturday",2018-12-15 00:00:00.000
2018-12-16 00:00:00.000,"2018","4","12","16","20181216","December","Dec 2018","Q4 2018","0","Sunday",2018-12-22 00:00:00.000
2018-12-17 00:00:00.000,"2018","4","12","17","20181217","December","Dec 2018","Q4 2018","1","Monday",2018-12-22 00:00:00.000
2018-12-18 00:00:00.000,"2018","4","12","18","20181218","December","Dec 2018","Q4 2018","2","Tuesday",2018-12-22 00:00:00.000
2018-12-19 00:00:00.000,"2018","4","12","19","20181219","December","Dec 2018","Q4 2018","3","Wednesday",2018-12-22 00:00:00.000
2018-12-20 00:00:00.000,"2018","4","12","20","20181220","December","Dec 2018","Q4 2018","4","Thursday",2018-12-22 00:00:00.000
2018-12-21 00:00:00.000,"2018","4","12","21","20181221","December","Dec 2018","Q4 2018","5","Friday",2018-12-22 00:00:00.000
2018-12-22 00:00:00.000,"2018","4","12","22","20181222","December","Dec 2018","Q4 2018","6","Saturday",2018-12-22 00:00:00.000
2018-12-23 00:00:00.000,"2018","4","12","23","20181223","December","Dec 2018","Q4 2018","0","Sunday",2018-12-29 00:00:00.000
2018-12-24 00:00:00.000,"2018","4","12","24","20181224","December","Dec 2018","Q4 2018","1","Monday",2018-12-29 00:00:00.000
2018-12-25 00:00:00.000,"2018","4","12","25","20181225","December","Dec 2018","Q4 2018","2","Tuesday",2018-12-29 00:00:00.000
2018-12-26 00:00:00.000,"2018","4","12","26","20181226","December","Dec 2018","Q4 2018","3","Wednesday",2018-12-29 00:00:00.000
2018-12-27 00:00:00.000,"2018","4","12","27","20181227","December","Dec 2018","Q4 2018","4","Thursday",2018-12-29 00:00:00.000
2018-12-28 00:00:00.000,"2018","4","12","28","20181228","December","Dec 2018","Q4 2018","5","Friday",2018-12-29 00:00:00.000
2018-12-29 00:00:00.000,"2018","4","12","29","20181229","December","Dec 2018","Q4 2018","6","Saturday",2018-12-29 00:00:00.000
2018-12-30 00:00:00.000,"2018","4","12","30","20181230","December","Dec 2018","Q4 2018","0","Sunday",2019-01-05 00:00:00.000
2018-12-31 00:00:00.000,"2018","4","12","31","20181231","December","Dec 2018","Q4 2018","1","Monday",2019-01-05 00:00:00.000
2019-12-01 00:00:00.000,"2019","4","12","1","20191201","December","Dec 2019","Q4 2019","0","Sunday",2019-12-07 00:00:00.000
2019-12-02 00:00:00.000,"2019","4","12","2","20191202","December","Dec 2019","Q4 2019","1","Monday",2019-12-07 00:00:00.000
2019-12-03 00:00:00.000,"2019","4","12","3","20191203","December","Dec 2019","Q4 2019","2","Tuesday",2019-12-07 00:00:00.000
2019-12-04 00:00:00.000,"2019","4","12","4","20191204","December","Dec 2019","Q4 2019","3","Wednesday",2019-12-07 00:00:00.000
2019-12-05 00:00:00.000,"2019","4","12","5","20191205","December","Dec 2019","Q4 2019","4","Thursday",2019-12-07 00:00:00.000
2019-12-06 00:00:00.000,"2019","4","12","6","20191206","December","Dec 2019","Q4 2019","5","Friday",2019-12-07 00:00:00.000
2019-12-07 00:00:00.000,"2019","4","12","7","20191207","December","Dec 2019","Q4 2019","6","Saturday",2019-12-07 00:00:00.000
2019-12-08 00:00:00.000,"2019","4","12","8","20191208","December","Dec 2019","Q4 2019","0","Sunday",2019-12-14 00:00:00.000
2019-12-09 00:00:00.000,"2019","4","12","9","20191209","December","Dec 2019","Q4 2019","1","Monday",2019-12-14 00:00:00.000
2019-12-10 00:00:00.000,"2019","4","12","10","20191210","December","Dec 2019","Q4 2019","2","Tuesday",2019-12-14 00:00:00.000
2019-12-11 00:00:00.000,"2019","4","12","11","20191211","December","Dec 2019","Q4 2019","3","Wednesday",2019-12-14 00:00:00.000
2019-12-12 00:00:00.000,"2019","4","12","12","20191212","December","Dec 2019","Q4 2019","4","Thursday",2019-12-14 00:00:00.000
2019-12-13 00:00:00.000,"2019","4","12","13","20191213","December","Dec 2019","Q4 2019","5","Friday",2019-12-14 00:00:00.000
2019-12-14 00:00:00.000,"2019","4","12","14","20191214","December","Dec 2019","Q4 2019","6","Saturday",2019-12-14 00:00:00.000
2019-12-15 00:00:00.000,"2019","4","12","15","20191215","December","Dec 2019","Q4 2019","0","Sunday",2019-12-21 00:00:00.000
2019-12-16 00:00:00.000,"2019","4","12","16","20191216","December","Dec 2019","Q4 2019","1","Monday",2019-12-21 00:00:00.000
2019-12-17 00:00:00.000,"2019","4","12","17","20191217","December","Dec 2019","Q4 2019","2","Tuesday",2019-12-21 00:00:00.000
2019-12-18 00:00:00.000,"2019","4","12","18","20191218","December","Dec 2019","Q4 2019","3","Wednesday",2019-12-21 00:00:00.000
2019-12-19 00:00:00.000,"2019","4","12","19","20191219","December","Dec 2019","Q4 2019","4","Thursday",2019-12-21 00:00:00.000
2019-12-20 00:00:00.000,"2019","4","12","20","20191220","December","Dec 2019","Q4 2019","5","Friday",2019-12-21 00:00:00.000
2019-12-21 00:00:00.000,"2019","4","12","21","20191221","December","Dec 2019","Q4 2019","6","Saturday",2019-12-21 00:00:00.000
2019-12-22 00:00:00.000,"2019","4","12","22","20191222","December","Dec 2019","Q4 2019","0","Sunday",2019-12-28 00:00:00.000
