ProductKey,ProductAlternateKey,ProductSubcategoryKey,Weight Unit Measure Code,Size Unit Measure Code,English Product Name,Spanish Product Name,French Product Name,Standard Cost,Finished Goods Flag,Color,Safety Stock Level,Reorder Point,List Price,Size,Size Range,Weight,Days To Manufacture,Product Line,Dealer Price,Class,Style,Model Name,Large Photo,English Description,French Description,Chinese Description,Arabic Description,Hebrew Description,Thai Description,German Description,Japanese Description,Turkish Description,Start Date,End Date,Status
465,"GL-H102-M","20","","","Half-Finger Gloves, M","","","9.1593",True,"Black",4,3,"24.49","M","M",,0,"S","14.694","","U","Half-Finger Gloves","","Full padding, improved finger flex, durable palm, adjustable closure.","Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.","完全填充、手指活动更自如、手掌材质更耐用、大小可调。","قفاز يد ذو حشوة كاملة، وثنية أصابع محسنة، وغطاء قوي لراحة اليد، كما يمكن تعديل مكان إغلاقه.","ריפוד מלא, אפשרות כיפוף משופרת לאצבעות, עמידות באזור כף היד, סגירה ניתנת להתאמה.","บุเต็มทุกส่วน เพิ่มการยืดหยุ่นของนิ้ว แผ่นฝ่ามือทนทาน ที่รัดปรับได้","""Vollständig gepolstert, verbesserte Flexibilität für die Finger, robuster Ballenschutz, anpassbarer Verschluss.""","フル パディング、改良された指部分の伸縮性、耐久性のある手のひら部分、調整可能なはめ口。","""Ful pedli, geliştirilmiş parmak esnekliği, dayanıklı avuç içi, ayarlanabilir kopça.""",2007-07-01 00:00:00.000,"","Current"
466,"GL-H102-L","20","","","Half-Finger Gloves, L","","","9.7136",True,"Black",4,3,"23.5481","L","L",,0,"S","14.1289","","U","Half-Finger Gloves","","Full padding, improved finger flex, durable palm, adjustable closure.","Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.","完全填充、手指活动更自如、手掌材质更耐用、大小可调。","قفاز يد ذو حشوة كاملة، وثنية أصابع محسنة، وغطاء قوي لراحة اليد، كما يمكن تعديل مكان إغلاقه.","ריפוד מלא, אפשרות כיפוף משופרת לאצבעות, עמידות באזור כף היד, סגירה ניתנת להתאמה.","บุเต็มทุกส่วน เพิ่มการยืดหยุ่นของนิ้ว แผ่นฝ่ามือทนทาน ที่รัดปรับได้","""Vollständig gepolstert, verbesserte Flexibilität für die Finger, robuster Ballenschutz, anpassbarer Verschluss.""","フル パディング、改良された指部分の伸縮性、耐久性のある手のひら部分、調整可能なはめ口。","""Ful pedli, geliştirilmiş parmak esnekliği, dayanıklı avuç içi, ayarlanabilir kopça.""",2006-07-01 00:00:00.000,"6/30/2003",""
467,"GL-H102-L","20","","","Half-Finger Gloves, L","","","9.1593",True,"Black",4,3,"24.49","L","L",,0,"S","14.694","","U","Half-Finger Gloves","","Full padding, improved finger flex, durable palm, adjustable closure.","Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.","完全填充、手指活动更自如、手掌材质更耐用、大小可调。","قفاز يد ذو حشوة كاملة، وثنية أصابع محسنة، وغطاء قوي لراحة اليد، كما يمكن تعديل مكان إغلاقه.","ריפוד מלא, אפשרות כיפוף משופרת לאצבעות, עמידות באזור כף היד, סגירה ניתנת להתאמה.","บุเต็มทุกส่วน เพิ่มการยืดหยุ่นของนิ้ว แผ่นฝ่ามือทนทาน ที่รัดปรับได้","""Vollständig gepolstert, verbesserte Flexibilität für die Finger, robuster Ballenschutz, anpassbarer Verschluss.""","フル パディング、改良された指部分の伸縮性、耐久性のある手のひら部分、調整可能なはめ口。","""Ful pedli, geliştirilmiş parmak esnekliği, dayanıklı avuç içi, ayarlanabilir kopça.""",2007-07-01 00:00:00.000,"","Current"
474,"SH-W890-S","22","","","Women's Mountain Shorts, S","","","26.1763",True,"Black",4,3,"69.99","S","S",,0,"M","41.994","","W","Women's Mountain Shorts","","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.","高弹力、耐磨型运动短裤，无缝氨纶内衬带有抗菌麂皮，确保穿着舒适。","قمصان شديدة التحمل مقاومة للاحتكاكات تحتوي على قمصان داخلية أخرى خالية من الفتحات مصنوعة من قماش سباندكس ومبطنة بشمواة مضاد للبكتريا لتوفير الراحة.","מכנסיים קצרים לפעילות מאומצת, מונעי שפשוף מאופיינים בחלק פנימי מספנדקס נטול תפרים ועור רך אנטי-בקטריאלי לתוספת נוחות.","กางเกงขาสั้น ทนการขีดข่วน ทำจากเส้นใยสแปนเด็กซ์ไร้ตะเข็บ พร้อมด้วยชามัวส์ป้องกันแบคทีเรีย สวมสบาย","""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""","丈夫で耐摩耗性に優れたショーツは、抗菌シャモアで快適さを追求するシームレス ライクラ インナー付き。","""Ağır işe ve aşınmaya dayanıklı şortlar, konfor için anti bakteriyel pedli dikişsiz likra astar şort.""",2007-07-01 00:00:00.000,"","Current"
475,"SH-W890-M","22","","","Women's Mountain Shorts, M","","","26.1763",True,"Black",4,3,"69.99","M","M",,0,"M","41.994","","W","Women's Mountain Shorts","","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.","高弹力、耐磨型运动短裤，无缝氨纶内衬带有抗菌麂皮，确保穿着舒适。","قمصان شديدة التحمل مقاومة للاحتكاكات تحتوي على قمصان داخلية أخرى خالية من الفتحات مصنوعة من قماش سباندكس ومبطنة بشمواة مضاد للبكتريا لتوفير الراحة.","מכנסיים קצרים לפעילות מאומצת, מונעי שפשוף מאופיינים בחלק פנימי מספנדקס נטול תפרים ועור רך אנטי-בקטריאלי לתוספת נוחות.","กางเกงขาสั้น ทนการขีดข่วน ทำจากเส้นใยสแปนเด็กซ์ไร้ตะเข็บ พร้อมด้วยชามัวส์ป้องกันแบคทีเรีย สวมสบาย","""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""","丈夫で耐摩耗性に優れたショーツは、抗菌シャモアで快適さを追求するシームレス ライクラ インナー付き。","""Ağır işe ve aşınmaya dayanıklı şortlar, konfor için anti bakteriyel pedli dikişsiz likra astar şort.""",2007-07-01 00:00:00.000,"","Current"
476,"SH-W890-L","22","","","Women's Mountain Shorts, L","","","26.1763",True,"Black",4,3,"69.99","L","L",,0,"M","41.994","","W","Women's Mountain Shorts","","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.","高弹力、耐磨型运动短裤，无缝氨纶内衬带有抗菌麂皮，确保穿着舒适。","قمصان شديدة التحمل مقاومة للاحتكاكات تحتوي على قمصان داخلية أخرى خالية من الفتحات مصنوعة من قماش سباندكس ومبطنة بشمواة مضاد للبكتريا لتوفير الراحة.","מכנסיים קצרים לפעילות מאומצת, מונעי שפשוף מאופיינים בחלק פנימי מספנדקס נטול תפרים ועור רך אנטי-בקטריאלי לתוספת נוחות.","กางเกงขาสั้น ทนการขีดข่วน ทำจากเส้นใยสแปนเด็กซ์ไร้ตะเข็บ พร้อมด้วยชามัวส์ป้องกันแบคทีเรีย สวมสบาย","""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""","丈夫で耐摩耗性に優れたショーツは、抗菌シャモアで快適さを追求するシームレス ライクラ インナー付き。","""Ağır işe ve aşınmaya dayanıklı şortlar, konfor için anti bakteriyel pedli dikişsiz likra astar şort.""",2007-07-01 00:00:00.000,"","Current"
477,"WB-H098","28","","","Water Bottle - 30 oz.","","","1.8663",True,"NA",4,3,"4.99","","NA",,0,"S","2.994","","","Water Bottle","","AWC logo water bottle - holds 30 oz; leak-proof.","Bidon d'eau avec le logo de l'équipe AWC - capacité 0,75 litre, entièrement étanche.","带有 AWC 徽标的水瓶容量为 30 盎司；防漏设计。","زجاجة مياه تحمل شعار AWC تستوعب 840 غرامًا من المياه، وهي مضادة للتسرب.","בקבוק מים מתוצרת AWC – מכיל 850 גרם; עמיד מפני נזילה.","ขวดน้ำติดโลโก้ AWC - บรรจุ 30 ออนซ์ พร้อมป้องกันการรั่วไหล","Wasserflasche mit AWC-Logo - 880 ml; auslaufsicher.","AWC ロゴ入りの水筒 - 容量 30 オンス、漏れ防止。","""AWC logolu matara - 0,9 litre; sızdırmaz.""",2007-07-01 00:00:00.000,"","Current"
480,"PK-7098","37","","","Patch Kit/8 Patches","","","0.8565",True,"NA",4,3,"2.29","","NA",,0,"S","1.374","","","Patch kit","","Includes 8 different size patches, glue and sandpaper.","Comprend 8 rustines de tailles différentes, de la colle et du papier de verre.","包括八种不同尺寸的补片、胶水和砂纸。","تشمل 8 رقع لصق مختلفة الحجم، ومادة غروية لاصقة، وورق سنفرة.","כולל 8 טלאים בגדלים שונים, דבק ונייר זכוכית.","ประกอบด้วยแผ่นปะยาง 8 ขนาด กาว และกระดาษทราย","""Enthält Flicken in 8 verschiedenen Größen, Klebstoff und Sandpapier.""","8 種類の異なるサイズのパッチ、糊、およびサンド ペーパーが含まれます。","""8 farklı boyda yama, yapışkan ve zımpara kağıdı  içerir.""",2007-07-01 00:00:00.000,"","Current"
483,"RA-H123","26","","","Hitch Rack - 4-Bike","","","44.88",True,"NA",4,3,"120","","NA",,0,"S","72","","","Hitch Rack - 4-Bike","","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","Porte-vélo sécurisé pour 4 vélos ; fabrication en acier ; adaptable sur attache-remorque.","可安全运载四辆自行车；钢结构；配有二英寸的固定装置。","يحمل 4 دراجات بشكل آمن، ذو بنية فولاذية، ويناسب عقدة تعليق بمساحة 2 بوصة.","נושא 4 זוגות אופניים בבטחה; מבנה פלדה; מתאים לרתמת מתלה של 2 אינץ'.","บรรทุกรถจักรยาน 4 คันอย่างปลอดภัย ด้วยโครงสร้างเหล็กกล้า ใช้กับขอเกี่ยวขนาด 2 นิ้ว","""Sicherer Transport von 4 Fahrrädern; Stahlkonstruktion, passt in 2-Zoll-Kupplung.""","4 台の自転車を安全に積載、スチール構造、2 インチ レシーバ ヒッチ用。","""4 bisikleti güvenli bir şekilde taşır, çelik konstrüksiyon, 2'' çekiye sabitlenebilir.""",2007-07-01 00:00:00.000,"","Current"
487,"HY-1023-70","32","","","Hydration Pack - 70 oz.","","","20.5663",True,"Silver",4,3,"54.99","70","70",,0,"S","32.994","","","Hydration Pack","","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","Sac d'hydratation de 3 l polyvalent. Permet de stocker des aliments supplémentaires. Facile d'accès et fourni avec une ceinture.","多用途 70 盎司水袋的空间更大，易于装填并配有腰带。","شنطة ظهر مائية متعددة الأغراض والاستعمالات تزن 1.960 كيلوجرام وتوفر مساحة تخزين إضافية، وإمكانية تعبئة سهلة، مع حزام وسط.","מיכל 2 ליטר רב-תכליתי לשתייה מציע מקום אחסון נוסף, גישה קלה למילוי וחגורת מותניים.","แพ็คขนาด 70 ออนซ์ บรรจุเครื่องดื่มสำรอง เติมง่าย พร้อมสายรัดเอว","""Vielseitiger Behälter für 2 Liter Flüssigkeit, einfach aufzufüllen und mit Gürtel.""","多目的の 70 オンスのハイドレーション パックは、収納に余裕があり、詰め替えが容易でウエスト ベルト付きです。","""Çok yönlü 2 litre su torbası fazladan saklama alanı sağlar, kolay doldurulabilir ve kemerlidir.""",2007-07-01 00:00:00.000,"","Current"
515,"SE-M236","15","","","LL Mountain Seat/Saddle","","","12.0413",True,"NA",500,375,"27.12","","NA",,1,"M","16.272","L","","LL Mountain Seat/Saddle 2","","Synthetic leather. Features gel for increased comfort.","Cuir synthétique. Confort amélioré grâce au couvre-selle en gel.","人造皮革。含有凝胶，提升舒适度。","جلد صناعي. تحتوي على مواد جيلاتينية لتوفير مزيد من الراحة.","עור מלאכותי. מאופיין בג'ל להגברת הנוחות.","หนังสังเคราะห์  พร้อมเจลนุ่มสบายเป็นพิเศษ","Synthetisches Leder. Mit Gel für höheren Komfort.","シンセティック レザーを採用し、ジェルで快適性を高めました。","Sentetik deri. Daha fazla için jel içerir.",2007-07-01 00:00:00.000,"","Current"
516,"SE-M798","15","","","ML Mountain Seat/Saddle","","","17.3782",True,"NA",500,375,"39.14","","NA",,1,"M","23.484","M","","ML Mountain Seat/Saddle 2","","Designed to absorb shock.","Conçu pour absorber les chocs.","专门设计，确保避震。","مصممة لامتصاص الصدمات.","מעוצב לספיגת זעזועים.","ได้รับการออกแบบเพื่อซึมซับแรงกระแทก","Konzipiert zur Stoßdämpfung.","ショック吸収用に設計。","Şok emici olarak tasarlandı.",2007-07-01 00:00:00.000,"","Current"
517,"SE-M940","15","","","HL Mountain Seat/Saddle","","","23.3722",True,"NA",500,375,"52.64","","NA",,1,"M","31.584","H","","HL Mountain Seat/Saddle 2","","Anatomic design for a full-day of riding in comfort. Durable leather.","Conception ergonomique pour randonnée longue distance confortable. Cuir de qualité.","符合人体解剖学的设计确保全天候舒适骑乘。皮革材质持久耐用。","تصميم يتناسب مع بنية الراكب الجسمية لتوفير قيادة مريحة طوال اليوم. جلد شديد التحمل.","עיצוב אנטומי לרכיבה נוחה לאורך כל היום. עור עמיד.","ออกแบบตามหลักสรีรศาสตร์ สำหรับการขับขี่อย่างสบายตลอดทั้งวัน  ทำจากหนังที่ทนทาน","Anatomisches Design für komfortables Fahrvergnügen den ganzen Tag. Widerstandsfähiges Leder.","1 日中乗っても快適なアナトミック デザインで、耐久性のある皮製。","Tüm gün konforlu sürüş için anatomik tasarım. Dayanıklı deri.",2007-07-01 00:00:00.000,"","Current"
212,"HL-U509-R","31","","","Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge","12.0278",True,"Red",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2005-07-01 00:00:00.000,"6/30/2002",""
213,"HL-U509-R","31","","","Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge","13.8782",True,"Red",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2006-07-01 00:00:00.000,"6/30/2003",""
214,"HL-U509-R","31","","","Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge","13.0863",True,"Red",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2007-07-01 00:00:00.000,"","Current"
215,"HL-U509","31","","","Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir","12.0278",True,"Black",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2005-07-01 00:00:00.000,"6/30/2002",""
216,"HL-U509","31","","","Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir","13.8782",True,"Black",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2006-07-01 00:00:00.000,"6/30/2003",""
217,"HL-U509","31","","","Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir","13.0863",True,"Black",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2007-07-01 00:00:00.000,"","Current"
218,"SO-B909-M","23","","","Mountain Bike Socks, M","Calcetines para bicicleta de montaña, M","Chaussettes de VTT, taille M","3.3963",True,"White",4,3,"9.5","M","M",,0,"M","5.7","","U","Mountain Bike Socks","","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.","混合使用天然纤维和合成纤维，确保干燥并提供恰到好处的减震功能。","تركيبة من الفيبر الطبيعي والصناعي تظل محتفظة بجفافها وتعمل كوسائد ملائمة.","שילוב של סיבים טבעיים וסינטטיים נשאר יבש ומספק בדיוק את הריפוד הנכון.","การผสมผสานไฟเบอร์จากธรรมชาติและสังเคราะห์ แห้งสนิทและให้การรองรับที่เหมาะสม","Die Kombination aus natürlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.","天然および合成繊維の組み合わせにより、湿気を防ぎ、適切な緩衝材を提供します。","Doğal ve sentetik fiber karışımı kuru kalır ve tam istenen yumuşaklığı sağlar.",2005-07-01 00:00:00.000,"6/30/2002",""
219,"SO-B909-L","23","","","Mountain Bike Socks, L","Calcetines para bicicleta de montaña, G","Chaussettes de VTT, taille L","3.3963",True,"White",4,3,"9.5","L","L",,0,"M","5.7","","U","Mountain Bike Socks","","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.","混合使用天然纤维和合成纤维，确保干燥并提供恰到好处的减震功能。","تركيبة من الفيبر الطبيعي والصناعي تظل محتفظة بجفافها وتعمل كوسائد ملائمة.","שילוב של סיבים טבעיים וסינטטיים נשאר יבש ומספק בדיוק את הריפוד הנכון.","การผสมผสานไฟเบอร์จากธรรมชาติและสังเคราะห์ แห้งสนิทและให้การรองรับที่เหมาะสม","Die Kombination aus natürlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.","天然および合成繊維の組み合わせにより、湿気を防ぎ、適切な緩衝材を提供します。","Doğal ve sentetik fiber karışımı kuru kalır ve tam istenen yumuşaklığı sağlar.",2005-07-01 00:00:00.000,"6/30/2002",""
220,"HL-U509-B","31","","","Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu","12.0278",True,"Blue",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2005-07-01 00:00:00.000,"6/30/2002",""
221,"HL-U509-B","31","","","Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu","13.8782",True,"Blue",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2006-07-01 00:00:00.000,"6/30/2003",""
222,"HL-U509-B","31","","","Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu","13.0863",True,"Blue",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","","Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.","通用型透气良好且轻便，带有自合型帽沿。","ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.","מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.","แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา","""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""","軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。","""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",2007-07-01 00:00:00.000,"","Current"
226,"LJ-0192-S","21","","","Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S","31.7244",True,"Multi",4,3,"48.0673","S","S",,0,"S","28.8404","","U","Long-Sleeve Logo Jersey","","Unisex long-sleeve AWC logo microfiber cycling jersey","Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.","中性长袖带有 AWC 徽标的微纤维赛车用运动衫","قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.","סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.","เสื้อไมโครไฟเบอร์ติดโลโก้ AWC","Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo","男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。","""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",2005-07-01 00:00:00.000,"6/30/2002",""
227,"LJ-0192-S","21","","","Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S","29.0807",True,"Multi",4,3,"48.0673","S","S",,0,"S","28.8404","","U","Long-Sleeve Logo Jersey","","Unisex long-sleeve AWC logo microfiber cycling jersey","Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.","中性长袖带有 AWC 徽标的微纤维赛车用运动衫","قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.","סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.","เสื้อไมโครไฟเบอร์ติดโลโก้ AWC","Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo","男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。","""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",2006-07-01 00:00:00.000,"6/30/2003",""
228,"LJ-0192-S","21","","","Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S","38.4923",True,"Multi",4,3,"49.99","S","S",,0,"S","29.994","","U","Long-Sleeve Logo Jersey","","Unisex long-sleeve AWC logo microfiber cycling jersey","Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.","中性长袖带有 AWC 徽标的微纤维赛车用运动衫","قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.","סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.","เสื้อไมโครไฟเบอร์ติดโลโก้ AWC","Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo","男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。","""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",2007-07-01 00:00:00.000,"","Current"
