num_boletim,data_hora_boletim,numero_envolvido,condutor,codigo_severidade,desc_severidade,sexo,cinto_seguranca,Embreagues,Idade,nascimento,categoria_habilitacao,descricao_habilitacao,declaracao_obito,cod_severidade_antiga,especie_veiculo,pedestre,passageiro
"2017-023146058-001",2017-08-30 17:18:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",70,"11/11/1946","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023160982-001",2017-08-30 19:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"10/06/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025565762-001",2017-09-15 12:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"11/05/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025605857-001",2017-09-15 15:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"21/10/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-027934705-001",2017-09-30 09:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",54,"12/05/1963","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-027955306-001",2017-09-30 11:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"20/10/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-027999713-001",2017-09-30 20:33:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"02/05/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028035844-001",2017-10-01 01:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"03/06/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031000673-001",2017-10-20 11:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",63,"06/06/1954","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031001273-001",2017-10-20 08:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"01/08/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031143177-001",2017-10-21 08:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",48,"10/06/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023253567-001",2017-08-31 08:59:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",41,"18/10/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023329339-002",2017-08-30 20:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"13/11/1964","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023334372-001",2017-08-31 18:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"23/11/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023350180-001",2017-08-31 19:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",76,"16/03/1941","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025721856-001",2017-09-16 12:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"27/08/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025728689-001",2017-09-16 13:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",26,"24/09/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025783140-001",2017-09-16 22:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"16/02/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025806105-001",2017-09-17 02:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"24/01/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025806224-001",2017-09-16 23:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"15/12/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025821523-001",2017-09-17 08:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",55,"17/10/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025832627-001",2017-09-17 09:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"08/09/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-025850237-001",2017-09-17 14:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"17/04/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028099321-001",2017-09-26 20:59:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"16/12/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028161589-001",2017-10-02 07:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"11/12/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028165559-001",2017-10-02 06:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"22/07/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028194024-001",2017-10-06 11:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"18/05/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028200471-001",2017-10-02 09:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",75,"24/03/1942","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028248940-001",2017-10-02 14:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",68,"08/09/1949","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031564140-001",2017-10-26 07:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"12/12/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031571007-001",2017-10-24 09:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",60,"13/05/1957","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031593756-001",2017-10-20 18:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"28/12/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023469798-001",2017-09-01 10:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",66,"22/07/1951","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028269789-001",2017-09-29 18:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"16/05/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028272804-001",2017-10-02 17:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"06/03/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028327806-001",2017-10-03 07:53:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"11/11/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028380261-001",2017-10-03 14:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"15/05/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030339999-001",2017-10-16 10:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030345024-001",2017-10-16 09:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030360784-001",2017-10-16 14:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"29/06/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030388086-001",2017-10-16 14:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"07/01/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030443911-001",2017-10-16 20:46:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"26/05/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023569099-001",2017-09-02 08:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"09/05/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023605880-001",2017-09-02 13:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"26/03/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023628619-001",2017-09-02 19:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",18,"25/10/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026142703-001",2017-09-19 09:36:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"30/07/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026164835-001",2017-09-19 11:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",76,"02/11/1940","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028410075-001",2017-10-03 15:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"31/10/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028446000-001",2017-10-03 20:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",70,"03/03/1947","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028499643-001",2017-10-04 08:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",53,"08/12/1963","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028518836-001",2017-10-04 10:01:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"29/12/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023644468-001",2017-09-02 19:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"29/10/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023648020-001",2017-09-02 20:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"12/02/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023837798-001",2017-09-04 11:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"02/01/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026342719-001",2017-09-20 07:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"25/12/1959","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026343860-001",2017-09-20 11:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",42,"28/01/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026418380-001",2017-09-20 17:56:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"19/09/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028582040-001",2017-10-04 16:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",62,"30/09/1955","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028673572-001",2017-10-05 08:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"18/07/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028683210-001",2017-10-05 10:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"27/12/1958","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031737362-001",2017-10-25 08:31:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"09/07/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031737557-001",2017-10-25 06:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"04/09/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031802827-001",2017-10-25 15:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"01/04/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-031833830-001",2017-10-25 16:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"13/07/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023886903-001",2017-09-04 18:54:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"08/05/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023903790-001",2017-09-04 14:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"02/04/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023922322-001",2017-09-04 18:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",75,"04/06/1942","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023932421-001",2017-09-04 19:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"10/12/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023950110-001",2017-09-04 21:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"20/10/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023987748-001",2017-09-05 08:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"16/04/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-023994690-001",2017-09-05 09:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"03/03/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024000770-001",2017-09-05 07:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"18/08/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024003222-001",2017-09-05 09:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"30/12/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026505438-001",2017-09-21 09:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"15/02/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026557096-001",2017-09-21 07:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"09/06/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026565772-001",2017-09-21 13:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"23/03/1959","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026585102-001",2017-09-21 15:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"16/10/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026592719-001",2017-09-21 16:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"09/09/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026603372-001",2017-09-21 17:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"17/08/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028834301-001",2017-10-06 06:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"03/09/1959","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028836066-001",2017-10-06 07:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"21/04/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030569775-001",2017-10-17 13:33:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"29/08/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030595670-001",2017-10-17 20:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",59,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-030651319-001",2017-10-18 08:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",26,"28/11/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024016968-001",2017-09-05 11:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"15/08/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024018939-001",2017-09-05 12:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",63,"01/02/1954","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024052814-001",2017-09-05 13:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"07/03/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-024159095-001",2017-09-06 08:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"30/12/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026620382-001",2017-09-21 21:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",28,"18/06/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026717084-001",2017-09-22 11:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"02/07/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-026748436-001",2017-09-22 14:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"18/05/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028885435-001",2017-10-06 14:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"20/07/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028910036-001",2017-10-06 15:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",61,"20/08/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028933279-001",2017-10-06 18:46:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"23/07/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028935581-001",2017-10-06 18:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",19,"06/01/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028944801-001",2017-10-06 19:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"09/04/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-028949951-001",2017-10-06 21:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"29/01/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-035132480-001",2017-11-16 11:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",83,"08/07/1934","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-035210038-001",2017-11-16 19:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"18/03/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-037856174-001",2017-12-04 09:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"26/02/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-037933410-001",2017-12-04 20:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",53,"23/06/1964","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-037965115-001",2017-12-04 22:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"15/10/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-037989430-001",2017-12-05 07:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"07/08/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
