Year,County and Region,Disposable Income per Person,Disposable Income per Person (excluding Rent),Inter-annual variation,Total Income per Person
2016,Donegal,14859.0,13546.0,0.0030359126249537,19471.0
2016,Dublin,22592.0,19337.0,0.0174690870823467,34305.0
2016,Galway,18186.0,16100.0,0.0443694862480539,25671.0
2016,Kerry,17852.0,16218.0,0.076463560334528,24227.0
2016,Kildare,20286.0,17909.0,0.0497040032823398,30246.0
2016,Kilkenny,17498.0,15764.0,-0.027813752698119,24730.0
2016,Laois,16996.0,15404.0,0.0257024903449194,23908.0
2016,Leitrim,17168.0,15714.0,0.0042177914110429,23148.0
2016,Limerick,21306.0,19393.0,0.0664870215574131,30424.0
2016,Longford,16823.0,15485.0,0.0101108936725375,22434.0
2016,Louth,18075.0,16213.0,0.032017823042648,24986.0
2016,Mayo,16607.0,15062.0,0.0398343113565757,22552.0
2016,Meath,18997.0,16895.0,0.0379039194004177,28167.0
2016,Midland,16877.0,15324.0,0.018544366899302,23232.0
2016,Monaghan,16448.0,14998.0,0.0056322918063564,22458.0
2016,Offaly,16194.0,14685.0,0.0142275018993024,22069.0
2016,Roscommon,16444.0,14970.0,0.0503051989054935,22579.0
2016,Sligo,17385.0,15731.0,0.0021660189845193,23816.0
2016,Tipperary,18541.0,16925.0,0.0417307810672739,25048.0
2016,Waterford,18250.0,16592.0,-0.0219864426760978,25210.0
2016,Westmeath,17400.0,15745.0,0.0194897694897694,23997.0
2016,Wexford,17572.0,15967.0,-0.0327133943175622,23685.0
2016,Wicklow,19472.0,17140.0,0.0324057342488856,28630.0
2017,Carlow,18886.0,17212.0,0.0336295940427576,25432.0
2017,Cavan,17896.0,16564.0,0.0696112617848379,24471.0
2017,Clare,18708.0,17122.0,0.083328060740272,26403.0
2017,Cork,20166.0,17995.0,0.0696029481692819,29205.0
2017,Donegal,15839.0,14573.0,0.0758157389635316,20701.0
2017,Dublin,23621.0,20436.0,0.0568340487148988,35867.0
2017,Galway,19148.0,17126.0,0.0637267080745341,26882.0
2017,Kerry,18793.0,17229.0,0.0623381428042915,25419.0
2017,Kildare,22568.0,20269.0,0.1317773186665922,33925.0
2017,Kilkenny,18405.0,16750.0,0.0625475767571682,25761.0
2017,Laois,17863.0,16355.0,0.0617372111139963,24926.0
2017,Leitrim,18322.0,16936.0,0.0777650502736413,24640.0
2017,Limerick,22518.0,20716.0,0.0682204919300778,32045.0
2017,Longford,17943.0,16672.0,0.0766548272521795,23783.0
2017,Louth,19402.0,17601.0,0.0856103127120212,26864.0
2017,Mayo,17583.0,16103.0,0.0691143274465542,23805.0
2017,Meath,21021.0,18990.0,0.124001183782184,31202.0
2017,Midland,17809.0,16328.0,0.065518141477421,24395.0
2017,Monaghan,17710.0,16331.0,0.088878517135618,24006.0
2017,Offaly,17203.0,15758.0,0.0730677562138236,23406.0
2017,Roscommon,17592.0,16189.0,0.0814295257181028,23997.0
2017,Sligo,18707.0,17121.0,0.0883605619477464,25503.0
2017,Tipperary,19754.0,18213.0,0.0761004431314623,26764.0
2017,Waterford,19180.0,17601.0,0.0608124397299903,26221.0
2017,Westmeath,18239.0,16657.0,0.0579231502064147,25055.0
2017,Wexford,18172.0,16633.0,0.0417110289973069,24382.0
2017,Wicklow,21157.0,18897.0,0.1025087514585764,31123.0
2018,Carlow,19455.0,17146.0,-0.0038345340460144,26769.0
2018,Cavan,17862.0,15953.0,-0.0368872253078966,24691.0
2018,Clare,19169.0,16911.0,-0.0123233267141689,27357.0
2018,Cork,21280.0,18258.0,0.0146151708808002,31198.0
2018,Donegal,16490.0,14718.0,0.0099499073629314,21956.0
2018,Dublin,24969.0,20631.0,0.0095419847328244,37530.0
2018,Galway,19226.0,16457.0,-0.0390634123554828,27280.0
2018,Kerry,18557.0,16357.0,-0.0506123396598757,25803.0
2018,Kildare,23538.0,20276.0,0.0003453549755784,35138.0
2018,Kilkenny,18975.0,16642.0,-0.0064477611940298,27042.0
2018,Laois,17302.0,15196.0,-0.0708651788443901,24212.0
2018,Leitrim,18841.0,16862.0,-0.0043693906471421,25698.0
2018,Limerick,23302.0,20703.0,-0.0006275342730256,33223.0
2018,Longford,17410.0,15629.0,-0.062559980806142,23097.0
2018,Louth,19987.0,17482.0,-0.0067609794898017,27721.0
2018,Mayo,17851.0,15783.0,-0.019872073526672,24528.0
2018,Meath,21609.0,18703.0,-0.0151132174828857,31940.0
2018,Midland,17389.0,15332.0,-0.060999510044096,23846.0
2018,Monaghan,17471.0,15537.0,-0.0486191904966015,23276.0
2018,Offaly,16907.0,14910.0,-0.0538139357786521,22959.0
2018,Roscommon,17625.0,15645.0,-0.033603063808759,24347.0
2018,Sligo,18306.0,16105.0,-0.0593423281350388,25154.0
2018,Tipperary,19673.0,17505.0,-0.0388733322352166,27251.0
2018,Waterford,19616.0,17387.0,-0.0121584000909039,27305.0
2018,Westmeath,17889.0,15702.0,-0.0573332532869064,24633.0
2018,Wexford,18787.0,16629.0,-0.0002404857812781,25683.0
2018,Wicklow,21883.0,18749.0,-0.0078319309943377,31914.0
