Column1,Game Name,Average Players,Monthly Peak,Achievements,Categories,Cluster,Release Date,Genres,Positive Ratings,Negative Ratings,Average Playtime,Indie,Years Released,Cluster - Copy
32093,"The Elder Scrolls V: Skyrim Special Edition",12791.4971698113,23647.2830188679,75,"Single-player","Masterpieces",2016-10-27 00:00:00.000,"RPG",47749,14719,2418,0,4.5,6
32623,"The Long Dark",1401.65493506493,3236.94805194805,40,"Single-player","Good",2017-08-01 00:00:00.000,"Adventure",45856,4298,760,1,3.7,3
33662,"The Witcher 2: Assassins of Kings Enhanced Edition",1000.89165048544,2588.66019417476,52,"Single-player","Good",2012-04-16 00:00:00.000,"RPG",36427,4710,838,0,9,3
33765,"The Witcher 3: Wild Hunt",14158.8605797101,30788.1739130435,78,"Single-player","Masterpieces",2015-05-18 00:00:00.000,"RPG",202930,4798,3068,0,5.9,6
34043,"They Are Billions",2690.50204545455,5377.88636363636,30,"Single-player","Good",2017-12-12 00:00:00.000,"Strategy",11377,1921,1712,0,3.3,3
34228,"This War of Mine",967.210131578947,2733.28947368421,42,"Single-player","Good",2014-11-14 00:00:00.000,"Adventure",47258,2571,512,1,6.4,3
35536,"Trove",4566.72691176471,8627.64705882353,16,"Single-player","Good",2015-07-09 00:00:00.000,"Action",47897,13708,2602,0,5.8,3
36013,"Unturned",17294.65825,31139.8375,46,"Single-player","Masterpieces",2017-07-07 00:00:00.000,"Action",292574,31482,3248,1,3.8,6
36595,"Wallpaper Engine",14407.1213207547,22948.2641509434,17,"Single-player","Masterpieces",2018-11-16 00:00:00.000,"Animation & Modeling",63623,1947,1731,0,2.4,6
36648,"War Thunder",11958.830106383,22153.2234042553,46,"Single-player","Masterpieces",2013-08-15 00:00:00.000,"Action",83852,22166,4200,0,7.7,6
36742,"Warhammer 40,000: Dawn of War III",302.139122807018,1351.71929824561,84,"Single-player","Good",2017-04-27 00:00:00.000,"Violent",6793,8336,704,0,4,3
36888,"Warhammer: Vermintide 2",4061.93609756098,9899.09756097561,26,"Single-player","Good",2018-03-08 00:00:00.000,"Action",21509,7336,2025,0,3.1,3
37713,"Yu-Gi-Oh! Duel Links",7366.87871794872,11242.7435897436,20,"Single-player","Good",2017-11-16 00:00:00.000,"Free to Play",7969,2563,864,0,3.4,3
37925,"Zup! 3",8.24938775510204,65.6326530612245,1708,"Single-player","Achievements",2017-01-12 00:00:00.000,"Casual",3486,491,246,1,4.2,1
221,"911 Operator",117.098518518519,424.222222222222,18,"Single-player","Decay",2017-02-24 00:00:00.000,"Casual",3529,697,257,1,4.1,4
275,"A Dance of Fire and Ice",444.4484,1218.64,20,"Single-player","Decay",2019-01-24 00:00:00.000,"Indie",1451,119,180,1,2.2,4
1941,"Audiosurf 2",42.1767021276596,105.31914893617,14,"Single-player","Decay",2015-05-26 00:00:00.000,"Indie",3785,882,507,1,5.9,4
2587,"Battle Brothers",629.390428571429,1335.24285714286,89,"Single-player","Decay",2017-03-24 00:00:00.000,"RPG",5181,709,0,1,4.1,4
2703,"BeamNG.drive",1653.41794871795,3019.07692307692,7,"Single-player","Decay",2015-05-29 00:00:00.000,"Racing",15168,1536,2038,0,5.9,4
3484,"Bomber Crew",154.664761904762,749.190476190476,30,"Single-player","Decay",2017-10-19 00:00:00.000,"Simulation",3814,491,219,0,3.5,4
3864,"Braid",27.2412621359223,88.4271844660194,12,"Single-player","Decay",2009-04-10 00:00:00.000,"Casual",6529,386,178,1,12,4
4571,"Car Mechanic Simulator 2018",1580.30931818182,3256.09090909091,60,"Single-player","Decay",2017-07-28 00:00:00.000,"Racing",9390,2752,724,0,3.7,4
4615,"Carpe Diem",2.12354838709677,8.37096774193548,1,"Single-player","Decay",2015-11-30 00:00:00.000,"Casual",6791,793,10,1,5.4,4
4875,"Catan Universe",666.946304347826,1363.86956521739,21,"Single-player","Decay",2017-04-25 00:00:00.000,"Casual",463,720,16710,0,4,4
5696,"CPUCores :: Maximize Your FPS",584.564029850746,1242.65671641791,15,"Single-player","Decay",2015-07-06 00:00:00.000,"Utilities",6208,2324,6362,0,5.8,4
5873,"Crazy Machines 3",18.9477966101695,76.7966101694915,41,"Single-player","Decay",2016-10-18 00:00:00.000,"Simulation",3158,130,118,0,4.5,4
5932,"CrossCode",120.964347826087,329.942028985507,86,"Single-player","Decay",2018-09-20 00:00:00.000,"RPG",6219,336,0,0,2.6,4
6001,"Crusaders of the Lost Idols",1472.18328125,1981.703125,96,"Single-player","Decay",2015-10-13 00:00:00.000,"Casual",1823,345,581,1,5.5,4
6065,"Crush Crush",912.686842105263,1438.94736842105,24,"Single-player","Decay",2016-10-18 00:00:00.000,"Casual",7239,982,2735,1,4.5,4
6784,"Darkwood",54.4431707317073,170.243902439024,15,"Single-player","Decay",2017-08-17 00:00:00.000,"Nudity",3856,238,417,1,3.7,4
6866,"Dawn of Man",1010.61086956522,2151.08695652174,18,"Single-player","Decay",2019-03-01 00:00:00.000,"Simulation",2757,706,667,1,2.1,4
7378,"Defense Grid: The Awakening",101.088252427184,219.368932038835,87,"Single-player","Decay",2008-12-08 00:00:00.000,"Strategy",3307,113,455,1,12.3,4
7481,"Democracy 3",99.4160227272727,360.693181818182,42,"Single-player","Decay",2013-10-14 00:00:00.000,"Simulation",4492,1596,752,1,7.5,4
8232,"DLC Quest",11.7965263157895,76.2315789473684,22,"Single-player","Decay",2013-03-18 00:00:00.000,"Indie",5434,718,126,1,8.1,4
8839,"Dungeons of Dredmor",80.9780582524272,180.728155339806,124,"Single-player","Decay",2011-07-13 00:00:00.000,"Casual",3879,235,800,1,9.8,4
9578,"Eternal Card Game",785.489411764706,1372.33333333333,29,"Single-player","Decay",2018-11-15 00:00:00.000,"Casual",3457,993,271,0,2.4,4
10319,"Fable Anniversary",178.375769230769,609.935897435897,50,"Single-player","Decay",2014-09-12 00:00:00.000,"RPG",4036,1119,708,0,6.6,4
10397,"FaceRig",547.827692307692,1043.05128205128,38,"Single-player","Decay",2015-07-07 00:00:00.000,"Animation & Modeling",3841,785,466,0,5.8,4
11010,"FEZ",64.1323232323232,210.919191919192,12,"Single-player","Decay",2013-05-01 00:00:00.000,"Indie",10641,928,144,1,8,4
11109,"FINAL FANTASY IX",267.266206896552,599.413793103448,85,"Single-player","Decay",2016-04-14 00:00:00.000,"RPG",3875,325,1911,0,5,4
11167,"FINAL FANTASY VII",574.307252747253,1172.75824175824,36,"Single-player","Decay",2013-07-04 00:00:00.000,"RPG",11722,878,2443,0,7.8,4
11258,"FINAL FANTASY VIII",333.82511627907,668.53488372093,45,"Single-player","Decay",2013-12-05 00:00:00.000,"RPG",5323,682,2145,0,7.4,4
11344,"FINAL FANTASY X/X-2 HD Remaster",637.100701754386,1285.87719298246,69,"Single-player","Decay",2016-05-12 00:00:00.000,"RPG",6334,723,596,0,4.9,4
11401,"FINAL FANTASY XIII",366.632236842105,806.263157894737,35,"Single-player","Decay",2014-10-09 00:00:00.000,"RPG",7016,2769,1497,0,6.5,4
12512,"Game Dev Tycoon",394.310555555556,1243.91111111111,35,"Single-player","Decay",2013-08-29 00:00:00.000,"Casual",27373,1436,807,1,7.6,4
12983,"Gold Rush: The Game",525.238048780488,1295.53658536585,42,"Single-player","Decay",2017-10-13 00:00:00.000,"Simulation",3176,1787,227,1,3.5,4
13024,"Golf It!",436.214375,1177.8125,28,"Single-player","Decay",2017-02-17 00:00:00.000,"Casual",3219,744,815,1,4.1,4
13072,"Golf With Your Friends",674.804918032787,1734.80327868852,39,"Single-player","Decay",2016-01-29 00:00:00.000,"Casual",15946,1723,323,1,5.2,4
14178,"Hacknet",280.557611940299,2707.28358208955,11,"Single-player","Decay",2015-08-12 00:00:00.000,"Simulation",13355,1052,278,1,5.7,4
14967,"Hand Simulator",231.326046511628,643.906976744186,69,"Single-player","Decay",2017-07-18 00:00:00.000,"Simulation",9792,2665,169,0,3.7,4
15010,"Hatoful Boyfriend",20.0640506329114,70.9746835443038,16,"Single-player","Decay",2014-09-04 00:00:00.000,"Casual",5235,328,622,1,6.6,4
15364,"Hexcells",11.9203571428571,52.9523809523809,6,"Single-player","Decay",2014-02-19 00:00:00.000,"Casual",3482,129,49,1,7.1,4
15882,"Homefront: The Revolution",154.434848484848,556.045454545455,74,"Single-player","Decay",2016-05-19 00:00:00.000,"Violent",6396,5102,408,0,4.9,4
16125,"House Flipper",1508.65911111111,3322.26666666667,26,"Single-player","Decay",2018-05-17 00:00:00.000,"Simulation",7019,1761,520,1,2.9,4
16270,"HunieCam Studio",86.8148275862069,187.655172413793,16,"Single-player","Decay",2016-04-04 00:00:00.000,"Simulation",3214,645,183,1,5,4
16328,"HuniePop",321.347671232877,747.671232876712,20,"Single-player","Decay",2015-01-19 00:00:00.000,"RPG",17761,711,2741,1,6.2,4
16585,"Idle Wizard",922.7436,1141.84,55,"Single-player","Decay",2019-01-24 00:00:00.000,"Casual",108,26,0,0,2.2,4
16610,"Idling to Rule the Gods",808.152105263158,975,28,"Single-player","Decay",2016-05-27 00:00:00.000,"Casual",454,71,7194,1,4.9,4
16773,"Into the Breach",376.451875,1171.6875,55,"Single-player","Decay",2018-02-27 00:00:00.000,"RPG",5245,426,1277,1,3.1,4
17409,"Keep Talking and Nobody Explodes",119.94875,445.484375,10,"Single-player","Decay",2015-10-08 00:00:00.000,"Indie",5745,115,196,1,5.5,4
17785,"Kingdom: Classic",161.6025,1453.15625,34,"Single-player","Decay",2015-10-21 00:00:00.000,"Simulation",9673,1227,250,1,5.5,4
17849,"Kingdom: New Lands",191.489074074074,489.87037037037,34,"Single-player","Decay",2016-08-09 00:00:00.000,"Simulation",4619,741,221,1,4.7,4
17903,"Kingdoms and Castles",391.715434782609,1099.34782608696,12,"Single-player","Decay",2017-07-20 00:00:00.000,"Simulation",6380,1119,466,1,3.7,4
18052,"klocki",4.66836363636364,23.7272727272727,1,"Single-player","Decay",2016-07-13 00:00:00.000,"Casual",3559,95,86,1,4.7,4
18827,"Loading Screen Simulator",20.7025581395349,47.0232558139535,19,"Single-player","Decay",2017-07-13 00:00:00.000,"Casual",5783,936,26,1,3.7,4
18870,"Long Live The Queen",32.4341379310345,154.459770114943,45,"Single-player","Decay",2013-11-08 00:00:00.000,"RPG",5656,305,350,1,7.4,4
19216,"Lucius",32.3531,140.11,58,"Single-player","Decay",2012-10-26 00:00:00.000,"Violent",5775,1400,172,1,8.5,4
19469,"LYNE",27.8084337349398,67.8072289156626,33,"Single-player","Decay",2014-03-17 00:00:00.000,"Casual",6860,263,176,1,7.1,4
19655,"Mad Games Tycoon",80.62,213.054794520548,39,"Single-player","Decay",2016-09-13 00:00:00.000,"Casual",3211,362,185,1,4.6,4
19811,"March of Empires",850.63717948718,1327,87,"Single-player","Decay",2017-12-11 00:00:00.000,"Free to Play",163,135,3,0,3.3,4
20291,"Melody's Escape",12.8478571428571,42.2380952380952,8,"Single-player","Decay",2016-05-20 00:00:00.000,"Indie",4187,292,40,1,4.9,4
20808,"Mini Metro",120.717820512821,296.217948717949,45,"Single-player","Decay",2015-11-06 00:00:00.000,"Simulation",7464,288,212,1,5.4,4
21028,"Montaro",16.6063636363636,98.3636363636364,15,"Single-player","Decay",2016-07-25 00:00:00.000,"Casual",10099,485,174,1,4.7,4
21161,"Motorsport Manager",1030.94882352941,2363.92156862745,73,"Single-player","Decay",2016-11-09 00:00:00.000,"Racing",4278,488,4289,0,4.4,4
21315,"Mountain",100.444230769231,187.910256410256,31,"Single-player","Decay",2014-08-18 00:00:00.000,"Casual",10936,1516,614,1,6.7,4
21393,"MudRunner",748.475897435897,1780.64102564103,62,"Single-player","Decay",2017-10-30 00:00:00.000,"Simulation",5845,1172,527,0,3.4,4
21432,"Mutant Year Zero: Road to Eden",226.154444444444,713.333333333333,36,"Single-player","Decay",2018-12-04 00:00:00.000,"RPG",5034,682,301,0,2.4,4
21459,"My Summer Car",612.751153846154,1358.01923076923,64,"Single-player","Decay",2016-10-24 00:00:00.000,"Racing",12847,1309,2191,1,4.5,4
21552,"NEKOPARA Vol. 0",39.7740909090909,139.060606060606,13,"Single-player","Decay",2015-08-17 00:00:00.000,"Sexual Content",11781,765,430,1,5.7,4
21618,"NEKOPARA Vol. 1",74.002027027027,190.432432432432,14,"Single-player","Decay",2014-12-29 00:00:00.000,"Sexual Content",16160,740,526,1,6.3,4
21692,"NEKOPARA Vol. 2",41.3603333333333,95.15,20,"Single-player","Decay",2016-02-19 00:00:00.000,"Sexual Content",8671,238,586,1,5.1,4
21752,"NEKOPARA Vol. 3",69.2447826086957,186.173913043478,27,"Single-player","Decay",2017-05-25 00:00:00.000,"Sexual Content",7678,202,317,1,3.9,4
22193,"OLDTV",6.13348837209302,18.8837209302326,48,"Single-player","Decay",2017-07-15 00:00:00.000,"Free to Play",4293,219,25,1,3.7,4
22319,"One Way Heroics",38.9466265060241,102.831325301205,59,"Single-player","Decay",2014-02-28 00:00:00.000,"RPG",3349,199,547,1,7.1,4
22897,"Outlast 2",141.067755102041,545.428571428571,24,"Single-player","Decay",2017-04-24 00:00:00.000,"Sexual Content",10790,1563,277,1,4,4
22946,"Outward",747.628636363636,2064.31818181818,44,"Single-player","Decay",2019-03-26 00:00:00.000,"RPG",2647,978,1373,0,2,4
23661,"PC Building Simulator",541.657619047619,1421.02380952381,53,"Single-player","Decay",2019-01-29 00:00:00.000,"Simulation",6563,775,2021,1,2.2,4
23703,"Pillars of Eternity",1196.56042857143,2811.41428571429,48,"Single-player","Decay",2015-03-26 00:00:00.000,"RPG",11558,1835,1710,0,6,4
23773,"Pillars of Eternity II: Deadfire",1262.91657894737,2755.55263157895,55,"Single-player","Decay",2018-05-08 00:00:00.000,"RPG",4435,876,2234,0,2.9,4
23811,"Plague Inc: Evolved",536.311428571429,1705.5119047619,199,"Single-player","Decay",2016-02-18 00:00:00.000,"Casual",20081,1419,585,1,5.1,4
23949,"Planetbase",313.328,770.076923076923,30,"Single-player","Decay",2015-10-15 00:00:00.000,"Simulation",4171,1267,1069,1,5.5,4
24014,"Plantera",51.7973770491803,187.819672131148,29,"Single-player","Decay",2016-01-28 00:00:00.000,"Casual",3709,485,365,1,5.2,4
24146,"Poly Bridge",223.011617647059,783.823529411765,22,"Single-player","Decay",2016-07-12 00:00:00.000,"Simulation",4112,520,168,1,4.8,4
24214,"Pony Island",25.9527419354839,88.8870967741936,20,"Single-player","Decay",2016-01-04 00:00:00.000,"Indie",9347,421,224,1,5.3,4
25014,"Punch Club",120.348870967742,421.483870967742,47,"Single-player","Decay",2016-01-08 00:00:00.000,"RPG",6071,1669,478,1,5.3,4
25402,"Railway Empire",397.827708333333,1101.47916666667,95,"Single-player","Decay",2018-01-26 00:00:00.000,"Simulation",2994,710,1081,0,3.2,4
25495,"Realm Grinder",1941.88227272727,2637.63636363636,14,"Single-player","Decay",2017-06-15 00:00:00.000,"Free to Play",2266,463,1058,0,3.8,4
25955,"Reus",56.6915053763441,300.150537634409,123,"Single-player","Decay",2013-05-16 00:00:00.000,"Simulation",3569,917,1293,1,7.9,4
26319,"Rivals of Aether",232.784307692308,652.369230769231,25,"Single-player","Decay",2017-03-28 00:00:00.000,"Indie",4814,686,245,1,4,4
27209,"Salt and Sanctuary",198.131578947368,467.789473684211,37,"Single-player","Decay",2016-05-17 00:00:00.000,"Violent",7173,634,623,1,4.9,4
27722,"Shadow Tactics: Blades of the Shogun",310.561724137931,1003.55172413793,44,"Single-player","Decay",2016-12-06 00:00:00.000,"Strategy",9523,417,287,1,4.3,4
28312,"SimplePlanes",182.310161290323,349.5,72,"Single-player","Decay",2015-12-17 00:00:00.000,"Simulation",4544,474,538,1,5.3,4
28740,"Soda Dungeon",560.7176,819.42,24,"Single-player","Decay",2017-02-06 00:00:00.000,"Casual",3624,240,751,0,4.2,4
29182,"SpaceChem",36.8949514563107,100.495145631068,20,"Single-player","Decay",2011-03-02 00:00:00.000,"Simulation",3700,324,177,1,10.1,4
29806,"Stronghold Crusader 2",317.4325,854.760416666667,81,"Single-player","Decay",2014-09-22 00:00:00.000,"Simulation",4280,2786,259,0,6.6,4
30704,"Surviving Mars",1031.87911111111,2995.31111111111,60,"Single-player","Decay",2018-03-15 00:00:00.000,"Simulation",3942,1608,2454,0,3.1,4
31052,"Tales of Zestiria",230.779852941176,669.382352941176,56,"Single-player","Decay",2015-10-19 00:00:00.000,"RPG",5300,972,1445,0,5.5,4
31223,"The Banner Saga",147.492093023256,576.372093023256,39,"Single-player","Decay",2014-01-14 00:00:00.000,"RPG",9750,1131,164,1,7.2,4
32544,"The Legend of Heroes: Trails in the Sky",123.521772151899,297.126582278481,27,"Single-player","Decay",2014-07-29 00:00:00.000,"RPG",3413,318,3755,0,6.7,4
32803,"The Plan",2.85130952380952,12.3690476190476,1,"Single-player","Decay",2014-02-14 00:00:00.000,"Casual",19476,1644,8,1,7.2,4
33984,"There's Poop In My Soup",17.8993220338983,183.152542372881,22,"Single-player","Decay",2016-03-14 00:00:00.000,"Casual",3256,459,350,1,5.1,4
34170,"This Is the Police",138.738275862069,411.275862068966,10,"Single-player","Decay",2016-08-02 00:00:00.000,"Sexual Content",5315,1096,198,1,4.7,4
34304,"Thomas Was Alone",19.8573267326733,81.9009900990099,35,"Single-player","Decay",2012-11-12 00:00:00.000,"Indie",7456,438,72,1,8.4,4
34472,"Tiny and Big: Grandpa's Leftovers",9.37485436893204,54.4271844660194,53,"Single-player","Decay",2012-06-19 00:00:00.000,"Indie",3483,309,207,1,8.8,4
34753,"Torchlight",81.7282524271845,193.990291262136,66,"Single-player","Decay",2009-10-27 00:00:00.000,"RPG",3825,317,1108,0,11.5,4
35178,"Transport Fever",1246.81964912281,2843,53,"Single-player","Decay",2016-11-08 00:00:00.000,"Simulation",4418,1266,849,0,4.4,4
35294,"Tricolour Lovestory",143.343414634146,462.80487804878,70,"Single-player","Decay",2017-09-20 00:00:00.000,"Nudity",11387,1121,486,1,3.6,4
35405,"Tropico 4",461.291553398058,1344.55339805825,70,"Single-player","Decay",2011-09-01 00:00:00.000,"Simulation",8740,827,518,0,9.6,4
35508,"Tropico 6",956.809642857143,2517.5,40,"Single-player","Decay",2019-03-29 00:00:00.000,"Simulation",3778,664,1345,0,2,4
35689,"Turmoil",193.645797101449,636.420289855072,31,"Single-player","Decay",2016-06-02 00:00:00.000,"Simulation",3154,359,278,1,4.9,4
35758,"Two Point Hospital",1575.5815625,5323.03125,31,"Single-player","Decay",2018-08-29 00:00:00.000,"Simulation",6432,1264,1617,1,2.6,4
35991,"Unheard",180.06,790,10,"Single-player","Decay",2019-03-28 00:00:00.000,"RPG",5222,288,98,1,2,4
36426,"Viridi",59.7974242424242,107.090909090909,47,"Single-player","Decay",2015-08-19 00:00:00.000,"Casual",5524,575,12,1,5.6,4
37363,"World of Goo",19.2546601941748,90.2330097087379,8,"Single-player","Decay",2008-10-13 00:00:00.000,"Indie",3455,237,194,1,12.5,4
37466,"World of Guns: Gun Disassembly",184.993456790123,359.617283950617,42,"Single-player","Decay",2014-05-21 00:00:00.000,"Free to Play",11178,2300,99,1,6.9,4
37656,"Youtubers Life",265.903859649123,636.070175438596,54,"Single-player","Decay",2017-02-02 00:00:00.000,"Simulation",6483,2590,1394,1,4.2,4
37823,"Zup!",7.16134615384615,45.0769230769231,118,"Single-player","Decay",2016-10-04 00:00:00.000,"Casual",5810,366,237,1,4.5,4
37875,"Zup! 2",6.6932,43.84,229,"Single-player","Decay",2016-12-05 00:00:00.000,"Casual",4550,224,237,1,4.4,4
152,"60 Seconds!",72.414347826087,218.507246376812,56,"Single-player","Decay",2015-05-25 00:00:00.000,"Adventure",5528,1492,231,1,5.9,4
300,"A Hat in Time",277.827457627119,813.762711864407,37,"Single-player","Decay",2017-10-05 00:00:00.000,"Adventure",14019,292,377,1,3.5,4
359,"A Story About My Uncle",110.579012345679,2729.67901234568,15,"Single-player","Decay",2014-05-28 00:00:00.000,"Adventure",17924,1642,193,1,6.9,4
1457,"Armello",253.471095890411,668.547945205479,50,"Single-player","Decay",2015-09-01 00:00:00.000,"Adventure",7208,1816,1145,1,5.6,4
2377,"Batman - The Telltale Series",72.0511111111111,306.018518518519,30,"Single-player","Decay",2016-08-02 00:00:00.000,"Adventure",5729,1783,385,0,4.7,4
2919,"Beholder",134.021272727273,573.090909090909,60,"Single-player","Decay",2016-11-09 00:00:00.000,"Adventure",9947,1095,240,1,4.4,4
3274,"Blameless",7.50596153846154,23.1730769230769,4,"Single-player","Decay",2016-10-13 00:00:00.000,"Adventure",3159,594,63,1,4.5,4
3761,"Botanicula",11.61,44.4854368932039,53,"Single-player","Decay",2012-05-07 00:00:00.000,"Adventure",3524,136,16,1,8.9,4
4066,"Broken Age",42.4544791666667,200.375,45,"Single-player","Decay",2014-01-28 00:00:00.000,"Adventure",5312,1063,271,1,7.2,4
5445,"Confess My Love",6.48863636363636,18.3409090909091,21,"Single-player","Decay",2017-05-27 00:00:00.000,"Adventure",3357,209,308,1,3.9,4
6481,"Danganronpa 2: Goodbye Despair",361.883793103448,634.879310344828,47,"Single-player","Decay",2016-04-18 00:00:00.000,"Adventure",4677,148,1909,0,5,4
6539,"Danganronpa V3: Killing Harmony",345.060465116279,761.186046511628,41,"Single-player","Decay",2017-09-25 00:00:00.000,"Adventure",3240,571,2832,0,3.5,4
6582,"Danganronpa: Trigger Happy Havoc",308.542295081967,750.360655737705,38,"Single-player","Decay",2016-02-18 00:00:00.000,"Adventure",5714,167,1636,0,5.1,4
7569,"Deponia",60.8286274509804,230.441176470588,19,"Single-player","Decay",2012-08-06 00:00:00.000,"Adventure",7208,840,217,1,8.7,4
7671,"Detention",40.5319607843137,189.470588235294,8,"Single-player","Decay",2017-01-12 00:00:00.000,"Adventure",8540,2688,387,1,4.2,4
8168,"DISTRAINT: Deluxe Edition",70.38140625,2896.609375,16,"Single-player","Decay",2015-10-21 00:00:00.000,"Adventure",6830,451,228,1,5.5,4
9142,"Emily is Away",41.7392063492063,149.650793650794,20,"Single-player","Decay",2015-11-20 00:00:00.000,"Adventure",25981,3340,121,1,5.4,4
9889,"Everlasting Summer",383.942666666667,754.16,14,"Single-player","Decay",2014-11-19 00:00:00.000,"Adventure",31230,1538,249,1,6.4,4
10018,"Evoland",21.0914736842105,125.305263157895,29,"Single-player","Decay",2013-04-04 00:00:00.000,"Adventure",4437,906,237,1,8,4
11477,"Finding Paradise",30.46525,95.125,1,"Single-player","Decay",2017-12-14 00:00:00.000,"Adventure",6578,123,166,1,3.3,4
11517,"Firewatch",114.1695,444.383333333333,10,"Single-player","Decay",2016-02-09 00:00:00.000,"Adventure",32886,5524,206,1,5.2,4
12129,"Fran Bow",47.5412121212121,150.878787878788,18,"Single-player","Decay",2015-08-27 00:00:00.000,"Adventure",4896,192,508,1,5.6,4
12602,"Gaokao.Love.100Days",25.5624637681159,81.6376811594203,30,"Single-player","Decay",2015-05-30 00:00:00.000,"Adventure",4592,215,173,1,5.9,4
13133,"Gone Home",19.1482291666667,98.03125,10,"Single-player","Decay",2013-08-15 00:00:00.000,"Adventure",11893,3651,90,1,7.7,4
13272,"Gorogoa",18.6240476190476,97.0952380952381,11,"Single-player","Decay",2017-12-14 00:00:00.000,"Adventure",4739,129,121,1,3.3,4
13766,"Graveyard Keeper",1044.692,2972.03333333333,62,"Single-player","Decay",2018-08-15 00:00:00.000,"Adventure",4802,1541,837,1,2.7,4
13825,"Grim Fandango Remastered",48.4794444444444,155.166666666667,47,"Single-player","Decay",2015-01-26 00:00:00.000,"Adventure",4129,471,285,0,6.2,4
13897,"GRIS",136.599230769231,435.269230769231,17,"Single-player","Decay",2018-12-13 00:00:00.000,"Adventure",5747,242,0,1,2.3,4
13923,"Grow Home",26.3512328767123,88.6849315068493,26,"Single-player","Decay",2015-02-04 00:00:00.000,"Adventure",3855,382,142,1,6.2,4
15296,"Her Story",22.3873529411765,85.4117647058823,13,"Single-player","Decay",2015-06-24 00:00:00.000,"Adventure",4850,543,123,1,5.8,4
15448,"Hidden Folks",33.0159615384615,117.326923076923,7,"Single-player","Decay",2017-02-15 00:00:00.000,"Adventure",4514,161,87,1,4.2,4
15826,"Home Behind",102.735535714286,301.053571428571,35,"Single-player","Decay",2016-06-02 00:00:00.000,"Adventure",3517,530,1160,1,4.9,4
16170,"House Party",196.530681818182,478.25,32,"Single-player","Decay",2017-06-30 00:00:00.000,"Adventure",3329,593,313,1,3.8,4
16960,"Jazzpunk: Director's Cut",17.2623529411765,68.6470588235294,24,"Single-player","Decay",2014-02-07 00:00:00.000,"Adventure",4136,393,305,1,7.2,4
18107,"L.A. Noire",292.879708737864,843.990291262136,60,"Single-player","Decay",2011-11-08 00:00:00.000,"Adventure",14096,2315,428,0,9.4,4
18210,"Late Shift",24.0485106382979,104.531914893617,20,"Single-player","Decay",2017-04-18 00:00:00.000,"Adventure",4059,525,308,1,4,4
18257,"Layers of Fear",120.90303030303,2592.13636363636,27,"Single-player","Decay",2016-02-15 00:00:00.000,"Adventure",14551,1682,227,1,5.2,4
18323,"Legend of Grimrock",80.9797087378641,258.747572815534,40,"Single-player","Decay",2012-04-11 00:00:00.000,"Adventure",4420,268,314,1,9,4
18498,"LIMBO",113.808737864078,607.592233009709,13,"Single-player","Decay",2011-08-02 00:00:00.000,"Adventure",30321,1994,117,1,9.7,4
18601,"LISA",58.5175675675676,166.378378378378,68,"Single-player","Decay",2014-12-15 00:00:00.000,"Adventure",7450,344,882,1,6.3,4
18774,"Little Nightmares",154.904905660377,841.037735849057,22,"Single-player","Decay",2017-04-27 00:00:00.000,"Adventure",7568,980,90,0,4,4
19092,"Lost Lands: A Hidden Object Adventure",56.9313846153846,97.6,48,"Single-player","Decay",2015-09-24 00:00:00.000,"Adventure",3799,434,0,0,5.6,4
19157,"Lost Lands: Mahjong",61.5179661016949,111.033898305085,46,"Single-player","Decay",2016-03-14 00:00:00.000,"Adventure",3769,309,23,0,5.1,4
19552,"Machinarium",26.4188349514563,93.631067961165,12,"Single-player","Decay",2009-10-16 00:00:00.000,"Adventure",5437,264,165,1,11.5,4
19850,"Marie's Room",10.122,29.5428571428571,7,"Single-player","Decay",2018-04-13 00:00:00.000,"Adventure",3763,206,30,1,3,4
20238,"Meadow",51.5903773584906,467.867924528302,83,"Single-player","Decay",2016-10-26 00:00:00.000,"Adventure",3819,470,227,1,4.5,4
20745,"Minecraft: Story Mode - A Telltale Games Series",86.1220634920635,305.539682539683,50,"Single-player","Decay",2015-10-13 00:00:00.000,"Adventure",6041,1948,399,0,5.5,4
20886,"Mirror",592.855128205128,1993.05128205128,114,"Single-player","Decay",2018-04-19 00:00:00.000,"Adventure",21474,702,281,1,3,4
21083,"Morphopolis",9.68730769230769,51.8333333333333,13,"Single-player","Decay",2014-08-14 00:00:00.000,"Adventure",3846,749,219,1,6.7,4
21511,"My Time At Portia",1634.8556097561,3711.58536585366,91,"Single-player","Decay",2019-01-15 00:00:00.000,"Adventure",10695,1108,2094,1,2.2,4
21875,"Ni no Kuni II: Revenant Kingdom",456.980857142857,1157.8,63,"Single-player","Decay",2018-03-23 00:00:00.000,"Adventure",3220,638,1871,0,3.1,4
21957,"Night in the Woods",122.963673469388,298.408163265306,31,"Single-player","Decay",2017-02-21 00:00:00.000,"Adventure",6770,402,0,0,4.1,4
22402,"OneShot",55.2945283018868,164.735849056604,11,"Single-player","Decay",2016-12-08 00:00:00.000,"Adventure",10985,220,327,1,4.3,4
22455,"Onmyoji",903.889459459459,1830.24324324324,121,"Single-player","Decay",2018-04-18 00:00:00.000,"Adventure",552,258,2616,0,3,4
23269,"Oxenfree",39.8709677419355,134.290322580645,13,"Single-player","Decay",2016-01-14 00:00:00.000,"Adventure",6551,477,258,1,5.2,4
23476,"Papers, Please",287.987222222222,912.888888888889,13,"Single-player","Decay",2013-08-08 00:00:00.000,"Adventure",25587,1103,674,1,7.7,4
