Date,Game,Earnings,Players,Tournaments
2006-09-01 00:00:00.000,"Quake III Arena",11500,4,1
2007-04-01 00:00:00.000,"Command & Conquer 3",4901.26,4,1
2007-07-01 00:00:00.000,"Street Fighter III 3rd Strike",0,4,1
2008-01-01 00:00:00.000,"F.E.A.R.",18000,4,1
2008-09-01 00:00:00.000,"FIFA 08",1124.4,4,1
2009-10-01 00:00:00.000,"FIFA 09",3900,4,1
2009-10-01 00:00:00.000,"StarCraft Brood War",3900,4,1
2010-03-01 00:00:00.000,"Age of Empires II",3650,4,1
2010-06-01 00:00:00.000,"TrackMania Nations Forever",2442.01,4,1
2010-07-01 00:00:00.000,"StarCraft Brood War",3900,4,1
2011-06-01 00:00:00.000,"TrackMania Nations Forever",2926.8,4,1
2011-06-01 00:00:00.000,"Arcana Heart 3",1000,4,1
2011-07-01 00:00:00.000,"Project M",225,4,1
2011-08-01 00:00:00.000,"TrackMania Nations Forever",245.47,4,1
2011-11-01 00:00:00.000,"TrackMania Nations Forever",316.31,4,1
2011-12-01 00:00:00.000,"TrackMania Nations Forever",2544.16,4,1
2012-01-01 00:00:00.000,"NHL 12",570.56,4,1
2012-02-01 00:00:00.000,"TrackMania Nations Forever",237.05,4,1
2012-04-01 00:00:00.000,"Mortal Kombat 9",3400,4,1
2012-04-01 00:00:00.000,"Soul Calibur V",3400,4,1
2012-05-01 00:00:00.000,"Project M",280,4,1
2012-05-01 00:00:00.000,"TrackMania Nations Forever",239,4,1
2012-09-01 00:00:00.000,"Super Street Fighter II Turbo",0,4,1
2012-10-01 00:00:00.000,"Call of Duty Black Ops 2",5193.6,4,1
2012-10-01 00:00:00.000,"Dead or Alive 5",0,4,1
2012-10-01 00:00:00.000,"Mortal Kombat 9",0,4,1
2013-03-01 00:00:00.000,"Unreal Tournament 3",165,4,1
2013-03-01 00:00:00.000,"Project M",40,4,1
2013-04-01 00:00:00.000,"Mortal Kombat 9",0,4,1
2013-05-01 00:00:00.000,"Halo 4",3000,4,1
2013-05-01 00:00:00.000,"Age of Empires III",375.85,4,1
2013-11-01 00:00:00.000,"Quake Live",15273.72,4,1
2013-11-01 00:00:00.000,"Dead or Alive 5 Ultimate",0,4,1
2013-11-01 00:00:00.000,"King of Fighters XIII",0,4,1
2014-01-01 00:00:00.000,"King of Fighters XIII",270,4,1
2014-01-01 00:00:00.000,"BlazBlue Chronophantasma",0,4,1
2014-01-01 00:00:00.000,"Guilty Gear XX Accent Core Plus R",0,4,1
2014-02-01 00:00:00.000,"Super Smash Bros.",30,4,1
2014-04-01 00:00:00.000,"Divekick",0,4,1
2014-04-01 00:00:00.000,"Skullgirls Encore",0,4,1
2014-05-01 00:00:00.000,"Street Fighter X Tekken",0,4,1
2014-07-01 00:00:00.000,"Pro Evolution Soccer 2014",29410.25,4,1
2014-11-01 00:00:00.000,"Super Smash Bros. Brawl",40,4,1
2015-01-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-02-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-03-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-03-01 00:00:00.000,"Marvel vs. Capcom 2",0,4,1
2015-04-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-04-01 00:00:00.000,"Street Fighter III 3rd Strike",0,4,1
2015-04-01 00:00:00.000,"Super Street Fighter II Turbo",0,4,1
2015-05-01 00:00:00.000,"Age of Empires II",1000,4,1
2015-05-01 00:00:00.000,"StarCraft Brood War",75,4,1
2015-06-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-06-01 00:00:00.000,"Call of Duty Black Ops 2",5000,4,1
2015-07-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-08-01 00:00:00.000,"Age of Empires III",1000,4,1
2015-09-01 00:00:00.000,"Attack on Titan Tribute Game",6000,4,1
2015-09-01 00:00:00.000,"Grey Goo",2000,4,1
2015-10-01 00:00:00.000,"Grey Goo",2000,4,1
2015-10-01 00:00:00.000,"Tetris",1000,4,1
2015-11-01 00:00:00.000,"TrackMania 2 Stadium",15000,4,1
2015-11-01 00:00:00.000,"Grey Goo",2000,4,1
2015-11-01 00:00:00.000,"Age of Empires III",385,4,1
2015-12-01 00:00:00.000,"TrackMania 2 Stadium",1087.27,4,1
2016-02-01 00:00:00.000,"Age of Empires III",1000,4,1
2016-03-01 00:00:00.000,"Tekken Tag Tournament 2",1620,4,1
2016-03-01 00:00:00.000,"Age of Empires III",120,4,1
2016-04-01 00:00:00.000,"Attack on Titan Tribute Game",5000,4,1
2016-05-01 00:00:00.000,"Pokk<U+00E9>n Tournament",160.17,4,1
2016-07-01 00:00:00.000,"Clash Royale",99750.27,4,1
2016-07-01 00:00:00.000,"Quake Live",2000,4,1
2016-07-01 00:00:00.000,"StarCraft Brood War",75,4,1
2016-09-01 00:00:00.000,"Super Smash Bros. Brawl",160,4,1
2016-10-01 00:00:00.000,"FIFA 17",15000,4,1
2017-01-01 00:00:00.000,"Rivals of Aether",11160,4,1
2017-01-01 00:00:00.000,"Critical Ops",106.41,4,1
2017-02-01 00:00:00.000,"Pro Evolution Soccer 2017",40000,4,1
2017-02-01 00:00:00.000,"Clash Royale",5000,4,1
2017-02-01 00:00:00.000,"BlazBlue Central Fiction",3240,4,1
2017-02-01 00:00:00.000,"Guilty Gear Xrd  REVELATOR",3210,4,1
2017-02-01 00:00:00.000,"Under Night In Birth EXE Late",750,4,1
2017-02-01 00:00:00.000,"Age of Empires III",200,4,1
2017-02-01 00:00:00.000,"King of Fighters XIV",150,4,1
2017-05-01 00:00:00.000,"Super Smash Bros.",887.31,4,1
2017-08-01 00:00:00.000,"Age of Empires II",5800,4,1
2017-09-01 00:00:00.000,"Pokk<U+00E9>n Tournament DX",1340,4,1
2017-09-01 00:00:00.000,"Call of Duty Infinite Warfare",368.55,4,1
2017-10-01 00:00:00.000,"Call of Duty Modern Warfare 2",1500,4,1
2018-03-01 00:00:00.000,"Old School Runescape",32000,4,1
2018-03-01 00:00:00.000,"Age of Empires Online",500,4,1
2018-03-01 00:00:00.000,"StarCraft Brood War",315.01,4,1
2018-03-01 00:00:00.000,"Age of Empires III",250,4,1
2018-04-01 00:00:00.000,"Faeria",2500,4,1
2018-05-01 00:00:00.000,"Ultra Street Fighter IV",170.81,4,1
2018-05-01 00:00:00.000,"Sailor Moon S",163.06,4,1
2018-05-01 00:00:00.000,"Garou Mark of the Wolves",108.71,4,1
2018-05-01 00:00:00.000,"Samurai Shodown V Special",108.71,4,1
2018-05-01 00:00:00.000,"Soul Calibur II HD Online",85.41,4,1
2018-05-01 00:00:00.000,"Windjammers",85.41,4,1
2018-05-01 00:00:00.000,"Soul Calibur V",77.64,4,1
2018-06-01 00:00:00.000,"Old School Runescape",32000,4,1
2018-06-01 00:00:00.000,"Pokk<U+00E9>n Tournament DX",1000,4,1
2018-08-01 00:00:00.000,"Pokk<U+00E9>n Tournament DX",770,4,1
2018-08-01 00:00:00.000,"Sailor Moon S",320,4,1
2018-09-01 00:00:00.000,"Old School Runescape",32000,4,1
2018-09-01 00:00:00.000,"Guns of Boom",700,4,1
2018-10-01 00:00:00.000,"Age of Empires III",1500,4,1
2018-11-01 00:00:00.000,"Guns of Boom",100000,4,1
2018-11-01 00:00:00.000,"QuakeWorld",566.94,4,1
2018-12-01 00:00:00.000,"Old School Runescape",32000,4,1
2018-12-01 00:00:00.000,"NHL 19",366.67,4,1
2018-12-01 00:00:00.000,"Mario Kart 8 Deluxe",220,4,1
2018-12-01 00:00:00.000,"Super Mario Party",220,4,1
2019-01-01 00:00:00.000,"Age of Empires",100,4,1
2019-02-01 00:00:00.000,"Age of Empires",4300,4,1
2019-03-01 00:00:00.000,"Old School Runescape",32000,4,1
2019-04-01 00:00:00.000,"BlazBlue Cross Tag Battle",360,4,1
2019-05-01 00:00:00.000,"Puyo Puyo Champions",1786.8,4,1
2019-05-01 00:00:00.000,"Windjammers",1116.75,4,1
2019-05-01 00:00:00.000,"Warparty",1000,4,1
2019-06-01 00:00:00.000,"Guns of Boom",10000,4,1
2019-07-01 00:00:00.000,"Brawl Stars",1500,4,1
2019-07-01 00:00:00.000,"BlazBlue Central Fiction",382.41,4,1
2019-08-01 00:00:00.000,"Teenage Mutant Ninja Turtles Tournament Fighters",320,4,1
2019-08-01 00:00:00.000,"Sailor Moon S",250,4,1
2019-08-01 00:00:00.000,"ARMS",150,4,1
2019-09-01 00:00:00.000,"Asphalt 9 Legends",31900,4,1
2019-09-01 00:00:00.000,"Call of Duty Blackout",5000,4,1
2019-10-01 00:00:00.000,"Tekken 5 Dark Resurrection",210,4,1
2019-10-01 00:00:00.000,"Virtua Fighter 5 Final Showdown",160,4,1
2019-11-01 00:00:00.000,"Dead or Alive 6",8184,4,1
2019-12-01 00:00:00.000,"Ring of Elysium",4000,4,1
2020-01-01 00:00:00.000,"Age of Empires III",380,4,1
2020-02-01 00:00:00.000,"Street Fighter V Champion Edition",1000,4,1
2020-02-01 00:00:00.000,"Under Night In Birth ExeLate[cl r]",1000,4,1
2020-02-01 00:00:00.000,"Super Smash Bros.",377.18,4,1
2020-03-01 00:00:00.000,"Doom II Hell on Earth",1500,4,1
2020-06-01 00:00:00.000,"Beat Aim",100,4,1
2020-07-01 00:00:00.000,"Tetris",401.38,4,1
2020-08-01 00:00:00.000,"Rivals of Aether",406.51,4,1
2020-09-01 00:00:00.000,"Tetr.io",200,4,1
2020-09-01 00:00:00.000,"Warparty",175,4,1
2020-10-01 00:00:00.000,"Super Smash Bros. Melee",240.8,4,1
2020-10-01 00:00:00.000,"Tetr.io",203.6,4,1
2020-10-01 00:00:00.000,"TrackMania 2 Stadium",164.64,4,1
2020-10-01 00:00:00.000,"Xonotic",26.07,4,1
2020-11-01 00:00:00.000,"Tetris",400,4,1
2020-11-01 00:00:00.000,"Smash Remix",299.06,4,1
2020-11-01 00:00:00.000,"Rivals of Aether",224.11,4,1
2020-11-01 00:00:00.000,"Kirby Fighters 2",222.86,4,1
2020-12-01 00:00:00.000,"Star Wars Squadrons",800,4,1
2020-12-01 00:00:00.000,"Quake Champions",70,4,1
2021-01-01 00:00:00.000,"Call of Duty Black Ops Cold War",5000,4,1
2021-01-01 00:00:00.000,"Tetris",129.41,4,1
2021-02-01 00:00:00.000,"Tetris",104.71,4,1
1998-11-01 00:00:00.000,"QuakeWorld",22000,0,1
2002-05-01 00:00:00.000,"Quake III Arena",9666.1,0,1
2002-12-01 00:00:00.000,"Return to Castle Wolfenstein",14424.3,0,1
2002-12-01 00:00:00.000,"NASCAR Thunder 2002",7679.25,0,1
2002-12-01 00:00:00.000,"Star Wars Jedi Knight II Jedi Outcast",7679.25,0,1
2003-03-01 00:00:00.000,"Halo Combat Evolved",12500,0,1
2003-03-01 00:00:00.000,"Tekken 4",12500,0,1
2003-03-01 00:00:00.000,"Unreal Tournament 2003",12500,0,1
2003-04-01 00:00:00.000,"Unreal Tournament 2003",15199.05,0,1
2003-06-01 00:00:00.000,"NASCAR Thunder 2003",5933.5,0,1
2003-12-01 00:00:00.000,"FIFA 04",0,0,1
2004-06-01 00:00:00.000,"FIFA 04",0,0,1
2004-12-01 00:00:00.000,"FIFA 05",0,0,1
2005-06-01 00:00:00.000,"FIFA 05",9427.07,0,1
2005-08-01 00:00:00.000,"Battlefield 2",3148.82,0,1
2005-08-01 00:00:00.000,"Call of Duty",629.77,0,1
2005-08-01 00:00:00.000,"Counter Strike Source",629.77,0,1
2005-11-01 00:00:00.000,"Defense of the Ancients",1736.36,0,1
2006-04-01 00:00:00.000,"Call of Duty 2",619.88,0,1
2006-05-01 00:00:00.000,"Call of Duty 2",3000,0,1
2006-06-01 00:00:00.000,"FIFA 06",9856.52,0,1
2006-06-01 00:00:00.000,"Battlefield 2",6571.01,0,1
2006-07-01 00:00:00.000,"Battlefield 2",50000,0,1
2006-07-01 00:00:00.000,"Ghost Recon Advanced Warfighter",8000,0,1
2006-08-01 00:00:00.000,"Battlefield 2",9482.11,0,1
2006-08-01 00:00:00.000,"Call of Duty 2",663.74,0,1
2006-09-01 00:00:00.000,"Call of Duty 2",9500,0,1
2006-09-01 00:00:00.000,"Quake 4",9000,0,1
2006-12-01 00:00:00.000,"Ghost Recon Advanced Warfighter",16000,0,1
2006-12-01 00:00:00.000,"Battlefield 2",0,0,1
2007-02-01 00:00:00.000,"Defense of the Ancients",9548.34,0,1
2007-04-01 00:00:00.000,"Battlefield 2",4901.26,0,1
2007-04-01 00:00:00.000,"S.T.A.L.K.E.R. Shadow of Chernobyl",4901.26,0,1
2007-04-01 00:00:00.000,"Supreme Commander",4901.26,0,1
2007-04-01 00:00:00.000,"Day of Defeat Source",996.07,0,1
2007-04-01 00:00:00.000,"Call of Duty 2",686.18,0,1
2007-05-01 00:00:00.000,"Call of Duty 2",5953.8,0,1
2007-06-01 00:00:00.000,"World in Conflict",20000,0,1
2007-06-01 00:00:00.000,"Gears of War",0,0,1
2007-07-01 00:00:00.000,"Gears of War",14000,0,1
2007-08-01 00:00:00.000,"Rainbow Six Vegas",16700,0,1
2007-08-01 00:00:00.000,"Gears of War",14000,0,1
2007-08-01 00:00:00.000,"Shadowrun",4000,0,1
2007-08-01 00:00:00.000,"Battlefield 2",1613.6,0,1
2007-08-01 00:00:00.000,"Call of Duty 2",1613.6,0,1
2007-09-01 00:00:00.000,"World in Conflict",20000,0,1
2007-09-01 00:00:00.000,"Rainbow Six Vegas",16700,0,1
2007-09-01 00:00:00.000,"Gears of War",14000,0,1
2007-09-01 00:00:00.000,"Shadowrun",4000,0,1
2007-10-01 00:00:00.000,"Rainbow Six Vegas",84000,0,1
2007-10-01 00:00:00.000,"Shadowrun",16000,0,1
2007-11-01 00:00:00.000,"Crysis",8364,0,1
2007-11-01 00:00:00.000,"Enemy Territory Quake Wars",6273,0,1
2007-12-01 00:00:00.000,"Team Fortress 2",5000,0,1
2007-12-01 00:00:00.000,"Battlefield 2142",0,0,1
2008-01-01 00:00:00.000,"World in Conflict",20000,0,1
2008-02-01 00:00:00.000,"Age of Empires II",437.08,0,1
2008-03-01 00:00:00.000,"Team Fortress 2",4961.58,0,1
2008-03-01 00:00:00.000,"Battlefield 2",2976.95,0,1
2008-03-01 00:00:00.000,"Crysis",2976.95,0,1
2008-03-01 00:00:00.000,"Gears of War",2974.5,0,1
2008-03-01 00:00:00.000,"Supreme Commander Forged Alliance",1290.01,0,1
2008-03-01 00:00:00.000,"World in Conflict",595.38,0,1
2008-04-01 00:00:00.000,"Gears of War",7500,0,1
2008-06-01 00:00:00.000,"Rainbow Six Vegas 2",7500,0,1
2008-07-01 00:00:00.000,"Gears of War",7500,0,1
2008-08-01 00:00:00.000,"Gears of War",7500,0,1
2008-08-01 00:00:00.000,"Rainbow Six Vegas 2",7500,0,1
2008-10-01 00:00:00.000,"Gears of War",7500,0,1
2008-10-01 00:00:00.000,"Rainbow Six Vegas 2",7500,0,1
2008-11-01 00:00:00.000,"Gears of War",34000,0,1
2008-11-01 00:00:00.000,"Rainbow Six Vegas 2",34000,0,1
2008-11-01 00:00:00.000,"QuakeWorld",2775.07,0,1
2009-03-01 00:00:00.000,"Defense of the Ancients",2632.35,0,1
2009-04-01 00:00:00.000,"Gears of War 2",15000,0,1
2009-06-01 00:00:00.000,"Gears of War 2",15000,0,1
2009-07-01 00:00:00.000,"Defense of the Ancients",2139.16,0,1
2009-08-01 00:00:00.000,"Gears of War 2",15000,0,1
2009-09-01 00:00:00.000,"Call of Duty 2",4401.02,0,1
2009-11-01 00:00:00.000,"Gears of War 2",15000,0,1
2009-11-01 00:00:00.000,"Rainbow Six Vegas 2",15000,0,1
2009-12-01 00:00:00.000,"FIFA 09",10087.8,0,1
2010-01-01 00:00:00.000,"Gears of War 2",75000,0,1
2010-02-01 00:00:00.000,"Special Force",43250,0,1
2010-02-01 00:00:00.000,"Call of Duty 4 Modern Warfare",748.99,0,1
2010-04-01 00:00:00.000,"Defense of the Ancients",3550.66,0,1
2010-04-01 00:00:00.000,"Heroes of Newerth",1000,0,1
2010-07-01 00:00:00.000,"Day of Defeat Source",916.34,0,1
2010-07-01 00:00:00.000,"Heroes of Newerth",500,0,1
2010-08-01 00:00:00.000,"Special Force",42350,0,1
2010-08-01 00:00:00.000,"Gears of War",10193.3,0,1
2010-08-01 00:00:00.000,"Heroes of Newerth",3867.85,0,1
2010-11-01 00:00:00.000,"CrossFire",23000,0,1
2010-11-01 00:00:00.000,"Halo Reach",14000,0,1
2010-11-01 00:00:00.000,"FIFA 10",8020.8,0,1
2010-12-01 00:00:00.000,"Day of Defeat Source",991.75,0,1
2011-02-01 00:00:00.000,"Call of Duty Modern Warfare 2",10000,0,1
2011-03-01 00:00:00.000,"Special Force",44650,0,1
2011-04-01 00:00:00.000,"Gears of War",4127,0,1
2011-05-01 00:00:00.000,"Heroes of Newerth",1350,0,1
2011-10-01 00:00:00.000,"Heroes of Newerth",5000,0,1
2012-03-01 00:00:00.000,"BlazBlue Continuum Shift II",16999.58,0,1
2012-04-01 00:00:00.000,"World of Tanks",15000,0,1
2012-04-01 00:00:00.000,"Call of Duty 4 Modern Warfare",2288.77,0,1
2012-06-01 00:00:00.000,"Defense of the Ancients",5968.98,0,1
2012-11-01 00:00:00.000,"Point Blank",5500,0,1
2012-11-01 00:00:00.000,"World of Tanks",5000,0,1
2012-11-01 00:00:00.000,"Call of Duty Black Ops",240,0,1
2013-01-01 00:00:00.000,"Call of Duty 4 Modern Warfare",3339.24,0,1
2013-09-01 00:00:00.000,"SMITE",20000,0,1
2013-10-01 00:00:00.000,"World of Tanks",100000,0,1
2013-10-01 00:00:00.000,"Defense of the Ancients",5955.02,0,1
2013-11-01 00:00:00.000,"World of Tanks",100000,0,1
2014-01-01 00:00:00.000,"Call of Duty 4 Modern Warfare",1476.18,0,1
2014-01-01 00:00:00.000,"Halo 3",1476.18,0,1
2014-02-01 00:00:00.000,"World of Tanks",100000,0,1
2014-02-01 00:00:00.000,"Team Fortress 2",1373.73,0,1
2014-03-01 00:00:00.000,"Call of Duty 4 Modern Warfare",1375.3,0,1
2014-04-01 00:00:00.000,"Call of Duty 4 Modern Warfare",3177.45,0,1
2014-05-01 00:00:00.000,"NHL 14",1822.4,0,1
2014-09-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",11000,0,1
2014-11-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",21010,0,1
2015-04-01 00:00:00.000,"Call of Duty 4 Modern Warfare",2703.33,0,1
2015-04-01 00:00:00.000,"NHL 15",1765.26,0,1
2015-05-01 00:00:00.000,"Team Fortress 2",500,0,1
2015-05-01 00:00:00.000,"Legend of Glory",472.66,0,1
2015-06-01 00:00:00.000,"Point Blank",2548,0,1
2015-07-01 00:00:00.000,"NHL 15",1000,0,1
2015-08-01 00:00:00.000,"Splatoon",50,0,1
2015-11-01 00:00:00.000,"ShootMania Storm",10000,0,1
2016-01-01 00:00:00.000,"Splatoon",620,0,1
2016-04-01 00:00:00.000,"Naruto Shippuden Ultimate Ninja Storm 4",1000,0,1
2016-04-01 00:00:00.000,"Marvel vs. Capcom 3",199.29,0,1
2016-07-01 00:00:00.000,"FIFA Online 3",301000,0,1
2016-07-01 00:00:00.000,"Heroes of Newerth",3585.02,0,1
2016-08-01 00:00:00.000,"Naruto Shippuden Ultimate Ninja Storm 4",1000,0,1
2016-12-01 00:00:00.000,"MechWarrior Online",143490,0,1
2017-02-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",1000,0,1
2017-04-01 00:00:00.000,"Street Fighter III 3rd Strike",38.36,0,1
2017-06-01 00:00:00.000,"Heroes of Newerth",530.45,0,1
2017-08-01 00:00:00.000,"Critical Ops",10000,0,1
2017-08-01 00:00:00.000,"Splatoon 2",300,0,1
2018-01-01 00:00:00.000,"World of Tanks Blitz",0,0,1
2018-04-01 00:00:00.000,"Heroes of Newerth",64039.12,0,1
2018-04-01 00:00:00.000,"World of Tanks Blitz",3330,0,1
2018-06-01 00:00:00.000,"World of Tanks Blitz",20000,0,1
2018-06-01 00:00:00.000,"Critical Ops",2500,0,1
2018-06-01 00:00:00.000,"Splatoon 2",2000,0,1
2018-07-01 00:00:00.000,"World of Tanks Blitz",0,0,1
2018-09-01 00:00:00.000,"Call of Duty Black Ops 4",0,0,1
2018-10-01 00:00:00.000,"World of Tanks Blitz",10000,0,1
2019-07-01 00:00:00.000,"Mordhau",123,0,1
2019-08-01 00:00:00.000,"Clash of Clans",40000,0,1
2020-03-01 00:00:00.000,"CrossFire",458066.52,0,1
1998-12-01 00:00:00.000,"Age of Empires",2000,1,1
1999-08-01 00:00:00.000,"Descent 3",50000,1,1
2000-04-01 00:00:00.000,"Age of Empires II",5015,1,1
2000-06-01 00:00:00.000,"StarCraft Brood War",4494.37,1,1
2001-04-01 00:00:00.000,"Age of Empires II",200,1,1
2001-05-01 00:00:00.000,"Age of Empires II",500,1,1
2001-08-01 00:00:00.000,"Age of Empires II",500,1,1
2001-12-01 00:00:00.000,"Aliens versus Predator 2",40000,1,1
2002-01-01 00:00:00.000,"Age of Empires II",1000,1,1
2002-02-01 00:00:00.000,"Age of Empires II",1000,1,1
2002-03-01 00:00:00.000,"Age of Empires II",1000,1,1
2002-05-01 00:00:00.000,"StarCraft Brood War",4913.16,1,1
2002-06-01 00:00:00.000,"Age of Empires II",1000,1,1
2002-10-01 00:00:00.000,"Age of Empires II",1000,1,1
2002-11-01 00:00:00.000,"WarCraft III",106,1,1
2003-07-01 00:00:00.000,"Age of Empires II",200,1,1
2003-08-01 00:00:00.000,"Super Smash Bros. Melee",1000,1,1
2004-06-01 00:00:00.000,"Live for Speed",0,1,1
2004-10-01 00:00:00.000,"Doom 3",120748.16,1,1
2004-12-01 00:00:00.000,"Live for Speed",0,1,1
2005-01-01 00:00:00.000,"Age of Empires II",50,1,1
2005-02-01 00:00:00.000,"Age of Empires II",200,1,1
2006-01-01 00:00:00.000,"Madden NFL 2006",100000,1,1
2006-03-01 00:00:00.000,"FIFA 06",200,1,1
2006-07-01 00:00:00.000,"Day of Defeat",10300,1,1
2006-12-01 00:00:00.000,"Live for Speed",0,1,1
2007-01-01 00:00:00.000,"Madden NFL 2007",100000,1,1
2007-10-01 00:00:00.000,"Madden NFL 2008",100000,1,1
2008-03-01 00:00:00.000,"TrackMania Nations Forever",558.6,1,1
2008-05-01 00:00:00.000,"Halo 3",50000,1,1
2008-08-01 00:00:00.000,"Unreal Tournament 2003",1700,1,1
2008-10-01 00:00:00.000,"Madden NFL 2009",100000,1,1
2008-12-01 00:00:00.000,"Quake III Arena",974.36,1,1
2009-01-01 00:00:00.000,"TrackMania Nations Forever",1459.5,1,1
2010-01-01 00:00:00.000,"TrackMania Nations Forever",142.73,1,1
2010-02-01 00:00:00.000,"StarCraft II",136.18,1,1
2010-05-01 00:00:00.000,"Call of Duty Modern Warfare 2",8000,1,1
2010-08-01 00:00:00.000,"TrackMania Nations Forever",1289.97,1,1
2010-09-01 00:00:00.000,"TrackMania Nations Forever",260.69,1,1
2010-09-01 00:00:00.000,"FIFA 11",130.68,1,1
2010-10-01 00:00:00.000,"Soul Calibur IV",100000,1,1
2011-12-01 00:00:00.000,"Age of Empires II",1000,1,1
2012-05-01 00:00:00.000,"Age of Empires II",335,1,1
2012-05-01 00:00:00.000,"QuakeWorld",255.66,1,1
2013-01-01 00:00:00.000,"Age of Empires II",804.27,1,1
2013-01-01 00:00:00.000,"StarCraft Brood War",473.58,1,1
2013-02-01 00:00:00.000,"NHL 13",70000,1,1
2013-02-01 00:00:00.000,"ShootMania Storm",131.91,1,1
2013-04-01 00:00:00.000,"Age of Empires II",1000,1,1
2013-04-01 00:00:00.000,"Persona 4 Arena",0,1,1
2013-08-01 00:00:00.000,"Doom II Hell on Earth",1000,1,1
2013-09-01 00:00:00.000,"Super Smash Bros.",81,1,1
2013-10-01 00:00:00.000,"Hearthstone",25,1,1
2014-09-01 00:00:00.000,"FIFA 15",128.87,1,1
2014-11-01 00:00:00.000,"StarCraft Brood War",2710.2,1,1
2014-12-01 00:00:00.000,"TrackMania 2 Stadium",24.63,1,1
2015-10-01 00:00:00.000,"QuakeWorld",55.09,1,1
2016-01-01 00:00:00.000,"Reflex",32.74,1,1
2016-03-01 00:00:00.000,"Old School Runescape",10000,1,1
2016-04-01 00:00:00.000,"Rivals of Aether",250,1,1
2016-05-01 00:00:00.000,"Age of Empires III",150,1,1
2016-06-01 00:00:00.000,"Old School Runescape",10000,1,1
2016-09-01 00:00:00.000,"TrackMania 2 Stadium",56,1,1
2016-09-01 00:00:00.000,"Pokk<U+00E9>n Tournament",50,1,1
2016-10-01 00:00:00.000,"Old School Runescape",10000,1,1
2016-11-01 00:00:00.000,"Rivals of Aether",250,1,1
2016-12-01 00:00:00.000,"Old School Runescape",10000,1,1
2017-03-01 00:00:00.000,"Old School Runescape",10000,1,1
2017-09-01 00:00:00.000,"Old School Runescape",10000,1,1
2017-10-01 00:00:00.000,"Pokk<U+00E9>n Tournament",200,1,1
2017-12-01 00:00:00.000,"Madden NFL 2018",5000,1,1
2018-01-01 00:00:00.000,"Age of Empires",50,1,1
2018-02-01 00:00:00.000,"Dragon Ball FighterZ",105,1,1
2018-05-01 00:00:00.000,"NHL 18",5000,1,1
2018-05-01 00:00:00.000,"rFactor 2",113,1,1
2018-08-01 00:00:00.000,"rFactor 2",100,1,1
2018-10-01 00:00:00.000,"NHL 19",2500,1,1
2018-12-01 00:00:00.000,"Madden NFL 19",25000,1,1
2018-12-01 00:00:00.000,"FIFA 18",344.33,1,1
2018-12-01 00:00:00.000,"Lethal League Blaze",11.4,1,1
2019-01-01 00:00:00.000,"Company of Heroes 2",300,1,1
2019-02-01 00:00:00.000,"Virtua Fighter 5",80,1,1
2019-03-01 00:00:00.000,"Hand of the Gods",34.2,1,1
2019-04-01 00:00:00.000,"Age of Empires III",100,1,1
2019-05-01 00:00:00.000,"NHL 19",700,1,1
2019-05-01 00:00:00.000,"King of Fighters 98",500,1,1
2019-06-01 00:00:00.000,"iRacing.com",111,1,1
2019-07-01 00:00:00.000,"Doom II Hell on Earth",1200,1,1
2019-07-01 00:00:00.000,"Quake II",1200,1,1
2019-07-01 00:00:00.000,"QuakeWorld",1200,1,1
2019-08-01 00:00:00.000,"FIFA 20",1000,1,1
2019-08-01 00:00:00.000,"Yu Gi Oh! Duel Links",20,1,1
2020-01-01 00:00:00.000,"Assetto Corsa",30996,1,1
2020-07-01 00:00:00.000,"Artifact 2.0",50,1,1
2020-08-01 00:00:00.000,"Artifact 2.0",60,1,1
2020-09-01 00:00:00.000,"Artifact 2.0",45,1,1
2020-10-01 00:00:00.000,"RaceRoom Racing Experience",295,1,1
2020-10-01 00:00:00.000,"Artifact 2.0",20,1,1
2020-11-01 00:00:00.000,"Artifact 2.0",46.2,1,1
1999-04-01 00:00:00.000,"StarCraft Brood War",3000,2,1
2000-01-01 00:00:00.000,"Age of Empires II",35335.86,2,1
2004-05-01 00:00:00.000,"Age of Empires II",300,2,1
2004-07-01 00:00:00.000,"Age of Empires II",700,2,1
2004-10-01 00:00:00.000,"Soul Calibur II",2700,2,1
2004-11-01 00:00:00.000,"Age of Empires II",658.13,2,1
2005-07-01 00:00:00.000,"Age of Empires II",716.91,2,1
2005-08-01 00:00:00.000,"Quake 4",4000,2,1
2005-10-01 00:00:00.000,"StarCraft Brood War",13000,2,1
2005-12-01 00:00:00.000,"FIFA 06",26000,2,1
2006-07-01 00:00:00.000,"Dead or Alive 4",15000,2,1
2006-07-01 00:00:00.000,"Forza Motorsport 2",15000,2,1
2006-10-01 00:00:00.000,"FIFA 07",1300,2,1
2007-10-01 00:00:00.000,"TrackMania Nations",274,2,1
2007-11-01 00:00:00.000,"Age of Empires II",200,2,1
