Date,DateAsInteger,Year,Monthnumber,YearMonthnumber,YearMonthShort,MonthNameShort,MonthNameLong,DayOfWeekNumber,DayOfWeek,DayOfWeekShort,Quarter,YearQuarter
2020-04-21 00:00:00.000,"04212020",2020,"04","2020/04","2020/Apr","Apr","April",3,"Tuesday","Tue","Q2","2020/Q2"
2020-04-22 00:00:00.000,"04222020",2020,"04","2020/04","2020/Apr","Apr","April",4,"Wednesday","Wed","Q2","2020/Q2"
2020-04-23 00:00:00.000,"04232020",2020,"04","2020/04","2020/Apr","Apr","April",5,"Thursday","Thu","Q2","2020/Q2"
2020-04-24 00:00:00.000,"04242020",2020,"04","2020/04","2020/Apr","Apr","April",6,"Friday","Fri","Q2","2020/Q2"
2020-04-25 00:00:00.000,"04252020",2020,"04","2020/04","2020/Apr","Apr","April",7,"Saturday","Sat","Q2","2020/Q2"
2020-04-26 00:00:00.000,"04262020",2020,"04","2020/04","2020/Apr","Apr","April",1,"Sunday","Sun","Q2","2020/Q2"
2020-04-27 00:00:00.000,"04272020",2020,"04","2020/04","2020/Apr","Apr","April",2,"Monday","Mon","Q2","2020/Q2"
2020-04-28 00:00:00.000,"04282020",2020,"04","2020/04","2020/Apr","Apr","April",3,"Tuesday","Tue","Q2","2020/Q2"
2020-04-29 00:00:00.000,"04292020",2020,"04","2020/04","2020/Apr","Apr","April",4,"Wednesday","Wed","Q2","2020/Q2"
2020-04-30 00:00:00.000,"04302020",2020,"04","2020/04","2020/Apr","Apr","April",5,"Thursday","Thu","Q2","2020/Q2"
2020-05-01 00:00:00.000,"05012020",2020,"05","2020/05","2020/May","May","May",6,"Friday","Fri","Q2","2020/Q2"
2020-05-02 00:00:00.000,"05022020",2020,"05","2020/05","2020/May","May","May",7,"Saturday","Sat","Q2","2020/Q2"
2020-05-03 00:00:00.000,"05032020",2020,"05","2020/05","2020/May","May","May",1,"Sunday","Sun","Q2","2020/Q2"
2020-05-04 00:00:00.000,"05042020",2020,"05","2020/05","2020/May","May","May",2,"Monday","Mon","Q2","2020/Q2"
2020-05-05 00:00:00.000,"05052020",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tue","Q2","2020/Q2"
2020-05-06 00:00:00.000,"05062020",2020,"05","2020/05","2020/May","May","May",4,"Wednesday","Wed","Q2","2020/Q2"
2020-05-07 00:00:00.000,"05072020",2020,"05","2020/05","2020/May","May","May",5,"Thursday","Thu","Q2","2020/Q2"
2020-05-08 00:00:00.000,"05082020",2020,"05","2020/05","2020/May","May","May",6,"Friday","Fri","Q2","2020/Q2"
2020-05-09 00:00:00.000,"05092020",2020,"05","2020/05","2020/May","May","May",7,"Saturday","Sat","Q2","2020/Q2"
2020-05-10 00:00:00.000,"05102020",2020,"05","2020/05","2020/May","May","May",1,"Sunday","Sun","Q2","2020/Q2"
2020-05-11 00:00:00.000,"05112020",2020,"05","2020/05","2020/May","May","May",2,"Monday","Mon","Q2","2020/Q2"
2020-05-12 00:00:00.000,"05122020",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tue","Q2","2020/Q2"
2020-05-13 00:00:00.000,"05132020",2020,"05","2020/05","2020/May","May","May",4,"Wednesday","Wed","Q2","2020/Q2"
2020-05-14 00:00:00.000,"05142020",2020,"05","2020/05","2020/May","May","May",5,"Thursday","Thu","Q2","2020/Q2"
2020-05-15 00:00:00.000,"05152020",2020,"05","2020/05","2020/May","May","May",6,"Friday","Fri","Q2","2020/Q2"
2020-05-16 00:00:00.000,"05162020",2020,"05","2020/05","2020/May","May","May",7,"Saturday","Sat","Q2","2020/Q2"
2020-05-17 00:00:00.000,"05172020",2020,"05","2020/05","2020/May","May","May",1,"Sunday","Sun","Q2","2020/Q2"
2020-05-18 00:00:00.000,"05182020",2020,"05","2020/05","2020/May","May","May",2,"Monday","Mon","Q2","2020/Q2"
2020-05-19 00:00:00.000,"05192020",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tue","Q2","2020/Q2"
2020-05-20 00:00:00.000,"05202020",2020,"05","2020/05","2020/May","May","May",4,"Wednesday","Wed","Q2","2020/Q2"
2020-05-21 00:00:00.000,"05212020",2020,"05","2020/05","2020/May","May","May",5,"Thursday","Thu","Q2","2020/Q2"
2020-05-22 00:00:00.000,"05222020",2020,"05","2020/05","2020/May","May","May",6,"Friday","Fri","Q2","2020/Q2"
2020-05-23 00:00:00.000,"05232020",2020,"05","2020/05","2020/May","May","May",7,"Saturday","Sat","Q2","2020/Q2"
2020-05-24 00:00:00.000,"05242020",2020,"05","2020/05","2020/May","May","May",1,"Sunday","Sun","Q2","2020/Q2"
2020-05-25 00:00:00.000,"05252020",2020,"05","2020/05","2020/May","May","May",2,"Monday","Mon","Q2","2020/Q2"
2020-05-26 00:00:00.000,"05262020",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tue","Q2","2020/Q2"
2020-05-27 00:00:00.000,"05272020",2020,"05","2020/05","2020/May","May","May",4,"Wednesday","Wed","Q2","2020/Q2"
2020-05-28 00:00:00.000,"05282020",2020,"05","2020/05","2020/May","May","May",5,"Thursday","Thu","Q2","2020/Q2"
2020-05-29 00:00:00.000,"05292020",2020,"05","2020/05","2020/May","May","May",6,"Friday","Fri","Q2","2020/Q2"
2020-05-30 00:00:00.000,"05302020",2020,"05","2020/05","2020/May","May","May",7,"Saturday","Sat","Q2","2020/Q2"
2020-05-31 00:00:00.000,"05312020",2020,"05","2020/05","2020/May","May","May",1,"Sunday","Sun","Q2","2020/Q2"
2020-06-01 00:00:00.000,"06012020",2020,"06","2020/06","2020/Jun","Jun","June",2,"Monday","Mon","Q2","2020/Q2"
2020-06-02 00:00:00.000,"06022020",2020,"06","2020/06","2020/Jun","Jun","June",3,"Tuesday","Tue","Q2","2020/Q2"
2020-06-03 00:00:00.000,"06032020",2020,"06","2020/06","2020/Jun","Jun","June",4,"Wednesday","Wed","Q2","2020/Q2"
2020-06-04 00:00:00.000,"06042020",2020,"06","2020/06","2020/Jun","Jun","June",5,"Thursday","Thu","Q2","2020/Q2"
2020-06-05 00:00:00.000,"06052020",2020,"06","2020/06","2020/Jun","Jun","June",6,"Friday","Fri","Q2","2020/Q2"
2020-06-06 00:00:00.000,"06062020",2020,"06","2020/06","2020/Jun","Jun","June",7,"Saturday","Sat","Q2","2020/Q2"
2020-06-07 00:00:00.000,"06072020",2020,"06","2020/06","2020/Jun","Jun","June",1,"Sunday","Sun","Q2","2020/Q2"
2020-06-08 00:00:00.000,"06082020",2020,"06","2020/06","2020/Jun","Jun","June",2,"Monday","Mon","Q2","2020/Q2"
2020-06-09 00:00:00.000,"06092020",2020,"06","2020/06","2020/Jun","Jun","June",3,"Tuesday","Tue","Q2","2020/Q2"
2020-06-10 00:00:00.000,"06102020",2020,"06","2020/06","2020/Jun","Jun","June",4,"Wednesday","Wed","Q2","2020/Q2"
2020-06-11 00:00:00.000,"06112020",2020,"06","2020/06","2020/Jun","Jun","June",5,"Thursday","Thu","Q2","2020/Q2"
2020-06-12 00:00:00.000,"06122020",2020,"06","2020/06","2020/Jun","Jun","June",6,"Friday","Fri","Q2","2020/Q2"
2020-06-13 00:00:00.000,"06132020",2020,"06","2020/06","2020/Jun","Jun","June",7,"Saturday","Sat","Q2","2020/Q2"
2020-06-14 00:00:00.000,"06142020",2020,"06","2020/06","2020/Jun","Jun","June",1,"Sunday","Sun","Q2","2020/Q2"
2020-06-15 00:00:00.000,"06152020",2020,"06","2020/06","2020/Jun","Jun","June",2,"Monday","Mon","Q2","2020/Q2"
2020-06-16 00:00:00.000,"06162020",2020,"06","2020/06","2020/Jun","Jun","June",3,"Tuesday","Tue","Q2","2020/Q2"
2020-06-17 00:00:00.000,"06172020",2020,"06","2020/06","2020/Jun","Jun","June",4,"Wednesday","Wed","Q2","2020/Q2"
2020-06-18 00:00:00.000,"06182020",2020,"06","2020/06","2020/Jun","Jun","June",5,"Thursday","Thu","Q2","2020/Q2"
2020-06-19 00:00:00.000,"06192020",2020,"06","2020/06","2020/Jun","Jun","June",6,"Friday","Fri","Q2","2020/Q2"
2020-06-20 00:00:00.000,"06202020",2020,"06","2020/06","2020/Jun","Jun","June",7,"Saturday","Sat","Q2","2020/Q2"
2020-06-21 00:00:00.000,"06212020",2020,"06","2020/06","2020/Jun","Jun","June",1,"Sunday","Sun","Q2","2020/Q2"
2020-06-22 00:00:00.000,"06222020",2020,"06","2020/06","2020/Jun","Jun","June",2,"Monday","Mon","Q2","2020/Q2"
2020-06-23 00:00:00.000,"06232020",2020,"06","2020/06","2020/Jun","Jun","June",3,"Tuesday","Tue","Q2","2020/Q2"
2020-06-24 00:00:00.000,"06242020",2020,"06","2020/06","2020/Jun","Jun","June",4,"Wednesday","Wed","Q2","2020/Q2"
2020-06-25 00:00:00.000,"06252020",2020,"06","2020/06","2020/Jun","Jun","June",5,"Thursday","Thu","Q2","2020/Q2"
2020-06-26 00:00:00.000,"06262020",2020,"06","2020/06","2020/Jun","Jun","June",6,"Friday","Fri","Q2","2020/Q2"
2020-06-27 00:00:00.000,"06272020",2020,"06","2020/06","2020/Jun","Jun","June",7,"Saturday","Sat","Q2","2020/Q2"
2020-06-28 00:00:00.000,"06282020",2020,"06","2020/06","2020/Jun","Jun","June",1,"Sunday","Sun","Q2","2020/Q2"
2020-06-29 00:00:00.000,"06292020",2020,"06","2020/06","2020/Jun","Jun","June",2,"Monday","Mon","Q2","2020/Q2"
2020-06-30 00:00:00.000,"06302020",2020,"06","2020/06","2020/Jun","Jun","June",3,"Tuesday","Tue","Q2","2020/Q2"
2020-10-01 00:00:00.000,"10012020",2020,"10","2020/10","2020/Oct","Oct","October",5,"Thursday","Thu","Q4","2020/Q4"
2020-10-02 00:00:00.000,"10022020",2020,"10","2020/10","2020/Oct","Oct","October",6,"Friday","Fri","Q4","2020/Q4"
2020-10-03 00:00:00.000,"10032020",2020,"10","2020/10","2020/Oct","Oct","October",7,"Saturday","Sat","Q4","2020/Q4"
2020-10-04 00:00:00.000,"10042020",2020,"10","2020/10","2020/Oct","Oct","October",1,"Sunday","Sun","Q4","2020/Q4"
2020-10-05 00:00:00.000,"10052020",2020,"10","2020/10","2020/Oct","Oct","October",2,"Monday","Mon","Q4","2020/Q4"
2020-10-06 00:00:00.000,"10062020",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tue","Q4","2020/Q4"
2020-10-07 00:00:00.000,"10072020",2020,"10","2020/10","2020/Oct","Oct","October",4,"Wednesday","Wed","Q4","2020/Q4"
2020-10-08 00:00:00.000,"10082020",2020,"10","2020/10","2020/Oct","Oct","October",5,"Thursday","Thu","Q4","2020/Q4"
2020-10-09 00:00:00.000,"10092020",2020,"10","2020/10","2020/Oct","Oct","October",6,"Friday","Fri","Q4","2020/Q4"
2020-10-10 00:00:00.000,"10102020",2020,"10","2020/10","2020/Oct","Oct","October",7,"Saturday","Sat","Q4","2020/Q4"
2020-10-11 00:00:00.000,"10112020",2020,"10","2020/10","2020/Oct","Oct","October",1,"Sunday","Sun","Q4","2020/Q4"
2020-10-12 00:00:00.000,"10122020",2020,"10","2020/10","2020/Oct","Oct","October",2,"Monday","Mon","Q4","2020/Q4"
2020-10-13 00:00:00.000,"10132020",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tue","Q4","2020/Q4"
2020-10-14 00:00:00.000,"10142020",2020,"10","2020/10","2020/Oct","Oct","October",4,"Wednesday","Wed","Q4","2020/Q4"
2020-10-15 00:00:00.000,"10152020",2020,"10","2020/10","2020/Oct","Oct","October",5,"Thursday","Thu","Q4","2020/Q4"
2020-10-16 00:00:00.000,"10162020",2020,"10","2020/10","2020/Oct","Oct","October",6,"Friday","Fri","Q4","2020/Q4"
2020-10-17 00:00:00.000,"10172020",2020,"10","2020/10","2020/Oct","Oct","October",7,"Saturday","Sat","Q4","2020/Q4"
2020-10-18 00:00:00.000,"10182020",2020,"10","2020/10","2020/Oct","Oct","October",1,"Sunday","Sun","Q4","2020/Q4"
2020-10-19 00:00:00.000,"10192020",2020,"10","2020/10","2020/Oct","Oct","October",2,"Monday","Mon","Q4","2020/Q4"
2020-10-20 00:00:00.000,"10202020",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tue","Q4","2020/Q4"
2020-10-21 00:00:00.000,"10212020",2020,"10","2020/10","2020/Oct","Oct","October",4,"Wednesday","Wed","Q4","2020/Q4"
2020-10-22 00:00:00.000,"10222020",2020,"10","2020/10","2020/Oct","Oct","October",5,"Thursday","Thu","Q4","2020/Q4"
2020-10-23 00:00:00.000,"10232020",2020,"10","2020/10","2020/Oct","Oct","October",6,"Friday","Fri","Q4","2020/Q4"
2020-10-24 00:00:00.000,"10242020",2020,"10","2020/10","2020/Oct","Oct","October",7,"Saturday","Sat","Q4","2020/Q4"
2020-10-25 00:00:00.000,"10252020",2020,"10","2020/10","2020/Oct","Oct","October",1,"Sunday","Sun","Q4","2020/Q4"
2020-10-26 00:00:00.000,"10262020",2020,"10","2020/10","2020/Oct","Oct","October",2,"Monday","Mon","Q4","2020/Q4"
2020-10-27 00:00:00.000,"10272020",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tue","Q4","2020/Q4"
2020-10-28 00:00:00.000,"10282020",2020,"10","2020/10","2020/Oct","Oct","October",4,"Wednesday","Wed","Q4","2020/Q4"
2020-10-29 00:00:00.000,"10292020",2020,"10","2020/10","2020/Oct","Oct","October",5,"Thursday","Thu","Q4","2020/Q4"
2020-10-30 00:00:00.000,"10302020",2020,"10","2020/10","2020/Oct","Oct","October",6,"Friday","Fri","Q4","2020/Q4"
2020-10-31 00:00:00.000,"10312020",2020,"10","2020/10","2020/Oct","Oct","October",7,"Saturday","Sat","Q4","2020/Q4"
2020-11-01 00:00:00.000,"11012020",2020,"11","2020/11","2020/Nov","Nov","November",1,"Sunday","Sun","Q4","2020/Q4"
2020-11-02 00:00:00.000,"11022020",2020,"11","2020/11","2020/Nov","Nov","November",2,"Monday","Mon","Q4","2020/Q4"
2020-11-03 00:00:00.000,"11032020",2020,"11","2020/11","2020/Nov","Nov","November",3,"Tuesday","Tue","Q4","2020/Q4"
2020-11-04 00:00:00.000,"11042020",2020,"11","2020/11","2020/Nov","Nov","November",4,"Wednesday","Wed","Q4","2020/Q4"
2020-11-05 00:00:00.000,"11052020",2020,"11","2020/11","2020/Nov","Nov","November",5,"Thursday","Thu","Q4","2020/Q4"
2020-11-06 00:00:00.000,"11062020",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Fri","Q4","2020/Q4"
2020-11-07 00:00:00.000,"11072020",2020,"11","2020/11","2020/Nov","Nov","November",7,"Saturday","Sat","Q4","2020/Q4"
2020-11-08 00:00:00.000,"11082020",2020,"11","2020/11","2020/Nov","Nov","November",1,"Sunday","Sun","Q4","2020/Q4"
2020-11-09 00:00:00.000,"11092020",2020,"11","2020/11","2020/Nov","Nov","November",2,"Monday","Mon","Q4","2020/Q4"
2020-11-10 00:00:00.000,"11102020",2020,"11","2020/11","2020/Nov","Nov","November",3,"Tuesday","Tue","Q4","2020/Q4"
2020-11-11 00:00:00.000,"11112020",2020,"11","2020/11","2020/Nov","Nov","November",4,"Wednesday","Wed","Q4","2020/Q4"
2020-11-12 00:00:00.000,"11122020",2020,"11","2020/11","2020/Nov","Nov","November",5,"Thursday","Thu","Q4","2020/Q4"
2020-11-13 00:00:00.000,"11132020",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Fri","Q4","2020/Q4"
2020-11-14 00:00:00.000,"11142020",2020,"11","2020/11","2020/Nov","Nov","November",7,"Saturday","Sat","Q4","2020/Q4"
2020-11-15 00:00:00.000,"11152020",2020,"11","2020/11","2020/Nov","Nov","November",1,"Sunday","Sun","Q4","2020/Q4"
2020-11-16 00:00:00.000,"11162020",2020,"11","2020/11","2020/Nov","Nov","November",2,"Monday","Mon","Q4","2020/Q4"
2020-11-17 00:00:00.000,"11172020",2020,"11","2020/11","2020/Nov","Nov","November",3,"Tuesday","Tue","Q4","2020/Q4"
2020-11-18 00:00:00.000,"11182020",2020,"11","2020/11","2020/Nov","Nov","November",4,"Wednesday","Wed","Q4","2020/Q4"
2020-11-19 00:00:00.000,"11192020",2020,"11","2020/11","2020/Nov","Nov","November",5,"Thursday","Thu","Q4","2020/Q4"
2020-11-20 00:00:00.000,"11202020",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Fri","Q4","2020/Q4"
2020-11-21 00:00:00.000,"11212020",2020,"11","2020/11","2020/Nov","Nov","November",7,"Saturday","Sat","Q4","2020/Q4"
2020-11-22 00:00:00.000,"11222020",2020,"11","2020/11","2020/Nov","Nov","November",1,"Sunday","Sun","Q4","2020/Q4"
2020-11-23 00:00:00.000,"11232020",2020,"11","2020/11","2020/Nov","Nov","November",2,"Monday","Mon","Q4","2020/Q4"
2020-11-24 00:00:00.000,"11242020",2020,"11","2020/11","2020/Nov","Nov","November",3,"Tuesday","Tue","Q4","2020/Q4"
2020-11-25 00:00:00.000,"11252020",2020,"11","2020/11","2020/Nov","Nov","November",4,"Wednesday","Wed","Q4","2020/Q4"
2020-11-26 00:00:00.000,"11262020",2020,"11","2020/11","2020/Nov","Nov","November",5,"Thursday","Thu","Q4","2020/Q4"
2020-11-27 00:00:00.000,"11272020",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Fri","Q4","2020/Q4"
2020-11-28 00:00:00.000,"11282020",2020,"11","2020/11","2020/Nov","Nov","November",7,"Saturday","Sat","Q4","2020/Q4"
2020-11-29 00:00:00.000,"11292020",2020,"11","2020/11","2020/Nov","Nov","November",1,"Sunday","Sun","Q4","2020/Q4"
2020-11-30 00:00:00.000,"11302020",2020,"11","2020/11","2020/Nov","Nov","November",2,"Monday","Mon","Q4","2020/Q4"
2020-12-01 00:00:00.000,"12012020",2020,"12","2020/12","2020/Dec","Dec","December",3,"Tuesday","Tue","Q4","2020/Q4"
2020-12-02 00:00:00.000,"12022020",2020,"12","2020/12","2020/Dec","Dec","December",4,"Wednesday","Wed","Q4","2020/Q4"
2020-12-03 00:00:00.000,"12032020",2020,"12","2020/12","2020/Dec","Dec","December",5,"Thursday","Thu","Q4","2020/Q4"
2020-12-04 00:00:00.000,"12042020",2020,"12","2020/12","2020/Dec","Dec","December",6,"Friday","Fri","Q4","2020/Q4"
2020-12-05 00:00:00.000,"12052020",2020,"12","2020/12","2020/Dec","Dec","December",7,"Saturday","Sat","Q4","2020/Q4"
2020-12-06 00:00:00.000,"12062020",2020,"12","2020/12","2020/Dec","Dec","December",1,"Sunday","Sun","Q4","2020/Q4"
2020-12-07 00:00:00.000,"12072020",2020,"12","2020/12","2020/Dec","Dec","December",2,"Monday","Mon","Q4","2020/Q4"
2020-12-08 00:00:00.000,"12082020",2020,"12","2020/12","2020/Dec","Dec","December",3,"Tuesday","Tue","Q4","2020/Q4"
2020-12-09 00:00:00.000,"12092020",2020,"12","2020/12","2020/Dec","Dec","December",4,"Wednesday","Wed","Q4","2020/Q4"
2020-12-10 00:00:00.000,"12102020",2020,"12","2020/12","2020/Dec","Dec","December",5,"Thursday","Thu","Q4","2020/Q4"
2020-12-11 00:00:00.000,"12112020",2020,"12","2020/12","2020/Dec","Dec","December",6,"Friday","Fri","Q4","2020/Q4"
2020-12-12 00:00:00.000,"12122020",2020,"12","2020/12","2020/Dec","Dec","December",7,"Saturday","Sat","Q4","2020/Q4"
2020-12-13 00:00:00.000,"12132020",2020,"12","2020/12","2020/Dec","Dec","December",1,"Sunday","Sun","Q4","2020/Q4"
2020-12-14 00:00:00.000,"12142020",2020,"12","2020/12","2020/Dec","Dec","December",2,"Monday","Mon","Q4","2020/Q4"
2020-12-15 00:00:00.000,"12152020",2020,"12","2020/12","2020/Dec","Dec","December",3,"Tuesday","Tue","Q4","2020/Q4"
2020-12-16 00:00:00.000,"12162020",2020,"12","2020/12","2020/Dec","Dec","December",4,"Wednesday","Wed","Q4","2020/Q4"
2020-12-17 00:00:00.000,"12172020",2020,"12","2020/12","2020/Dec","Dec","December",5,"Thursday","Thu","Q4","2020/Q4"
2020-12-18 00:00:00.000,"12182020",2020,"12","2020/12","2020/Dec","Dec","December",6,"Friday","Fri","Q4","2020/Q4"
2020-12-19 00:00:00.000,"12192020",2020,"12","2020/12","2020/Dec","Dec","December",7,"Saturday","Sat","Q4","2020/Q4"
2020-12-20 00:00:00.000,"12202020",2020,"12","2020/12","2020/Dec","Dec","December",1,"Sunday","Sun","Q4","2020/Q4"
2020-12-21 00:00:00.000,"12212020",2020,"12","2020/12","2020/Dec","Dec","December",2,"Monday","Mon","Q4","2020/Q4"
2020-12-22 00:00:00.000,"12222020",2020,"12","2020/12","2020/Dec","Dec","December",3,"Tuesday","Tue","Q4","2020/Q4"
2020-12-23 00:00:00.000,"12232020",2020,"12","2020/12","2020/Dec","Dec","December",4,"Wednesday","Wed","Q4","2020/Q4"
2020-12-24 00:00:00.000,"12242020",2020,"12","2020/12","2020/Dec","Dec","December",5,"Thursday","Thu","Q4","2020/Q4"
2020-12-25 00:00:00.000,"12252020",2020,"12","2020/12","2020/Dec","Dec","December",6,"Friday","Fri","Q4","2020/Q4"
2020-12-26 00:00:00.000,"12262020",2020,"12","2020/12","2020/Dec","Dec","December",7,"Saturday","Sat","Q4","2020/Q4"
2020-12-27 00:00:00.000,"12272020",2020,"12","2020/12","2020/Dec","Dec","December",1,"Sunday","Sun","Q4","2020/Q4"
2020-12-28 00:00:00.000,"12282020",2020,"12","2020/12","2020/Dec","Dec","December",2,"Monday","Mon","Q4","2020/Q4"
2020-12-29 00:00:00.000,"12292020",2020,"12","2020/12","2020/Dec","Dec","December",3,"Tuesday","Tue","Q4","2020/Q4"
2020-12-30 00:00:00.000,"12302020",2020,"12","2020/12","2020/Dec","Dec","December",4,"Wednesday","Wed","Q4","2020/Q4"
2020-12-31 00:00:00.000,"12312020",2020,"12","2020/12","2020/Dec","Dec","December",5,"Thursday","Thu","Q4","2020/Q4"
2019-01-01 00:00:00.000,"01012019",2019,"01","2019/01","2019/Jan","Jan","January",3,"Tuesday","Tue","Q1","2019/Q1"
2019-01-02 00:00:00.000,"01022019",2019,"01","2019/01","2019/Jan","Jan","January",4,"Wednesday","Wed","Q1","2019/Q1"
2019-01-03 00:00:00.000,"01032019",2019,"01","2019/01","2019/Jan","Jan","January",5,"Thursday","Thu","Q1","2019/Q1"
2019-01-04 00:00:00.000,"01042019",2019,"01","2019/01","2019/Jan","Jan","January",6,"Friday","Fri","Q1","2019/Q1"
2019-01-05 00:00:00.000,"01052019",2019,"01","2019/01","2019/Jan","Jan","January",7,"Saturday","Sat","Q1","2019/Q1"
2019-01-06 00:00:00.000,"01062019",2019,"01","2019/01","2019/Jan","Jan","January",1,"Sunday","Sun","Q1","2019/Q1"
2019-01-07 00:00:00.000,"01072019",2019,"01","2019/01","2019/Jan","Jan","January",2,"Monday","Mon","Q1","2019/Q1"
2019-01-08 00:00:00.000,"01082019",2019,"01","2019/01","2019/Jan","Jan","January",3,"Tuesday","Tue","Q1","2019/Q1"
2019-01-09 00:00:00.000,"01092019",2019,"01","2019/01","2019/Jan","Jan","January",4,"Wednesday","Wed","Q1","2019/Q1"
2019-01-10 00:00:00.000,"01102019",2019,"01","2019/01","2019/Jan","Jan","January",5,"Thursday","Thu","Q1","2019/Q1"
2019-01-11 00:00:00.000,"01112019",2019,"01","2019/01","2019/Jan","Jan","January",6,"Friday","Fri","Q1","2019/Q1"
2019-01-12 00:00:00.000,"01122019",2019,"01","2019/01","2019/Jan","Jan","January",7,"Saturday","Sat","Q1","2019/Q1"
2019-01-13 00:00:00.000,"01132019",2019,"01","2019/01","2019/Jan","Jan","January",1,"Sunday","Sun","Q1","2019/Q1"
2019-01-14 00:00:00.000,"01142019",2019,"01","2019/01","2019/Jan","Jan","January",2,"Monday","Mon","Q1","2019/Q1"
2019-01-15 00:00:00.000,"01152019",2019,"01","2019/01","2019/Jan","Jan","January",3,"Tuesday","Tue","Q1","2019/Q1"
2019-01-16 00:00:00.000,"01162019",2019,"01","2019/01","2019/Jan","Jan","January",4,"Wednesday","Wed","Q1","2019/Q1"
2019-01-17 00:00:00.000,"01172019",2019,"01","2019/01","2019/Jan","Jan","January",5,"Thursday","Thu","Q1","2019/Q1"
2019-01-18 00:00:00.000,"01182019",2019,"01","2019/01","2019/Jan","Jan","January",6,"Friday","Fri","Q1","2019/Q1"
2019-01-19 00:00:00.000,"01192019",2019,"01","2019/01","2019/Jan","Jan","January",7,"Saturday","Sat","Q1","2019/Q1"
2019-01-20 00:00:00.000,"01202019",2019,"01","2019/01","2019/Jan","Jan","January",1,"Sunday","Sun","Q1","2019/Q1"
2019-01-21 00:00:00.000,"01212019",2019,"01","2019/01","2019/Jan","Jan","January",2,"Monday","Mon","Q1","2019/Q1"
2019-01-22 00:00:00.000,"01222019",2019,"01","2019/01","2019/Jan","Jan","January",3,"Tuesday","Tue","Q1","2019/Q1"
2019-01-23 00:00:00.000,"01232019",2019,"01","2019/01","2019/Jan","Jan","January",4,"Wednesday","Wed","Q1","2019/Q1"
2019-01-24 00:00:00.000,"01242019",2019,"01","2019/01","2019/Jan","Jan","January",5,"Thursday","Thu","Q1","2019/Q1"
2019-01-25 00:00:00.000,"01252019",2019,"01","2019/01","2019/Jan","Jan","January",6,"Friday","Fri","Q1","2019/Q1"
2019-01-26 00:00:00.000,"01262019",2019,"01","2019/01","2019/Jan","Jan","January",7,"Saturday","Sat","Q1","2019/Q1"
2019-01-27 00:00:00.000,"01272019",2019,"01","2019/01","2019/Jan","Jan","January",1,"Sunday","Sun","Q1","2019/Q1"
2019-01-28 00:00:00.000,"01282019",2019,"01","2019/01","2019/Jan","Jan","January",2,"Monday","Mon","Q1","2019/Q1"
2019-01-29 00:00:00.000,"01292019",2019,"01","2019/01","2019/Jan","Jan","January",3,"Tuesday","Tue","Q1","2019/Q1"
2019-01-30 00:00:00.000,"01302019",2019,"01","2019/01","2019/Jan","Jan","January",4,"Wednesday","Wed","Q1","2019/Q1"
2019-01-31 00:00:00.000,"01312019",2019,"01","2019/01","2019/Jan","Jan","January",5,"Thursday","Thu","Q1","2019/Q1"
2019-02-01 00:00:00.000,"02012019",2019,"02","2019/02","2019/Feb","Feb","February",6,"Friday","Fri","Q1","2019/Q1"
2019-02-02 00:00:00.000,"02022019",2019,"02","2019/02","2019/Feb","Feb","February",7,"Saturday","Sat","Q1","2019/Q1"
2019-02-03 00:00:00.000,"02032019",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sun","Q1","2019/Q1"
2019-02-04 00:00:00.000,"02042019",2019,"02","2019/02","2019/Feb","Feb","February",2,"Monday","Mon","Q1","2019/Q1"
2019-02-05 00:00:00.000,"02052019",2019,"02","2019/02","2019/Feb","Feb","February",3,"Tuesday","Tue","Q1","2019/Q1"
2019-02-06 00:00:00.000,"02062019",2019,"02","2019/02","2019/Feb","Feb","February",4,"Wednesday","Wed","Q1","2019/Q1"
2019-02-07 00:00:00.000,"02072019",2019,"02","2019/02","2019/Feb","Feb","February",5,"Thursday","Thu","Q1","2019/Q1"
2019-02-08 00:00:00.000,"02082019",2019,"02","2019/02","2019/Feb","Feb","February",6,"Friday","Fri","Q1","2019/Q1"
2019-02-09 00:00:00.000,"02092019",2019,"02","2019/02","2019/Feb","Feb","February",7,"Saturday","Sat","Q1","2019/Q1"
2019-02-10 00:00:00.000,"02102019",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sun","Q1","2019/Q1"
2019-02-11 00:00:00.000,"02112019",2019,"02","2019/02","2019/Feb","Feb","February",2,"Monday","Mon","Q1","2019/Q1"
2019-02-12 00:00:00.000,"02122019",2019,"02","2019/02","2019/Feb","Feb","February",3,"Tuesday","Tue","Q1","2019/Q1"
