ProductID,Name,ProductModel,Culture,Description
881,"Short-Sleeve Classic Jersey, S","Short-Sleeve Classic Jersey","en","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
882,"Short-Sleeve Classic Jersey, M","Short-Sleeve Classic Jersey","en","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
883,"Short-Sleeve Classic Jersey, L","Short-Sleeve Classic Jersey","en","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
884,"Short-Sleeve Classic Jersey, XL","Short-Sleeve Classic Jersey","en","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
845,"Mountain Pump","Mountain Pump","en","Simple and light-weight. Emergency patches stored in handle."
874,"Racing Socks, M","Racing Socks","en","Thin, lightweight and durable with cuffs that stay up."
875,"Racing Socks, L","Racing Socks","en","Thin, lightweight and durable with cuffs that stay up."
871,"Mountain Bottle Cage","Mountain Bottle Cage","en","Tough aluminum cage holds bottle securly on tough terrain."
712,"AWC Logo Cap","Cycling Cap","en","Traditional style with a flip-up brim; one-size fits all."
713,"Long-Sleeve Logo Jersey, S","Long-Sleeve Logo Jersey","en","Unisex long-sleeve AWC logo microfiber cycling jersey"
714,"Long-Sleeve Logo Jersey, M","Long-Sleeve Logo Jersey","en","Unisex long-sleeve AWC logo microfiber cycling jersey"
715,"Long-Sleeve Logo Jersey, L","Long-Sleeve Logo Jersey","en","Unisex long-sleeve AWC logo microfiber cycling jersey"
716,"Long-Sleeve Logo Jersey, XL","Long-Sleeve Logo Jersey","en","Unisex long-sleeve AWC logo microfiber cycling jersey"
707,"Sport-100 Helmet, Red","Sport-100","en","Universal fit, well-vented, lightweight , snap-on visor."
708,"Sport-100 Helmet, Black","Sport-100","en","Universal fit, well-vented, lightweight , snap-on visor."
711,"Sport-100 Helmet, Blue","Sport-100","en","Universal fit, well-vented, lightweight , snap-on visor."
880,"Hydration Pack - 70 oz.","Hydration Pack","en","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt."
852,"Women's Tights, S","Women's Tights","en","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points."
853,"Women's Tights, M","Women's Tights","en","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points."
854,"Women's Tights, L","Women's Tights","en","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points."
877,"Bike Wash - Dissolver","Bike Wash","en","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle."
843,"Cable Lock","Cable Lock","en","Wraps to fit front and rear tires, carrier and 2 keys included."
823,"LL Mountain Rear Wheel","LL Mountain Rear Wheel","en","Replacement mountain wheel for entry-level rider."
824,"ML Mountain Rear Wheel","ML Mountain Rear Wheel","en","Replacement mountain wheel for the casual to serious rider."
825,"HL Mountain Rear Wheel","HL Mountain Rear Wheel","en","High-performance mountain replacement wheel."
826,"LL Road Rear Wheel","LL Road Rear Wheel","en","Replacement road rear wheel for entry-level cyclist."
894,"Rear Derailleur","Rear Derailleur","en","Wide-link design."
994,"LL Bottom Bracket","LL Bottom Bracket","ar","الفولاذ الكرومولي"
995,"ML Bottom Bracket","ML Bottom Bracket","ar","فناجين من سبيكة الألومنيوم؛ ذات محور دوران كبير القطر."
996,"HL Bottom Bracket","HL Bottom Bracket","ar","فناجين من سبيكة الألومنيوم ومحور أجوف."
984,"Mountain-500 Silver, 40","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
985,"Mountain-500 Silver, 42","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
986,"Mountain-500 Silver, 44","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
987,"Mountain-500 Silver, 48","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
988,"Mountain-500 Silver, 52","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
989,"Mountain-500 Black, 40","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
990,"Mountain-500 Black, 42","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
991,"Mountain-500 Black, 44","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
992,"Mountain-500 Black, 48","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
993,"Mountain-500 Black, 52","Mountain-500","ar","ملائمة لأي نوع من أنواع القيادة، سواءً على الطرق الممهدة أو غير الممهدة. وتناسب أية ميزانية. نقل سرعات سلس مع قيادة مريحة."
980,"Mountain-400-W Silver, 38","Mountain-400-W","ar","توفر هذه الدراجة مستوى عاليًا من الأداء في حدود ميزانية معينة. فهي تتميز بسرعة الاستجابة وإمكانية القيام بمناورات، هذا بالإضافة إلى إمكاناتها الفائقة التي تمنح الثقة في القيادة على الطرق غير الممهدة."
981,"Mountain-400-W Silver, 40","Mountain-400-W","ar","توفر هذه الدراجة مستوى عاليًا من الأداء في حدود ميزانية معينة. فهي تتميز بسرعة الاستجابة وإمكانية القيام بمناورات، هذا بالإضافة إلى إمكاناتها الفائقة التي تمنح الثقة في القيادة على الطرق غير الممهدة."
982,"Mountain-400-W Silver, 42","Mountain-400-W","ar","توفر هذه الدراجة مستوى عاليًا من الأداء في حدود ميزانية معينة. فهي تتميز بسرعة الاستجابة وإمكانية القيام بمناورات، هذا بالإضافة إلى إمكاناتها الفائقة التي تمنح الثقة في القيادة على الطرق غير الممهدة."
983,"Mountain-400-W Silver, 46","Mountain-400-W","ar","توفر هذه الدراجة مستوى عاليًا من الأداء في حدود ميزانية معينة. فهي تتميز بسرعة الاستجابة وإمكانية القيام بمناورات، هذا بالإضافة إلى إمكاناتها الفائقة التي تمنح الثقة في القيادة على الطرق غير الممهدة."
785,"Mountain-300 Black, 38","Mountain-300","ar","لعاشقي قيادة الدراجات في الممرات غير الممهدة. دراجة شديدة التحمل يمكنك الانطلاق بها إلى أي مكان بما توفره لك من تحكم على الطرق الوعرة، كل هذا دون أن تتجاوز ميزانيتك."
786,"Mountain-300 Black, 40","Mountain-300","ar","لعاشقي قيادة الدراجات في الممرات غير الممهدة. دراجة شديدة التحمل يمكنك الانطلاق بها إلى أي مكان بما توفره لك من تحكم على الطرق الوعرة، كل هذا دون أن تتجاوز ميزانيتك."
787,"Mountain-300 Black, 44","Mountain-300","ar","لعاشقي قيادة الدراجات في الممرات غير الممهدة. دراجة شديدة التحمل يمكنك الانطلاق بها إلى أي مكان بما توفره لك من تحكم على الطرق الوعرة، كل هذا دون أن تتجاوز ميزانيتك."
788,"Mountain-300 Black, 48","Mountain-300","ar","لعاشقي قيادة الدراجات في الممرات غير الممهدة. دراجة شديدة التحمل يمكنك الانطلاق بها إلى أي مكان بما توفره لك من تحكم على الطرق الوعرة، كل هذا دون أن تتجاوز ميزانيتك."
779,"Mountain-200 Silver, 38","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
780,"Mountain-200 Silver, 42","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
781,"Mountain-200 Silver, 46","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
782,"Mountain-200 Black, 38","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
783,"Mountain-200 Black, 42","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
784,"Mountain-200 Black, 46","Mountain-200","ar","لقيادة المحترفين في المناطق الريفية. دراجة مُثلى لجميع مستويات المنافسة. تستخدم نفس هيكل HL Frame المستخدم في طراز Mountain-100."
771,"Mountain-100 Silver, 38","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
772,"Mountain-100 Silver, 42","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
773,"Mountain-100 Silver, 44","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
774,"Mountain-100 Silver, 48","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
775,"Mountain-100 Black, 38","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
776,"Mountain-100 Black, 42","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
777,"Mountain-100 Black, 44","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
778,"Mountain-100 Black, 48","Mountain-100","ar","دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي."
977,"Road-750 Black, 58","Road-750","ar","إنها دراجة مناسبة للمبتدئين من البالغين؛ فهي توفر قيادة مريحة سواءً على الطرق الوعرة أو في ساحة المدينة. يتميز محورا العجلتين وإطاريهما المعدنيين بسرعة التفكيك."
997,"Road-750 Black, 44","Road-750","ar","إنها دراجة مناسبة للمبتدئين من البالغين؛ فهي توفر قيادة مريحة سواءً على الطرق الوعرة أو في ساحة المدينة. يتميز محورا العجلتين وإطاريهما المعدنيين بسرعة التفكيك."
998,"Road-750 Black, 48","Road-750","ar","إنها دراجة مناسبة للمبتدئين من البالغين؛ فهي توفر قيادة مريحة سواءً على الطرق الوعرة أو في ساحة المدينة. يتميز محورا العجلتين وإطاريهما المعدنيين بسرعة التفكيك."
999,"Road-750 Black, 52","Road-750","ar","إنها دراجة مناسبة للمبتدئين من البالغين؛ فهي توفر قيادة مريحة سواءً على الطرق الوعرة أو في ساحة المدينة. يتميز محورا العجلتين وإطاريهما المعدنيين بسرعة التفكيك."
759,"Road-650 Red, 58","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
760,"Road-650 Red, 60","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
761,"Road-650 Red, 62","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
762,"Road-650 Red, 44","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
769,"Road-650 Black, 48","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
770,"Road-650 Black, 52","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
763,"Road-650 Red, 48","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
764,"Road-650 Red, 52","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
765,"Road-650 Black, 58","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
766,"Road-650 Black, 60","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
767,"Road-650 Black, 62","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
768,"Road-650 Black, 44","Road-650","ar","إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع."
797,"Road-550-W Yellow, 38","Road-550-W","ar","ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات."
798,"Road-550-W Yellow, 40","Road-550-W","ar","ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات."
799,"Road-550-W Yellow, 42","Road-550-W","ar","ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات."
800,"Road-550-W Yellow, 44","Road-550-W","ar","ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات."
801,"Road-550-W Yellow, 48","Road-550-W","ar","ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات."
754,"Road-450 Red, 58","Road-450","ar","إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار."
755,"Road-450 Red, 60","Road-450","ar","إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار."
756,"Road-450 Red, 44","Road-450","ar","إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار."
757,"Road-450 Red, 48","Road-450","ar","إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار."
758,"Road-450 Red, 52","Road-450","ar","إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار."
973,"Road-350-W Yellow, 40","Road-350-W","ar","يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم."
974,"Road-350-W Yellow, 42","Road-350-W","ar","يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم."
975,"Road-350-W Yellow, 44","Road-350-W","ar","يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم."
976,"Road-350-W Yellow, 48","Road-350-W","ar","يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم."
789,"Road-250 Red, 44","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
790,"Road-250 Red, 48","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
791,"Road-250 Red, 52","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
792,"Road-250 Red, 58","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
793,"Road-250 Black, 44","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
794,"Road-250 Black, 48","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
795,"Road-250 Black, 52","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
796,"Road-250 Black, 58","Road-250","ar","يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية."
749,"Road-150 Red, 62","Road-150","ar","إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة."
750,"Road-150 Red, 44","Road-150","ar","إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة."
751,"Road-150 Red, 48","Road-150","ar","إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة."
752,"Road-150 Red, 52","Road-150","ar","إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة."
753,"Road-150 Red, 56","Road-150","ar","إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة."
958,"Touring-3000 Blue, 54","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
959,"Touring-3000 Blue, 58","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
960,"Touring-3000 Blue, 62","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
961,"Touring-3000 Yellow, 44","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
962,"Touring-3000 Yellow, 50","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
963,"Touring-3000 Yellow, 54","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
964,"Touring-3000 Yellow, 58","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
965,"Touring-3000 Yellow, 62","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
978,"Touring-3000 Blue, 44","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
979,"Touring-3000 Blue, 50","Touring-3000","ar","إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية."
953,"Touring-2000 Blue, 60","Touring-2000","ar","إن مقعد الدراجة المخصص المصنوع من نسيج البلش يجعلك لا تمل أبدًا من القيادة طوال اليوم، كما يوفر لك حامل الدراجة بتصميمه المحدّث مساحة كبيرة تستوعب أكثر من سلة وشنطة على الدراجة. وتحتفظ هذه الدراجة بتوازنها حتى عند تحميلها بالكامل."
