index,factype,facdesc_1,mga,service_laboratory,num_beds,ambulance,full_time,commune_id
482,7,1,3,2,3,3,7,"HT0521"
483,7,1,4,2,1,3,6,"HT0521"
489,7,1,2,2,4,3,1,"HT0521"
492,5,4,1,2,20,2,5,"HT0521"
498,5,4,1,2,8,1,12,"HT0523"
500,7,1,1,2,1,3,6,"HT0523"
507,7,1,1,2,2,3,4,"HT0531"
551,7,1,1,2,4,3,16,"HT0542"
556,6,3,2,2,3,3,13,"HT0542"
565,7,1,1,2,2,3,11,"HT0551"
567,7,1,1,2,1,3,8,"HT0551"
568,7,1,1,2,2,3,12,"HT0551"
600,7,1,1,2,1,3,23,"HT0621"
602,6,3,4,2,2,3,3,"HT0622"
613,7,1,4,2,1,3,10,"HT0633"
630,4,2,1,2,17,3,9,"HT0711"
635,7,1,4,2,1,3,2,"HT0712"
638,5,4,1,2,1,3,11,"HT0713"
688,7,1,1,2,2,3,5,"HT0811"
714,7,1,2,2,1,3,9,"HT0831"
716,7,1,4,2,2,3,10,"HT0832"
724,7,1,3,2,1,3,1,"HT0834"
725,7,1,4,2,3,3,2,"HT0834"
766,7,1,2,2,2,3,1,"HT0921"
768,7,1,2,2,1,3,5,"HT0921"
770,7,1,1,2,1,3,9,"HT0922"
782,7,1,2,2,3,3,11,"HT0932"
796,7,1,1,2,1,3,3,"HT0934"
797,7,1,1,2,4,3,11,"HT0934"
801,7,1,1,2,1,3,3,"HT0934"
808,7,1,1,2,2,3,3,"HT0934"
821,7,1,4,2,1,3,1,"HT1041"
823,7,1,4,2,1,3,1,"HT1041"
825,7,1,1,2,1,3,5,"HT1041"
853,6,3,3,2,1,3,6,"HT0131"
863,6,3,3,2,1,3,1,"HT0152"
872,5,4,4,2,8,1,8,"HT0121"
886,5,4,3,2,4,3,11,"HT0131"
903,5,4,3,2,5,3,5,"HT0116"
937,7,1,4,2,1,3,19,"HT0532"
939,7,1,4,2,2,3,3,"HT0633"
993,5,4,2,2,7,3,4,"HT0213"
1001,6,3,1,2,1,3,4,"HT0101"
1002,7,1,2,2,1,3,5,"HT0831"
1003,6,3,1,2,2,3,1,"HT0801"
1011,5,4,3,2,5,3,8,"HT0531"
1026,7,1,1,2,1,3,11,"HT0434"
54,4,2,1,1,97,2,55,"HT0112"
61,4,2,4,1,15,2,76,"HT0112"
77,4,2,2,1,8,2,28,"HT0112"
272,5,4,2,1,3,2,6,"HT0152"
283,5,4,2,1,12,2,17,"HT0211"
304,5,4,1,1,11,2,20,"HT0221"
344,3,2,4,1,7,2,53,"HT0311"
445,6,3,4,1,3,2,15,"HT0433"
518,3,2,1,1,162,2,188,"HT0531"
588,5,4,4,1,11,2,38,"HT0613"
604,5,4,4,1,10,2,44,"HT0623"
609,5,4,1,1,1,2,24,"HT0632"
691,3,2,1,1,150,2,98,"HT0811"
826,2,2,1,1,40,2,79,"HT1041"
829,6,3,4,1,3,2,14,"HT1042"
846,5,4,2,1,3,2,20,"HT0142"
852,4,2,3,1,20,2,43,"HT0131"
922,5,4,2,1,8,2,12,"HT0112"
940,6,3,2,1,1,2,4,"HT0623"
971,5,4,3,1,6,2,5,"HT0834"
2,6,3,3,1,201,1,141,"HT0111"
12,4,2,3,1,7,1,17,"HT0111"
15,6,3,2,1,12,1,9,"HT0111"
20,4,2,3,1,40,1,104,"HT0111"
21,4,2,1,1,60,1,63,"HT0111"
27,6,3,4,1,30,1,57,"HT0111"
51,4,2,2,1,40,1,119,"HT0112"
63,4,2,1,1,60,1,202,"HT0112"
66,4,2,3,1,50,1,165,"HT0112"
74,4,2,2,1,68,1,215,"HT0112"
93,4,2,1,1,132,1,332,"HT0112"
97,4,2,2,1,50,1,156,"HT0112"
111,1,2,3,1,24,1,93,"HT0113"
175,3,2,1,1,100,1,89,"HT0121"
182,4,2,3,1,16,1,32,"HT0121"
186,3,2,1,1,72,1,87,"HT0122"
192,6,3,4,1,4,1,52,"HT0122"
194,3,2,1,1,13,1,39,"HT0123"
200,4,2,3,1,90,1,94,"HT0131"
207,5,4,3,1,26,1,55,"HT0131"
210,4,2,3,1,22,1,48,"HT0131"
216,5,4,1,1,2,1,50,"HT0131"
220,5,4,3,1,1,1,9,"HT0131"
234,4,2,3,1,24,1,30,"HT0133"
263,3,2,4,1,50,1,51,"HT0151"
285,6,3,2,1,2,1,9,"HT0211"
293,6,3,1,1,5,1,29,"HT0212"
296,3,2,1,1,8,1,31,"HT0213"
315,5,4,2,1,11,1,13,"HT0222"
320,5,4,1,1,3,1,13,"HT0231"
326,5,4,2,1,7,1,16,"HT0233"
327,6,3,1,1,4,1,19,"HT0233"
330,5,4,1,1,30,1,17,"HT0234"
338,4,2,3,1,10,1,24,"HT0311"
347,3,2,3,1,90,1,109,"HT0312"
366,3,2,3,1,16,1,24,"HT0322"
367,3,2,3,1,25,1,22,"HT0322"
368,3,2,3,1,15,1,21,"HT0322"
376,4,2,3,1,100,1,222,"HT0323"
381,3,2,1,1,16,1,53,"HT0331"
397,6,3,4,1,10,1,15,"HT0352"
407,3,2,4,1,21,1,46,"HT0361"
413,2,2,2,1,72,1,82,"HT0372"
415,2,2,1,1,40,1,76,"HT0411"
429,7,1,3,1,1,1,12,"HT0421"
431,5,4,1,1,4,1,26,"HT0422"
433,5,4,1,1,10,1,33,"HT0423"
435,4,2,1,1,59,1,49,"HT0431"
446,6,3,4,1,2,1,12,"HT0434"
447,7,1,1,1,6,1,15,"HT0441"
452,5,4,1,1,14,1,37,"HT0443"
463,2,2,1,1,200,1,232,"HT0511"
474,3,2,1,1,15,1,37,"HT0512"
478,3,2,1,1,17,1,28,"HT0513"
484,3,2,4,1,34,1,65,"HT0521"
495,5,4,1,1,4,1,14,"HT0522"
508,5,4,3,1,18,1,58,"HT0531"
526,4,2,1,1,60,1,68,"HT0532"
537,3,2,4,1,27,1,91,"HT0541"
553,3,2,1,1,58,1,121,"HT0542"
557,5,4,1,1,6,1,35,"HT0543"
564,5,4,1,1,8,1,23,"HT0551"
571,2,2,1,1,20,1,178,"HT0611"
594,1,2,1,1,350,1,2,"HT0621"
603,3,2,3,1,70,1,104,"HT0623"
606,5,4,4,1,8,1,20,"HT0631"
610,3,2,1,1,25,1,73,"HT0632"
612,6,3,4,1,9,1,38,"HT0633"
615,5,4,1,1,6,1,18,"HT0641"
621,3,2,1,1,124,1,167,"HT0711"
627,4,2,4,1,40,1,74,"HT0711"
634,5,4,3,1,6,1,12,"HT0712"
637,6,3,1,1,2,1,20,"HT0713"
648,6,3,1,1,2,1,48,"HT0716"
650,3,2,1,1,22,1,35,"HT0721"
660,3,2,1,1,23,1,43,"HT0731"
663,4,2,2,1,130,1,278,"HT0731"
673,4,2,3,1,90,1,88,"HT0733"
677,4,2,1,1,22,1,59,"HT0742"
696,6,3,1,1,7,1,30,"HT0814"
702,2,2,1,1,20,1,40,"HT0821"
710,5,4,1,1,5,1,24,"HT0823"
734,7,1,3,1,4,1,9,"HT0911"
737,2,2,1,1,76,1,98,"HT0911"
756,4,2,1,1,20,1,45,"HT0913"
759,5,4,1,1,11,1,40,"HT0914"
773,5,4,1,1,5,1,37,"HT0922"
775,5,4,1,1,6,1,16,"HT0931"
786,5,4,1,1,19,1,9,"HT0933"
802,3,2,1,1,45,1,44,"HT0934"
811,5,4,3,1,28,1,41,"HT1001"
824,5,4,4,1,11,1,16,"HT1041"
832,3,2,3,1,2,1,34,"HT1051"
834,5,4,1,1,6,1,11,"HT1052"
835,5,4,1,1,2,1,51,"HT1053"
838,3,2,1,1,32,1,30,"HT1054"
866,3,2,3,1,20,1,38,"HT0121"
889,6,3,3,1,8,1,33,"HT0112"
914,3,2,3,1,16,1,33,"HT0111"
927,5,4,3,1,6,1,23,"HT0112"
944,6,3,3,1,6,1,11,"HT0632"
948,3,2,4,1,6,1,39,"HT0311"
963,4,2,3,1,4,1,30,"HT0311"
988,4,2,4,1,20,1,45,"HT0222"
991,6,3,3,1,1,1,10,"HT0311"
1,3,2,1,1,25,3,18,"HT0111"
3,5,4,3,1,7,3,13,"HT0111"
5,6,3,4,1,2,3,8,"HT0111"
14,4,2,3,1,24,3,57,"HT0111"
16,1,2,1,1,652,3,381,"HT0111"
17,4,2,3,1,30,3,97,"HT0111"
22,4,2,2,1,30,3,40,"HT0111"
29,4,2,3,1,13,3,35,"HT0111"
31,4,2,3,1,10,3,18,"HT0111"
34,4,2,3,1,9,3,46,"HT0111"
35,4,2,2,1,25,3,21,"HT0111"
41,6,3,3,1,3,3,13,"HT0111"
43,4,2,3,1,8,3,9,"HT0111"
46,6,3,2,1,1,3,11,"HT0111"
52,6,3,2,1,2,3,10,"HT0112"
60,4,2,3,1,16,3,45,"HT0112"
62,1,2,1,1,75,3,139,"HT0112"
64,6,3,1,1,4,3,38,"HT0112"
67,5,4,2,1,20,3,51,"HT0112"
72,6,3,2,1,25,3,15,"HT0112"
75,1,2,1,1,140,3,303,"HT0112"
76,4,2,3,1,39,3,95,"HT0112"
79,5,4,3,1,2,3,26,"HT0112"
81,4,2,2,1,10,3,12,"HT0112"
86,6,3,3,1,5,3,12,"HT0112"
89,6,3,1,1,1,3,46,"HT0112"
92,4,2,2,1,20,3,41,"HT0112"
94,4,2,2,1,87,3,88,"HT0112"
98,4,2,4,1,33,3,43,"HT0112"
101,6,3,4,1,9,3,28,"HT0113"
102,5,4,3,1,3,3,13,"HT0113"
106,4,2,3,1,25,3,65,"HT0113"
109,5,4,3,1,4,3,15,"HT0113"
110,3,2,1,1,35,3,88,"HT0113"
115,6,3,4,1,8,3,13,"HT0113"
126,3,2,1,1,49,3,135,"HT0113"
127,4,2,3,1,9,3,39,"HT0114"
132,3,2,1,1,26,3,43,"HT0114"
134,4,2,3,1,7,3,20,"HT0114"
136,4,2,3,1,8,3,24,"HT0114"
138,6,3,3,1,3,3,4,"HT0114"
139,6,3,3,1,4,3,13,"HT0114"
140,3,2,3,1,63,3,117,"HT0114"
146,6,3,3,1,4,3,7,"HT0114"
147,6,3,3,1,4,3,14,"HT0114"
153,4,2,4,1,64,3,87,"HT0115"
162,5,4,1,1,14,3,51,"HT0116"
167,7,1,3,1,25,3,11,"HT0116"
173,5,4,1,1,3,3,9,"HT0121"
184,4,2,1,1,60,3,35,"HT0121"
188,6,3,1,1,4,3,8,"HT0122"
189,6,3,1,1,3,3,3,"HT0122"
190,7,1,1,1,2,3,12,"HT0122"
191,6,3,3,1,2,3,18,"HT0122"
193,6,3,3,1,4,3,9,"HT0122"
199,6,3,2,1,2,3,7,"HT0131"
203,4,2,2,1,11,3,21,"HT0131"
204,5,4,4,1,5,3,26,"HT0131"
209,4,2,3,1,10,3,30,"HT0131"
211,6,3,4,1,5,3,9,"HT0131"
212,5,4,3,1,5,3,18,"HT0131"
213,5,4,2,1,24,3,14,"HT0131"
214,6,3,2,1,10,3,13,"HT0131"
215,5,4,3,1,3,3,3,"HT0131"
221,6,3,4,1,3,3,22,"HT0131"
225,3,2,1,1,36,3,100,"HT0131"
226,6,3,4,1,12,3,12,"HT0131"
227,3,2,1,1,44,3,136,"HT0131"
228,5,4,1,1,10,3,47,"HT0132"
232,6,3,3,1,6,3,22,"HT0133"
240,6,3,1,1,2,3,43,"HT0134"
244,4,2,3,1,15,3,29,"HT0141"
245,7,1,3,1,3,3,3,"HT0141"
246,3,2,1,1,20,3,45,"HT0141"
247,6,3,2,1,3,3,64,"HT0141"
250,6,3,4,1,1,3,18,"HT0141"
251,6,3,2,1,15,3,9,"HT0141"
253,6,3,3,1,5,3,4,"HT0142"
256,6,3,3,1,40,3,13,"HT0142"
259,6,3,3,1,2,3,3,"HT0142"
262,5,4,4,1,4,3,31,"HT0151"
264,5,4,3,1,5,3,10,"HT0151"
267,7,1,2,1,4,3,3,"HT0151"
271,5,4,4,1,7,3,9,"HT0152"
279,4,2,3,1,15,3,19,"HT0211"
280,6,3,1,1,1,3,4,"HT0211"
289,2,2,1,1,85,3,172,"HT0211"
294,7,1,1,1,3,3,5,"HT0212"
295,6,3,3,1,5,3,14,"HT0212"
297,5,4,2,1,12,3,11,"HT0213"
300,5,4,1,1,14,3,20,"HT0214"
341,1,2,1,1,125,3,183,"HT0311"
345,5,4,3,1,2,3,8,"HT0311"
350,7,1,1,1,10,3,9,"HT0312"
353,6,3,3,1,8,3,14,"HT0313"
355,6,3,2,1,6,3,8,"HT0313"
361,7,1,1,1,5,3,11,"HT0321"
365,6,3,3,1,15,3,43,"HT0322"
373,6,3,2,1,15,3,11,"HT0322"
377,6,3,2,1,2,3,10,"HT0323"
379,7,1,3,1,3,3,6,"HT0331"
380,7,1,3,1,2,3,3,"HT0331"
382,6,3,1,1,4,3,10,"HT0332"
383,7,1,3,1,1,3,7,"HT0332"
384,5,4,1,1,12,3,34,"HT0341"
386,5,4,1,1,39,3,32,"HT0342"
388,5,4,1,1,5,3,13,"HT0343"
390,3,2,1,1,36,3,84,"HT0344"
392,5,4,1,1,4,3,12,"HT0345"
394,5,4,1,1,3,3,5,"HT0351"
395,5,4,4,1,40,3,68,"HT0351"
399,6,3,3,1,4,3,3,"HT0352"
400,5,4,2,1,6,3,15,"HT0352"
402,6,3,1,1,4,3,6,"HT0352"
403,5,4,4,1,24,3,12,"HT0361"
404,6,3,1,1,1,3,4,"HT0361"
406,4,2,3,1,45,3,32,"HT0361"
424,5,4,1,1,10,3,70,"HT0421"
426,5,4,3,1,15,3,41,"HT0421"
427,7,1,1,1,2,3,15,"HT0421"
437,7,1,1,1,1,3,21,"HT0431"
439,7,1,4,1,4,3,16,"HT0432"
440,6,3,4,1,5,3,23,"HT0433"
443,5,4,3,1,3,3,10,"HT0433"
444,7,1,3,1,3,3,6,"HT0433"
449,5,4,1,1,8,3,22,"HT0442"
453,5,4,1,1,1,3,25,"HT0443"
454,5,4,4,1,13,3,18,"HT0511"
455,3,2,1,1,5,3,65,"HT0511"
458,6,3,1,1,6,3,47,"HT0511"
462,7,1,1,1,1,3,2,"HT0511"
476,6,3,3,1,2,3,23,"HT0512"
479,5,4,1,1,1,3,7,"HT0513"
490,6,3,3,1,4,3,11,"HT0521"
496,7,1,1,1,1,3,7,"HT0522"
512,5,4,3,1,4,3,15,"HT0531"
522,4,2,2,1,119,3,169,"HT0532"
527,5,4,4,1,3,3,13,"HT0533"
531,7,1,1,1,7,3,1,"HT0541"
542,7,1,3,1,2,3,12,"HT0541"
552,6,3,3,1,4,3,15,"HT0542"
554,6,3,2,1,3,3,22,"HT0542"
559,5,4,1,1,10,3,22,"HT0544"
563,6,3,2,1,2,3,11,"HT0551"
570,5,4,1,1,5,3,43,"HT0552"
572,5,4,2,1,6,3,9,"HT0611"
573,6,3,1,1,1,3,5,"HT0611"
574,7,1,1,1,1,3,3,"HT0611"
581,7,1,1,1,2,3,6,"HT0611"
589,6,3,4,1,1,3,10,"HT0613"
591,5,4,1,1,6,3,27,"HT0614"
601,6,3,1,1,3,3,14,"HT0622"
608,5,4,4,1,59,3,68,"HT0631"
614,5,4,4,1,20,3,42,"HT0641"
616,7,1,1,1,2,3,8,"HT0642"
617,5,4,2,1,16,3,22,"HT0642"
622,4,2,4,1,38,3,45,"HT0711"
623,4,2,3,1,17,3,21,"HT0711"
624,5,4,4,1,64,3,55,"HT0711"
632,6,3,1,1,10,3,15,"HT0712"
640,3,2,1,1,15,3,35,"HT0714"
644,6,3,4,1,3,3,8,"HT0715"
647,7,1,2,1,3,3,7,"HT0716"
655,6,3,1,1,1,3,20,"HT0722"
657,6,3,1,1,1,3,15,"HT0723"
658,5,4,2,1,10,3,12,"HT0731"
659,7,1,4,1,3,3,11,"HT0731"
662,5,4,4,1,8,3,12,"HT0731"
664,5,4,1,1,6,3,24,"HT0732"
667,7,1,4,1,1,3,7,"HT0732"
670,6,3,1,1,5,3,23,"HT0733"
675,6,3,1,1,3,3,12,"HT0741"
678,7,1,4,1,4,3,11,"HT0743"
679,7,1,4,1,4,3,4,"HT0751"
681,5,4,1,1,8,3,40,"HT0752"
682,7,1,4,1,2,3,7,"HT0753"
687,6,3,4,1,1,3,30,"HT0811"
693,6,3,4,1,1,3,9,"HT0812"
698,6,3,1,1,4,3,12,"HT0815"
707,3,2,4,1,24,3,62,"HT0822"
712,3,2,1,1,18,3,54,"HT0831"
715,6,3,4,1,3,3,10,"HT0832"
717,6,3,4,1,4,3,3,"HT0832"
720,5,4,4,1,4,3,20,"HT0833"
722,5,4,1,1,6,3,30,"HT0834"
730,4,2,2,1,80,3,134,"HT0911"
740,7,1,2,1,1,3,11,"HT0911"
747,5,4,3,1,30,3,10,"HT0911"
748,3,2,4,1,20,3,35,"HT0912"
749,7,1,4,1,2,3,5,"HT0912"
750,7,1,1,1,1,3,7,"HT0912"
751,7,1,2,1,2,3,11,"HT0912"
752,5,4,4,1,3,3,8,"HT0912"
753,6,3,3,1,3,3,3,"HT0912"
754,7,1,4,1,1,3,7,"HT0912"
761,5,4,1,1,20,3,40,"HT0921"
762,5,4,3,1,5,3,6,"HT0921"
763,5,4,3,1,16,3,12,"HT0921"
764,7,1,1,1,1,3,11,"HT0921"
765,7,1,4,1,1,3,2,"HT0921"
767,7,1,1,1,2,3,3,"HT0921"
769,5,4,4,1,5,3,12,"HT0921"
777,7,1,1,1,8,3,19,"HT0931"
779,5,4,1,1,11,3,20,"HT0931"
780,6,3,4,1,2,3,9,"HT0932"
784,7,1,1,1,1,3,5,"HT0932"
794,7,1,3,1,1,3,7,"HT0934"
813,6,3,4,1,2,3,11,"HT1002"
814,7,1,4,1,4,3,7,"HT1003"
817,5,4,1,1,10,3,26,"HT1004"
819,5,4,4,1,6,3,6,"HT1005"
845,5,4,3,1,3,3,8,"HT0142"
848,5,4,3,1,6,3,14,"HT0113"
854,6,3,3,1,3,3,9,"HT0131"
857,6,3,2,1,5,3,32,"HT0151"
858,6,3,3,1,4,3,8,"HT0151"
870,5,4,3,1,8,3,4,"HT0121"
873,6,3,3,1,3,3,36,"HT0121"
874,6,3,2,1,5,3,4,"HT0113"
877,5,4,2,1,4,3,7,"HT0113"
888,5,4,3,1,8,3,27,"HT0131"
890,6,3,3,1,1,3,5,"HT0112"
891,6,3,3,1,2,3,6,"HT0112"
893,5,4,3,1,4,3,15,"HT0112"
905,3,2,3,1,4,3,10,"HT0114"
908,6,3,2,1,4,3,14,"HT0111"
909,6,3,3,1,1,3,11,"HT0111"
911,5,4,3,1,3,3,8,"HT0111"
918,6,3,3,1,3,3,9,"HT0111"
919,5,4,3,1,8,3,12,"HT0111"
921,5,4,2,1,5,3,40,"HT0111"
928,5,4,3,1,5,3,10,"HT0112"
931,4,2,2,1,14,3,7,"HT0112"
933,6,3,3,1,2,3,4,"HT0421"
934,6,3,3,1,1,3,10,"HT0541"
935,4,2,3,1,1,3,7,"HT0531"
941,6,3,4,1,2,3,8,"HT0621"
942,6,3,2,1,3,3,7,"HT0611"
943,4,2,2,1,29,3,12,"HT0631"
951,5,4,3,1,5,3,10,"HT0311"
955,5,4,3,1,6,3,9,"HT0322"
956,3,2,4,1,54,3,54,"HT0322"
957,5,4,4,1,6,3,19,"HT0371"
958,6,3,2,1,8,3,10,"HT0371"
959,4,2,2,1,12,3,23,"HT0321"
962,4,2,3,1,23,3,24,"HT0322"
967,5,4,3,1,2,3,5,"HT0921"
970,6,3,3,1,3,3,6,"HT0912"
979,6,3,3,1,4,3,9,"HT0632"
986,6,3,2,1,3,3,6,"HT0232"
989,7,1,1,1,3,3,7,"HT0212"
998,4,2,3,1,15,3,31,"HT0711"
1000,6,3,3,1,4,3,10,"HT0101"
1005,6,3,4,1,3,3,8,"HT0706"
1016,6,3,3,1,3,3,7,"HT0311"
1032,5,4,3,1,3,3,14,"HT0211"
