ID,TableID,Measure Name,Measure Description,DataType,DAX Expression,FormatString,Hidden Measure Flag,State,ModifiedTime,StructureModifiedTime,KPIID,IsSimpleMeasure,ErrorMessage,DisplayFolder,DetailRowsDefinitionID,Table Name,Data Type
167223,97247,"Internet Net Sales Plan (YTD)","",10,"CALCULATE([Internet Net Sales Plan],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) 
		&& 'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:14:41.510,2017-05-19 00:09:26.863,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
167227,97247,"Internet Net Sales Plan (CY)","",10,"CALCULATE([Internet Net Sales Plan],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","\$#,0;(\$#,0);\$#,0",False,1,2017-10-31 22:10:31.480,2017-05-19 00:10:32.693,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
167231,97247,"Target: 10 % of YTD Internet Sales Plan","",10,"[Internet Net Sales Plan (YTD)] *.1","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:14:41.656,2017-05-19 00:27:17.076,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
221176,97247,"Internet Net Sales Plan (YOY)","",10,"[Internet Net Sales Plan (CY)] - [Internet Net Sales (PY)]","#,0",False,1,2017-11-14 15:32:44.433,2017-05-20 16:53:24.986,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
221180,97247,"Internet Net Sales Plan (YOY YTD)","",10,"[Internet Net Sales Plan (YTD)] - [Internet Net Sales (PYTD)]","\$#,0.00;(\$#,0.00);\$#,0.00",False,1,2017-12-02 22:24:11.500,2017-05-20 16:56:52.493,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
221184,97247,"Internet Net Sales Plan (YOY %)","",8,"DIVIDE([Internet Net Sales Plan (YOY)],[Internet Net Sales (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-20 17:01:19.980,,False,"","",,"Date Intelligence Metrics","Decimal Number"
221191,97247,"Internet Net Sales Plan (YOY YTD %)","",8,"DIVIDE([Internet Net Sales Plan (YOY YTD)],[Internet Net Sales (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:24:11.500,2017-05-20 17:04:34.353,,False,"","",,"Date Intelligence Metrics","Decimal Number"
221198,97247,"Internet Net Sales (CY)","",10,"CALCULATE([Internet Net Sales],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 22:31:04.486,2017-05-20 17:23:50.423,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
221202,97247,"Internet Net Sales (YTD)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 22:47:07.013,2017-05-20 17:24:44.823,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
221214,97247,"Target: 25% Above Planned YOY Growth","",8,"1.25 * [Internet Net Sales Plan (YOY %)]","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-20 18:23:57.356,,False,"","",,"Date Intelligence Metrics","Decimal Number"
221218,97247,"Target: 25% Above Planned YTD Growth","",8,"1.25 * [Internet Net Sales Plan (YOY YTD %)]","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-20 18:25:00.733,,False,"","",,"Date Intelligence Metrics","Decimal Number"
304495,97247,"Internet Net Sales (Trailing 3 Periods)","",10,"CALCULATE([Internet Net Sales],FILTER(ALL('Date'),
	'Date'[Calendar Year Month Number] >= MAX('Date'[Calendar Year Month Number])-2 && 'Date'[Calendar Year Month Number] <= MAX('Date'[Calendar Year Month Number])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-06 20:25:05.426,2017-05-29 16:43:01.660,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
377255,97247,"Internet Sales Customer Count Average of Trailing 6","",8,"
VAR LastNonBlankMonth = LASTNONBLANK('Date'[Calendar Year Month Number],[Internet Sales Customer Count])
VAR SixMonthsPrior = LastNonBlankMonth - 6
RETURN
CALCULATE(AVERAGEX(VALUES('Date'[Calendar Year Month Number]),[Internet Sales Customer Count]),FILTER(ALL('Date'),'Date'[Calendar Year Month Number] <= LastNonBlankMonth -1 && 'Date'[Calendar Year Month Number] >=SixMonthsPrior))","#,0",False,1,2017-11-13 18:29:49.540,2017-08-25 18:24:03.213,,False,"","",,"Date Intelligence Metrics","Decimal Number"
377257,97247,"Internet Sales Margin % Average of Trailing 6","",8,"
VAR LastNonBlankMonth = LASTNONBLANK('Date'[Calendar Year Month Number],[Internet Sales Margin %])
VAR SixMonthsPrior = LastNonBlankMonth - 6
RETURN
CALCULATE(AVERAGEX(VALUES('Date'[Calendar Year Month Number]),[Internet Sales Margin %]),FILTER(ALL('Date'),'Date'[Calendar Year Month Number] <= LastNonBlankMonth -1 && 'Date'[Calendar Year Month Number] >=SixMonthsPrior))","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-08-25 18:24:13.033,,False,"","",,"Date Intelligence Metrics","Decimal Number"
377259,97247,"Internet Sales Per Customer Average of Trailing 6","",10,"
VAR LastNonBlankMonth = LASTNONBLANK('Date'[Calendar Year Month Number],[Internet Sales Per Customer])
VAR SixMonthsPrior = LastNonBlankMonth - 6
RETURN
CALCULATE(AVERAGEX(VALUES('Date'[Calendar Year Month Number]),[Internet Sales Per Customer]),FILTER(ALL('Date'),'Date'[Calendar Year Month Number] <= LastNonBlankMonth -1 && 'Date'[Calendar Year Month Number] >=SixMonthsPrior))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 18:29:49.540,2017-08-25 18:24:21.193,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
445412,97247,"Internet Net Sales (YTD Last Month)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date]) && 'Date'[Calendar Month Number] <= [Prior Calendar Month Number]))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-20 21:23:48.120,2017-09-02 13:18:13.396,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
445419,97247,"Target: 10 % Above PYTD Internet Customers","",8,"[Internet Sales Customer Count (PYTD)] * 1.1","#,0",False,1,2017-12-02 22:31:05.426,2017-09-02 15:36:20.610,,False,"","",,"Date Intelligence Metrics","Decimal Number"
445424,97247,"Target: 50 % Above PYTD Internet Customers","",8,"[Internet Sales Customer Count (PYTD)] * 1.5","",False,1,2017-12-02 22:31:11.820,2017-09-02 15:48:05.720,,False,"","",,"Date Intelligence Metrics","Decimal Number"
634620,97247,"Internet Net Sales (CY Test)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year])),VALUES('Date'[Date])
		)","\$#,0;(\$#,0);\$#,0",True,1,2017-11-15 12:32:11.146,2017-11-13 22:28:57.073,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
634624,97247,"Internet Net Sales (MTD)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number]) && 
		'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 22:47:48.233,2017-11-13 22:34:02.846,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
634632,97247,"Internet Net Sales (WTD)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year Week Number] = MAX('Date'[Calendar Year Week Number]) && 
		'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 22:49:41.140,2017-11-13 22:48:02.940,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
634643,97247,"Internet Net Sales (PMTD)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number])-1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Month Date])
			))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 23:51:26.363,2017-11-13 23:48:52.313,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
635742,97247,"Internet Net Sales (PWTD)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year Week Number] = MAX('Date'[Calendar Year Week Number])-1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Week Date])
			))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-14 00:05:02.616,2017-11-14 00:03:35.990,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
640606,97247,"Internet Net Sales (PY)","",10,"CALCULATE([Internet Net Sales],FILTER(ALL('Date'),
	CONTAINS(VALUES('Date'[Prior Calendar Year Date]),'Date'[Prior Calendar Year Date],'Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-14 15:32:44.123,2017-11-14 14:28:37.803,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
640614,97247,"min prior calendar date","",9,"min('Date'[Prior Calendar Year Date])","General Date",True,1,2017-12-02 22:53:46.786,2017-11-14 15:10:56.033,,False,"","",,"Date Intelligence Metrics","Date"
640618,97247,"max prior calendar date","",9,"max('Date'[Prior Calendar Year Date])","General Date",True,1,2017-12-02 22:53:49.936,2017-11-14 15:11:48.710,,False,"","",,"Date Intelligence Metrics","Date"
640721,97247,"Internet Net Sales (Today)","",10,"CALCULATE([Internet Net Sales],FILTER(ALL('Date'),'Date'[Date] = TODAY()))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-14 21:51:51.640,2017-11-14 21:49:20.393,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
640725,97247,"Internet Net Sales (Yesterday)","",10,"CALCULATE([Internet Net Sales],FILTER(ALL('Date'),'Date'[Date] = TODAY()-1))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-14 21:52:02.433,2017-11-14 21:51:09.936,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645601,97247,"Internet Net Margin (CY)","",10,"CALCULATE([Internet Net Margin],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 13:42:00.810,2017-11-15 13:36:13.353,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645605,97247,"Internet Net Margin (PY)","",10,"CALCULATE([Internet Net Margin],FILTER(ALL('Date'),
	CONTAINS(VALUES('Date'[Prior Calendar Year Date]),'Date'[Prior Calendar Year Date],'Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 13:42:18.426,2017-11-15 13:36:39.096,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645609,97247,"Internet Net Margin (YTD)","",10,"CALCULATE([Internet Net Margin],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 13:42:55.546,2017-11-15 13:37:07.323,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645613,97247,"Internet Net Margin (PYTD)","",10,"CALCULATE([Internet Net Margin],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
			))","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:24:03.456,2017-11-15 13:37:34.546,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645617,97247,"Internet Net Margin (YOY)","",10,"[Internet Net Margin (CY)] - [Internet Net Margin (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 13:42:47.750,2017-11-15 13:38:07.160,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645624,97247,"Internet Net Margin (YOY YTD)","",10,"[Internet Net Margin (YTD)] - [Internet Net Margin (PYTD)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:24:03.616,2017-11-15 13:39:20.890,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645628,97247,"Internet Net Margin (YOY %)","",8,"DIVIDE([Internet Net Margin (YOY)],[Internet Net Margin (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-11-15 13:40:45.210,,False,"","",,"Date Intelligence Metrics","Decimal Number"
645632,97247,"Internet Net Margin (YOY YTD %)","",8,"DIVIDE([Internet Net Margin (YOY YTD)],[Internet Net Margin (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:24:03.616,2017-11-15 13:43:18.750,,False,"","",,"Date Intelligence Metrics","Decimal Number"
645640,97247,"Internet Net Sales (Trailing 60 Days)","",10,"
VAR MaxDate = MAX('Date'[Date])
VAR StartDate = MaxDate - 59
RETURN
CALCULATE([Internet Net Sales],FILTER(ALL('Date'),'Date'[Date] >= StartDate && 'Date'[Date] <= MaxDate))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 14:55:52.933,2017-11-15 14:42:31.963,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
645644,97247,"Internet Net Sales Trailing (60 to 120 Days)","",10,"
VAR MaxDate = MAX('Date'[Date])
VAR EndDate = MaxDate - 60
VAR StartDate = EndDate - 59
RETURN
CALCULATE([Internet Net Sales],FILTER(ALL('Date'), 'Date'[Date] >= StartDate && 'Date'[Date] <= EndDate))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-15 15:01:07.273,2017-11-15 14:56:34.133,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
650526,97247,"Internet Net Sales (YTD Last Week)","",10,"CALCULATE([Internet Net Sales],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date]) && 'Date'[Calendar Week Number in Year] <= [Prior Calendar Week Number]))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-20 21:25:11.933,2017-11-20 20:45:59.406,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
695332,97247,"Internet Net Margin % (CY)","",8,"CALCULATE([Internet Net Margin %],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","",False,1,2017-12-02 22:41:38.606,2017-12-02 22:41:23.173,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695336,97247,"Internet Net Margin % (PY)","",8,"CALCULATE([Internet Net Margin %],FILTER(ALL('Date'),
	CONTAINS(VALUES('Date'[Prior Calendar Year Date]),'Date'[Prior Calendar Year Date],'Date'[Date])))","",False,1,2017-12-02 22:42:23.566,2017-12-02 22:42:10.793,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695340,97247,"Internet Net Margin % (PYTD)","",8,"CALCULATE([Internet Net Margin %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
			))","",False,1,2017-12-02 22:43:25.896,2017-12-02 22:43:05.756,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695344,97247,"Internet Net Margin % (YOY)","",8,"[Internet Net Margin % (CY)] - [Internet Net Margin % (PY)]","",False,1,2017-12-02 22:44:16.533,2017-12-02 22:43:52.896,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695348,97247,"Internet Net Margin % (YTD)","",8,"CALCULATE([Internet Net Margin %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","0.0%;-0.0%;0.0%",False,1,2017-12-11 23:52:55.746,2017-12-02 22:44:49.343,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695352,97247,"Internet Net Margin % (YOY YTD %)","",8,"[Internet Net Margin % (YTD)] - [Internet Net Margin % (PYTD)]","",False,1,2017-12-02 22:46:41.200,2017-12-02 22:45:44.293,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695356,97247,"Reseller Net Margin % (YOY)","",8,"[Reseller Net Margin % (CY)] - [Reseller Net Margin % (PY)]","",False,1,2017-12-02 22:55:27.503,2017-12-02 22:54:46.736,,False,"","",,"Date Intelligence Metrics","Decimal Number"
695360,97247,"Reseller Net Margin % (YOY YTD %)","",8,"[Reseller Net Margin % (YTD)] - [Reseller Net Margin % (PYTD)]","",False,1,2017-12-02 22:56:52.396,2017-12-02 22:55:51.370,,False,"","",,"Date Intelligence Metrics","Decimal Number"
770457,97247,"AdWorks Net Sales Plan (YTD)","",10,"
IF([Plan Grain Status] = ""Actual Grain"",BLANK(),
CALCULATE(sum('Sales and Margin Plan'[Internet Net Sales]) + sum('Sales and Margin Plan'[Reseller Net Sales]),
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Calendar Year Month Number] <= MAX('Date'[Calendar Year Month Number]))))","\$#,0;(\$#,0);\$#,0",False,1,2017-12-23 01:44:50.760,2017-12-23 01:15:43.090,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
770469,97247,"AdWorks Net Margin Plan % (YTD)","",8,"
CALCULATE(DIVIDE(sum('Sales and Margin Plan'[Internet Margin $]) + sum('Sales and Margin Plan'[Reseller Margin $]),sum('Sales and Margin Plan'[Internet Net Sales]) + sum('Sales and Margin Plan'[Reseller Net Sales])),
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Calendar Year Month Number] <= MAX('Date'[Calendar Year Month Number])))","0.0%;-0.0%;0.0%",False,1,2017-12-23 02:06:56.913,2017-12-23 01:52:53.356,,False,"","",,"Date Intelligence Metrics","Decimal Number"
11710,266,"Internet Sales Products Sold Count","",6,"CALCULATE(DISTINCTCOUNT('Product'[Product Alternate Key]),'Internet Sales')","#,0",False,1,2017-11-13 20:33:47.050,2017-01-10 10:55:25.293,,False,"","",,"Internet Sales","Whole Number"
12204,266,"Internet Sales Freight Cost","",10,"SUM('Internet Sales'[Freight])","\$#,0;(\$#,0);\$#,0",False,1,2017-11-06 19:24:27.876,2017-01-26 22:28:22.400,,False,"","",,"Internet Sales","Fixed Decimal Number"
12208,266,"Internet Sales Order Quantity","",6,"sum('Internet Sales'[Order Quantity])","#,0",False,1,2017-08-25 00:11:11.146,2017-01-26 22:29:32.186,,False,"","",,"Internet Sales","Whole Number"
40710,266,"Internet Sales Discounts","",10,"sum('Internet Sales'[Discount Amount])","",False,1,2017-08-30 17:02:40.290,2017-05-01 23:58:47.353,,False,"","",,"Internet Sales","Fixed Decimal Number"
40724,266,"Internet Sales Margin %","",8,"DIVIDE([Internet Net Sales]-[Internet Sales Product Cost],[Internet Net Sales])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-02 00:10:21.406,,False,"","",,"Internet Sales","Decimal Number"
49198,266,"Internet Sales Orders","",6,"DISTINCTCOUNT('Internet Sales'[Sales order number])","#,0",False,1,2017-08-25 00:11:11.146,2017-05-02 00:32:26.166,,False,"","",,"Internet Sales","Whole Number"
52895,266,"Internet Sales France Customer Count","",6,"CALCULATE([Internet Sales Customer Count],Customer[Customer Country] = ""France"")","#,0",False,1,2017-11-13 18:29:49.540,2017-05-03 02:16:17.213,,False,"","",,"Internet Sales","Whole Number"
61674,266,"Current Month Internet Net Sales","",10,"
VAR CurrentMonth = LOOKUPVALUE('Date'[Calendar Year Month Number],'Date'[Date],TODAY())
RETURN
CALCULATE([Internet Net Sales],FILTER(ALL('Date'),'Date'[Calendar Year Month Number] = CurrentMonth))","\$#,0;(\$#,0);\$#,0",True,1,2017-11-06 21:23:36.610,2017-05-04 00:44:17.970,,False,"","",,"Internet Sales","Fixed Decimal Number"
61685,266,"Current Year Internet Sales Margin %","",8,"
VAR CY = LOOKUPVALUE('Date'[Calendar Year],'Date'[Date],TODAY())
RETURN
CALCULATE([Internet Sales Margin %],'Date'[Calendar Year] = CY )","0.0%;-0.0%;0.0%",True,1,2017-12-02 22:37:19.703,2017-05-04 01:02:53.350,,False,"","",,"Internet Sales","Decimal Number"
61689,266,"Current Year Internet Sales Customer Count","",6,"
VAR CY = LOOKUPVALUE('Date'[Calendar Year],'Date'[Date],TODAY())
RETURN
CALCULATE([Internet Sales Customer Count],'Date'[Calendar Year] = CY )","#,0",True,1,2017-11-13 18:29:49.540,2017-05-04 01:05:57.536,,False,"","",,"Internet Sales","Whole Number"
64864,266,"Internet Sales Rows","",6,"COUNTROWS('Internet Sales')","#,0",False,1,2017-10-16 15:05:16.680,2017-05-13 14:31:15.460,,False,"","",,"Internet Sales","Whole Number"
111563,266,"Internet Sales Per Customer","",10,"DIVIDE([Internet Net Sales],[Internet Sales Customer Count])","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 18:29:49.540,2017-05-15 00:06:55.803,,False,"","",,"Internet Sales","Fixed Decimal Number"
111594,266,"Internet Sales New Customers","",6,"
VAR Today = TODAY() VAR CurrentYear = YEAR(Today)
VAR PriorCustomers = 
SUMMARIZE(CALCULATETABLE('Internet Sales',FILTER(ALL('Date'),'Date'[Calendar Year] <= CurrentYear-1)),'Customer'[Customer Alternate Key])
VAR CYCustomers =  SUMMARIZE(CALCULATETABLE('Internet Sales',FILTER(ALL('Date'),
	'Date'[Calendar Year Status] = ""Current Calendar Year"" &&
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))),'Customer'[Customer Alternate Key])
RETURN
CALCULATE(DISTINCTCOUNT('Customer'[Customer Alternate Key]),EXCEPT(CYCustomers,PriorCustomers))","#,0",False,1,2017-11-14 19:39:50.703,2017-05-15 00:53:05.146,,False,"","",,"Internet Sales","Whole Number"
409590,266,"Count of Product Rows","",6,"COUNTROWS('Product')","#,0",True,1,2017-11-06 21:23:33.306,2017-08-29 15:17:51.020,,False,"","",,"Internet Sales","Whole Number"
577314,266,"Internet Net Sales (Due Date)","",10,"CALCULATE([Internet Net Sales], USERELATIONSHIP('Internet Sales'[Due Date],'Date'[Date]))","\$#,0;(\$#,0);\$#,0",True,1,2018-01-02 17:46:20.033,2017-10-29 21:49:51.443,,False,"","",,"Internet Sales","Fixed Decimal Number"
577318,266,"Internet Net Sales (Ship Date)","",10,"CALCULATE([Internet Net Sales],USERELATIONSHIP('Internet Sales'[Ship Date],'Date'[Date]))","\$#,0;(\$#,0);\$#,0",True,1,2018-01-02 17:46:58.846,2017-10-29 21:53:34.003,,False,"","",,"Internet Sales","Fixed Decimal Number"
589523,266,"Employee Rows","",6,"COUNTROWS(Employee)","0",True,1,2017-12-02 22:37:24.753,2017-11-01 21:15:56.610,,False,"","",,"Internet Sales","Whole Number"
624298,266,"Internet Gross Sales (Bikes)","",10,"CALCULATE([Internet Gross Sales],'Product'[Product Category] = ""Bikes"")","\$#,0.###############;(\$#,0.###############);\$#,0.###############",False,1,2017-11-12 16:14:39.273,2017-11-12 16:14:04.583,,False,"","",,"Internet Sales","Fixed Decimal Number"
624302,266,"Reseller Gross Sales (something)","",10,"CALCULATE([Reseller Gross Sales],'Product'[Product Color] IN {""Red"", ""White""},Promotion[Discount Percentage] > .25)","\$#,0.###############;(\$#,0.###############);\$#,0.###############",False,1,2018-01-02 19:08:44.663,2017-11-12 16:16:35.563,,False,"","",,"Internet Sales","Fixed Decimal Number"
634598,266,"Internet Sales Customers Missing","",6,"
CALCULATE(DISTINCTCOUNT('Customer'[Customer Alternate Key]),
	FILTER(VALUES('Customer'[Customer Alternate Key]),
		ISEMPTY(RELATEDTABLE('Internet Sales'))))","#,0",False,1,2017-11-13 20:46:43.636,2017-11-13 19:21:39.836,,False,"","",,"Internet Sales","Whole Number"
634602,266,"Quick Check","",6,"[Internet Sales Customer Count] + [Internet Sales Customers Missing]","0",True,1,2017-12-02 22:37:31.933,2017-11-13 19:32:54.073,,False,"","",,"Internet Sales","Whole Number"
634608,266,"Internet Sales Products Missing","",6,"
CALCULATE(DISTINCTCOUNT('Product'[Product Alternate Key]),
	FILTER(VALUES('Product'[Product Alternate Key]),ISEMPTY(RELATEDTABLE('Internet Sales'))))","#,0",False,1,2017-11-25 22:52:17.243,2017-11-13 20:37:12.146,,False,"","",,"Internet Sales","Whole Number"
634612,266,"Internet Sales First Year Customer Count","",6,"
CALCULATE([Internet Sales Customer Count],'Customer'[Customer History Segment] = ""First Year Customer"")","0",False,1,2017-11-13 21:01:31.136,2017-11-13 21:00:35.970,,False,"","",,"Internet Sales","Whole Number"
634616,266,"Internet Sales Products Missing (Accessories)","",6,"CALCULATE([Internet Sales Products Missing],'Product'[Product Category] = ""Accessories"")","0",False,1,2017-11-13 21:04:55.420,2017-11-13 21:04:17.126,,False,"","",,"Internet Sales","Whole Number"
640703,266,"Internet Sales First Year and Accessory Customers","",6,"
VAR FirstYearCustomers = 
SUMMARIZE(
	CALCULATETABLE('Internet Sales',
		'Customer'[Customer History Segment] = ""First Year Customer""),
	'Customer'[Customer Alternate Key])
VAR AccessoryCustomersThisYear = 
SUMMARIZE(
CALCULATETABLE('Internet Sales',
		'Date'[Calendar Year Status] = ""Current Calendar Year"",'Product'[Product Category] = ""Accessories""),
'Customer'[Customer Alternate Key])
VAR TargetCustomerSet = 
DISTINCT(UNION(FirstYearCustomers,AccessoryCustomersThisYear))
RETURN
CALCULATE(DISTINCTCOUNT(Customer[Customer Alternate Key]),TargetCustomerSet)","#,0",False,1,2017-11-14 19:39:50.703,2017-11-14 16:37:40.770,,False,"","",,"Internet Sales","Whole Number"
640705,266,"SummarizeColumnsCheck","",6,"
COUNTROWS(SUMMARIZECOLUMNS('Customer'[Customer Alternate Key],CALCULATETABLE('Internet Sales','Product'[Product Category] = ""Accessories"")))","0",False,1,2017-11-14 16:48:01.886,2017-11-14 16:45:08.033,,False,"","",,"Internet Sales","Whole Number"
640741,266,"Internet Net Sales Product Rank","",6,"
IF(HASONEVALUE('Product'[Product Alternate Key]),
	RANKX(ALL('Product'[Product Alternate Key]),[Internet Net Sales],,DESC,Skip),BLANK())","0",False,1,2017-11-15 21:32:36.850,2017-11-14 23:14:56.370,,False,"","",,"Internet Sales","Whole Number"
645652,266,"Internet Net Sales Product Rank (All Products)","",6,"
VAR ProdRankTable = 
ALL('Product'[Product Alternate Key],'Product'[Product Name],'Product'[Product Category Group],'Product'[Product Category],'Product'[Product Subcategory],'Product'[Product Name])
RETURN
RANKX(ProdRankTable,
	[Internet Net Sales],,DESC,Skip)","0",True,1,2017-12-02 22:36:48.333,2017-11-15 20:09:50.283,,False,"","",,"Internet Sales","Whole Number"
645656,266,"Internet Net Sales Product Rank (All Selected)","",6,"
RANKX(ALLSELECTED('Product'),[Internet Net Sales],,DESC,Skip)","0",True,1,2017-11-15 21:14:11.240,2017-11-15 21:12:40.990,,False,"","",,"Internet Sales","Whole Number"
