numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,hora_boletim,Nr Dia da Semana,Nome Dia da Semana,Período
"2016-026607656-001",2016-12-08 22:39:00.000,2016-12-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",22,4,"Quinta-feira","Noite"
"2016-026711124-001",2016-12-10 13:14:00.000,2016-12-10 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,6,"Sábado","Tarde"
"2016-027653702-001",2016-12-22 20:26:00.000,2016-12-22 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,4,"Quinta-feira","Noite"
"2016-028022951-001",2016-12-28 08:55:00.000,2016-12-28 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,3,"Quarta-feira","Manhã"
"2017-034615719-001",2017-11-13 00:56:00.000,2017-11-13 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",0,1,"Segunda-feira","Madrugada"
"2017-035934869-001",2017-11-21 11:15:00.000,2017-11-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,2,"Terça-feira","Manhã"
"2017-035960538-001",2017-11-21 20:36:00.000,2017-11-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,2,"Terça-feira","Noite"
"2017-038637025-001",2017-12-09 15:57:00.000,2017-12-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,6,"Sábado","Tarde"
"2017-038761977-001",2017-12-10 13:43:00.000,2017-12-10 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,0,"Domingo","Tarde"
"2017-039014688-001",2017-12-12 08:30:00.000,2017-12-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,2,"Terça-feira","Manhã"
"2017-035226870-001",2017-11-16 21:40:00.000,2017-11-16 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,4,"Quinta-feira","Noite"
"2017-037966674-001",2017-12-04 23:30:00.000,2017-12-05 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,1,"Segunda-feira","Noite"
"2017-035285706-001",2017-11-17 09:14:00.000,2017-11-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,5,"Sexta-feira","Manhã"
"2017-002383450-001",2017-02-01 11:28:00.000,2017-02-01 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,3,"Quarta-feira","Manhã"
"2017-003168142-001",2017-02-11 20:34:00.000,2017-02-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,6,"Sábado","Noite"
"2017-003445119-001",2017-02-15 11:27:00.000,2017-02-15 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,3,"Quarta-feira","Manhã"
"2017-003645544-001",2017-02-17 16:33:00.000,2017-02-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,5,"Sexta-feira","Tarde"
"2017-003654285-001",2017-02-17 19:25:00.000,2017-02-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,5,"Sexta-feira","Noite"
"2017-001343119-001",2017-01-18 18:43:00.000,2017-01-18 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,3,"Quarta-feira","Noite"
"2017-003801092-001",2017-02-20 08:23:00.000,2017-02-20 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,1,"Segunda-feira","Manhã"
"2017-001472537-001",2017-01-20 12:42:00.000,2017-01-20 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,5,"Sexta-feira","Tarde"
"2017-001523110-001",2017-01-20 23:46:00.000,2017-01-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,5,"Sexta-feira","Noite"
"2017-000847018-001",2017-01-06 14:54:00.000,2017-01-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,5,"Sexta-feira","Tarde"
"2017-001915213-001",2017-01-26 11:45:00.000,2017-01-26 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,4,"Quinta-feira","Manhã"
"2017-001946201-001",2017-01-26 13:00:00.000,2017-01-26 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,4,"Quinta-feira","Tarde"
"2017-002074735-001",2017-01-28 14:59:00.000,2017-01-28 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,6,"Sábado","Tarde"
"2017-040136871-001",2017-12-19 18:09:00.000,2017-12-19 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,2,"Terça-feira","Noite"
"2017-040136962-001",2017-12-19 19:16:00.000,2017-12-19 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,2,"Terça-feira","Noite"
"2017-040244755-001",2017-12-20 15:09:00.000,2017-12-20 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,3,"Quarta-feira","Tarde"
"2017-040276722-001",2017-12-20 17:40:00.000,2017-12-20 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,3,"Quarta-feira","Tarde"
"2017-040503823-001",2017-12-22 07:17:00.000,2017-12-22 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,5,"Sexta-feira","Manhã"
"2017-040747710-001",2017-12-23 17:00:00.000,2017-12-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,6,"Sábado","Tarde"
"2017-040894133-001",2017-12-25 07:50:00.000,2017-12-25 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,1,"Segunda-feira","Manhã"
"2017-041490479-001",2017-12-29 09:21:00.000,2017-12-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,5,"Sexta-feira","Manhã"
"2017-041645241-001",2017-12-30 10:49:00.000,2017-12-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,6,"Sábado","Manhã"
"2017-031636700-001",2017-10-24 14:50:00.000,2017-10-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,2,"Terça-feira","Tarde"
"2017-000616685-001",2017-01-09 10:16:00.000,2017-01-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,1,"Segunda-feira","Manhã"
"2017-000673026-001",2017-01-09 17:24:00.000,2017-01-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,1,"Segunda-feira","Tarde"
"2017-024821751-001",2017-09-10 20:09:00.000,2017-09-10 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,0,"Domingo","Noite"
"2017-020129018-001",2017-08-11 07:51:00.000,2017-08-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,5,"Sexta-feira","Manhã"
"2017-020132704-001",2017-08-11 09:04:00.000,2017-08-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,5,"Sexta-feira","Manhã"
"2017-020332579-001",2017-08-12 15:11:00.000,2017-08-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,6,"Sábado","Tarde"
"2017-026251817-001",2017-09-19 20:29:00.000,2017-09-19 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,2,"Terça-feira","Noite"
"2017-032687988-001",2017-10-30 22:24:00.000,2017-10-31 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",22,1,"Segunda-feira","Noite"
"2017-026985606-001",2017-09-24 09:52:00.000,2017-09-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,0,"Domingo","Manhã"
"2017-029651780-001",2017-10-11 14:25:00.000,2017-10-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,3,"Quarta-feira","Tarde"
"2017-029661311-001",2017-10-11 15:27:00.000,2017-10-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,3,"Quarta-feira","Tarde"
"2017-029700771-001",2017-10-11 16:39:00.000,2017-10-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,3,"Quarta-feira","Tarde"
"2017-022796294-001",2017-08-28 17:10:00.000,2017-08-28 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,1,"Segunda-feira","Tarde"
"2017-023142664-001",2017-08-30 16:47:00.000,2017-08-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,3,"Quarta-feira","Tarde"
"2017-030099284-001",2017-10-14 17:53:00.000,2017-10-14 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,6,"Sábado","Tarde"
"2017-030182004-001",2017-10-15 11:38:00.000,2017-10-15 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,0,"Domingo","Manhã"
"2017-030220128-001",2017-10-15 17:03:00.000,2017-10-15 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,0,"Domingo","Tarde"
"2017-020920412-001",2017-08-16 11:35:00.000,2017-08-16 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,3,"Quarta-feira","Manhã"
"2017-021050462-002",2017-08-17 08:19:00.000,2017-08-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,4,"Quinta-feira","Manhã"
"2017-015881950-001",2017-07-13 18:39:00.000,2017-07-13 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,4,"Quinta-feira","Noite"
"2017-022168678-001",2017-08-24 14:14:00.000,2017-08-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,4,"Quinta-feira","Tarde"
"2017-028002032-001",2017-09-30 20:37:00.000,2017-09-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,6,"Sábado","Noite"
"2017-029092602-001",2017-10-07 19:47:00.000,2017-10-08 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,6,"Sábado","Noite"
"2017-029282506-001",2017-10-09 11:28:00.000,2017-10-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,1,"Segunda-feira","Manhã"
"2017-018791400-001",2017-08-02 13:42:00.000,2017-08-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,3,"Quarta-feira","Tarde"
"2017-031205170-001",2017-10-21 17:09:00.000,2017-10-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,6,"Sábado","Tarde"
"2017-018810843-001",2017-08-02 16:20:00.000,2017-08-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,3,"Quarta-feira","Tarde"
"2017-018831773-001",2017-08-02 16:51:00.000,2017-08-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,3,"Quarta-feira","Tarde"
"2017-022282483-001",2017-08-25 08:19:00.000,2017-08-25 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,5,"Sexta-feira","Manhã"
"2017-028910036-001",2017-10-06 15:41:00.000,2017-10-06 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,5,"Sexta-feira","Tarde"
"2017-019463664-001",2017-08-07 06:46:00.000,2017-08-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",6,1,"Segunda-feira","Manhã"
"2017-019466630-001",2017-08-07 06:50:00.000,2017-08-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",6,1,"Segunda-feira","Manhã"
"2017-010286002-001",2017-05-17 07:56:00.000,2017-05-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,3,"Quarta-feira","Manhã"
"2017-008520644-001",2017-04-23 18:12:00.000,2017-04-23 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,0,"Domingo","Noite"
"2017-008529539-001",2017-04-23 20:29:00.000,2017-04-23 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,0,"Domingo","Noite"
"2017-011228599-001",2017-05-29 20:23:00.000,2017-05-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,1,"Segunda-feira","Noite"
"2017-013916095-001",2017-06-30 17:21:00.000,2017-06-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,5,"Sexta-feira","Tarde"
"2017-013990925-001",2017-07-01 08:50:00.000,2017-07-01 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,6,"Sábado","Manhã"
"2017-011393681-001",2017-05-31 19:57:00.000,2017-05-31 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,3,"Quarta-feira","Noite"
"2017-014227674-001",2017-07-03 09:09:00.000,2017-07-03 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,1,"Segunda-feira","Manhã"
"2017-014350885-001",2017-07-03 18:19:00.000,2017-07-03 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,1,"Segunda-feira","Noite"
"2017-008879234-001",2017-04-27 17:38:00.000,2017-04-27 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,4,"Quinta-feira","Tarde"
"2017-011573276-001",2017-06-02 20:32:00.000,2017-06-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,5,"Sexta-feira","Noite"
"2017-011636694-001",2017-06-04 02:26:00.000,2017-06-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",2,0,"Domingo","Madrugada"
"2017-009000019-001",2017-04-29 21:23:00.000,2017-04-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,6,"Sábado","Noite"
"2017-011887632-001",2017-06-07 07:05:00.000,2017-06-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,3,"Quarta-feira","Manhã"
"2017-014969892-001",2017-07-07 17:46:00.000,2017-07-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,5,"Sexta-feira","Tarde"
"2017-007437691-001",2017-04-08 08:33:00.000,2017-04-08 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,6,"Sábado","Manhã"
"2017-009182479-001",2017-05-02 17:46:00.000,2017-05-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,2,"Terça-feira","Tarde"
"2017-009247119-001",2017-05-03 14:35:00.000,2017-05-03 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,3,"Quarta-feira","Tarde"
"2017-000002733-001",2017-01-01 00:20:00.000,2017-01-01 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",0,0,"Domingo","Madrugada"
"2017-012697344-001",2017-06-18 00:41:00.000,2017-06-18 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",0,0,"Domingo","Madrugada"
"2017-004991697-001",2017-03-07 15:04:00.000,2017-03-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,2,"Terça-feira","Tarde"
"2017-005007379-001",2017-03-07 21:36:00.000,2017-03-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,2,"Terça-feira","Noite"
"2017-006838443-001",2017-03-31 12:30:00.000,2017-03-31 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,5,"Sexta-feira","Tarde"
