Facility_ID,Facility_Name,Location_City,Location_State,Location_Zip_Code,Location_County,State_ID
"140032","ST ANTHONYS MEMORIAL HOSPITAL","EFFINGHAM","IL","62401","EFFINGHAM",17
"140034","SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","CENTRALIA","IL","62801","MARION",17
"140040","GALESBURG COTTAGE HOSPITAL","GALESBURG","IL","61401","KNOX",17
"140043","CGH MEDICAL CENTER","STERLING","IL","61081","WHITESIDE",17
"140046","SSM HEALTH - GOOD SAMARITAN HOSPITAL","MOUNT VERNON","IL","62864","JEFFERSON",17
"140048","ADVOCATE TRINITY HOSPITAL","CHICAGO","IL","60617","COOK",17
"140049","WEST SUBURBAN MEDICAL CENTER","OAK PARK","IL","60302","COOK",17
"140052","OSF SAINT ANTHONY'S HEALTH CENTER","ALTON","IL","62002","MADISON",17
"140053","ST JOHNS HOSPITAL","SPRINGFIELD","IL","62769","SANGAMON",17
"140054","MACNEAL  HOSPITAL","BERWYN","IL","60402","COOK",17
"140058","PASSAVANT AREA HOSPITAL","JACKSONVILLE","IL","62650","MORGAN",17
"140059","JERSEY COMMUNITY HOSPITAL","JERSEYVILLE","IL","62052","JERSEY",17
"140062","PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","60463","COOK",17
"140063","RUSH OAK PARK HOSPITAL","OAK PARK","IL","60304","COOK",17
"140064","ST MARY MEDICAL CENTER","GALESBURG","IL","61401","KNOX",17
"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","LA GRANGE","IL","60525","COOK",17
"140067","SAINT FRANCIS MEDICAL CENTER","PEORIA","IL","61637","PEORIA",17
"140068","ROSELAND COMMUNITY HOSPITAL","CHICAGO","IL","60628","COOK",17
"140080","PRESENCE SAINT FRANCIS HOSPITAL","EVANSTON","IL","60202","COOK",17
"140082","LOUIS A WEISS MEMORIAL HOSPITAL","CHICAGO","IL","60640","COOK",17
"140083","LORETTO HOSPITAL","CHICAGO","IL","60644","COOK",17
"140084","VISTA MEDICAL CENTER EAST","WAUKEGAN","IL","60085","LAKE",17
"140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","CHICAGO","IL","60637","COOK",17
"140089","MC DONOUGH DISTRICT HOSPITAL","MACOMB","IL","61455","MC DONOUGH",17
"140091","CARLE FOUNDATION HOSPITAL","URBANA","IL","61801","CHAMPAIGN",17
"140093","OSF SACRED HEART MEDICAL CENTER","DANVILLE","IL","61832","VERMILION",17
"140095","SAINT ANTHONY HOSPITAL","CHICAGO","IL","60623","COOK",17
"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","MORRIS","IL","60450","GRUNDY",17
"140103","ST BERNARD HOSPITAL","CHICAGO","IL","60621","COOK",17
"140110","OSF SAINT ELIZABETH MDL CTR","OTTAWA","IL","61350","LA SALLE",17
"140113","OSF HEART OF MARY MEDICAL CENTER","URBANA","IL","61801","CHAMPAIGN",17
"140114","SWEDISH HOSPITAL","CHICAGO","IL","60625","COOK",17
"140115","THOREK MEMORIAL HOSPITAL","CHICAGO","IL","60613","COOK",17
"140116","NORTHWESTERN MEDICINE MCHENRY","MCHENRY","IL","60050","MC HENRY",17
"140117","AMITA HEALTH RESURRECTION MEDICAL CENTER","CHICAGO","IL","60631","COOK",17
"140119","RUSH UNIVERSITY MEDICAL CENTER","CHICAGO","IL","60612","COOK",17
"140120","PEKIN MEMORIAL HOSPITAL","PEKIN","IL","61554","TAZEWELL",17
"140122","ADVENTIST HINSDALE HOSPITAL","HINSDALE","IL","60521","DU PAGE",17
"140124","JOHN H STROGER JR HOSPITAL","CHICAGO","IL","60612","COOK",17
"140125","GATEWAY REGIONAL MEDICAL CENTER","GRANITE CITY","IL","62040","MADISON",17
"140127","ADVOCATE BROMENN MEDICAL CENTER","NORMAL","IL","61761","MC LEAN",17
"140130","NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST","IL","60045","LAKE",17
"140133","HOLY CROSS HOSPITAL","CHICAGO","IL","60629","COOK",17
"140135","DECATUR MEMORIAL HOSPITAL","DECATUR","IL","62526","MACON",17
"140137","HSHS HOLY FAMILY HOSPITAL INC","GREENVILLE","IL","62246","BOND",17
"140143","ST MARGARETS HOSPITAL","SPRING VALLEY","IL","61362","BUREAU",17
"140145","ST JOSEPHS HOSPITAL","BREESE","IL","62230","CLINTON",17
"140147","CARLE RICHLAND MEMORIAL HOSPITAL","OLNEY","IL","62450","RICHLAND",17
"140148","MEMORIAL MEDICAL CENTER","SPRINGFIELD","IL","62702","SANGAMON",17
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","CHICAGO","IL","60612","COOK",17
"140155","PRESENCE ST MARYS HOSPITAL","KANKAKEE","IL","60901","KANKAKEE",17
"140158","INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO","CHICAGO","IL","60616","COOK",17
"140160","FHN MEMORIAL HOSPITAL","FREEPORT","IL","61032","STEPHENSON",17
"140161","SAINT JAMES HOSPITAL","PONTIAC","IL","61764","LIVINGSTON",17
"140162","ST JOSEPH MEDICAL CENTER","BLOOMINGTON","IL","61701","MC LEAN",17
"140164","MEMORIAL HOSPITAL OF CARBONDALE","CARBONDALE","IL","62901","JACKSON",17
"140166","ST MARYS HOSPITAL","DECATUR","IL","62521","MACON",17
"140167","IROQUOIS MEMORIAL HOSPITAL","WATSEKA","IL","60970","IROQUOIS",17
"140172","FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS","OLYMPIA FIELDS","IL","60461","COOK",17
"140174","PRESENCE MERCY MEDICAL CENTER","AURORA","IL","60506","KANE",17
"140177","JACKSON PARK HOSPITAL","CHICAGO","IL","60649","COOK",17
"140179","OSF LITTLE COMPANY OF MARY MEDICAL CENTER","EVERGREEN PARK","IL","60805","COOK",17
"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","CHICAGO","IL","60622","COOK",17
"140181","SOUTH SHORE HOSPITAL","CHICAGO","IL","60617","COOK",17
"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","CHICAGO","IL","60657","COOK",17
"140184","HEARTLAND REGIONAL MEDICAL CENTER","MARION","IL","62959","WILLIAMSON",17
"140185","MEMORIAL HOSPITAL","BELLEVILLE","IL","62226","ST. CLAIR",17
"140186","RIVERSIDE MEDICAL CENTER","KANKAKEE","IL","60901","KANKAKEE",17
"140187","HSHS ST ELIZABETH'S HOSPITAL","O FALLON","IL","62269","ST. CLAIR",17
"140189","SARAH BUSH LINCOLN HEALTH CENTER","MATTOON","IL","61938","COLES",17
"140191","INGALLS MEMORIAL HOSPITAL","HARVEY","IL","60426","COOK",17
"140197","METHODIST HOSPITAL OF CHICAGO","CHICAGO","IL","60640","COOK",17
"140200","ELMHURST MEMORIAL HOSPITAL","ELMHURST","IL","60126","DU PAGE",17
"140202","ADVOCATE CONDELL MEDICAL CENTER","LIBERTYVILLE","IL","60048","LAKE",17
"140206","HUMBOLDT PARK HEALTH","CHICAGO","IL","60622","COOK",17
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","OAK LAWN","IL","60453","COOK",17
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","PEORIA","IL","61636","PEORIA",17
"140210","HARRISBURG MEDICAL CENTER","HARRISBURG","IL","62946","SALINE",17
"140211","DELNOR COMMUNITY HOSPITAL","GENEVA","IL","60134","KANE",17
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","NEW LENOX","IL","60451","WILL",17
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","ELGIN","IL","60123","KANE",17
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","PARK RIDGE","IL","60068","COOK",17
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","CHICAGO","IL","60657","COOK",17
"140228","SWEDISH AMERICAN HOSPITAL","ROCKFORD","IL","61104","WINNEBAGO",17
"140231","EDWARD HOSPITAL","NAPERVILLE","IL","60540","DU PAGE",17
"140233","OSF SAINT ANTHONY MEDICAL CENTER","ROCKFORD","IL","61108","WINNEBAGO",17
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","PERU","IL","61354","LA SALLE",17
"140239","JAVON BEA HOSPITAL","ROCKFORD","IL","61103","WINNEBAGO",17
"140242","CENTRAL DUPAGE HOSPITAL","WINFIELD","IL","60190","DU PAGE",17
"140251","COMMUNITY FIRST MEDICAL CENTER","CHICAGO","IL","60634","COOK",17
"140252","NORTHWEST COMMUNITY HOSPITAL 1","ARLINGTON HEIGHTS","IL","60005","COOK",17
"140258","ALEXIAN BROTHERS MEDICAL CENTER 1","ELK GROVE VILLAGE","IL","60007","COOK",17
"140275","GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI","SILVIS","IL","61282","ROCK ISLAND",17
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","MAYWOOD","IL","60153","COOK",17
"140280","TRINITY ROCK ISLAND","ROCK ISLAND","IL","61201","ROCK ISLAND",17
"140281","NORTHWESTERN MEMORIAL HOSPITAL","CHICAGO","IL","60611","COOK",17
"140286","KISHWAUKEE COMMUNITY HOSPITAL","DEKALB","IL","60115","DE KALB",17
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","DOWNERS GROVE","IL","60515","DU PAGE",17
"140289","ANDERSON HOSPITAL","MARYVILLE","IL","62062","MADISON",17
"140290","ST ALEXIUS MEDICAL CENTER","HOFFMAN ESTATES","IL","60169","COOK",17
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","BARRINGTON","IL","60010","LAKE",17
"140292","ADVENTIST GLENOAKS","GLENDALE HEIGHTS","IL","60139","DU PAGE",17
"140294","CROSSROADS COMMUNITY HOSPITAL","MOUNT VERNON","IL","62864","JEFFERSON",17
"140304","ADVENTIST BOLINGBROOK HOSPITAL","BOLINGBROOK","IL","60440","WILL",17
"141300","THOMAS H BOYD MEMORIAL HOSPITAL","CARROLLTON","IL","62016","GREENE",17
"141301","KIRBY MEDICAL CENTER","MONTICELLO","IL","61856","PIATT",17
"141304","GENESIS MEDICAL CENTER, ALEDO","ALEDO","IL","61231","MERCER",17
"141305","MEMORIAL HOSPITAL","CARTHAGE","IL","62321","HANCOCK",17
"141306","COMMUNITY HOSPITAL OF STAUNTON","STAUNTON","IL","62088","MACOUPIN",17
"141307","PINCKNEYVILLE COMMUNITY HOSPITAL","PINCKNEYVILLE","IL","62274","PERRY",17
"141309","CARLA EUREKA  HOSPITAL","EUREKA","IL","61530","WOODFORD",17
"141310","OSF SAINT PAUL MEDICAL CENTER","MENDOTA","IL","61342","LA SALLE",17
"141311","FAIRFIELD MEMORIAL HOSPITAL 1","FAIRFIELD","IL","62837","WAYNE",17
"141312","ROCHELLE COMMUNITY HOSPITAL","ROCHELLE","IL","61068","OGLE",17
"141313","MASON DISTRICT HOSPITAL","HAVANA","IL","62644","MASON",17
"141315","ILLINI COMMUNITY HOSPITAL","PITTSFIELD","IL","62363","PIKE",17
"141316","CARLE HOOPESTON REGIONAL HEALTH CENTER","HOOPESTON","IL","60942","VERMILION",17
"141317","GIBSON COMMUNITY HOSPITAL","GIBSON CITY","IL","60936","FORD",17
"141318","OSF HOLY FAMILY MEDICAL CENTER","MONMOUTH","IL","61462","WARREN",17
"141319","HAMMOND HENRY HOSPITAL","GENESEO","IL","61254","HENRY",17
"141320","PARIS COMMUNITY HOSPITAL","PARIS","IL","61944","EDGAR",17
"141321","FRANKLIN HOSPITAL","BENTON","IL","62812","FRANKLIN",17
"141322","ABRAHAM LINCOLN MEMORIAL HOSPITAL","LINCOLN","IL","62656","LOGAN",17
"141323","MASSAC MEMORIAL HOSPITAL","METROPOLIS","IL","62960","MASSAC",17
"141324","FERRELL HOSPITAL COMMUNITY FOUNDATIONS","ELDORADO","IL","62930","SALINE",17
"141325","OSF SAINT LUKES MEDICAL CENTER","KEWANEE","IL","61443","HENRY",17
"141326","HAMILTON MEMORIAL HOSPITAL","MCLEANSBORO","IL","62859","HAMILTON",17
"141327","WABASH GENERAL HOSPITAL 1","MOUNT CARMEL","IL","62863","WABASH",17
"141328","HARDIN COUNTY GENERAL HOSPITAL & CLINIC","ROSICLARE","IL","62982","HARDIN",17
"141330","HOPEDALE HOSPITAL","HOPEDALE","IL","61747","TAZEWELL",17
"141331","MARSHALL BROWNING HOSPITAL","DU QUOIN","IL","62832","PERRY",17
"141332","HILLSBORO AREA HOSPITAL","HILLSBORO","IL","62049","MONTGOMERY",17
"141333","SARAH D CULBERTSON MEMORIAL HOSPITAL","RUSHVILLE","IL","62681","SCHUYLER",17
"141336","ST JOSEPH'S HOSPITAL","HIGHLAND","IL","62249","MADISON",17
"141337","OSF SAINT CLARE MEDICAL CENTER","PRINCETON","IL","61356","BUREAU",17
"141338","MEMORIAL HOSPITAL","CHESTER","IL","62233","RANDOLPH",17
"141339","TAYLORVILLE MEMORIAL HOSPITAL","TAYLORVILLE","IL","62568","CHRISTIAN",17
"141340","VALLEY WEST COMMUNITY HOSPITAL","SANDWICH","IL","60548","DE KALB",17
"141341","PANA COMMUNITY HOSPITAL","PANA","IL","62557","CHRISTIAN",17
"141342","ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL","ANNA","IL","62906","UNION",17
"141343","CRAWFORD MEMORIAL HOSPITAL","ROBINSON","IL","62454","CRAWFORD",17
"141344","LAWRENCE COUNTY MEMORIAL HOSPITAL","LAWRENCEVILLE","IL","62439","LAWRENCE",17
"141345","SALEM TOWNSHIP HOSPITAL","SALEM","IL","62881","MARION",17
"141346","FAYETTE COUNTY HOSPITAL","VANDALIA","IL","62471","FAYETTE",17
"141347","CARLINVILLE AREA HOSPITAL","CARLINVILLE","IL","62626","MACOUPIN",17
"141348","RED BUD REGIONAL HOSPITAL","RED BUD","IL","62278","RANDOLPH",17
"141349","SPARTA COMMUNITY HOSPITAL","SPARTA","IL","62286","RANDOLPH",17
"141350","ST FRANCIS HOSPITAL","LITCHFIELD","IL","62056","MONTGOMERY",17
"141351","CLAY COUNTY HOSPITAL","FLORA","IL","62839","CLAY",17
"360001","MERCY HEALTH-ANDERSON HOSPITAL","CINCINNATI","OH","45255","HAMILTON",39
"360002","UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER","ASHLAND","OH","44805","ASHLAND",39
"360003","UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","CINCINNATI","OH","45219","HAMILTON",39
"360006","RIVERSIDE METHODIST HOSPITAL","COLUMBUS","OH","43214","FRANKLIN",39
"360008","SOUTHERN OHIO MEDICAL CENTER","PORTSMOUTH","OH","45662","SCIOTO",39
"360009","LIMA MEMORIAL HEALTH SYSTEM","LIMA","OH","45804","ALLEN",39
"360010","UNION HOSPITAL","DOVER","OH","44622","TUSCARAWAS",39
"360011","MARION GENERAL HOSPITAL","MARION","OH","43302","MARION",39
"360012","MOUNT CARMEL ST ANN'S","WESTERVILLE","OH","43081","FRANKLIN",39
"360013","WILSON MEMORIAL HOSPITAL","SIDNEY","OH","45365","SHELBY",39
"360014","OHIOHEALTH O'BLENESS HOSPITAL","ATHENS","OH","45701","ATHENS",39
"360016","THE JEWISH HOSPITAL-MERCY HEALTH","CINCINNATI","OH","45236","HAMILTON",39
"360017","GRANT MEDICAL CENTER","COLUMBUS","OH","43215","FRANKLIN",39
"360020","SUMMA HEALTH SYSTEM","AKRON","OH","44309","SUMMIT",39
"360025","FIRELANDS REGIONAL MEDICAL CENTER","SANDUSKY","OH","44870","ERIE",39
"360026","GREENE MEMORIAL HOSPITAL","XENIA","OH","45385","GREENE",39
"360027","AKRON GENERAL MEDICAL CENTER","AKRON","OH","44307","SUMMIT",39
"360029","WOOD COUNTY HOSPITAL","BOWLING GREEN","OH","43402","WOOD",39
"360032","GRAND LAKE HEALTH SYSTEM","SAINT MARYS","OH","45885","AUGLAIZE",39
"360035","MOUNT CARMEL EAST & WEST","COLUMBUS","OH","43213","FRANKLIN",39
"360036","WOOSTER COMMUNITY HOSPITAL","WOOSTER","OH","44691","WAYNE",39
"360037","ST VINCENT CHARITY MEDICAL CENTER","CLEVELAND","OH","44115","CUYAHOGA",39
"360039","GENESIS HOSPITAL","ZANESVILLE","OH","43701","MUSKINGUM",39
"360040","KNOX COMMUNITY HOSPITAL","MOUNT VERNON","OH","43050","KNOX",39
"360041","PARMA COMMUNITY GENERAL HOSPITAL","PARMA","OH","44129","CUYAHOGA",39
"360044","WAYNE HOSPITAL","GREENVILLE","OH","45331","DARKE",39
"360046","MCCULLOUGH-HYDE MEMORIAL HOSPITAL","OXFORD","OH","45056","BUTLER",39
"360048","UNIVERSITY OF TOLEDO MEDICAL CENTER","TOLEDO","OH","43699","LUCAS",39
"360051","MIAMI VALLEY HOSPITAL","DAYTON","OH","45409","MONTGOMERY",39
"360054","HOLZER MEDICAL CENTER","GALLIPOLIS","OH","45631","GALLIA",39
"360055","TRUMBULL REGIONAL MEDICAL CENTER","WARREN","OH","44482","TRUMBULL",39
"360056","MERCY HEALTH - FAIRFIELD HOSPITAL","FAIRFIELD","OH","45014","BUTLER",39
"360058","MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL","COLDWATER","OH","45828","MERCER",39
"360059","METROHEALTH SYSTEM","CLEVELAND","OH","44109","CUYAHOGA",39
"360064","ST ELIZABETH YOUNGSTOWN HOSPITAL","YOUNGSTOWN","OH","44501","MAHONING",39
"360065","FISHER-TITUS HOSPITAL","NORWALK","OH","44857","HURON",39
"360066","MERCY HEALTH-ST RITA'S MEDICAL CENTER","LIMA","OH","45801","ALLEN",39
"360068","PROMEDICA TOLEDO HOSPITAL","TOLEDO","OH","43606","LUCAS",39
"360070","MERCY MEDICAL CENTER","CANTON","OH","44708","STARK",39
"360071","VAN WERT COUNTY HOSPITAL","VAN WERT","OH","45891","VAN WERT",39
"360072","FAIRFIELD MEDICAL CENTER","LANCASTER","OH","43130","FAIRFIELD",39
"360075","UH REGIONAL HOSPITALS","RICHMOND HEIGHTS","OH","44143","CUYAHOGA",39
"360076","ATRIUM MEDICAL CENTER","FRANKLIN","OH","45005","WARREN",39
"360077","FAIRVIEW HOSPITAL","CLEVELAND","OH","44111","CUYAHOGA",39
"360078","UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER","RAVENNA","OH","44266","PORTAGE",39
"360079","KETTERING MEDICAL CENTER","KETTERING","OH","45429","MONTGOMERY",39
"360080","EAST OHIO REGIONAL HOSPITAL","MARTINS FERRY","OH","43935","BELMONT",39
"360081","MERCY HEALTH - ST CHARLES HOSPITAL","OREGON","OH","43616","LUCAS",39
"360082","EUCLID HOSPITAL","EUCLID","OH","44119","CUYAHOGA",39
"360084","AULTMAN HOSPITAL","CANTON","OH","44710","STARK",39
"360085","OHIO STATE UNIVERSITY STATE HEALTH SYSTEM","COLUMBUS","OH","43210","FRANKLIN",39
"360086","SPRINGFIELD REGIONAL MEDICAL CENTER","SPRINGFIELD","OH","45504","CLARK",39
"360087","LUTHERAN HOSPITAL","CLEVELAND","OH","44113","CUYAHOGA",39
"360089","MERCY HEALTH - TIFFIN HOSPITAL","TIFFIN","OH","44883","SENECA",39
"360090","ST LUKE'S HOSPITAL","MAUMEE","OH","43537","LUCAS",39
"360091","MEDINA HOSPITAL","MEDINA","OH","44256","MEDINA",39
"360092","MEMORIAL HOSPITAL","MARYSVILLE","OH","43040","UNION",39
"360095","BLANCHARD VALLEY HOSPITAL","FINDLAY","OH","45840","HANCOCK",39
"360096","EAST LIVERPOOL CITY HOSPITAL","EAST LIVERPOOL","OH","43920","COLUMBIANA",39
"360098","LAKE HEALTH","CONCORD","OH","44077","LAKE",39
"360107","BELLEVUE HOSPITAL","BELLEVUE","OH","44811","SANDUSKY",39
"360109","COSHOCTON REGIONAL MEDICAL CENTER","COSHOCTON","OH","43812","COSHOCTON",39
"360112","MERCY ST VINCENT MEDICAL CENTER","TOLEDO","OH","43608","LUCAS",39
"360118","OHIOHEALTH MANSFIELD HOSPITAL","MANSFIELD","OH","44903","RICHLAND",39
"360121","COMMUNITY HOSPITALS AND WELLNESS CENTERS","BRYAN","OH","43506","WILLIAMS",39
"360123","UH ST JOHN MEDICAL CENTER","WESTLAKE","OH","44145","CUYAHOGA",39
"360125","ASHTABULA COUNTY MEDICAL CENTER","ASHTABULA","OH","44004","ASHTABULA",39
"360131","ALLIANCE COMMUNITY HOSPITAL","ALLIANCE","OH","44601","STARK",39
"360132","FORT HAMILTON HUGHES MEMORIAL HOSPITAL","HAMILTON","OH","45013","BUTLER",39
"360133","GRANDVIEW HOSPITAL & MEDICAL CENTER","DAYTON","OH","45405","MONTGOMERY",39
"360134","GOOD SAMARITAN HOSPITAL","CINCINNATI","OH","45220","HAMILTON",39
"360137","UNIVERSITY HOSPITALS OF CLEVELAND","CLEVELAND","OH","44106","CUYAHOGA",39
"360143","MARYMOUNT HOSPITAL","GARFIELD HEIGHTS","OH","44125","CUYAHOGA",39
"360144","SOUTH POINTE HOSPITAL","WARRENSVILLE HEIGHTS","OH","44122","CUYAHOGA",39
"360145","UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","ELYRIA","OH","44035","LORAIN",39
"360147","MARIETTA MEMORIAL HOSPITAL","MARIETTA","OH","45750","WASHINGTON",39
"360148","POMERENE HOSPITAL","MILLERSBURG","OH","44654","HOLMES",39
"360150","SUMMA WESTERN RESERVE HOSPITAL","CUYAHOGA FALLS","OH","44223","SUMMIT",39
"360152","DOCTORS HOSPITAL","COLUMBUS","OH","43228","FRANKLIN",39
"360155","SOUTHWEST GENERAL HEALTH CENTER","MIDDLEBURG HEIGHTS","OH","44130","CUYAHOGA",39
"360156","MEMORIAL HOSPITAL","FREMONT","OH","43420","SANDUSKY",39
"360159","ADENA REGIONAL MEDICAL CENTER","CHILLICOTHE","OH","45601","ROSS",39
"360161","MH ST JOSEPH WARREN HOSPITAL","WARREN","OH","44481","TRUMBULL",39
"360163","CHRIST HOSPITAL","CINCINNATI","OH","45219","HAMILTON",39
"360170","BERGER HOSPITAL","CIRCLEVILLE","OH","43113","PICKAWAY",39
"360172","MERCY REGIONAL MEDICAL CENTER","LORAIN","OH","44053","LORAIN",39
"360174","UPPER VALLEY MEDICAL CENTER","TROY","OH","45373","MIAMI",39
"360175","CLINTON MEMORIAL HOSPITAL","WILMINGTON","OH","45177","CLINTON",39
"360179","BETHESDA NORTH","CINCINNATI","OH","45242","HAMILTON",39
"360180","CLEVELAND CLINIC","CLEVELAND","OH","44195","CUYAHOGA",39
"360185","SALEM REGIONAL MEDICAL CENTER","SALEM","OH","44460","COLUMBIANA",39
"360189","MADISON HEALTH","LONDON","OH","43140","MADISON",39
"360192","UH GEAUGA MEDICAL CENTER","CHARDON","OH","44024","GEAUGA",39
"360197","MARY RUTAN HOSPITAL","BELLEFONTAINE","OH","43311","LOGAN",39
"360203","SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER","CAMBRIDGE","OH","43725","GUERNSEY",39
"360210","GRADY MEMORIAL HOSPITAL","DELAWARE","OH","43015","DELAWARE",39
"360211","TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST","STEUBENVILLE","OH","43952","JEFFERSON",39
"360218","LICKING MEMORIAL HOSPITAL","NEWARK","OH","43055","LICKING",39
"360230","HILLCREST HOSPITAL","MAYFIELD HEIGHTS","OH","44124","CUYAHOGA",39
"360234","MERCY HEALTH - WEST HOSPITAL","CINCINNATI","OH","45211","HAMILTON",39
"360236","MERCY HEALTH - CLERMONT HOSPITAL","BATAVIA","OH","45103","CLERMONT",39
"360239","SYCAMORE MEDICAL CENTER","MIAMISBURG","OH","45342","MONTGOMERY",39
"360259","BAY PARK COMMUNITY HOSPITAL","OREGON","OH","43616","LUCAS",39
"360262","MERCY ST ANNE HOSPITAL","TOLEDO","OH","43623","LUCAS",39
"360263","INSTITUTE FOR ORTHOPAEDIC SURGERY","LIMA","OH","45804","ALLEN",39
"360266","MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL","NEW ALBANY","OH","43054","FRANKLIN",39
"360270","MERCY HEALTH - DEFIANCE HOSPITAL","DEFIANCE","OH","43512","DEFIANCE",39
"360276","HMHP ST ELIZABETH BOARDMAN HEALTH CENTER","BOARDMAN","OH","44512","MAHONING",39
"360348","DUBLIN METHODIST HOSPITAL","DUBLIN","OH","43016","FRANKLIN",39
"360351","CRYSTAL CLINIC ORTHOPAEDIC CENTER","AKRON","OH","44310","SUMMIT",39
"360352","SURGICAL HOSPITAL AT SOUTHWOODS","YOUNGSTOWN","OH","44512","MAHONING",39
"360354","WEST CHESTER HOSPITAL","WEST CHESTER","OH","45069","BUTLER",39
"360355","OHIO VALLEY SURGICAL HOSPITAL","SPRINGFIELD","OH","45502","CLARK",39
"360359","UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","BEACHWOOD","OH","44122","CUYAHOGA",39
"360360","SOIN MEDICAL CENTER","BEAVER CREEK","OH","45431","GREENE",39
"360361","KINGS DAUGHTERS MEDICAL CENTER OHIO","PORTSMOUTH","OH","45662","SCIOTO",39
"360364","CLEVELAND CLINIC AVON HOSPITAL","AVON","OH","44011","LORAIN",39
"360365","AVITA ONTARIO","ONTARIO","OH","44906","RICHLAND",39
"361300","PAULDING COUNTY HOSPITAL","PAULDING","OH","45879","PAULDING",39
"361301","COMMUNITY MEMORIAL HOSPITAL","HICKSVILLE","OH","43526","DEFIANCE",39
"361306","MERCY ALLEN HOSPITAL","OBERLIN","OH","44074","LORAIN",39
"361307","UNIVERSITY HOSPITALS GENEVA MEDICAL CENTER","GENEVA","OH","44041","ASHTABULA",39
"361308","UH CONNEAUT MEDICAL CENTER","CONNEAUT","OH","44030","ASHTABULA",39
"361309","HENRY COUNTY HOSPITAL, INC","NAPOLEON","OH","43545","HENRY",39
"361310","MERCY HEALTH - WILLARD HOSPITAL","WILLARD","OH","44890","HURON",39
"361312","MERCY HEALTH - URBANA HOSPITAL","URBANA","OH","43078","CHAMPAIGN",39
"361313","MORROW COUNTY HOSPITAL","MOUNT GILEAD","OH","43338","MORROW",39
"361314","MAGRUDER HOSPITAL","PORT CLINTON","OH","43452","OTTAWA",39
"361315","HARDIN MEMORIAL HOSPITAL","KENTON","OH","43326","HARDIN",39
"361316","BUCYRUS COMMUNITY HOSPITAL","BUCYRUS","OH","44820","CRAWFORD",39
"361318","FOSTORIA COMMUNITY HOSPITAL","FOSTORIA","OH","44830","SENECA",39
"361319","SELBY GENERAL HOSPITAL","MARIETTA","OH","45750","WASHINGTON",39
"361320","HOLZER MEDICAL CENTER JACKSON","JACKSON","OH","45640","JACKSON",39
"361321","BARNESVILLE HOSPITAL ASSOCIATION, INC","BARNESVILLE","OH","43713","BELMONT",39
"361323","AULTMAN ORRVILLE HOSPITAL","ORRVILLE","OH","44667","WAYNE",39
"361324","OHIOHEALTH SHELBY HOSPITAL","SHELBY","OH","44875","RICHLAND",39
"361325","GALION COMMUNITY HOSPITAL","GALION","OH","44833","CRAWFORD",39
"361326","ADAMS COUNTY REGIONAL MEDICAL CENTER","SEAMAN","OH","45679","ADAMS",39
"361328","PROMEDICA DEFIANCE REGIONAL HOSPITAL","DEFIANCE","OH","43512","DEFIANCE",39
"361329","WYANDOT MEMORIAL HOSPITAL","UPPER SANDUSKY","OH","43351","WYANDOT",39
"361330","HOCKING VALLEY COMMUNITY HOSPITAL","LOGAN","OH","43138","HOCKING",39
"361331","ADENA FAYETTE MEDICAL CENTER","WASHINGTON CH","OH","43160","FAYETTE",39
"361332","HIGHLAND DISTRICT HOSPITAL","HILLSBORO","OH","45133","HIGHLAND",39
"361333","FULTON COUNTY HEALTH CENTER","WAUSEON","OH","43567","FULTON",39
"361334","ADENA PIKE MEDICAL CENTER","WAVERLY","OH","45690","PIKE",39
