date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,Population,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,Haz,CF,OF,Column1
2020-08-17 00:00:00.000,"Russia",925558,734573,15707,175278,155,145934000,11585,5.32,7.1,1201.07719928187,3.31588254326642E-11,0.0169703033197271,0.0209348509889641,"65813"
2020-08-18 00:00:00.000,"Russia",930276,741045,15836,173395,156,145934000,11585,5.32,7.1,1188.17410610276,3.23296834875733E-11,0.0170229050303351,0.0209227077968663,"65814"
2020-08-19 00:00:00.000,"Russia",935066,747802,15951,171313,157,145934000,11585,5.32,7.1,1173.90738278948,3.28230572086815E-11,0.0170586889053821,0.0208850243468765,"65815"
2020-08-20 00:00:00.000,"Russia",939833,753868,16058,169907,158,145934000,11585,5.32,7.1,1164.27289048474,3.26654517158446E-11,0.0170860142174195,0.0208565498502453,"65816"
2020-08-21 00:00:00.000,"Russia",944671,759639,16148,168884,159,145934000,11585,5.32,7.1,1157.26287225732,3.31519730242281E-11,0.0170937818563288,0.0208149917438678,"65817"
2020-08-22 00:00:00.000,"Russia",949531,765754,16268,167509,160,145934000,11585,5.32,7.1,1147.84080474735,3.33027261064726E-11,0.0171326686543146,0.0208024838175908,"65818"
2020-08-23 00:00:00.000,"Russia",954328,768906,16341,169081,161,145934000,11585,5.32,7.1,1158.61279756602,3.28710241024692E-11,0.0171230436495628,0.0208100126457026,"65819"
2020-08-24 00:00:00.000,"Russia",959016,771357,16406,171253,162,145934000,11585,5.32,7.1,1173.49623802541,3.21241111105536E-11,0.017107118129416,0.0208260606299103,"65820"
2020-08-25 00:00:00.000,"Russia",963655,777960,16524,169171,163,145934000,11585,5.32,7.1,1159.22951471213,3.1788342885366E-11,0.0171472155491332,0.0207984050024922,"65821"
2020-08-26 00:00:00.000,"Russia",968297,784277,16638,167382,164,145934000,11585,5.32,7.1,1146.97054833007,3.18089001247171E-11,0.017182744550484,0.0207737400348352,"65822"
2020-08-27 00:00:00.000,"Russia",972972,790629,16758,165585,165,145934000,11585,5.32,7.1,1134.65676264613,3.2035029747483E-11,0.0172235172235172,0.0207558457096783,"65823"
2020-08-28 00:00:00.000,"Russia",977730,796498,16866,164366,166,145934000,11585,5.32,7.1,1126.30367152274,3.26037800093035E-11,0.0172501610874168,0.0207361033928229,"65824"
2020-08-29 00:00:00.000,"Russia",982573,802365,16977,163231,167,145934000,11585,5.32,7.1,1118.52618306906,3.31862350967417E-11,0.0172781055453386,0.0207202853021083,"65825"
2020-08-30 00:00:00.000,"Russia",987470,804941,17045,165484,168,145934000,11585,5.32,7.1,1133.96466895994,3.35562653880234E-11,0.0172612838871054,0.0207363629064242,"65826"
2020-08-31 00:00:00.000,"Russia",992402,807339,17128,167935,169,145934000,11585,5.32,7.1,1150.75993257226,3.37960998364968E-11,0.0172591349070236,0.0207746337937116,"65827"
2020-09-01 00:00:00.000,"Russia",997072,813603,17250,166219,170,145934000,11585,5.32,7.1,1139.00119231982,3.20007676888667E-11,0.01730065632171,0.0207617954078519,"65828"
2020-09-02 00:00:00.000,"Russia",1001965,819043,17365,165557,171,145934000,11585,5.32,7.1,1134.46489508956,3.35288557402301E-11,0.0173309446936769,0.0207613987431971,"65829"
2020-09-03 00:00:00.000,"Russia",1006923,824783,17479,164661,172,145934000,11585,5.32,7.1,1128.32513327943,3.39742625721865E-11,0.0173588248555252,0.020752449950253,"65830"
2020-09-04 00:00:00.000,"Russia",1011987,830532,17598,163857,173,145934000,11585,5.32,7.1,1122.81579344087,3.47006183282619E-11,0.0173895514468071,0.0207491776024902,"65831"
2020-09-05 00:00:00.000,"Russia",1017131,835884,17707,163540,174,145934000,11585,5.32,7.1,1120.64357860403,3.52488113520678E-11,0.0174087703550477,0.0207441268710659,"65832"
2020-09-06 00:00:00.000,"Russia",1022228,838680,17768,165780,175,145934000,11585,5.32,7.1,1135.99298312936,3.49267479525203E-11,0.0173816408863776,0.020746151546854,"65833"
2020-09-07 00:00:00.000,"Russia",1027334,840997,17818,168519,176,145934000,11585,5.32,7.1,1154.76174160922,3.49884196687872E-11,0.0173439212563782,0.0207471923522528,"65834"
2020-09-08 00:00:00.000,"Russia",1032354,847746,17939,166669,177,145934000,11585,5.32,7.1,1142.08477805035,3.43991121706529E-11,0.0173767912944591,0.0207223181642283,"65835"
2020-09-09 00:00:00.000,"Russia",1037526,854069,18080,165377,178,145934000,11585,5.32,7.1,1133.23146079735,3.54406789149247E-11,0.0174260693226001,0.0207304027178842,"65836"
2020-09-10 00:00:00.000,"Russia",1042836,859961,18207,164668,179,145934000,11585,5.32,7.1,1128.37310016857,3.6386311880336E-11,0.0174591210890303,0.0207329349281686,"65837"
2020-09-11 00:00:00.000,"Russia",1048257,865646,18309,164302,180,145934000,11585,5.32,7.1,1125.86511710773,3.71469297006834E-11,0.0174661366439719,0.0207125928356081,"65838"
2020-09-12 00:00:00.000,"Russia",1053663,871000,18426,164237,181,145934000,11585,5.32,7.1,1125.41971027999,3.70441435102995E-11,0.0174875648096213,0.0207167319147405,"65839"
2020-09-13 00:00:00.000,"Russia",1059024,873684,18517,166823,182,145934000,11585,5.32,7.1,1143.14004961147,3.6735784936369E-11,0.0174849672906374,0.0207542919140418,"65840"
2020-09-14 00:00:00.000,"Russia",1064438,876152,18573,169713,183,145934000,11585,5.32,7.1,1162.94352241424,3.70989628153107E-11,0.017448644261103,0.0207583335661796,"65841"
2020-09-15 00:00:00.000,"Russia",1069873,881693,18723,169457,184,145934000,11585,5.32,7.1,1161.1893047542,3.72428634851723E-11,0.0175002079686094,0.0207937220129362,"65842"
2020-09-16 00:00:00.000,"Russia",1075485,887457,18853,169175,185,145934000,11585,5.32,7.1,1159.25692436307,3.84557405495537E-11,0.017529765640618,0.0208019331133939,"65843"
2020-09-17 00:00:00.000,"Russia",1081152,893145,18996,169011,186,145934000,11585,5.32,7.1,1158.13312867461,3.8832623254238E-11,0.0175701473983307,0.0208257276013248,"65844"
2020-09-18 00:00:00.000,"Russia",1086955,898420,19128,169407,187,145934000,11585,5.32,7.1,1160.84668411748,3.97645513946187E-11,0.0175977846368985,0.0208468657770493,"65845"
2020-09-19 00:00:00.000,"Russia",1092915,903545,19270,170100,188,145934000,11585,5.32,7.1,1165.5954061425,4.08403802036199E-11,0.0176317462931701,0.0208817585323169,"65846"
2020-09-20 00:00:00.000,"Russia",1098958,906431,19349,173178,189,145934000,11585,5.32,7.1,1186.68713253937,4.14091304665595E-11,0.0176066783261963,0.0209002138737065,"65847"
2020-09-21 00:00:00.000,"Russia",1105048,909026,19420,176602,190,145934000,11585,5.32,7.1,1210.14979374238,4.17311938692489E-11,0.0175738972424727,0.0209166715134752,"65848"
2020-09-22 00:00:00.000,"Russia",1111157,914923,19575,176659,191,145934000,11585,5.32,7.1,1210.54038126824,4.18613897139431E-11,0.0176167724272988,0.0209470753281441,"65849"
2020-09-23 00:00:00.000,"Russia",1117487,920602,19720,177165,192,145934000,11585,5.32,7.1,1214.00770211191,4.3375772941685E-11,0.0176467377249131,0.0209715395364567,"65850"
2020-09-24 00:00:00.000,"Russia",1123976,926663,19867,177446,193,145934000,11585,5.32,7.1,1215.93323009031,4.44653065767946E-11,0.0176756443198075,0.0209892977507316,"65851"
2020-03-01 00:00:00.000,"United Kingdom",94,0,8,86,1,67886000,42328.9,10,2.5,1.26682968506025,-2.81778275344349E-09,0.0851063829787234,1,"88282"
2020-03-02 00:00:00.000,"United Kingdom",134,0,8,126,2,67886000,42328.9,10,2.5,1.8560527943906,5.89223109331511E-13,0.0597014925373134,1,"88283"
2020-03-03 00:00:00.000,"United Kingdom",189,0,8,181,3,67886000,42328.9,10,2.5,2.66623456971982,8.10181775331484E-13,0.0423280423280423,1,"88284"
2020-03-04 00:00:00.000,"United Kingdom",246,0,8,238,4,67886000,42328.9,10,2.5,3.50587750051557,8.39642930798788E-13,0.032520325203252,1,"88285"
2020-03-05 00:00:00.000,"United Kingdom",295,0,8,287,5,67886000,42328.9,10,2.5,4.22767580944525,7.21798308932813E-13,0.0271186440677966,1,"88286"
2020-03-06 00:00:00.000,"United Kingdom",374,1,8,365,6,67886000,42328.9,10,2.5,5.37666087263942,1.16371564093385E-12,0.0213903743315508,0.888888888888889,"88287"
2020-03-07 00:00:00.000,"United Kingdom",429,2,18,409,7,67886000,42328.9,10,2.5,6.02480629290281,8.10181775334348E-13,0.041958041958042,0.9,"88288"
2020-03-08 00:00:00.000,"United Kingdom",483,2,18,463,8,67886000,42328.9,10,2.5,6.82025749049878,7.95451197601629E-13,0.0372670807453416,0.9,"88289"
2020-03-09 00:00:00.000,"United Kingdom",630,3,18,609,9,67886000,42328.9,10,2.5,8.97092183955455,2.16539492680912E-12,0.0285714285714286,0.857142857142857,"88290"
2020-03-10 00:00:00.000,"United Kingdom",889,7,19,863,10,67886000,42328.9,10,2.5,12.7124885838023,3.81521963296397E-12,0.0213723284589426,0.730769230769231,"88291"
2020-03-11 00:00:00.000,"United Kingdom",1301,7,19,1275,11,67886000,42328.9,10,2.5,18.7814866099048,6.06899802621889E-12,0.0146041506533436,0.730769230769231,"88292"
2020-03-12 00:00:00.000,"United Kingdom",1790,9,19,1762,12,67886000,42328.9,10,2.5,25.9552779660018,7.20325251175344E-12,0.0106145251396648,0.678571428571429,"88293"
2020-03-13 00:00:00.000,"United Kingdom",2270,10,19,2241,13,67886000,42328.9,10,2.5,33.0112247002327,7.07067731220061E-12,0.00837004405286344,0.655172413793103,"88294"
2020-03-14 00:00:00.000,"United Kingdom",2634,29,19,2586,14,67886000,42328.9,10,2.5,38.093274018207,5.36193029511421E-12,0.00721336370539104,0.395833333333333,"88295"
2020-03-15 00:00:00.000,"United Kingdom",3077,43,19,3015,15,67886000,42328.9,10,2.5,44.412691865775,6.52564593612938E-12,0.00617484562885928,0.306451612903226,"88296"
2020-03-16 00:00:00.000,"United Kingdom",3692,66,21,3605,16,67886000,42328.9,10,2.5,53.1037327283976,9.05930530644679E-12,0.00568797399783315,0.241379310344828,"88297"
2020-03-17 00:00:00.000,"United Kingdom",4462,83,53,4326,17,67886000,42328.9,10,2.5,63.7244792740771,1.13425448553547E-11,0.0118780815777678,0.389705882352941,"88298"
2020-03-18 00:00:00.000,"United Kingdom",5468,118,68,5282,18,67886000,42328.9,10,2.5,77.8069115870724,1.48189612008519E-11,0.0124359912216533,0.365591397849462,"88299"
2020-03-19 00:00:00.000,"United Kingdom",6534,164,68,6302,19,67886000,42328.9,10,2.5,92.8321008749963,1.57027958651652E-11,0.0104071013161922,0.293103448275862,"88300"
2020-03-20 00:00:00.000,"United Kingdom",7792,196,68,7528,20,67886000,42328.9,10,2.5,110.891789175971,1.85310667905664E-11,0.00872689938398357,0.257575757575758,"88301"
2020-03-21 00:00:00.000,"United Kingdom",9007,254,68,8685,21,67886000,42328.9,10,2.5,127.935067613352,1.78976519482839E-11,0.00754968357943822,0.211180124223602,"88302"
2020-03-22 00:00:00.000,"United Kingdom",10395,289,67,10039,22,67886000,42328.9,10,2.5,147.880269864184,2.04460418968939E-11,0.00644540644540645,0.188202247191011,"88303"
2020-03-23 00:00:00.000,"United Kingdom",12744,365,67,12312,23,67886000,42328.9,10,2.5,181.362873051881,3.46021271019204E-11,0.00525737602008788,0.155092592592593,"88304"
2020-03-24 00:00:00.000,"United Kingdom",15126,513,140,14473,24,67886000,42328.9,10,2.5,213.195651533453,3.50882361684404E-11,0.00925558640751025,0.214395099540582,"88305"
2020-03-25 00:00:00.000,"United Kingdom",17843,704,140,16999,25,67886000,42328.9,10,2.5,250.405090887665,4.00229797117834E-11,0.0078462142016477,0.165876777251185,"88306"
2020-03-26 00:00:00.000,"United Kingdom",20970,886,150,19934,26,67886000,42328.9,10,2.5,293.639336534779,4.60625165861287E-11,0.00715307582260372,0.144787644787645,"88307"
2020-03-27 00:00:00.000,"United Kingdom",24219,1174,151,22894,27,67886000,42328.9,10,2.5,337.241846625225,4.78596470724319E-11,0.00623477435071638,0.113962264150943,"88308"
2020-03-28 00:00:00.000,"United Kingdom",27062,1466,151,25445,28,67886000,42328.9,10,2.5,374.819550422768,4.18790325123491E-11,0.00557977976498411,0.093382807668522,"88309"
2020-03-29 00:00:00.000,"United Kingdom",29954,1679,151,28124,29,67886000,42328.9,10,2.5,414.282768170168,4.26008308233813E-11,0.00504106296321026,0.0825136612021858,"88310"
2020-03-30 00:00:00.000,"United Kingdom",34281,2053,171,32057,30,67886000,42328.9,10,2.5,472.218130395074,6.37392098839973E-11,0.00498818587555789,0.0768884892086331,"88311"
2020-03-31 00:00:00.000,"United Kingdom",38815,2457,179,36179,31,67886000,42328.9,10,2.5,532.937571811566,6.67884394807824E-11,0.00461161921937395,0.0679059180576631,"88312"
2020-04-01 00:00:00.000,"United Kingdom",43789,3130,179,40480,32,67886000,42328.9,10,2.5,596.293786642312,7.32698936924906E-11,0.00408778460343922,0.0540948927168329,"88313"
2020-04-02 00:00:00.000,"United Kingdom",48718,3787,192,44739,33,67886000,42328.9,10,2.5,659.031317208261,7.26070176993381E-11,0.00394104848310686,0.0482533299824076,"88314"
2020-04-03 00:00:00.000,"United Kingdom",53699,4524,208,48967,34,67886000,42328.9,10,2.5,721.312199864479,7.33730077474009E-11,0.00387344270843032,0.043956043956044,"88315"
2020-04-04 00:00:00.000,"United Kingdom",57772,5281,215,52276,35,67886000,42328.9,10,2.5,770.055681583832,5.99976431586216E-11,0.00372152599875372,0.0391193595342067,"88316"
2020-04-05 00:00:00.000,"United Kingdom",61422,5882,229,55311,36,67886000,42328.9,10,2.5,814.762985004272,5.37666087750413E-11,0.00372830581876201,0.0374734086074292,"88317"
2020-04-06 00:00:00.000,"United Kingdom",66738,6452,287,59999,37,67886000,42328.9,10,2.5,883.819933417789,7.83077513069868E-11,0.00430039857352633,0.0425879210565366,"88318"
2020-04-07 00:00:00.000,"United Kingdom",72224,7557,325,64342,38,67886000,42328.9,10,2.5,947.794832513331,8.08119495306332E-11,0.00449988923349579,0.0412331895458006,"88319"
2020-04-08 00:00:00.000,"United Kingdom",77387,8589,345,68453,39,67886000,42328.9,10,2.5,1008.35223757476,7.60539729235128E-11,0.00445811311977464,0.0386165211551377,"88320"
2020-04-09 00:00:00.000,"United Kingdom",82293,9706,359,72228,40,67886000,42328.9,10,2.5,1063.96016851781,7.22682144469724E-11,0.00436246096265782,0.0356681569796324,"88321"
2020-04-10 00:00:00.000,"United Kingdom",86660,10829,588,75243,41,67886000,42328.9,10,2.5,1108.37286038358,6.43284330432593E-11,0.00678513731825525,0.0515021459227468,"88322"
2020-04-11 00:00:00.000,"United Kingdom",90273,11673,622,77978,42,67886000,42328.9,10,2.5,1148.66099048405,5.32215774210363E-11,0.0068902108050026,0.050589670597804,"88323"
2020-04-12 00:00:00.000,"United Kingdom",93812,12330,626,80856,43,67886000,42328.9,10,2.5,1191.05559320037,5.21315146700433E-11,0.00667292030870251,0.0483173819079963,"88324"
2020-04-13 00:00:00.000,"United Kingdom",98017,13055,304,84658,44,67886000,42328.9,10,2.5,1247.06124974222,6.19420794577877E-11,0.0031015028005346,0.0227561943259226,"88325"
2020-04-14 00:00:00.000,"United Kingdom",102365,14135,323,87907,45,67886000,42328.9,10,2.5,1294.92089679757,6.40485520807873E-11,0.00315537537244175,0.0223405726933186,"88326"
2020-04-15 00:00:00.000,"United Kingdom",107465,15019,368,92078,46,67886000,42328.9,10,2.5,1356.36213652299,7.51259465585453E-11,0.00342437072535244,0.0239162929745889,"88327"
2020-04-16 00:00:00.000,"United Kingdom",112808,16059,375,96374,47,67886000,42328.9,10,2.5,1419.64469846507,7.87054769595882E-11,0.00332423232394866,0.0228185469149325,"88328"
2020-04-17 00:00:00.000,"United Kingdom",117798,16973,394,100431,48,67886000,42328.9,10,2.5,1479.4066523289,7.35055830165102E-11,0.00334470873868826,0.022686704669776,"88329"
2020-04-18 00:00:00.000,"United Kingdom",122534,18081,414,104039,49,67886000,42328.9,10,2.5,1532.5545767905,6.9764016270637E-11,0.00337865408784501,0.0223844282238443,"88330"
2020-04-19 00:00:00.000,"United Kingdom",126394,18514,436,107444,50,67886000,42328.9,10,2.5,1582.71219397225,5.68600301562438E-11,0.00344953083215975,0.0230079155672823,"88331"
2020-04-20 00:00:00.000,"United Kingdom",131260,19090,446,111724,51,67886000,42328.9,10,2.5,1645.75906667059,7.16789913886307E-11,0.00339783635532531,0.0228296478296478,"88332"
2020-04-21 00:00:00.000,"United Kingdom",136035,20314,638,115083,52,67886000,42328.9,10,2.5,1695.23907727661,7.03385088172598E-11,0.00468996949314515,0.0304505536464299,"88333"
2020-04-22 00:00:00.000,"United Kingdom",141540,21171,683,119686,53,67886000,42328.9,10,2.5,1763.0439265828,8.10918305906629E-11,0.00482549102727144,0.03125285988835,"88334"
2020-04-23 00:00:00.000,"United Kingdom",146708,21855,712,124141,54,67886000,42328.9,10,2.5,1828.66865038447,7.61276258899999E-11,0.0048531777408185,0.0315504940842824,"88335"
2020-04-24 00:00:00.000,"United Kingdom",151689,22873,724,128092,55,67886000,42328.9,10,2.5,1886.86916300857,7.33730078533111E-11,0.00477292354752157,0.0306818663389414,"88336"
2020-04-25 00:00:00.000,"United Kingdom",155453,23689,774,130990,56,67886000,42328.9,10,2.5,1929.55837727956,5.5445894714952E-11,0.00497899686722032,0.0316396190164739,"88337"
2020-04-26 00:00:00.000,"United Kingdom",158926,24053,778,134095,57,67886000,42328.9,10,2.5,1975.29682114133,5.1159296587375E-11,0.00489536010470282,0.0313318029882002,"88338"
2020-04-27 00:00:00.000,"United Kingdom",163630,24376,807,138447,58,67886000,42328.9,10,2.5,2039.40429543647,6.92926378242694E-11,0.00493185846116238,0.0320454274709129,"88339"
2020-04-28 00:00:00.000,"United Kingdom",168357,25347,813,142197,59,67886000,42328.9,10,2.5,2094.64396193619,6.96314411177996E-11,0.00482902403820453,0.0310779816513761,"88340"
2020-04-29 00:00:00.000,"United Kingdom",173807,26118,857,146832,60,67886000,42328.9,10,2.5,2162.92018972984,8.02816488518032E-11,0.00493075652879343,0.0317701575532901,"88341"
2020-04-30 00:00:00.000,"United Kingdom",178771,26754,859,151158,61,67886000,42328.9,10,2.5,2226.64466900392,7.31225880604572E-11,0.00480502989858534,0.0311085358345707,"88342"
2020-05-01 00:00:00.000,"United Kingdom",183501,27454,892,155155,62,67886000,42328.9,10,2.5,2285.52278820375,6.96756328666522E-11,0.00486100893183143,0.0314682847668101,"88343"
2020-05-02 00:00:00.000,"United Kingdom",186731,28039,896,157796,63,67886000,42328.9,10,2.5,2324.42624399729,4.75797662093011E-11,0.00479834628422704,0.0309659581821324,"88344"
2020-05-03 00:00:00.000,"United Kingdom",189708,28292,901,160515,64,67886000,42328.9,10,2.5,2364.47868485402,4.38529300344585E-11,0.00474940434773441,0.0308635631829548,"88345"
2020-05-04 00:00:00.000,"United Kingdom",193091,28565,910,163616,65,67886000,42328.9,10,2.5,2410.15820640486,4.98335446133578E-11,0.00471280380753116,0.0308736217133164,"88346"
2020-05-05 00:00:00.000,"United Kingdom",196780,29290,926,166564,66,67886000,42328.9,10,2.5,2453.5839495625,5.4341101415509E-11,0.0047057627807704,0.0306460153561027,"88347"
2020-05-06 00:00:00.000,"United Kingdom",200616,29937,934,169745,67,67886000,42328.9,10,2.5,2500.441917332,5.65064963517678E-11,0.00465566056545839,0.0302549318130284,"88348"
2020-05-07 00:00:00.000,"United Kingdom",204387,30395,970,173022,68,67886000,42328.9,10,2.5,2548.71402056389,5.55490087993621E-11,0.0047458987117576,0.0309261916148573,"88349"
2020-05-08 00:00:00.000,"United Kingdom",207439,30975,997,175467,69,67886000,42328.9,10,2.5,2584.7302831217,4.49577233792827E-11,0.00480623219356052,0.0311835355936444,"88350"
2020-05-09 00:00:00.000,"United Kingdom",209589,31250,1001,177338,70,67886000,42328.9,10,2.5,2612.29119406063,3.16707422242854E-11,0.00477601400836876,0.0310377972776038,"88351"
2020-05-10 00:00:00.000,"United Kingdom",211911,31467,1002,179442,71,67886000,42328.9,10,2.5,2643.28432961141,3.42044016033982E-11,0.00472840013024336,0.0308602051187286,"88352"
2020-05-11 00:00:00.000,"United Kingdom",215500,31655,1015,182830,72,67886000,42328.9,10,2.5,2693.19152697169,5.28680436524919E-11,0.00470997679814385,0.0310682583409856,"88353"
2020-05-12 00:00:00.000,"United Kingdom",218895,32270,1023,185602,73,67886000,42328.9,10,2.5,2734.02468844828,5.0010311565669E-11,0.00467347358322483,0.0307271798876641,"88354"
2020-05-13 00:00:00.000,"United Kingdom",222195,32718,1032,188445,74,67886000,42328.9,10,2.5,2775.90372094394,4.86109066788601E-11,0.00464456895969756,0.0305777777777778,"88355"
2020-05-14 00:00:00.000,"United Kingdom",224813,33071,1043,190699,75,67886000,42328.9,10,2.5,2809.1064431547,3.8564652633383E-11,0.00463941142193734,0.0305739579058451,"88356"
2020-05-15 00:00:00.000,"United Kingdom",227334,33422,1047,192865,76,67886000,42328.9,10,2.5,2841.01287452494,3.71357865899041E-11,0.00460555834147114,0.0303751196727494,"88357"
2020-05-16 00:00:00.000,"United Kingdom",229406,33833,1058,194515,77,67886000,42328.9,10,2.5,2865.31832778482,3.05217571664537E-11,0.0046119107608345,0.030323005932762,"88358"
2020-05-17 00:00:00.000,"United Kingdom",231232,33900,1058,196274,78,67886000,42328.9,10,2.5,2891.22941401762,2.689803503255E-11,0.00457549128148353,0.0302648892957263,"88359"
2020-05-18 00:00:00.000,"United Kingdom",233809,34046,1090,198673,79,67886000,42328.9,10,2.5,2926.56806999971,3.79606989493497E-11,0.00466192490451608,0.0310223132969035,"88360"
2020-05-19 00:00:00.000,"United Kingdom",236867,34547,1099,201221,80,67886000,42328.9,10,2.5,2964.10158206405,4.50461068654794E-11,0.00463973453457003,0.030830948774056,"88361"
2020-05-20 00:00:00.000,"United Kingdom",239579,34876,1116,203587,81,67886000,42328.9,10,2.5,2998.95412898094,3.99493269535842E-11,0.00465817120866186,0.0310068904200934,"88362"
2020-05-21 00:00:00.000,"United Kingdom",242133,35149,1134,205850,82,67886000,42328.9,10,2.5,3032.2894263913,3.7621895664931E-11,0.00468337649143239,0.0312543064244963,"88363"
2020-05-22 00:00:00.000,"United Kingdom",244174,35440,1142,207592,83,67886000,42328.9,10,2.5,3057.95009280264,3.00651092617199E-11,0.00467699263639863,0.0312175386802252,"88364"
2020-05-23 00:00:00.000,"United Kingdom",245682,35660,1149,208873,84,67886000,42328.9,10,2.5,3076.81996287894,2.22137113021464E-11,0.00467677729748211,0.0312151919367546,"88365"
2020-05-24 00:00:00.000,"United Kingdom",247037,36039,1151,209847,85,67886000,42328.9,10,2.5,3091.16754559114,1.99599329011997E-11,0.00465922108833899,0.0309491798870664,"88366"
2020-05-25 00:00:00.000,"United Kingdom",248650,36143,1161,211346,86,67886000,42328.9,10,2.5,3113.24868161329,2.3760421970775E-11,0.00466921375427307,0.0311226678104225,"88367"
2020-05-26 00:00:00.000,"United Kingdom",250309,36274,1161,212874,87,67886000,42328.9,10,2.5,3135.75700438971,2.4438028549584E-11,0.0046382671018621,0.0310137571791105,"88368"
2020-05-27 00:00:00.000,"United Kingdom",252118,36696,1166,214256,88,67886000,42328.9,10,2.5,3156.11466281708,2.66476152184301E-11,0.00462481853735156,0.0307960488088321,"88369"
2020-05-28 00:00:00.000,"United Kingdom",253854,37039,1167,215648,89,67886000,42328.9,10,2.5,3176.61962702177,2.55722830405625E-11,0.00459713063414404,0.0305449405852484,"88370"
2020-05-29 00:00:00.000,"United Kingdom",255362,37313,1172,216877,90,67886000,42328.9,10,2.5,3194.72350705595,2.22137113053139E-11,0.00458956305166783,0.0304534234117189,"88371"
2020-05-30 00:00:00.000,"United Kingdom",256469,37467,1187,217815,91,67886000,42328.9,10,2.5,3208.54078896974,1.63067496123232E-11,0.00462823967029154,0.030708335489212,"88372"
2020-05-31 00:00:00.000,"United Kingdom",257539,37527,1190,218822,92,67886000,42328.9,10,2.5,3223.37448074714,1.5761718234382E-11,0.00462065939527605,0.0307358524679082,"88373"
2020-06-01 00:00:00.000,"United Kingdom",258983,37613,1221,220149,93,67886000,42328.9,10,2.5,3242.92195739917,2.12709543279736E-11,0.00471459516647811,0.0314415203172478,"88374"
2020-06-02 00:00:00.000,"United Kingdom",260453,37863,1224,221366,94,67886000,42328.9,10,2.5,3260.84907050055,2.16539493509683E-11,0.00469950432515655,0.031314759382915,"88375"
2020-06-03 00:00:00.000,"United Kingdom",261802,38117,1212,222473,95,67886000,42328.9,10,2.5,3277.15582005126,1.98715494388005E-11,0.00462945279256843,0.0308169544102316,"88376"
2020-06-04 00:00:00.000,"United Kingdom",263040,38247,1219,223574,96,67886000,42328.9,10,2.5,3293.37418613558,1.82364553044356E-11,0.00463427615571776,0.030887346070035,"88377"
2020-06-05 00:00:00.000,"United Kingdom",264150,38505,1228,224417,97,67886000,42328.9,10,2.5,3305.79206316472,1.635094134754E-11,0.00464887374597766,0.0309062995494929,"88378"
2020-06-06 00:00:00.000,"United Kingdom",264944,38648,1230,225066,98,67886000,42328.9,10,2.5,3315.3522081136,1.16960787658546E-11,0.00464249048855607,0.0308440744270024,"88379"
2020-06-07 00:00:00.000,"United Kingdom",265662,38702,1239,225721,99,67886000,42328.9,10,2.5,3325.00073652889,1.05765548538696E-11,0.00466382094541184,0.0310207556145314,"88380"
2020-06-08 00:00:00.000,"United Kingdom",266756,38749,1255,226752,100,67886000,42328.9,10,2.5,3340.18796217188,1.61152521035094E-11,0.00470467393423203,0.0313718628137186,"88381"
2020-06-09 00:00:00.000,"United Kingdom",267915,38946,1257,227712,101,67886000,42328.9,10,2.5,3354.3293167958,1.70727396602251E-11,0.00469178657409999,0.0312663234087008,"88382"
2020-06-10 00:00:00.000,"United Kingdom",269101,39110,1269,228722,102,67886000,42328.9,10,2.5,3369.2072003064,1.7470465260898E-11,0.00471570153957064,0.0314272270239481,"88383"
2020-06-11 00:00:00.000,"United Kingdom",270108,39186,1278,229644,103,67886000,42328.9,10,2.5,3382.78879297646,1.48336918364125E-11,0.00473144075703052,0.0315836298932384,"88384"
2020-06-12 00:00:00.000,"United Kingdom",271162,39317,1282,230563,104,67886000,42328.9,10,2.5,3396.32619391333,1.55260289928714E-11,0.00472780109307351,0.0315771324416858,"88385"
2020-06-13 00:00:00.000,"United Kingdom",272050,39424,1283,231343,105,67886000,42328.9,10,2.5,3407.81604454527,1.30807530795542E-11,0.00471604484469767,0.0315179207507308,"88386"
2020-06-14 00:00:00.000,"United Kingdom",272857,39451,1283,232123,106,67886000,42328.9,10,2.5,3419.30589517721,1.188757627852E-11,0.00470209670266843,0.0314970295085187,"88387"
2020-06-15 00:00:00.000,"United Kingdom",273888,39480,1284,233124,107,67886000,42328.9,10,2.5,3434.0512034882,1.5187225704263E-11,0.00468804766912022,0.031498380924345,"88388"
2020-06-16 00:00:00.000,"United Kingdom",274971,39600,1293,234078,108,67886000,42328.9,10,2.5,3448.10417464573,1.59532157497374E-11,0.0047023140622102,0.0316191035140489,"88389"
2020-06-17 00:00:00.000,"United Kingdom",275970,39710,1304,234956,109,67886000,42328.9,10,2.5,3461.03762189553,1.47158472153483E-11,0.00472515128455992,0.0317940215536158,"88390"
2020-06-18 00:00:00.000,"United Kingdom",276990,39777,1313,235900,110,67886000,42328.9,10,2.5,3474.94328727573,1.502518934923E-11,0.00474024333008412,0.0319542467753711,"88391"
2020-06-19 00:00:00.000,"United Kingdom",277974,39861,1319,236794,111,67886000,42328.9,10,2.5,3488.11242376926,1.4494888548879E-11,0.00474504809802356,0.032030111704711,"88392"
2020-06-20 00:00:00.000,"United Kingdom",278640,39932,1319,237389,112,67886000,42328.9,10,2.5,3496.87711752055,9.81056481061803E-12,0.00473370657479185,0.0319749824246685,"88393"
