date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,infected,removed,N,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,susceptible
2020-03-11 00:00:00.000,"United Kingdom",1301,7,19,1275,11,1275,26,"67886000","42328.9","10","2.5","18.7814866099048","67884699"
2020-03-12 00:00:00.000,"United Kingdom",1790,9,19,1762,12,1762,28,"67886000","42328.9","10","2.5","25.9552779660018","67884210"
2020-03-13 00:00:00.000,"United Kingdom",2270,10,19,2241,13,2241,29,"67886000","42328.9","10","2.5","33.0112247002327","67883730"
2020-03-14 00:00:00.000,"United Kingdom",2634,29,19,2586,14,2586,48,"67886000","42328.9","10","2.5","38.093274018207","67883366"
2020-03-15 00:00:00.000,"United Kingdom",3077,43,19,3015,15,3015,62,"67886000","42328.9","10","2.5","44.412691865775","67882923"
2020-03-16 00:00:00.000,"United Kingdom",3692,66,21,3605,16,3605,87,"67886000","42328.9","10","2.5","53.1037327283976","67882308"
2020-03-17 00:00:00.000,"United Kingdom",4462,83,53,4326,17,4326,136,"67886000","42328.9","10","2.5","63.7244792740771","67881538"
2020-03-18 00:00:00.000,"United Kingdom",5468,118,68,5282,18,5282,186,"67886000","42328.9","10","2.5","77.8069115870724","67880532"
2020-03-19 00:00:00.000,"United Kingdom",6534,164,68,6302,19,6302,232,"67886000","42328.9","10","2.5","92.8321008749963","67879466"
2020-03-20 00:00:00.000,"United Kingdom",7792,196,68,7528,20,7528,264,"67886000","42328.9","10","2.5","110.891789175971","67878208"
2020-03-21 00:00:00.000,"United Kingdom",9007,254,68,8685,21,8685,322,"67886000","42328.9","10","2.5","127.935067613352","67876993"
2020-03-22 00:00:00.000,"United Kingdom",10395,289,67,10039,22,10039,356,"67886000","42328.9","10","2.5","147.880269864184","67875605"
2020-03-23 00:00:00.000,"United Kingdom",12744,365,67,12312,23,12312,432,"67886000","42328.9","10","2.5","181.362873051881","67873256"
2020-03-24 00:00:00.000,"United Kingdom",15126,513,140,14473,24,14473,653,"67886000","42328.9","10","2.5","213.195651533453","67870874"
2020-03-25 00:00:00.000,"United Kingdom",17843,704,140,16999,25,16999,844,"67886000","42328.9","10","2.5","250.405090887665","67868157"
2020-03-26 00:00:00.000,"United Kingdom",20970,886,150,19934,26,19934,1036,"67886000","42328.9","10","2.5","293.639336534779","67865030"
2020-03-27 00:00:00.000,"United Kingdom",24219,1174,151,22894,27,22894,1325,"67886000","42328.9","10","2.5","337.241846625225","67861781"
2020-03-28 00:00:00.000,"United Kingdom",27062,1466,151,25445,28,25445,1617,"67886000","42328.9","10","2.5","374.819550422768","67858938"
2020-03-29 00:00:00.000,"United Kingdom",29954,1679,151,28124,29,28124,1830,"67886000","42328.9","10","2.5","414.282768170168","67856046"
2020-03-30 00:00:00.000,"United Kingdom",34281,2053,171,32057,30,32057,2224,"67886000","42328.9","10","2.5","472.218130395074","67851719"
2020-03-31 00:00:00.000,"United Kingdom",38815,2457,179,36179,31,36179,2636,"67886000","42328.9","10","2.5","532.937571811566","67847185"
2020-04-01 00:00:00.000,"United Kingdom",43789,3130,179,40480,32,40480,3309,"67886000","42328.9","10","2.5","596.293786642312","67842211"
2020-04-02 00:00:00.000,"United Kingdom",48718,3787,192,44739,33,44739,3979,"67886000","42328.9","10","2.5","659.031317208261","67837282"
2020-04-03 00:00:00.000,"United Kingdom",53699,4524,208,48967,34,48967,4732,"67886000","42328.9","10","2.5","721.312199864479","67832301"
2020-04-04 00:00:00.000,"United Kingdom",57772,5281,215,52276,35,52276,5496,"67886000","42328.9","10","2.5","770.055681583832","67828228"
2020-04-05 00:00:00.000,"United Kingdom",61422,5882,229,55311,36,55311,6111,"67886000","42328.9","10","2.5","814.762985004272","67824578"
2020-04-06 00:00:00.000,"United Kingdom",66738,6452,287,59999,37,59999,6739,"67886000","42328.9","10","2.5","883.819933417789","67819262"
2020-04-07 00:00:00.000,"United Kingdom",72224,7557,325,64342,38,64342,7882,"67886000","42328.9","10","2.5","947.794832513331","67813776"
2020-04-08 00:00:00.000,"United Kingdom",77387,8589,345,68453,39,68453,8934,"67886000","42328.9","10","2.5","1008.35223757476","67808613"
2020-04-09 00:00:00.000,"United Kingdom",82293,9706,359,72228,40,72228,10065,"67886000","42328.9","10","2.5","1063.96016851781","67803707"
2020-04-10 00:00:00.000,"United Kingdom",86660,10829,588,75243,41,75243,11417,"67886000","42328.9","10","2.5","1108.37286038358","67799340"
2020-04-11 00:00:00.000,"United Kingdom",90273,11673,622,77978,42,77978,12295,"67886000","42328.9","10","2.5","1148.66099048405","67795727"
2020-04-12 00:00:00.000,"United Kingdom",93812,12330,626,80856,43,80856,12956,"67886000","42328.9","10","2.5","1191.05559320037","67792188"
2020-04-13 00:00:00.000,"United Kingdom",98017,13055,304,84658,44,84658,13359,"67886000","42328.9","10","2.5","1247.06124974222","67787983"
2020-04-14 00:00:00.000,"United Kingdom",102365,14135,323,87907,45,87907,14458,"67886000","42328.9","10","2.5","1294.92089679757","67783635"
2020-04-15 00:00:00.000,"United Kingdom",107465,15019,368,92078,46,92078,15387,"67886000","42328.9","10","2.5","1356.36213652299","67778535"
2020-04-16 00:00:00.000,"United Kingdom",112808,16059,375,96374,47,96374,16434,"67886000","42328.9","10","2.5","1419.64469846507","67773192"
2020-04-17 00:00:00.000,"United Kingdom",117798,16973,394,100431,48,100431,17367,"67886000","42328.9","10","2.5","1479.4066523289","67768202"
2020-04-18 00:00:00.000,"United Kingdom",122534,18081,414,104039,49,104039,18495,"67886000","42328.9","10","2.5","1532.5545767905","67763466"
2020-04-19 00:00:00.000,"United Kingdom",126394,18514,436,107444,50,107444,18950,"67886000","42328.9","10","2.5","1582.71219397225","67759606"
2020-04-20 00:00:00.000,"United Kingdom",131260,19090,446,111724,51,111724,19536,"67886000","42328.9","10","2.5","1645.75906667059","67754740"
2020-04-21 00:00:00.000,"United Kingdom",136035,20314,638,115083,52,115083,20952,"67886000","42328.9","10","2.5","1695.23907727661","67749965"
2020-04-22 00:00:00.000,"United Kingdom",141540,21171,683,119686,53,119686,21854,"67886000","42328.9","10","2.5","1763.0439265828","67744460"
2020-04-23 00:00:00.000,"United Kingdom",146708,21855,712,124141,54,124141,22567,"67886000","42328.9","10","2.5","1828.66865038447","67739292"
2020-04-24 00:00:00.000,"United Kingdom",151689,22873,724,128092,55,128092,23597,"67886000","42328.9","10","2.5","1886.86916300857","67734311"
2020-04-25 00:00:00.000,"United Kingdom",155453,23689,774,130990,56,130990,24463,"67886000","42328.9","10","2.5","1929.55837727956","67730547"
2020-04-26 00:00:00.000,"United Kingdom",158926,24053,778,134095,57,134095,24831,"67886000","42328.9","10","2.5","1975.29682114133","67727074"
2020-04-27 00:00:00.000,"United Kingdom",163630,24376,807,138447,58,138447,25183,"67886000","42328.9","10","2.5","2039.40429543647","67722370"
2020-04-28 00:00:00.000,"United Kingdom",168357,25347,813,142197,59,142197,26160,"67886000","42328.9","10","2.5","2094.64396193619","67717643"
2020-04-29 00:00:00.000,"United Kingdom",173807,26118,857,146832,60,146832,26975,"67886000","42328.9","10","2.5","2162.92018972984","67712193"
2020-04-30 00:00:00.000,"United Kingdom",178771,26754,859,151158,61,151158,27613,"67886000","42328.9","10","2.5","2226.64466900392","67707229"
2020-05-01 00:00:00.000,"United Kingdom",183501,27454,892,155155,62,155155,28346,"67886000","42328.9","10","2.5","2285.52278820375","67702499"
2020-05-02 00:00:00.000,"United Kingdom",186731,28039,896,157796,63,157796,28935,"67886000","42328.9","10","2.5","2324.42624399729","67699269"
2020-05-03 00:00:00.000,"United Kingdom",189708,28292,901,160515,64,160515,29193,"67886000","42328.9","10","2.5","2364.47868485402","67696292"
2020-05-04 00:00:00.000,"United Kingdom",193091,28565,910,163616,65,163616,29475,"67886000","42328.9","10","2.5","2410.15820640486","67692909"
2020-05-05 00:00:00.000,"United Kingdom",196780,29290,926,166564,66,166564,30216,"67886000","42328.9","10","2.5","2453.5839495625","67689220"
2020-05-06 00:00:00.000,"United Kingdom",200616,29937,934,169745,67,169745,30871,"67886000","42328.9","10","2.5","2500.441917332","67685384"
2020-05-07 00:00:00.000,"United Kingdom",204387,30395,970,173022,68,173022,31365,"67886000","42328.9","10","2.5","2548.71402056389","67681613"
2020-05-08 00:00:00.000,"United Kingdom",207439,30975,997,175467,69,175467,31972,"67886000","42328.9","10","2.5","2584.7302831217","67678561"
2020-05-09 00:00:00.000,"United Kingdom",209589,31250,1001,177338,70,177338,32251,"67886000","42328.9","10","2.5","2612.29119406063","67676411"
2020-05-10 00:00:00.000,"United Kingdom",211911,31467,1002,179442,71,179442,32469,"67886000","42328.9","10","2.5","2643.28432961141","67674089"
2020-05-11 00:00:00.000,"United Kingdom",215500,31655,1015,182830,72,182830,32670,"67886000","42328.9","10","2.5","2693.19152697169","67670500"
2020-05-12 00:00:00.000,"United Kingdom",218895,32270,1023,185602,73,185602,33293,"67886000","42328.9","10","2.5","2734.02468844828","67667105"
2020-05-13 00:00:00.000,"United Kingdom",222195,32718,1032,188445,74,188445,33750,"67886000","42328.9","10","2.5","2775.90372094394","67663805"
2020-05-14 00:00:00.000,"United Kingdom",224813,33071,1043,190699,75,190699,34114,"67886000","42328.9","10","2.5","2809.1064431547","67661187"
2020-05-15 00:00:00.000,"United Kingdom",227334,33422,1047,192865,76,192865,34469,"67886000","42328.9","10","2.5","2841.01287452494","67658666"
2020-05-16 00:00:00.000,"United Kingdom",229406,33833,1058,194515,77,194515,34891,"67886000","42328.9","10","2.5","2865.31832778482","67656594"
2020-05-17 00:00:00.000,"United Kingdom",231232,33900,1058,196274,78,196274,34958,"67886000","42328.9","10","2.5","2891.22941401762","67654768"
2020-05-18 00:00:00.000,"United Kingdom",233809,34046,1090,198673,79,198673,35136,"67886000","42328.9","10","2.5","2926.56806999971","67652191"
2020-05-19 00:00:00.000,"United Kingdom",236867,34547,1099,201221,80,201221,35646,"67886000","42328.9","10","2.5","2964.10158206405","67649133"
2020-05-20 00:00:00.000,"United Kingdom",239579,34876,1116,203587,81,203587,35992,"67886000","42328.9","10","2.5","2998.95412898094","67646421"
2020-05-21 00:00:00.000,"United Kingdom",242133,35149,1134,205850,82,205850,36283,"67886000","42328.9","10","2.5","3032.2894263913","67643867"
2020-05-22 00:00:00.000,"United Kingdom",244174,35440,1142,207592,83,207592,36582,"67886000","42328.9","10","2.5","3057.95009280264","67641826"
2020-05-23 00:00:00.000,"United Kingdom",245682,35660,1149,208873,84,208873,36809,"67886000","42328.9","10","2.5","3076.81996287894","67640318"
2020-05-24 00:00:00.000,"United Kingdom",247037,36039,1151,209847,85,209847,37190,"67886000","42328.9","10","2.5","3091.16754559114","67638963"
2020-05-25 00:00:00.000,"United Kingdom",248650,36143,1161,211346,86,211346,37304,"67886000","42328.9","10","2.5","3113.24868161329","67637350"
2020-05-26 00:00:00.000,"United Kingdom",250309,36274,1161,212874,87,212874,37435,"67886000","42328.9","10","2.5","3135.75700438971","67635691"
2020-05-27 00:00:00.000,"United Kingdom",252118,36696,1166,214256,88,214256,37862,"67886000","42328.9","10","2.5","3156.11466281708","67633882"
2020-05-28 00:00:00.000,"United Kingdom",253854,37039,1167,215648,89,215648,38206,"67886000","42328.9","10","2.5","3176.61962702177","67632146"
2020-05-29 00:00:00.000,"United Kingdom",255362,37313,1172,216877,90,216877,38485,"67886000","42328.9","10","2.5","3194.72350705595","67630638"
2020-05-30 00:00:00.000,"United Kingdom",256469,37467,1187,217815,91,217815,38654,"67886000","42328.9","10","2.5","3208.54078896974","67629531"
2020-05-31 00:00:00.000,"United Kingdom",257539,37527,1190,218822,92,218822,38717,"67886000","42328.9","10","2.5","3223.37448074714","67628461"
2020-06-01 00:00:00.000,"United Kingdom",258983,37613,1221,220149,93,220149,38834,"67886000","42328.9","10","2.5","3242.92195739917","67627017"
2020-06-02 00:00:00.000,"United Kingdom",260453,37863,1224,221366,94,221366,39087,"67886000","42328.9","10","2.5","3260.84907050055","67625547"
2020-06-03 00:00:00.000,"United Kingdom",261802,38117,1212,222473,95,222473,39329,"67886000","42328.9","10","2.5","3277.15582005126","67624198"
2020-06-04 00:00:00.000,"United Kingdom",263040,38247,1219,223574,96,223574,39466,"67886000","42328.9","10","2.5","3293.37418613558","67622960"
2020-06-05 00:00:00.000,"United Kingdom",264150,38505,1228,224417,97,224417,39733,"67886000","42328.9","10","2.5","3305.79206316472","67621850"
2020-06-06 00:00:00.000,"United Kingdom",264944,38648,1230,225066,98,225066,39878,"67886000","42328.9","10","2.5","3315.3522081136","67621056"
2020-06-07 00:00:00.000,"United Kingdom",265662,38702,1239,225721,99,225721,39941,"67886000","42328.9","10","2.5","3325.00073652889","67620338"
2020-06-08 00:00:00.000,"United Kingdom",266756,38749,1255,226752,100,226752,40004,"67886000","42328.9","10","2.5","3340.18796217188","67619244"
2020-06-09 00:00:00.000,"United Kingdom",267915,38946,1257,227712,101,227712,40203,"67886000","42328.9","10","2.5","3354.3293167958","67618085"
2020-06-10 00:00:00.000,"United Kingdom",269101,39110,1269,228722,102,228722,40379,"67886000","42328.9","10","2.5","3369.2072003064","67616899"
2020-06-11 00:00:00.000,"United Kingdom",270108,39186,1278,229644,103,229644,40464,"67886000","42328.9","10","2.5","3382.78879297646","67615892"
2020-06-12 00:00:00.000,"United Kingdom",271162,39317,1282,230563,104,230563,40599,"67886000","42328.9","10","2.5","3396.32619391333","67614838"
2020-06-13 00:00:00.000,"United Kingdom",272050,39424,1283,231343,105,231343,40707,"67886000","42328.9","10","2.5","3407.81604454527","67613950"
2020-06-14 00:00:00.000,"United Kingdom",272857,39451,1283,232123,106,232123,40734,"67886000","42328.9","10","2.5","3419.30589517721","67613143"
2020-06-15 00:00:00.000,"United Kingdom",273888,39480,1284,233124,107,233124,40764,"67886000","42328.9","10","2.5","3434.0512034882","67612112"
2020-06-16 00:00:00.000,"United Kingdom",274971,39600,1293,234078,108,234078,40893,"67886000","42328.9","10","2.5","3448.10417464573","67611029"
2020-06-17 00:00:00.000,"United Kingdom",275970,39710,1304,234956,109,234956,41014,"67886000","42328.9","10","2.5","3461.03762189553","67610030"
2020-06-18 00:00:00.000,"United Kingdom",276990,39777,1313,235900,110,235900,41090,"67886000","42328.9","10","2.5","3474.94328727573","67609010"
2020-06-19 00:00:00.000,"United Kingdom",277974,39861,1319,236794,111,236794,41180,"67886000","42328.9","10","2.5","3488.11242376926","67608026"
2020-06-20 00:00:00.000,"United Kingdom",278640,39932,1319,237389,112,237389,41251,"67886000","42328.9","10","2.5","3496.87711752055","67607360"
2020-06-21 00:00:00.000,"United Kingdom",279264,39963,1319,237982,113,237982,41282,"67886000","42328.9","10","2.5","3505.61235011637","67606736"
2020-06-22 00:00:00.000,"United Kingdom",280156,39976,1322,238858,114,238858,41298,"67886000","42328.9","10","2.5","3518.51633621071","67605844"
2020-06-23 00:00:00.000,"United Kingdom",281038,40070,1330,239638,115,239638,41400,"67886000","42328.9","10","2.5","3530.00618684265","67604962"
2020-06-24 00:00:00.000,"United Kingdom",281815,40157,1345,240313,116,240313,41502,"67886000","42328.9","10","2.5","3539.9493268126","67604185"
2020-06-25 00:00:00.000,"United Kingdom",282512,40256,1361,240895,117,240895,41617,"67886000","42328.9","10","2.5","3548.52252305335","67603488"
2020-06-26 00:00:00.000,"United Kingdom",283151,40333,1363,241455,118,241455,41696,"67886000","42328.9","10","2.5","3556.77164658398","67602849"
2020-06-27 00:00:00.000,"United Kingdom",283785,40373,1364,242048,119,242048,41737,"67886000","42328.9","10","2.5","3565.5068791798","67602215"
2020-06-28 00:00:00.000,"United Kingdom",284192,40404,1364,242424,120,242424,41768,"67886000","42328.9","10","2.5","3571.04557640751","67601808"
2020-06-29 00:00:00.000,"United Kingdom",284812,40425,1368,243019,121,243019,41793,"67886000","42328.9","10","2.5","3579.8102701588","67601188"
2020-06-30 00:00:00.000,"United Kingdom",285216,40479,1370,243367,122,243367,41849,"67886000","42328.9","10","2.5","3584.93651120997","67600784"
2020-07-01 00:00:00.000,"United Kingdom",285279,40576,1372,243331,123,243331,41948,"67886000","42328.9","10","2.5","3584.40621041157","67600721"
2020-07-02 00:00:00.000,"United Kingdom",285285,40617,1373,243295,124,243295,41990,"67886000","42328.9","10","2.5","3583.87590961318","67600715"
2020-07-03 00:00:00.000,"United Kingdom",285787,40666,1375,243746,125,243746,42041,"67886000","42328.9","10","2.5","3590.51940017088","67600213"
2020-07-04 00:00:00.000,"United Kingdom",286412,40698,1375,244339,126,244339,42073,"67886000","42328.9","10","2.5","3599.2546327667","67599588"
2020-07-05 00:00:00.000,"United Kingdom",286931,40717,1375,244839,127,244839,42092,"67886000","42328.9","10","2.5","3606.61992163333","67599069"
2020-07-06 00:00:00.000,"United Kingdom",287290,40728,1375,245187,128,245187,42103,"67886000","42328.9","10","2.5","3611.7461626845","67598710"
2020-07-07 00:00:00.000,"United Kingdom",287874,40782,1375,245717,129,245717,42157,"67886000","42328.9","10","2.5","3619.55336888313","67598126"
2020-07-08 00:00:00.000,"United Kingdom",288511,40839,1378,246294,130,246294,42217,"67886000","42328.9","10","2.5","3628.05291223522","67597489"
2020-07-09 00:00:00.000,"United Kingdom",289154,40870,1378,246906,131,246906,42248,"67886000","42328.9","10","2.5","3637.06802580797","67596846"
2020-07-10 00:00:00.000,"United Kingdom",289678,40904,1378,247396,132,247396,42282,"67886000","42328.9","10","2.5","3644.28600889727","67596322"
2020-07-11 00:00:00.000,"United Kingdom",290504,40921,1378,248205,133,248205,42299,"67886000","42328.9","10","2.5","3656.20304628348","67595496"
2020-07-12 00:00:00.000,"United Kingdom",291154,40930,1378,248846,134,248846,42308,"67886000","42328.9","10","2.5","3665.64534661049","67594846"
2020-07-13 00:00:00.000,"United Kingdom",291691,40940,1384,249367,135,249367,42324,"67886000","42328.9","10","2.5","3673.31997760952","67594309"
2020-07-14 00:00:00.000,"United Kingdom",292931,40984,1385,250562,136,250562,42369,"67886000","42328.9","10","2.5","3690.92301800077","67593069"
2020-07-15 00:00:00.000,"United Kingdom",293469,41010,1386,251073,137,251073,42396,"67886000","42328.9","10","2.5","3698.45034322246","67592531"
2020-07-16 00:00:00.000,"United Kingdom",294116,41034,1403,251679,138,251679,42437,"67886000","42328.9","10","2.5","3707.37707332882","67591884"
2020-07-17 00:00:00.000,"United Kingdom",294803,41060,1403,252340,139,252340,42463,"67886000","42328.9","10","2.5","3717.1139852105","67591197"
2020-07-18 00:00:00.000,"United Kingdom",295632,41069,1413,253150,140,253150,42482,"67886000","42328.9","10","2.5","3729.04575317444","67590368"
2020-07-19 00:00:00.000,"United Kingdom",296358,41080,1413,253865,141,253865,42493,"67886000","42328.9","10","2.5","3739.57811625372","67589642"
2020-07-20 00:00:00.000,"United Kingdom",296944,41090,1413,254441,142,254441,42503,"67886000","42328.9","10","2.5","3748.06292902808","67589056"
2020-07-21 00:00:00.000,"United Kingdom",297389,41115,1414,254860,143,254860,42529,"67886000","42328.9","10","2.5","3754.23504109831","67588611"
2020-07-22 00:00:00.000,"United Kingdom",297952,41132,1416,255404,144,255404,42548,"67886000","42328.9","10","2.5","3762.2484753852","67588048"
2020-07-23 00:00:00.000,"United Kingdom",298731,41141,1425,256165,145,256165,42566,"67886000","42328.9","10","2.5","3773.45844504021","67587269"
2020-07-24 00:00:00.000,"United Kingdom",299500,41173,1425,256902,146,256902,42598,"67886000","42328.9","10","2.5","3784.31488082963","67586500"
2020-07-25 00:00:00.000,"United Kingdom",300270,41188,1427,257655,147,257655,42615,"67886000","42328.9","10","2.5","3795.40700586277","67585730"
2020-07-26 00:00:00.000,"United Kingdom",301020,41196,1434,258390,148,258390,42630,"67886000","42328.9","10","2.5","3806.23398049672","67584980"
2020-07-27 00:00:00.000,"United Kingdom",301708,41199,1437,259072,149,259072,42636,"67886000","42328.9","10","2.5","3816.2802345108","67584292"
2020-07-28 00:00:00.000,"United Kingdom",302261,41220,1438,259603,150,259603,42658,"67886000","42328.9","10","2.5","3824.10217128716","67583739"
2020-07-29 00:00:00.000,"United Kingdom",303063,41254,1438,260371,151,260371,42692,"67886000","42328.9","10","2.5","3835.4152549863","67582937"
2020-07-30 00:00:00.000,"United Kingdom",303910,41254,1438,261218,152,261218,42692,"67886000","42328.9","10","2.5","3847.89205432637","67582090"
2020-07-31 00:00:00.000,"United Kingdom",304793,41274,1439,262080,153,262080,42713,"67886000","42328.9","10","2.5","3860.58981233244","67581207"
2020-08-01 00:00:00.000,"United Kingdom",305562,41287,1441,262834,154,262834,42728,"67886000","42328.9","10","2.5","3871.69666794332","67580438"
2020-08-02 00:00:00.000,"United Kingdom",306309,41292,1444,263573,155,263573,42736,"67886000","42328.9","10","2.5","3882.5825648882","67579691"
2020-08-03 00:00:00.000,"United Kingdom",307251,41293,1445,264513,156,264513,42738,"67886000","42328.9","10","2.5","3896.42930795746","67578749"
2020-08-04 00:00:00.000,"United Kingdom",307926,41311,1445,265170,157,265170,42756,"67886000","42328.9","10","2.5","3906.10729752821","67578074"
2020-08-05 00:00:00.000,"United Kingdom",308832,41325,1446,266061,158,266061,42771,"67886000","42328.9","10","2.5","3919.23224228854","67577168"
2020-08-06 00:00:00.000,"United Kingdom",309796,41343,1447,267006,159,267006,42790,"67886000","42328.9","10","2.5","3933.15263824647","67576204"
2020-08-07 00:00:00.000,"United Kingdom",310696,41355,1447,267894,160,267894,42802,"67886000","42328.9","10","2.5","3946.23339127361","67575304"
2020-08-08 00:00:00.000,"United Kingdom",311461,41358,1449,268654,161,268654,42807,"67886000","42328.9","10","2.5","3957.42863035088","67574539"
2020-08-09 00:00:00.000,"United Kingdom",312574,41363,1451,269760,162,269760,42814,"67886000","42328.9","10","2.5","3973.72064932387","67573426"
2020-08-10 00:00:00.000,"United Kingdom",313392,41381,1463,270548,163,270548,42844,"67886000","42328.9","10","2.5","3985.32834457767","67572608"
2020-08-11 00:00:00.000,"United Kingdom",314542,41394,1464,271684,164,271684,42858,"67886000","42328.9","10","2.5","4002.06228088266","67571458"
2020-08-12 00:00:00.000,"United Kingdom",315581,41414,1472,272695,165,272695,42886,"67886000","42328.9","10","2.5","4016.95489497098","67570419"
2020-08-13 00:00:00.000,"United Kingdom",316729,41432,1479,273818,166,273818,42911,"67886000","42328.9","10","2.5","4033.49733376543","67569271"
2020-08-14 00:00:00.000,"United Kingdom",318190,41443,1481,275266,167,275266,42924,"67886000","42328.9","10","2.5","4054.82721032319","67567810"
2020-08-15 00:00:00.000,"United Kingdom",319232,41446,1486,276300,168,276300,42932,"67886000","42328.9","10","2.5","4070.05862769938","67566768"
2020-08-16 00:00:00.000,"United Kingdom",320343,41451,1486,277406,169,277406,42937,"67886000","42328.9","10","2.5","4086.35064667236","67565657"
2020-08-17 00:00:00.000,"United Kingdom",321064,41454,1490,278120,170,278120,42944,"67886000","42328.9","10","2.5","4096.86827917391","67564936"
2020-08-18 00:00:00.000,"United Kingdom",322177,41466,1493,279218,171,279218,42959,"67886000","42328.9","10","2.5","4113.04245352503","67563823"
2020-08-19 00:00:00.000,"United Kingdom",323008,41483,1495,280030,172,280030,42978,"67886000","42328.9","10","2.5","4125.00368264443","67562992"
2020-08-20 00:00:00.000,"United Kingdom",324203,41489,1544,281170,173,281170,43033,"67886000","42328.9","10","2.5","4141.79654126035","67561797"
2020-08-21 00:00:00.000,"United Kingdom",325263,41491,1544,282228,174,282228,43035,"67886000","42328.9","10","2.5","4157.38149250214","67560737"
2020-08-22 00:00:00.000,"United Kingdom",326595,41509,1547,283539,175,283539,43056,"67886000","42328.9","10","2.5","4176.69327991044","67559405"
2020-08-23 00:00:00.000,"United Kingdom",327643,41515,1547,284581,176,284581,43062,"67886000","42328.9","10","2.5","4192.04254190849","67558357"
2020-08-24 00:00:00.000,"United Kingdom",328620,41519,1550,285551,177,285551,43069,"67886000","42328.9","10","2.5","4206.33120230976","67557380"
2020-08-25 00:00:00.000,"United Kingdom",329821,41535,1551,286735,178,286735,43086,"67886000","42328.9","10","2.5","4223.77220634593","67556179"
2020-08-26 00:00:00.000,"United Kingdom",330967,41552,1551,287864,179,287864,43103,"67886000","42328.9","10","2.5","4240.40302860678","67555033"
2020-08-27 00:00:00.000,"United Kingdom",332509,41564,1564,289381,180,289381,43128,"67886000","42328.9","10","2.5","4262.74931502814","67553491"
2020-08-28 00:00:00.000,"United Kingdom",333806,41573,1615,290618,181,290618,43188,"67886000","42328.9","10","2.5","4280.97103968418","67552194"
2020-08-29 00:00:00.000,"United Kingdom",334916,41585,1622,291709,182,291709,43207,"67886000","42328.9","10","2.5","4297.04209999116","67551084"
2020-08-30 00:00:00.000,"United Kingdom",336668,41586,1624,293458,183,293458,43210,"67886000","42328.9","10","2.5","4322.80588044663","67549332"
2020-08-31 00:00:00.000,"United Kingdom",338083,41589,1682,294812,184,294812,43271,"67886000","42328.9","10","2.5","4342.75108269746","67547917"
2020-03-07 00:00:00.000,"US",403,7,17,379,1,379,24,"331000000","65297.5","16.89","2.9","1.14501510574018","330999597"
2020-03-08 00:00:00.000,"US",519,7,21,491,2,491,28,"331000000","65297.5","16.89","2.9","1.4833836858006","330999481"
2020-03-09 00:00:00.000,"US",594,7,22,565,3,565,29,"331000000","65297.5","16.89","2.9","1.70694864048338","330999406"
2020-03-10 00:00:00.000,"US",782,8,28,746,4,746,36,"331000000","65297.5","16.89","2.9","2.25377643504532","330999218"
2020-03-11 00:00:00.000,"US",1147,8,33,1106,5,1106,41,"331000000","65297.5","16.89","2.9","3.34138972809668","330998853"
2020-03-12 00:00:00.000,"US",1586,12,43,1531,6,1531,55,"331000000","65297.5","16.89","2.9","4.62537764350453","330998414"
2020-03-13 00:00:00.000,"US",2219,12,51,2156,7,2156,63,"331000000","65297.5","16.89","2.9","6.51359516616314","330997781"
2020-03-14 00:00:00.000,"US",2978,12,58,2908,8,2908,70,"331000000","65297.5","16.89","2.9","8.78549848942598","330997022"
2020-03-15 00:00:00.000,"US",3212,12,70,3130,9,3130,82,"331000000","65297.5","16.89","2.9","9.45619335347432","330996788"
2020-03-16 00:00:00.000,"US",4679,17,97,4565,10,4565,114,"331000000","65297.5","16.89","2.9","13.7915407854985","330995321"
2020-03-17 00:00:00.000,"US",6512,17,134,6361,11,6361,151,"331000000","65297.5","16.89","2.9","19.2175226586103","330993488"
2020-03-18 00:00:00.000,"US",9169,105,194,8870,12,8870,299,"331000000","65297.5","16.89","2.9","26.797583081571","330990831"
2020-03-19 00:00:00.000,"US",13663,121,266,13276,13,13276,387,"331000000","65297.5","16.89","2.9","40.1087613293051","330986337"
2020-03-20 00:00:00.000,"US",20030,147,372,19511,14,19511,519,"331000000","65297.5","16.89","2.9","58.9456193353474","330979970"
2020-03-21 00:00:00.000,"US",26025,176,475,25374,15,25374,651,"331000000","65297.5","16.89","2.9","76.6586102719033","330973975"
2020-03-22 00:00:00.000,"US",34898,178,596,34124,16,34124,774,"331000000","65297.5","16.89","2.9","103.093655589124","330965102"
2020-03-23 00:00:00.000,"US",46136,178,788,45170,17,45170,966,"331000000","65297.5","16.89","2.9","136.465256797583","330953864"
2020-03-24 00:00:00.000,"US",56755,348,1031,55376,18,55376,1379,"331000000","65297.5","16.89","2.9","167.299093655589","330943245"
2020-03-25 00:00:00.000,"US",68837,361,1364,67112,19,67112,1725,"331000000","65297.5","16.89","2.9","202.755287009063","330931163"
2020-03-26 00:00:00.000,"US",86693,681,1783,84229,20,84229,2464,"331000000","65297.5","16.89","2.9","254.468277945619","330913307"
2020-03-27 00:00:00.000,"US",105383,869,2305,102209,21,102209,3174,"331000000","65297.5","16.89","2.9","308.788519637462","330894617"
2020-03-28 00:00:00.000,"US",125013,1072,2947,120994,22,120994,4019,"331000000","65297.5","16.89","2.9","365.540785498489","330874987"
