date_Id,document_date,year,month,quarter,sem
20201203,2020-12-03 00:00:00.000,2020,12,"Quarter4",49
20201204,2020-12-04 00:00:00.000,2020,12,"Quarter4",49
20201205,2020-12-05 00:00:00.000,2020,12,"Quarter4",49
20201206,2020-12-06 00:00:00.000,2020,12,"Quarter4",49
20201207,2020-12-07 00:00:00.000,2020,12,"Quarter4",50
20201208,2020-12-08 00:00:00.000,2020,12,"Quarter4",50
20201209,2020-12-09 00:00:00.000,2020,12,"Quarter4",50
20201210,2020-12-10 00:00:00.000,2020,12,"Quarter4",50
20201211,2020-12-11 00:00:00.000,2020,12,"Quarter4",50
20201212,2020-12-12 00:00:00.000,2020,12,"Quarter4",50
20201213,2020-12-13 00:00:00.000,2020,12,"Quarter4",50
20201214,2020-12-14 00:00:00.000,2020,12,"Quarter4",51
20201215,2020-12-15 00:00:00.000,2020,12,"Quarter4",51
20201216,2020-12-16 00:00:00.000,2020,12,"Quarter4",51
20201217,2020-12-17 00:00:00.000,2020,12,"Quarter4",51
20201218,2020-12-18 00:00:00.000,2020,12,"Quarter4",51
20201219,2020-12-19 00:00:00.000,2020,12,"Quarter4",51
20201220,2020-12-20 00:00:00.000,2020,12,"Quarter4",51
20201221,2020-12-21 00:00:00.000,2020,12,"Quarter4",52
20201222,2020-12-22 00:00:00.000,2020,12,"Quarter4",52
20201223,2020-12-23 00:00:00.000,2020,12,"Quarter4",52
20201224,2020-12-24 00:00:00.000,2020,12,"Quarter4",52
20201225,2020-12-25 00:00:00.000,2020,12,"Quarter4",52
20201226,2020-12-26 00:00:00.000,2020,12,"Quarter4",52
20201227,2020-12-27 00:00:00.000,2020,12,"Quarter4",52
20201228,2020-12-28 00:00:00.000,2020,12,"Quarter4",53
20201229,2020-12-29 00:00:00.000,2020,12,"Quarter4",53
20201230,2020-12-30 00:00:00.000,2020,12,"Quarter4",53
20201231,2020-12-31 00:00:00.000,2020,12,"Quarter4",53
20211001,2021-10-01 00:00:00.000,2021,10,"Quarter4",39
20211002,2021-10-02 00:00:00.000,2021,10,"Quarter4",39
20211003,2021-10-03 00:00:00.000,2021,10,"Quarter4",39
20211004,2021-10-04 00:00:00.000,2021,10,"Quarter4",40
20211005,2021-10-05 00:00:00.000,2021,10,"Quarter4",40
20211006,2021-10-06 00:00:00.000,2021,10,"Quarter4",40
20211007,2021-10-07 00:00:00.000,2021,10,"Quarter4",40
20211008,2021-10-08 00:00:00.000,2021,10,"Quarter4",40
20211009,2021-10-09 00:00:00.000,2021,10,"Quarter4",40
20211010,2021-10-10 00:00:00.000,2021,10,"Quarter4",40
20211011,2021-10-11 00:00:00.000,2021,10,"Quarter4",41
20211012,2021-10-12 00:00:00.000,2021,10,"Quarter4",41
20211013,2021-10-13 00:00:00.000,2021,10,"Quarter4",41
20211014,2021-10-14 00:00:00.000,2021,10,"Quarter4",41
20211015,2021-10-15 00:00:00.000,2021,10,"Quarter4",41
20211016,2021-10-16 00:00:00.000,2021,10,"Quarter4",41
20211017,2021-10-17 00:00:00.000,2021,10,"Quarter4",41
20211018,2021-10-18 00:00:00.000,2021,10,"Quarter4",42
20211019,2021-10-19 00:00:00.000,2021,10,"Quarter4",42
20211020,2021-10-20 00:00:00.000,2021,10,"Quarter4",42
20211021,2021-10-21 00:00:00.000,2021,10,"Quarter4",42
20211022,2021-10-22 00:00:00.000,2021,10,"Quarter4",42
20211023,2021-10-23 00:00:00.000,2021,10,"Quarter4",42
20211024,2021-10-24 00:00:00.000,2021,10,"Quarter4",42
20211025,2021-10-25 00:00:00.000,2021,10,"Quarter4",43
20211026,2021-10-26 00:00:00.000,2021,10,"Quarter4",43
20211027,2021-10-27 00:00:00.000,2021,10,"Quarter4",43
20211028,2021-10-28 00:00:00.000,2021,10,"Quarter4",43
20211029,2021-10-29 00:00:00.000,2021,10,"Quarter4",43
20211030,2021-10-30 00:00:00.000,2021,10,"Quarter4",43
20211031,2021-10-31 00:00:00.000,2021,10,"Quarter4",43
20211101,2021-11-01 00:00:00.000,2021,11,"Quarter4",44
20211102,2021-11-02 00:00:00.000,2021,11,"Quarter4",44
20211103,2021-11-03 00:00:00.000,2021,11,"Quarter4",44
20211104,2021-11-04 00:00:00.000,2021,11,"Quarter4",44
20211105,2021-11-05 00:00:00.000,2021,11,"Quarter4",44
20211106,2021-11-06 00:00:00.000,2021,11,"Quarter4",44
20211107,2021-11-07 00:00:00.000,2021,11,"Quarter4",44
20211108,2021-11-08 00:00:00.000,2021,11,"Quarter4",45
20211109,2021-11-09 00:00:00.000,2021,11,"Quarter4",45
20211110,2021-11-10 00:00:00.000,2021,11,"Quarter4",45
20211111,2021-11-11 00:00:00.000,2021,11,"Quarter4",45
20211112,2021-11-12 00:00:00.000,2021,11,"Quarter4",45
20211113,2021-11-13 00:00:00.000,2021,11,"Quarter4",45
20211114,2021-11-14 00:00:00.000,2021,11,"Quarter4",45
20211115,2021-11-15 00:00:00.000,2021,11,"Quarter4",46
20211116,2021-11-16 00:00:00.000,2021,11,"Quarter4",46
20211117,2021-11-17 00:00:00.000,2021,11,"Quarter4",46
20211118,2021-11-18 00:00:00.000,2021,11,"Quarter4",46
20211119,2021-11-19 00:00:00.000,2021,11,"Quarter4",46
20211120,2021-11-20 00:00:00.000,2021,11,"Quarter4",46
20211121,2021-11-21 00:00:00.000,2021,11,"Quarter4",46
20211122,2021-11-22 00:00:00.000,2021,11,"Quarter4",47
20211123,2021-11-23 00:00:00.000,2021,11,"Quarter4",47
20211124,2021-11-24 00:00:00.000,2021,11,"Quarter4",47
20211125,2021-11-25 00:00:00.000,2021,11,"Quarter4",47
20211126,2021-11-26 00:00:00.000,2021,11,"Quarter4",47
20211127,2021-11-27 00:00:00.000,2021,11,"Quarter4",47
20211128,2021-11-28 00:00:00.000,2021,11,"Quarter4",47
20211129,2021-11-29 00:00:00.000,2021,11,"Quarter4",48
20211130,2021-11-30 00:00:00.000,2021,11,"Quarter4",48
20211201,2021-12-01 00:00:00.000,2021,12,"Quarter4",48
20211202,2021-12-02 00:00:00.000,2021,12,"Quarter4",48
20211203,2021-12-03 00:00:00.000,2021,12,"Quarter4",48
20211204,2021-12-04 00:00:00.000,2021,12,"Quarter4",48
20211205,2021-12-05 00:00:00.000,2021,12,"Quarter4",48
20211206,2021-12-06 00:00:00.000,2021,12,"Quarter4",49
20211207,2021-12-07 00:00:00.000,2021,12,"Quarter4",49
20211208,2021-12-08 00:00:00.000,2021,12,"Quarter4",49
20211209,2021-12-09 00:00:00.000,2021,12,"Quarter4",49
20211210,2021-12-10 00:00:00.000,2021,12,"Quarter4",49
20211211,2021-12-11 00:00:00.000,2021,12,"Quarter4",49
20211212,2021-12-12 00:00:00.000,2021,12,"Quarter4",49
20210101,2021-01-01 00:00:00.000,2021,1,"Quarter1",53
20210102,2021-01-02 00:00:00.000,2021,1,"Quarter1",53
20210103,2021-01-03 00:00:00.000,2021,1,"Quarter1",53
20210104,2021-01-04 00:00:00.000,2021,1,"Quarter1",1
20210105,2021-01-05 00:00:00.000,2021,1,"Quarter1",1
20210106,2021-01-06 00:00:00.000,2021,1,"Quarter1",1
20210107,2021-01-07 00:00:00.000,2021,1,"Quarter1",1
20210108,2021-01-08 00:00:00.000,2021,1,"Quarter1",1
20210109,2021-01-09 00:00:00.000,2021,1,"Quarter1",1
20210110,2021-01-10 00:00:00.000,2021,1,"Quarter1",1
20210111,2021-01-11 00:00:00.000,2021,1,"Quarter1",2
20210112,2021-01-12 00:00:00.000,2021,1,"Quarter1",2
20210113,2021-01-13 00:00:00.000,2021,1,"Quarter1",2
20210114,2021-01-14 00:00:00.000,2021,1,"Quarter1",2
20210115,2021-01-15 00:00:00.000,2021,1,"Quarter1",2
20210116,2021-01-16 00:00:00.000,2021,1,"Quarter1",2
20210117,2021-01-17 00:00:00.000,2021,1,"Quarter1",2
20210118,2021-01-18 00:00:00.000,2021,1,"Quarter1",3
20210119,2021-01-19 00:00:00.000,2021,1,"Quarter1",3
20210120,2021-01-20 00:00:00.000,2021,1,"Quarter1",3
20210121,2021-01-21 00:00:00.000,2021,1,"Quarter1",3
20210122,2021-01-22 00:00:00.000,2021,1,"Quarter1",3
20210123,2021-01-23 00:00:00.000,2021,1,"Quarter1",3
20210124,2021-01-24 00:00:00.000,2021,1,"Quarter1",3
20210125,2021-01-25 00:00:00.000,2021,1,"Quarter1",4
20210126,2021-01-26 00:00:00.000,2021,1,"Quarter1",4
20210127,2021-01-27 00:00:00.000,2021,1,"Quarter1",4
20210128,2021-01-28 00:00:00.000,2021,1,"Quarter1",4
20210129,2021-01-29 00:00:00.000,2021,1,"Quarter1",4
20210130,2021-01-30 00:00:00.000,2021,1,"Quarter1",4
20210131,2021-01-31 00:00:00.000,2021,1,"Quarter1",4
20210201,2021-02-01 00:00:00.000,2021,2,"Quarter1",5
20210202,2021-02-02 00:00:00.000,2021,2,"Quarter1",5
20210203,2021-02-03 00:00:00.000,2021,2,"Quarter1",5
20210204,2021-02-04 00:00:00.000,2021,2,"Quarter1",5
20210205,2021-02-05 00:00:00.000,2021,2,"Quarter1",5
20210206,2021-02-06 00:00:00.000,2021,2,"Quarter1",5
20210207,2021-02-07 00:00:00.000,2021,2,"Quarter1",5
20210208,2021-02-08 00:00:00.000,2021,2,"Quarter1",6
20210209,2021-02-09 00:00:00.000,2021,2,"Quarter1",6
20210210,2021-02-10 00:00:00.000,2021,2,"Quarter1",6
20210211,2021-02-11 00:00:00.000,2021,2,"Quarter1",6
20210212,2021-02-12 00:00:00.000,2021,2,"Quarter1",6
20210213,2021-02-13 00:00:00.000,2021,2,"Quarter1",6
20210214,2021-02-14 00:00:00.000,2021,2,"Quarter1",6
20210215,2021-02-15 00:00:00.000,2021,2,"Quarter1",7
20210216,2021-02-16 00:00:00.000,2021,2,"Quarter1",7
20210217,2021-02-17 00:00:00.000,2021,2,"Quarter1",7
20210218,2021-02-18 00:00:00.000,2021,2,"Quarter1",7
20210219,2021-02-19 00:00:00.000,2021,2,"Quarter1",7
20210220,2021-02-20 00:00:00.000,2021,2,"Quarter1",7
20210221,2021-02-21 00:00:00.000,2021,2,"Quarter1",7
20210222,2021-02-22 00:00:00.000,2021,2,"Quarter1",8
20210223,2021-02-23 00:00:00.000,2021,2,"Quarter1",8
20210224,2021-02-24 00:00:00.000,2021,2,"Quarter1",8
20210225,2021-02-25 00:00:00.000,2021,2,"Quarter1",8
20210226,2021-02-26 00:00:00.000,2021,2,"Quarter1",8
20210227,2021-02-27 00:00:00.000,2021,2,"Quarter1",8
20210228,2021-02-28 00:00:00.000,2021,2,"Quarter1",8
20210301,2021-03-01 00:00:00.000,2021,3,"Quarter1",9
20210302,2021-03-02 00:00:00.000,2021,3,"Quarter1",9
20210303,2021-03-03 00:00:00.000,2021,3,"Quarter1",9
20210304,2021-03-04 00:00:00.000,2021,3,"Quarter1",9
20210305,2021-03-05 00:00:00.000,2021,3,"Quarter1",9
20210306,2021-03-06 00:00:00.000,2021,3,"Quarter1",9
20210307,2021-03-07 00:00:00.000,2021,3,"Quarter1",9
20210308,2021-03-08 00:00:00.000,2021,3,"Quarter1",10
20210309,2021-03-09 00:00:00.000,2021,3,"Quarter1",10
20210310,2021-03-10 00:00:00.000,2021,3,"Quarter1",10
20210311,2021-03-11 00:00:00.000,2021,3,"Quarter1",10
20210312,2021-03-12 00:00:00.000,2021,3,"Quarter1",10
20210313,2021-03-13 00:00:00.000,2021,3,"Quarter1",10
20210314,2021-03-14 00:00:00.000,2021,3,"Quarter1",10
20210315,2021-03-15 00:00:00.000,2021,3,"Quarter1",11
20210316,2021-03-16 00:00:00.000,2021,3,"Quarter1",11
20210317,2021-03-17 00:00:00.000,2021,3,"Quarter1",11
20210318,2021-03-18 00:00:00.000,2021,3,"Quarter1",11
20210319,2021-03-19 00:00:00.000,2021,3,"Quarter1",11
20210320,2021-03-20 00:00:00.000,2021,3,"Quarter1",11
20210321,2021-03-21 00:00:00.000,2021,3,"Quarter1",11
20210322,2021-03-22 00:00:00.000,2021,3,"Quarter1",12
20210323,2021-03-23 00:00:00.000,2021,3,"Quarter1",12
20210324,2021-03-24 00:00:00.000,2021,3,"Quarter1",12
20210325,2021-03-25 00:00:00.000,2021,3,"Quarter1",12
20210326,2021-03-26 00:00:00.000,2021,3,"Quarter1",12
20210327,2021-03-27 00:00:00.000,2021,3,"Quarter1",12
20210328,2021-03-28 00:00:00.000,2021,3,"Quarter1",12
20210329,2021-03-29 00:00:00.000,2021,3,"Quarter1",13
20210330,2021-03-30 00:00:00.000,2021,3,"Quarter1",13
20210331,2021-03-31 00:00:00.000,2021,3,"Quarter1",13
