Symbol,PayDate,DividendPerShare,DivPerShare1,DivPerShare2,DivPerShare3,DivPerShare4,DivPerShare5
"EMB",2017-11-01 00:00:00.000,0.445,0.445,,,,
"EMB",2017-12-01 00:00:00.000,0.449,0.449,,,,
"EMB",2017-12-21 00:00:00.000,0.371,0.371,,,,
"EMB",2018-02-01 00:00:00.000,0.31,0.31,,,,
"EMB",2018-03-01 00:00:00.000,0.34,0.34,,,,
"EMB",2018-04-02 00:00:00.000,0.374,0.374,,,,
"EMB",2018-05-01 00:00:00.000,0.411,0.411,,,,
"EMB",2018-06-01 00:00:00.000,0.452,0.452,,,,
"EMB",2018-07-02 00:00:00.000,0.446,0.446,,,,
"EMB",2018-08-01 00:00:00.000,0.441,0.441,,,,
"EMB",2018-09-04 00:00:00.000,0.436,0.436,,,,
"EMB",2018-10-01 00:00:00.000,0.45,0.45,,,,
"EMB",2018-11-01 00:00:00.000,0.461,0.461,,,,
"EMB",2018-12-03 00:00:00.000,0.454,0.454,,,,
"EMB",2018-12-18 00:00:00.000,1.29,1.29,,,,
"EMB",2019-02-01 00:00:00.000,0.442,0.442,,,,
"EMB",2019-03-01 00:00:00.000,0.443,0.443,,,,
"EMB",2019-04-01 00:00:00.000,0.454,0.454,,,,
"EMB",2019-05-01 00:00:00.000,0.449,0.449,,,,
"EMB",2019-06-03 00:00:00.000,0.459,0.459,,,,
"EMB",2019-07-01 00:00:00.000,0.438,0.438,,,,
"EMB",2019-08-01 00:00:00.000,0.418,0.418,,,,
"EMB",2019-09-03 00:00:00.000,0.413,0.413,,,,
"EMB",2019-10-01 00:00:00.000,0.4,0.4,,,,
"EMB",2019-11-01 00:00:00.000,0.405,0.405,,,,
"EMB",2019-12-02 00:00:00.000,0.408,0.408,,,,
"EMB",2019-12-19 00:00:00.000,0.441,0.441,,,,
"EMB",2020-02-03 00:00:00.000,0.411,0.411,,,,
"EMB",2020-03-02 00:00:00.000,0.417,0.417,,,,
"EMB",2020-04-01 00:00:00.000,0.409,0.409,,,,
"EMB",2020-05-01 00:00:00.000,0.379,0.379,,,,
"EMB",2020-06-01 00:00:00.000,0.337,0.337,,,,
"EMB",2020-07-01 00:00:00.000,0.33,0.33,,,,
"EMB",2020-08-03 00:00:00.000,0.328,0.328,,,,
"EMB",2020-09-01 00:00:00.000,0.333,0.333,,,,
"EMB",2020-10-01 00:00:00.000,0.366,0.366,,,,
"EMB",2020-11-02 00:00:00.000,0.396,0.396,,,,
"EMB",2020-12-01 00:00:00.000,0.396,0.396,,,,
"EMB",2020-12-17 00:00:00.000,0.395,0.395,,,,
"DES",2006-10-04 00:00:00.000,0.146,0.146,,,,
"DES",2006-12-21 00:00:00.000,0.20233,0.20233,,,,
"DES",2007-03-26 00:00:00.000,0.07467,0.07467,,,,
"DES",2007-06-25 00:00:00.000,0.20267,0.20267,,,,
"DES",2007-09-24 00:00:00.000,0.13067,0.13067,,,,
"DES",2007-12-17 00:00:00.000,0.20433,0.20433,,,,
"DES",2008-03-24 00:00:00.000,0.172,0.172,,,,
"DES",2008-06-23 00:00:00.000,0.186,0.186,,,,
"DES",2008-09-22 00:00:00.000,0.14033,0.14033,,,,
"DES",2008-12-22 00:00:00.000,0.17533,0.17533,,,,
"DES",2009-03-23 00:00:00.000,0.11233,0.11233,,,,
"DES",2009-06-22 00:00:00.000,0.114,0.114,,,,
"DES",2009-09-21 00:00:00.000,0.10467,0.10467,,,,
"DES",2009-12-21 00:00:00.000,0.13467,0.13467,,,,
"DES",2010-03-29 00:00:00.000,0.12733,0.12733,,,,
"DES",2010-06-28 00:00:00.000,0.12867,0.12867,,,,
"DES",2010-09-20 00:00:00.000,0.12733,0.12733,,,,
"DES",2010-12-22 00:00:00.000,0.18067,0.18067,,,,
"DES",2011-03-21 00:00:00.000,0.094,0.094,,,,
"DES",2011-06-22 00:00:00.000,0.15033,0.15033,,,,
"DES",2011-09-26 00:00:00.000,0.14067,0.14067,,,,
"DES",2011-12-21 00:00:00.000,0.121,0.121,,,,
"DES",2012-03-26 00:00:00.000,0.137,0.137,,,,
"DES",2012-06-25 00:00:00.000,0.15567,0.15567,,,,
"DES",2012-09-24 00:00:00.000,0.15433,0.15433,,,,
"DES",2012-11-26 00:00:00.000,0.09933,0.09933,,,,
"DES",2012-12-24 00:00:00.000,0.13933,0.13933,,,,
"DES",2013-01-22 00:00:00.000,0.056,0.056,,,,
"DES",2013-02-19 00:00:00.000,0.04667,0.04667,,,,
"DES",2013-03-22 00:00:00.000,0.00667,0.00667,,,,
"DES",2013-04-22 00:00:00.000,0.04167,0.04167,,,,
"DES",2013-05-24 00:00:00.000,0.04167,0.04167,,,,
"DES",2013-06-24 00:00:00.000,0.04167,0.04167,,,,
"DES",2013-07-22 00:00:00.000,0.04167,0.04167,,,,
"DES",2013-08-26 00:00:00.000,0.04167,0.04167,,,,
"DES",2013-09-23 00:00:00.000,0.045,0.045,,,,
"DES",2013-10-21 00:00:00.000,0.045,0.045,,,,
"DES",2013-11-22 00:00:00.000,0.045,0.045,,,,
"DES",2013-12-24 00:00:00.000,0.09967,0.09967,,,,
"DES",2014-01-27 00:00:00.000,0.04,0.04,,,,
"DES",2014-02-24 00:00:00.000,0.04,0.04,,,,
"DES",2014-03-24 00:00:00.000,0.04,0.04,,,,
"DES",2014-04-21 00:00:00.000,0.04,0.04,,,,
"DES",2014-05-23 00:00:00.000,0.04,0.04,,,,
"DES",2014-06-23 00:00:00.000,0.05333,0.05333,,,,
"DES",2014-07-21 00:00:00.000,0.05333,0.05333,,,,
"DES",2014-08-25 00:00:00.000,0.05333,0.05333,,,,
"DES",2014-09-22 00:00:00.000,0.06,0.06,,,,
"DES",2014-10-27 00:00:00.000,0.05633,0.05633,,,,
"DES",2014-11-21 00:00:00.000,0.06233,0.06233,,,,
"DES",2014-12-19 00:00:00.000,0.09467,0.09467,,,,
"DES",2015-01-26 00:00:00.000,0.01633,0.01633,,,,
"DES",2015-02-23 00:00:00.000,0.04967,0.04967,,,,
"DES",2015-03-23 00:00:00.000,0.06633,0.06633,,,,
"DES",2015-04-20 00:00:00.000,0.04,0.04,,,,
"DES",2015-05-22 00:00:00.000,0.04667,0.04667,,,,
"DES",2015-06-22 00:00:00.000,0.07333,0.07333,,,,
"DES",2015-07-27 00:00:00.000,0.14918,0.14918,,,,
"DES",2015-08-24 00:00:00.000,0.04333,0.04333,,,,
"DES",2015-09-21 00:00:00.000,0.08667,0.08667,,,,
"DES",2015-10-26 00:00:00.000,0.03667,0.03667,,,,
"DES",2015-11-23 00:00:00.000,0.04333,0.04333,,,,
"DES",2015-12-21 00:00:00.000,0.105,0.105,,,,
"DES",2015-12-29 00:00:00.000,0.01233,0.01233,,,,
"DES",2016-01-25 00:00:00.000,0.03667,0.03667,,,,
"DES",2016-02-22 00:00:00.000,0.03,0.03,,,,
"DES",2016-03-21 00:00:00.000,0.03833,0.03833,,,,
"DES",2016-04-25 00:00:00.000,0.07933,0.07933,,,,
"DES",2016-05-23 00:00:00.000,0.05833,0.05833,,,,
"DES",2016-06-20 00:00:00.000,0.07167,0.07167,,,,
"DES",2016-07-25 00:00:00.000,0.07833,0.07833,,,,
"DES",2016-08-22 00:00:00.000,0.05167,0.05167,,,,
"DES",2016-09-26 00:00:00.000,0.08167,0.08167,,,,
"DES",2016-10-24 00:00:00.000,0.08167,0.08167,,,,
"DES",2016-11-21 00:00:00.000,0.05333,0.05333,,,,
"DES",2016-12-23 00:00:00.000,0.083,0.083,,,,
"DES",2017-01-23 00:00:00.000,0.025,0.025,,,,
"DES",2017-02-17 00:00:00.000,0.04,0.04,,,,
"DES",2017-03-27 00:00:00.000,0.12,0.12,,,,
"DES",2017-04-24 00:00:00.000,0.01667,0.01667,,,,
"DES",2017-05-22 00:00:00.000,0.03667,0.03667,,,,
"DES",2017-06-26 00:00:00.000,0.12,0.12,,,,
"DES",2017-07-24 00:00:00.000,0.07667,0.07667,,,,
"DES",2017-08-21 00:00:00.000,0.045,0.045,,,,
"DES",2017-09-26 00:00:00.000,0.105,0.105,,,,
"DES",2017-10-24 00:00:00.000,0.07167,0.07167,,,,
"DES",2017-11-21 00:00:00.000,0.04,0.04,,,,
"DES",2017-12-26 00:00:00.000,0.143,0.143,,,,
"DES",2018-01-23 00:00:00.000,0.03,0.03,,,,
"DES",2018-02-20 00:00:00.000,0.01,0.01,,,,
"DES",2018-03-20 00:00:00.000,0.1,0.1,,,,
"DES",2018-04-24 00:00:00.000,0.025,0.025,,,,
"DES",2018-05-22 00:00:00.000,0.03,0.03,,,,
"DES",2018-06-25 00:00:00.000,0.11,0.11,,,,
"DES",2018-07-24 00:00:00.000,0.15,0.15,,,,
"DES",2018-08-21 00:00:00.000,0.05,0.05,,,,
"DES",2018-09-25 00:00:00.000,0.12,0.12,,,,
"DES",2018-10-23 00:00:00.000,0.11,0.11,,,,
"DES",2018-11-20 00:00:00.000,0.045,0.045,,,,
"DES",2018-12-24 00:00:00.000,0.116,0.116,,,,
"DES",2019-01-22 00:00:00.000,0.02,0.02,,,,
"DES",2019-02-19 00:00:00.000,0.005,0.005,,,,
"DES",2019-03-26 00:00:00.000,0.005,0.005,,,,
"DES",2019-04-23 00:00:00.000,0.075,0.075,,,,
"DES",2019-05-28 00:00:00.000,0.06,0.06,,,,
"DES",2019-06-24 00:00:00.000,0.095,0.095,,,,
"DES",2019-07-23 00:00:00.000,0.075,0.075,,,,
"DES",2019-08-27 00:00:00.000,0.06,0.06,,,,
"DES",2019-09-24 00:00:00.000,0.11,0.11,,,,
"DES",2019-10-22 00:00:00.000,0.05,0.05,,,,
"DES",2019-11-25 00:00:00.000,0.055,0.055,,,,
"DES",2019-12-23 00:00:00.000,0.16,0.16,,,,
"DES",2020-01-21 00:00:00.000,0.025,0.025,,,,
"DES",2020-02-25 00:00:00.000,0.06,0.06,,,,
"DES",2020-04-21 00:00:00.000,0.025,0.025,,,,
"DES",2020-05-26 00:00:00.000,0.1,0.1,,,,
"DES",2020-06-23 00:00:00.000,0.06,0.06,,,,
"DES",2020-07-28 00:00:00.000,0.055,0.055,,,,
"DES",2020-08-25 00:00:00.000,0.075,0.075,,,,
"DES",2020-09-22 00:00:00.000,0.045,0.045,,,,
"DES",2020-10-27 00:00:00.000,0.06,0.06,,,,
"DES",2020-11-23 00:00:00.000,0.065,0.065,,,,
"DES",2020-12-21 00:00:00.000,0.13,0.13,,,,
"DES",2020-12-30 00:00:00.000,0.031,0.031,,,,
"PFXF",2012-09-04 00:00:00.000,0.08,0.08,,,,
"PFXF",2012-10-01 00:00:00.000,0.125,0.125,,,,
"PFXF",2012-11-01 00:00:00.000,0.073,0.073,,,,
"PFXF",2012-12-03 00:00:00.000,0.101,0.101,,,,
"PFXF",2012-12-27 00:00:00.000,0.146,0.146,,,,
"PFXF",2013-02-01 00:00:00.000,0.055,0.055,,,,
"PFXF",2013-03-01 00:00:00.000,0.091,0.091,,,,
"PFXF",2013-04-01 00:00:00.000,0.155,0.155,,,,
"PFXF",2013-05-01 00:00:00.000,0.059,0.059,,,,
"PFXF",2013-06-03 00:00:00.000,0.085,0.085,,,,
"PFXF",2013-07-01 00:00:00.000,0.157,0.157,,,,
"PFXF",2013-08-01 00:00:00.000,0.068,0.068,,,,
"PFXF",2013-09-03 00:00:00.000,0.091,0.091,,,,
"PFXF",2013-10-01 00:00:00.000,0.155,0.155,,,,
"PFXF",2013-11-01 00:00:00.000,0.059,0.059,,,,
"PFXF",2013-12-02 00:00:00.000,0.1,0.1,,,,
"PFXF",2013-12-27 00:00:00.000,0.151,0.151,,,,
"PFXF",2014-02-03 00:00:00.000,0.09,0.09,,,,
"PFXF",2014-03-03 00:00:00.000,0.07,0.07,,,,
"PFXF",2014-04-01 00:00:00.000,0.157,0.157,,,,
"PFXF",2014-05-01 00:00:00.000,0.067,0.067,,,,
"PFXF",2014-06-02 00:00:00.000,0.068,0.068,,,,
"PFXF",2014-07-01 00:00:00.000,0.18,0.18,,,,
"PFXF",2014-08-01 00:00:00.000,0.056,0.056,,,,
"PFXF",2014-09-02 00:00:00.000,0.08,0.08,,,,
"PFXF",2014-10-01 00:00:00.000,0.155,0.155,,,,
"PFXF",2014-11-03 00:00:00.000,0.06,0.06,,,,
"PFXF",2014-12-01 00:00:00.000,0.07,0.07,,,,
"PFXF",2014-12-29 00:00:00.000,0.165,0.165,,,,
"PFXF",2015-02-02 00:00:00.000,0.054,0.054,,,,
"PFXF",2015-03-02 00:00:00.000,0.06,0.06,,,,
"PFXF",2015-04-01 00:00:00.000,0.15,0.15,,,,
"PFXF",2015-05-01 00:00:00.000,0.05,0.05,,,,
"PFXF",2015-06-01 00:00:00.000,0.068,0.068,,,,
"PFXF",2015-07-01 00:00:00.000,0.145,0.145,,,,
"PFXF",2015-08-03 00:00:00.000,0.06,0.06,,,,
"PFXF",2015-09-01 00:00:00.000,0.063,0.063,,,,
"PFXF",2015-10-01 00:00:00.000,0.211,0.211,,,,
"PFXF",2015-11-02 00:00:00.000,0.057,0.057,,,,
"PFXF",2015-12-01 00:00:00.000,0.066,0.066,,,,
"PFXF",2015-12-29 00:00:00.000,0.162,0.162,,,,
"PFXF",2016-02-01 00:00:00.000,0.067,0.067,,,,
"PFXF",2016-03-01 00:00:00.000,0.069,0.069,,,,
"PFXF",2016-04-01 00:00:00.000,0.11,0.11,,,,
"PFXF",2016-05-02 00:00:00.000,0.073,0.073,,,,
"PFXF",2016-06-01 00:00:00.000,0.068,0.068,,,,
"PFXF",2016-07-01 00:00:00.000,0.15,0.15,,,,
"PFXF",2016-08-01 00:00:00.000,0.069,0.069,,,,
"PFXF",2016-09-01 00:00:00.000,0.07,0.07,,,,
"PFXF",2016-10-03 00:00:00.000,0.137,0.137,,,,
"PFXF",2016-11-01 00:00:00.000,0.069,0.069,,,,
"PFXF",2016-12-01 00:00:00.000,0.09,0.09,,,,
"PFXF",2016-12-28 00:00:00.000,0.15,0.15,,,,
"PFXF",2017-02-01 00:00:00.000,0.069,0.069,,,,
"PFXF",2017-03-01 00:00:00.000,0.093,0.093,,,,
"PFXF",2017-04-03 00:00:00.000,0.145,0.145,,,,
"PFXF",2017-05-01 00:00:00.000,0.069,0.069,,,,
"PFXF",2017-06-01 00:00:00.000,0.09,0.09,,,,
"PFXF",2017-07-03 00:00:00.000,0.108,0.108,,,,
"PFXF",2017-08-01 00:00:00.000,0.102,0.102,,,,
"PFXF",2017-09-01 00:00:00.000,0.088,0.088,,,,
"PFXF",2017-10-02 00:00:00.000,0.122,0.122,,,,
"PFXF",2017-11-01 00:00:00.000,0.077,0.077,,,,
"PFXF",2017-12-01 00:00:00.000,0.1,0.1,,,,
"PFXF",2017-12-27 00:00:00.000,0.103,0.103,,,,
"PFXF",2018-02-01 00:00:00.000,0.088,0.088,,,,
"PFXF",2018-03-01 00:00:00.000,0.09,0.09,,,,
"PFXF",2018-04-02 00:00:00.000,0.113,0.113,,,,
"PFXF",2018-05-01 00:00:00.000,0.083,0.083,,,,
"PFXF",2018-06-01 00:00:00.000,0.093,0.093,,,,
"PFXF",2018-07-02 00:00:00.000,0.138,0.138,,,,
"PFXF",2018-08-01 00:00:00.000,0.077,0.077,,,,
"PFXF",2018-09-04 00:00:00.000,0.068,0.068,,,,
"PFXF",2018-10-01 00:00:00.000,0.114,0.114,,,,
"PFXF",2018-11-01 00:00:00.000,0.093,0.093,,,,
"PFXF",2018-12-03 00:00:00.000,0.087,0.087,,,,
"PFXF",2018-12-27 00:00:00.000,0.12,0.12,,,,
"PFXF",2019-02-01 00:00:00.000,0.073,0.073,,,,
"PFXF",2019-03-01 00:00:00.000,0.076,0.076,,,,
"PFXF",2019-04-01 00:00:00.000,0.094,0.094,,,,
"PFXF",2019-04-24 00:00:00.000,0.057,0.057,,,,
"PFXF",2019-06-03 00:00:00.000,0.096,0.096,,,,
"PFXF",2019-07-01 00:00:00.000,0.108,0.108,,,,
"PFXF",2019-08-01 00:00:00.000,0.066,0.066,,,,
"PFXF",2019-09-03 00:00:00.000,0.097,0.097,,,,
"PFXF",2019-10-01 00:00:00.000,0.104,0.104,,,,
"PFXF",2019-11-01 00:00:00.000,0.079,0.079,,,,
"PFXF",2019-12-02 00:00:00.000,0.08,0.08,,,,
"PFXF",2019-12-30 00:00:00.000,0.152,0.152,,,,
"PFXF",2020-02-03 00:00:00.000,0.05,0.05,,,,
"PFXF",2020-03-02 00:00:00.000,0.098,0.098,,,,
"PFXF",2020-04-01 00:00:00.000,0.085,0.085,,,,
"PFXF",2020-04-24 00:00:00.000,0.069,0.069,,,,
"PFXF",2020-06-01 00:00:00.000,0.088,0.088,,,,
"PFXF",2020-07-01 00:00:00.000,0.095,0.095,,,,
"PFXF",2020-08-03 00:00:00.000,0.078,0.078,,,,
"PFXF",2020-09-01 00:00:00.000,0.109,0.109,,,,
"PFXF",2020-10-01 00:00:00.000,0.088,0.088,,,,
"PFXF",2020-11-02 00:00:00.000,0.065,0.065,,,,
"PFXF",2020-12-01 00:00:00.000,0.115,0.115,,,,
"PFXF",2020-12-29 00:00:00.000,0.127,0.127,,,,
"BNDX",2013-07-01 00:00:00.000,0.054,0.054,,,,
"BNDX",2013-08-01 00:00:00.000,0.07,0.07,,,,
"BNDX",2013-09-03 00:00:00.000,0.049,0.049,,,,
"BNDX",2013-10-01 00:00:00.000,0.069,0.069,,,,
"BNDX",2013-11-01 00:00:00.000,0.064,0.064,,,,
"BNDX",2013-12-02 00:00:00.000,0.05,0.05,,,,
"BNDX",2013-12-24 00:00:00.000,0.073,0.073,,,,
"BNDX",2014-02-03 00:00:00.000,0.059,0.059,,,,
"BNDX",2014-03-03 00:00:00.000,0.06,0.06,,,,
"BNDX",2014-04-01 00:00:00.000,0.065,0.065,,,,
"BNDX",2014-05-01 00:00:00.000,0.068,0.068,,,,
"BNDX",2014-06-02 00:00:00.000,0.06,0.06,,,,
"BNDX",2014-07-01 00:00:00.000,0.059,0.059,,,,
"BNDX",2014-08-01 00:00:00.000,0.075,0.075,,,,
"BNDX",2014-09-02 00:00:00.000,0.064,0.064,,,,
"BNDX",2014-10-01 00:00:00.000,0.055,0.055,,,,
"BNDX",2014-11-03 00:00:00.000,0.074,0.074,,,,
"BNDX",2014-12-01 00:00:00.000,0.085,0.085,,,,
"BNDX",2014-12-23 00:00:00.000,0.093,0.093,,,,
"BNDX",2015-02-02 00:00:00.000,0.072,0.072,,,,
"BNDX",2015-03-02 00:00:00.000,0.062,0.062,,,,
"BNDX",2015-04-01 00:00:00.000,0.056,0.056,,,,
"BNDX",2015-05-01 00:00:00.000,0.061,0.061,,,,
"BNDX",2015-06-01 00:00:00.000,0.051,0.051,,,,
"BNDX",2015-07-01 00:00:00.000,0.062,0.062,,,,
"BNDX",2015-08-03 00:00:00.000,0.051,0.051,,,,
"BNDX",2015-09-01 00:00:00.000,0.057,0.057,,,,
"BNDX",2015-10-01 00:00:00.000,0.062,0.062,,,,
"BNDX",2015-11-02 00:00:00.000,0.081,0.081,,,,
"BNDX",2015-12-01 00:00:00.000,0.11,0.11,,,,
"BNDX",2015-12-23 00:00:00.000,0.135,0.135,,,,
"BNDX",2016-02-01 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-03-01 00:00:00.000,0.055,0.055,,,,
"BNDX",2016-04-01 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-05-02 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-06-01 00:00:00.000,0.055,0.055,,,,
"BNDX",2016-07-01 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-08-01 00:00:00.000,0.05,0.05,,,,
"BNDX",2016-09-01 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-10-03 00:00:00.000,0.056,0.056,,,,
"BNDX",2016-11-01 00:00:00.000,0.061,0.061,,,,
"BNDX",2016-12-01 00:00:00.000,0.066,0.066,,,,
"BNDX",2016-12-22 00:00:00.000,0.404,0.404,,,,
"BNDX",2017-02-01 00:00:00.000,0.045,0.045,,,,
"BNDX",2017-03-01 00:00:00.000,0.046,0.046,,,,
"BNDX",2017-04-03 00:00:00.000,0.046,0.046,,,,
"BNDX",2017-05-01 00:00:00.000,0.046,0.046,,,,
"BNDX",2017-06-01 00:00:00.000,0.047,0.047,,,,
"BNDX",2017-07-03 00:00:00.000,0.049,0.049,,,,
"BNDX",2017-08-01 00:00:00.000,0.048,0.048,,,,
"BNDX",2017-09-01 00:00:00.000,0.049,0.049,,,,
"BNDX",2017-10-02 00:00:00.000,0.049,0.049,,,,
"BNDX",2017-11-01 00:00:00.000,0.048,0.048,,,,
"BNDX",2017-12-01 00:00:00.000,0.048,0.048,,,,
"BNDX",2017-12-26 00:00:00.000,0.691,0.691,,,,
"BNDX",2018-02-01 00:00:00.000,0.049,0.049,,,,
"BNDX",2018-03-01 00:00:00.000,0.043,0.043,,,,
"BNDX",2018-04-02 00:00:00.000,0.052,0.052,,,,
"BNDX",2018-05-01 00:00:00.000,0.043,0.043,,,,
"BNDX",2018-06-01 00:00:00.000,0.047,0.047,,,,
"BNDX",2018-07-02 00:00:00.000,0.048,0.048,,,,
"BNDX",2018-08-01 00:00:00.000,0.05,0.05,,,,
"BNDX",2018-09-04 00:00:00.000,0.051,0.051,,,,
"BNDX",2018-10-01 00:00:00.000,0.05,0.05,,,,
"BNDX",2018-11-01 00:00:00.000,0.054,0.054,,,,
"BNDX",2018-12-03 00:00:00.000,0.052,0.052,,,,
"BNDX",2018-12-24 00:00:00.000,1.094,1.094,,,,
"BNDX",2019-02-01 00:00:00.000,0.054,0.054,,,,
"BNDX",2019-03-01 00:00:00.000,0.046,0.046,,,,
"BNDX",2019-04-01 00:00:00.000,0.053,0.053,,,,
"BNDX",2019-05-01 00:00:00.000,0.051,0.051,,,,
"BNDX",2019-06-03 00:00:00.000,0.054,0.054,,,,
"BNDX",2019-07-01 00:00:00.000,0.055,0.055,,,,
"BNDX",2019-08-01 00:00:00.000,0.054,0.054,,,,
"BNDX",2019-09-03 00:00:00.000,0.053,0.053,,,,
"BNDX",2019-10-01 00:00:00.000,0.052,0.052,,,,
"BNDX",2019-11-01 00:00:00.000,0.052,0.052,,,,
"BNDX",2019-12-02 00:00:00.000,0.05,0.05,,,,
"BNDX",2019-12-23 00:00:00.000,1.352,1.352,,,,
"BNDX",2020-02-03 00:00:00.000,0.045,0.045,,,,
"BNDX",2020-03-02 00:00:00.000,0.044,0.044,,,,
"BNDX",2020-04-01 00:00:00.000,0.051,0.051,,,,
"BNDX",2020-05-01 00:00:00.000,0.047,0.047,,,,
"BNDX",2020-06-01 00:00:00.000,0.048,0.048,,,,
"BNDX",2020-07-01 00:00:00.000,0.047,0.047,,,,
"BNDX",2020-08-03 00:00:00.000,0.048,0.048,,,,
"BNDX",2020-09-01 00:00:00.000,0.047,0.047,,,,
"BNDX",2020-10-01 00:00:00.000,0.046,0.046,,,,
"BNDX",2020-11-02 00:00:00.000,0.047,0.047,,,,
"BNDX",2020-12-01 00:00:00.000,0.045,0.045,,,,
"BNDX",2020-12-23 00:00:00.000,0.136,0.136,,,,
"VWOB",2013-07-01 00:00:00.000,0.189,0.189,,,,
"VWOB",2013-08-01 00:00:00.000,0.261,0.261,,,,
"VWOB",2013-09-03 00:00:00.000,0.26,0.26,,,,
"VWOB",2013-10-01 00:00:00.000,0.231,0.231,,,,
"VWOB",2013-11-01 00:00:00.000,0.277,0.277,,,,
"VWOB",2013-12-02 00:00:00.000,0.276,0.276,,,,
"VWOB",2013-12-24 00:00:00.000,0.333,0.333,,,,
"VWOB",2014-02-03 00:00:00.000,0.236,0.236,,,,
"VWOB",2014-03-03 00:00:00.000,0.287,0.287,,,,
"VWOB",2014-04-01 00:00:00.000,0.296,0.296,,,,
"VWOB",2014-05-01 00:00:00.000,0.278,0.278,,,,
"VWOB",2014-06-02 00:00:00.000,0.293,0.293,,,,
"VWOB",2014-07-01 00:00:00.000,0.301,0.301,,,,
"VWOB",2014-08-01 00:00:00.000,0.284,0.284,,,,
"VWOB",2014-09-02 00:00:00.000,0.285,0.285,,,,
"VWOB",2014-10-01 00:00:00.000,0.293,0.293,,,,
"VWOB",2014-11-03 00:00:00.000,0.293,0.293,,,,
"VWOB",2014-12-01 00:00:00.000,0.263,0.263,,,,
"VWOB",2014-12-23 00:00:00.000,0.316,0.316,,,,
"VWOB",2015-02-02 00:00:00.000,0.309,0.309,,,,
"VWOB",2015-03-02 00:00:00.000,0.286,0.286,,,,
"VWOB",2015-04-01 00:00:00.000,0.313,0.313,,,,
"VWOB",2015-05-01 00:00:00.000,0.297,0.297,,,,
"VWOB",2015-06-01 00:00:00.000,0.294,0.294,,,,
"VWOB",2015-07-01 00:00:00.000,0.295,0.295,,,,
"VWOB",2015-08-03 00:00:00.000,0.294,0.294,,,,
"VWOB",2015-09-01 00:00:00.000,0.303,0.303,,,,
"VWOB",2015-10-01 00:00:00.000,0.287,0.287,,,,
"VWOB",2015-11-02 00:00:00.000,0.286,0.286,,,,
"VWOB",2015-12-01 00:00:00.000,0.317,0.317,,,,
"VWOB",2015-12-23 00:00:00.000,0.365,0.365,,,,
"VWOB",2016-02-01 00:00:00.000,0.26,0.26,,,,
"VWOB",2016-05-02 00:00:00.000,0.299,0.299,,,,
"VWOB",2016-06-01 00:00:00.000,0.334,0.334,,,,
"VWOB",2016-07-01 00:00:00.000,0.303,0.303,,,,
"VWOB",2016-08-01 00:00:00.000,0.311,0.311,,,,
"VWOB",2016-09-01 00:00:00.000,0.295,0.295,,,,
"VWOB",2016-10-03 00:00:00.000,0.303,0.303,,,,
"VWOB",2016-11-01 00:00:00.000,0.295,0.295,,,,
"VWOB",2016-12-01 00:00:00.000,0.317,0.317,,,,
"VWOB",2016-12-22 00:00:00.000,0.329,0.329,,,,
"VWOB",2017-02-01 00:00:00.000,0.273,0.273,,,,
"VWOB",2017-03-01 00:00:00.000,0.303,0.303,,,,
"VWOB",2017-04-03 00:00:00.000,0.318,0.318,,,,
"VWOB",2017-05-01 00:00:00.000,0.303,0.303,,,,
"VWOB",2017-06-01 00:00:00.000,0.299,0.299,,,,
"VWOB",2017-07-03 00:00:00.000,0.303,0.303,,,,
"VWOB",2017-08-01 00:00:00.000,0.304,0.304,,,,
"VWOB",2017-09-01 00:00:00.000,0.335,0.335,,,,
"VWOB",2017-10-02 00:00:00.000,0.303,0.303,,,,
"VWOB",2017-11-01 00:00:00.000,0.335,0.335,,,,
"VWOB",2017-12-01 00:00:00.000,0.293,0.293,,,,
"VWOB",2017-12-26 00:00:00.000,0.334,0.334,,,,
"VWOB",2018-02-01 00:00:00.000,0.248,0.248,,,,
"VWOB",2018-03-01 00:00:00.000,0.235,0.235,,,,
"VWOB",2018-04-02 00:00:00.000,0.299,0.299,,,,
"VWOB",2018-05-01 00:00:00.000,0.263,0.263,,,,
"VWOB",2018-06-01 00:00:00.000,0.286,0.286,,,,
"VWOB",2018-07-02 00:00:00.000,0.263,0.263,,,,
"VWOB",2018-08-01 00:00:00.000,0.294,0.294,,,,
"VWOB",2018-09-04 00:00:00.000,0.295,0.295,,,,
"VWOB",2018-10-01 00:00:00.000,0.282,0.282,,,,
"VWOB",2018-11-01 00:00:00.000,0.305,0.305,,,,
"VWOB",2018-12-03 00:00:00.000,0.288,0.288,,,,
"VWOB",2018-12-24 00:00:00.000,0.315,0.315,,,,
"VWOB",2019-02-01 00:00:00.000,0.291,0.291,,,,
"VWOB",2019-03-01 00:00:00.000,0.269,0.269,,,,
"VWOB",2019-04-01 00:00:00.000,0.321,0.321,,,,
"VWOB",2019-05-01 00:00:00.000,0.295,0.295,,,,
"VWOB",2019-06-03 00:00:00.000,0.331,0.331,,,,
"VWOB",2019-07-01 00:00:00.000,0.306,0.306,,,,
"VWOB",2019-08-01 00:00:00.000,0.328,0.328,,,,
