DATEKEY,YEAR,MONTH,UNIQUE_CARRIER,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
2020-04-30 00:00:00.000,2020,4,"KAQ",1998,7,2005,2002
2020-04-30 00:00:00.000,2020,4,"KD",364,2,366,365
2020-04-30 00:00:00.000,2020,4,"KH",343,65,408,376
2020-04-30 00:00:00.000,2020,4,"L2",212,1,213,213
2020-04-30 00:00:00.000,2020,4,"MQ",12383,4384,16767,14575
2020-04-30 00:00:00.000,2020,4,"NC",396,4,400,398
2020-04-30 00:00:00.000,2020,4,"NK",8864,340,9204,9034
2020-04-30 00:00:00.000,2020,4,"OH",4301,5,4306,4304
2020-04-30 00:00:00.000,2020,4,"OO",15092,5009,20101,17597
2020-04-30 00:00:00.000,2020,4,"PFQ",61,1,62,62
2020-04-30 00:00:00.000,2020,4,"PM",20,25,45,33
2020-04-30 00:00:00.000,2020,4,"QX",3361,943,4304,3833
2020-04-30 00:00:00.000,2020,4,"SI",14,29,43,29
2020-04-30 00:00:00.000,2020,4,"SY",1553,71,1624,1589
2020-04-30 00:00:00.000,2020,4,"UA",78370,8999,87369,82870
2020-04-30 00:00:00.000,2020,4,"WI",280,55,335,308
2020-04-30 00:00:00.000,2020,4,"WL",174,5,179,177
2020-04-30 00:00:00.000,2020,4,"WN",59866,2325,62191,61029
2020-04-30 00:00:00.000,2020,4,"X9",1087,2,1089,1088
2020-04-30 00:00:00.000,2020,4,"XP",20,8,28,24
2020-04-30 00:00:00.000,2020,4,"YV",3337,19,3356,3347
2020-04-30 00:00:00.000,2020,4,"YX",6018,328,6346,6182
2020-05-31 00:00:00.000,2020,5,"09Q",508,29,537,523
2020-05-31 00:00:00.000,2020,5,"1EQ",39,29,68,54
2020-05-31 00:00:00.000,2020,5,"1TQ",137,34,171,154
2020-05-31 00:00:00.000,2020,5,"2HQ",54,11,65,60
2020-05-31 00:00:00.000,2020,5,"34Q",27,15,42,35
2020-05-31 00:00:00.000,2020,5,"37Q",44,1,45,45
2020-05-31 00:00:00.000,2020,5,"3M",649,58,707,678
2020-05-31 00:00:00.000,2020,5,"5V",278,55,333,306
2020-05-31 00:00:00.000,2020,5,"5X",6161,123,6284,6223
2020-05-31 00:00:00.000,2020,5,"5Y",3163,6,3169,3166
2020-05-31 00:00:00.000,2020,5,"9E",3262,22,3284,3273
2020-05-31 00:00:00.000,2020,5,"AA",96062,11284,107346,101704
2020-05-31 00:00:00.000,2020,5,"ABX",465,7,472,469
2020-05-31 00:00:00.000,2020,5,"AS",15751,2046,17797,16774
2020-05-31 00:00:00.000,2020,5,"B6",16470,5155,21625,19048
2020-05-31 00:00:00.000,2020,5,"DL",47581,3403,50984,49283
2020-05-31 00:00:00.000,2020,5,"EV",2478,14,2492,2485
2020-05-31 00:00:00.000,2020,5,"F9",5076,63,5139,5108
2020-05-31 00:00:00.000,2020,5,"FX",180169,62446,242615,211392
2020-05-31 00:00:00.000,2020,5,"G4",4069,406,4475,4272
2020-05-31 00:00:00.000,2020,5,"HA",6057,1387,7444,6751
2020-05-31 00:00:00.000,2020,5,"KAQ",2010,7,2017,2014
2020-05-31 00:00:00.000,2020,5,"KD",367,2,369,368
2020-05-31 00:00:00.000,2020,5,"KH",343,61,404,374
2020-05-31 00:00:00.000,2020,5,"L2",213,1,214,214
2020-05-31 00:00:00.000,2020,5,"MQ",12409,4362,16771,14590
2020-05-31 00:00:00.000,2020,5,"NC",403,4,407,405
2020-05-31 00:00:00.000,2020,5,"NK",8868,331,9199,9034
2020-05-31 00:00:00.000,2020,5,"OO",14949,4945,19894,17422
2020-05-31 00:00:00.000,2020,5,"PFQ",67,1,68,68
2020-05-31 00:00:00.000,2020,5,"PM",19,25,44,32
2020-05-31 00:00:00.000,2020,5,"QX",3333,931,4264,3799
2020-05-31 00:00:00.000,2020,5,"SI",14,30,44,29
2020-05-31 00:00:00.000,2020,5,"SY",1536,59,1595,1566
2020-05-31 00:00:00.000,2020,5,"UA",76053,7670,83723,79888
2020-05-31 00:00:00.000,2020,5,"WI",279,56,335,307
2020-05-31 00:00:00.000,2020,5,"WL",174,10,184,179
2020-05-31 00:00:00.000,2020,5,"WN",60012,2333,62345,61179
2020-05-31 00:00:00.000,2020,5,"X9",1105,2,1107,1106
2020-05-31 00:00:00.000,2020,5,"XP",22,8,30,26
2020-05-31 00:00:00.000,2020,5,"YV",3054,14,3068,3061
2020-05-31 00:00:00.000,2020,5,"YX",6003,316,6319,6161
2020-06-30 00:00:00.000,2020,6,"09Q",486,29,515,501
2020-06-30 00:00:00.000,2020,6,"1TQ",140,36,176,158
2020-06-30 00:00:00.000,2020,6,"2HQ",58,8,66,62
2020-06-30 00:00:00.000,2020,6,"34Q",27,15,42,35
2020-06-30 00:00:00.000,2020,6,"37Q",44,1,45,45
2020-06-30 00:00:00.000,2020,6,"3M",541,54,595,568
2020-06-30 00:00:00.000,2020,6,"5V",281,53,334,308
2020-06-30 00:00:00.000,2020,6,"5X",6188,118,6306,6247
2020-06-30 00:00:00.000,2020,6,"5Y",3233,7,3240,3237
2020-06-30 00:00:00.000,2020,6,"9E",3670,29,3699,3685
2020-06-30 00:00:00.000,2020,6,"AA",96061,11191,107252,101657
2020-06-30 00:00:00.000,2020,6,"ABX",465,7,472,469
2020-06-30 00:00:00.000,2020,6,"AS",15691,2050,17741,16716
2020-06-30 00:00:00.000,2020,6,"B6",16418,5138,21556,18987
2020-06-30 00:00:00.000,2020,6,"DL",47877,3591,51468,49673
2020-06-30 00:00:00.000,2020,6,"EV",2478,14,2492,2485
2020-06-30 00:00:00.000,2020,6,"F9",5076,63,5139,5108
2020-06-30 00:00:00.000,2020,6,"FX",180412,66080,246492,213452
2020-06-30 00:00:00.000,2020,6,"G4",4036,400,4436,4236
2020-06-30 00:00:00.000,2020,6,"HA",6039,1379,7418,6729
2020-06-30 00:00:00.000,2020,6,"KAQ",2023,7,2030,2027
2020-06-30 00:00:00.000,2020,6,"KD",378,2,380,379
2020-06-30 00:00:00.000,2020,6,"KH",350,59,409,380
2020-06-30 00:00:00.000,2020,6,"L2",214,1,215,215
2020-06-30 00:00:00.000,2020,6,"MQ",12344,4315,16659,14502
2020-06-30 00:00:00.000,2020,6,"NC",394,3,397,396
2020-06-30 00:00:00.000,2020,6,"NK",8807,327,9134,8971
2020-06-30 00:00:00.000,2020,6,"OO",14991,4935,19926,17459
2020-06-30 00:00:00.000,2020,6,"PFQ",67,1,68,68
2020-06-30 00:00:00.000,2020,6,"PM",19,25,44,32
2020-06-30 00:00:00.000,2020,6,"QX",3415,792,4207,3811
2020-06-30 00:00:00.000,2020,6,"SI",14,29,43,29
2020-06-30 00:00:00.000,2020,6,"SY",1527,133,1660,1594
2020-06-30 00:00:00.000,2020,6,"UA",74779,7449,82228,78504
2020-06-30 00:00:00.000,2020,6,"WI",279,56,335,307
2020-06-30 00:00:00.000,2020,6,"WN",59947,2341,62288,61118
2020-06-30 00:00:00.000,2020,6,"X9",1120,2,1122,1121
2020-06-30 00:00:00.000,2020,6,"XP",21,8,29,25
2020-06-30 00:00:00.000,2020,6,"YV",2974,13,2987,2981
2020-06-30 00:00:00.000,2020,6,"YX",5955,314,6269,6112
2019-03-31 00:00:00.000,2019,3,"09Q",497,35,532,515
2019-03-31 00:00:00.000,2019,3,"1BQ",162,2,164,163
2019-03-31 00:00:00.000,2019,3,"1EQ",39,29,68,54
2019-03-31 00:00:00.000,2019,3,"1TQ",118,46,164,141
2019-03-31 00:00:00.000,2019,3,"27Q",775,1,776,776
2019-03-31 00:00:00.000,2019,3,"2HQ",154,26,180,167
2019-03-31 00:00:00.000,2019,3,"34Q",26,15,41,34
2019-03-31 00:00:00.000,2019,3,"37Q",32,1,33,33
2019-03-31 00:00:00.000,2019,3,"3EQ",71,1,72,72
2019-03-31 00:00:00.000,2019,3,"5V",316,61,377,347
2019-03-31 00:00:00.000,2019,3,"5X",5892,137,6029,5961
2019-03-31 00:00:00.000,2019,3,"5Y",3016,9,3025,3021
2019-03-31 00:00:00.000,2019,3,"9E",4411,108,4519,4465
2019-03-31 00:00:00.000,2019,3,"AA",94993,12279,107272,101133
2019-03-31 00:00:00.000,2019,3,"ABX",437,2,439,438
2019-03-31 00:00:00.000,2019,3,"AS",15731,1859,17590,16661
2019-03-31 00:00:00.000,2019,3,"B6",16280,5204,21484,18882
2019-03-31 00:00:00.000,2019,3,"DL",79067,10892,89959,84513
2019-03-31 00:00:00.000,2019,3,"EV",2744,2,2746,2745
2019-03-31 00:00:00.000,2019,3,"F9",4405,42,4447,4426
2019-03-31 00:00:00.000,2019,3,"FX",178041,63835,241876,209959
2019-03-31 00:00:00.000,2019,3,"G4",3615,442,4057,3836
2019-03-31 00:00:00.000,2019,3,"GL",335,14,349,342
2019-03-31 00:00:00.000,2019,3,"HA",5812,1487,7299,6556
2019-03-31 00:00:00.000,2019,3,"KAQ",1860,13,1873,1867
2019-03-31 00:00:00.000,2019,3,"KD",447,3,450,449
2019-03-31 00:00:00.000,2019,3,"KH",380,71,451,416
2019-03-31 00:00:00.000,2019,3,"L2",198,2,200,199
2019-03-31 00:00:00.000,2019,3,"MQ",11834,4053,15887,13861
2019-03-31 00:00:00.000,2019,3,"NC",399,17,416,408
2019-03-31 00:00:00.000,2019,3,"NK",7570,305,7875,7723
2019-03-31 00:00:00.000,2019,3,"OH",4120,8,4128,4124
2019-03-31 00:00:00.000,2019,3,"OO",13129,3801,16930,15030
2019-03-31 00:00:00.000,2019,3,"PFQ",51,3,54,53
2019-03-31 00:00:00.000,2019,3,"PM",24,25,49,37
2019-03-31 00:00:00.000,2019,3,"QX",3360,749,4109,3735
2019-03-31 00:00:00.000,2019,3,"SI",14,22,36,25
2019-03-31 00:00:00.000,2019,3,"SY",1515,27,1542,1529
2019-03-31 00:00:00.000,2019,3,"U7",430,21,451,441
2019-03-31 00:00:00.000,2019,3,"UA",78247,11289,89536,83892
2019-03-31 00:00:00.000,2019,3,"WI",380,58,438,409
2019-03-31 00:00:00.000,2019,3,"WL",164,12,176,170
2019-03-31 00:00:00.000,2019,3,"WN",58312,2247,60559,59436
2019-03-31 00:00:00.000,2019,3,"X9",967,3,970,969
2019-03-31 00:00:00.000,2019,3,"YV",3561,11,3572,3567
2019-03-31 00:00:00.000,2019,3,"YX",5744,294,6038,5891
2019-04-30 00:00:00.000,2019,4,"09Q",495,33,528,512
2019-04-30 00:00:00.000,2019,4,"1BQ",159,2,161,160
2019-04-30 00:00:00.000,2019,4,"1EQ",39,29,68,54
2019-04-30 00:00:00.000,2019,4,"1TQ",120,47,167,144
2019-04-30 00:00:00.000,2019,4,"27Q",770,1,771,771
2019-04-30 00:00:00.000,2019,4,"2HQ",146,22,168,157
2019-04-30 00:00:00.000,2019,4,"34Q",26,15,41,34
2019-04-30 00:00:00.000,2019,4,"37Q",32,1,33,33
2019-04-30 00:00:00.000,2019,4,"3EQ",71,1,72,72
2019-04-30 00:00:00.000,2019,4,"5V",311,67,378,345
2019-04-30 00:00:00.000,2019,4,"5X",5919,130,6049,5984
2019-04-30 00:00:00.000,2019,4,"5Y",3061,9,3070,3066
2019-04-30 00:00:00.000,2019,4,"9E",4439,108,4547,4493
2019-04-30 00:00:00.000,2019,4,"AA",95373,12158,107531,101452
2019-04-30 00:00:00.000,2019,4,"ABX",439,2,441,440
2019-04-30 00:00:00.000,2019,4,"AS",15773,1847,17620,16697
2019-04-30 00:00:00.000,2019,4,"B6",16398,5206,21604,19001
2019-04-30 00:00:00.000,2019,4,"DL",79307,10660,89967,84637
2019-04-30 00:00:00.000,2019,4,"EV",2668,4,2672,2670
2019-04-30 00:00:00.000,2019,4,"F9",4458,39,4497,4478
2019-04-30 00:00:00.000,2019,4,"FX",178131,63474,241605,209868
2019-04-30 00:00:00.000,2019,4,"G4",3644,458,4102,3873
2019-04-30 00:00:00.000,2019,4,"GL",339,13,352,346
2019-04-30 00:00:00.000,2019,4,"HA",5823,1471,7294,6559
2019-04-30 00:00:00.000,2019,4,"KAQ",1912,13,1925,1919
2019-04-30 00:00:00.000,2019,4,"KD",439,2,441,440
2019-04-30 00:00:00.000,2019,4,"KH",379,66,445,412
2019-04-30 00:00:00.000,2019,4,"L2",201,2,203,202
2019-04-30 00:00:00.000,2019,4,"MQ",11875,4065,15940,13908
2019-04-30 00:00:00.000,2019,4,"NC",401,15,416,409
2019-04-30 00:00:00.000,2019,4,"NK",7600,328,7928,7764
2019-04-30 00:00:00.000,2019,4,"OH",4181,8,4189,4185
2019-04-30 00:00:00.000,2019,4,"OO",13003,3671,16674,14839
2019-04-30 00:00:00.000,2019,4,"PFQ",51,3,54,53
2019-04-30 00:00:00.000,2019,4,"PM",24,26,50,37
2019-04-30 00:00:00.000,2019,4,"QX",3283,765,4048,3666
2019-04-30 00:00:00.000,2019,4,"SI",14,22,36,25
2019-04-30 00:00:00.000,2019,4,"SY",1566,25,1591,1579
2019-04-30 00:00:00.000,2019,4,"U7",425,18,443,434
2019-04-30 00:00:00.000,2019,4,"UA",78521,11575,90096,84309
2019-04-30 00:00:00.000,2019,4,"WI",378,57,435,407
2019-04-30 00:00:00.000,2019,4,"WL",164,10,174,169
2019-04-30 00:00:00.000,2019,4,"WN",58474,2255,60729,59602
2019-04-30 00:00:00.000,2019,4,"X9",952,2,954,953
2019-04-30 00:00:00.000,2019,4,"YV",3608,12,3620,3614
2019-04-30 00:00:00.000,2019,4,"YX",5869,287,6156,6013
2019-05-31 00:00:00.000,2019,5,"09Q",513,35,548,531
2019-05-31 00:00:00.000,2019,5,"1BQ",162,2,164,163
2019-05-31 00:00:00.000,2019,5,"1EQ",39,29,68,54
2019-05-31 00:00:00.000,2019,5,"1TQ",133,52,185,159
2019-05-31 00:00:00.000,2019,5,"27Q",478,1,479,479
2019-05-31 00:00:00.000,2019,5,"2HQ",147,27,174,161
2019-05-31 00:00:00.000,2019,5,"34Q",27,15,42,35
2019-05-31 00:00:00.000,2019,5,"37Q",32,1,33,33
2019-05-31 00:00:00.000,2019,5,"3EQ",78,1,79,79
2019-05-31 00:00:00.000,2019,5,"5V",309,63,372,341
2019-05-31 00:00:00.000,2019,5,"5X",5956,127,6083,6020
2019-05-31 00:00:00.000,2019,5,"5Y",3095,7,3102,3099
2019-05-31 00:00:00.000,2019,5,"9E",4483,112,4595,4539
2019-05-31 00:00:00.000,2019,5,"AA",95595,12178,107773,101684
2019-05-31 00:00:00.000,2019,5,"ABX",441,2,443,442
2019-05-31 00:00:00.000,2019,5,"AS",15799,1886,17685,16742
2019-05-31 00:00:00.000,2019,5,"B6",16498,5148,21646,19072
2019-05-31 00:00:00.000,2019,5,"DL",79502,10929,90431,84967
2019-05-31 00:00:00.000,2019,5,"EV",2662,7,2669,2666
2019-05-31 00:00:00.000,2019,5,"F9",4581,48,4629,4605
2019-05-31 00:00:00.000,2019,5,"FX",178809,63828,242637,210723
2019-05-31 00:00:00.000,2019,5,"G4",3676,448,4124,3900
2019-05-31 00:00:00.000,2019,5,"GL",338,10,348,343
2019-05-31 00:00:00.000,2019,5,"HA",5843,1469,7312,6578
2019-05-31 00:00:00.000,2019,5,"KAQ",1945,13,1958,1952
2019-05-31 00:00:00.000,2019,5,"KD",439,1,440,440
2019-05-31 00:00:00.000,2019,5,"KH",377,66,443,410
2019-05-31 00:00:00.000,2019,5,"L2",200,1,201,201
2019-05-31 00:00:00.000,2019,5,"MQ",12011,4169,16180,14096
2019-05-31 00:00:00.000,2019,5,"NC",399,17,416,408
2019-05-31 00:00:00.000,2019,5,"NK",7741,340,8081,7911
2019-05-31 00:00:00.000,2019,5,"OH",4211,8,4219,4215
2019-05-31 00:00:00.000,2019,5,"OO",12978,3898,16876,14927
2019-05-31 00:00:00.000,2019,5,"PFQ",54,3,57,56
2019-05-31 00:00:00.000,2019,5,"PM",23,27,50,37
2019-05-31 00:00:00.000,2019,5,"QX",3322,762,4084,3703
2019-05-31 00:00:00.000,2019,5,"SI",14,22,36,25
2019-05-31 00:00:00.000,2019,5,"SY",1550,26,1576,1563
2019-05-31 00:00:00.000,2019,5,"U7",433,10,443,438
2019-05-31 00:00:00.000,2019,5,"UA",78882,11664,90546,84714
2019-05-31 00:00:00.000,2019,5,"WI",331,65,396,364
2019-05-31 00:00:00.000,2019,5,"WL",174,10,184,179
2019-05-31 00:00:00.000,2019,5,"WN",58517,2240,60757,59637
2019-05-31 00:00:00.000,2019,5,"X9",958,2,960,959
2019-05-31 00:00:00.000,2019,5,"YV",3472,10,3482,3477
2019-05-31 00:00:00.000,2019,5,"YX",5925,284,6209,6067
2019-06-30 00:00:00.000,2019,6,"09Q",510,33,543,527
2019-06-30 00:00:00.000,2019,6,"1BQ",164,2,166,165
2019-06-30 00:00:00.000,2019,6,"1EQ",39,29,68,54
2019-06-30 00:00:00.000,2019,6,"1TQ",131,52,183,157
2019-06-30 00:00:00.000,2019,6,"27Q",733,1,734,734
2019-06-30 00:00:00.000,2019,6,"2HQ",140,14,154,147
2019-06-30 00:00:00.000,2019,6,"34Q",27,15,42,35
2019-06-30 00:00:00.000,2019,6,"37Q",32,1,33,33
2019-06-30 00:00:00.000,2019,6,"3EQ",79,1,80,80
2019-06-30 00:00:00.000,2019,6,"5V",314,57,371,343
2019-06-30 00:00:00.000,2019,6,"5X",5958,127,6085,6022
2019-06-30 00:00:00.000,2019,6,"5Y",3133,8,3141,3137
2019-06-30 00:00:00.000,2019,6,"9E",4456,112,4568,4512
2019-06-30 00:00:00.000,2019,6,"AA",96045,12062,108107,102076
2019-06-30 00:00:00.000,2019,6,"ABX",460,2,462,461
2019-06-30 00:00:00.000,2019,6,"AS",15765,1863,17628,16697
2019-06-30 00:00:00.000,2019,6,"B6",16642,5099,21741,19192
2019-06-30 00:00:00.000,2019,6,"DL",79601,11688,91289,85445
2019-06-30 00:00:00.000,2019,6,"EV",2646,7,2653,2650
2019-06-30 00:00:00.000,2019,6,"F9",4639,51,4690,4665
2019-06-30 00:00:00.000,2019,6,"FX",181545,63968,245513,213529
2019-06-30 00:00:00.000,2019,6,"G4",3729,462,4191,3960
2019-06-30 00:00:00.000,2019,6,"GL",330,9,339,335
2019-06-30 00:00:00.000,2019,6,"HA",5895,1465,7360,6628
2019-06-30 00:00:00.000,2019,6,"KAQ",1959,13,1972,1966
2019-06-30 00:00:00.000,2019,6,"KD",440,3,443,442
2019-06-30 00:00:00.000,2019,6,"KH",376,63,439,408
2019-06-30 00:00:00.000,2019,6,"L2",205,1,206,206
2019-06-30 00:00:00.000,2019,6,"MQ",12120,4296,16416,14268
2019-06-30 00:00:00.000,2019,6,"NC",389,13,402,396
2019-06-30 00:00:00.000,2019,6,"NK",7884,348,8232,8058
2019-06-30 00:00:00.000,2019,6,"OH",4282,8,4290,4286
2019-06-30 00:00:00.000,2019,6,"OO",12925,3949,16874,14900
2019-06-30 00:00:00.000,2019,6,"PFQ",55,2,57,56
2019-06-30 00:00:00.000,2019,6,"PM",23,27,50,37
2019-06-30 00:00:00.000,2019,6,"QX",3326,772,4098,3712
2019-06-30 00:00:00.000,2019,6,"SI",14,22,36,25
2019-06-30 00:00:00.000,2019,6,"SY",1537,26,1563,1550
2019-06-30 00:00:00.000,2019,6,"U7",414,4,418,416
2019-06-30 00:00:00.000,2019,6,"UA",79178,11674,90852,85015
2019-06-30 00:00:00.000,2019,6,"WI",321,66,387,354
2019-06-30 00:00:00.000,2019,6,"WL",177,8,185,181
2019-06-30 00:00:00.000,2019,6,"WN",58698,2190,60888,59793
2019-06-30 00:00:00.000,2019,6,"X9",952,2,954,953
2019-06-30 00:00:00.000,2019,6,"XP",16,8,24,20
2019-06-30 00:00:00.000,2019,6,"YV",3491,8,3499,3495
2019-06-30 00:00:00.000,2019,6,"YX",5831,311,6142,5987
2019-07-31 00:00:00.000,2019,7,"09Q",510,33,543,527
2019-07-31 00:00:00.000,2019,7,"1BQ",172,2,174,173
2019-07-31 00:00:00.000,2019,7,"1EQ",39,29,68,54
2019-07-31 00:00:00.000,2019,7,"1TQ",133,54,187,160
2019-07-31 00:00:00.000,2019,7,"27Q",728,1,729,729
2019-07-31 00:00:00.000,2019,7,"2HQ",133,14,147,140
2019-07-31 00:00:00.000,2019,7,"34Q",27,15,42,35
2019-07-31 00:00:00.000,2019,7,"37Q",32,1,33,33
2019-07-31 00:00:00.000,2019,7,"3EQ",80,1,81,81
2019-07-31 00:00:00.000,2019,7,"5V",313,59,372,343
2019-07-31 00:00:00.000,2019,7,"5X",5983,127,6110,6047
2019-07-31 00:00:00.000,2019,7,"5Y",3174,7,3181,3178
2019-07-31 00:00:00.000,2019,7,"9E",4474,111,4585,4530
2019-07-31 00:00:00.000,2019,7,"AA",95806,12012,107818,101812
2019-07-31 00:00:00.000,2019,7,"ABX",460,2,462,461
2019-07-31 00:00:00.000,2019,7,"AS",15976,1839,17815,16896
2019-07-31 00:00:00.000,2019,7,"B6",16591,5080,21671,19131
2019-07-31 00:00:00.000,2019,7,"DL",79462,11651,91113,85288
2019-07-31 00:00:00.000,2019,7,"EV",2669,7,2676,2673
2019-07-31 00:00:00.000,2019,7,"F9",4669,51,4720,4695
2019-07-31 00:00:00.000,2019,7,"FX",181205,63818,245023,213114
2019-07-31 00:00:00.000,2019,7,"G4",3711,470,4181,3946
2019-07-31 00:00:00.000,2019,7,"GL",339,10,349,344
2019-07-31 00:00:00.000,2019,7,"HA",5913,1443,7356,6635
2019-07-31 00:00:00.000,2019,7,"KAQ",1974,13,1987,1981
2019-07-31 00:00:00.000,2019,7,"KD",438,4,442,440
2019-07-31 00:00:00.000,2019,7,"KH",374,63,437,406
2019-07-31 00:00:00.000,2019,7,"L2",202,1,203,203
2019-07-31 00:00:00.000,2019,7,"MQ",12104,4262,16366,14235
2019-07-31 00:00:00.000,2019,7,"NC",395,9,404,400
2019-07-31 00:00:00.000,2019,7,"NK",7870,338,8208,8039
2019-07-31 00:00:00.000,2019,7,"OH",4406,8,4414,4410
2019-07-31 00:00:00.000,2019,7,"OO",13021,4098,17119,15070
2019-07-31 00:00:00.000,2019,7,"PFQ",55,2,57,56
2019-07-31 00:00:00.000,2019,7,"PM",22,27,49,36
2019-07-31 00:00:00.000,2019,7,"QX",3283,800,4083,3683
2019-07-31 00:00:00.000,2019,7,"SI",14,25,39,27
2019-07-31 00:00:00.000,2019,7,"SY",1522,24,1546,1534
2019-07-31 00:00:00.000,2019,7,"UA",79133,11617,90750,84942
2019-07-31 00:00:00.000,2019,7,"WI",321,66,387,354
2019-07-31 00:00:00.000,2019,7,"WL",174,8,182,178
2019-07-31 00:00:00.000,2019,7,"WN",58873,2184,61057,59965
2019-07-31 00:00:00.000,2019,7,"X9",971,2,973,972
2019-07-31 00:00:00.000,2019,7,"XP",16,8,24,20
2019-07-31 00:00:00.000,2019,7,"YV",3557,6,3563,3560
2019-07-31 00:00:00.000,2019,7,"YX",5885,308,6193,6039
2019-08-31 00:00:00.000,2019,8,"09Q",510,33,543,527
2019-08-31 00:00:00.000,2019,8,"1EQ",39,29,68,54
2019-08-31 00:00:00.000,2019,8,"1TQ",133,56,189,161
2019-08-31 00:00:00.000,2019,8,"27Q",720,1,721,721
2019-08-31 00:00:00.000,2019,8,"2HQ",136,15,151,144
2019-08-31 00:00:00.000,2019,8,"34Q",27,15,42,35
2019-08-31 00:00:00.000,2019,8,"37Q",32,1,33,33
2019-08-31 00:00:00.000,2019,8,"3EQ",80,1,81,81
2019-08-31 00:00:00.000,2019,8,"5V",312,55,367,340
2019-08-31 00:00:00.000,2019,8,"5X",6023,123,6146,6085
2019-08-31 00:00:00.000,2019,8,"5Y",3159,7,3166,3163
2019-08-31 00:00:00.000,2019,8,"9E",4538,104,4642,4590
2019-08-31 00:00:00.000,2019,8,"AA",95061,11915,106976,101019
2019-08-31 00:00:00.000,2019,8,"ABX",470,2,472,471
2019-08-31 00:00:00.000,2019,8,"AS",15992,1800,17792,16892
2019-08-31 00:00:00.000,2019,8,"B6",16602,5032,21634,19118
2019-08-31 00:00:00.000,2019,8,"DL",79502,11192,90694,85098
2019-08-31 00:00:00.000,2019,8,"EV",2740,2,2742,2741
2019-08-31 00:00:00.000,2019,8,"F9",4702,47,4749,4726
2019-08-31 00:00:00.000,2019,8,"FX",181222,63802,245024,213123
2019-08-31 00:00:00.000,2019,8,"G4",3748,445,4193,3971
2019-08-31 00:00:00.000,2019,8,"GL",343,11,354,349
2019-08-31 00:00:00.000,2019,8,"HA",5906,1443,7349,6628
2019-08-31 00:00:00.000,2019,8,"KAQ",1997,10,2007,2002
2019-08-31 00:00:00.000,2019,8,"KD",430,3,433,432
2019-08-31 00:00:00.000,2019,8,"KH",382,62,444,413
2019-08-31 00:00:00.000,2019,8,"MQ",12135,4255,16390,14263
2019-08-31 00:00:00.000,2019,8,"NC",408,9,417,413
2019-08-31 00:00:00.000,2019,8,"NK",7917,363,8280,8099
2019-08-31 00:00:00.000,2019,8,"OH",4472,8,4480,4476
2019-08-31 00:00:00.000,2019,8,"OO",13140,4035,17175,15158
2019-08-31 00:00:00.000,2019,8,"PFQ",58,1,59,59
2019-08-31 00:00:00.000,2019,8,"PM",22,27,49,36
2019-08-31 00:00:00.000,2019,8,"QX",3355,797,4152,3754
2019-08-31 00:00:00.000,2019,8,"SI",14,25,39,27
2019-08-31 00:00:00.000,2019,8,"SY",1499,21,1520,1510
2019-08-31 00:00:00.000,2019,8,"UA",79171,11533,90704,84938
2019-08-31 00:00:00.000,2019,8,"WI",323,68,391,357
2019-08-31 00:00:00.000,2019,8,"WL",175,7,182,179
2019-08-31 00:00:00.000,2019,8,"WN",59053,2235,61288,60171
2019-08-31 00:00:00.000,2019,8,"X9",971,2,973,972
2019-08-31 00:00:00.000,2019,8,"XP",16,8,24,20
2019-08-31 00:00:00.000,2019,8,"YV",3621,12,3633,3627
2019-08-31 00:00:00.000,2019,8,"YX",5877,300,6177,6027
2019-09-30 00:00:00.000,2019,9,"09Q",510,33,543,527
2019-09-30 00:00:00.000,2019,9,"1EQ",39,29,68,54
2019-09-30 00:00:00.000,2019,9,"1TQ",136,59,195,166
2019-09-30 00:00:00.000,2019,9,"27Q",716,1,717,717
2019-09-30 00:00:00.000,2019,9,"2HQ",137,12,149,143
2019-09-30 00:00:00.000,2019,9,"34Q",27,15,42,35
2019-09-30 00:00:00.000,2019,9,"37Q",33,1,34,34
2019-09-30 00:00:00.000,2019,9,"5V",305,56,361,333
2019-09-30 00:00:00.000,2019,9,"5X",6047,120,6167,6107
2019-09-30 00:00:00.000,2019,9,"5Y",3142,7,3149,3146
2019-09-30 00:00:00.000,2019,9,"9E",4626,101,4727,4677
2019-09-30 00:00:00.000,2019,9,"AA",95069,11912,106981,101025
2019-09-30 00:00:00.000,2019,9,"ABX",475,2,477,476
2019-09-30 00:00:00.000,2019,9,"AS",16026,1842,17868,16947
2019-09-30 00:00:00.000,2019,9,"B6",16674,4972,21646,19160
2019-09-30 00:00:00.000,2019,9,"DL",79512,10417,89929,84721
2019-09-30 00:00:00.000,2019,9,"EV",2755,4,2759,2757
2019-09-30 00:00:00.000,2019,9,"F9",4787,48,4835,4811
2019-09-30 00:00:00.000,2019,9,"FX",181652,63431,245083,213368
2019-09-30 00:00:00.000,2019,9,"G4",3824,455,4279,4052
2019-09-30 00:00:00.000,2019,9,"GL",327,12,339,333
2019-09-30 00:00:00.000,2019,9,"HA",5925,1464,7389,6657
2019-09-30 00:00:00.000,2019,9,"KAQ",2043,9,2052,2048
2019-09-30 00:00:00.000,2019,9,"KD",421,2,423,422
2019-09-30 00:00:00.000,2019,9,"KH",390,60,450,420
2019-09-30 00:00:00.000,2019,9,"MQ",12237,4377,16614,14426
2019-09-30 00:00:00.000,2019,9,"NC",384,4,388,386
2019-09-30 00:00:00.000,2019,9,"NK",8000,342,8342,8171
