Column1,Game,Average Players,Monthly Peak,Achievements,Categories,Cluster,Release Date,Genres,Positive Ratings,Negative Ratings,Average Playtime,Indie,Years Released,Cluster - Copy
25299,"Total War: EMPIRE - Definitive Edition",3091.99388349515,5836.69902912621,30,"Multi-player",1,"3/4/2009","Strategy",14928,1719,3176,0,12,"Crowd"
25505,"Total War: NAPOLEON - Definitive Edition",1407.78475728155,2800.14563106796,71,"Multi-player",1,"2/25/2010","Strategy",8540,907,1251,0,11,"Crowd"
25608,"Total War: ROME II - Emperor Edition",7399.00494382022,14433.0337078652,188,"Multi-player",1,"9/2/2013","Strategy",31864,13423,5760,0,8,"Crowd"
25882,"Town of Salem",825.203513513513,1515.82432432432,361,"Multi-player",1,"12/15/2014","RPG",13329,2112,2101,1,6,"Crowd"
26178,"Transformice",966.838219178082,1904.01369863014,14,"Multi-player",1,"1/30/2015","Free to Play",11701,2227,320,1,6,"Crowd"
26423,"Tricky Towers",119.428727272727,376,29,"Multi-player",1,"8/2/2016","Casual",3449,378,570,1,5,"Crowd"
26478,"Tropico 5",628.889756097561,1916.14634146341,70,"Multi-player",1,"5/23/2014","RPG",7878,2482,292,0,7,"Crowd"
27023,"Viscera Cleanup Detail",155.514756097561,374.146341463415,85,"Multi-player",1,"10/23/2015","Simulation",6753,580,589,1,6,"Crowd"
27105,"Viscera Cleanup Detail: Santa's Rampage",25.488488372093,80.9767441860465,13,"Multi-player",1,"12/13/2013","Gore",3645,395,140,1,7,"Crowd"
27240,"WAKFU",594.146623376623,1121.44155844156,146,"Multi-player",1,"9/18/2014","Adventure",4413,1335,2258,0,7,"Crowd"
27317,"War for the Overworld",108.765806451613,345.451612903226,141,"Multi-player",1,"4/2/2015","Simulation",3948,753,471,1,6,"Crowd"
27910,"Warhammer 40,000: Dawn of War II",296.932815533981,744.368932038835,73,"Multi-player",1,"2/18/2009","Strategy",5626,755,628,0,12,"Crowd"
28013,"Warhammer 40,000: Eternal Crusade",204.457540983607,583.590163934426,67,"Multi-player",1,"3/16/2017","Violent",5439,5580,495,0,4,"Crowd"
28713,"Worms Revolution",138.3725,558.98,34,"Multi-player",1,"10/10/2012","Strategy",3922,686,445,0,8,"Crowd"
28911,"XCOM 2",5109.854,11015.45,88,"Multi-player",1,"2/4/2016","Strategy",28774,7018,1891,0,5,"Crowd"
28971,"XCOM: Enemy Unknown",2536.6723,5923.44,85,"Multi-player",1,"10/11/2012","Strategy",36630,2072,1470,0,8,"Crowd"
5599,"Counter-Strike: Global Offensive",311632.336601942,549624.815533981,167,"Multi-player",2,"8/21/2012","Action",2644404,402313,22494,0,9,"Masterpieces"
18177,"PLAYERUNKNOWN'S BATTLEGROUNDS",491907.301489362,1083301.21276596,37,"Multi-player",2,"12/21/2017","Action",496184,487076,22938,0,3,"Masterpieces"
369,"AirMech Strike",157.142718446602,359.242718446602,91,"Multi-player",1,"3/30/2018","Action",7640,1440,441,1,3,"Crowd"
472,"Alien Swarm",124.42145631068,406.038834951456,66,"Multi-player",1,"7/19/2010","Action",17435,941,371,0,11,"Crowd"
575,"Alien Swarm: Reactive Drop",297.102857142857,861.510204081633,143,"Multi-player",1,"4/20/2017","Action",7629,527,117,0,4,"Crowd"
624,"Aliens vs. Predator",103.099223300971,284.223300970874,50,"Multi-player",1,"2/16/2010","Action",9448,1186,170,0,11,"Crowd"
727,"America's Army: Proving Grounds",504.498202247191,994.393258426966,98,"Multi-player",1,"8/1/2013","Action",6413,1902,89,0,8,"Crowd"
919,"APB Reloaded",1346.5186407767,2497.11650485437,60,"Multi-player",1,"12/6/2011","Action",20028,11779,3835,0,9,"Crowd"
1022,"Apex Legends",85739.71,146267.666666667,12,"Multi-player",1,"44139","Action",165549,16372,22494,0,,"Crowd"
1025,"Aragami",54.3344827586207,216.672413793103,51,"Multi-player",1,"10/4/2016","Action",3815,458,199,1,4,"Crowd"
1211,"Arizona Sunshine",105.187313432836,309.432835820896,42,"Multi-player",1,"12/6/2016","Action",3164,550,128,1,4,"Crowd"
1278,"ARK: Survival Evolved",42760.0663768116,73980.3043478261,32,"Multi-player",1,"8/27/2017","Action",145035,66603,14154,1,4,"Crowd"
1450,"Arma 3",15452.4507368421,32066.9263157895,104,"Multi-player",1,"9/12/2013","Action",105034,12524,18823,0,8,"Crowd"
1778,"Avorion",681.174897959184,1323.55102040816,55,"Multi-player",1,"1/23/2017","Action",3190,398,3584,1,4,"Crowd"
2012,"Ballistic Overkill",64.8875362318841,183.173913043478,45,"Multi-player",1,"3/28/2017","Action",4645,1475,869,1,4,"Crowd"
2132,"BattleBlock Theater",477.305061728395,1761.71604938272,30,"Multi-player",1,"5/15/2014","Action",47342,1290,774,1,7,"Crowd"
2213,"Battlefield 4",1213.895,3039.75,67,"Multi-player",1,"41570","Action",8504,1408,1200,0,,"Crowd"
2221,"Battlefield V",2700.08625,7694.125,21,"Multi-player",1,"43413","Action",10145,7514,1008,0,,"Crowd"
2385,"BATTLETECH",3008.72351351351,5930.32432432432,128,"Multi-player",1,"4/24/2018","Action",8238,2953,1641,0,3,"Crowd"
2520,"Binary Domain",22.1744660194175,80.2427184466019,49,"Multi-player",1,"4/26/2012","Action",4416,742,639,0,9,"Crowd"
2623,"Black Mesa",380.389275362319,990.333333333333,25,"Multi-player",1,"5/5/2015","Action",14113,999,715,1,6,"Crowd"
2692,"Black Squad",4153.72422222222,7352.97777777778,36,"Multi-player",1,"7/28/2017","Action",33695,11081,1835,0,4,"Crowd"
2787,"Blade Symphony",26.2393939393939,136.656565656566,26,"Multi-player",1,"5/7/2014","Action",3129,1537,413,1,7,"Crowd"
2886,"Bless Online",671.647857142857,1879.39285714286,55,"Multi-player",1,"10/23/2018","Action",3960,5806,5598,0,2,"Crowd"
2914,"Block N Load",366.373733333333,949.986666666667,66,"Multi-player",1,"4/30/2015","Action",10856,3196,347,0,6,"Crowd"
2989,"Blockland",80.8588372093023,216.453488372093,11,"Multi-player",1,"12/16/2013","Action",3706,1444,625,1,7,"Crowd"
3075,"Blockstorm",35.6125,187.0125,131,"Multi-player",1,"5/21/2015","Action",5363,1298,253,1,6,"Crowd"
3155,"Blood and Bacon",69.258,184.25,36,"Multi-player",1,"2/1/2016","Action",16822,995,1203,0,5,"Crowd"
3302,"Boring Man - Online Tactical Stickman Combat",58.5569444444444,132.875,35,"Multi-player",1,"2/20/2015","Action",3613,617,12984,1,6,"Crowd"
3374,"Brawlhalla",6486.34280487805,12183.7317073171,39,"Multi-player",1,"10/17/2017","Action",73268,14489,724,1,4,"Crowd"
3456,"BRINK",29.9402912621359,95.9611650485437,43,"Multi-player",1,"5/9/2011","Action",3493,2331,181,0,10,"Crowd"
3559,"Broforce",361.840731707317,994.280487804878,17,"Multi-player",1,"10/15/2015","Action",31033,1059,498,1,6,"Crowd"
3847,"Call of Duty: Black Ops",560.785339805825,1139.95145631068,68,"Multi-player",1,"11/8/2010","Action",14201,1839,2672,0,10,"Crowd"
3950,"Call of Duty: Black Ops II",389.633535353535,887.606060606061,35,"Multi-player",1,"11/12/2012","Action",25827,4658,524,0,8,"Crowd"
4049,"Call of Duty: Black Ops III",3810.07936507937,8301.07936507937,98,"Multi-player",1,"11/5/2015","Action",36255,23157,4925,0,5,"Crowd"
4112,"Call of Duty: Ghosts",181.185862068966,439.597701149425,40,"Multi-player",1,"3/25/2014","Action",14892,10757,266,0,7,"Crowd"
4199,"Call of Duty: Modern Warfare 2",568.455145631068,1151.2427184466,50,"Multi-player",1,"11/11/2009","Action",30006,2826,999,0,11,"Crowd"
4405,"Call of Duty: WWII",411.383846153846,1001.84615384615,35,"Multi-player",1,"11/2/2017","Action",10753,8288,309,0,3,"Crowd"
4444,"Call to Arms",185.342777777778,450.652777777778,84,"Multi-player",1,"4/27/2018","Action",5787,2144,2550,1,3,"Crowd"
4626,"Castle Crashers",650.9169,2181.93,12,"Multi-player",1,"9/26/2012","Action",50273,2063,1094,1,8,"Crowd"
4810,"Chivalry: Medieval Warfare",1237.59544554455,3903.47524752475,49,"Multi-player",1,"10/16/2012","Action",51499,10939,675,1,8,"Crowd"
4911,"Clone Drone in the Danger Zone",171.14170212766,385.297872340426,10,"Multi-player",1,"3/16/2017","Action",1882,108,296,1,4,"Crowd"
5195,"Conan Exiles",6355.58910714286,13367.6607142857,25,"Multi-player",1,"5/8/2018","Action",22001,9594,4431,0,3,"Crowd"
5251,"Contagion",102.415568181818,493.443181818182,36,"Multi-player",1,"10/25/2013","Action",9087,3585,366,1,8,"Crowd"
5702,"Counter-Strike: Source",8568.55582524272,16400.6699029126,147,"Multi-player",1,"11/1/2004","Action",76640,3497,6842,0,16,"Crowd"
5970,"Crossout",2644.18981481481,5160.7962962963,176,"Multi-player",1,"7/26/2017","Action",12372,6196,864,0,4,"Crowd"
6132,"Dark and Light",618.9784,1370.02,29,"Multi-player",1,"7/20/2017","Action",4610,3949,1062,0,4,"Crowd"
6182,"DARK SOULS II",1623.11409638554,4217.19277108434,38,"Multi-player",1,"4/25/2014","Action",30008,3799,2377,0,7,"Crowd"
6265,"DARK SOULS II: Scholar of the First Sin",2170.64585714286,4054.42857142857,38,"Multi-player",1,"4/1/2015","Action",25959,4289,3189,0,6,"Crowd"
6335,"DARK SOULS III",9272.46034482759,17834.6551724138,43,"Multi-player",1,"4/11/2016","Action",100412,9953,4222,0,5,"Crowd"
6393,"DARK SOULS: REMASTERED",1593.32090909091,2967.87878787879,41,"Multi-player",1,"5/23/2018","Action",8669,4014,1160,0,3,"Crowd"
6566,"Day of Defeat: Source",677.769708737864,1437.84466019417,54,"Multi-player",1,"7/12/2010","Action",10489,1210,1356,0,11,"Crowd"
6770,"DC Universe Online",744.222038834951,1302.15533980583,169,"Multi-player",1,"11/2/2011","Action",10138,2654,2990,0,9,"Crowd"
6963,"Dead by Daylight",20919.9805357143,41349.8571428571,128,"Multi-player",1,"6/14/2016","Action",140721,44985,5904,0,5,"Crowd"
7049,"Dead Island Definitive Edition",196.090701754386,652.877192982456,57,"Multi-player",1,"5/31/2016","Action",3513,1415,1725,0,5,"Crowd"
7209,"Deceit",1251.57566037736,2706.49056603774,14,"Multi-player",1,"3/3/2017","Action",18666,6032,469,1,4,"Crowd"
7411,"Depth",257.301428571429,1020.88311688312,40,"Multi-player",1,"11/3/2014","Action",22385,3472,791,1,6,"Crowd"
7659,"Dino D-Day",51.0106796116505,307.864077669903,77,"Multi-player",1,"4/8/2011","Action",12222,2367,172,1,10,"Crowd"
7903,"Dirty Bomb",1419.60828571429,2734.01428571429,77,"Multi-player",1,"6/1/2015","Action",43743,10891,715,0,6,"Crowd"
7973,"Distance",30.5055405405405,99.6891891891892,31,"Multi-player",1,"9/18/2018","Action",3989,279,887,1,3,"Crowd"
8121,"DOOM",1855.47403508772,4392.70175438596,54,"Multi-player",1,"5/12/2016","Action",68536,5156,751,0,5,"Crowd"
8281,"Double Action: Boogaloo",49.1264473684211,122.526315789474,14,"Multi-player",1,"10/23/2014","Action",9252,786,5852,1,6,"Crowd"
8357,"DRAGON BALL FighterZ",1655.80432432432,3894.24324324324,35,"Multi-player",1,"1/26/2018","Action",10441,2264,3020,0,3,"Crowd"
8394,"DRAGON BALL XENOVERSE",431.577763157895,1457.03947368421,50,"Multi-player",1,"2/26/2015","Action",12601,1680,2575,0,6,"Crowd"
8470,"DRAGON BALL XENOVERSE 2",1002.15705882353,2206.6862745098,61,"Multi-player",1,"10/27/2016","Action",9531,2495,3194,0,4,"Crowd"
8521,"Duck Game",353.171805555556,930.694444444444,18,"Multi-player",1,"6/4/2015","Action",16769,755,607,1,6,"Crowd"
8593,"Duke Nukem Forever",54.946213592233,145.679611650485,62,"Multi-player",1,"6/9/2011","Action",4433,2243,434,0,10,"Crowd"
8696,"Dungeon Defenders",601.824174757282,1419.00970873786,114,"Multi-player",1,"10/18/2011","Action",10693,932,1993,1,10,"Crowd"
8799,"Dungeon Defenders II",779.998488372093,1858.45348837209,18,"Multi-player",1,"6/20/2017","Action",10766,3802,523,1,4,"Crowd"
9019,"Dying Light",4433.26902777778,11740.1111111111,68,"Multi-player",1,"1/26/2015","Action",78192,6176,2033,0,6,"Crowd"
9091,"E.Y.E: Divine Cybermancy",39.3891262135922,147.601941747573,100,"Multi-player",1,"7/29/2011","Action",4459,906,413,1,10,"Crowd"
9746,"F.E.A.R. 3",82.6731067961165,252.135922330097,50,"Multi-player",1,"6/21/2011","Action",5349,2030,310,0,10,"Crowd"
10671,"Feed and Grow: Fish",234.981147540984,413.016393442623,19,"Multi-player",1,"1/8/2016","Action",1341,550,197,1,5,"Crowd"
10924,"Fistful of Frags",296.601234567901,590.987654320988,17,"Multi-player",1,"5/9/2014","Action",23803,2399,3079,1,7,"Crowd"
11156,"Friday the 13th: The Game",769.937192982456,2080.98245614035,53,"Multi-player",1,"5/25/2017","Action",19663,8304,4823,0,4,"Crowd"
11295,"Gang Beasts",225.95038961039,598.064935064935,19,"Multi-player",1,"12/12/2017","Action",13439,5880,681,1,3,"Crowd"
11475,"Gear Up",68.7288235294118,189.323529411765,27,"Multi-player",1,"1/28/2015","Action",6383,2225,139,1,6,"Crowd"
11637,"Grand Theft Auto V",62180.5165714286,122085.628571429,77,"Multi-player",1,"4/13/2015","Action",329061,139308,9837,0,6,"Crowd"
12018,"Grim Dawn",3089.56781609195,7009.31034482759,178,"Multi-player",1,"2/25/2016","Action",26805,2605,3651,1,5,"Crowd"
12105,"Guns of Icarus Online",196.166274509804,1839.55882352941,849,"Multi-player",1,"10/29/2012","Action",12932,1276,275,1,8,"Crowd"
12207,"GunZ 2: The Second Duel",170.64380952381,331.428571428571,183,"Multi-player",1,"5/1/2014","Action",6865,3424,450,1,7,"Crowd"
12600,"Hammerwatch",85.2841111111111,334.955555555556,38,"Multi-player",1,"8/12/2013","Action",5092,566,288,1,8,"Crowd"
12851,"Hero Siege",384.384166666667,1146.39285714286,57,"Multi-player",1,"1/29/2014","Action",14929,4023,803,1,7,"Crowd"
13100,"Homefront",61.0963106796116,225.718446601942,47,"Multi-player",1,"3/14/2011","Action",5506,3685,1772,0,10,"Crowd"
13276,"How to Survive",135.938863636364,683.636363636364,43,"Multi-player",1,"8/29/2014","Action",12965,2751,333,0,7,"Crowd"
13364,"How to Survive 2",175.065846153846,609.492307692308,49,"Multi-player",1,"9/8/2016","Action",5823,2471,409,0,5,"Crowd"
13531,"ibb & obb",30.9341975308642,121.296296296296,10,"Multi-player",1,"5/26/2014","Action",3125,211,255,1,7,"Crowd"
13633,"Injustice 2",304.872307692308,699.641025641026,74,"Multi-player",1,"11/30/2017","Action",3673,938,103,0,3,"Crowd"
13672,"Injustice: Gods Among Us Ultimate Edition",164.580326086957,642.79347826087,50,"Multi-player",1,"11/29/2013","Action",8793,1473,288,0,7,"Crowd"
13764,"Insurgency",1635.9379,4601.1,100,"Multi-player",1,"1/22/2014","Action",92355,9570,712,1,7,"Crowd"
13864,"Insurgency: Sandstorm",2341.40230769231,5170.76923076923,37,"Multi-player",1,"12/12/2018","Action",12858,3933,1425,0,2,"Crowd"
13890,"Just Cause 2: Multiplayer Mod",215.523372093023,741.988372093023,20,"Multi-player",1,"12/16/2013","Action",12261,1099,431,0,7,"Crowd"
13976,"Killing Floor",1171.4167961165,2707.3786407767,285,"Multi-player",1,"5/14/2009","Action",53710,2649,1328,0,12,"Crowd"
14079,"Killing Floor 2",3493.99752808989,8566.7191011236,257,"Multi-player",1,"11/18/2016","Action",60917,8354,2967,0,4,"Crowd"
14168,"King Arthur's Gold",65.1441379310345,168.275862068966,64,"Multi-player",1,"11/5/2013","Action",3127,643,384,1,7,"Crowd"
14316,"Left 4 Dead",461.660097087379,1017.19417475728,73,"Multi-player",1,"11/17/2008","Action",17951,948,897,0,12,"Crowd"
14419,"Left 4 Dead 2",10380.3737864078,23552.5436893204,70,"Multi-player",1,"11/19/2009","Action",251789,8418,1615,0,11,"Crowd"
14522,"Lethal League",51.3412820512821,217.282051282051,23,"Multi-player",1,"8/27/2014","Action",5196,346,258,1,7,"Crowd"
14600,"Life is Feudal: Your Own",926.243896103896,1930.93506493506,150,"Multi-player",1,"11/17/2015","Action",6167,3395,3497,1,5,"Crowd"
14677,"Line of Sight",207.807962962963,420.203703703704,408,"Multi-player",1,"1/31/2017","Action",4562,3397,161,1,4,"Crowd"
14881,"Magicka",293.527087378641,1139.84466019417,88,"Multi-player",1,"1/25/2011","Action",20912,1964,589,0,10,"Crowd"
14984,"Magicka 2",112.180441176471,452.235294117647,47,"Multi-player",1,"5/26/2015","Action",4873,1382,198,0,6,"Crowd"
15182,"Max Payne 3",315.676990291262,963.796116504854,67,"Multi-player",1,"5/31/2012","Action",21581,4374,464,0,9,"Crowd"
15357,"Men of War: Assault Squad 2",1236.868,2570.81176470588,490,"Multi-player",1,"5/15/2014","Action",11389,2025,4678,0,7,"Crowd"
15442,"METAL GEAR SOLID V: THE PHANTOM PAIN",2526.92692307692,4739.50769230769,42,"Multi-player",1,"9/1/2015","Action",38643,4954,3007,0,6,"Crowd"
15507,"METAL SLUG 3",27.4783333333333,117.690476190476,30,"Multi-player",1,"2/14/2014","Action",5229,553,212,0,7,"Crowd"
15710,"Minion Masters",765.206538461538,2179.51923076923,38,"Multi-player",1,"12/2/2016","Action",13269,1687,381,1,4,"Crowd"
15762,"Miscreated",594.0228,1317.85333333333,29,"Multi-player",1,"12/18/2018","Action",17255,7903,619,1,2,"Crowd"
15903,"Monster Hunter: World",41580.883,101734.566666667,100,"Multi-player",1,"43321","Action",158413,23404,20814,0,,"Crowd"
16111,"Mortal Kombat X",670.342857142857,1675.95714285714,73,"Multi-player",1,"4/13/2015","Action",21484,7154,1030,0,6,"Crowd"
16181,"Mount & Blade: Warband",5939.44145631068,11925.7572815534,80,"Multi-player",1,"3/31/2010","Action",75872,2213,7932,0,11,"Crowd"
16363,"Move or Die",106.540789473684,390.644736842105,66,"Multi-player",1,"1/21/2016","Action",8633,1245,299,1,5,"Crowd"
16439,"Murder Miners",22.8410126582278,118.632911392405,18,"Multi-player",1,"7/25/2014","Action",4295,818,206,1,7,"Crowd"
16518,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 4",647.654666666667,1722.21666666667,53,"Multi-player",1,"2/4/2016","Action",17336,3456,767,0,5,"Crowd"
16578,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution",88.4083333333333,332.730769230769,50,"Multi-player",1,"9/15/2014","Action",4152,995,969,0,7,"Crowd"
16656,"Natural Selection 2",396.659900990099,1205.0198019802,67,"Multi-player",1,"10/30/2012","Action",8372,1498,627,1,8,"Crowd"
17049,"Next Day: Survival",113.133023255814,372.279069767442,39,"Multi-player",1,"5/21/2018","Action",4854,2493,280,1,3,"Crowd"
17092,"Nidhogg",37.236,162.4,12,"Multi-player",1,"1/13/2014","Action",5480,758,123,1,7,"Crowd"
17177,"No Man's Sky",4769.79777777778,13225.4259259259,27,"Multi-player",1,"8/12/2016","Action",63444,56488,2004,0,5,"Crowd"
17231,"No More Room in Hell",771.838850574713,1380.40229885057,107,"Multi-player",1,"10/31/2013","Action",48190,5747,2661,1,7,"Crowd"
17371,"ORION: Prelude",108.576310679612,458.436893203883,251,"Multi-player",1,"4/16/2013","Action",22057,7558,263,1,8,"Crowd"
17474,"Overcooked! 2",1259.971,4620.33333333333,40,"Multi-player",1,"8/7/2018","Action",5362,1274,359,1,3,"Crowd"
17569,"Paladins",16346.6111320755,30444.2452830189,58,"Multi-player",1,"5/8/2018","Action",169580,32407,1595,0,3,"Crowd"
17622,"Path of Exile",18163.9692045455,42310.1477272727,120,"Multi-player",1,"10/23/2013","Action",71593,6117,5263,1,8,"Crowd"
17759,"PAYDAY 2",16744.7989215686,35471.2352941177,1130,"Multi-player",1,"8/13/2013","Action",308657,56523,3975,0,8,"Crowd"
17865,"Pit People",101.23296875,291.8125,27,"Multi-player",1,"3/2/2018","Action",5027,311,327,1,3,"Crowd"
17929,"Planet Explorers",89.3949397590361,232.457831325301,16,"Multi-player",1,"11/8/2016","Action",3847,1729,545,1,4,"Crowd"
18224,"Polarity",9.58653333333333,50.1866666666667,10,"Multi-player",1,"7/15/2016","Action",3932,942,156,1,5,"Crowd"
18299,"Portal Knights",581.944666666667,1627.76666666667,29,"Multi-player",1,"5/18/2017","Action",10837,2531,1241,0,4,"Crowd"
18359,"Primal Carnage",59.950404040404,199.626262626263,69,"Multi-player",1,"10/29/2012","Action",4447,1323,423,1,8,"Crowd"
18681,"Quake Live",406.307922077922,807.090909090909,58,"Multi-player",1,"9/17/2014","Action",10227,1956,1265,0,7,"Crowd"
18758,"RAGE",222.724660194175,669.281553398058,60,"Multi-player",1,"10/3/2011","Action",9394,2882,559,0,10,"Crowd"
18861,"Realm Royale",2073.278125,4235.1875,22,"Multi-player",1,"6/5/2018","Action",17220,9825,360,0,3,"Crowd"
19323,"Rising Storm 2: Vietnam",1262.405,2779.09090909091,132,"Multi-player",1,"5/30/2017","Action",17201,4777,1945,0,4,"Crowd"
19367,"Risk of Rain",411.047701149425,1017.95402298851,15,"Multi-player",1,"11/8/2013","Action",22700,1589,946,1,7,"Crowd"
19454,"Road Redemption",44.9396103896104,140.337662337662,55,"Multi-player",1,"10/4/2017","Action",4788,1056,13,1,4,"Crowd"
19531,"Robocraft",3402.59759493671,7268.11392405063,43,"Multi-player",1,"8/24/2017","Action",80360,30987,1369,1,4,"Crowd"
19610,"Robot Roller-Derby Disco Dodgeball",20.3521951219512,83.4512195121951,76,"Multi-player",1,"2/19/2015","Action",3155,259,303,1,6,"Crowd"
19692,"Rocket League",34790.8039705882,70156.6470588235,88,"Multi-player",1,"7/7/2015","Action",242561,21816,5825,1,6,"Crowd"
19863,"RUNNING WITH RIFLES",108.387108433735,298.180722891566,45,"Multi-player",1,"4/2/2015","Action",5254,745,97,1,6,"Crowd"
19978,"Rust",33245.3539534884,60146.976744186,48,"Multi-player",1,"2/8/2018","Action",220370,53709,9352,1,3,"Crowd"
20064,"RWBY: Grimm Eclipse",65.4532258064516,225.870967741935,37,"Multi-player",1,"7/5/2016","Action",8844,1830,185,1,5,"Crowd"
20126,"Ryse: Son of Rome",144.776623376623,570.675324675325,73,"Multi-player",1,"10/10/2014","Action",14966,2939,225,0,6,"Crowd"
20512,"Sanctum 2",164.403333333333,801.655913978495,50,"Multi-player",1,"5/15/2013","Action",11629,1273,293,1,8,"Crowd"
20871,"Serious Sam 3: BFE",214.069902912621,737.815533980582,62,"Multi-player",1,"11/22/2011","Action",15574,1977,378,1,9,"Crowd"
20974,"Serious Sam HD: The First Encounter",45.2984466019417,178.330097087379,35,"Multi-player",1,"11/24/2009","Action",3950,269,277,1,11,"Crowd"
21077,"ShellShock Live",929.827746478873,2001.05633802817,58,"Multi-player",1,"3/11/2015","Action",11426,1264,1218,1,6,"Crowd"
21482,"SMITE",9804.18446153846,18411.0615384615,265,"Multi-player",1,"9/8/2015","Action",34514,8895,1954,0,6,"Crowd"
21547,"Sniper Elite 3",508.75275,1590.75,77,"Multi-player",1,"6/27/2014","Action",12737,3297,321,0,7,"Crowd"
21627,"Sniper Elite 4",1176.45542372881,3295.47457627119,85,"Multi-player",1,"2/13/2017","Action",10885,1910,522,0,4,"Crowd"
21774,"Space Engineers",4226.03136363636,8954.79545454545,27,"Multi-player",1,"2/28/2019","Action",60221,9609,3739,1,2,"Crowd"
21862,"Spec Ops: The Line",159.200873786408,677.184466019418,50,"Multi-player",1,"6/28/2012","Action",32361,2613,293,0,9,"Crowd"
21965,"Spiral Knights",521.099223300971,1004.05825242718,54,"Multi-player",1,"6/14/2011","Action",15666,3202,275,1,10,"Crowd"
22131,"Star Conflict",427.756105263158,855.978947368421,213,"Multi-player",1,"2/27/2013","Action",8647,2796,4623,0,8,"Crowd"
22329,"STAR WARS Battlefront II",2245.3225,5531.625,43,"Multi-player",1,"43055","Action",8504,1408,1008,0,,"Crowd"
22543,"Starbound",3525.44127906977,8243.25581395349,51,"Multi-player",1,"7/22/2016","Action",74162,7816,3556,1,5,"Crowd"
22691,"Steel Division: Normandy 44",252.717234042553,659.851063829787,47,"Multi-player",1,"5/23/2017","Action",3063,1204,1545,0,4,"Crowd"
22798,"Stick Fight: The Game",854.482926829268,2008.9512195122,28,"Multi-player",1,"9/28/2017","Action",24847,2795,584,1,4,"Crowd"
22952,"Street Fighter V",1564.498,3168.46666666667,45,"Multi-player",1,"2/15/2016","Action",8300,8498,793,0,5,"Crowd"
23012,"Streets of Rogue",247.761960784314,654.156862745098,35,"Multi-player",1,"3/10/2017","Action",5484,269,394,1,4,"Crowd"
23063,"Strife",114.035142857143,242.114285714286,46,"Multi-player",1,"5/22/2015","Action",3677,1197,150,0,6,"Crowd"
23652,"Team Fortress 2",52956.3048543689,81563.3495145631,520,"Multi-player",1,"10/10/2007","Action",515879,34036,8495,0,14,"Crowd"
23924,"TEKKEN 7",2712.77818181818,5078.22727272727,42,"Multi-player",1,"6/1/2017","Action",15372,3135,4367,0,4,"Crowd"
23996,"Terraria",19199.0698058252,37708.359223301,88,"Multi-player",1,"5/16/2011","Action",255600,7797,5585,1,10,"Crowd"
24264,"The Forest",4335.68209876543,10472.2839506173,45,"Multi-player",1,"4/30/2018","Action",110460,8881,2417,1,3,"Crowd"
24345,"The Incredible Adventures of Van Helsing",112.529032258065,438.193548387097,95,"Multi-player",1,"5/22/2013","Action",4993,1064,572,1,8,"Crowd"
24500,"THE KING OF FIGHTERS XIII STEAM EDITION",126.5482,320.73,46,"Multi-player",1,"9/13/2013","Action",4300,537,451,0,8,"Crowd"
24600,"The Mean Greens - Plastic Warfare",37.9011290322581,186.258064516129,24,"Multi-player",1,"12/8/2015","Action",5043,1370,73,1,5,"Crowd"
24662,"theHunter Classic",726.31925,1496.3375,159,"Multi-player",1,"6/3/2014","Action",11440,15403,163,0,7,"Crowd"
24792,"Timberman",15.096,97.6769230769231,20,"Multi-player",1,"9/18/2015","Action",5139,350,245,1,6,"Crowd"
24857,"Titan Quest Anniversary Edition",1108.73396226415,2618.52830188679,88,"Multi-player",1,"8/31/2016","Action",10566,1025,739,0,5,"Crowd"
25031,"Tomb Raider",1608.69894736842,5327.21052631579,50,"Multi-player",1,"3/4/2013","Action",93509,4103,527,0,8,"Crowd"
25126,"Torchlight II",1348.12247524752,3442.41584158416,119,"Multi-player",1,"9/20/2012","Action",29539,1757,1037,1,9,"Crowd"
25697,"Total War: THREE KINGDOMS",14902.2795454545,31612.5,137,"Multi-player",1,"43222","Action",3386,2579,279,0,,"Crowd"
25719,"Total War: WARHAMMER",4646.21228070175,10101.649122807,185,"Multi-player",1,"5/24/2016","Action",29826,9878,3610,0,5,"Crowd"
25776,"Total War: WARHAMMER II",16243.0482608696,32748.1739130435,134,"Multi-player",1,"9/28/2017","Action",19420,2994,4721,0,4,"Crowd"
25822,"Tower Unite",223.570166666667,537.9,354,"Multi-player",1,"4/8/2016","Action",5275,968,1326,1,5,"Crowd"
25956,"TOXIKK",19.937397260274,73.1917808219178,60,"Multi-player",1,"9/10/2016","Action",3865,1182,50,1,5,"Crowd"
26560,"Ultimate Chicken Horse",261.001538461538,735.476923076923,31,"Multi-player",1,"3/4/2016","Action",7908,451,622,1,5,"Crowd"
26625,"Ultra Street Fighter IV",439.472330097087,846.52427184466,67,"Multi-player",1,"8/7/2014","Action",8247,1141,835,0,7,"Crowd"
26728,"Verdun",238.019438202247,813.224719101124,58,"Multi-player",1,"4/28/2015","Action",22048,4418,3846,1,6,"Crowd"
27445,"Warface",2617.46164556962,4825.18987341772,30,"Multi-player",1,"7/1/2014","Action",32751,14409,949,0,7,"Crowd"
27524,"Warframe",33135.1970103093,58536.0927835052,187,"Multi-player",1,"3/25/2013","Action",226541,20268,5845,0,8,"Crowd"
