nadb_customertype_risk,_ownerid_value,nadb_riskratingindicatorid,_nadb_indicatormethodology_value,_owningbusinessunit_value,_modifiedby_value,modifiedon,_createdby_value,timezoneruleversionnumber,versionnumber,_nadb_projecttype_risk_value,nadb_domain,_createdonbehalfby_value,_owninguser_value,nadb_numberid,_owningteam_value,statuscode,utcconversiontimezonecode,importsequencenumber,_modifiedonbehalfby_value,statecode,nadb_indicatorname,nadb_factortype,createdon,overriddencreatedon
,"c7205e36-d6ee-42c5-8733-e670621cd834","259a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005548,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834"," Business and Economic Environment","",1,,103,"",0,"10.6",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","279a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005549,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Development of Sector Market","",1,,103,"",0,"10.7",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","299a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005550,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Regulatory Environment","",1,,103,"",0,"10.8",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","2b9a30ab-c154-ea11-a813-000d3a4ed0f6","08c0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005551,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Competitive Position","",1,,103,"",0,"10.9",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","2d9a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005552,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Debt & Obligations / Available Revenues","",1,,103,"",0,"2.1",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","2f9a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005553,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial structure of payment (Primary source)","",1,,103,"",0,"2.10",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","319a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005554,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Additional enhancements","",1,,103,"",0,"2.11",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","339a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005555,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial structure includes a debt service reserve fund","",1,,103,"",0,"2.12",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","359a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005556,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Debt Service Coverage Ratio is above minimum required ratio from loan agreement","",1,,103,"",0,"2.13",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","379a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005557,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Municipality is currently rated by any credit rating agencies within the last 12 months","",1,,103,"",0,"2.14",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","399a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005558,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Sector Outlook","",1,,103,"",0,"2.15",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","3b9a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005559,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Debt & Obligations Service / Available Revenues","",1,,103,"",0,"2.2",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","3d9a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005560,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","All Short term Debt & Obligations / Total Revenues","",1,,103,"",0,"2.3",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","3f9a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005561,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Municipal Revenues (own-source) / Total Revenues","",1,,103,"",0,"2.4",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","419a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005562,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","(Operation Expenses + Non-earmarked Transfers)/ Available Revenues","",1,,103,"",0,"2.5",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","439a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005563,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Cash & liquid investments / Total Revenues","",1,,103,"",0,"2.6",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","459a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005564,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Historical payment experience with NADB within the last 24 months","",1,,103,"",0,"2.7",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","479a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005565,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Full compliance with main contractual conditions and covenants","",1,,103,"",0,"2.8",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","499a30ab-c154-ea11-a813-000d3a4ed0f6","0ac0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005566,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Source of payment (primary source)","",1,,103,"",0,"2.9",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","4b9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005567,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Outstanding Debt & Obligations / Available Revenues","",1,,103,"",0,"3.1",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","4d9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005568,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Full compliance with main contractual conditions and covenants","",1,,103,"",0,"3.10",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","4f9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005569,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Source of payment (primary source)","",1,,103,"",0,"3.11",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","519a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005570,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial structure of payment (Primary source)","",1,,103,"",0,"3.12",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","539a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005571,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Additional enhancements","",1,,103,"",0,"3.13",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","559a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005572,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Financial structure includes a debt service reserve fund","",1,,103,"",0,"3.14",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","579a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005573,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Debt Service Coverage Ratio is above minimum required ratio from loan agreement","",1,,103,"",0,"3.15",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","599a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005574,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Municipality is currently rated by any credit rating agencies within the last 12 months","",1,,103,"",0,"3.16",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","5b9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005575,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Sector Outlook","",1,,103,"",0,"3.17",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","5d9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005576,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Total Debt & Obligations Service / Available Revenues","",1,,103,"",0,"3.2",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","5f9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005577,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","All Short -term Debt & Obligations / Total Revenues","",1,,103,"",0,"3.3",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","619a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005578,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Phisycal Efficiency (invoiced volume/ produced volume)","",1,,103,"",0,"3.4",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","639a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005579,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Commercial Efficiency (collected volume / billed volume)","",1,,103,"",0,"3.5",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","659a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005580,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Global Efficiency (phisycal efficiency * commercial efficiency)","",1,,103,"",0,"3.6",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","679a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005581,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Receivables turnover (days)","",1,,103,"",0,"3.7",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","699a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005582,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Cash & Liquid investments / Current Liabilities (times, x)","",1,,103,"",0,"3.8",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","6b9a30ab-c154-ea11-a813-000d3a4ed0f6","0cc0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:21.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005583,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Historical payment experience with NADB within the last 24 months","",1,,103,"",0,"3.9",,2020-02-21 15:49:21.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","6d9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005584,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Complexity of Facility Management (FM) Obligation","",1,,103,"",0,"8.1",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","6f9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005585,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Average Annual DSCR","",1,,103,"",0,"8.10",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","719a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005586,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Minimum Annual DSCR Break-Even Ratio","",1,,103,"",0,"8.11",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","739a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005587,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Quality of Relationships Between Project Parties","",1,,103,"",0,"8.12",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","759a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005588,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Operational Performance","",1,,103,"",0,"8.13",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","779a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005589,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Refinancing Risk","",1,,103,"",0,"8.14",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","799a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005590,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Reserves","",1,,103,"",0,"8.15",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","7b9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005591,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Security and Creditor Controls","",1,,103,"",0,"8.16",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","7d9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005592,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Guaranty Type","",1,,103,"",0,"8.17",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","7f9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005593,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Debt Service Reserve Fund","",1,,103,"",0,"8.18",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","819a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005594,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Full Compliance with Contractual Conditions and Covenants","",1,,103,"",0,"8.19",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","839a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005595,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Complexity of Lifecycle Obligation","",1,,103,"",0,"8.2",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","859a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005596,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Payment Experience with NADB","",1,,103,"",0,"8.20",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","879a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005597,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Nature of Performance Regime","",1,,103,"",0,"8.3",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","899a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005598,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Concession/Sub-Contract Interface","",1,,103,"",0,"8.4",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","8b9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005599,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Robustness of FM Sub-Contract Package Terms","",1,,103,"",0,"8.5",,2020-02-21 15:49:22.000,
,"c7205e36-d6ee-42c5-8733-e670621cd834","8d9a30ab-c154-ea11-a813-000d3a4ed0f6","0ec0009c-c154-ea11-a813-000d3a4e6589","b5152e2f-ebcb-e911-a9aa-000d3a14431b","c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 15:49:22.000,"c7205e36-d6ee-42c5-8733-e670621cd834",,12005600,"",,"","c7205e36-d6ee-42c5-8733-e670621cd834","Robustness of Lifecycle Contract Arrangements","",1,,103,"",0,"8.6",,2020-02-21 15:49:22.000,
