ProductCode,Product,Color,Model,Category,Subcategory
"FR-M63S-46","ML Mountain Frame-W - Silver, 46","Silver","ML Mountain Frame-W","Components","Mountain Frames"
"FR-M94B-38","HL Mountain Frame - Black, 38","Black","HL Mountain Frame","Components","Mountain Frames"
"FR-M94B-42","HL Mountain Frame - Black, 42","Black","HL Mountain Frame","Components","Mountain Frames"
"FR-M94B-44","HL Mountain Frame - Black, 44","Black","HL Mountain Frame","Components","Mountain Frames"
"FR-M94B-46","HL Mountain Frame - Black, 46","Black","HL Mountain Frame","Components","Mountain Frames"
"FR-M94B-48","HL Mountain Frame - Black, 48","Black","HL Mountain Frame","Components","Mountain Frames"
"FR-M94S-38","HL Mountain Frame - Silver, 38","Silver","HL Mountain Frame","Components","Mountain Frames"
"FR-M94S-42","HL Mountain Frame - Silver, 42","Silver","HL Mountain Frame","Components","Mountain Frames"
"FR-M94S-44","HL Mountain Frame - Silver, 44","Silver","HL Mountain Frame","Components","Mountain Frames"
"FR-M94S-46","HL Mountain Frame - Silver, 46","Silver","HL Mountain Frame","Components","Mountain Frames"
"FR-M94S-52","HL Mountain Frame - Silver, 48","Silver","HL Mountain Frame","Components","Mountain Frames"
"FR-R38B-44","LL Road Frame - Black, 44","Black","LL Road Frame","Components","Road Frames"
"FR-R38B-48","LL Road Frame - Black, 48","Black","LL Road Frame","Components","Road Frames"
"FR-R38B-52","LL Road Frame - Black, 52","Black","LL Road Frame","Components","Road Frames"
"FR-R38B-58","LL Road Frame - Black, 58","Black","LL Road Frame","Components","Road Frames"
"FR-R38B-60","LL Road Frame - Black, 60","Black","LL Road Frame","Components","Road Frames"
"FR-R38B-62","LL Road Frame - Black, 62","Black","LL Road Frame","Components","Road Frames"
"FR-R38R-44","LL Road Frame - Red, 44","Red","LL Road Frame","Components","Road Frames"
"FR-R38R-48","LL Road Frame - Red, 48","Red","LL Road Frame","Components","Road Frames"
"FR-R38R-52","LL Road Frame - Red, 52","Red","LL Road Frame","Components","Road Frames"
"FR-R38R-58","LL Road Frame - Red, 58","Red","LL Road Frame","Components","Road Frames"
"FR-R38R-60","LL Road Frame - Red, 60","Red","LL Road Frame","Components","Road Frames"
"FR-R38R-62","LL Road Frame - Red, 62","Red","LL Road Frame","Components","Road Frames"
"FR-R72R-44","ML Road Frame - Red, 44","Red","ML Road Frame","Components","Road Frames"
"FR-R72R-48","ML Road Frame - Red, 48","Red","ML Road Frame","Components","Road Frames"
"FR-R72R-52","ML Road Frame - Red, 52","Red","ML Road Frame","Components","Road Frames"
"FR-R72R-58","ML Road Frame - Red, 58","Red","ML Road Frame","Components","Road Frames"
"FR-R72R-60","ML Road Frame - Red, 60","Red","ML Road Frame","Components","Road Frames"
"FR-R72Y-38","ML Road Frame-W - Yellow, 38","Yellow","ML Road Frame-W","Components","Road Frames"
"FR-R72Y-40","ML Road Frame-W - Yellow, 40","Yellow","ML Road Frame-W","Components","Road Frames"
"FR-R72Y-42","ML Road Frame-W - Yellow, 42","Yellow","ML Road Frame-W","Components","Road Frames"
"FR-R72Y-44","ML Road Frame-W - Yellow, 44","Yellow","ML Road Frame-W","Components","Road Frames"
"FR-R72Y-48","ML Road Frame-W - Yellow, 48","Yellow","ML Road Frame-W","Components","Road Frames"
"FR-R92B-44","HL Road Frame - Black, 44","Black","HL Road Frame","Components","Road Frames"
"FR-R92B-48","HL Road Frame - Black, 48","Black","HL Road Frame","Components","Road Frames"
"FR-R92B-52","HL Road Frame - Black, 52","Black","HL Road Frame","Components","Road Frames"
"FR-R92B-58","HL Road Frame - Black, 58","Black","HL Road Frame","Components","Road Frames"
"FR-R92B-62","HL Road Frame - Black, 62","Black","HL Road Frame","Components","Road Frames"
"FR-R92R-44","HL Road Frame - Red, 44","Red","HL Road Frame","Components","Road Frames"
"FR-R92R-48","HL Road Frame - Red, 48","Red","HL Road Frame","Components","Road Frames"
"FR-R92R-52","HL Road Frame - Red, 52","Red","HL Road Frame","Components","Road Frames"
"FR-R92R-56","HL Road Frame - Red, 56","Red","HL Road Frame","Components","Road Frames"
"FR-R92R-58","HL Road Frame - Red, 58","Red","HL Road Frame","Components","Road Frames"
"FR-R92R-62","HL Road Frame - Red, 62","Red","HL Road Frame","Components","Road Frames"
"FR-T67U-44","LL Touring Frame - Blue, 44","Blue","LL Touring Frame","Components","Touring Frames"
"FR-T67U-50","LL Touring Frame - Blue, 50","Blue","LL Touring Frame","Components","Touring Frames"
"FR-T67U-54","LL Touring Frame - Blue, 54","Blue","LL Touring Frame","Components","Touring Frames"
"FR-T67U-58","LL Touring Frame - Blue, 58","Blue","LL Touring Frame","Components","Touring Frames"
"FR-T67U-62","LL Touring Frame - Blue, 62","Blue","LL Touring Frame","Components","Touring Frames"
"FR-T67Y-44","LL Touring Frame - Yellow, 44","Yellow","LL Touring Frame","Components","Touring Frames"
"FR-T67Y-50","LL Touring Frame - Yellow, 50","Yellow","LL Touring Frame","Components","Touring Frames"
"FR-T67Y-54","LL Touring Frame - Yellow, 54","Yellow","LL Touring Frame","Components","Touring Frames"
"FR-T67Y-58","LL Touring Frame - Yellow, 58","Yellow","LL Touring Frame","Components","Touring Frames"
"FR-T67Y-62","LL Touring Frame - Yellow, 62","Yellow","LL Touring Frame","Components","Touring Frames"
"FR-T98U-46","HL Touring Frame - Blue, 46","Blue","HL Touring Frame","Components","Touring Frames"
"FR-T98U-50","HL Touring Frame - Blue, 50","Blue","HL Touring Frame","Components","Touring Frames"
"FR-T98U-54","HL Touring Frame - Blue, 54","Blue","HL Touring Frame","Components","Touring Frames"
"FR-T98U-60","HL Touring Frame - Blue, 60","Blue","HL Touring Frame","Components","Touring Frames"
"FR-T98Y-46","HL Touring Frame - Yellow, 46","Yellow","HL Touring Frame","Components","Touring Frames"
"FR-T98Y-50","HL Touring Frame - Yellow, 50","Yellow","HL Touring Frame","Components","Touring Frames"
"FR-T98Y-54","HL Touring Frame - Yellow, 54","Yellow","HL Touring Frame","Components","Touring Frames"
"FR-T98Y-60","HL Touring Frame - Yellow, 60","Yellow","HL Touring Frame","Components","Touring Frames"
"FW-M423","LL Mountain Front Wheel","Black","LL Mountain Front Wheel","Components","Wheels"
"FW-M762","ML Mountain Front Wheel","Black","ML Mountain Front Wheel","Components","Wheels"
"FW-M928","HL Mountain Front Wheel","Black","HL Mountain Front Wheel","Components","Wheels"
"FW-R623","LL Road Front Wheel","Black","LL Road Front Wheel","Components","Wheels"
"FW-R762","ML Road Front Wheel","Black","ML Road Front Wheel","Components","Wheels"
"FW-R820","HL Road Front Wheel","Black","HL Road Front Wheel","Components","Wheels"
"FW-T905","Touring Front Wheel","Black","Touring Front Wheel","Components","Wheels"
"HB-M243","LL Mountain Handlebars","NA","LL Mountain Handlebars","Components","Handlebars"
"HB-M763","ML Mountain Handlebars","NA","ML Mountain Handlebars","Components","Handlebars"
"HB-M918","HL Mountain Handlebars","NA","HL Mountain Handlebars","Components","Handlebars"
"HB-R504","LL Road Handlebars","NA","LL Road Handlebars","Components","Handlebars"
"HB-R720","ML Road Handlebars","NA","ML Road Handlebars","Components","Handlebars"
"HB-R956","HL Road Handlebars","NA","HL Road Handlebars","Components","Handlebars"
"HB-T721","LL Touring Handlebars","NA","LL Touring Handlebars","Components","Handlebars"
"HB-T928","HL Touring Handlebars","NA","HL Touring Handlebars","Components","Handlebars"
"HS-0296","LL Headset","NA","LL Headset","Components","Headsets"
"HS-2451","ML Headset","NA","ML Headset","Components","Headsets"
"HS-3479","HL Headset","NA","HL Headset","Components","Headsets"
"PD-M282","LL Mountain Pedal","Silver/Black","LL Mountain Pedal","Components","Pedals"
"PD-M340","ML Mountain Pedal","Silver/Black","ML Mountain Pedal","Components","Pedals"
"PD-M562","HL Mountain Pedal","Silver/Black","HL Mountain Pedal","Components","Pedals"
"PD-R347","LL Road Pedal","Silver/Black","LL Road Pedal","Components","Pedals"
"PD-R563","ML Road Pedal","Silver/Black","ML Road Pedal","Components","Pedals"
"PD-R853","HL Road Pedal","Silver/Black","HL Road Pedal","Components","Pedals"
"PD-T852","Touring Pedal","Silver/Black","Touring Pedal","Components","Pedals"
"RB-9231","Rear Brakes","Silver","Rear Brakes","Components","Brakes"
"RD-2308","Rear Derailleur","Silver","Rear Derailleur","Components","Derailleurs"
"RW-M423","LL Mountain Rear Wheel","Black","LL Mountain Rear Wheel","Components","Wheels"
"RW-M762","ML Mountain Rear Wheel","Black","ML Mountain Rear Wheel","Components","Wheels"
"RW-M928","HL Mountain Rear Wheel","Black","HL Mountain Rear Wheel","Components","Wheels"
"RW-R623","LL Road Rear Wheel","Black","LL Road Rear Wheel","Components","Wheels"
"RW-R762","ML Road Rear Wheel","Black","ML Road Rear Wheel","Components","Wheels"
"RW-R820","HL Road Rear Wheel","Black","HL Road Rear Wheel","Components","Wheels"
"RW-T905","Touring Rear Wheel","Black","Touring Rear Wheel","Components","Wheels"
"SE-M236","LL Mountain Seat/Saddle","NA","LL Mountain Seat/Saddle 2","Components","Saddles"
"SE-M798","ML Mountain Seat/Saddle","NA","ML Mountain Seat/Saddle 2","Components","Saddles"
"SE-M940","HL Mountain Seat/Saddle","NA","HL Mountain Seat/Saddle 2","Components","Saddles"
"SE-R581","LL Road Seat/Saddle","NA","LL Road Seat/Saddle 1","Components","Saddles"
"SE-R908","ML Road Seat/Saddle","NA","ML Road Seat/Saddle 2","Components","Saddles"
"SE-R995","HL Road Seat/Saddle","NA","HL Road Seat/Saddle 2","Components","Saddles"
"SE-T312","LL Touring Seat/Saddle","NA","LL Touring Seat/Saddle","Components","Saddles"
"SE-T762","ML Touring Seat/Saddle","NA","ML Touring Seat/Saddle","Components","Saddles"
"SE-T924","HL Touring Seat/Saddle","NA","HL Touring Seat/Saddle","Components","Saddles"
