Date,Year,Quarter,MonthOfYear,DayOfMonth,Month Name,Short Month & Year,Quarter & Year,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Month & Year
2018-08-03 00:00:00.000,2018,3,8,3,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","August 2018"
2018-08-04 00:00:00.000,2018,3,8,4,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","August 2018"
2018-08-05 00:00:00.000,2018,3,8,5,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","August 2018"
2019-08-01 00:00:00.000,2019,3,8,1,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","August 2019"
2019-08-02 00:00:00.000,2019,3,8,2,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","August 2019"
2019-08-03 00:00:00.000,2019,3,8,3,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","August 2019"
2019-08-04 00:00:00.000,2019,3,8,4,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","August 2019"
2020-08-01 00:00:00.000,2020,3,8,1,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-02 00:00:00.000,31,20200800,20200300,"20","FY21","August 2020"
2020-08-02 00:00:00.000,2020,3,8,2,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-02 00:00:00.000,31,20200800,20200300,"20","FY21","August 2020"
2020-08-31 00:00:00.000,2020,3,8,31,"August","Aug 2020","Q3 2020",0,"Monday",2020-09-06 00:00:00.000,36,20200800,20200300,"20","FY21","August 2020"
2021-08-01 00:00:00.000,2021,3,8,1,"August","Aug 2021","Q3 2021",6,"Sunday",2021-08-01 00:00:00.000,31,20210800,20210300,"21","FY22","August 2021"
2021-08-30 00:00:00.000,2021,3,8,30,"August","Aug 2021","Q3 2021",0,"Monday",2021-09-05 00:00:00.000,36,20210800,20210300,"21","FY22","August 2021"
2021-08-31 00:00:00.000,2021,3,8,31,"August","Aug 2021","Q3 2021",1,"Tuesday",2021-09-05 00:00:00.000,36,20210800,20210300,"21","FY22","August 2021"
2022-08-29 00:00:00.000,2022,3,8,29,"August","Aug 2022","Q3 2022",0,"Monday",2022-09-04 00:00:00.000,36,20220800,20220300,"22","FY23","August 2022"
2022-08-30 00:00:00.000,2022,3,8,30,"August","Aug 2022","Q3 2022",1,"Tuesday",2022-09-04 00:00:00.000,36,20220800,20220300,"22","FY23","August 2022"
2022-08-31 00:00:00.000,2022,3,8,31,"August","Aug 2022","Q3 2022",2,"Wednesday",2022-09-04 00:00:00.000,36,20220800,20220300,"22","FY23","August 2022"
2013-08-26 00:00:00.000,2013,3,8,26,"August","Aug 2013","Q3 2013",0,"Monday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2013-08-27 00:00:00.000,2013,3,8,27,"August","Aug 2013","Q3 2013",1,"Tuesday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2013-08-28 00:00:00.000,2013,3,8,28,"August","Aug 2013","Q3 2013",2,"Wednesday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2013-08-29 00:00:00.000,2013,3,8,29,"August","Aug 2013","Q3 2013",3,"Thursday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2013-08-30 00:00:00.000,2013,3,8,30,"August","Aug 2013","Q3 2013",4,"Friday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2013-08-31 00:00:00.000,2013,3,8,31,"August","Aug 2013","Q3 2013",5,"Saturday",2013-09-01 00:00:00.000,35,20130800,20130300,"13","FY14","August 2013"
2014-08-25 00:00:00.000,2014,3,8,25,"August","Aug 2014","Q3 2014",0,"Monday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-26 00:00:00.000,2014,3,8,26,"August","Aug 2014","Q3 2014",1,"Tuesday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-27 00:00:00.000,2014,3,8,27,"August","Aug 2014","Q3 2014",2,"Wednesday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-28 00:00:00.000,2014,3,8,28,"August","Aug 2014","Q3 2014",3,"Thursday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-29 00:00:00.000,2014,3,8,29,"August","Aug 2014","Q3 2014",4,"Friday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-30 00:00:00.000,2014,3,8,30,"August","Aug 2014","Q3 2014",5,"Saturday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2014-08-31 00:00:00.000,2014,3,8,31,"August","Aug 2014","Q3 2014",6,"Sunday",2014-08-31 00:00:00.000,35,20140800,20140300,"14","FY15","August 2014"
2015-08-24 00:00:00.000,2015,3,8,24,"August","Aug 2015","Q3 2015",0,"Monday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-25 00:00:00.000,2015,3,8,25,"August","Aug 2015","Q3 2015",1,"Tuesday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-26 00:00:00.000,2015,3,8,26,"August","Aug 2015","Q3 2015",2,"Wednesday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-27 00:00:00.000,2015,3,8,27,"August","Aug 2015","Q3 2015",3,"Thursday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-28 00:00:00.000,2015,3,8,28,"August","Aug 2015","Q3 2015",4,"Friday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-29 00:00:00.000,2015,3,8,29,"August","Aug 2015","Q3 2015",5,"Saturday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2015-08-30 00:00:00.000,2015,3,8,30,"August","Aug 2015","Q3 2015",6,"Sunday",2015-08-30 00:00:00.000,35,20150800,20150300,"15","FY16","August 2015"
2016-08-22 00:00:00.000,2016,3,8,22,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-23 00:00:00.000,2016,3,8,23,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-24 00:00:00.000,2016,3,8,24,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-25 00:00:00.000,2016,3,8,25,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-26 00:00:00.000,2016,3,8,26,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-27 00:00:00.000,2016,3,8,27,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2016-08-28 00:00:00.000,2016,3,8,28,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","August 2016"
2017-08-21 00:00:00.000,2017,3,8,21,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-22 00:00:00.000,2017,3,8,22,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-23 00:00:00.000,2017,3,8,23,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-24 00:00:00.000,2017,3,8,24,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-25 00:00:00.000,2017,3,8,25,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-26 00:00:00.000,2017,3,8,26,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2017-08-27 00:00:00.000,2017,3,8,27,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","August 2017"
2018-08-27 00:00:00.000,2018,3,8,27,"August","Aug 2018","Q3 2018",0,"Monday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","August 2018"
2018-08-28 00:00:00.000,2018,3,8,28,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","August 2018"
2018-08-29 00:00:00.000,2018,3,8,29,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","August 2018"
2018-08-30 00:00:00.000,2018,3,8,30,"August","Aug 2018","Q3 2018",3,"Thursday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","August 2018"
2018-08-31 00:00:00.000,2018,3,8,31,"August","Aug 2018","Q3 2018",4,"Friday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","August 2018"
2019-08-26 00:00:00.000,2019,3,8,26,"August","Aug 2019","Q3 2019",0,"Monday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2019-08-27 00:00:00.000,2019,3,8,27,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2019-08-28 00:00:00.000,2019,3,8,28,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2019-08-29 00:00:00.000,2019,3,8,29,"August","Aug 2019","Q3 2019",3,"Thursday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2019-08-30 00:00:00.000,2019,3,8,30,"August","Aug 2019","Q3 2019",4,"Friday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2019-08-31 00:00:00.000,2019,3,8,31,"August","Aug 2019","Q3 2019",5,"Saturday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","August 2019"
2020-08-24 00:00:00.000,2020,3,8,24,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-25 00:00:00.000,2020,3,8,25,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-26 00:00:00.000,2020,3,8,26,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-27 00:00:00.000,2020,3,8,27,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-28 00:00:00.000,2020,3,8,28,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-29 00:00:00.000,2020,3,8,29,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2020-08-30 00:00:00.000,2020,3,8,30,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","August 2020"
2021-08-23 00:00:00.000,2021,3,8,23,"August","Aug 2021","Q3 2021",0,"Monday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-24 00:00:00.000,2021,3,8,24,"August","Aug 2021","Q3 2021",1,"Tuesday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-25 00:00:00.000,2021,3,8,25,"August","Aug 2021","Q3 2021",2,"Wednesday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-26 00:00:00.000,2021,3,8,26,"August","Aug 2021","Q3 2021",3,"Thursday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-27 00:00:00.000,2021,3,8,27,"August","Aug 2021","Q3 2021",4,"Friday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-28 00:00:00.000,2021,3,8,28,"August","Aug 2021","Q3 2021",5,"Saturday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2021-08-29 00:00:00.000,2021,3,8,29,"August","Aug 2021","Q3 2021",6,"Sunday",2021-08-29 00:00:00.000,35,20210800,20210300,"21","FY22","August 2021"
2022-08-22 00:00:00.000,2022,3,8,22,"August","Aug 2022","Q3 2022",0,"Monday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-23 00:00:00.000,2022,3,8,23,"August","Aug 2022","Q3 2022",1,"Tuesday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-24 00:00:00.000,2022,3,8,24,"August","Aug 2022","Q3 2022",2,"Wednesday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-25 00:00:00.000,2022,3,8,25,"August","Aug 2022","Q3 2022",3,"Thursday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-26 00:00:00.000,2022,3,8,26,"August","Aug 2022","Q3 2022",4,"Friday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-27 00:00:00.000,2022,3,8,27,"August","Aug 2022","Q3 2022",5,"Saturday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2022-08-28 00:00:00.000,2022,3,8,28,"August","Aug 2022","Q3 2022",6,"Sunday",2022-08-28 00:00:00.000,35,20220800,20220300,"22","FY23","August 2022"
2013-08-05 00:00:00.000,2013,3,8,5,"August","Aug 2013","Q3 2013",0,"Monday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-06 00:00:00.000,2013,3,8,6,"August","Aug 2013","Q3 2013",1,"Tuesday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-07 00:00:00.000,2013,3,8,7,"August","Aug 2013","Q3 2013",2,"Wednesday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-08 00:00:00.000,2013,3,8,8,"August","Aug 2013","Q3 2013",3,"Thursday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-09 00:00:00.000,2013,3,8,9,"August","Aug 2013","Q3 2013",4,"Friday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-10 00:00:00.000,2013,3,8,10,"August","Aug 2013","Q3 2013",5,"Saturday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2013-08-11 00:00:00.000,2013,3,8,11,"August","Aug 2013","Q3 2013",6,"Sunday",2013-08-11 00:00:00.000,32,20130800,20130300,"13","FY14","August 2013"
2014-08-04 00:00:00.000,2014,3,8,4,"August","Aug 2014","Q3 2014",0,"Monday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-05 00:00:00.000,2014,3,8,5,"August","Aug 2014","Q3 2014",1,"Tuesday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-06 00:00:00.000,2014,3,8,6,"August","Aug 2014","Q3 2014",2,"Wednesday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-07 00:00:00.000,2014,3,8,7,"August","Aug 2014","Q3 2014",3,"Thursday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-08 00:00:00.000,2014,3,8,8,"August","Aug 2014","Q3 2014",4,"Friday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-09 00:00:00.000,2014,3,8,9,"August","Aug 2014","Q3 2014",5,"Saturday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2014-08-10 00:00:00.000,2014,3,8,10,"August","Aug 2014","Q3 2014",6,"Sunday",2014-08-10 00:00:00.000,32,20140800,20140300,"14","FY15","August 2014"
2015-08-03 00:00:00.000,2015,3,8,3,"August","Aug 2015","Q3 2015",0,"Monday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-04 00:00:00.000,2015,3,8,4,"August","Aug 2015","Q3 2015",1,"Tuesday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-05 00:00:00.000,2015,3,8,5,"August","Aug 2015","Q3 2015",2,"Wednesday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-06 00:00:00.000,2015,3,8,6,"August","Aug 2015","Q3 2015",3,"Thursday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-07 00:00:00.000,2015,3,8,7,"August","Aug 2015","Q3 2015",4,"Friday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-08 00:00:00.000,2015,3,8,8,"August","Aug 2015","Q3 2015",5,"Saturday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2015-08-09 00:00:00.000,2015,3,8,9,"August","Aug 2015","Q3 2015",6,"Sunday",2015-08-09 00:00:00.000,32,20150800,20150300,"15","FY16","August 2015"
2016-08-01 00:00:00.000,2016,3,8,1,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-02 00:00:00.000,2016,3,8,2,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-03 00:00:00.000,2016,3,8,3,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-04 00:00:00.000,2016,3,8,4,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-05 00:00:00.000,2016,3,8,5,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-06 00:00:00.000,2016,3,8,6,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2016-08-07 00:00:00.000,2016,3,8,7,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-07 00:00:00.000,32,20160800,20160300,"16","FY17","August 2016"
2017-08-01 00:00:00.000,2017,3,8,1,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2017-08-02 00:00:00.000,2017,3,8,2,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2017-08-03 00:00:00.000,2017,3,8,3,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2017-08-04 00:00:00.000,2017,3,8,4,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2017-08-05 00:00:00.000,2017,3,8,5,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2017-08-06 00:00:00.000,2017,3,8,6,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","August 2017"
2018-08-06 00:00:00.000,2018,3,8,6,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-07 00:00:00.000,2018,3,8,7,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-08 00:00:00.000,2018,3,8,8,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-09 00:00:00.000,2018,3,8,9,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-10 00:00:00.000,2018,3,8,10,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-11 00:00:00.000,2018,3,8,11,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2018-08-12 00:00:00.000,2018,3,8,12,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","August 2018"
2019-08-05 00:00:00.000,2019,3,8,5,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-06 00:00:00.000,2019,3,8,6,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-07 00:00:00.000,2019,3,8,7,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-08 00:00:00.000,2019,3,8,8,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-09 00:00:00.000,2019,3,8,9,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-10 00:00:00.000,2019,3,8,10,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2019-08-11 00:00:00.000,2019,3,8,11,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","August 2019"
2020-08-03 00:00:00.000,2020,3,8,3,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-04 00:00:00.000,2020,3,8,4,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-05 00:00:00.000,2020,3,8,5,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-06 00:00:00.000,2020,3,8,6,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-07 00:00:00.000,2020,3,8,7,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-08 00:00:00.000,2020,3,8,8,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2020-08-09 00:00:00.000,2020,3,8,9,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","August 2020"
2021-08-02 00:00:00.000,2021,3,8,2,"August","Aug 2021","Q3 2021",0,"Monday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-03 00:00:00.000,2021,3,8,3,"August","Aug 2021","Q3 2021",1,"Tuesday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-04 00:00:00.000,2021,3,8,4,"August","Aug 2021","Q3 2021",2,"Wednesday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-05 00:00:00.000,2021,3,8,5,"August","Aug 2021","Q3 2021",3,"Thursday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-06 00:00:00.000,2021,3,8,6,"August","Aug 2021","Q3 2021",4,"Friday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-07 00:00:00.000,2021,3,8,7,"August","Aug 2021","Q3 2021",5,"Saturday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2021-08-08 00:00:00.000,2021,3,8,8,"August","Aug 2021","Q3 2021",6,"Sunday",2021-08-08 00:00:00.000,32,20210800,20210300,"21","FY22","August 2021"
2022-08-01 00:00:00.000,2022,3,8,1,"August","Aug 2022","Q3 2022",0,"Monday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-02 00:00:00.000,2022,3,8,2,"August","Aug 2022","Q3 2022",1,"Tuesday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-03 00:00:00.000,2022,3,8,3,"August","Aug 2022","Q3 2022",2,"Wednesday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-04 00:00:00.000,2022,3,8,4,"August","Aug 2022","Q3 2022",3,"Thursday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-05 00:00:00.000,2022,3,8,5,"August","Aug 2022","Q3 2022",4,"Friday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-06 00:00:00.000,2022,3,8,6,"August","Aug 2022","Q3 2022",5,"Saturday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2022-08-07 00:00:00.000,2022,3,8,7,"August","Aug 2022","Q3 2022",6,"Sunday",2022-08-07 00:00:00.000,32,20220800,20220300,"22","FY23","August 2022"
2013-08-19 00:00:00.000,2013,3,8,19,"August","Aug 2013","Q3 2013",0,"Monday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-20 00:00:00.000,2013,3,8,20,"August","Aug 2013","Q3 2013",1,"Tuesday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-21 00:00:00.000,2013,3,8,21,"August","Aug 2013","Q3 2013",2,"Wednesday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-22 00:00:00.000,2013,3,8,22,"August","Aug 2013","Q3 2013",3,"Thursday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-23 00:00:00.000,2013,3,8,23,"August","Aug 2013","Q3 2013",4,"Friday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-24 00:00:00.000,2013,3,8,24,"August","Aug 2013","Q3 2013",5,"Saturday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2013-08-25 00:00:00.000,2013,3,8,25,"August","Aug 2013","Q3 2013",6,"Sunday",2013-08-25 00:00:00.000,34,20130800,20130300,"13","FY14","August 2013"
2014-08-18 00:00:00.000,2014,3,8,18,"August","Aug 2014","Q3 2014",0,"Monday",2014-08-24 00:00:00.000,34,20140800,20140300,"14","FY15","August 2014"
