numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
2018-040787358-001,2018-07-31 20:29:00.000,2018-09-14 09:51:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA CIVIL,NÃO,0,60504374,780247097,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-019865070-001,2018-05-05 10:55:00.000,2018-05-05 11:10:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60616091,779869285,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-030223491-001,2018-07-05 07:45:00.000,2018-07-09 18:57:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,60,61179218,780331889,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-038441215-001,2018-08-28 16:37:00.000,2018-08-28 19:30:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,60761399,779620506,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-042209917-001,2018-09-21 08:13:00.000,2018-09-21 08:43:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-048402599-001,2018-10-29 15:24:00.000,2018-10-29 16:17:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61303333,779627149,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051369146-001,2018-11-17 20:46:00.000,2018-11-17 21:41:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60388933,778997961,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-048428411-001,2018-10-29 17:56:00.000,2018-10-29 18:21:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,110,60999155,780889063,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-038869547-001,2018-08-31 09:20:00.000,2018-08-31 09:41:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61214508,779486966,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-018203176-001,2018-04-24 20:49:00.000,2018-04-24 22:01:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61125201,779721669,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-034919309-001,2018-08-07 18:43:00.000,2018-08-07 20:14:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,NÃO,0,60890288,779637582,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-039570292-001,2018-09-04 18:28:00.000,2018-09-04 19:31:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,26,VENDA NOVA,POLICIA MILITAR,NÃO,0,60740221,780985722,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-029513527-001,2018-07-05 10:38:00.000,2018-07-05 10:46:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61225273,780247701,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-053075032-001,2018-11-28 17:43:00.000,2018-11-28 18:27:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,22,NOROESTE,POLICIA MILITAR,NÃO,0,60393514,779911441,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-051158379-001,2018-11-16 12:18:00.000,2018-11-16 12:55:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,1,BOM,1,ASFALTO,24,OESTE,POLICIA MILITAR,NÃO,0,60554605,779215728,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2018-008371277-001,2018-02-23 21:25:00.000,2018-02-23 21:56:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60138646,779019967,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
